,Unnamed: 0,player,fftoday,dk_name
0,2,Tom Brady,28.2,Tom Brady
1,3,Aaron Rodgers,25.6,Aaron Rodgers
2,4,Drew Brees,27.8,Drew Brees
3,5,Blake Bortles,23.9,Blake Bortles
4,6,Cam Newton,21.4,Cam Newton
5,7,Eli Manning,22.5,Eli Manning
6,8,Andy Dalton,19.8,Andy Dalton
7,9,Matthew Stafford,18.7,Matthew Stafford
8,10,Ryan Fitzpatrick,19.7,Ryan Fitzpatrick
9,11,Derek Carr,18.3,Derek Carr
10,12,Brian Hoyer,18.2,Brian Hoyer
11,13,Landry Jones,19.2,Landry Jones
12,14,Peyton Manning,18.0,Peyton Manning
13,15,Sam Bradford,17.9,Sam Bradford
14,16,Kirk Cousins,17.8,Kirk Cousins
15,17,Joe Flacco,18.7,Joe Flacco
16,18,Carson Palmer,17.6,Carson Palmer
17,19,Marcus Mariota,17.5,Marcus Mariota
18,20,Russell Wilson,16.7,Russell Wilson
19,21,Alex Smith,16.4,Alex Smith
20,22,Ryan Tannehill,14.7,Ryan Tannehill
21,23,Tyrod Taylor,16.2,Tyrod Taylor
22,24,Teddy Bridgewater,14.0,Teddy Bridgewater
23,25,Johnny Manziel,14.3,Johnny Manziel
24,26,Jameis Winston,15.1,Jameis Winston
25,27,Jay Cutler,13.8,Jay Cutler
26,28,Matt Cassel,13.4,Matt Cassel
27,29,Nick Foles,11.2,Nick Foles
28,32,Todd Gurley,24.0,Todd Gurley
29,33,DeMarco Murray,24.0,DeMarco Murray
30,34,Mark Ingram,20.5,Mark Ingram
31,35,DeAngelo Williams,21.5,DeAngelo Williams
32,36,Doug Martin,18.5,Doug Martin
33,37,Darren McFadden,20.5,Darren McFadden
34,38,Adrian Peterson,17.0,Adrian Peterson
35,39,Justin Forsett,18.5,Justin Forsett
36,40,Jeremy Langford,20.5,Jeremy Langford
37,41,Marshawn Lynch,17.5,Marshawn Lynch
38,42,Chris Ivory,18.0,Chris Ivory
39,43,Lamar Miller,19.0,Lamar Miller
40,44,LeGarrette Blount,14.0,LeGarrette Blount
41,45,James Starks,16.0,James Starks
42,46,Giovani Bernard,16.0,Giovani Bernard
43,47,LeSean McCoy,14.0,LeSean McCoy
44,48,Jeremy Hill,13.0,Jeremy Hill
45,49,T.J. Yeldon,15.0,T.J. Yeldon
46,50,Charcandrick West,13.0,Charcandrick West
47,51,Latavius Murray,11.0,Latavius Murray
48,52,Jonathan Stewart,8.5,Jonathan Stewart
49,53,C.J. Anderson,9.0,C.J. Anderson
50,54,Chris Johnson,8.0,Chris Johnson
51,55,Antonio Andrews,7.0,Antonio Andrews
52,56,Isaiah Crowell,7.0,Isaiah Crowell
53,57,Ronnie Hillman,8.0,Ronnie Hillman
54,58,Duke Johnson,10.0,Duke Johnson Jr.
55,59,Theo Riddick,12.0,Theo Riddick
56,60,Shane Vereen,9.5,Shane Vereen
57,61,Karlos Williams,6.5,Karlos Williams
58,62,Alfred Blue,6.0,Alfred Blue
59,63,Rashad Jennings,8.0,Rashad Jennings
60,64,Matt Jones,6.0,Matt Jones
61,65,Dexter McCluster,9.0,Dexter McCluster
62,66,Charles Sims,9.0,Charles Sims
63,67,James White,8.0,James White
64,68,Eddie Lacy,5.5,Eddie Lacy
65,69,Ryan Mathews,5.5,Ryan Mathews
66,70,Joique Bell,4.0,Joique Bell
67,71,C.J. Spiller,7.0,C.J. Spiller
68,72,Chris Polk,4.5,Chris Polk
