,Unnamed: 0,player,fire,dk_name
0,0,Tom Brady ,27.6266,Tom Brady
1,1,Aaron Rodgers ,22.2842,Aaron Rodgers
2,2,Julian Edelman ,21.246,Julian Edelman
3,3,DeAndre Hopkins ,20.507,DeAndre Hopkins
4,4,Drew Brees ,24.2004,Drew Brees
5,5,Cam Newton ,20.3484,Cam Newton
6,6,Odell Beckham ,18.143,Odell Beckham Jr.
7,7,Mark Ingram ,18.4356,Mark Ingram
8,8,A.J. Green ,18.172,A.J. Green
9,9,Todd Gurley ,18.251,Todd Gurley
10,10,Andy Dalton ,18.9194,Andy Dalton
11,11,DeAngelo Williams ,17.93,DeAngelo Williams
12,12,Darren McFadden ,18.0688,Darren McFadden
13,13,Rob Gronkowski ,17.552,Rob Gronkowski
14,14,Jarvis Landry ,17.696,Jarvis Landry
15,15,Kirk Cousins ,18.3766,Kirk Cousins
16,16,Antonio Brown ,17.164,Antonio Brown
17,17,Mike Evans ,17.127,Mike Evans
18,18,Adrian Peterson ,20.3,Adrian Peterson
19,19,Demaryius Thomas ,16.998,Demaryius Thomas
20,20,Alshon Jeffery ,16.804,Alshon Jeffery
21,21,Carson Palmer ,17.527,Carson Palmer
22,22,Derek Carr ,17.4934,Derek Carr
23,23,Jameis Winston ,17.5624,Jameis Winston
24,24,Chris Ivory ,16.4758,Chris Ivory
25,25,Dez Bryant ,16.1754,Dez Bryant
26,26,Lamar Miller ,16.358,Lamar Miller
27,27,Matthew Stafford ,17.819,Matthew Stafford
28,28,Tyrod Taylor ,17.1964,Tyrod Taylor
29,29,Peyton Manning ,17.7602,Peyton Manning
30,30,LeGarrette Blount ,15.677,LeGarrette Blount
31,31,Allen Robinson ,15.62,Allen Robinson
32,32,Calvin Johnson ,15.827,Calvin Johnson
33,33,Larry Fitzgerald ,15.584,Larry Fitzgerald
34,34,Brian Hoyer ,16.4326,Brian Hoyer
35,35,Eli Manning ,16.9364,Eli Manning
36,36,Teddy Bridgewater ,16.1512,Teddy Bridgewater
37,37,Sammy Watkins ,15.267,Sammy Watkins
38,38,Marcus Mariota ,16.5506,Marcus Mariota
39,39,Brandon Marshall ,15.249,Brandon Marshall
40,40,Emmanuel Sanders ,15.138,Emmanuel Sanders
41,41,Randall Cobb ,15.049,Randall Cobb
42,42,Latavius Murray ,15.252,Latavius Murray
43,43,Tyler Eifert ,14.868,Tyler Eifert
44,44,DeMarco Murray ,14.981,DeMarco Murray
45,45,Amari Cooper ,14.833,Amari Cooper
46,46,Blake Bortles ,15.8908,Blake Bortles
47,47,Justin Forsett ,14.616,Justin Forsett
48,48,Ryan Fitzpatrick ,15.6944,Ryan Fitzpatrick
49,49,T.J. Yeldon ,14.629,T.J. Yeldon
50,50,Joe Flacco ,16.0324,Joe Flacco
51,51,Brandin Cooks ,14.398,Brandin Cooks
52,52,Greg Olsen ,14.255,Greg Olsen
53,53,Josh McCown ,15.945,Josh McCown
54,54,Marshawn Lynch ,14.121,Marshawn Lynch
55,55,Eric Decker ,13.649,Eric Decker
56,56,Willie Snead ,13.689,Willie Snead
57,57,Benjamin Watson ,13.552,Benjamin Watson
58,58,Gary Barnidge ,13.654,Gary Barnidge
59,59,Jeremy Maclin ,13.716,Jeremy Maclin
60,60,Jay Cutler ,14.8142,Jay Cutler
61,61,Jordan Matthews ,13.525,Jordan Matthews
62,62,Stefon Diggs ,13.39,Stefon Diggs
63,63,Doug Martin ,13.3358,Doug Martin
64,64,Michael Crabtree ,13.322,Michael Crabtree
65,65,Russell Wilson ,14.9498,Russell Wilson
66,66,Sam Bradford ,14.822,Sam Bradford
67,67,Jonathan Stewart ,13.185,Jonathan Stewart
68,68,Jeremy Langford ,13.262,Jeremy Langford
69,69,Brandon LaFell ,13.005,Brandon LaFell
70,70,Lesean McCoy ,13.12,LeSean McCoy
71,71,Antonio Andrews ,12.827,Antonio Andrews
72,72,Heath Miller ,12.344,Heath Miller
73,73,DeSean Jackson ,12.209,DeSean Jackson
74,74,Chris Johnson ,12.281,Chris Johnson
75,75,Travis Kelce ,11.941,Travis Kelce
76,76,Travis Benjamin ,11.511,Travis Benjamin
77,77,Martellus Bennett ,11.511,Martellus Bennett
78,78,Charcandrick West ,11.8142,Charcandrick West
79,79,Jordan Reed ,11.325,Jordan Reed
80,80,Martavis Bryant ,11.173,Martavis Bryant
81,81,Ryan Tannehill ,13.2828,Ryan Tannehill
82,82,Nick Foles ,12.2568,Nick Foles
83,83,Nate Washington ,10.91,Nate Washington
84,84,Jeremy Hill ,11.0262,Jeremy Hill
85,85,Pierre Garcon ,10.9224,Pierre Garcon
86,86,Landry Jones ,11.5024,Landry Jones
87,87,Allen Hurns ,10.652,Allen Hurns
88,88,Kamar Aiken ,10.364,Kamar Aiken
89,89,Giovani Bernard ,10.417,Giovani Bernard
90,90,Michael Floyd ,10.234,Michael Floyd
91,91,Jimmy Graham ,10.278,Jimmy Graham
92,92,Rueben Randle ,10.262,Rueben Randle
93,93,Delanie Walker ,10.186,Delanie Walker
94,94,Golden Tate ,10.2002,Golden Tate
95,95,Ted Ginn Jr. ,10.219,Ted Ginn Jr.
96,96,Jamison Crowder ,10.131,Jamison Crowder
97,97,Charles Clay ,10.128,Charles Clay
98,98,John Brown ,10.079,John Brown
99,99,Zach Ertz ,9.809,Zach Ertz
100,100,Cecil Shorts ,9.623,Cecil Shorts III
101,101,Kendall Wright ,9.729,Kendall Wright
