"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"6498","QB","Tom","Brady","23.9","11","9400","PHI@NE","NE","PHI","","","",""
"31360","WR","Odell","Beckham Jr.","17.3","11","9400","NYJ@NYG","NYG","NYJ","","","",""
"14190","WR","Julio","Jones","19.2","11","9200","ATL@TB","ATL","TB","","","",""
"6703","RB","Adrian","Peterson","17.3","11","9100","SEA@MIN","MIN","SEA","","","",""
"14185","QB","Cam","Newton","22.8","11","9000","CAR@NO","CAR","NO","","","",""
"24920","RB","Devonta","Freeman","20.8","10","9000","ATL@TB","ATL","TB","P","Concussion","",""
"11612","WR","Antonio","Brown","17.9","11","9000","IND@PIT","PIT","IND","","","",""
"16606","WR","DeAndre","Hopkins","18.6","11","8900","HOU@BUF","HOU","BUF","P","Hamstring","",""
"14187","WR","A.J.","Green","14.3","11","8400","CIN@CLE","CIN","CLE","","","",""
"30447","RB","Todd","Gurley","15.1","9","8400","ARI@STL","STL","ARI","","","",""
"11460","TE","Rob","Gronkowski","16","11","8400","PHI@NE","NE","PHI","O","Knee","",""
"6589","QB","Ben","Roethlisberger","18.6","7","8100","IND@PIT","PIT","IND","P","Concussion","",""
"21939","QB","Andrew","Luck","20.1","7","8100","IND@PIT","IND","PIT","O","Abdomen","",""
"6759","WR","Brandon","Marshall","16.2","11","8100","NYJ@NYG","NYJ","NYG","P","Toe","",""
"14225","QB","Andy","Dalton","20.5","11","8000","CIN@CLE","CIN","CLE","","","",""
"28643","WR","Allen","Robinson","15.3","11","8000","JAC@TEN","JAC","TEN","","","",""
"32384","WR","Mike","Evans","11.3","10","7900","ATL@TB","TB","ATL","","","",""
"6748","QB","Carson","Palmer","21.5","11","7900","ARI@STL","ARI","STL","","","",""
"22015","QB","Russell","Wilson","19.1","11","7800","SEA@MIN","SEA","MIN","","","",""
"6779","RB","LeSean","McCoy","14.9","9","7800","HOU@BUF","BUF","HOU","","","",""
"21980","WR","Alshon","Jeffery","15.7","6","7700","SF@CHI","CHI","SF","","","",""
"6504","QB","Drew","Brees","20","10","7700","CAR@NO","NO","CAR","","","",""
"45859","QB","Derek","Carr","18.7","11","7700","KC@OAK","OAK","KC","","","",""
"21970","RB","Doug","Martin","14","11","7600","ATL@TB","TB","ATL","","","",""
"11432","WR","Demaryius","Thomas","12.5","11","7600","DEN@SD","DEN","SD","","","",""
"7968","QB","Philip","Rivers","20.2","11","7600","DEN@SD","SD","DEN","P","Foot","",""
"6826","QB","Eli","Manning","18.7","11","7600","NYJ@NYG","NYG","NYJ","","","",""
"6899","RB","Matt","Forte","14.1","8","7600","SF@CHI","CHI","SF","","","",""
"7659","QB","Ryan","Fitzpatrick","17.9","11","7500","NYJ@NYG","NYJ","NYG","P","Thumb","",""
"6616","QB","Matt","Ryan","16.4","11","7400","ATL@TB","ATL","TB","","","",""
"14254","RB","DeMarco","Murray","13.2","10","7400","PHI@NE","PHI","NE","","","",""
"31394","WR","Jarvis","Landry","15.3","11","7400","BAL@MIA","MIA","BAL","P","Knee","",""
"34308","QB","Blake","Bortles","19.4","11","7400","JAC@TEN","JAC","TEN","","","",""
"14377","QB","Tyrod","Taylor","18.9","9","7400","HOU@BUF","BUF","HOU","P","Shoulder","",""
"21948","QB","Ryan","Tannehill","17.2","11","7300","BAL@MIA","MIA","BAL","","","",""
"11505","WR","Emmanuel","Sanders","12.5","10","7300","DEN@SD","DEN","SD","P","Ankle","",""
"6883","WR","Larry","Fitzgerald","16.2","11","7300","ARI@STL","ARI","STL","P","Ankle","",""
"7806","RB","Darren","McFadden","10.8","11","7300","DAL@WAS","DAL","WAS","","","",""
"22031","WR","T.Y.","Hilton","12.5","11","7300","IND@PIT","IND","PIT","","","",""
"14211","RB","Mark","Ingram","14.6","11","7200","CAR@NO","NO","CAR","P","Shoulder","",""
"11435","WR","Dez","Bryant","8.6","6","7200","DAL@WAS","DAL","WAS","P","Foot","",""
"11501","WR","Eric","Decker","14.2","10","7200","NYJ@NYG","NYJ","NYG","P","Knee","",""
"24849","QB","Jameis","Winston","17.9","11","7200","ATL@TB","TB","ATL","","","",""
"6733","RB","Jonathan","Stewart","11.1","11","7200","CAR@NO","CAR","NO","","","",""
"6732","RB","DeAngelo","Williams","11.5","11","7200","IND@PIT","PIT","IND","","","",""
"11864","RB","Christopher","Ivory","15","10","7100","NYJ@NYG","NYJ","NYG","","","",""
"29501","WR","Brandin","Cooks","12.5","11","7100","CAR@NO","NO","CAR","","","",""
"29358","QB","Marcus","Mariota","17.5","9","7100","JAC@TEN","TEN","JAC","","","",""
"31001","WR","Amari","Cooper","12.4","11","7000","KC@OAK","OAK","KC","","","",""
"24641","WR","Sammy","Watkins","12.3","8","7000","HOU@BUF","BUF","HOU","","","",""
"7872","QB","Brian","Hoyer","16.5","8","7000","HOU@BUF","HOU","BUF","","","",""
"6898","QB","Jay","Cutler","16.6","10","7000","SF@CHI","CHI","SF","P","Illness","",""
"28095","RB","Thomas","Rawls","9.2","11","7000","SEA@MIN","SEA","MIN","","","",""
"21994","QB","Brock","Osweiler","14.4","3","6900","DEN@SD","DEN","SD","P","Quadriceps","",""
"11779","RB","LeGarrette","Blount","10.9","10","6900","PHI@NE","NE","PHI","","","",""
"24675","WR","Martavis","Bryant","16.9","6","6900","IND@PIT","PIT","IND","P","Hip","",""
"29645","RB","Javorius","Allen","5.3","11","6800","BAL@MIA","BAL","MIA","","","",""
"29249","RB","C.J.","Anderson","8.6","11","6800","DEN@SD","DEN","SD","","","",""
"25760","WR","Allen","Hurns","12.7","11","6800","JAC@TEN","JAC","TEN","O","Concussion","",""
"54687","RB","Charcandrick","West","8.6","10","6700","KC@OAK","KC","OAK","P","Hamstring","",""
"8117","WR","Danny","Amendola","9","10","6700","PHI@NE","NE","PHI","Q","Knee","",""
"22037","RB","Lamar","Miller","13.8","11","6700","BAL@MIA","MIA","BAL","","","",""
"31397","RB","Jeremy","Hill","9.5","11","6600","CIN@CLE","CIN","CLE","","","",""
"11495","WR","Brandon","LaFell","7.5","6","6600","PHI@NE","NE","PHI","","","",""
"6914","TE","Greg","Olsen","12.8","11","6600","CAR@NO","CAR","NO","","","",""
"8005","QB","Alex","Smith","17.1","11","6600","KC@OAK","KC","OAK","","","",""
"9392","WR","Michael","Crabtree","12.5","11","6600","KC@OAK","OAK","KC","","","",""
"22038","QB","Kirk","Cousins","16.3","11","6600","DAL@WAS","WAS","DAL","","","",""
"32415","QB","Johnny","Manziel","9.7","6","6500","CIN@CLE","CLE","CIN","P","Elbow","",""
"7283","WR","Jeremy","Maclin","12.4","10","6500","KC@OAK","KC","OAK","","","",""
"31459","RB","Spencer","Ware","8.3","6","6500","KC@OAK","KC","OAK","P","Hamstring","",""
"6803","QB","Josh","McCown","16.5","8","6500","CIN@CLE","CLE","CIN","IR","Collarbone","",""
"6831","QB","Matt","Hasselbeck","16.8","4","6500","IND@PIT","IND","PIT","","","",""
"6739","WR","DeSean","Jackson","7.8","5","6500","DAL@WAS","WAS","DAL","P","Illness","",""
"31561","WR","Donte","Moncrief","10.4","11","6400","IND@PIT","IND","PIT","","","",""
"28202","RB","Jeremy","Langford","9.5","11","6400","SF@CHI","CHI","SF","","","",""
"11414","QB","Sam","Bradford","14.1","9","6400","PHI@NE","PHI","NE","P","Shoulder","",""
"33557","TE","Tyler","Eifert","13.4","11","6400","CIN@CLE","CIN","CLE","D","Neck","",""
"27776","RB","Tevin","Coleman","4","9","6400","ATL@TB","ATL","TB","","","",""
"34331","RB","Latavius","Murray","11.6","11","6400","KC@OAK","OAK","KC","","","",""
"6687","QB","Mark","Sanchez","12.3","3","6400","PHI@NE","PHI","NE","","","",""
"22003","RB","Ronnie","Hillman","9.3","11","6300","DEN@SD","DEN","SD","P","Teeth","",""
"6566","RB","Chris","Johnson","9.5","11","6300","ARI@STL","ARI","STL","IR","Knee","",""
"14194","QB","Blaine","Gabbert","16.7","3","6300","SF@CHI","SF","CHI","","","",""
"7953","WR","Vincent","Jackson","10","8","6300","ATL@TB","TB","ATL","P","Knee","",""
"25290","RB","Giovani","Bernard","11.4","11","6200","CIN@CLE","CIN","CLE","","","",""
"33076","TE","Travis","Kelce","10.9","11","6200","KC@OAK","KC","OAK","P","Groin","",""
"7645","WR","Steve","Johnson","10","9","6200","DEN@SD","SD","DEN","","","",""
"14626","WR","Doug","Baldwin","11.8","11","6200","SEA@MIN","SEA","MIN","","","",""
"30837","WR","Jordan","Matthews","9.8","11","6200","PHI@NE","PHI","NE","","","",""
"6840","RB","Frank","Gore","10.6","11","6200","IND@PIT","IND","PIT","","","",""
"25079","WR","Stefon","Diggs","11.8","8","6200","SEA@MIN","MIN","SEA","","","",""
"6679","QB","Matt","Schaub","16.3","1","6200","BAL@MIA","BAL","MIA","","","",""
"7778","QB","Matt","Cassel","9.8","6","6200","DAL@WAS","DAL","WAS","","","",""
"6422","TE","Gary","Barnidge","13.2","11","6100","CIN@CLE","CLE","CIN","","","",""
"33259","QB","Teddy","Bridgewater","12.9","11","6100","SEA@MIN","MIN","SEA","","","",""
"28473","RB","Carlos","Hyde","10.8","7","6100","SF@CHI","SF","CHI","O","Foot","",""
"26458","WR","Tavon","Austin","11.6","11","6100","ARI@STL","STL","ARI","","","",""
"14905","WR","Kamar","Aiken","8.8","11","6100","BAL@MIA","BAL","MIA","","","",""
"44449","WR","Willie","Snead","9.6","11","6100","CAR@NO","NO","CAR","D","Calf","",""
"31061","RB","T.J.","Yeldon","11","10","6100","JAC@TEN","JAC","TEN","","","",""
"14231","QB","Colin","Kaepernick","12.6","9","6000","SF@CHI","SF","CHI","IR","Shoulder","",""
"6479","WR","Anquan","Boldin","10","9","6000","SF@CHI","SF","CHI","P","Hamstring","",""
"29500","WR","Markus","Wheaton","6.7","11","6000","IND@PIT","PIT","IND","","","",""
"27405","QB","Landry","Jones","5.2","5","6000","IND@PIT","PIT","IND","","","",""
"54606","WR","John","Brown","11.7","10","6000","ARI@STL","ARI","STL","P","Hamstring","",""
"26483","QB","Geno","Smith","21","1","6000","NYJ@NYG","NYJ","NYG","","","",""
"31421","QB","Zach","Mettenberger","3.9","4","6000","JAC@TEN","TEN","JAC","","","",""
"31406","RB","Alfred","Blue","7.1","11","6000","HOU@BUF","HOU","BUF","P","Back","",""
"25837","RB","Duke","Johnson","8.8","11","6000","CIN@CLE","CLE","CIN","","","",""
"6863","TE","Delanie","Walker","12","10","6000","JAC@TEN","TEN","JAC","","","",""
"14344","QB","T.J.","Yates","10.6","2","6000","HOU@BUF","HOU","BUF","","","",""
"21952","WR","Michael","Floyd","8.9","10","5900","ARI@STL","ARI","STL","Q","Hamstring","",""
"22994","QB","Case","Keenum","2.7","2","5900","ARI@STL","STL","ARI","Q","Concussion","",""
"15006","RB","Shaun","Draughn","4.6","8","5900","SF@CHI","SF","CHI","","","",""
"30298","TE","Jordan","Reed","12.6","9","5900","DAL@WAS","WAS","DAL","","","",""
"62497","RB","David","Johnson","8.5","11","5900","ARI@STL","ARI","STL","","","",""
"7965","TE","Antonio","Gates","12.9","6","5900","DEN@SD","SD","DEN","","","",""
"28900","RB","Melvin","Gordon","6.7","11","5900","DEN@SD","SD","DEN","","","",""
"22163","WR","Rishard","Matthews","10.2","11","5900","BAL@MIA","MIA","BAL","O","Ribs","",""
"31836","WR","Terrance","Williams","7.6","11","5900","DAL@WAS","DAL","WAS","","","",""
"22027","QB","Nick","Foles","9.9","10","5900","ARI@STL","STL","ARI","","","",""
"22035","WR","Travis","Benjamin","12.9","11","5900","CIN@CLE","CLE","CIN","","","",""
"21999","WR","Rueben","Randle","8.6","11","5800","NYJ@NYG","NYG","NYJ","","","",""
"6627","WR","Ted","Ginn Jr.","8.1","11","5800","CAR@NO","CAR","NO","","","",""
"14307","WR","Cecil","Shorts","9.4","8","5800","HOU@BUF","HOU","BUF","","","",""
"14317","TE","Julius","Thomas","8.7","7","5800","JAC@TEN","JAC","TEN","","","",""
"24682","RB","Andre","Ellington","7.6","8","5800","ARI@STL","ARI","STL","O","Toe","",""
"30108","WR","Marquess","Wilson","6","11","5700","SF@CHI","CHI","SF","O","Foot","",""
"9421","RB","Danny","Woodhead","12.5","11","5700","DEN@SD","SD","DEN","","","",""
"47828","RB","Antonio","Andrews","8","9","5600","JAC@TEN","TEN","JAC","","","",""
"6641","TE","Jason","Witten","8","11","5600","DAL@WAS","DAL","WAS","","","",""
"45723","TE","Crockett","Gillmore","8.9","9","5600","BAL@MIA","BAL","MIA","","","",""
"22219","WR","Jermaine","Kearse","6.9","11","5600","SEA@MIN","SEA","MIN","","","",""
"6844","QB","Shaun","Hill","0.3","2","5600","SEA@MIN","MIN","SEA","","","",""
"22113","RB","Alfred","Morris","5.3","11","5600","DAL@WAS","WAS","DAL","","","",""
"28080","WR","Devin","Funchess","4.5","11","5600","CAR@NO","CAR","NO","","","",""
"6742","TE","Brent","Celek","5.2","11","5600","PHI@NE","PHI","NE","","","",""
"21941","QB","Robert","Griffin III","0","0","5500","DAL@WAS","WAS","DAL","","","",""
"14645","WR","Dontrelle","Inman","4.9","10","5500","DEN@SD","SD","DEN","","","",""
"28677","QB","Matt","McGloin","5.3","2","5500","KC@OAK","OAK","KC","","","",""
"6580","TE","Heath","Miller","6","11","5400","IND@PIT","PIT","IND","Q","Ribs","",""
"6535","WR","Kenny","Britt","5.3","11","5400","ARI@STL","STL","ARI","","","",""
"22898","RB","Brandon","Bolden","3.3","10","5400","PHI@NE","NE","PHI","","","",""
"22848","QB","Austin","Davis","7.8","1","5400","CIN@CLE","CLE","CIN","","","",""
"6618","WR","Roddy","White","4.6","11","5400","ATL@TB","ATL","TB","","","",""
"14245","RB","Shane","Vereen","8.4","11","5400","NYJ@NYG","NYG","NYJ","","","",""
"14288","WR","Torrey","Smith","6.3","11","5400","SF@CHI","SF","CHI","","","",""
"6497","RB","Ahmad","Bradshaw","6.3","6","5400","IND@PIT","IND","PIT","IR","Wrist","",""
"14283","WR","Leonard","Hankerson","8","8","5400","ATL@TB","ATL","TB","IR","Hamstring","",""
"10030","WR","Harry","Douglas","5","9","5400","JAC@TEN","TEN","JAC","","","",""
"54741","WR","Seth","Roberts","6.3","11","5400","KC@OAK","OAK","KC","","","",""
"54684","RB","Isaiah","Crowell","6.3","11","5400","CIN@CLE","CLE","CIN","","","",""
"12546","D","Arizona","Cardinals","9.3","11","5400","ARI@STL","ARI","STL","","","",""
"7952","WR","Malcom","Floyd","7.1","10","5400","DEN@SD","SD","DEN","","","",""
"6808","QB","Matt","Moore","0.4","1","5400","BAL@MIA","MIA","BAL","","","",""
"6774","WR","Pierre","Garcon","8.5","11","5400","DAL@WAS","WAS","DAL","","","",""
"10158","TE","Scott","Chandler","4.3","11","5300","PHI@NE","NE","PHI","P","Knee","",""
"24755","WR","Jamison","Crowder","6.6","11","5300","DAL@WAS","WAS","DAL","","","",""
"7870","TE","Benjamin","Watson","9.2","11","5300","CAR@NO","NO","CAR","","","",""
"12531","D","Denver","Broncos","11.9","11","5300","DEN@SD","DEN","SD","","","",""
"6688","WR","Jerricho","Cotchery","5.6","9","5300","CAR@NO","CAR","NO","","","",""
"27050","WR","Tyler","Lockett","7","11","5300","SEA@MIN","SEA","MIN","","","",""
"21957","WR","Kendall","Wright","8.9","8","5200","JAC@TEN","TEN","JAC","","","",""
"6610","WR","Nate","Washington","9.4","9","5200","HOU@BUF","HOU","BUF","","","",""
"6448","TE","Martellus","Bennett","8.6","10","5200","SF@CHI","CHI","SF","P","Ribs","",""
"33260","WR","DeVante","Parker","2.5","9","5200","BAL@MIA","MIA","BAL","","","",""
"30244","RB","Matt","Jones","8.5","10","5200","DAL@WAS","WAS","DAL","","","",""
"8050","TE","Zach","Miller","4.9","11","5200","SF@CHI","CHI","SF","Q","Ribs","",""
"22288","WR","Cole","Beasley","6.6","11","5200","DAL@WAS","DAL","WAS","","","",""
"28930","RB","James","White","3.4","9","5200","PHI@NE","NE","PHI","","","",""
"7919","QB","Kellen","Clemens","6.5","1","5200","DEN@SD","SD","DEN","","","",""
"31871","RB","Charles","Sims","8.6","11","5200","ATL@TB","TB","ATL","","","",""
"6870","TE","Vernon","Davis","4.3","10","5200","DEN@SD","DEN","SD","","","",""
