,Id,Name,Position,Salary,Game,FPPG,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fire,average,max,min,range,rel_range,upside,final
351,7801,Brandon Myers,TE,4600,ATL@TB,1.7,TB,,1.47,1.155,1.3,,1.732,1.41425,1.732,1.155,0.577,0.407990101,0.31775,
352,11594,Anthony Dixon,RB,4600,HOU@BUF,1.4,BUF,1.5,,4.26,,,,2.88,4.26,1.5,2.76,0.958333333,1.38,
353,28694,Jesse James,TE,4600,IND@PIT,4.1,PIT,3.15,,4.95,,4.965,3.076,4.03525,4.965,3.076,1.889,0.468124652,0.92975,3.15
354,28144,Dion Sims,TE,4600,BAL@MIA,2.0,MIA,,,3.135,,1.415,1.254,1.934666667,3.135,1.254,1.881,0.97226051,1.200333333,
355,28157,Bennie Fowler,WR,4600,DEN@SD,2.2,DEN,2.05,,,,1.72,2.199,1.989666667,2.199,1.72,0.479,0.240743843,0.209333333,
356,21984,Isaiah Pead,RB,4500,IND@PIT,-0.8,PIT,,,,,,,,,,,,,
357,34125,Geremy Davis,WR,4500,NYJ@NYG,0.3,NYG,,,,,,,,,,,,,
358,21972,Brian Quick,WR,4500,ARI@STL,1.1,STL,,9.57,2.41,3.1,2.72,,4.45,9.57,2.41,7.16,1.608988764,5.12,1.45
359,44952,Dri Archer,RB,4500,IND@PIT,0.0,PIT,,,,,,,,,,,,,
360,64104,Terrell Watson,RB,4500,CIN@CLE,0.0,CIN,,,,,,,,,,,,,
361,22800,Derrick Coleman,RB,4500,SEA@MIN,0.1,SEA,,,,,,,,,,,,,
362,34071,Nick Williams,WR,4500,ATL@TB,2.6,ATL,,,,,2.57,2.246,2.408,2.57,2.246,0.324,0.134551495,0.162,6.55
363,27199,Marcus Murphy,RB,4500,CAR@NO,0.4,NO,,,,,,,,,,,,,
364,30667,Justice Cunningham,TE,4500,ARI@STL,0.0,STL,,,,,,,,,,,,,
365,30709,Bruce Ellington,WR,4500,SF@CHI,1.0,SF,,1.57,1.93,1.45,1.87,,1.705,1.93,1.45,0.48,0.281524927,0.225,
366,22849,Cory Harkey,TE,4500,ARI@STL,0.2,STL,,,,,,,,,,,,,
367,6597,Craig Stevens,TE,4500,JAC@TEN,1.8,TEN,,,,,1.38,1.1755,1.27775,1.38,1.1755,0.2045,0.160046958,0.10225,7.2
368,33137,Justin Hardy,WR,4500,ATL@TB,2.8,ATL,3.1,,,,,1.35,2.225,3.1,1.35,1.75,0.786516854,0.875,3.5
369,6622,Eric Weems,WR,4500,ATL@TB,0.1,ATL,,,,,,,,,,,,,
370,32632,Bradley Marquez,WR,4500,ARI@STL,0.7,STL,,,2.14,,3.155,,2.6475,3.155,2.14,1.015,0.383380548,0.5075,1.75
371,47720,Chandler Worthy,WR,4500,HOU@BUF,1.0,HOU,,,,,,,,,,,,,
372,29540,Terron Ward,RB,4500,ATL@TB,2.4,ATL,,1.935,,1.75,,1.0535,1.5795,1.935,1.0535,0.8815,0.558088003,0.3555,
373,22938,Rod Streater,WR,4500,KC@OAK,1.3,OAK,,1.575,,1.75,,,1.6625,1.75,1.575,0.175,0.105263158,0.0875,
374,27338,Rex Burkhead,RB,4500,CIN@CLE,0.9,CIN,,,,,,,,,,,,,
375,14253,Greg Little,WR,4500,CIN@CLE,0.0,CIN,,,,,,,,,,,,,
376,34275,Storm Johnson,RB,4500,JAC@TEN,0.0,JAC,,,,,,,,,,,,,
377,14302,Kris Durham,WR,4500,KC@OAK,0.0,OAK,,,,,,,,,,,,,
378,14274,Rob Housler,TE,4500,CIN@CLE,0.2,CLE,,,,,,,,,,,,,
379,14277,Vincent Brown,WR,4500,IND@PIT,0.0,IND,,,,,,,,,,,,,
380,15121,Chris Matthews,WR,4500,BAL@MIA,0.8,BAL,,,,,,,,,,,,,
381,30591,Ace Sanders,WR,4500,JAC@TEN,0.0,JAC,,,,,,,,,,,,,
382,11870,Seyi Ajirotutu,WR,4500,PHI@NE,0.1,PHI,,,,,,,,,,,,,
383,64160,Arthur Williams,WR,4500,NYJ@NYG,0.0,NYJ,,,,,,,,,,,,,
384,23003,Phillip Supernaw,TE,4500,JAC@TEN,0.1,TEN,,,,,,,,,,,,,
385,14304,Luke Stocker,TE,4500,ATL@TB,0.4,TB,,,,,,,,,,,,,
386,14319,Taiwan Jones,RB,4500,KC@OAK,3.0,OAK,,,,,,3.3395,3.3395,3.3395,3.3395,0.0,0.0,0.0,
387,38269,Cameron Artis-Payne,RB,4500,CAR@NO,0.8,CAR,,1.82,,1.95,,,1.885,1.95,1.82,0.13,0.068965517,0.065,
388,30385,Marlon Brown,WR,4500,BAL@MIA,1.8,BAL,,3.36,,3.85,,,3.605,3.85,3.36,0.49,0.13592233,0.245,
389,26498,Stedman Bailey,WR,4500,ARI@STL,3.8,STL,,,,,,,,,,,,,
390,31329,Russell Shepard,WR,4500,ATL@TB,1.0,TB,,,,,,,,,,,,,
391,37245,Foswhitt Whittaker,RB,4500,CAR@NO,1.0,CAR,,,,,,,,,,,,,
392,6388,Jason Avant,WR,4500,KC@OAK,1.3,KC,,,2.72,,2.62,1.897,2.412333333,2.72,1.897,0.823,0.341163466,0.307666667,
393,6387,Miles Austin,WR,4500,PHI@NE,3.2,PHI,1.05,1.575,2.485,1.65,2.275,1.7965,1.80525,2.485,1.05,1.435,0.794903753,0.67975,
394,39411,Gavin Escobar,TE,4500,DAL@WAS,1.3,DAL,1.05,8.52,2.065,8.4,1.435,,4.294,8.52,1.05,7.47,1.739636702,4.226,
395,27445,Jalen Saunders,WR,4500,SF@CHI,0.0,CHI,,,,,,,,,,,,,
396,31241,Sammie Coates,WR,4500,IND@PIT,0.3,PIT,,,,,,,,,,,,,
397,15032,Henry Hynoski,RB,4500,NYJ@NYG,0.0,NYG,,,,,,,,,,,,,
398,27403,Blake Bell,TE,4500,SF@CHI,1.3,SF,,,2.01,,2.24,,2.125,2.24,2.01,0.23,0.108235294,0.115,
399,29351,De'Anthony Thomas,WR,4500,KC@OAK,3.6,KC,,11.325,,,,,11.325,11.325,11.325,0.0,0.0,0.0,
400,32410,Trey Williams,RB,4500,PHI@NE,0.0,NE,,,,,,,,,,,,,
401,12090,Nick Novak,K,4500,HOU@BUF,5.8,HOU,,,,,,,,,,,,,
402,47953,Lucky Whitehead,WR,4500,DAL@WAS,0.7,DAL,,,,,,,,,,,,,4.05
403,30249,Frankie Hammond,WR,4500,KC@OAK,0.0,KC,,,,,,,,,,,,,
404,28545,Rod Smith,RB,4500,DAL@WAS,0.3,DAL,,,,,,,,,,,,,
405,28562,Jake Stoneburner,TE,4500,BAL@MIA,3.2,MIA,,,5.42,,,,5.42,5.42,5.42,0.0,0.0,0.0,
406,30259,Solomon Patton,WR,4500,DEN@SD,0.0,DEN,,,,,,,,,,,,,
407,22762,Chris Owusu,WR,4500,NYJ@NYG,3.7,NYJ,,,,,,,,,,,,,
408,29237,Chris Harper,WR,4500,PHI@NE,-0.7,NE,,,,,,,,,,,,,
409,31073,Knile Davis,RB,4500,KC@OAK,1.6,KC,,9.14,,3.05,,,6.095,9.14,3.05,6.09,0.999179655,3.045,
410,32058,Chris Boswell,K,4500,IND@PIT,9.7,PIT,,,,,,,,,,,,,
411,31093,Javontee Herndon,WR,4500,DEN@SD,2.0,SD,,,2.16,,,,2.16,2.16,2.16,0.0,0.0,0.0,3.1
412,14837,Jeremy Ross,WR,4500,KC@OAK,1.3,OAK,,,,,,,,,,,,,
413,14815,Joseph Morgan,WR,4500,BAL@MIA,0.0,BAL,,,,,,,,,,,,,
414,25783,Mike James,RB,4500,ATL@TB,0.0,TB,,,,,,,,,,,,,
415,62617,Khari Lee,TE,4500,SF@CHI,0.1,CHI,,,,,,,,,,,,,
416,11431,Jermaine Gresham,TE,4500,ARI@STL,2.7,ARI,2.1,1.995,1.91,1.9,3.2,2.818,2.3205,3.2,1.9,1.3,0.56022409,0.8795,1.35
417,14757,Matt Asiata,RB,4500,SEA@MIN,2.2,MIN,,1.925,1.695,2.35,2.07,,2.01,2.35,1.695,0.655,0.325870647,0.34,
418,39678,E.J. Bibbs,TE,4500,CIN@CLE,0.0,CLE,,,,,,,,,,,,,
419,12545,Philadelphia Eagles,D,4500,PHI@NE,8.0,PHI,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,0.0,0.0,-4.44e-16,
420,12547,Pittsburgh Steelers,D,4500,IND@PIT,7.7,PIT,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,0.0,0.0,0.0,
421,62680,Donteea Dye,WR,4500,ATL@TB,2.1,TB,,,,,,1.665,1.665,1.665,1.665,0.0,0.0,0.0,
422,39652,Rico Richardson,WR,4500,JAC@TEN,0.0,TEN,,,,,,,,,,,,,
423,22447,Griff Whalen,WR,4500,IND@PIT,2.7,IND,2.1,,3.37,,2.435,1.9782,2.4708,3.37,1.9782,1.3918,0.563299336,0.8992,
424,30012,Kevin Smith,WR,4500,SEA@MIN,1.3,SEA,,,,,2.075,,2.075,2.075,2.075,0.0,0.0,0.0,
425,62508,James O'Shaughnessy,TE,4500,KC@OAK,1.7,KC,,,,,,,,,,,,,
426,62510,Nick Boyle,TE,4500,BAL@MIA,2.3,BAL,,1.26,2.65,1.45,2.59,,1.9875,2.65,1.26,1.39,0.699371069,0.6625,1.65
427,62505,MyCole Pruitt,TE,4500,SEA@MIN,0.8,MIN,,,,,,,,,,,,,
428,29991,Bishop Sankey,RB,4500,JAC@TEN,4.2,TEN,,1.61,,1.35,,1.5415,1.5005,1.61,1.35,0.26,0.173275575,0.1095,
429,39428,Kyle Juszczyk,RB,4500,BAL@MIA,4.4,BAL,,,2.565,,4.065,,3.315,4.065,2.565,1.5,0.452488688,0.75,
430,39427,Quinton Patton,WR,4500,SF@CHI,3.8,SF,2.6,,2.48,,2.74,2.8175,2.659375,2.8175,2.48,0.3375,0.126909518,0.158125,
431,22336,Josh Bellamy,WR,4500,SF@CHI,2.4,CHI,3.1,,2.965,,2.125,,2.73,3.1,2.125,0.975,0.357142857,0.37,1.65
432,6951,James Casey,TE,4500,DEN@SD,0.0,DEN,,,,,,,,,,,,,
433,25654,Tommy Bohanon,RB,4500,NYJ@NYG,0.6,NYJ,,,1.19,,,,1.19,1.19,1.19,0.0,0.0,0.0,
434,31188,Chris Gragg,TE,4500,HOU@BUF,1.8,BUF,,1.68,,1.5,,1.3135,1.497833333,1.68,1.3135,0.3665,0.24468677,0.182166667,
435,14683,Patrick DiMarco,RB,4500,ATL@TB,2.1,ATL,,,2.085,,,,2.085,2.085,2.085,0.0,0.0,0.0,1.9
436,24589,Jaron Brown,WR,4500,ARI@STL,2.1,ARI,1.05,,1.7,,,,1.375,1.7,1.05,0.65,0.472727273,0.325,
437,7001,Kellen Davis,TE,4500,NYJ@NYG,0.6,NYJ,,,2.895,,1.235,,2.065,2.895,1.235,1.66,0.803874092,0.83,
438,62535,Tyrell Williams,WR,4500,DEN@SD,0.0,SD,,,,,,,,,,,,,
439,62534,Brian Parker,TE,4500,KC@OAK,0.3,KC,,,,,,,,,,,,,
440,39539,Brian Leonhardt,TE,4500,SF@CHI,0.0,SF,,,,,,,,,,,,,
441,31109,Zach Hocker,K,4500,ARI@STL,6.0,STL,,,,,,,,,,,,,
442,27878,Mark Weisman,RB,4500,CIN@CLE,0.0,CIN,,,,,,,,,,,,,
443,11648,Jim Dray,TE,4500,CIN@CLE,0.6,CLE,,,2.665,,,,2.665,2.665,2.665,0.0,0.0,0.0,
444,6810,Dan Carpenter,K,4500,HOU@BUF,7.4,BUF,,,,,,,,,,,,,
445,27908,C.J. Fiedorowicz,TE,4500,HOU@BUF,2.2,HOU,,1.155,1.97,1.35,1.28,2.3195,1.6149,2.3195,1.155,1.1645,0.721097282,0.7046,
446,10695,Darrel Young,RB,4500,DAL@WAS,0.3,WAS,,,1.845,,,,1.845,1.845,1.845,0.0,0.0,0.0,
447,11671,Erik Lorig,RB,4500,CAR@NO,0.0,NO,,,,,,,,,,,,,
448,22235,Jeremy Stewart,RB,4500,DEN@SD,0.0,DEN,,,,,,,,,,,,,
449,23055,Brandon Bostick,TE,4500,ARI@STL,0.0,ARI,,,,,,,,,,,,,
450,26038,Tyler Kroft,TE,4500,CIN@CLE,0.1,CIN,2.6,,4.7,,4.44,3.348,3.772,4.7,2.6,2.1,0.556733828,0.928,1.75
451,6828,Tim Hightower,RB,4500,CAR@NO,1.5,NO,,,,,,,,,,,,,
452,22258,Travaris Cadet,RB,4500,SF@CHI,0.4,SF,,,,,,,,,,,,,1.25
453,39859,Jack Doyle,TE,4500,IND@PIT,1.5,IND,,,,,,,,,,,,,
454,6823,John Phillips,TE,4500,DEN@SD,1.4,SD,,,,,,,,,,,,,
455,7918,Matthew Mulligan,TE,4500,HOU@BUF,0.1,BUF,,,,,,,,,,,,,
456,22144,Tommy Streeter,WR,4500,BAL@MIA,0.0,MIA,,,,,,,,,,,,,
457,22177,Junior Hemingway,WR,4500,KC@OAK,0.0,KC,,,,,,,,,,,,,
458,7856,Matthew Slater,WR,4500,PHI@NE,0.0,NE,,,,,,,,,,,,,
459,11766,Jeff Cumberland,TE,4500,NYJ@NYG,1.0,NYJ,,2.1,,2.7,,1.151,1.983666667,2.7,1.151,1.549,0.780877164,0.716333333,
460,30733,Cordarrelle Patterson,WR,4500,SEA@MIN,0.9,MIN,,2.69,,3.3,,,2.995,3.3,2.69,0.61,0.203672788,0.305,
461,6884,Hakeem Nicks,WR,4500,NYJ@NYG,0.9,NYG,,,1.15,,2.6,1.226,1.658666667,2.6,1.15,1.45,0.874196141,0.941333333,
462,24912,Dustin Hopkins,K,4500,DAL@WAS,8.5,WAS,,,,,,,,,,,,,
463,12526,Buffalo Bills,D,4500,HOU@BUF,6.6,BUF,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,0.0,0.0,0.0,
464,6672,Marcedes Lewis,TE,4500,JAC@TEN,1.6,JAC,,3.15,2.035,3.05,2.925,1.0425,2.4405,3.15,1.0425,2.1075,0.863552551,0.7095,
465,11522,Marcus Easley,WR,4500,HOU@BUF,1.4,BUF,,,,,,,,,,,,,
466,12540,Minnesota Vikings,D,4500,SEA@MIN,7.9,MIN,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,
467,6660,Donald Brown,RB,4500,DEN@SD,0.3,SD,,,1.875,,,,1.875,1.875,1.875,0.0,0.0,0.0,5.75
468,22109,Greg Zuerlein,K,4500,ARI@STL,7.0,STL,,,,,,,,,,,,,
469,12543,New York Giants,D,4500,NYJ@NYG,8.9,NYG,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,
470,12539,Miami Dolphins,D,4500,BAL@MIA,5.9,MIA,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,
471,11538,Garrett Graham,TE,4500,HOU@BUF,1.4,HOU,,2.415,,3.05,,,2.7325,3.05,2.415,0.635,0.232387923,0.3175,
472,11543,Clay Harbor,TE,4500,JAC@TEN,2.1,JAC,,3.255,,3.15,,,3.2025,3.255,3.15,0.105,0.032786885,0.0525,
473,22123,James Hanna,TE,4500,DAL@WAS,0.3,DAL,,,,,,,,,,,,,1.15
474,39716,Adam Thielen,WR,4500,SEA@MIN,1.6,MIN,,,,,,,,,,,,,
475,28744,Raheem Mostert,RB,4500,BAL@MIA,0.0,BAL,,,,,,,,,,,,,
476,11556,Michael Hoomanawanui,TE,4500,CAR@NO,2.0,NO,,,,,1.615,,1.615,1.615,1.615,0.0,0.0,0.0,1.95
477,11557,John Conner,RB,4500,HOU@BUF,0.0,BUF,,,,,,,,,,,,,
478,14406,Bruce Miller,RB,4500,SF@CHI,1.4,SF,,,1.805,,,1.268,1.5365,1.805,1.268,0.537,0.349495607,0.2685,
479,29725,Levine Toilolo,TE,4500,ATL@TB,0.8,ATL,,2.52,3.1,2.35,,,2.656666667,3.1,2.35,0.75,0.282308657,0.443333333,
480,29723,Stepfan Taylor,RB,4500,ARI@STL,0.2,ARI,1.5,1.53,2.955,1.45,3.9,,2.267,3.9,1.45,2.45,1.080723423,1.633,2.0
481,22029,Bernard Pierce,RB,4500,JAC@TEN,0.5,JAC,,,,,,,,,,,,,
482,14394,Virgil Green,TE,4500,DEN@SD,2.1,DEN,,2.625,2.2,3.1,,,2.641666667,3.1,2.2,0.9,0.340694006,0.458333333,2.25
483,14372,Aldrick Robinson,WR,4500,BAL@MIA,0.0,BAL,,,,,,,,,,,,,
484,22034,Chris Givens,WR,4500,BAL@MIA,3.7,BAL,5.15,3.57,4.59,4.05,5.64,3.9113,4.485216667,5.64,3.57,2.07,0.461516166,1.154783333,6.95
485,28131,Keith Mumphery,WR,4500,HOU@BUF,1.8,HOU,,1.47,,1.8,,1.2485,1.506166667,1.8,1.2485,0.5515,0.366161337,0.293833333,
486,10531,Jordan Norwood,WR,4500,DEN@SD,2.1,DEN,,1.785,2.025,2.1,,,1.97,2.1,1.785,0.315,0.159898477,0.13,
487,11622,Trindon Holliday,WR,4500,KC@OAK,0.0,OAK,,,,,,,,,,,,,
488,6778,Anthony Fasano,TE,4500,JAC@TEN,4.3,TEN,,2.31,2.89,2.5,2.975,3.31,2.797,3.31,2.31,1.0,0.357525921,0.513,
489,14338,Denarius Moore,WR,4500,HOU@BUF,-0.3,BUF,,,,,,,,,,,,,
490,6753,Andre Caldwell,WR,4500,DEN@SD,2.2,DEN,,2.625,1.755,3.0,1.485,1.6295,2.0989,3.0,1.485,1.515,0.721806661,0.9011,
491,7722,Kevin Ogletree,WR,4500,NYJ@NYG,0.0,NYG,,,,,,,,,,,,,
492,7718,Cedric Peerman,RB,4500,CIN@CLE,0.0,CIN,,,,,,1.0715,1.0715,1.0715,1.0715,0.0,0.0,0.0,
493,22065,Rhett Ellison,TE,4500,SEA@MIN,1.9,MIN,,,3.12,,1.015,1.8445,1.993166667,3.12,1.015,2.105,1.05610837,1.126833333,
494,6767,Ryan Succop,K,4500,JAC@TEN,5.6,TEN,,,,,,,,,,,,,
495,14349,Jeremy Kerley,WR,4500,NYJ@NYG,3.2,NYJ,,4.505,3.525,5.6,,3.385,4.25375,5.6,3.385,2.215,0.520717014,1.34625,
496,14348,Lee Smith,TE,4500,KC@OAK,1.0,OAK,,,2.295,,1.195,,1.745,2.295,1.195,1.1,0.630372493,0.55,6.55
497,12552,Washington Redskins,D,4400,DAL@WAS,8.0,WAS,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,0.0,0.0,0.0,
498,12555,Baltimore Ravens,D,4400,BAL@MIA,7.3,BAL,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,0.0,0.0,0.0,
499,12554,Jacksonville Jaguars,D,4400,JAC@TEN,6.0,JAC,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.0,0.0,8.88e-16,
500,12527,Chicago Bears,D,4400,SF@CHI,5.5,CHI,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,
501,12537,Oakland Raiders,D,4400,KC@OAK,5.9,OAK,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,0.0,0.0,-4.44e-16,
502,12534,Tennessee Titans,D,4400,JAC@TEN,6.8,TEN,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,0.0,0.0,0.0,
503,12530,Dallas Cowboys,D,4300,DAL@WAS,5.6,DAL,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,0.0,0.0,-8.88e-16,
504,12551,Tampa Bay Buccaneers,D,4200,ATL@TB,8.2,TB,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,0.0,0.0,8.88e-16,
505,12535,Indianapolis Colts,D,4100,IND@PIT,7.2,IND,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,0.0,0.0,0.0,
506,12549,San Francisco 49ers,D,4000,SF@CHI,4.0,SF,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,0.0,0.0,
507,12548,San Diego Chargers,D,4000,DEN@SD,3.9,SD,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,0.0,0.0,-4.44e-16,
508,12542,New Orleans Saints,D,4000,CAR@NO,4.7,NO,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0,
509,12529,Cleveland Browns,D,4000,CIN@CLE,6.1,CLE,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,0.0,0.0,0.0,
