,Id,Name,Position,Salary,Game,FPPG,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fire,average,max,min,range,rel_range,upside,final
0,6498,Tom Brady,QB,9400,PHI@NE,23.9,NE,24.0,33.18,21.22,28.62,23.074,23.605,25.6165,33.18,21.22,11.96,0.466886577,7.5635,33.83
1,31360,Odell Beckham Jr.,WR,9400,NYJ@NYG,17.3,NYG,17.4,14.595,12.185,14.7,13.49,13.95,14.38666667,17.4,12.185,5.215,0.362488415,3.013333333,21.2
2,14190,Julio Jones,WR,9200,ATL@TB,19.2,ATL,16.9,17.86,14.45,17.05,13.655,13.966,15.64683333,17.86,13.655,4.205,0.268744474,2.213166667,9.7
3,6703,Adrian Peterson,RB,9100,SEA@MIN,17.3,MIN,17.1,13.665,12.455,23.1,16.63,13.4248,16.06246667,23.1,12.455,10.645,0.662725111,7.037533333,2.6
4,14185,Cam Newton,QB,9000,CAR@NO,22.8,CAR,27.7,31.48,23.75,27.66,24.384,23.839,26.46883333,31.48,23.75,7.73,0.292041583,5.011166667,37.14
5,24920,Devonta Freeman,RB,9000,ATL@TB,20.8,ATL,18.2,29.29,11.95,23.8,17.275,13.354,18.97816667,29.29,11.95,17.34,0.913681511,10.31183333,10.8
6,11612,Antonio Brown,WR,9000,IND@PIT,17.9,PIT,17.45,15.755,14.055,17.4,15.115,16.2325,16.00125,17.45,14.055,3.395,0.212170924,1.44875,24.2
7,16606,DeAndre Hopkins,WR,8900,HOU@BUF,18.6,HOU,16.35,13.665,12.18,15.3,13.65,11.6025,13.79125,16.35,11.6025,4.7475,0.344240007,2.55875,15.05
8,14187,A.J. Green,WR,8400,CIN@CLE,14.3,CIN,15.4,16.805,11.845,18.45,13.265,13.523,14.88133333,18.45,11.845,6.605,0.443844638,3.568666667,19.05
9,30447,Todd Gurley,RB,8400,ARI@STL,15.1,STL,16.6,16.28,12.93,12.7,14.3,12.775,14.26416667,16.6,12.7,3.9,0.273412397,2.335833333,4.1
10,11460,Rob Gronkowski,TE,8400,PHI@NE,16.0,NE,,15.66,,,,,15.66,15.66,15.66,0.0,0.0,0.0,
11,6589,Ben Roethlisberger,QB,8100,IND@PIT,18.6,PIT,20.9,21.76,17.84,20.76,20.06,20.2678,20.26463333,21.76,17.84,3.92,0.19344046,1.495366667,33.86
12,21939,Andrew Luck,QB,8100,IND@PIT,20.1,IND,,,,,,,,,,,,,
13,6759,Brandon Marshall,WR,8100,NYJ@NYG,16.2,NYJ,15.35,13.14,10.56,15.15,11.96,10.6335,12.79891667,15.35,10.56,4.79,0.374250425,2.551083333,19.7
14,14225,Andy Dalton,QB,8000,CIN@CLE,20.5,CIN,20.1,18.94,17.85,23.4,19.586,22.968,20.474,23.4,17.85,5.55,0.27107551,2.926,23.9
15,28643,Allen Robinson,WR,8000,JAC@TEN,15.3,JAC,16.35,11.985,10.995,11.6,11.545,10.266,12.1235,16.35,10.266,6.084,0.501835279,4.2265,33.8
16,32384,Mike Evans,WR,7900,ATL@TB,11.3,TB,13.75,17.13,10.44,15.45,9.565,9.949,12.714,17.13,9.565,7.565,0.595013371,4.416,12.35
17,6748,Carson Palmer,QB,7900,ARI@STL,21.5,ARI,18.8,19.2,18.62,19.64,19.914,20.781,19.4925,20.781,18.62,2.161,0.110863152,1.2885,22.24
18,22015,Russell Wilson,QB,7800,SEA@MIN,19.1,SEA,15.5,25.04,17.43,15.64,18.598,18.4734,18.4469,25.04,15.5,9.54,0.517160065,6.5931,34.06
19,6779,LeSean McCoy,RB,7800,HOU@BUF,14.9,BUF,16.65,13.56,13.415,13.6,17.315,14.066,14.76766667,17.315,13.415,3.9,0.264090468,2.547333333,11.2
20,21980,Alshon Jeffery,WR,7700,SF@CHI,15.7,CHI,15.85,14.075,11.335,16.05,12.445,10.618,13.3955,16.05,10.618,5.432,0.405509313,2.6545,8.7
21,6504,Drew Brees,QB,7700,CAR@NO,20.0,NO,18.4,21.74,16.19,19.44,19.604,18.96,19.05566667,21.74,16.19,5.55,0.291251946,2.684333333,23.48
22,45859,Derek Carr,QB,7700,KC@OAK,18.7,OAK,18.3,16.64,16.3,19.14,17.912,18.4206,17.78543333,19.14,16.3,2.84,0.159681237,1.354566667,16.32
23,21970,Doug Martin,RB,7600,ATL@TB,14.0,TB,17.15,19.25,11.21,11.95,14.11,13.763,14.57216667,19.25,11.21,8.04,0.551736758,4.677833333,14.05
24,11432,Demaryius Thomas,WR,7600,DEN@SD,12.5,DEN,14.3,13.455,11.38,14.65,9.27,10.377,12.23866667,14.65,9.27,5.38,0.439590369,2.411333333,12.4
25,7968,Philip Rivers,QB,7600,DEN@SD,20.2,SD,18.2,20.5,14.88,13.22,18.41,16.821,17.00516667,20.5,13.22,7.28,0.428105184,3.494833333,7.08
26,6826,Eli Manning,QB,7600,NYJ@NYG,18.7,NYG,18.4,20.62,16.98,17.86,19.68,17.816,18.55933333,20.62,16.98,3.64,0.196127734,2.060666667,15.08
27,6899,Matt Forte,RB,7600,SF@CHI,14.1,CHI,8.15,13.22,9.375,14.9,14.56,12.4075,12.10208333,14.9,8.15,6.75,0.557755207,2.797916667,18.55
28,7659,Ryan Fitzpatrick,QB,7500,NYJ@NYG,17.9,NYJ,19.6,21.48,17.01,22.2,19.388,18.943,19.77016667,22.2,17.01,5.19,0.262516755,2.429833333,25.8
29,6616,Matt Ryan,QB,7400,ATL@TB,16.4,ATL,18.6,23.48,17.27,24.6,17.286,21.84,20.51266667,24.6,17.27,7.33,0.35734018,4.087333333,14.16
30,14254,DeMarco Murray,RB,7400,PHI@NE,13.2,PHI,8.15,13.57,9.925,13.3,12.025,12.7875,11.62625,13.57,8.15,5.42,0.466186432,1.94375,2.4
31,31394,Jarvis Landry,WR,7400,BAL@MIA,15.3,MIA,13.9,11.875,9.975,12.25,11.1,10.337,11.57283333,13.9,9.975,3.925,0.339156358,2.327166667,
32,34308,Blake Bortles,QB,7400,JAC@TEN,19.4,JAC,20.0,23.56,16.55,18.52,17.866,17.3214,18.96956667,23.56,16.55,7.01,0.36953928,4.590433333,32.78
33,14377,Tyrod Taylor,QB,7400,HOU@BUF,18.9,BUF,15.0,15.14,17.24,12.6,16.916,16.1608,15.50946667,17.24,12.6,4.64,0.299172119,1.730533333,29.24
34,21948,Ryan Tannehill,QB,7300,BAL@MIA,17.2,MIA,18.3,18.18,19.29,19.68,19.194,15.6156,18.3766,19.68,15.6156,4.0644,0.221172578,1.3034,8.54
35,11505,Emmanuel Sanders,WR,7300,DEN@SD,12.5,DEN,12.2,13.23,11.24,14.25,8.135,11.4775,11.75541667,14.25,8.135,6.115,0.52018573,2.494583333,2.55
36,6883,Larry Fitzgerald,WR,7300,ARI@STL,16.2,ARI,15.4,12.72,11.15,6.4,12.915,10.264,11.47483333,15.4,6.4,9.0,0.784325117,3.925166667,5.9
37,7806,Darren McFadden,RB,7300,DAL@WAS,10.8,DAL,11.7,13.435,10.9,6.45,13.11,12.678,11.37883333,13.435,6.45,6.985,0.613859066,2.056166667,7.95
38,22031,T.Y. Hilton,WR,7300,IND@PIT,12.5,IND,13.75,10.275,10.88,16.75,10.26,10.4875,12.06708333,16.75,10.26,6.49,0.537826733,4.682916667,3.75
39,14211,Mark Ingram,RB,7200,CAR@NO,14.6,NO,16.2,12.035,12.125,11.0,14.935,9.781,12.67933333,16.2,9.781,6.419,0.506256901,3.520666667,16.1
40,11435,Dez Bryant,WR,7200,DAL@WAS,8.6,DAL,12.75,23.34,8.38,16.75,9.62,10.387,13.53783333,23.34,8.38,14.96,1.105051276,9.802166667,6.35
41,11501,Eric Decker,WR,7200,NYJ@NYG,14.2,NYJ,13.3,13.035,9.105,14.9,11.355,8.772,11.7445,14.9,8.772,6.128,0.521776151,3.1555,10.5
42,24849,Jameis Winston,QB,7200,ATL@TB,17.9,TB,18.0,20.46,17.61,18.16,16.274,17.0752,17.92986667,20.46,16.274,4.186,0.233465205,2.530133333,19.58
43,6733,Jonathan Stewart,RB,7200,CAR@NO,11.1,CAR,15.55,15.17,11.35,15.5,14.295,13.357,14.20366667,15.55,11.35,4.2,0.295698294,1.346333333,15.45
44,6732,DeAngelo Williams,RB,7200,IND@PIT,11.5,PIT,16.7,15.235,13.555,15.6,16.815,14.209,15.35233333,16.815,13.555,3.26,0.212345572,1.462666667,14.75
45,11864,Christopher Ivory,RB,7100,NYJ@NYG,15.0,NYJ,,,,,,,,,,,,,
46,29501,Brandin Cooks,WR,7100,CAR@NO,12.5,NO,6.85,12.575,10.785,12.3,8.445,8.437,9.898666667,12.575,6.85,5.725,0.578360722,2.676333333,16.7
47,29358,Marcus Mariota,QB,7100,JAC@TEN,17.5,TEN,18.1,29.28,14.89,20.28,17.98,15.5672,19.34953333,29.28,14.89,14.39,0.743687186,9.930466667,36.92
48,31001,Amari Cooper,WR,7000,KC@OAK,12.4,OAK,13.8,14.61,9.435,15.95,10.54,10.1878,12.42046667,15.95,9.435,6.515,0.524537457,3.529533333,6.4
49,24641,Sammy Watkins,WR,7000,HOU@BUF,12.3,BUF,13.85,11.345,8.72,4.8,9.87,9.014,9.599833333,13.85,4.8,9.05,0.9427247,4.250166667,17.05
50,7872,Brian Hoyer,QB,7000,HOU@BUF,16.5,HOU,18.1,9.98,12.71,17.74,15.582,15.39,14.917,18.1,9.98,8.12,0.544345378,3.183,24.22
51,6898,Jay Cutler,QB,7000,SF@CHI,16.6,CHI,19.1,18.04,17.7,19.22,17.272,18.9736,18.38426667,19.22,17.272,1.948,0.105960169,0.835733333,8.08
52,28095,Thomas Rawls,RB,7000,SEA@MIN,9.2,SEA,15.6,20.255,12.885,13.3,13.055,11.9445,14.50658333,20.255,11.9445,8.3105,0.572877831,5.748416667,16.45
53,21994,Brock Osweiler,QB,6900,DEN@SD,14.4,DEN,18.5,22.42,16.82,21.3,15.994,17.1836,18.70293333,22.42,15.994,6.426,0.343582468,3.717066667,9.74
54,11779,LeGarrette Blount,RB,6900,PHI@NE,10.9,NE,13.55,11.315,9.905,5.95,13.5,10.929,10.85816667,13.55,5.95,7.6,0.699933997,2.691833333,5.4
55,24675,Martavis Bryant,WR,6900,IND@PIT,16.9,PIT,13.85,12.39,8.565,13.45,11.17,9.118,11.42383333,13.85,8.565,5.285,0.462629298,2.426166667,17.6
56,29645,Javorius Allen,RB,6800,BAL@MIA,5.3,BAL,15.2,11.605,10.165,14.75,12.57,11.4985,12.63141667,15.2,10.165,5.035,0.398609288,2.568583333,23.6
57,29249,C.J. Anderson,RB,6800,DEN@SD,8.6,DEN,13.6,4.44,8.885,4.55,11.62,7.6245,8.45325,13.6,4.44,9.16,1.083606897,5.14675,5.45
58,25760,Allen Hurns,WR,6800,JAC@TEN,12.7,JAC,,12.3,,,,,12.3,12.3,12.3,0.0,0.0,0.0,
59,54687,Charcandrick West,RB,6700,KC@OAK,8.6,KC,9.75,13.565,11.815,11.45,11.71,11.503,11.63216667,13.565,9.75,3.815,0.327969854,1.932833333,4.5
60,8117,Danny Amendola,WR,6700,PHI@NE,9.0,NE,13.85,4.2,8.51,4.0,11.15,11.0165,8.78775,13.85,4.0,9.85,1.120878496,5.06225,13.99
61,22037,Lamar Miller,RB,6700,BAL@MIA,13.8,MIA,8.7,11.555,12.03,5.9,12.165,10.8245,10.19575,12.165,5.9,6.265,0.614471716,1.96925,9.85
62,31397,Jeremy Hill,RB,6600,CIN@CLE,9.5,CIN,13.55,12.27,9.56,10.1,10.365,11.8455,11.28175,13.55,9.56,3.99,0.353668535,2.26825,15.8
63,11495,Brandon LaFell,WR,6600,PHI@NE,7.5,NE,13.25,12.29,10.02,11.95,11.345,9.573,11.40466667,13.25,9.573,3.677,0.322411878,1.845333333,2.9
64,6914,Greg Olsen,TE,6600,CAR@NO,12.8,CAR,13.85,12.93,10.61,13.65,11.48,11.008,12.25466667,13.85,10.61,3.24,0.264389076,1.595333333,11.35
65,8005,Alex Smith,QB,6600,KC@OAK,17.1,KC,16.1,16.98,18.3,19.44,16.258,17.638,17.45266667,19.44,16.1,3.34,0.191374766,1.987333333,24.78
66,9392,Michael Crabtree,WR,6600,KC@OAK,12.5,OAK,12.75,10.515,7.25,11.2,10.37,6.9,9.830833333,12.75,6.9,5.85,0.595066542,2.919166667,10.75
67,22038,Kirk Cousins,QB,6600,DAL@WAS,16.3,WAS,18.1,16.44,16.2,13.4,13.35,16.9446,15.7391,18.1,13.35,4.75,0.301796164,2.3609,13.36
68,32415,Johnny Manziel,QB,6500,CIN@CLE,9.7,CLE,,,1.394,,,,1.394,1.394,1.394,0.0,0.0,0.0,
69,7283,Jeremy Maclin,WR,6500,KC@OAK,12.4,KC,7.8,12.405,10.545,13.5,9.15,9.4715,10.47858333,13.5,7.8,5.7,0.543966662,3.021416667,19.95
70,31459,Spencer Ware,RB,6500,KC@OAK,8.3,KC,10.55,,9.11,9.2,7.2,4.413,8.0946,10.55,4.413,6.137,0.758159761,2.4554,8.6
71,6803,Josh McCown,QB,6500,CIN@CLE,16.5,CLE,,,,,,,,,,,,,
72,6831,Matt Hasselbeck,QB,6500,IND@PIT,16.8,IND,18.2,12.4,16.64,14.04,17.574,16.3796,15.87226667,18.2,12.4,5.8,0.365417248,2.327733333,6.86
73,6739,DeSean Jackson,WR,6500,DAL@WAS,7.8,WAS,13.2,13.025,8.31,6.2,6.855,9.609,9.533166667,13.2,6.2,7.0,0.734278571,3.666833333,12.3
74,31561,Donte Moncrief,WR,6400,IND@PIT,10.4,IND,13.3,11.235,8.805,11.7,8.655,8.044,10.28983333,13.3,8.044,5.256,0.510795445,3.010166667,3.35
75,28202,Jeremy Langford,RB,6400,SF@CHI,9.5,CHI,14.2,3.665,11.03,10.5,10.52,8.368,9.713833333,14.2,3.665,10.535,1.084535799,4.486166667,6.9
76,11414,Sam Bradford,QB,6400,PHI@NE,14.1,PHI,13.5,12.4,13.6,9.68,16.476,14.5286,13.3641,16.476,9.68,6.796,0.508526575,3.1119,12.7
77,33557,Tyler Eifert,TE,6400,CIN@CLE,13.4,CIN,,13.245,,14.4,,,13.8225,14.4,13.245,1.155,0.083559414,0.5775,
78,27776,Tevin Coleman,RB,6400,ATL@TB,4.0,ATL,2.05,8.215,4.44,1.85,2.105,3.218,3.646333333,8.215,1.85,6.365,1.745589176,4.568666667,1.75
79,34331,Latavius Murray,RB,6400,KC@OAK,11.6,OAK,8.65,7.235,11.145,3.75,10.86,10.7375,8.729583333,11.145,3.75,7.395,0.847119469,2.415416667,15.9
80,6687,Mark Sanchez,QB,6400,PHI@NE,12.3,PHI,,,,,,,,,,,,,
81,22003,Ronnie Hillman,RB,6300,DEN@SD,9.3,DEN,6.6,13.905,8.91,14.3,7.875,9.2005,10.13175,14.3,6.6,7.7,0.759987169,4.16825,5.6
82,6566,Chris Johnson,RB,6300,ARI@STL,9.5,ARI,,,,,,,,,,,,,
83,14194,Blaine Gabbert,QB,6300,SF@CHI,16.7,SF,13.5,22.02,14.46,18.92,10.944,15.6336,15.91293333,22.02,10.944,11.076,0.696037605,6.107066667,25.34
84,7953,Vincent Jackson,WR,6300,ATL@TB,10.0,TB,12.7,12.3,8.5,11.3,7.455,8.139,10.06566667,12.7,7.455,5.245,0.521078253,2.634333333,8.85
85,25290,Giovani Bernard,RB,6200,CIN@CLE,11.4,CIN,7.2,21.53,10.33,13.75,9.165,10.71,12.11416667,21.53,7.2,14.33,1.182912568,9.415833333,3.55
86,33076,Travis Kelce,TE,6200,KC@OAK,10.9,KC,12.8,11.355,9.05,12.35,8.58,7.851,10.331,12.8,7.851,4.949,0.479043655,2.469,4.3
87,7645,Steve Johnson,WR,6200,DEN@SD,10.0,SD,6.75,8.835,5.48,2.5,8.485,9.2195,6.87825,9.2195,2.5,6.7195,0.976920001,2.34125,
88,14626,Doug Baldwin,WR,6200,SEA@MIN,11.8,SEA,12.25,10.93,8.975,4.9,7.85,6.522,8.571166667,12.25,4.9,7.35,0.857526202,3.678833333,21.65
89,30837,Jordan Matthews,WR,6200,PHI@NE,9.8,PHI,12.2,6.3,7.105,6.55,8.225,7.0325,7.902083333,12.2,6.3,5.9,0.746638545,4.297916667,9.75
90,6840,Frank Gore,RB,6200,IND@PIT,10.6,IND,7.6,12.965,11.43,6.9,10.17,8.664,9.6215,12.965,6.9,6.065,0.630359092,3.3435,15.55
91,25079,Stefon Diggs,WR,6200,SEA@MIN,11.8,MIN,5.2,11.67,7.6,13.0,6.805,7.8295,8.684083333,13.0,5.2,7.8,0.898194974,4.315916667,1.7
92,6679,Matt Schaub,QB,6200,BAL@MIA,16.3,BAL,14.1,9.98,15.87,11.98,16.734,16.181,14.14083333,16.734,9.98,6.754,0.477623902,2.593166667,14.32
93,7778,Matt Cassel,QB,6200,DAL@WAS,9.8,DAL,13.3,24.56,12.73,15.38,13.288,13.8766,15.52243333,24.56,12.73,11.83,0.762122777,9.037566667,8.58
94,6422,Gary Barnidge,TE,6100,CIN@CLE,13.2,CLE,12.8,12.825,8.61,12.85,9.22,9.8445,11.02491667,12.85,8.61,4.24,0.384583406,1.825083333,6.15
95,33259,Teddy Bridgewater,QB,6100,SEA@MIN,12.9,MIN,13.6,14.7,12.21,13.4,12.586,13.9031,13.39985,14.7,12.21,2.49,0.185822976,1.30015,3.92
96,28473,Carlos Hyde,RB,6100,SF@CHI,10.8,SF,,,,,,,,,,,,,
97,26458,Tavon Austin,WR,6100,ARI@STL,11.6,STL,11.25,5.545,4.835,4.85,7.86,6.4295,6.794916667,11.25,4.835,6.415,0.944088105,4.455083333,3.85
98,14905,Kamar Aiken,WR,6100,BAL@MIA,8.8,BAL,13.85,10.935,10.17,11.65,9.505,10.032,11.02366667,13.85,9.505,4.345,0.394151976,2.826333333,5.1
99,44449,Willie Snead,WR,6100,CAR@NO,9.6,NO,,11.88,,5.7,,,8.79,11.88,5.7,6.18,0.703071672,3.09,
100,31061,T.J. Yeldon,RB,6100,JAC@TEN,11.0,JAC,8.75,22.07,10.845,14.2,9.45,11.2769,12.76531667,22.07,8.75,13.32,1.043452376,9.304683333,19.8
101,14231,Colin Kaepernick,QB,6000,SF@CHI,12.6,SF,,,,,,,,,,,,,
102,6479,Anquan Boldin,WR,6000,SF@CHI,10.0,SF,13.3,12.405,8.545,11.1,7.265,7.472,10.0145,13.3,7.265,6.035,0.602626192,3.2855,3.95
103,29500,Markus Wheaton,WR,6000,IND@PIT,6.7,PIT,3.1,1.885,6.805,2.15,5.8,3.7135,3.908916667,6.805,1.885,4.92,1.258660754,2.896083333,11.15
104,27405,Landry Jones,QB,6000,IND@PIT,5.2,PIT,,,,,,,,,,,,,
105,54606,John Brown,WR,6000,ARI@STL,11.7,ARI,12.75,10.41,9.82,4.15,8.55,7.48,8.86,12.75,4.15,8.6,0.970654628,3.89,11.6
106,26483,Geno Smith,QB,6000,NYJ@NYG,21.0,NYJ,,,,,,,,,,,,,
107,31421,Zach Mettenberger,QB,6000,JAC@TEN,3.9,TEN,,,,,,,,,,,,,
108,31406,Alfred Blue,RB,6000,HOU@BUF,7.1,HOU,6.6,4.835,7.945,4.95,8.24,8.254,6.804,8.254,4.835,3.419,0.50249853,1.45,1.4
109,25837,Duke Johnson,RB,6000,CIN@CLE,8.8,CLE,6.7,12.55,7.035,6.2,8.005,5.067,7.592833333,12.55,5.067,7.483,0.985534605,4.957166667,3.4
110,6863,Delanie Walker,TE,6000,JAC@TEN,12.0,TEN,12.8,12.72,5.455,13.3,8.72,9.052,10.34116667,13.3,5.455,7.845,0.758618467,2.958833333,15.6
111,14344,T.J. Yates,QB,6000,HOU@BUF,10.6,HOU,,,,,,,,,,,,,
112,21952,Michael Floyd,WR,5900,ARI@STL,8.9,ARI,5.2,4.095,7.53,3.9,7.57,5.8925,5.697916667,7.57,3.9,3.67,0.644095064,1.872083333,10.75
113,22994,Case Keenum,QB,5900,ARI@STL,2.7,STL,,,,,,,,,,,,,
114,15006,Shaun Draughn,RB,5900,SF@CHI,4.6,SF,9.15,13.145,11.115,9.5,12.65,9.4785,10.83975,13.145,9.15,3.995,0.368550935,2.30525,14.85
115,30298,Jordan Reed,TE,5900,DAL@WAS,12.6,WAS,12.25,9.255,8.315,2.95,7.155,9.098,8.1705,12.25,2.95,9.3,1.138241234,4.0795,3.45
116,62497,David Johnson,RB,5900,ARI@STL,8.5,ARI,14.65,13.825,15.625,7.8,14.7,12.3815,13.16358333,15.625,7.8,7.825,0.594443002,2.461416667,18.1
117,7965,Antonio Gates,TE,5900,DEN@SD,12.9,SD,11.75,9.78,7.08,9.4,7.675,7.8015,8.914416667,11.75,7.08,4.67,0.523870509,2.835583333,5.3
118,28900,Melvin Gordon,RB,5900,DEN@SD,6.7,SD,5.05,2.82,6.745,3.15,7.5,6.292,5.2595,7.5,2.82,4.68,0.889818424,2.2405,4.35
119,22163,Rishard Matthews,WR,5900,BAL@MIA,10.2,MIA,,10.935,,,,,10.935,10.935,10.935,0.0,0.0,0.0,
120,31836,Terrance Williams,WR,5900,DAL@WAS,7.6,DAL,4.15,9.885,6.475,9.7,5.015,5.3985,6.770583333,9.885,4.15,5.735,0.84704666,3.114416667,6.4
121,22027,Nick Foles,QB,5900,ARI@STL,9.9,STL,11.3,16.72,12.15,17.72,12.814,9.4914,13.3659,17.72,9.4914,8.2286,0.615641296,4.3541,4.64
122,22035,Travis Benjamin,WR,5900,CIN@CLE,12.9,CLE,13.8,11.87,6.97,11.9,9.495,8.773,10.468,13.8,6.97,6.83,0.652464654,3.332,
123,21999,Rueben Randle,WR,5800,NYJ@NYG,8.6,NYG,4.15,10.935,6.67,11.0,6.33,5.939,7.504,11.0,4.15,6.85,0.912846482,3.496,2.3
124,6627,Ted Ginn Jr.,WR,5800,CAR@NO,8.1,CAR,5.2,4.935,6.115,5.45,7.46,5.1945,5.72575,7.46,4.935,2.525,0.440990263,1.73425,20.25
125,14307,Cecil Shorts,WR,5800,HOU@BUF,9.4,HOU,4.7,4.095,3.77,11.0,6.055,4.3963,5.669383333,11.0,3.77,7.23,1.275270973,5.330616667,9.5
126,14317,Julius Thomas,TE,5800,JAC@TEN,8.7,JAC,12.8,10.83,8.185,10.6,7.73,6.0075,9.35875,12.8,6.0075,6.7925,0.725791372,3.44125,7.6
127,24682,Andre Ellington,RB,5800,ARI@STL,7.6,ARI,,3.245,,,,,3.245,3.245,3.245,0.0,0.0,0.0,
128,30108,Marquess Wilson,WR,5700,SF@CHI,6.0,CHI,,1.995,,,,,1.995,1.995,1.995,0.0,0.0,0.0,
129,9421,Danny Woodhead,RB,5700,DEN@SD,12.5,SD,12.3,13.81,7.84,7.55,8.635,5.0935,9.20475,13.81,5.0935,8.7165,0.946956734,4.60525,3.55
130,47828,Antonio Andrews,RB,5600,JAC@TEN,8.0,TEN,6.05,11.87,7.04,10.8,10.465,9.624,9.308166667,11.87,6.05,5.82,0.62525739,2.561833333,12.85
131,6641,Jason Witten,TE,5600,DAL@WAS,8.0,DAL,4.7,12.09,5.625,11.85,5.46,6.0285,7.625583333,12.09,4.7,7.39,0.969106189,4.464416667,4.75
132,45723,Crockett Gillmore,TE,5600,BAL@MIA,8.9,BAL,5.2,1.365,8.755,1.45,5.6,5.769,4.689833333,8.755,1.365,7.39,1.575748961,4.065166667,
133,22219,Jermaine Kearse,WR,5600,SEA@MIN,6.9,SEA,4.2,4.82,6.79,4.75,5.38,5.285,5.204166667,6.79,4.2,2.59,0.497678143,1.585833333,
134,6844,Shaun Hill,QB,5600,SEA@MIN,0.3,MIN,,,,,,,,,,,,,
135,22113,Alfred Morris,RB,5600,DAL@WAS,5.3,WAS,6.0,10.625,7.32,10.75,7.865,7.3138,8.3123,10.75,6.0,4.75,0.57144232,2.4377,1.2
136,28080,Devin Funchess,WR,5600,CAR@NO,4.5,CAR,5.25,8.835,4.98,9.2,6.13,4.962,6.5595,9.2,4.962,4.238,0.64608583,2.6405,7.35
137,6742,Brent Celek,TE,5600,PHI@NE,5.2,PHI,2.1,2.625,3.995,2.75,2.03,1.835,2.555833333,3.995,1.835,2.16,0.84512553,1.439166667,1.65
138,21941,Robert Griffin III,QB,5500,DAL@WAS,0.0,WAS,,,,,,,,,,,,,
139,14645,Dontrelle Inman,WR,5500,DEN@SD,4.9,SD,5.2,1.575,3.765,1.35,6.665,3.137,3.615333333,6.665,1.35,5.315,1.470127236,3.049666667,1.55
140,28677,Matt McGloin,QB,5500,KC@OAK,5.3,OAK,,,,,,,,,,,,,
141,6580,Heath Miller,TE,5400,IND@PIT,6.0,PIT,1.05,5.25,,6.2,,,4.166666667,6.2,1.05,5.15,1.236,2.033333333,
142,6535,Kenny Britt,WR,5400,ARI@STL,5.3,STL,3.1,4.09,5.73,3.6,5.56,4.995,4.5125,5.73,3.1,2.63,0.582825485,1.2175,4.2
143,22898,Brandon Bolden,RB,5400,PHI@NE,3.3,NE,2.05,2.33,5.335,2.55,5.035,1.907,3.201166667,5.335,1.907,3.428,1.070859582,2.133833333,2.45
144,22848,Austin Davis,QB,5400,CIN@CLE,7.8,CLE,17.6,,11.09,,16.728,14.5972,15.0038,17.6,11.09,6.51,0.433890081,2.5962,6.6
145,6618,Roddy White,WR,5400,ATL@TB,4.6,ATL,3.15,2.31,6.0,2.2,6.155,3.659,3.912333333,6.155,2.2,3.955,1.010905683,2.242666667,3.45
146,14245,Shane Vereen,RB,5400,NYJ@NYG,8.4,NYG,4.2,16.73,6.38,4.55,6.145,3.89,6.9825,16.73,3.89,12.84,1.838882922,9.7475,2.1
147,14288,Torrey Smith,WR,5400,SF@CHI,6.3,SF,3.6,9.36,6.625,2.7,3.465,3.754,4.917333333,9.36,2.7,6.66,1.354392625,4.442666667,13.7
148,6497,Ahmad Bradshaw,RB,5400,IND@PIT,6.3,IND,,,,,,,,,,,,,
149,14283,Leonard Hankerson,WR,5400,ATL@TB,8.0,ATL,,10.095,,,,,10.095,10.095,10.095,0.0,0.0,0.0,
150,10030,Harry Douglas,WR,5400,JAC@TEN,5.0,TEN,3.65,11.04,4.215,11.4,5.05,2.814,6.3615,11.4,2.814,8.586,1.349681679,5.0385,
151,54741,Seth Roberts,WR,5400,KC@OAK,6.3,OAK,,,3.475,,4.23,1.0965,2.933833333,4.23,1.0965,3.1335,1.068056581,1.296166667,5.3
152,54684,Isaiah Crowell,RB,5400,CIN@CLE,6.3,CLE,4.55,6.24,6.665,3.5,5.09,5.1755,5.203416667,6.665,3.5,3.165,0.608254192,1.461583333,6.45
153,12546,Arizona Cardinals,D,5400,ARI@STL,9.3,ARI,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,
154,7952,Malcom Floyd,WR,5400,DEN@SD,7.1,SD,2.1,,4.09,,6.29,5.605,4.52125,6.29,2.1,4.19,0.926734863,1.76875,
155,6808,Matt Moore,QB,5400,BAL@MIA,0.4,MIA,,,,,,,,,,,,,
156,6774,Pierre Garcon,WR,5400,DAL@WAS,8.5,WAS,4.15,11.985,6.795,5.3,4.975,5.546,6.4585,11.985,4.15,7.835,1.213129984,5.5265,5.65
157,10158,Scott Chandler,TE,5300,PHI@NE,4.3,NE,10.7,9.99,7.915,9.8,8.62,5.6835,8.78475,10.7,5.6835,5.0165,0.571046416,1.91525,12.3
158,24755,Jamison Crowder,WR,5300,DAL@WAS,6.6,WAS,2.6,5.655,4.94,5.2,4.155,6.566,4.852666667,6.566,2.6,3.966,0.817282594,1.713333333,3.05
159,7870,Benjamin Watson,TE,5300,CAR@NO,9.2,NO,,4.935,5.57,4.95,7.58,6.7305,5.9531,7.58,4.935,2.645,0.444306328,1.6269,10.0
160,12531,Denver Broncos,D,5300,DEN@SD,11.9,DEN,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,0.0,0.0,0.0,
