Chris Ivory RB - NYJ Q View Videos,PHI,-,-,-,60,1,10,-,-,-,-,13.00
Steve Smith WR - BAL View Videos,CIN,-,-,-,-,-,70,1,-,-,-,13.00
Julian Edelman WR - NE,JAC,-,-,-,2,-,67,1,-,-,-,12.90
Rob Gronkowski TE - NE View Videos,JAC,-,-,-,-,-,69,1,-,-,-,12.90
Andre Johnson WR - IND P View Videos,@TEN,-,-,-,-,-,67,1,-,-,-,12.70
Latavius Murray RB - OAK,@CLE,-,-,-,58,1,8,-,-,-,-,12.60
Delanie Walker TE - TEN P,IND,-,-,-,-,-,66,1,-,-,-,12.60
Andy Dalton QB - CIN,@BAL,242,1,1,9,-,-,-,-,-,-,12.58
Justin Forsett RB - BAL,CIN,-,-,-,52,1,13,-,-,-,-,12.50
Melvin Gordon RB - SD,@MIN,-,-,-,57,1,8,-,-,-,-,12.50
DeMarco Murray RB - PHI Q View Videos,@NYJ,-,-,-,51,1,12,-,-,-,-,12.30
Carlos Hyde RB - SF P View Videos,@ARI,-,-,-,54,1,8,-,-,-,-,12.20
Josh McCown QB - CLE P View Videos,OAK,225,1,1,12,-,-,-,-,-,-,12.20
Jeremy Maclin WR - KC FP,@GB,-,-,-,-,-,61,1,-,-,-,12.10
Allen Robinson WR - JAC,@NE,-,-,-,-,-,61,1,-,-,-,12.10
Torrey Smith WR - SF P,@ARI,-,-,-,-,-,61,1,-,-,-,12.10
Blake Bortles QB - JAC,@NE,198,1,1,20,-,-,-,-,-,-,11.92
Keenan Allen WR - SD,@MIN,-,-,-,-,-,59,1,-,-,-,11.90
C.J. Anderson RB - DEN P,@DET,-,-,-,45,1,14,-,-,-,-,11.90
Isaiah Crowell RB - CLE,OAK,-,-,-,51,1,8,-,-,-,-,11.90
Golden Tate WR - DET,DEN,-,-,-,2,-,57,1,-,-,-,11.90
Anquan Boldin WR - SF,@ARI,-,-,-,-,-,58,1,-,-,-,11.80
Jordan Cameron TE - MIA Q View Videos,BUF,-,-,-,-,-,58,1,-,-,-,11.80
Larry Donnell TE - NYG View Videos,WAS,-,-,-,-,-,58,1,-,-,-,11.80
Bishop Sankey RB - TEN,IND,-,-,-,48,1,10,-,-,-,-,11.80
Kenny Stills WR - MIA,BUF,-,-,-,-,-,58,1,-,-,-,11.80
Nelson Agholor WR - PHI,@NYJ,-,-,-,-,-,57,1,-,-,-,11.70
Michael Crabtree WR - OAK,@CLE,-,-,-,-,-,57,1,-,-,-,11.70
Devonta Freeman RB - ATL View Videos,@DAL,-,-,-,41,1,15,-,-,-,-,11.60
Joseph Randle RB - DAL,ATL,-,-,-,47,1,9,-,-,-,-,11.60
Roddy White WR - ATL View Videos,@DAL,-,-,-,-,-,56,1,-,-,-,11.60
James Jones WR - GB View Videos,KC,-,-,-,-,-,55,1,-,-,-,11.50
Jarvis Landry WR - MIA,BUF,-,-,-,2,-,53,1,-,-,-,11.50
Zach Ertz TE - PHI,@NYJ,-,-,-,-,-,54,1,-,-,-,11.40
Vincent Jackson WR - TB,@HOU,-,-,-,-,-,53,1,-,-,-,11.30
Charles Johnson WR - MIN,SD,-,-,-,2,-,51,1,-,-,-,11.30
C.J. Spiller RB - NO,@CAR,-,-,-,35,1,18,-,-,-,-,11.30
Tyrod Taylor QB - BUF P View Videos,@MIA,169,1,1,24,-,-,-,-,-,-,11.16
LeGarrette Blount RB - NE,JAC,-,-,-,49,1,2,-,-,-,-,11.10
Travis Kelce TE - KC,@GB,-,-,-,-,-,51,1,-,-,-,11.10
Doug Martin RB - TB,@HOU,-,-,-,44,1,7,-,-,-,-,11.10
Rueben Randle WR - NYG View Videos,WAS,-,-,-,-,-,51,1,-,-,-,11.10
Alfred Morris RB - WAS,@NYG,-,-,-,45,1,5,-,-,-,-,11.00
Greg Olsen TE - CAR,NO,-,-,-,-,-,50,1,-,-,-,11.00
Sammy Watkins WR - BUF,@MIA,-,-,-,2,-,48,1,-,-,-,11.00
Danny Woodhead RB - SD,@MIN,-,-,-,25,1,25,-,-,-,-,11.00
Martellus Bennett TE - CHI,@SEA,-,-,-,-,-,47,1,-,-,-,10.70
Cecil Shorts WR - HOU,TB,-,-,-,-,-,47,1,-,-,-,10.70
Michael Floyd WR - ARI,SF,-,-,-,-,-,46,1,-,-,-,10.60
Malcom Floyd WR - SD,@MIN,-,-,-,-,-,44,1,-,-,-,10.40
T.Y. Hilton WR - IND View Videos,@TEN,-,-,-,-,-,104,-,-,-,-,10.40
Davante Adams WR - GB Q View News,KC,-,-,-,-,-,43,1,-,-,-,10.30
Jason Witten TE - DAL P View Videos,ATL,-,-,-,-,-,43,1,-,-,-,10.30
John Brown WR - ARI,SF,-,-,-,-,-,42,1,-,-,-,10.20
Ladarius Green TE - SD Q View News View Videos,@MIN,-,-,-,-,-,41,1,-,-,-,10.10
Kyle Rudolph TE - MIN,SD,-,-,-,-,-,41,1,-,-,-,10.10
Ryan Mallett QB - HOU View Videos,TB,185,1,1,5,-,-,-,-,-,-,9.90
Percy Harvin WR - BUF P,@MIA,-,-,-,5,-,33,1,-,-,-,9.80
Matt Jones RB - WAS,@NYG,-,-,-,46,1,9,-,-,-,1,9.50
Eddie Royal WR - CHI Q,@SEA,-,-,-,-,-,35,1,-,-,-,9.50
Derek Carr QB - OAK View Videos,@CLE,177,1,1,4,-,-,-,-,-,-,9.48
Phillip Dorsett WR - IND View Videos,@TEN,-,-,-,-,-,33,1,-,-,-,9.30
Donte Moncrief WR - IND,@TEN,-,-,-,2,-,31,1,-,-,-,9.30
Kirk Cousins QB - WAS View Videos,@NYG,171,1,1,4,-,-,-,-,-,-,9.24
Owen Daniels TE - DEN,@DET,-,-,-,-,-,30,1,-,-,-,9.00
Dion Lewis RB - NE,JAC,-,-,-,24,-,65,-,-,-,-,8.90
Jimmy Clausen QB - CHI View Videos,@SEA,165,1,1,2,-,-,-,-,-,-,8.80
Charles Clay TE - BUF,@MIA,-,-,-,-,-,25,1,-,-,-,8.50
Ryan Mathews RB - PHI View Videos,@NYJ,-,-,-,55,-,16,-,-,-,-,7.10
Darren Sproles RB - PHI,@NYJ,-,-,-,29,-,41,-,-,-,-,7.00
Tre Mason RB - STL View Videos,PIT,-,-,-,53,-,14,-,-,-,-,6.70
Jonathan Stewart RB - CAR Q,NO,-,-,-,52,-,11,-,-,-,-,6.30
Dexter McCluster RB - TEN,IND,-,-,-,35,-,27,-,-,-,-,6.20
Denard Robinson RB - JAC D,@NE,-,-,-,45,-,12,-,-,-,-,5.70
Charles Sims RB - TB,@HOU,-,-,-,37,-,17,-,-,-,-,5.40
Jermaine Kearse WR - SEA,CHI,-,-,-,2,-,51,-,-,-,-,5.30
Tavon Austin WR - STL View Videos,PIT,-,-,-,24,-,28,-,-,-,-,5.20
Shane Vereen RB - NYG View Videos,WAS,-,-,-,23,-,28,-,-,-,-,5.10
Kendall Wright WR - TEN,IND,-,-,-,3,-,48,-,-,-,-,5.10
Mohamed Sanu WR - CIN,@BAL,-,-,-,3,-,45,-,-,-,-,4.80
Cole Beasley WR - DAL,ATL,-,-,-,-,-,47,-,-,-,-,4.70
Chris Givens WR - STL,PIT,-,-,-,-,-,46,-,-,-,-,4.60
Fozzy Whittaker RB - CAR Q,NO,-,-,-,32,-,14,-,-,-,-,4.60
Brandon Bolden RB - NE,JAC,-,-,-,34,-,11,-,-,-,-,4.50
Jeremy Kerley WR - NYJ,PHI,-,-,-,2,-,43,-,-,-,-,4.50
Marcedes Lewis TE - JAC,@NE,-,-,-,-,-,45,-,-,-,-,4.50
Chris Johnson RB - ARI,SF,-,-,-,34,-,10,-,-,-,-,4.40
Garrett Graham TE - HOU,TB,-,-,-,-,-,43,-,-,-,-,4.30
Travis Benjamin WR - CLE View Videos,OAK,-,-,-,2,-,40,-,-,-,-,4.20
Harry Douglas WR - TEN,IND,-,-,-,-,-,41,-,-,-,-,4.10
Andrew Hawkins WR - CLE,OAK,-,-,-,1,-,40,-,-,-,-,4.10
Jacquizz Rodgers RB - CHI,@SEA,-,-,-,25,-,16,-,-,-,-,4.10
Giovani Bernard RB - CIN,@BAL,-,-,-,25,-,15,-,-,-,-,4.00
Jarius Wright WR - MIN,SD,-,-,-,6,-,34,-,-,-,-,4.00
Joique Bell RB - DET,DEN,-,-,-,30,-,9,-,-,-,-,3.90
Jaelen Strong WR - HOU,TB,-,-,-,-,-,39,-,-,-,-,3.90
Ameer Abdullah RB - DET,DEN,-,-,-,27,-,11,-,-,-,-,3.80
Kenny Britt WR - STL,PIT,-,-,-,1,-,37,-,-,-,-,3.80
Darrius Heyward-Bey WR - PIT View Videos,@STL,-,-,-,-,-,38,-,-,-,-,3.80
Rishard Matthews WR - MIA,BUF,-,-,-,-,-,38,-,-,-,-,3.80
Danny Amendola WR - NE,JAC,-,-,-,-,-,37,-,-,-,-,3.70
Chris Polk RB - HOU,TB,-,-,-,26,-,11,-,-,-,-,3.70
Scott Chandler TE - NE,JAC,-,-,-,-,-,36,-,-,-,-,3.60
Jeremy Langford RB - CHI,@SEA,-,-,-,23,-,13,-,-,-,-,3.60
Marqise Lee WR - JAC P View News,@NE,-,-,-,1,-,35,-,-,-,-,3.60
Ty Montgomery WR - GB,KC,-,-,-,-,-,36,-,-,-,-,3.60
Theo Riddick RB - DET,DEN,-,-,-,20,-,16,-,-,-,-,3.60
Marlon Brown WR - BAL,CIN,-,-,-,-,-,35,-,-,-,-,3.50
Cordarrelle Patterson WR - MIN,SD,-,-,-,11,-,24,-,-,-,-,3.50
Zac Stacy RB - NYJ,PHI,-,-,-,24,-,11,-,-,-,-,3.50
Terrance West RB - TEN,IND,-,-,-,30,-,5,-,-,-,-,3.50
Corey Brown WR - CAR,NO,-,-,-,4,-,30,-,-,-,-,3.40
Vernon Davis TE - SF,@ARI,-,-,-,-,-,34,-,-,-,-,3.40
Heath Miller TE - PIT,@STL,-,-,-,-,-,34,-,-,-,-,3.40
Brandon Coleman WR - NO,@CAR,-,-,-,-,-,33,-,-,-,-,3.30
Benny Cunningham RB - STL View Videos,PIT,-,-,-,21,-,32,-,-,-,1,3.30
Josh Huff WR - PHI View News,@NYJ,-,-,-,-,-,33,-,-,-,-,3.30
Greg Jennings WR - MIA,BUF,-,-,-,-,-,33,-,-,-,-,3.30
Brian Quick WR - STL,PIT,-,-,-,-,-,33,-,-,-,-,3.30
Bobby Rainey RB - TB,@HOU,-,-,-,17,-,16,-,-,-,-,3.30
Jared Cook TE - STL,PIT,-,-,-,-,-,31,-,-,-,-,3.10
Jordan Reed TE - WAS,@NYG,-,-,-,-,-,31,-,-,-,-,3.10
Maxx Williams TE - BAL,CIN,-,-,-,-,-,31,-,-,-,-,3.10
Dri Archer RB - PIT,@STL,-,-,-,17,-,13,-,-,-,-,3.00
Lance Dunbar RB - DAL,ATL,-,-,-,27,-,3,-,-,-,-,3.00
Darren McFadden RB - DAL,ATL,-,-,-,27,-,3,-,-,-,-,3.00
Andre Roberts WR - WAS View Videos,@NYG,-,-,-,1,-,29,-,-,-,-,3.00
De'Anthony Thomas RB - KC P,@GB,-,-,-,15,-,15,-,-,-,-,3.00
Dwayne Bowe WR - CLE,OAK,-,-,-,-,-,29,-,-,-,-,2.90
Dorial Green-Beckham WR - TEN View Videos,IND,-,-,-,-,-,29,-,-,-,-,2.90
Allen Hurns WR - JAC P,@NE,-,-,-,-,-,29,-,-,-,-,2.90
Steve Johnson WR - SD,@MIN,-,-,-,-,-,29,-,-,-,-,2.90
Mychal Rivera TE - OAK,@CLE,-,-,-,-,-,29,-,-,-,-,2.90
Stedman Bailey WR - STL,PIT,-,-,-,2,-,26,-,-,-,-,2.80
Doug Baldwin WR - SEA View Videos,CHI,-,-,-,1,-,27,-,-,-,-,2.80
Andre Caldwell WR - DEN,@DET,-,-,-,-,-,28,-,-,-,-,2.80
Brian Hartline WR - CLE,OAK,-,-,-,-,-,28,-,-,-,-,2.80
Justin Hunter WR - TEN,IND,-,-,-,-,-,28,-,-,-,-,2.80
Mike Tolbert RB - CAR,NO,-,-,-,13,-,15,-,-,-,-,2.80
Andre Williams RB - NYG View Videos,WAS,-,-,-,24,-,4,-,-,-,-,2.80
Toby Gerhart RB - JAC P,@NE,-,-,-,19,-,8,-,-,-,-,2.70
Lance Kendricks TE - STL,PIT,-,-,-,-,-,27,-,-,-,-,2.70
Matt Asiata RB - MIN,SD,-,-,-,19,-,7,-,-,-,-,2.60
Brent Celek TE - PHI,@NYJ,-,-,-,-,-,26,-,-,-,-,2.60
Marvin Jones WR - CIN,@BAL,-,-,-,-,-,26,-,-,-,-,2.60
Christine Michael RB - DAL,ATL,-,-,-,24,-,2,-,-,-,-,2.60
Knile Davis RB - KC,@GB,-,-,-,18,-,7,-,-,-,-,2.50
Aaron Dobson WR - NE,JAC,-,-,-,-,-,25,-,-,-,-,2.50
Gavin Escobar TE - DAL,ATL,-,-,-,-,-,25,-,-,-,-,2.50
Jason Avant WR - KC,@GB,-,-,-,-,-,24,-,-,-,-,2.40
Nate Washington WR - HOU,TB,-,-,-,-,-,24,-,-,-,-,2.40
Robert Woods WR - BUF,@MIA,-,-,-,-,-,24,-,-,-,-,2.40
Anthony Fasano TE - TEN,IND,-,-,-,-,-,23,-,-,-,-,2.30
Coby Fleener TE - IND,@TEN,-,-,-,-,-,23,-,-,-,-,2.30
Jerick McKinnon RB - MIN,SD,-,-,-,15,-,8,-,-,-,-,2.30
Timothy Wright TE - DET,DEN,-,-,-,-,-,23,-,-,-,-,2.30
Ka'Deem Carey RB - CHI,@SEA,-,-,-,16,-,6,-,-,-,-,2.20
Branden Oliver RB - SD,@MIN,-,-,-,12,-,10,-,-,-,-,2.20
Jeff Cumberland TE - NYJ,PHI,-,-,-,-,-,21,-,-,-,-,2.10
Rob Housler TE - CLE,OAK,-,-,-,-,-,21,-,-,-,-,2.10
Duke Johnson RB - CLE,OAK,-,-,-,15,-,6,-,-,-,-,2.10
DeAngelo Williams RB - PIT View Videos,@STL,-,-,-,19,-,2,-,-,-,-,2.10
Ed Dickson TE - CAR,NO,-,-,-,-,-,20,-,-,-,-,2.00
Jermaine Gresham TE - ARI,SF,-,-,-,-,-,20,-,-,-,-,2.00
Josh Robinson RB - IND,@TEN,-,-,-,18,-,2,-,-,-,-,2.00
James White RB - NE,JAC,-,-,-,9,-,11,-,-,-,-,2.00
Marquess Wilson WR - CHI P,@SEA,-,-,-,-,-,20,-,-,-,-,2.00
Eric Ebron TE - DET View News,DEN,-,-,-,-,-,19,-,-,-,-,1.90
Tyler Lockett WR - SEA View Videos,CHI,-,-,-,1,-,18,-,-,-,-,1.90
Jordan Norwood WR - DEN,@DET,-,-,-,-,-,19,-,-,-,-,1.90
James Starks RB - GB View Videos,KC,-,-,-,14,-,5,-,-,-,-,1.90
Travaris Cadet RB - NE,JAC,-,-,-,8,-,10,-,-,-,-,1.80
Rod Streater WR - OAK,@CLE,-,-,-,-,-,18,-,-,-,-,1.80
Fred Jackson RB - SEA,CHI,-,-,-,8,-,9,-,-,-,-,1.70
Ricardo Lockette WR - SEA,CHI,-,-,-,1,-,16,-,-,-,-,1.70
Richard Rodgers TE - GB,KC,-,-,-,-,-,17,-,-,-,-,1.70
Devin Smith WR - NYJ P,PHI,-,-,-,-,-,17,-,-,-,-,1.70
Levine Toilolo TE - ATL,@DAL,-,-,-,-,-,17,-,-,-,-,1.70
Cameron Artis-Payne RB - CAR,NO,-,-,-,12,-,4,-,-,-,-,1.60
Ted Ginn WR - CAR,NO,-,-,-,-,-,16,-,-,-,-,1.60
Andre Holmes WR - OAK,@CLE,-,-,-,-,-,16,-,-,-,-,1.60
Jacob Tamme TE - ATL,@DAL,-,-,-,-,-,16,-,-,-,-,1.60
Leonard Hankerson WR - ATL,@DAL,-,-,-,-,-,15,-,-,-,-,1.50
DeVante Parker WR - MIA,BUF,-,-,-,-,-,15,-,-,-,-,1.50
Stepfan Taylor RB - ARI,SF,-,-,-,9,-,6,-,-,-,-,1.50
Benjamin Watson TE - NO,@CAR,-,-,-,-,-,15,-,-,-,-,1.50
Luke Willson TE - SEA Q,CHI,-,-,-,-,-,15,-,-,-,-,1.50
Jamison Crowder WR - WAS,@NYG,-,-,-,1,-,13,-,-,-,-,1.40
Bruce Ellington WR - SF Q,@ARI,-,-,-,1,-,13,-,-,-,-,1.40
Crockett Gillmore TE - BAL,CIN,-,-,-,-,-,14,-,-,-,-,1.40
Clay Harbor TE - JAC,@NE,-,-,-,-,-,14,-,-,-,-,1.40
Dwayne Harris WR - NYG,WAS,-,-,-,-,-,14,-,-,-,-,1.40
Chris Hogan WR - BUF,@MIA,-,-,-,-,-,14,-,-,-,-,1.40
Chris Matthews WR - SEA,CHI,-,-,-,-,-,14,-,-,-,-,1.40
Bilal Powell RB - NYJ,PHI,-,-,-,9,-,5,-,-,-,-,1.40
Damien Williams RB - MIA,BUF,-,-,-,9,-,5,-,-,-,-,1.40
Karlos Williams RB - BUF,@MIA,-,-,-,12,-,2,-,-,-,-,1.40
C.J. Fiedorowicz TE - HOU Q,TB,-,-,-,-,-,13,-,-,-,-,1.30
Brandon Myers TE - TB,@HOU,-,-,-,-,-,12,-,-,-,-,1.20
Andrew Quarless TE - GB,KC,-,-,-,-,-,11,-,-,-,-,1.10
Khiry Robinson RB - NO,@CAR,-,-,-,9,-,2,-,-,-,-,1.10
Darren Fells TE - ARI,SF,-,-,-,-,-,10,-,-,-,-,1.00
Roy Helu RB - OAK,@CLE,-,-,-,5,-,5,-,-,-,-,1.00
Marcel Reece RB - OAK,@CLE,-,-,-,4,-,6,-,-,-,-,1.00
Willie Snead WR - NO,@CAR,-,-,-,-,-,10,-,-,-,-,1.00
Taylor Gabriel WR - CLE,OAK,-,-,-,-,-,9,-,-,-,-,0.90
Albert Wilson WR - KC P,@GB,-,-,-,-,-,9,-,-,-,-,0.90
Miles Austin WR - PHI,@NYJ,-,-,-,-,-,8,-,-,-,-,0.80
Donald Brown RB - SD,@MIN,-,-,-,5,-,3,-,-,-,-,0.80
Sammie Coates WR - PIT,@STL,-,-,-,-,-,8,-,-,-,-,0.80
Riley Cooper WR - PHI,@NYJ,-,-,-,-,-,8,-,-,-,-,0.80
Chase Ford TE - MIN,SD,-,-,-,-,-,8,-,-,-,-,0.80
Justin Hardy WR - ATL,@DAL,-,-,-,-,-,8,-,-,-,-,0.80
Cody Latimer WR - DEN,@DET,-,-,-,-,-,8,-,-,-,-,0.80
Chris Conley WR - KC,@GB,-,-,-,-,-,7,-,-,-,-,0.70
Josh Hill TE - NO,@CAR,-,-,-,-,-,7,-,-,-,-,0.70
Tyler Kroft TE - CIN,@BAL,-,-,-,-,-,7,-,-,-,-,0.70
Lance Moore WR - DET,DEN,-,-,-,-,-,7,-,-,-,-,0.70
Paul Richardson WR - SEA PUP,CHI,-,-,-,-,-,7,-,-,-,-,0.00
Dion Sims TE - MIA D,BUF,-,-,-,-,-,7,-,-,-,-,0.70
Clive Walford TE - OAK,@CLE,-,-,-,-,-,7,-,-,-,-,0.70
Javorius Allen RB - BAL,CIN,-,-,-,4,-,2,-,-,-,-,0.60
Michael Campanaro WR - BAL,CIN,-,-,-,-,-,6,-,-,-,-,0.60
Jonathan Grimes RB - HOU Q,TB,-,-,-,4,-,2,-,-,-,-,0.60
MyCole Pruitt TE - MIN,SD,-,-,-,-,-,6,-,-,-,-,0.60
Lorenzo Taliaferro RB - BAL Q,CIN,-,-,-,5,-,1,-,-,-,-,0.60
Anthony Dixon RB - BUF,@MIA,-,-,-,4,-,1,-,-,-,-,0.50
Mike James RB - TB,@HOU,-,-,-,4,-,1,-,-,-,-,0.50
Bernard Pierce RB - JAC,@NE,-,-,-,4,-,1,-,-,-,-,0.50
Juwan Thompson RB - DEN,@DET,-,-,-,4,-,1,-,-,-,-,0.50
John Kuhn RB - GB,KC,-,-,-,3,-,1,-,-,-,-,0.40
Kamar Aiken WR - BAL,CIN,-,-,-,-,-,2,-,-,-,-,0.20
Derek Anderson QB - CAR,NO,-,-,-,-,-,-,-,-,-,-,0.00
Matt Barkley QB - ARI,SF,-,-,-,-,-,-,-,-,-,-,0.00
Brenton Bersin WR - CAR View News,NO,-,-,-,-,-,-,-,-,-,-,0.00
Rex Burkhead RB - CIN,@BAL,-,-,-,-,-,-,-,-,-,-,0.00
Matt Cassel QB - DAL View Videos,ATL,-,-,-,-,-,-,-,-,-,-,0.00
Kellen Clemens QB - SD,@MIN,-,-,-,-,-,-,-,-,-,-,0.00
Chase Daniel QB - KC,@GB,-,-,-,-,-,-,-,-,-,-,0.00
Austin Davis QB - CLE,OAK,-,-,-,-,-,-,-,-,-,-,0.00
Stefon Diggs WR - MIN,SD,-,-,-,-,-,-,-,-,-,-,0.00
Andre Ellington RB - ARI D View News,SF,-,-,-,-,-,-,-,-,-,-,0.00
Rhett Ellison TE - MIN,SD,-,-,-,-,-,-,-,-,-,-,0.00
Blaine Gabbert QB - SF,@ARI,-,-,-,-,-,-,-,-,-,-,0.00
Jimmy Garoppolo QB - NE,JAC,-,-,-,-,-,-,-,-,-,-,0.00
Mike Glennon QB - TB,@HOU,-,-,-,-,-,-,-,-,-,-,0.00
Jonas Gray RB - MIA,BUF,-,-,-,-,-,-,-,-,-,-,0.00
Todd Gurley RB - STL Q View Videos,PIT,-,-,-,-,-,-,-,-,-,-,0.00
Demetrius Harris TE - KC P,@GB,-,-,-,-,-,-,-,-,-,-,0.00
Matt Hasselbeck QB - IND,@TEN,-,-,-,-,-,-,-,-,-,-,0.00
Chad Henne QB - JAC,@NE,-,-,-,-,-,-,-,-,-,-,0.00
Shaun Hill QB - MIN,SD,-,-,-,-,-,-,-,-,-,-,0.00
Brian Hoyer QB - HOU,TB,-,-,-,-,-,-,-,-,-,-,0.00
Tarvaris Jackson QB - SEA P,CHI,-,-,-,-,-,-,-,-,-,-,0.00
Jesse James TE - PIT,@STL,-,-,-,-,-,-,-,-,-,-,0.00
Jeff Janis WR - GB,KC,-,-,-,-,-,-,-,-,-,-,0.00
Case Keenum QB - STL,PIT,-,-,-,-,-,-,-,-,-,-,0.00
