,Unnamed: 0,player,fox,dk_name
134,134,Kyle Rudolph,9.22,Kyle Rudolph
135,135,Andre Ellington,7.8,Andre Ellington
136,136,Matt Jones,6.53,Matt Jones
137,137,Bryan Walters,8.11,Bryan Walters
138,138,Owen Daniels,9.49,Owen Daniels
139,139,Brandon Coleman,8.48,NaN
140,140,Jordan Norwood,8.25,Jordan Norwood
141,141,Charles Clay,9.61,Charles Clay
142,142,Boobie Dixon,6.28,Boobie Dixon
143,143,Darren Sproles,7.98,Darren Sproles
144,144,Keshawn Martin,8.61,Keshawn Martin
145,145,Michael Floyd,8.43,Michael Floyd
146,146,Robert Woods,8.46,Robert Woods
147,147,Larry Donnell,8.75,Larry Donnell
148,148,Donte Moncrief,9.54,Donte Moncrief
149,149,Marlon Brown,8.19,Marlon Brown
150,150,Jermaine Kearse,8.13,Jermaine Kearse
151,151,Darren Fells,7.73,Darren Fells
152,152,Jimmy Graham,8.53,Jimmy Graham
153,153,Benjamin Watson,8.16,NaN
154,154,Knile Davis,5.88,Knile Davis
155,155,Andre Williams,6.49,Andre Williams
156,156,Coby Fleener,8.73,Coby Fleener
157,157,Richard Rodgers,8.44,Richard Rodgers
158,158,Ted Ginn Jr.,7.29,Ted Ginn Jr.
159,159,Javorius Allen,5.37,Javorius Allen
160,160,Justin Hunter,6.98,Justin Hunter
161,161,Martavis Bryant,7.07,Martavis Bryant
162,162,De'Anthony Thomas,7.28,De'Anthony Thomas
163,163,Chris Thompson,7.38,Chris Thompson
164,164,Ryan Grant,7.64,Ryan Grant
165,165,Bilal Powell,4.42,Bilal Powell
166,166,Brian Hartline,6.12,Brian Hartline
167,167,Julius Thomas,7.51,Julius Thomas
168,168,Taylor Gabriel,7.09,Taylor Gabriel
169,169,Tyler Lockett,6.65,Tyler Lockett
170,170,Crockett Gillmore,7.12,Crockett Gillmore
171,171,Devin Funchess,6.73,Devin Funchess
172,172,Mohamed Sanu,5.97,Mohamed Sanu
173,173,Chris Owusu,6.94,Chris Owusu
174,174,Stefon Diggs,6.98,Stefon Diggs
175,175,Adam Thielen,6.31,Adam Thielen
176,176,Theo Riddick,6.34,Theo Riddick
177,177,Dwayne Allen,6.48,Dwayne Allen
178,178,Tevin Coleman,4.23,NaN
179,179,C.J. Spiller,5.55,NaN
180,180,Damien Williams,5.32,Damien Williams
181,181,David Johnson,4.94,David Johnson
182,182,Jeff Cumberland,5.4,Jeff Cumberland
183,183,Ryan Mathews,4.38,Ryan Mathews
184,184,Chris Polk,4.23,Chris Polk
185,185,Ladarius Green,5.15,Ladarius Green
186,186,Jerick McKinnon,4.12,Jerick McKinnon
187,187,Andre Roberts,4.84,Andre Roberts
188,188,Brent Celek,5.58,Brent Celek
189,189,Vernon Davis,5.12,Vernon Davis
190,190,Nick Williams,5.02,NaN
191,191,Jeremy Langford,3.53,Jeremy Langford
192,192,Derek Carrier,5.47,Derek Carrier
193,193,Jarius Wright,4.13,Jarius Wright
194,194,Jaron Brown,4.16,Jaron Brown
195,195,Reggie Bush,3.88,Reggie Bush
196,196,Kenny Stills,3.75,Kenny Stills
197,197,Quinton Patton,4.09,Quinton Patton
198,198,Marcedes Lewis,4.46,Marcedes Lewis
199,199,Antonio Andrews,3.0,Antonio Andrews
200,200,Alfred Morris,2.57,Alfred Morris
201,201,Khiry Robinson,2.95,NaN
202,202,Joshua Bellamy,3.97,Joshua Bellamy
203,203,Toby Gerhart,3.15,Toby Gerhart
204,204,Garrett Graham,3.99,Garrett Graham
205,205,Albert Wilson,3.57,Albert Wilson
206,206,DeAngelo Williams,2.5,DeAngelo Williams
207,207,Chris Conley,3.36,Chris Conley
208,208,Josh Hill,3.57,NaN
209,209,Jermaine Gresham,3.48,Jermaine Gresham
210,210,Mike Tolbert,2.9,Mike Tolbert
211,211,Scott Chandler,3.8,Scott Chandler
212,212,Ed Dickson,3.59,Ed Dickson
213,213,Garrett Celek,3.43,Garrett Celek
214,214,Jacoby Jones,3.3,Jacoby Jones
215,215,Phillip Dorsett,3.14,Phillip Dorsett
216,216,Josh Robinson,1.82,Josh Robinson
217,217,Josh Huff,3.17,Josh Huff
218,218,Thomas Rawls,2.01,Thomas Rawls
219,219,Jonathan Grimes,2.37,Jonathan Grimes
220,220,Dorial Green-Beckham,3.2,Dorial Green-Beckham
221,221,Chris Hogan,3.0,Chris Hogan
222,222,Anthony Fasano,2.96,Anthony Fasano
223,223,Luke Willson,3.14,Luke Willson
224,224,Darrius Heyward-Bey,2.69,Darrius Heyward-Bey
225,225,Jarryd Hayne,1.83,Jarryd Hayne
226,226,Cameron Artis-Payne,2.34,Cameron Artis-Payne
227,227,Geremy Davis,2.54,Geremy Davis
228,228,Jeff Janis,2.47,Jeff Janis
229,229,Devin Smith,2.66,Devin Smith
230,230,Kyle Juszczyk,3.83,Kyle Juszczyk
231,231,Corey Brown,2.73,Corey Brown
232,232,Corey Fuller,2.41,Corey Fuller
233,233,Maxx Williams,2.49,Maxx Williams
234,234,Keith Mumphery,2.57,Keith Mumphery
235,235,Chris Matthews,2.53,Chris Matthews
236,236,Virgil Green,2.48,Virgil Green
237,237,Aaron Dobson,2.31,Aaron Dobson
238,238,Bruce Ellington,2.17,Bruce Ellington
239,239,Rhett Ellison,2.12,Rhett Ellison
240,240,Matt Asiata,1.53,Matt Asiata
241,241,Rashad Ross,2.12,Rashad Ross
242,242,Tim Wright,1.68,Tim Wright
243,243,C.J. Fiedorowicz,2.04,C.J. Fiedorowicz
244,244,Preston Parker,1.67,NaN
245,245,Bennie Fowler,1.66,Bennie Fowler
246,246,Dontrelle Inman,1.68,Dontrelle Inman
247,247,Dwayne Bowe,0.86,Dwayne Bowe
248,248,James O'Shaughnessy,1.13,James O'Shaughnessy
249,249,Anthony Sherman,1.48,Anthony Sherman
250,250,Zac Stacy,0.56,Zac Stacy
251,251,Rex Burkhead,1.0,Rex Burkhead
252,252,James White,1.05,James White
253,253,Brandon Pettigrew,0.88,Brandon Pettigrew
254,254,John Kuhn,1.25,John Kuhn
255,255,Chris Givens,0.57,Chris Givens
256,256,Miles Austin,0.59,Miles Austin
257,257,Brandon Tate,0.71,Brandon Tate
258,258,Jason Avant,0.62,Jason Avant
259,259,Charles Johnson,0.53,Charles Johnson
260,260,Branden Oliver,0.38,Branden Oliver
261,261,Shaun Draughn,0.44,Shaun Draughn
262,262,Jim Dray,0.65,Jim Dray
263,263,DeVante Parker,0.62,DeVante Parker
264,264,TJ Jones,0.47,TJ Jones
265,265,Juwan Thompson,0.22,Juwan Thompson
266,266,Clay Harbor,0.58,Clay Harbor
267,267,Kevin Norwood,0.48,Kevin Norwood
268,268,Cedric Peerman,0.36,Cedric Peerman
269,269,Cameron Meredith,0.44,Cameron Meredith
270,270,Jeremy Kerley,0.43,Jeremy Kerley
271,271,Dion Sims,0.61,Dion Sims
272,272,Ka'Deem Carey,0.29,Ka'Deem Carey
273,273,Ricardo Lockette,0.32,Ricardo Lockette
274,274,J.J. Nelson,0.25,J.J. Nelson
275,275,Matthew Slater,0.3,Matthew Slater
276,276,Jesse James,0.39,Jesse James
277,277,Griff Whalen,0.37,Griff Whalen
278,278,Jaelen Strong,0.26,Jaelen Strong
279,279,Marquise Goodwin,0.25,Marquise Goodwin
280,280,Zach Zenner,0.08,Zach Zenner
281,281,Greg Salas,0.19,NaN
282,282,Bruce Miller,0.34,Bruce Miller
283,283,James Casey,0.19,NaN
284,284,Andre Caldwell,0.11,Andre Caldwell
285,285,Tommy Bohanon,0.21,Tommy Bohanon
286,286,Terrance West,0.13,Terrance West
287,287,Orleans Darkwa,0.08,Orleans Darkwa
288,288,Levine Toilolo,0.18,NaN
289,289,Anthony McCoy,0.18,Anthony McCoy
290,290,Rob Housler,0.18,Rob Housler
291,291,Cordarrelle Patterson,0.05,Cordarrelle Patterson
292,292,Eric Weems,0.06,NaN
293,293,Fozzy Whittaker,0.07,Fozzy Whittaker
294,294,Jack Doyle,0.16,Jack Doyle
295,295,Craig Stevens,0.14,Craig Stevens
296,296,Jerome Cunningham,0.04,Jerome Cunningham
297,297,Jalston Fowler,0.03,Jalston Fowler
298,298,Tim Hightower,0.04,NaN
299,299,Patrick DiMarco,0.04,NaN
300,300,Stepfan Taylor,0.04,Stepfan Taylor
301,301,Stevan Ridley,0.02,NaN
302,302,Joseph Fauria,0.03,NaN
303,303,Zach Miller,0.03,Zach Miller
304,304,Kellen Davis,0.01,Kellen Davis
305,305,Quincy Enunwa,0.02,Quincy Enunwa
306,306,Michael Williams,0.01,Michael Williams
307,307,Marc Mariani,0.01,Marc Mariani
308,308,Chris Gragg,0.03,Chris Gragg
309,309,Jay Prosch,0.04,Jay Prosch
310,310,Alonzo Harris,0.03,Alonzo Harris
311,311,Terron Ward,0.01,NaN
312,312,Dri Archer,0.01,Dri Archer
313,313,Zach Line,0.04,Zach Line
314,314,Kenjon Barner,0.03,Kenjon Barner
315,315,Brandon Williams,0.01,NaN
316,316,Greg Little,0.01,Greg Little
317,317,Chase Ford,0.01,Chase Ford
318,318,John Phillips,0.01,John Phillips
319,319,Kennard Backman,0.02,Kennard Backman
320,320,Arthur Lynch,0.01,NaN
321,323,Mike Davis,0.01,Mike Davis
322,324,Nick Boyle,0.01,Nick Boyle
