,Unnamed: 0,player,fleaflicker,dk_name
0,0,Aaron Rodgers,28.94,Aaron Rodgers
1,1,Matt Ryan,24.4,NaN
2,2,Drew Brees,24.1,NaN
3,3,Carson Palmer,23.58,Carson Palmer
4,4,Tom Brady,23.54,Tom Brady
5,5,Philip Rivers,19.28,Philip Rivers
6,6,Ryan Tannehill,19.62,Ryan Tannehill
7,7,Andrew Luck,20.2,Andrew Luck
8,8,Russell Wilson,20.4,Russell Wilson
9,9,Peyton Manning,17.9,Peyton Manning
10,10,Marcus Mariota,19.72,Marcus Mariota
11,11,Teddy Bridgewater,19.38,Teddy Bridgewater
12,12,Joe Flacco,19.06,Joe Flacco
13,13,Eli Manning,18.5,Eli Manning
14,14,Josh McCown,18.52,Josh McCown
15,15,Sam Bradford,18.34,Sam Bradford
16,16,Andy Dalton,18.2,Andy Dalton
17,17,Jay Cutler,18.0,Jay Cutler
18,18,Alex Smith,18.04,Alex Smith
19,19,Blake Bortles,17.98,Blake Bortles
20,21,Ryan Fitzpatrick,17.52,Ryan Fitzpatrick
21,22,Matthew Stafford,15.78,Matthew Stafford
22,23,Kirk Cousins,15.2,Kirk Cousins
23,24,Cam Newton,14.9,Cam Newton
24,25,Michael Vick,14.88,NaN
25,26,Colin Kaepernick,14.54,Colin Kaepernick
26,27,Tyrod Taylor,13.24,Tyrod Taylor
27,28,Ryan Mallett,12.26,Ryan Mallett
28,30,Eddie Lacy,27.9,Eddie Lacy
29,31,Le'Veon Bell,24.6,Le'Veon Bell
30,32,Devonta Freeman,23.2,NaN
31,33,Matt Forte,23.7,Matt Forte
32,34,Julio Jones,27.2,NaN
33,35,Adrian Peterson,23.8,Adrian Peterson
34,36,Dion Lewis,22.2,Dion Lewis
35,37,Antonio Brown,24.1,Antonio Brown
36,38,Odell Beckham,22.0,Odell Beckham Jr.
37,39,Demaryius Thomas,22.8,Demaryius Thomas
38,40,Justin Forsett,18.6,Justin Forsett
39,41,T.Y. Hilton,21.4,T.Y. Hilton
40,42,DeAndre Hopkins,21.9,DeAndre Hopkins
41,43,Rob Gronkowski,20.7,Rob Gronkowski
42,44,Emmanuel Sanders,20.6,Emmanuel Sanders
43,45,Alshon Jeffery,21.6,Alshon Jeffery
44,46,Mark Ingram,16.5,NaN
45,47,Arian Foster,16.0,Arian Foster
46,48,Marshawn Lynch,15.9,Marshawn Lynch
47,49,DeMarco Murray,15.9,DeMarco Murray
48,51,Randall Cobb,18.8,Randall Cobb
49,52,LeSean McCoy,15.7,LeSean McCoy
50,53,Keenan Allen,19.7,Keenan Allen
51,54,Ronnie Hillman,15.6,Ronnie Hillman
52,55,Andre Ellington,16.6,Andre Ellington
53,56,Brandon Marshall,19.3,Brandon Marshall
54,57,Tyler Eifert,19.3,Tyler Eifert
55,58,Eric Decker,18.1,Eric Decker
56,59,Chris Ivory,14.0,Chris Ivory
57,60,Julian Edelman,19.0,Julian Edelman
58,61,A.J. Green,17.9,A.J. Green
59,62,Giovani Bernard,16.8,Giovani Bernard
60,63,Brandin Cooks,18.8,NaN
61,64,Frank Gore,14.7,Frank Gore
62,65,Larry Fitzgerald,18.7,Larry Fitzgerald
63,66,Mike Wallace,17.7,Mike Wallace
64,67,Martellus Bennett,18.7,Martellus Bennett
65,68,Gary Barnidge,19.5,Gary Barnidge
66,69,Jimmy Graham,18.5,Jimmy Graham
67,70,Allen Hurns,17.4,Allen Hurns
68,72,James Jones,17.3,James Jones
69,73,Delanie Walker,17.3,Delanie Walker
70,74,C.J. Spiller,14.2,NaN
71,75,T.J. Yeldon,16.2,T.J. Yeldon
72,76,Jeremy Maclin,17.2,Jeremy Maclin
73,77,Allen Robinson,17.0,Allen Robinson
74,78,Anquan Boldin,16.8,Anquan Boldin
75,79,Larry Donnell,16.8,Larry Donnell
76,80,Jarvis Landry,16.8,Jarvis Landry
77,81,Pierre Garcon,16.7,Pierre Garcon
78,82,Travis Benjamin,15.7,Travis Benjamin
79,83,Melvin Gordon,12.5,Melvin Gordon
80,84,Carlos Hyde,12.3,Carlos Hyde
81,85,LeGarrette Blount,12.2,LeGarrette Blount
82,86,Shane Vereen,14.2,Shane Vereen
83,87,Antonio Andrews,13.2,Antonio Andrews
84,88,Travis Kelce,15.2,Travis Kelce
85,89,Rueben Randle,15.1,Rueben Randle
86,90,Danny Woodhead,13.0,Danny Woodhead
87,91,Donte Moncrief,15.0,Donte Moncrief
88,93,Steve Smith,14.9,Steve Smith Sr.
89,94,Julius Thomas,15.9,Julius Thomas
90,95,Richard Rodgers,14.9,Richard Rodgers
91,96,Knile Davis,12.8,Knile Davis
92,97,Rishard Matthews,14.7,Rishard Matthews
93,98,Isaiah Crowell,12.5,Isaiah Crowell
94,99,Greg Olsen,14.5,Greg Olsen
95,100,DeSean Jackson,13.4,DeSean Jackson
96,101,John Brown,13.4,John Brown
97,102,Davante Adams,14.3,Davante Adams
98,103,Rashad Jennings,11.0,Rashad Jennings
99,104,Charles Clay,15.0,Charles Clay
100,105,Ladarius Green,13.0,Ladarius Green
101,106,Eddie Royal,12.7,Eddie Royal
102,107,Jeremy Hill,11.1,Jeremy Hill
103,108,Matt Jones,13.1,Matt Jones
104,109,Owen Daniels,12.0,Owen Daniels
105,110,Antonio Gates,11.9,Antonio Gates
106,111,Calvin Johnson,12.6,Calvin Johnson
107,112,Darren Sproles,12.3,Darren Sproles
108,114,Willie Snead,11.3,NaN
109,115,Lamar Miller,8.8,Lamar Miller
110,116,Ryan Mathews,8.7,Ryan Mathews
111,117,Jordan Matthews,11.3,Jordan Matthews
112,118,Golden Tate,11.3,Golden Tate
113,119,Jordan Cameron,11.1,Jordan Cameron
114,120,Dexter McCluster,10.0,Dexter McCluster
115,121,Duke Johnson,9.0,Duke Johnson Jr.
116,122,Percy Harvin,9.8,Percy Harvin
117,123,Ty Montgomery,10.8,Ty Montgomery
118,124,Kyle Rudolph,11.8,Kyle Rudolph
119,125,Chris Johnson,7.5,Chris Johnson
120,126,Jamison Crowder,10.4,Jamison Crowder
121,127,Heath Miller,11.4,Heath Miller
122,128,Zach Ertz,10.4,Zach Ertz
123,129,David Johnson,7.3,David Johnson
124,130,Mohamed Sanu,10.3,Mohamed Sanu
125,131,Jermaine Kearse,9.1,Jermaine Kearse
126,132,Sammy Watkins,9.1,Sammy Watkins
127,133,De'Anthony Thomas,9.1,De'Anthony Thomas
128,135,Kendall Wright,8.9,Kendall Wright
129,136,Bilal Powell,6.8,Bilal Powell
130,137,Bishop Sankey,5.7,Bishop Sankey
131,138,Harry Douglas,8.7,Harry Douglas
132,139,Darrius Heyward-Bey,8.7,Darrius Heyward-Bey
133,140,Cecil Shorts,8.7,Cecil Shorts III
134,141,Alfred Morris,5.6,Alfred Morris
135,142,Denard Robinson,5.5,Denard Robinson
136,143,Jeremy Kerley,8.5,Jeremy Kerley
137,144,Ted Ginn,7.4,Ted Ginn Jr.
138,145,Malcom Floyd,7.3,Malcom Floyd
139,146,Doug Baldwin,8.3,Doug Baldwin
140,147,Joique Bell,6.2,Joique Bell
141,148,Fozzy Whittaker,6.2,Fozzy Whittaker
142,149,C.J. Anderson,5.2,C.J. Anderson
143,150,Martavis Bryant,7.2,Martavis Bryant
144,151,Marvin Jones,7.1,Marvin Jones
145,152,Andrew Hawkins,7.0,Andrew Hawkins
146,153,Michael Floyd,8.0,Michael Floyd
147,154,Jarius Wright,7.0,Jarius Wright
148,156,Ameer Abdullah,4.9,Ameer Abdullah
149,157,Leonard Hankerson,6.9,NaN
150,158,Jaelen Strong,6.9,Jaelen Strong
151,159,Thomas Rawls,3.9,Thomas Rawls
152,160,Theo Riddick,5.8,Theo Riddick
153,161,Danny Amendola,7.8,Danny Amendola
154,162,Kenny Stills,6.8,Kenny Stills
155,163,Chris Givens,6.7,Chris Givens
156,164,Robert Woods,7.7,Robert Woods
157,165,Chris Polk,5.7,Chris Polk
158,166,Charcandrick West,5.7,Charcandrick West
159,167,Jeremy Langford,5.7,Jeremy Langford
160,168,Dwayne Harris,6.6,Dwayne Harris
161,169,Scott Chandler,6.6,Scott Chandler
162,170,Cordarrelle Patterson,5.5,Cordarrelle Patterson
163,171,Charles Johnson,6.5,Charles Johnson
164,172,Marlon Brown,6.5,Marlon Brown
