,Unnamed: 0,player,fleaflicker,dk_name
165,173,Stefon Diggs,6.5,Stefon Diggs
166,174,Greg Jennings,7.4,Greg Jennings
167,175,Jacoby Jones,6.4,Jacoby Jones
168,177,Brandon Coleman,6.4,NaN
169,178,Vernon Davis,6.4,Vernon Davis
170,179,Josh Huff,6.3,Josh Huff
171,180,Corey Brown,5.2,Corey Brown
172,181,Marcedes Lewis,6.2,Marcedes Lewis
173,182,Timothy Wright,6.2,NaN
174,183,Maxx Williams,6.2,Maxx Williams
175,184,Torrey Smith,5.1,Torrey Smith
176,185,Dri Archer,5.0,Dri Archer
177,186,Alfred Blue,4.0,Alfred Blue
178,187,Javorius Allen,5.0,Javorius Allen
179,188,Andre Williams,3.9,Andre Williams
180,189,Steve Johnson,5.9,Stevie Johnson
181,190,Coby Fleener,5.9,Coby Fleener
182,191,Andre Roberts,4.9,Andre Roberts
183,192,DeAngelo Williams,3.8,DeAngelo Williams
184,193,Jonas Gray,2.8,Jonas Gray
185,194,Andre Caldwell,5.8,Andre Caldwell
186,195,Dorial Green-Beckham,4.8,Dorial Green-Beckham
187,196,Garrett Graham,5.8,Garrett Graham
188,198,Jeff Cumberland,5.8,Jeff Cumberland
189,199,Toby Gerhart,3.7,Toby Gerhart
190,200,Brian Hartline,5.7,Brian Hartline
191,201,Justin Hunter,4.7,Justin Hunter
192,202,Jeff Janis,4.7,Jeff Janis
193,203,Zach Zenner,3.7,Zach Zenner
194,204,Mike Tolbert,4.6,Mike Tolbert
195,205,Matt Asiata,3.6,Matt Asiata
196,206,Brent Celek,5.6,Brent Celek
197,207,Dwayne Allen,4.6,Dwayne Allen
198,208,Andre Johnson,4.5,Andre Johnson
199,209,Jason Avant,5.5,Jason Avant
200,210,Aaron Dobson,4.5,Aaron Dobson
201,211,Devin Funchess,4.5,Devin Funchess
202,212,Dan Herron,3.4,Daniel Herron
203,213,Jerick McKinnon,3.3,Jerick McKinnon
204,214,Ka'Deem Carey,3.3,Ka'Deem Carey
205,215,Brandon Bolden,3.2,Brandon Bolden
206,216,Roddy White,4.2,NaN
207,217,Anthony Fasano,4.2,Anthony Fasano
208,219,Branden Oliver,3.1,Branden Oliver
209,220,Jerricho Cotchery,4.1,Jerricho Cotchery
210,221,Marquess Wilson,4.1,Marquess Wilson
211,222,Virgil Green,4.1,Virgil Green
212,223,James White,3.0,James White
213,224,Jermaine Gresham,4.0,Jermaine Gresham
214,225,Clay Harbor,4.0,Clay Harbor
215,226,Reggie Bush,6.9,Reggie Bush
216,227,Chris Thompson,3.9,Chris Thompson
217,228,Josh Robinson,2.9,Josh Robinson
218,229,Terron Ward,2.9,NaN
219,230,James Starks,2.9,James Starks
220,231,Jordan Norwood,3.9,Jordan Norwood
221,232,Markus Wheaton,2.9,Markus Wheaton
222,233,Tyler Lockett,3.8,Tyler Lockett
223,234,Taylor Gabriel,3.8,Taylor Gabriel
224,235,Ed Dickson,3.8,Ed Dickson
225,236,Levine Toilolo,3.8,NaN
226,237,Fred Jackson,2.7,Fred Jackson
227,238,Ricardo Lockette,2.7,Ricardo Lockette
228,240,Phillip Dorsett,2.7,Phillip Dorsett
229,241,Devin Smith,2.7,Devin Smith
230,242,Tevin Coleman,1.6,NaN
231,243,Miles Austin,2.6,Miles Austin
232,244,Riley Cooper,2.6,Riley Cooper
233,245,Keith Mumphery,3.6,Keith Mumphery
234,246,Benjamin Watson,3.6,NaN
235,247,Stepfan Taylor,2.5,Stepfan Taylor
236,248,Damien Williams,2.5,Damien Williams
237,249,Cameron Artis-Payne,2.5,Cameron Artis-Payne
238,250,DeVante Parker,2.5,DeVante Parker
239,251,Luke Willson,3.5,Luke Willson
240,252,Chris Hogan,2.4,Chris Hogan
241,253,Bruce Ellington,2.4,Bruce Ellington
242,254,Crockett Gillmore,2.4,Crockett Gillmore
243,255,Chris Matthews,3.3,Chris Matthews
244,256,Derek Carrier,3.3,Derek Carrier
245,257,Garrett Celek,3.3,Garrett Celek
246,258,C.J. Fiedorowicz,2.3,C.J. Fiedorowicz
247,259,Nick Boyle,2.3,Nick Boyle
248,261,Khiry Robinson,1.1,NaN
249,262,Terrance West,1.0,Terrance West
250,263,Darren Fells,2.0,Darren Fells
251,264,Albert Wilson,1.9,Albert Wilson
252,265,J.J. Nelson,1.9,J.J. Nelson
253,266,Lance Moore,1.8,Lance Moore
254,267,Dontrelle Inman,1.8,Dontrelle Inman
255,268,Cody Latimer,1.8,Cody Latimer
256,269,Sammie Coates,1.8,Sammie Coates
257,270,Jacob Tamme,1.8,NaN
258,271,Zach Miller,1.8,Zach Miller
259,272,Chase Ford,1.8,Chase Ford
260,273,Dion Sims,1.8,Dion Sims
261,274,Robert Turbin,0.7,Robert Turbin
262,275,Zac Stacy,0.7,Zac Stacy
263,276,Dwayne Bowe,1.7,Dwayne Bowe
264,277,Paul Richardson,1.7,NaN
265,278,Ryan Grant,1.7,Ryan Grant
266,279,Chris Conley,1.7,Chris Conley
267,280,Rob Housler,1.7,Rob Housler
268,282,Josh Hill,1.7,NaN
269,283,Jonathan Grimes,0.6,Jonathan Grimes
270,284,Juwan Thompson,0.6,Juwan Thompson
271,285,Jake Stoneburner,1.6,Jake Stoneburner
272,286,Tyler Kroft,1.6,Tyler Kroft
273,287,Kennard Backman,1.6,Kennard Backman
274,288,MyCole Pruitt,1.6,MyCole Pruitt
275,289,Anthony Dixon,0.5,NaN
276,290,Jarryd Hayne,0.5,Jarryd Hayne
277,291,John Kuhn,0.4,John Kuhn
278,292,Kamar Aiken,3.3,Kamar Aiken
