player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,punt_td,kick_td,fl,2-pt

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Steelers D/STD/ST,Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,3.9
"Derek Carrier, WshTE",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,3.3,39.3,0.2,3.9
"Keith Mumphery, HouWR",@Jax,Sun 1:00,0/0,0,0,0,0,0,0,2.5,33.2,0.1,3.9
"Chris Givens, BalWRQ",@SF,Sun 4:25,0/0,0,0,0,0,0,0,2.2,32.9,0.2,3.9
"Bryan Walters, JaxWR",Hou,Sun 1:00,0/0,0,0,0,0,0,0,2.6,33,0.1,3.9
"Jerricho Cotchery, CarWRP",@Sea,Sun 4:05,0/0,0,0,0,0,0,0,2.8,34.7,0.1,3.8
"Andrew Hawkins, CleWR",Den,Sun 1:00,0/0,0,0,0,0,0,0,3.2,32.9,0.1,3.7
"Dwayne Allen, IndTE",NE,Sun 8:30,0/0,0,0,0,0,0,0,2.4,26.1,0.3,3.7
"Knile Davis, KCRB",@Min,Sun 1:00,0/0,0,0,0,6.4,27.4,0.2,1.2,8.5,0,3.6
"David Johnson, AriRB",@Pit,Sun 1:00,0/0,0,0,0,3.5,14.1,0.1,1.4,15.4,0.1,3.5
"Timothy Wright, DetTE",Chi,Sun 1:00,0/0,0,0,0,0,0,0,2.3,27,0.2,3.4
"De'Anthony Thomas, KCRB, WR",@Min,Sun 1:00,0/0,0,0,0,2.1,10.7,0,2.4,19.2,0.1,3.3
"Scott Chandler, NETE",@Ind,Sun 8:30,0/0,0,0,0,0,0,0,1.9,21.9,0.2,3.2
"Heath Miller, PitTE",Ari,Sun 1:00,0/0,0,0,0,0,0,0,2.7,29.5,0.2,3.2
"Phillip Dorsett, IndWR",NE,Sun 8:30,0/0,0,0,0,0.2,1.4,0,1.7,24.6,0.2,3.2
"Harry Douglas, TenWR",Mia,Sun 1:00,0/0,0,0,0,0.3,2,0,2,24.2,0.2,3.1
"Andre Williams, NYGRB",@Phi,Mon 8:30,0/0,0,0,0,8.1,28,0.2,0.1,1.2,0,3.1
"Jordan Norwood, DenWR",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,2,24.3,0.2,3
"Mike Davis, SFRB",Bal,Sun 4:25,0/0,0,0,0,4.2,14.6,0.1,2,16.2,0.1,3
"Dontrelle Inman, SDWR",@GB,Sun 4:25,0/0,0,0,0,0,0,0,1.9,28.1,0.2,3
"Ryan Mathews, PhiRBQ",NYG,Mon 8:30,0/0,0,0,0,5,21.1,0.1,1.1,8.4,0,2.9

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Miles Austin, PhiWR",NYG,Mon 8:30,0/0,0,0,0,0,0,0,1.7,20.9,0.1,2.9
"Greg Jennings, MiaWR",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,1.5,20.1,0.1,2.9
"Robert Woods, BufWR",Cin,Sun 1:00,0/0,0,0,0,0,0,0,2,26.1,0.1,2.8
"Marquess Wilson, ChiWR",@Det,Sun 1:00,0/0,0,0,0,0,0,0,1.7,21.8,0.1,2.8
"Darren Waller*, BalWRO",@SF,Sun 4:25,0/0,0,0,0,0,0,0,1.9,25.3,0.1,2.8
"Mike Tolbert, CarRB",@Sea,Sun 4:05,0/0,0,0,0,3.5,13.4,0.1,1.7,12.2,0.1,2.8
"Daniel Herron, BufRB",Cin,Sun 1:00,0/0,0,0,0,6.8,29.5,0.2,0.4,3,0,2.8
"Markus Wheaton, PitWR",Ari,Sun 1:00,0/0,0,0,0,0.1,0.8,0,1.7,23.9,0.1,2.6
"Brian Hartline, CleWRP",Den,Sun 1:00,0/0,0,0,0,0,0,0,1.9,26,0.1,2.6
"Taylor Gabriel, CleWR",Den,Sun 1:00,0/0,0,0,0,0,0,0,1.8,23.9,0.1,2.6
"Josh Huff, PhiWR",NYG,Mon 8:30,0/0,0,0,0,0,0,0,1.6,18.5,0.1,2.1
"Josh Hill, NOTE",Atl,W 31-21,0/0,0,0,0,0,0,0,1.4,14.4,0.2,2
"Darren Fells, AriTEP",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,1.6,19.8,0.2,1.9
"Dorial Green-Beckham, TenWR",Mia,Sun 1:00,0/0,0,0,0,0,0,0,1,14,0.1,1.8
"Brandon Pettigrew, DetTE",Chi,Sun 1:00,0/0,0,0,0,0,0,0,1.4,15.9,0.1,1.8
"Chris Polk, HouRBP",@Jax,Sun 1:00,0/0,0,0,0,4.6,18.2,0.1,0.6,4.7,0,1.8
"Marcedes Lewis, JaxTE",Hou,Sun 1:00,0/0,0,0,0,0,0,0,1.2,13.8,0.1,1.8
"Dion Sims, MiaTEP",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,1.3,14.8,0.1,1.8
"Jeremy Langford, ChiRB",@Det,Sun 1:00,0/0,0,0,0,3.8,16,0.1,0.5,3.7,0,1.8
Chargers D/STD/ST,@GB,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,1.8
"Anthony Fasano, TenTEQ",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0.9,10.9,0.1,1.8
"DeVante Parker, MiaWR",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,1.2,15.4,0.1,1.8
"Jerick McKinnon, MinRB",KC,Sun 1:00,0/0,0,0,0,3.4,15.3,0.1,0.4,3.2,0,1.7
"Jermaine Gresham, AriTE",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,1.7,17.5,0.1,1.7
"Damien Williams, MiaRB",@Ten,Sun 1:00,0/0,0,0,0,1.8,6.9,0.1,1.1,10.5,0.1,1.7
"Josh Robinson, IndRB",NE,Sun 8:30,0/0,0,0,0,3,12.7,0.1,0.5,4.1,0,1.7
"Luke Willson, SeaTE",Car,Sun 4:05,0/0,0,0,0,0,0,0,1.3,14.6,0.1,1.7
"Devin Funchess, CarWR",@Sea,Sun 4:05,0/0,0,0,0,0,0,0,1.4,18.1,0.1,1.6
"Jerome Cunningham, NYGTE",@Phi,Mon 8:30,0/0,0,0,0,0,0,0,1.6,18.1,0.1,1.6
"Jeff Cumberland, NYJTEP",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,1.5,17.8,0.1,1.6
"Garrett Graham, HouTE",@Jax,Sun 1:00,0/0,0,0,0,0,0,0,1.6,17.2,0.1,1.6
"Brent Celek, PhiTE",NYG,Mon 8:30,0/0,0,0,0,0,0,0,1,11,0.1,1.6
"Zac Stacy, NYJRB",Wsh,Sun 1:00,0/0,0,0,0,2.7,10.6,0.1,0.6,4.9,0,1.6
"Thomas Rawls, SeaRB",Car,Sun 4:05,0/0,0,0,0,4.5,19.1,0.1,0.2,1.9,0,1.6
"Fred Jackson, SeaRB",Car,Sun 4:05,0/0,0,0,0,1.4,5.9,0,1.6,13.2,0.1,1.5
"Maxx Williams, BalTE",@SF,Sun 4:25,0/0,0,0,0,0,0,0,1.2,13.8,0.1,1.5
"Boobie Dixon, BufRB",Cin,Sun 1:00,0/0,0,0,0,2.6,11.4,0.1,1.2,9.9,0,1.5
"Joseph Morgan, NOWR",Atl,W 31-21,0/0,0,0,0,0,0,0,1.1,15.4,0.1,1.5
"Kyle Juszczyk, BalRB",@SF,Sun 4:25,0/0,0,0,0,0,0,0,1.6,13.4,0.1,1.5
"Corey Brown, CarWR",@Sea,Sun 4:05,0/0,0,0,0,0.3,1.7,0,1.4,19.4,0.1,1.5

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Nick Williams, AtlWR",@NO,L 21-31,0/0,0,0,0,0,0,0,0.8,10.7,0.1,1.5
"Jaelen Strong, HouWRQ",@Jax,Sun 1:00,0/0,0,0,0,0,0,0,1.3,16.2,0.1,1.5
"Albert Wilson, KCWR",@Min,Sun 1:00,0/0,0,0,0,0,0,0,1.6,19.5,0.1,1.5
"Quincy Enunwa, NYJWR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,1.1,13.5,0.1,1.4
"Jonathan Grimes, HouRBP",@Jax,Sun 1:00,0/0,0,0,0,3.8,13.5,0.1,0.6,4.8,0,1.4
"Garrett Celek, SFTE",Bal,Sun 4:25,0/0,0,0,0,0,0,0,1.1,12.3,0.1,1.4
"Darrius Heyward-Bey, PitWR",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0.8,11.7,0.1,1.4
"Chris Conley, KCWR",@Min,Sun 1:00,0/0,0,0,0,0,0,0,1.2,15.7,0.1,1.4
"Bennie Fowler, DenWRP",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,1.3,13.8,0.1,1.4
"Chris Hogan, BufWRP",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0.9,12,0.1,1.4
"Bruce Ellington, SFWRQ",Bal,Sun 4:25,0/0,0,0,0,0.4,2.6,0,0.8,10.4,0,1.4
"C.J. Fiedorowicz, HouTEP",@Jax,Sun 1:00,0/0,0,0,0,0,0,0,0.9,10.2,0.1,1.3
"Rashad Ross, WshWR",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,1.3,17.7,0,1.3
"Quinton Patton, SFWR",Bal,Sun 4:25,0/0,0,0,0,0.1,0.9,0,1.5,17.2,0.1,1.3
"DeAngelo Williams, PitRB",Ari,Sun 1:00,0/0,0,0,0,3.1,14.1,0.1,0.3,2.1,0,1.3
"Ed Dickson, CarTE",@Sea,Sun 4:05,0/0,0,0,0,0,0,0,1.1,13.4,0.1,1.3
Saints D/STD/ST,Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,1.3
"Anthony McCoy, WshTE",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0.9,10.3,0,1.2
"Matt Asiata, MinRB",KC,Sun 1:00,0/0,0,0,0,1.6,6.2,0.1,0.6,4.6,0,0.8
"Ahmad Bradshaw, IndRB",NE,Sun 8:30,0/0,0,0,0,1.1,5.2,0,1.3,9.7,0.1,0.6
"Jonas Gray, MiaRB",@Ten,Sun 1:00,0/0,0,0,0,2.3,9.7,0.1,0.1,0.9,0,0.6
"John Kuhn, GBRB",SD,Sun 4:25,0/0,0,0,0,0.8,2.5,0,0.5,3.9,0.1,0.5
"Jeremy Ross, BalWR",@SF,Sun 4:25,0/0,0,0,0,0,0,0,0.4,5.8,0,0.5
"Corey Grant, JaxRB",Hou,Sun 1:00,0/0,0,0,0,1.8,6.4,0,0.8,6.2,0,0.5
"Zach Zenner, DetRB",Chi,Sun 1:00,0/0,0,0,0,1.8,7.5,0.1,0,0,0,0.4
"Cordarrelle Patterson, MinWR",KC,Sun 1:00,0/0,0,0,0,0.5,3.5,0,0.4,4.7,0,0.4
"Zach Miller, SeaTE",Car,Sun 4:05,0/0,0,0,0,0,0,0,0.6,7.4,0.1,0.4
"Jacoby Jones, SDWR",@GB,Sun 4:25,0/0,0,0,0,0,0,0,0.3,4.7,0,0.3
"Michael Hoomanawanui, NOTE",Atl,W 31-21,0/0,0,0,0,0,0,0,0.6,6.5,0.1,0.3
"Virgil Green, DenTE",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0.5,5.3,0.1,0.3
"TJ Jones, DetWR",Chi,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.5,0,0.3
"Craig Stevens, TenTE",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0.5,5.6,0.1,0.3
"Robert Turbin, CleRBQ",Den,Sun 1:00,0/0,0,0,0,2.1,7.9,0,0.9,7.3,0,0.3
"Jarryd Hayne, SFRB",Bal,Sun 4:25,0/0,0,0,0,0.5,1.8,0,0.2,1.7,0,0.3
"Austin Johnson, NORB",Atl,W 31-21,0/0,0,0,0,0.5,1.5,0,0.4,3.2,0,0.3
"Marcus Murphy, NORB",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0.3
"Jalston Fowler, TenRB",Mia,Sun 1:00,0/0,0,0,0,0.9,2.9,0,0.1,0.8,0,0.3
"MyCole Pruitt, MinTE",KC,Sun 1:00,0/0,0,0,0,0,0,0,0.6,6.7,0,0.3
"Aaron Dobson, NEWR",@Ind,Sun 8:30,0/0,0,0,0,0,0,0,0.5,7.1,0,0.3
"Griff Whalen, IndWR",NE,Sun 8:30,0/0,0,0,0,0,0,0,0.1,1.5,0,0.3

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Jeremy Kerley, NYJWR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.3,0,0.3
"Andre Caldwell, DenWR",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0.4,5.9,0,0.2
"Chris Matthews, SeaWR",Car,Sun 4:05,0/0,0,0,0,0,0,0,0.6,7.7,0,0.2
"Ka'Deem Carey, ChiRB",@Det,Sun 1:00,0/0,0,0,0,1.4,6.3,0,0,0,0,0.2
"Vance McDonald, SFTEP",Bal,Sun 4:25,0/0,0,0,0,0,0,0,0.6,6.3,0,0.2
"J.J. Nelson, AriWRP",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.4,5.1,0,0.2
"Fozzy Whittaker, CarRB",@Sea,Sun 4:05,0/0,0,0,0,0.5,1.6,0,1,7.4,0,0.2
"Adam Thielen, MinWR",KC,Sun 1:00,0/0,0,0,0,0,0,0,0.5,7.1,0,0.2
"Stefon Diggs, MinWR",KC,Sun 1:00,0/0,0,0,0,0,0,0,0.5,7.2,0,0.2
"Marc Mariani, ChiWR",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.2
"Kennard Backman, GBTE",SD,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2.3,0,0.2
"Jack Doyle, IndTE",NE,Sun 8:30,0/0,0,0,0,0,0,0,0.3,3,0,0.2
"Anthony Sherman, KCRB",@Min,Sun 1:00,0/0,0,0,0,0.2,0.7,0,0.5,4,0,0.2
"Brandon Bolden, NERB",@Ind,Sun 8:30,0/0,0,0,0,0.5,1.9,0,0.1,1.2,0,0.2
"Rhett Ellison, MinTEP",KC,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.4,0,0.2
"James O'Shaughnessy, KCTEP",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0.5,5.3,0,0.2
"Eric Weems, AtlWR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0.2
"Geremy Davis, NYGWR",@Phi,Mon 8:30,0/0,0,0,0,0,0,0,0.5,6.7,0,0.2
"Jason Avant, KCWR",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0.5,6.7,0,0.2
"Nick Boyle, BalTE",@SF,Sun 4:25,0/0,0,0,0,0,0,0,0.4,4.1,0,0.2
"Brandon Tate, CinWRP",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.4,0,0.2
"Jim Dray, CleTE",Den,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.7,0,0.2
"Rob Housler, CleTE",Den,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.7,0,0.2
"Jeff Janis, GBWR",SD,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2.8,0,0.2
"Branden Oliver, SDRB",@GB,Sun 4:25,0/0,0,0,0,0.7,2.7,0,0.3,2.3,0,0.2
"James White, NERB",@Ind,Sun 8:30,0/0,0,0,0,0.2,0.9,0,0.3,2.4,0,0.1
"Darrel Young, WshRB",@NYJ,Sun 1:00,0/0,0,0,0,0.6,1.8,0,0.3,2.4,0,0.1
"Levine Toilolo, AtlTE",@NO,L 21-31,0/0,0,0,0,0,0,0,0.3,2.8,0,0.1
"Terron Ward, AtlRB",@NO,L 21-31,0/0,0,0,0,0.3,1.2,0,0.3,2.1,0,0.1
"Raheem Mostert, BalRB",@SF,Sun 4:25,0/0,0,0,0,0.5,2,0,0.1,1.1,0,0.1
"Denarius Moore, BufWR",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1
"Matthew Slater, NEWR",@Ind,Sun 8:30,0/0,0,0,0,0,0,0,0.3,3.6,0,0.1
"Clay Harbor, JaxTE",Hou,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.6,0,0.1
"Rex Burkhead, CinRB",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,0.6,4.9,0,0.1
"Khari Lee, ChiTE",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.5,0,0.1
"Michael Burton, DetRB",Chi,Sun 1:00,0/0,0,0,0,0.2,0.7,0,0.1,1.1,0,0.1
"Corey Fuller, DetWR",Chi,Sun 1:00,0/0,0,0,0,0,0,0,0.2,3,0,0.1
"Patrick DiMarco, AtlRB",@NO,L 21-31,0/0,0,0,0,0,0,0,0.2,2.2,0,0.1
"Bruce Miller, SFRB",Bal,Sun 4:25,0/0,0,0,0,0,0,0,0.4,3.7,0,0.1
"Marquise Goodwin, BufWR",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0.2,3.4,0,0.1

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Matt Spaeth, PitTE",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.1,0,0.1
"Joshua Bellamy, ChiWRQ",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.5,0,0.1
"Kellen Davis, NYJTE",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0.3,2.9,0,0.1
"Tommy Bohanon, NYJRB",Wsh,Sun 1:00,0/0,0,0,0,0.3,0.9,0,0.1,1,0,0.1
"Matthew Mulligan, BufTE",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.3,0,0.1
"Chris Gragg, BufTE",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"Juwan Thompson, DenRBQ",@Cle,Sun 1:00,0/0,0,0,0,0.3,1.2,0,0.1,1.1,0,0.1
"Jerome Felton, BufRB",Cin,Sun 1:00,0/0,0,0,0,0.3,0.8,0,0.1,1.1,0,0.1
"Michael Williams, NETE",@Ind,Sun 8:30,0/0,0,0,0,0,0,0,0.1,1.5,0,0.1
"Blake Bell, SFTE",Bal,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2.1,0,0.1
"Dri Archer, PitRB",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1
"John Phillips, SDTE",@GB,Sun 4:25,0/0,0,0,0,0,0,0,0.1,1.4,0,0.1
"David Johnson, SDTE",@GB,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0.1
"Brenton Bersin, CarWR",@Sea,Sun 4:05,0/0,0,0,0,0,0,0,0.2,2.3,0,0.1
"Jaron Brown, AriWR",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.2,0,0.1
"Tyler Kroft, CinTE",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.4,0,0.1
"Jay Prosch, HouRB",@Jax,Sun 1:00,0/0,0,0,0,0.3,0.9,0,0,0,0,0.1
"Cooper Helfet, SeaTE",Car,Sun 4:05,0/0,0,0,0,0,0,0,0.1,1,0,0.1
"Cameron Artis-Payne, CarRB",@Sea,Sun 4:05,0/0,0,0,0,0.8,2.5,0,0,0,0,0
"Demetrius Harris, KCTE",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.3,0,0
"Myles White, NYGWR",@Phi,Mon 8:30,0/0,0,0,0,0,0,0,0.1,1.7,0,0
"Ryan Hewitt, CinTE",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1,0,0
"Ricardo Lockette, SeaWR",Car,Sun 4:05,0/0,0,0,0,0,0,0,0.1,1.3,0,0
"Spencer Ware, KCRB",@Min,Sun 1:00,0/0,0,0,0,0.2,0.9,0,0,0,0,0
"Brittan Golden, AriWR",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Matt Hasselbeck, IndQB",NE,Sun 8:30,0.1/0.2,1.5,0,0,0,0,0,0,0,0,0
"Scott Tolzien, GBQB",SD,Sun 4:25,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Dwayne Bowe, CleWR",Den,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.2,0,0
"Malcolm Johnson, CleTE",Den,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.2,0,0
"Dan Orlovsky, DetQB",Chi,Sun 1:00,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Brock Osweiler, DenQB",@Cle,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Drew Stanton, AriQB",@Pit,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Will Johnson, PitRB",Ari,Sun 1:00,0/0,0,0,0,0.1,0.4,0,0,0,0,0
"Andre Roberts, WshWRQ",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Chad Henne, JaxQB",Hou,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Jimmy Garoppolo, NEQB",@Ind,Sun 8:30,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Kellen Clemens, SDQB",@GB,Sun 4:25,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Jimmy Clausen, ChiQB",@Det,Sun 1:00,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Matt Schaub, BalQB",@SF,Sun 4:25,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Zach Mettenberger, TenQB",Mia,Sun 1:00,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Mark Sanchez, PhiQB",NYG,Mon 8:30,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Luke McCown, NOQB",Atl,W 31-21,0.1/0.2,1.5,0,0,0,0,0,0,0,0,0
"Matt Moore, MiaQB",@Ten,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Ryan Mallett, HouQB",@Jax,Sun 1:00,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Sean Renfree, AtlQB",@NO,L 21-31,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Shaun Hill, MinQB",KC,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Geno Smith, NYJQB",Wsh,Sun 1:00,0.1/0.2,1.1,0,0,0,0.1,0,0,0,0,0
"Tarvaris Jackson, SeaQB",Car,Sun 4:05,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Shaun Draughn, CleRBQ",Den,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"DeAndrew White, SFWR",Bal,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"AJ McCarron, CinQB",@Buf,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Nelson Agholor*, PhiWRO",NYG,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Blaine Gabbert, SFQB",Bal,Sun 4:25,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Chase Daniel, KCQB",@Min,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Jacquizz Rodgers*, ChiRBIR",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Kenjon Barner, PhiRB",NYG,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Derek Anderson, CarQB",@Sea,Sun 4:05,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Ryan Nassib, NYGQB",@Phi,Mon 8:30,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Lorenzo Taliaferro*, BalRBIR",@SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Landry Jones, PitQB",Ari,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Chris Owusu, NYJWRD",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Josh Johnson, BufQB",Cin,Sun 1:00,0.1/0.2,1,0,0,0,0,0,0,0,0,0
"Steve Smith Sr., BalWRQ",@SF,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Jason Witten, DalTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Tony Romo*, DalQBIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Ben Roethlisberger*, PitQBO",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Vincent Jackson, TBWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Matt Cassel, DalQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Nate Washington*, HouWRO",@Jax,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Reggie Bush, SFRBD",Bal,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Devin Hester*, AtlWRIR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0
"Charlie Whitehurst, TenQB",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Bruce Gradkowski*, PitQBIR",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Marques Colston*, NOWRO",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0
"Daniel Fells*, NYGTEIR",@Phi,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Darren McFadden, DalRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jordy Nelson*, GBWRIR",SD,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Jerome Simpson, SFWRSSPD",Bal,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"DeSean Jackson, WshWRQ",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jamaal Charles*, KCRBIR",@Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Stevie Johnson, SDWRD",@GB,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Marcel Reece, OakRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Donald Brown, SDRB",@GB,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Jorvorskie Lane, TBRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Cedric Peerman, CinRB",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Marcus Thigpen, IndRB",NE,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Chase Coffman, TenTEP",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jared Cook, StLTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Kenny Britt, StLWRP",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Michael Crabtree, OakWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brandon Gibson*, NEWRIR",@Ind,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Brandon LaFell*, NEWRO",@Ind,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Louis Murphy, TBWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brandon Myers, TBTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Antone Smith, ChiRB",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
