Name,Position,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Greg Little,WR,3000,Cle@Cin 08:25PM ET,0.0,Cin,,,,,,,,,,,,
Joe Banyard,RB,3000,Jax@NYJ 01:00PM ET,0.0,Jax,,,,,,,,,,,,
Jeremy Kerley,WR,3000,Jax@NYJ 01:00PM ET,5.329,NYJ,6.5,8.6,7.57,8.4,6.52,6.53,4.7,6.97428571429,8.6,4.7,3.9,0.559197050389
Robert Turbin,RB,3000,Cle@Cin 08:25PM ET,2.933,Cle,3.5,4.0,3.86,3.8,2.92,1.59,4.719,3.48414285714,4.719,1.59,3.129,0.898068801509
Larry Donnell,TE,3000,NYG@TB 04:05PM ET,7.913,NYG,,17.4,,16.7,,9.33,,14.4766666667,17.4,9.33,8.07,0.557448768133
Bilal Powell,RB,3000,Jax@NYJ 01:00PM ET,7.36,NYJ,,6.4,8.05,6.7,8.96,0.37,3.872,5.72533333333,8.96,0.37,8.59,1.50034932464
Will Johnson,RB,3000,Oak@Pit 01:00PM ET,0.838,Pit,,,3.32,,,0.15,,1.735,3.32,0.15,3.17,1.82708933718
Bobby Rainey,RB,3000,NYG@TB 04:05PM ET,0.8,TB,,5.0,,5.4,,0.07,1.4184,2.9721,5.4,0.07,5.33,1.79334477306
Roy Helu Jr.,RB,3000,Oak@Pit 01:00PM ET,3.133,Oak,,5.6,6.86,5.7,1.34,0.08,,3.916,6.86,0.08,6.78,1.73135852911
Patrick DiMarco,RB,3000,Atl@SF 04:05PM ET,1.238,Atl,,,1.86,,1.08,0.14,,1.02666666667,1.86,0.14,1.72,1.67532467532
Austin Johnson,RB,3000,Ten@NO 01:00PM ET,1.567,NO,,,2.95,,1.87,0.04,,1.62,2.95,0.04,2.91,1.7962962963
Kenjon Barner,RB,3000,Phi@Dal 08:30PM ET,0.0,Phi,,,,,,0.08,,0.08,0.08,0.08,0.0,0.0
Brice Butler,WR,3000,Phi@Dal 08:30PM ET,3.45,Dal,,,,,,0.01,,0.01,0.01,0.01,0.0,0.0
Cole Beasley,WR,3000,Phi@Dal 08:30PM ET,5.914,Dal,4.5,4.8,5.58,4.4,3.59,5.36,3.871,4.58585714286,5.58,3.59,1.99,0.433942867823
Zach Line,RB,3000,StL@Min 01:00PM ET,2.8,Min,,,3.22,,,0.03,,1.625,3.22,0.03,3.19,1.96307692308
Griff Whalen,WR,3000,Den@Ind 04:25PM ET,2.8,Ind,,,,,3.18,2.92,,3.05,3.18,2.92,0.26,0.0852459016393
Brenton Bersin,WR,3000,GB@Car 01:00PM ET,2.34,Car,,,,,,,,,,,,
Keshawn Martin,WR,3000,Was@NE 01:00PM ET,7.167,NE,,,,,,0.16,2.8226,1.4913,2.8226,0.16,2.6626,1.78542211493
Myles White,WR,3000,NYG@TB 04:05PM ET,0.45,NYG,,,,,,,,,,,,
Jordan Todman,RB,3000,Oak@Pit 01:00PM ET,0.138,Pit,,,6.25,,3.1,0.22,,3.19,6.25,0.22,6.03,1.89028213166
Jarius Wright,WR,3000,StL@Min 01:00PM ET,4.557,Min,5.5,7.6,5.78,7.1,4.54,6.4,3.5916,5.78737142857,7.6,3.5916,4.0084,0.692611498929
Brandon Bolden,RB,3000,Was@NE 01:00PM ET,0.6,NE,,2.9,,3.3,,,1.08,2.42666666667,3.3,1.08,2.22,0.914835164835
Jonas Gray,RB,3000,Mia@Buf 01:00PM ET,5.08,Mia,3.5,2.7,3.16,2.5,4.42,2.42,2.3394,3.00562857143,4.42,2.3394,2.0806,0.692234569427
Russell Shepard,WR,3000,NYG@TB 04:05PM ET,0.4,TB,,,,,,2.98,,2.98,2.98,2.98,0.0,0.0
Zurlon Tipton,RB,3000,Den@Ind 04:25PM ET,0.18,Ind,,,,,,,,,,,,
Tommy Bohanon,RB,3000,Jax@NYJ 01:00PM ET,0.829,NYJ,,,2.34,,,0.32,,1.33,2.34,0.32,2.02,1.51879699248
Ryan Grant,WR,3000,Was@NE 01:00PM ET,6.057,Was,,,4.1,1.7,,2.66,4.928,3.347,4.928,1.7,3.228,0.964445772333
Markus Wheaton,WR,3000,Oak@Pit 01:00PM ET,5.838,Pit,3.0,3.7,5.85,2.9,8.46,9.61,4.389,5.41557142857,9.61,2.9,6.71,1.23901975784
Rex Burkhead,RB,3000,Cle@Cin 08:25PM ET,1.1,Cin,,,,,,1.05,,1.05,1.05,1.05,0.0,0.0
Benny Cunningham,RB,3000,StL@Min 01:00PM ET,5.643,StL,4.0,5.1,4.6,5.2,3.53,0.57,1.487,3.49814285714,5.2,0.57,4.63,1.3235594397
Kendall Gaskins,RB,3000,Atl@SF 04:05PM ET,4.3,SF,5.5,,10.54,,4.15,,10.504,7.6735,10.54,4.15,6.39,0.832736039617
Nikita Whitlock,RB,3000,NYG@TB 04:05PM ET,0.0,NYG,,,,,,0.01,,0.01,0.01,0.01,0.0,0.0
Zac Stacy,RB,3000,Jax@NYJ 01:00PM ET,4.583,NYJ,4.0,5.3,4.05,6.1,,4.42,2.767,4.4395,6.1,2.767,3.333,0.750760220746
Branden Oliver,RB,3000,Chi@SD 08:30PM ET,4.375,SD,,,,,,,,,,,,
Dri Archer,WR,3000,Oak@Pit 01:00PM ET,0.0,Pit,,2.3,,,,6.36,,4.33,6.36,2.3,4.06,0.937644341801
Rico Richardson,WR,3000,Ten@NO 01:00PM ET,0.0,Ten,,,,,,,,,,,,
Brandon Wegher,RB,3000,GB@Car 01:00PM ET,0.0,Car,,,,,,,,,,,,
Kevin Norwood,WR,3000,GB@Car 01:00PM ET,0.0,Car,,,,,,0.32,,0.32,0.32,0.32,0.0,0.0
Trey Watts,RB,3000,StL@Min 01:00PM ET,0.0,StL,,,,,,,,,,,,
Christine Michael,RB,3000,Phi@Dal 08:30PM ET,1.375,Dal,2.5,4.1,6.4,4.8,4.68,3.2,4.729,4.34414285714,6.4,2.5,3.9,0.897760531422
Denard Robinson,RB,3000,Jax@NYJ 01:00PM ET,3.55,Jax,3.5,5.3,3.84,5.4,2.56,0.64,2.346,3.36942857143,5.4,0.64,4.76,1.41270245061
Bennie Fowler,WR,3000,Den@Ind 04:25PM ET,3.114,Den,,,3.06,,1.16,2.25,3.958,2.607,3.958,1.16,2.798,1.07326428845
Jared Abbrederis,WR,3000,GB@Car 01:00PM ET,0.0,GB,,,,,,,,,,,,
Nick Williams,WR,3000,Atl@SF 04:05PM ET,2.686,Atl,,,,,,1.68,4.321,3.0005,4.321,1.68,2.641,0.880186635561
Devin Street,WR,3000,Phi@Dal 08:30PM ET,2.086,Dal,,,,,,1.08,2.229,1.6545,2.229,1.08,1.149,0.694469628286
Aaron Dobson,WR,3000,Was@NE 01:00PM ET,4.58,NE,,5.2,,4.6,,1.45,2.924,3.5435,5.2,1.45,3.75,1.0582757161
Bernard Pierce,RB,3000,Jax@NYJ 01:00PM ET,0.8,Jax,,0.6,,0.5,,0.01,,0.37,0.6,0.01,0.59,1.59459459459
Stedman Bailey,WR,3000,StL@Min 01:00PM ET,4.7,StL,4.5,5.2,5.48,5.7,4.39,8.12,3.011,5.20014285714,8.12,3.011,5.109,0.982473008983
Justin Hunter,WR,3000,Ten@NO 01:00PM ET,5.0,Ten,9.5,5.8,5.67,4.9,9.08,11.37,7.463,7.68328571429,11.37,4.9,6.47,0.842087648513
Kenny Stills,WR,3000,Mia@Buf 01:00PM ET,5.643,Mia,4.5,7.2,5.11,6.6,6.8,6.78,3.802,5.82742857143,7.2,3.802,3.398,0.5831045303
Jalston Fowler,RB,3000,Ten@NO 01:00PM ET,1.443,Ten,,,1.81,,,0.04,,0.925,1.81,0.04,1.77,1.91351351351
Kenbrell Thompkins,WR,3000,Jax@NYJ 01:00PM ET,10.1,NYJ,,,3.18,,3.72,,,3.45,3.72,3.18,0.54,0.15652173913
Roosevelt Nix,RB,3000,Oak@Pit 01:00PM ET,0.0,Pit,,,,,,,,,,,,
Rod Streater,WR,3000,Oak@Pit 01:00PM ET,1.8,Oak,,3.6,5.06,2.8,,1.73,,3.2975,5.06,1.73,3.33,1.00985595148
Marcus Murphy,RB,3000,Ten@NO 01:00PM ET,0.75,NO,,,,,,0.01,,0.01,0.01,0.01,0.0,0.0
Andre Williams,RB,3000,NYG@TB 04:05PM ET,2.838,NYG,,3.3,5.03,3.9,2.23,5.86,3.273,3.93216666667,5.86,2.23,3.63,0.923155173145
Rod Smith,RB,3000,Phi@Dal 08:30PM ET,0.25,Dal,,,,,,,,,,,,
Joshua Bellamy,WR,3000,Chi@SD 08:30PM ET,2.986,Chi,,,,,1.33,5.1,,3.215,5.1,1.33,3.77,1.17262830482
Neal Sterling,WR,3000,Jax@NYJ 01:00PM ET,0.0,Jax,,,,,,,,,,,,
Walt Powell,WR,3000,Oak@Pit 01:00PM ET,0.0,Oak,,,,,,,,,,,,
Malcolm Johnson,RB,3000,Cle@Cin 08:25PM ET,0.55,Cle,,,,,1.46,0.04,1.074,0.858,1.46,0.04,1.42,1.65501165501
Juwan Thompson,RB,3000,Den@Ind 04:25PM ET,0.6,Den,,0.7,,0.6,,0.25,1.198,0.687,1.198,0.25,0.948,1.37991266376
James White,RB,3000,Was@NE 01:00PM ET,2.283,NE,,6.2,,7.0,,0.82,1.009,3.75725,7.0,0.82,6.18,1.64482001464
Brandon Coleman,WR,3000,Ten@NO 01:00PM ET,4.013,NO,4.0,6.8,5.99,6.4,1.07,2.76,2.973,4.28471428571,6.8,1.07,5.73,1.33731203948
DeAndrew White,WR,3000,Atl@SF 04:05PM ET,1.267,SF,,,,,,,,,,,,
Matt Hazel,WR,3000,Mia@Buf 01:00PM ET,0.0,Mia,,,,,,,,,,,,
Justin Hardy,WR,3000,Atl@SF 04:05PM ET,4.1,Atl,4.5,1.6,,1.8,6.37,5.7,4.98,4.15833333333,6.37,1.6,4.77,1.14709418838
Andre Holmes,WR,3000,Oak@Pit 01:00PM ET,4.957,Oak,,3.2,5.57,2.6,2.86,5.32,3.38,3.82166666667,5.57,2.6,2.97,0.777147841256
Geremy Davis,WR,3000,NYG@TB 04:05PM ET,0.513,NYG,,,,,,2.62,,2.62,2.62,2.62,0.0,0.0
Jamize Olawale,RB,3000,Oak@Pit 01:00PM ET,1.42,Oak,,,,,,,,,,,,
Cameron Meredith,WR,3000,Chi@SD 08:30PM ET,3.5,Chi,,,8.32,,,6.46,1.078,5.286,8.32,1.078,7.242,1.37003405221
Jerick McKinnon,RB,3000,StL@Min 01:00PM ET,2.071,Min,2.5,3.0,1.96,3.2,2.27,2.24,1.7672,2.4196,3.2,1.7672,1.4328,0.592163994049
Corey Brown,WR,3000,GB@Car 01:00PM ET,6.8,Car,,6.0,5.45,6.2,6.81,2.85,,5.462,6.81,2.85,3.96,0.725009154156
Terron Ward,RB,3000,Atl@SF 04:05PM ET,2.888,Atl,,2.6,,2.9,1.08,,2.224,2.201,2.9,1.08,1.82,0.826896865061
Quinton Patton,WR,3000,Atl@SF 04:05PM ET,4.55,SF,2.0,,2.96,,1.2,5.13,4.818,3.2216,5.13,1.2,3.93,1.21989073752
Quan Bray,WR,3000,Den@Ind 04:25PM ET,0.0,Ind,,,,,,,,,,,,
Sammie Coates,WR,3000,Oak@Pit 01:00PM ET,0.42,Pit,,1.6,,1.8,,0.15,1.384,1.2335,1.8,0.15,1.65,1.33765707337
Ka'Deem Carey,RB,3000,Chi@SD 08:30PM ET,0.0,Chi,,3.1,3.44,3.4,2.65,9.44,2.254,4.04733333333,9.44,2.254,7.186,1.77549003459
Terrance West,RB,3000,Ten@NO 01:00PM ET,1.55,Ten,,1.3,,1.1,,0.03,,0.81,1.3,0.03,1.27,1.56790123457
Phillip Dorsett,WR,3000,Den@Ind 04:25PM ET,4.729,Ind,,,,,,,,,,,,
Rashad Ross,WR,3000,Was@NE 01:00PM ET,3.1,Was,,,,,,,,,,,,
Marqise Lee,WR,3000,Jax@NYJ 01:00PM ET,4.1,Jax,,9.7,4.96,8.9,,2.4,1.98,5.588,9.7,1.98,7.72,1.38153185397
Adam Humphries,WR,3000,NYG@TB 04:05PM ET,1.95,TB,,,,,5.16,5.39,,5.275,5.39,5.16,0.23,0.0436018957346
DeVante Parker,WR,3000,Mia@Buf 01:00PM ET,1.271,Mia,2.0,3.0,2.79,2.5,,0.21,2.774,2.21233333333,3.0,0.21,2.79,1.26111194817
Alonzo Harris,RB,3000,GB@Car 01:00PM ET,0.475,GB,,,,,,0.02,,0.02,0.02,0.02,0.0,0.0
Bruce Ellington,WR,3000,Atl@SF 04:05PM ET,2.24,SF,,2.9,2.62,2.5,,0.48,,2.125,2.9,0.48,2.42,1.13882352941
Aaron Ripkowski,RB,3000,GB@Car 01:00PM ET,0.0,GB,,,,,,,,,,,,
Bradley Marquez,WR,3000,StL@Min 01:00PM ET,0.214,StL,,,,,,,,,,,,
Devin Smith,WR,3000,Jax@NYJ 01:00PM ET,3.0,NYJ,,3.2,,2.6,,5.32,,3.70666666667,5.32,2.6,2.72,0.73381294964
Josh Robinson,RB,3000,Den@Ind 04:25PM ET,2.44,Ind,,2.0,,2.8,,0.04,,1.61333333333,2.8,0.04,2.76,1.71074380165
Richard Rodgers,TE,3000,GB@Car 01:00PM ET,8.371,GB,6.5,16.0,5.96,15.0,9.83,7.07,7.449,9.687,16.0,5.96,10.04,1.03644059048
Cody Latimer,WR,3000,Den@Ind 04:25PM ET,0.0,Den,,1.6,,1.8,,,,1.7,1.8,1.6,0.2,0.117647058824
Cordarrelle Patterson,WR,3000,StL@Min 01:00PM ET,0.557,Min,,5.9,,5.5,,0.01,,3.80333333333,5.9,0.01,5.89,1.54864154251
Damien Williams,RB,3000,Mia@Buf 01:00PM ET,3.0,Mia,,1.9,4.46,2.4,,1.2,2.069,2.4058,4.46,1.2,3.26,1.35505860836
Devin Funchess,WR,3000,GB@Car 01:00PM ET,2.286,Car,2.5,5.2,4.63,4.6,4.29,6.03,1.352,4.086,6.03,1.352,4.678,1.14488497308
Seth Roberts,WR,3000,Oak@Pit 01:00PM ET,4.529,Oak,,,3.67,,3.57,10.15,,5.79666666667,10.15,3.57,6.58,1.13513513514
Cameron Artis-Payne,RB,3000,GB@Car 01:00PM ET,0.775,Car,,2.0,,2.6,,0.62,,1.74,2.6,0.62,1.98,1.13793103448
Lucky Whitehead,WR,3000,Phi@Dal 08:30PM ET,0.733,Dal,,,,,,,,,,,,
Adam Thielen,WR,3000,StL@Min 01:00PM ET,2.943,Min,,,,,,2.83,,2.83,2.83,2.83,0.0,0.0
Khiry Robinson,RB,3000,Ten@NO 01:00PM ET,8.813,NO,,,,,,,,,,,,
Mario Alford,WR,3000,Cle@Cin 08:25PM ET,0.0,Cin,,,,,,,,,,,,
Taylor Gabriel,WR,3000,Cle@Cin 08:25PM ET,5.425,Cle,4.0,3.6,5.31,3.8,9.11,8.02,4.307,5.44957142857,9.11,3.6,5.51,1.01108868325
Donteea Dye,WR,3000,NYG@TB 04:05PM ET,3.033,TB,5.0,,5.98,,6.41,0.24,5.019,4.5298,6.41,0.24,6.17,1.36209104155
Bills ,DST,2900,Mia@Buf 01:00PM ET,6.571,Buf,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0
Dolphins ,DST,2900,Mia@Buf 01:00PM ET,7.143,Mia,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,0.0,0.0
Kyle Rudolph,TE,2900,StL@Min 01:00PM ET,7.5,Min,4.0,11.8,6.98,11.9,6.4,9.94,7.467,8.35528571429,11.9,4.0,7.9,0.945509258468
Jaguars ,DST,2800,Jax@NYJ 01:00PM ET,6.0,Jax,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0
Vernon Davis,TE,2800,Atl@SF 04:05PM ET,6.233,SF,4.0,6.8,2.21,6.4,8.13,5.74,8.004,5.89771428571,8.13,2.21,5.92,1.00377870361
Coby Fleener,TE,2800,Den@Ind 04:25PM ET,8.6,Ind,6.5,5.6,8.12,5.8,9.07,8.9,7.913,7.41471428571,9.07,5.6,3.47,0.467988362908
Austin Seferian-Jenkins,TE,2800,NYG@TB 04:05PM ET,17.95,TB,8.5,17.4,9.94,16.7,10.81,9.16,7.243,11.3932857143,17.4,7.243,10.157,0.891489975299
Cowboys ,DST,2700,Phi@Dal 08:30PM ET,5.0,Dal,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0
Giants ,DST,2700,NYG@TB 04:05PM ET,9.25,NYG,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0
Eagles ,DST,2700,Phi@Dal 08:30PM ET,10.286,Phi,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,0.0,0.0
Heath Miller,TE,2700,Oak@Pit 01:00PM ET,8.163,Pit,10.0,10.8,8.69,11.4,11.07,13.89,11.044,10.9848571429,13.89,8.69,5.2,0.473378937238
Chris Gragg,TE,2700,Mia@Buf 01:00PM ET,4.6,Buf,4.0,3.2,,3.6,,0.04,2.921,2.7522,4.0,0.04,3.96,1.43884892086
Titans ,DST,2600,Ten@NO 01:00PM ET,6.571,Ten,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,0.0,0.0
Steelers ,DST,2600,Oak@Pit 01:00PM ET,8.125,Pit,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0
Chargers ,DST,2600,Chi@SD 08:30PM ET,3.125,SD,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.0,0.0
Owen Daniels,TE,2600,Den@Ind 04:25PM ET,5.986,Den,6.5,12.2,5.71,12.1,4.34,6.71,2.94,7.21428571429,12.2,2.94,9.26,1.28356435644
Jared Cook,TE,2600,StL@Min 01:00PM ET,6.357,StL,7.5,8.4,6.63,8.2,7.03,9.79,5.958,7.644,9.79,5.958,3.832,0.501308215594
Clive Walford,TE,2600,Oak@Pit 01:00PM ET,3.186,Oak,2.0,1.4,2.32,1.7,5.13,3.56,3.669,2.82557142857,5.13,1.4,3.73,1.32008696092
Redskins ,DST,2500,Was@NE 01:00PM ET,7.429,Was,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,0.0,0.0
Craig Stevens,TE,2500,Ten@NO 01:00PM ET,1.457,Ten,,,,,1.03,0.21,1.948,1.06266666667,1.948,0.21,1.738,1.63550815558
Marcedes Lewis,TE,2500,Jax@NYJ 01:00PM ET,2.014,Jax,,6.4,2.55,6.2,4.19,4.6,1.423,4.22716666667,6.4,1.423,4.977,1.17738437882
Scott Chandler,TE,2500,Was@NE 01:00PM ET,4.3,NE,2.0,7.4,4.2,6.7,4.41,3.88,3.676,4.60942857143,7.4,2.0,5.4,1.1715118081
Matt Spaeth,TE,2500,Oak@Pit 01:00PM ET,0.2,Pit,,,,,,0.15,1.027,0.5885,1.027,0.15,0.877,1.49022939677
Clark Harris,TE,2500,Cle@Cin 08:25PM ET,0.0,Cin,,,,,,,,,,,,
Anthony Fasano,TE,2500,Ten@NO 01:00PM ET,4.986,Ten,,4.6,4.52,4.3,4.04,3.7,4.587,4.29116666667,4.6,3.7,0.9,0.209733172797
Brent Celek,TE,2500,Phi@Dal 08:30PM ET,3.729,Phi,2.0,2.6,5.58,2.3,1.5,4.83,2.377,3.02671428571,5.58,1.5,4.08,1.34799641289
Zach Miller,TE,2500,Chi@SD 08:30PM ET,0.929,Chi,,,,1.8,1.8,0.18,,1.26,1.8,0.18,1.62,1.28571428571
Kellen Davis,TE,2500,Jax@NYJ 01:00PM ET,1.014,NYJ,,,6.09,,,0.07,1.852,2.67066666667,6.09,0.07,6.02,2.25411882177
Brandon Myers,TE,2500,NYG@TB 04:05PM ET,2.6,TB,4.0,2.4,2.28,3.2,1.72,5.14,2.902,3.09171428571,5.14,1.72,3.42,1.10618242307
Tony Moeaki,TE,2500,Atl@SF 04:05PM ET,0.525,Atl,,,,,,,2.116,2.116,2.116,2.116,0.0,0.0
David Johnson,TE,2500,Chi@SD 08:30PM ET,0.025,SD,,,,,,,,,,,,
Clay Harbor,TE,2500,Jax@NYJ 01:00PM ET,3.4,Jax,,6.6,,7.3,,0.6,,4.83333333333,7.3,0.6,6.7,1.38620689655
Ed Dickson,TE,2500,GB@Car 01:00PM ET,2.757,Car,2.0,3.8,3.85,3.9,3.01,2.98,3.281,3.26014285714,3.9,2.0,1.9,0.58279654704
Andrew DePaola,TE,2500,NYG@TB 04:05PM ET,0.0,TB,,,,,,,,,,,,
Anthony McCoy,TE,2500,Was@NE 01:00PM ET,0.0,Was,,,,,,,,,,,,
Jim Dray,TE,2500,Cle@Cin 08:25PM ET,0.875,Cle,,,4.09,,3.04,0.58,,2.57,4.09,0.58,3.51,1.36575875486
Virgil Green,TE,2500,Den@Ind 04:25PM ET,3.129,Den,,4.4,4.45,4.2,,0.23,1.097,2.8754,4.45,0.23,4.22,1.46762189608
John Phillips,TE,2500,Chi@SD 08:30PM ET,2.4,SD,,,5.65,,3.14,0.01,,2.93333333333,5.65,0.01,5.64,1.92272727273
Richard Gordon,TE,2500,Den@Ind 04:25PM ET,0.0,Den,,,,,,,,,,,,
Rob Housler,TE,2500,Cle@Cin 08:25PM ET,0.267,Cle,,,,,,,,,,,,
Kyle Nelson,TE,2500,Atl@SF 04:05PM ET,0.0,SF,,,,,,,,,,,,
Matthew Mulligan,TE,2500,Mia@Buf 01:00PM ET,0.171,Buf,,,,,,,,,,,,
Lance Kendricks,TE,2500,StL@Min 01:00PM ET,4.033,StL,2.0,1.4,5.15,1.7,3.84,2.68,3.05,2.83142857143,5.15,1.4,3.75,1.324419778
Jeff Cumberland,TE,2500,Jax@NYJ 01:00PM ET,1.217,NYJ,1.5,5.4,,5.7,3.0,6.8,1.086,3.91433333333,6.8,1.086,5.714,1.45976326322
Michael Hoomanawanui,TE,2500,Ten@NO 01:00PM ET,2.583,NO,,,,,2.51,0.01,1.391,1.30366666667,2.51,0.01,2.5,1.91766811557
Lee Smith,TE,2500,Oak@Pit 01:00PM ET,1.5,Oak,,,3.47,,2.29,1.97,,2.57666666667,3.47,1.97,1.5,0.582147477361
Luke Stocker,TE,2500,NYG@TB 04:05PM ET,1.04,TB,,,,,,0.03,,0.03,0.03,0.03,0.0,0.0
Rhett Ellison,TE,2500,StL@Min 01:00PM ET,0.567,Min,,,3.77,,,3.22,,3.495,3.77,3.22,0.55,0.157367668097
Garrett Celek,TE,2500,Atl@SF 04:05PM ET,4.363,SF,6.0,2.6,5.5,3.3,7.85,6.42,6.691,5.48014285714,7.85,2.6,5.25,0.958004223039
James Hanna,TE,2500,Phi@Dal 08:30PM ET,0.86,Dal,,,,,1.25,3.62,,2.435,3.62,1.25,2.37,0.973305954825
Jake Stoneburner,TE,2500,Mia@Buf 01:00PM ET,5.425,Mia,,1.2,5.37,1.6,,,1.05,2.305,5.37,1.05,4.32,1.87418655098
Mychal Rivera,TE,2500,Oak@Pit 01:00PM ET,2.643,Oak,4.0,6.0,4.32,6.0,3.99,5.21,4.207,4.81814285714,6.0,3.99,2.01,0.417173184689
Cory Harkey,TE,2500,StL@Min 01:00PM ET,0.4,StL,,,,,,0.02,,0.02,0.02,0.02,0.0,0.0
Beau Brinkley,TE,2500,Ten@NO 01:00PM ET,0.0,Ten,,,,,,,,,,,,
Dwayne Allen,TE,2500,Den@Ind 04:25PM ET,3.75,Ind,4.5,5.0,5.07,4.5,4.16,4.14,2.526,4.27085714286,5.07,2.526,2.544,0.595664971903
Kevin McDermott,TE,2500,StL@Min 01:00PM ET,0.0,Min,,,,,,,,,,,,
Michael Williams,TE,2500,Was@NE 01:00PM ET,0.557,NE,,,,,,0.01,,0.01,0.01,0.01,0.0,0.0
Josh Hill,TE,2500,Ten@NO 01:00PM ET,2.575,NO,2.0,1.4,6.28,1.7,3.61,3.31,2.908,3.02971428571,6.28,1.4,4.88,1.61071293851
Jack Doyle,TE,2500,Den@Ind 04:25PM ET,1.238,Ind,,,,,1.06,0.14,,0.6,1.06,0.14,0.92,1.53333333333
Vance McDonald,TE,2500,Atl@SF 04:05PM ET,1.643,SF,,,2.59,,4.34,0.14,1.962,2.258,4.34,0.14,4.2,1.86005314438
Justin Perillo,TE,2500,GB@Car 01:00PM ET,2.35,GB,,,,,2.07,,,2.07,2.07,2.07,0.0,0.0
Ryan Hewitt,TE,2500,Cle@Cin 08:25PM ET,0.829,Cin,,,2.41,,,0.91,,1.66,2.41,0.91,1.5,0.903614457831
Levine Toilolo,TE,2500,Atl@SF 04:05PM ET,1.313,Atl,,,5.57,,1.02,0.18,1.452,2.0555,5.57,0.18,5.39,2.62223303333
Justice Cunningham,TE,2500,StL@Min 01:00PM ET,0.0,StL,,,,,,,,,,,,
Gavin Escobar,TE,2500,Phi@Dal 08:30PM ET,1.629,Dal,2.0,5.0,4.29,4.5,,0.2,1.315,2.88416666667,5.0,0.2,4.8,1.66425888472
Dion Sims,TE,2500,Mia@Buf 01:00PM ET,3.9,Mia,,1.4,3.43,1.7,4.53,3.48,2.826,2.89433333333,4.53,1.4,3.13,1.08142347115
Nic Jacobs,TE,2500,Jax@NYJ 01:00PM ET,0.0,Jax,,,,,,,,,,,,
Brandon Williams,TE,2500,Mia@Buf 01:00PM ET,0.0,Mia,,,,,,,,,,,,
Trey Burton,TE,2500,Phi@Dal 08:30PM ET,0.0,Phi,,,,,,,,,,,,
Blake Bell,TE,2500,Atl@SF 04:05PM ET,0.783,SF,,,,,1.93,,,1.93,1.93,1.93,0.0,0.0
MyCole Pruitt,TE,2500,StL@Min 01:00PM ET,0.829,Min,,1.4,,1.7,,,,1.55,1.7,1.4,0.3,0.193548387097
Cameron Brate,TE,2500,NYG@TB 04:05PM ET,3.22,TB,,,,,,,2.442,2.442,2.442,2.442,0.0,0.0
Will Tye,TE,2500,NYG@TB 04:05PM ET,2.94,NYG,6.0,,3.58,,7.36,,6.258,5.7995,7.36,3.58,3.78,0.65178032589
Chase Ford,TE,2500,StL@Min 01:00PM ET,0.0,Min,,1.6,,1.8,,0.01,,1.13666666667,1.8,0.01,1.79,1.57478005865
Scott Simonson,TE,2500,GB@Car 01:00PM ET,0.0,Car,,,,,,,,,,,,
Tyler Kroft,TE,2500,Cle@Cin 08:25PM ET,0.0,Cin,,1.4,,1.7,,,,1.55,1.7,1.4,0.3,0.193548387097
C.J. Uzomah,TE,2500,Cle@Cin 08:25PM ET,0.0,Cin,,,,,,,,,,,,
Kennard Backman,TE,2500,GB@Car 01:00PM ET,0.0,GB,,1.2,,1.6,,0.01,,0.936666666667,1.6,0.01,1.59,1.6975088968
Phillip Supernaw,TE,2500,Ten@NO 01:00PM ET,0.0,Ten,,,,,,,1.074,1.074,1.074,1.074,0.0,0.0
Jesse James,TE,2500,Oak@Pit 01:00PM ET,0.0,Pit,,,,,,1.03,,1.03,1.03,1.03,0.0,0.0
Derek Carrier,TE,2500,Was@NE 01:00PM ET,4.1,Was,,2.6,2.23,3.3,2.7,2.8,2.813,2.7405,3.3,2.23,1.07,0.390439700785
Geoff Swaim,TE,2500,Phi@Dal 08:30PM ET,0.5,Dal,,,,,,,,,,,,
E.J. Bibbs,TE,2500,Cle@Cin 08:25PM ET,0.0,Cle,,,,,,,,,,,,
Khari Lee,TE,2500,Chi@SD 08:30PM ET,0.0,Chi,,,,,,0.02,,0.02,0.02,0.02,0.0,0.0
Bears ,DST,2400,Chi@SD 08:30PM ET,3.714,Chi,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,0.0,0.0
Buccaneers ,DST,2400,NYG@TB 04:05PM ET,7.571,TB,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,0.0,0.0
