,0,1,2,WR
457,"['A.J. Green', 7600, 23.0]","['Brandon Marshall', 7100, 22.0]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'Brandon Marshall', 7100, 22.0, 'Andrew Hawkins', 3000, 8.0]"
458,"['A.J. Green', 7600, 23.0]","['Brandon Marshall', 7100, 22.0]","['Michael Floyd', 3000, 6.5]","['A.J. Green', 7600, 23.0, 'Brandon Marshall', 7100, 22.0, 'Michael Floyd', 3000, 6.5]"
459,"['A.J. Green', 7600, 23.0]","['Brandon Marshall', 7100, 22.0]","['Marlon Brown', 3000, 7.0]","['A.J. Green', 7600, 23.0, 'Brandon Marshall', 7100, 22.0, 'Marlon Brown', 3000, 7.0]"
460,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['T.Y. Hilton', 6500, 20.5]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'T.Y. Hilton', 6500, 20.5]"
461,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Jarvis Landry', 6200, 20.5]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Jarvis Landry', 6200, 20.5]"
462,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Allen Robinson', 5900, 20.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Allen Robinson', 5900, 20.0]"
463,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Allen Hurns', 5000, 18.5]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Allen Hurns', 5000, 18.5]"
464,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Eric Decker', 4900, 19.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Eric Decker', 4900, 19.0]"
465,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Mike Wallace', 4500, 18.5]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Mike Wallace', 4500, 18.5]"
466,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Anquan Boldin', 4300, 21.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Anquan Boldin', 4300, 21.0]"
467,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Kamar Aiken', 4300, 13.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Kamar Aiken', 4300, 13.0]"
468,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Rishard Matthews', 4200, 13.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Rishard Matthews', 4200, 13.0]"
469,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Doug Baldwin', 4100, 9.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Doug Baldwin', 4100, 9.0]"
470,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Marvin Jones', 3500, 10.5]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Marvin Jones', 3500, 10.5]"
471,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Ted Ginn Jr.', 3400, 9.5]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Ted Ginn Jr.', 3400, 9.5]"
472,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Malcom Floyd', 3400, 8.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Malcom Floyd', 3400, 8.0]"
473,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Cecil Shorts III', 3200, 8.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Cecil Shorts III', 3200, 8.0]"
474,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Josh Huff', 3100, 8.5]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Josh Huff', 3100, 8.5]"
475,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Andrew Hawkins', 3000, 8.0]"
476,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Michael Floyd', 3000, 6.5]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Michael Floyd', 3000, 6.5]"
477,"['A.J. Green', 7600, 23.0]","['Larry Fitzgerald', 7000, 23.0]","['Marlon Brown', 3000, 7.0]","['A.J. Green', 7600, 23.0, 'Larry Fitzgerald', 7000, 23.0, 'Marlon Brown', 3000, 7.0]"
478,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Jarvis Landry', 6200, 20.5]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Jarvis Landry', 6200, 20.5]"
479,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Allen Robinson', 5900, 20.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Allen Robinson', 5900, 20.0]"
480,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Allen Hurns', 5000, 18.5]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Allen Hurns', 5000, 18.5]"
481,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Eric Decker', 4900, 19.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Eric Decker', 4900, 19.0]"
482,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Mike Wallace', 4500, 18.5]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Mike Wallace', 4500, 18.5]"
483,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Anquan Boldin', 4300, 21.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Anquan Boldin', 4300, 21.0]"
484,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Kamar Aiken', 4300, 13.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Kamar Aiken', 4300, 13.0]"
485,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Rishard Matthews', 4200, 13.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Rishard Matthews', 4200, 13.0]"
486,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Doug Baldwin', 4100, 9.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Doug Baldwin', 4100, 9.0]"
487,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Marvin Jones', 3500, 10.5]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Marvin Jones', 3500, 10.5]"
488,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Ted Ginn Jr.', 3400, 9.5]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Ted Ginn Jr.', 3400, 9.5]"
489,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Malcom Floyd', 3400, 8.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Malcom Floyd', 3400, 8.0]"
490,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Cecil Shorts III', 3200, 8.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Cecil Shorts III', 3200, 8.0]"
491,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Josh Huff', 3100, 8.5]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Josh Huff', 3100, 8.5]"
492,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Andrew Hawkins', 3000, 8.0]"
493,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Michael Floyd', 3000, 6.5]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Michael Floyd', 3000, 6.5]"
494,"['A.J. Green', 7600, 23.0]","['T.Y. Hilton', 6500, 20.5]","['Marlon Brown', 3000, 7.0]","['A.J. Green', 7600, 23.0, 'T.Y. Hilton', 6500, 20.5, 'Marlon Brown', 3000, 7.0]"
495,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Allen Robinson', 5900, 20.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Allen Robinson', 5900, 20.0]"
496,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Allen Hurns', 5000, 18.5]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Allen Hurns', 5000, 18.5]"
497,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Eric Decker', 4900, 19.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Eric Decker', 4900, 19.0]"
498,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Mike Wallace', 4500, 18.5]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Mike Wallace', 4500, 18.5]"
499,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Anquan Boldin', 4300, 21.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Anquan Boldin', 4300, 21.0]"
500,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Kamar Aiken', 4300, 13.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Kamar Aiken', 4300, 13.0]"
501,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Rishard Matthews', 4200, 13.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Rishard Matthews', 4200, 13.0]"
502,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Doug Baldwin', 4100, 9.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Doug Baldwin', 4100, 9.0]"
503,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Marvin Jones', 3500, 10.5]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Marvin Jones', 3500, 10.5]"
504,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Ted Ginn Jr.', 3400, 9.5]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Ted Ginn Jr.', 3400, 9.5]"
505,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Malcom Floyd', 3400, 8.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Malcom Floyd', 3400, 8.0]"
506,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Cecil Shorts III', 3200, 8.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Cecil Shorts III', 3200, 8.0]"
507,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Josh Huff', 3100, 8.5]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Josh Huff', 3100, 8.5]"
508,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Andrew Hawkins', 3000, 8.0]"
509,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Michael Floyd', 3000, 6.5]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Michael Floyd', 3000, 6.5]"
510,"['A.J. Green', 7600, 23.0]","['Jarvis Landry', 6200, 20.5]","['Marlon Brown', 3000, 7.0]","['A.J. Green', 7600, 23.0, 'Jarvis Landry', 6200, 20.5, 'Marlon Brown', 3000, 7.0]"
511,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Allen Hurns', 5000, 18.5]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Allen Hurns', 5000, 18.5]"
512,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Eric Decker', 4900, 19.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Eric Decker', 4900, 19.0]"
513,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Mike Wallace', 4500, 18.5]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Mike Wallace', 4500, 18.5]"
514,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Anquan Boldin', 4300, 21.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Anquan Boldin', 4300, 21.0]"
515,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Kamar Aiken', 4300, 13.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Kamar Aiken', 4300, 13.0]"
516,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Rishard Matthews', 4200, 13.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Rishard Matthews', 4200, 13.0]"
517,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Doug Baldwin', 4100, 9.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Doug Baldwin', 4100, 9.0]"
518,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Marvin Jones', 3500, 10.5]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Marvin Jones', 3500, 10.5]"
519,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Ted Ginn Jr.', 3400, 9.5]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Ted Ginn Jr.', 3400, 9.5]"
520,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Malcom Floyd', 3400, 8.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Malcom Floyd', 3400, 8.0]"
521,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Cecil Shorts III', 3200, 8.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Cecil Shorts III', 3200, 8.0]"
522,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Josh Huff', 3100, 8.5]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Josh Huff', 3100, 8.5]"
523,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Andrew Hawkins', 3000, 8.0]"
524,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Michael Floyd', 3000, 6.5]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Michael Floyd', 3000, 6.5]"
525,"['A.J. Green', 7600, 23.0]","['Allen Robinson', 5900, 20.0]","['Marlon Brown', 3000, 7.0]","['A.J. Green', 7600, 23.0, 'Allen Robinson', 5900, 20.0, 'Marlon Brown', 3000, 7.0]"
526,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Eric Decker', 4900, 19.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Eric Decker', 4900, 19.0]"
527,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Mike Wallace', 4500, 18.5]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Mike Wallace', 4500, 18.5]"
528,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Anquan Boldin', 4300, 21.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Anquan Boldin', 4300, 21.0]"
529,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Kamar Aiken', 4300, 13.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Kamar Aiken', 4300, 13.0]"
530,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Rishard Matthews', 4200, 13.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Rishard Matthews', 4200, 13.0]"
531,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Doug Baldwin', 4100, 9.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Doug Baldwin', 4100, 9.0]"
532,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Marvin Jones', 3500, 10.5]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Marvin Jones', 3500, 10.5]"
533,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Ted Ginn Jr.', 3400, 9.5]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Ted Ginn Jr.', 3400, 9.5]"
534,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Malcom Floyd', 3400, 8.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Malcom Floyd', 3400, 8.0]"
535,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Cecil Shorts III', 3200, 8.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Cecil Shorts III', 3200, 8.0]"
536,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Josh Huff', 3100, 8.5]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Josh Huff', 3100, 8.5]"
537,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Andrew Hawkins', 3000, 8.0]"
538,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Michael Floyd', 3000, 6.5]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Michael Floyd', 3000, 6.5]"
539,"['A.J. Green', 7600, 23.0]","['Allen Hurns', 5000, 18.5]","['Marlon Brown', 3000, 7.0]","['A.J. Green', 7600, 23.0, 'Allen Hurns', 5000, 18.5, 'Marlon Brown', 3000, 7.0]"
540,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Mike Wallace', 4500, 18.5]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Mike Wallace', 4500, 18.5]"
541,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Anquan Boldin', 4300, 21.0]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Anquan Boldin', 4300, 21.0]"
542,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Kamar Aiken', 4300, 13.0]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Kamar Aiken', 4300, 13.0]"
543,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Rishard Matthews', 4200, 13.0]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Rishard Matthews', 4200, 13.0]"
544,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Doug Baldwin', 4100, 9.0]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Doug Baldwin', 4100, 9.0]"
545,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Marvin Jones', 3500, 10.5]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Marvin Jones', 3500, 10.5]"
546,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Ted Ginn Jr.', 3400, 9.5]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Ted Ginn Jr.', 3400, 9.5]"
547,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Malcom Floyd', 3400, 8.0]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Malcom Floyd', 3400, 8.0]"
548,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Cecil Shorts III', 3200, 8.0]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Cecil Shorts III', 3200, 8.0]"
549,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Josh Huff', 3100, 8.5]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Josh Huff', 3100, 8.5]"
550,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Andrew Hawkins', 3000, 8.0]"
551,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Michael Floyd', 3000, 6.5]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Michael Floyd', 3000, 6.5]"
552,"['A.J. Green', 7600, 23.0]","['Eric Decker', 4900, 19.0]","['Marlon Brown', 3000, 7.0]","['A.J. Green', 7600, 23.0, 'Eric Decker', 4900, 19.0, 'Marlon Brown', 3000, 7.0]"
553,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Anquan Boldin', 4300, 21.0]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Anquan Boldin', 4300, 21.0]"
554,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Kamar Aiken', 4300, 13.0]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Kamar Aiken', 4300, 13.0]"
555,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Rishard Matthews', 4200, 13.0]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Rishard Matthews', 4200, 13.0]"
556,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Doug Baldwin', 4100, 9.0]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Doug Baldwin', 4100, 9.0]"
557,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Marvin Jones', 3500, 10.5]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Marvin Jones', 3500, 10.5]"
558,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Ted Ginn Jr.', 3400, 9.5]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Ted Ginn Jr.', 3400, 9.5]"
559,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Malcom Floyd', 3400, 8.0]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Malcom Floyd', 3400, 8.0]"
560,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Cecil Shorts III', 3200, 8.0]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Cecil Shorts III', 3200, 8.0]"
561,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Josh Huff', 3100, 8.5]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Josh Huff', 3100, 8.5]"
562,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Andrew Hawkins', 3000, 8.0]"
563,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Michael Floyd', 3000, 6.5]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Michael Floyd', 3000, 6.5]"
564,"['A.J. Green', 7600, 23.0]","['Mike Wallace', 4500, 18.5]","['Marlon Brown', 3000, 7.0]","['A.J. Green', 7600, 23.0, 'Mike Wallace', 4500, 18.5, 'Marlon Brown', 3000, 7.0]"
565,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Kamar Aiken', 4300, 13.0]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Kamar Aiken', 4300, 13.0]"
566,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Rishard Matthews', 4200, 13.0]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Rishard Matthews', 4200, 13.0]"
567,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Doug Baldwin', 4100, 9.0]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Doug Baldwin', 4100, 9.0]"
568,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Marvin Jones', 3500, 10.5]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Marvin Jones', 3500, 10.5]"
569,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Ted Ginn Jr.', 3400, 9.5]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Ted Ginn Jr.', 3400, 9.5]"
570,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Malcom Floyd', 3400, 8.0]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Malcom Floyd', 3400, 8.0]"
571,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Cecil Shorts III', 3200, 8.0]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Cecil Shorts III', 3200, 8.0]"
572,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Josh Huff', 3100, 8.5]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Josh Huff', 3100, 8.5]"
573,"['A.J. Green', 7600, 23.0]","['Anquan Boldin', 4300, 21.0]","['Andrew Hawkins', 3000, 8.0]","['A.J. Green', 7600, 23.0, 'Anquan Boldin', 4300, 21.0, 'Andrew Hawkins', 3000, 8.0]"
