,Unnamed: 0,player,fox,dk_name
76,76,Dwayne Harris,12.66,Dwayne Harris
77,77,T.Y. Hilton,12.71,T.Y. Hilton
78,78,Antonio Andrews,8.73,Antonio Andrews
79,79,Riley Cooper,12.3,Riley Cooper
80,80,Amari Cooper,13.08,Amari Cooper
81,81,Eric Decker,13.07,Eric Decker
82,82,Allen Hurns,12.89,Allen Hurns
83,83,Roddy White,11.54,Roddy White
84,84,Sammy Watkins,13.12,Sammy Watkins
85,85,Jason Witten,13.92,Jason Witten
86,86,Ka'Deem Carey,9.23,Ka'Deem Carey
87,87,Allen Robinson,12.48,Allen Robinson
88,88,Terrance Williams,12.07,Terrance Williams
89,89,Marquess Wilson,12.55,Marquess Wilson
90,90,Randall Cobb,13.01,Randall Cobb
91,91,Kenny Britt,11.9,Kenny Britt
92,92,Rishard Matthews,11.82,Rishard Matthews
93,93,Jacob Tamme,12.0,Jacob Tamme
94,94,Stevie Johnson,11.8,Stevie Johnson
95,95,Harry Douglas,12.17,Harry Douglas
96,96,Brandin Cooks,12.07,Brandin Cooks
97,97,Robert Woods,11.98,Robert Woods
98,98,Jarvis Landry,12.99,Jarvis Landry
99,99,Brandon LaFell,11.95,Brandon LaFell
100,100,Pierre Thomas,9.57,NaN
101,101,Martellus Bennett,11.53,Martellus Bennett
102,102,Torrey Smith,11.55,Torrey Smith
103,103,Darrius Heyward-Bey,10.41,Darrius Heyward-Bey
104,104,Travis Benjamin,11.22,Travis Benjamin
105,105,Stefon Diggs,10.95,Stefon Diggs
106,106,Benjamin Watson,10.77,Benjamin Watson
107,107,Justin Hunter,11.16,Justin Hunter
108,108,Charles Clay,10.92,Charles Clay
109,109,Jordan Reed,10.68,Jordan Reed
110,110,Tyler Eifert,9.84,Tyler Eifert
111,111,Andre Johnson,9.64,Andre Johnson
112,112,Russell Shepard,9.25,Russell Shepard
113,113,Danny Amendola,9.52,Danny Amendola
114,114,Pierre Garcon,10.65,Pierre Garcon
115,115,Seth Roberts,10.11,Seth Roberts
116,116,Zach Ertz,10.15,Zach Ertz
117,117,Donte Moncrief,10.65,Donte Moncrief
118,118,Willie Snead,9.29,Willie Snead
119,119,Shane Vereen,8.46,Shane Vereen
120,120,Justin Hardy,9.08,Justin Hardy
121,121,Austin Seferian-Jenkins,9.8,Austin Seferian-Jenkins
122,122,Marvin Jones,9.72,Marvin Jones
123,123,Jared Cook,10.24,Jared Cook
124,124,Shaun Draughn,6.81,NaN
125,125,Jordan Cameron,9.76,Jordan Cameron
126,126,Dontrelle Inman,9.49,Dontrelle Inman
127,127,Kyle Rudolph,9.52,Kyle Rudolph
128,128,Gary Barnidge,10.06,Gary Barnidge
129,129,Darren Sproles,8.22,Darren Sproles
130,130,Delanie Walker,9.63,Delanie Walker
131,131,Duke Johnson Jr.,8.36,Duke Johnson Jr.
132,132,Dexter McCluster,7.48,Dexter McCluster
133,133,Greg Olsen,9.29,Greg Olsen
134,134,Karlos Williams,6.03,Karlos Williams
135,135,Tavon Austin,8.85,Tavon Austin
136,136,Davante Adams,8.85,Davante Adams
137,137,Jerricho Cotchery,8.08,Jerricho Cotchery
138,138,Bryan Walters,8.03,Bryan Walters
139,139,Taylor Gabriel,9.64,Taylor Gabriel
140,140,Jamison Crowder,8.73,Jamison Crowder
141,141,Matt Jones,5.71,Matt Jones
142,142,Coby Fleener,8.91,Coby Fleener
143,143,Isaiah Crowell,5.74,Isaiah Crowell
144,144,Stedman Bailey,7.78,Stedman Bailey
145,145,Ryan Mathews,6.34,Ryan Mathews
146,146,Chris Hogan,7.29,Chris Hogan
147,147,C.J. Spiller,6.61,C.J. Spiller
148,148,Dri Archer,6.01,Dri Archer
149,149,Jeremy Kerley,6.91,Jeremy Kerley
150,150,Dorial Green-Beckham,7.48,Dorial Green-Beckham
151,151,Andre Williams,6.6,Andre Williams
152,152,Jarius Wright,6.39,Jarius Wright
153,153,Owen Daniels,7.23,Owen Daniels
154,154,Jeff Cumberland,7.06,Jeff Cumberland
155,155,Kenny Stills,6.48,Kenny Stills
156,156,Ted Ginn Jr.,6.82,Ted Ginn Jr.
157,157,Adam Humphries,6.88,Adam Humphries
158,158,Mohamed Sanu,6.03,Mohamed Sanu
159,159,Julius Thomas,6.78,Julius Thomas
160,160,James Starks,5.05,James Starks
161,161,Andre Holmes,5.68,Andre Holmes
162,162,Cameron Meredith,6.48,Cameron Meredith
163,163,Bennie Fowler,6.11,Bennie Fowler
164,164,Chris Thompson,6.22,Chris Thompson
165,165,Garrett Celek,6.43,Garrett Celek
166,166,Charles Sims,4.74,Charles Sims
167,167,Richard Rodgers,6.77,Richard Rodgers
168,168,Nelson Agholor,5.93,Nelson Agholor
169,169,Devin Funchess,5.93,Devin Funchess
170,170,Zac Stacy,4.12,Zac Stacy
171,171,Brandon Myers,5.73,Brandon Myers
172,172,Vernon Davis,5.99,Vernon Davis
173,173,Alfred Morris,3.69,Alfred Morris
174,174,Tevin Coleman,4.01,Tevin Coleman
175,175,Nick Williams,5.07,Nick Williams
176,176,Marcel Reece,5.6,Marcel Reece
177,177,Quinton Patton,5.29,Quinton Patton
178,178,Devin Smith,5.32,Devin Smith
179,179,Mychal Rivera,5.77,Mychal Rivera
180,180,Cole Beasley,5.42,Cole Beasley
181,181,Marcedes Lewis,5.47,Marcedes Lewis
182,182,Joshua Bellamy,5.1,Joshua Bellamy
183,183,Brent Celek,5.28,Brent Celek
184,184,Christine Michael,3.3,Christine Michael
185,185,Geremy Davis,4.04,Geremy Davis
186,186,Greg Jennings,4.07,Greg Jennings
187,187,Jerome Simpson,3.49,Jerome Simpson
188,188,Mike Tolbert,3.0,Mike Tolbert
189,189,Dwayne Allen,4.24,Dwayne Allen
190,190,Jonas Gray,2.96,Jonas Gray
191,191,Clive Walford,3.89,Clive Walford
192,192,Anthony Fasano,3.69,Anthony Fasano
193,193,Ahmad Bradshaw,3.14,Ahmad Bradshaw
194,194,Matt Asiata,2.6,Matt Asiata
195,195,Preston Parker,2.85,NaN
196,196,Tre Mason,2.74,Tre Mason
197,197,James Hanna,3.55,James Hanna
198,198,Ty Montgomery,3.43,Ty Montgomery
199,199,Donteea Dye,3.2,Donteea Dye
200,200,Griff Whalen,3.24,Griff Whalen
201,201,Dion Sims,3.53,Dion Sims
202,202,Donald Brown,2.21,Donald Brown
203,203,Brian Quick,2.87,Brian Quick
204,204,Josh Huff,2.76,Josh Huff
205,205,Scott Chandler,3.7,Scott Chandler
206,206,Josh Hill,3.08,Josh Hill
207,207,Rhett Ellison,3.04,Rhett Ellison
208,208,Adam Thielen,2.86,Adam Thielen
209,209,Ed Dickson,3.15,Ed Dickson
210,210,Taiwan Jones,1.61,Taiwan Jones
211,211,Brandon Coleman,2.56,Brandon Coleman
212,212,Jerick McKinnon,2.21,Jerick McKinnon
213,213,Corey Brown,2.85,Corey Brown
214,214,Toby Gerhart,2.11,Toby Gerhart
215,215,Eric Weems,2.53,Eric Weems
216,216,Marqise Lee,2.41,Marqise Lee
217,217,Derek Carrier,2.79,Derek Carrier
218,218,Andre Caldwell,1.94,Andre Caldwell
219,219,Ryan Grant,2.62,Ryan Grant
220,220,Sammie Coates,2.08,Sammie Coates
221,221,Lance Kendricks,2.68,Lance Kendricks
222,222,Marc Mariani,2.06,Marc Mariani
223,223,Jacoby Jones,1.88,Jacoby Jones
224,224,Marcus Easley,1.3,Marcus Easley
225,225,Bishop Sankey,1.01,Bishop Sankey
226,226,Dwayne Bowe,1.09,Dwayne Bowe
227,227,Lee Smith,1.4,Lee Smith
228,228,Robert Turbin,0.92,Robert Turbin
229,229,Denard Robinson,1.41,Denard Robinson
230,230,Devin Street,1.1,Devin Street
231,231,Bruce Miller,2.0,Bruce Miller
232,232,Rod Streater,0.96,Rod Streater
233,233,Benny Cunningham,0.73,Benny Cunningham
234,234,Damien Williams,0.73,Damien Williams
235,235,Ryan Hewitt,0.99,Ryan Hewitt
236,236,Marlon Moore,0.78,Marlon Moore
237,237,Jesse James,0.98,Jesse James
238,238,Aaron Dobson,0.88,Aaron Dobson
239,239,Brandon Tate,0.78,Brandon Tate
240,240,Rex Burkhead,1.13,Rex Burkhead
241,241,James White,0.95,James White
242,242,Orleans Darkwa,0.36,Orleans Darkwa
243,243,Clay Harbor,0.77,Clay Harbor
244,244,Bruce Ellington,0.53,Bruce Ellington
245,245,Fozzy Whittaker,0.42,Fozzy Whittaker
246,246,Juwan Thompson,0.37,Juwan Thompson
247,247,Cameron Artis-Payne,0.64,Cameron Artis-Payne
248,248,Charles Johnson,0.5,Charles Johnson
249,249,John Kuhn,0.92,John Kuhn
250,250,Cedric Peerman,0.17,Cedric Peerman
251,251,Jim Dray,0.44,Jim Dray
252,252,Miles Austin,0.35,Miles Austin
253,253,Virgil Green,0.42,Virgil Green
254,254,Bilal Powell,0.34,Bilal Powell
255,255,Kevin Norwood,0.29,Kevin Norwood
256,256,Tommy Bohanon,0.34,Tommy Bohanon
257,257,Andre Roberts,0.25,Andre Roberts
258,258,James Casey,0.24,NaN
259,259,Kenjon Barner,0.1,Kenjon Barner
260,260,Luke Stocker,0.21,Luke Stocker
261,261,Jeff Janis,0.2,Jeff Janis
262,262,Jordan Todman,0.18,Jordan Todman
263,263,Cody Latimer,0.19,Cody Latimer
264,264,Jerome Cunningham,0.22,NaN
265,265,Craig Stevens,0.21,Craig Stevens
266,266,Levine Toilolo,0.2,Levine Toilolo
267,267,Bobby Rainey,0.1,Bobby Rainey
268,268,Gavin Escobar,0.19,Gavin Escobar
269,269,Keshawn Martin,0.19,Keshawn Martin
270,270,Roy Helu Jr.,0.07,Roy Helu Jr.
271,271,Will Johnson,0.17,Will Johnson
272,272,Jack Doyle,0.17,Jack Doyle
273,273,Cordarrelle Patterson,0.03,Cordarrelle Patterson
274,274,Kellen Davis,0.06,Kellen Davis
275,275,John Phillips,0.16,John Phillips
276,276,Zach Miller,0.17,Zach Miller
277,277,Patrick DiMarco,0.16,Patrick DiMarco
278,278,Daniel Herron,0.02,Daniel Herron
279,279,Marcus Murphy,0.03,Marcus Murphy
280,280,Jalston Fowler,0.05,Jalston Fowler
281,281,Jorvorskie Lane,0.13,Jorvorskie Lane
282,282,Matt Hazel,0.02,Matt Hazel
283,283,Chris Gragg,0.03,Chris Gragg
284,284,Kennard Backman,0.03,Kennard Backman
285,285,David Johnson,0.01,David Johnson
286,286,Vance McDonald,0.02,Vance McDonald
287,287,Josh Robinson,0.04,Josh Robinson
288,288,Austin Johnson,0.03,Austin Johnson
289,289,Terrance West,0.02,Terrance West
290,290,John Chiles,0.01,NaN
291,291,Malcolm Johnson,0.04,Malcolm Johnson
292,292,Jamize Olawale,0.01,Jamize Olawale
293,293,Matthew Mulligan,0.01,Matthew Mulligan
294,294,Cory Harkey,0.01,Cory Harkey
295,295,Tyler Clutts,0.01,Tyler Clutts
296,296,Lucky Whitehead,0.01,Lucky Whitehead
297,297,Jerome Felton,0.03,Jerome Felton
298,299,Nikita Whitlock,0.03,Nikita Whitlock
299,300,Khari Lee,0.01,Khari Lee
300,301,Marcus Thigpen,0.01,NaN
301,302,Alonzo Harris,0.01,Alonzo Harris
302,303,Michael Williams,0.01,Michael Williams
303,304,Tyrell Williams,0.01,NaN
304,305,Anthony McCoy,0.01,Anthony McCoy
305,306,Zach Line,0.02,Zach Line
