,QB,QB_sal,QB_score,RB1,RB2,RB_sal,RB_score,WR1,WR2,WR3,WR_sal,WR_score,TE,TE_sal,TE_score,DST,DST_sal,DST_score,FLEX,FLEX_sal,FLEX_score,salary,score,Unique_flex
1510,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Buccaneers ,2400,0.0,Jordan Matthews,6400,31.3,45300,285.66,1
1512,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Buccaneers ,2400,0.0,Tyler Eifert,5400,28.3,44300,282.66,1
1513,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Buccaneers ,2400,0.0,Allen Hurns,5300,26.2,44200,280.56,1
1515,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Buccaneers ,2400,0.0,Sammy Watkins,5000,33.8,43900,288.16,1
1517,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Buccaneers ,2400,0.0,Delanie Walker,4200,30.5,43100,284.86,1
1518,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Buccaneers ,2400,0.0,Jeremy Langford,4000,25.2,42900,279.56,1
1519,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Buccaneers ,2400,0.0,Karlos Williams,4000,26.0,42900,280.36,1
1523,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Raiders ,2300,0.0,Jordan Matthews,6400,31.3,45200,285.66,1
1525,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Raiders ,2300,0.0,Tyler Eifert,5400,28.3,44200,282.66,1
1526,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Raiders ,2300,0.0,Allen Hurns,5300,26.2,44100,280.56,1
1528,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Raiders ,2300,0.0,Sammy Watkins,5000,33.8,43800,288.16,1
1530,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Raiders ,2300,0.0,Delanie Walker,4200,30.5,43000,284.86,1
1531,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Raiders ,2300,0.0,Jeremy Langford,4000,25.2,42800,279.56,1
1532,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Raiders ,2300,0.0,Karlos Williams,4000,26.0,42800,280.36,1
1536,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Browns ,2200,0.0,Jordan Matthews,6400,31.3,45100,285.66,1
1538,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Browns ,2200,0.0,Tyler Eifert,5400,28.3,44100,282.66,1
1539,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Browns ,2200,0.0,Allen Hurns,5300,26.2,44000,280.56,1
1541,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Browns ,2200,0.0,Sammy Watkins,5000,33.8,43700,288.16,1
1543,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Browns ,2200,0.0,Delanie Walker,4200,30.5,42900,284.86,1
1544,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Browns ,2200,0.0,Jeremy Langford,4000,25.2,42700,279.56,1
1545,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Browns ,2200,0.0,Karlos Williams,4000,26.0,42700,280.36,1
1549,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Saints ,2200,0.0,Jordan Matthews,6400,31.3,45100,285.66,1
1551,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Saints ,2200,0.0,Tyler Eifert,5400,28.3,44100,282.66,1
1552,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Saints ,2200,0.0,Allen Hurns,5300,26.2,44000,280.56,1
1554,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Saints ,2200,0.0,Sammy Watkins,5000,33.8,43700,288.16,1
1556,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Saints ,2200,0.0,Delanie Walker,4200,30.5,42900,284.86,1
1557,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Saints ,2200,0.0,Jeremy Langford,4000,25.2,42700,279.56,1
1558,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Saints ,2200,0.0,Karlos Williams,4000,26.0,42700,280.36,1
1562,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Colts ,2100,0.0,Jordan Matthews,6400,31.3,45000,285.66,1
1564,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Colts ,2100,0.0,Tyler Eifert,5400,28.3,44000,282.66,1
1565,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Colts ,2100,0.0,Allen Hurns,5300,26.2,43900,280.56,1
1567,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Colts ,2100,0.0,Sammy Watkins,5000,33.8,43600,288.16,1
1569,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Colts ,2100,0.0,Delanie Walker,4200,30.5,42800,284.86,1
1570,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Colts ,2100,0.0,Jeremy Langford,4000,25.2,42600,279.56,1
1571,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,Colts ,2100,0.0,Karlos Williams,4000,26.0,42600,280.36,1
1575,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,49ers ,2100,0.0,Jordan Matthews,6400,31.3,45000,285.66,1
1577,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,49ers ,2100,0.0,Tyler Eifert,5400,28.3,44000,282.66,1
1578,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,49ers ,2100,0.0,Allen Hurns,5300,26.2,43900,280.56,1
1580,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,49ers ,2100,0.0,Sammy Watkins,5000,33.8,43600,288.16,1
1582,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,49ers ,2100,0.0,Delanie Walker,4200,30.5,42800,284.86,1
1583,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,49ers ,2100,0.0,Jeremy Langford,4000,25.2,42600,279.56,1
1584,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Michael Crabtree,Cole Beasley,16000,117.6,Owen Daniels,2600,25.2,49ers ,2100,0.0,Karlos Williams,4000,26.0,42600,280.36,1
1977,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Rams ,3500,0.0,Antonio Brown,8100,49.6,46600,293.46,1
1979,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Antonio Brown,8100,49.6,46500,293.46,1
1981,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Antonio Brown,8100,49.6,46400,293.46,1
1983,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Antonio Brown,8100,49.6,46300,293.46,1
1985,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Packers ,3200,0.0,Antonio Brown,8100,49.6,46300,293.46,1
1987,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Antonio Brown,8100,49.6,46300,293.46,1
1989,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Antonio Brown,8100,49.6,46200,293.46,1
1991,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Jets ,3100,0.0,Antonio Brown,8100,49.6,46200,293.46,1
1993,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Antonio Brown,8100,49.6,46100,293.46,1
1995,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Bills ,2900,0.0,Antonio Brown,8100,49.6,46000,293.46,1
1997,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,Antonio Brown,8100,49.6,46000,293.46,1
1999,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Jaguars ,2800,0.0,Antonio Brown,8100,49.6,45900,293.46,1
2001,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Cowboys ,2700,0.0,Antonio Brown,8100,49.6,45800,293.46,1
2003,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Giants ,2700,0.0,Antonio Brown,8100,49.6,45800,293.46,1
2005,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Eagles ,2700,0.0,Antonio Brown,8100,49.6,45800,293.46,1
2007,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Titans ,2600,0.0,Antonio Brown,8100,49.6,45700,293.46,1
2009,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Steelers ,2600,0.0,Antonio Brown,8100,49.6,45700,293.46,1
2011,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Chargers ,2600,0.0,Antonio Brown,8100,49.6,45700,293.46,1
2013,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Redskins ,2500,0.0,Antonio Brown,8100,49.6,45600,293.46,1
2015,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Bears ,2400,0.0,Antonio Brown,8100,49.6,45500,293.46,1
2017,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Buccaneers ,2400,0.0,Antonio Brown,8100,49.6,45500,293.46,1
2019,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Raiders ,2300,0.0,Antonio Brown,8100,49.6,45400,293.46,1
2021,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Browns ,2200,0.0,Antonio Brown,8100,49.6,45300,293.46,1
2023,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Saints ,2200,0.0,Antonio Brown,8100,49.6,45300,293.46,1
2025,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,Colts ,2100,0.0,Antonio Brown,8100,49.6,45200,293.46,1
2027,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Delanie Walker,4200,30.5,49ers ,2100,0.0,Antonio Brown,8100,49.6,45200,293.46,1
2029,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Rams ,3500,0.0,Antonio Brown,8100,49.6,45000,288.16,1
2031,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Falcons ,3400,0.0,Antonio Brown,8100,49.6,44900,288.16,1
2033,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Patriots ,3300,0.0,Antonio Brown,8100,49.6,44800,288.16,1
2035,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Bengals ,3200,0.0,Antonio Brown,8100,49.6,44700,288.16,1
2037,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Packers ,3200,0.0,Antonio Brown,8100,49.6,44700,288.16,1
2039,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Panthers ,3200,0.0,Antonio Brown,8100,49.6,44700,288.16,1
2041,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Vikings ,3100,0.0,Antonio Brown,8100,49.6,44600,288.16,1
2043,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Jets ,3100,0.0,Antonio Brown,8100,49.6,44600,288.16,1
2045,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Broncos ,3000,0.0,Antonio Brown,8100,49.6,44500,288.16,1
2047,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Bills ,2900,0.0,Antonio Brown,8100,49.6,44400,288.16,1
2049,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Dolphins ,2900,0.0,Antonio Brown,8100,49.6,44400,288.16,1
2051,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Jaguars ,2800,0.0,Antonio Brown,8100,49.6,44300,288.16,1
2053,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Cowboys ,2700,0.0,Antonio Brown,8100,49.6,44200,288.16,1
2055,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Giants ,2700,0.0,Antonio Brown,8100,49.6,44200,288.16,1
2057,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Eagles ,2700,0.0,Antonio Brown,8100,49.6,44200,288.16,1
2059,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Titans ,2600,0.0,Antonio Brown,8100,49.6,44100,288.16,1
2061,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Steelers ,2600,0.0,Antonio Brown,8100,49.6,44100,288.16,1
2063,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Chargers ,2600,0.0,Antonio Brown,8100,49.6,44100,288.16,1
2065,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Redskins ,2500,0.0,Antonio Brown,8100,49.6,44000,288.16,1
2067,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Bears ,2400,0.0,Antonio Brown,8100,49.6,43900,288.16,1
2069,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Buccaneers ,2400,0.0,Antonio Brown,8100,49.6,43900,288.16,1
2071,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Raiders ,2300,0.0,Antonio Brown,8100,49.6,43800,288.16,1
2073,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Browns ,2200,0.0,Antonio Brown,8100,49.6,43700,288.16,1
2075,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Saints ,2200,0.0,Antonio Brown,8100,49.6,43700,288.16,1
2077,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,Colts ,2100,0.0,Antonio Brown,8100,49.6,43600,288.16,1
2079,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Sammy Watkins,Michael Crabtree,Cole Beasley,12900,101.8,Owen Daniels,2600,25.2,49ers ,2100,0.0,Antonio Brown,8100,49.6,43600,288.16,1
2082,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Jordan Matthews,6400,31.3,47100,284.86,1
2084,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Tyler Eifert,5400,28.3,46100,281.86,1
2085,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Allen Hurns,5300,26.2,46000,279.76,1
2086,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Lamar Miller,5000,33.1,45700,286.66,1
2088,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Michael Crabtree,4900,32.8,45600,286.36,1
2093,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Jordan Matthews,6400,31.3,47000,284.86,1
2095,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Tyler Eifert,5400,28.3,46000,281.86,1
2096,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Allen Hurns,5300,26.2,45900,279.76,1
2097,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Lamar Miller,5000,33.1,45600,286.66,1
2099,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Michael Crabtree,4900,32.8,45500,286.36,1
2104,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Jordan Matthews,6400,31.3,46900,284.86,1
2106,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Tyler Eifert,5400,28.3,45900,281.86,1
2107,Aaron Rodgers,7400,36.96,DeAngelo Williams,Karlos Williams,9500,67.5,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Allen Hurns,5300,26.2,45800,279.76,1
