,QB,QB_sal,QB_score,RB1,RB2,RB_sal,RB_score,WR1,WR2,WR3,WR_sal,WR_score,TE,TE_sal,TE_score,DST,DST_sal,DST_score,FLEX,FLEX_sal,FLEX_score,salary,score,Unique_flex
2,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Jordan Matthews,6400,31.3,48100,291.96,1
4,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Tyler Eifert,5400,28.3,47100,288.96,1
5,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Allen Hurns,5300,26.2,47000,286.86,1
8,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Michael Crabtree,4900,32.8,46600,293.46,1
9,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Danny Woodhead,4800,23.1,46500,283.76,1
11,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,James Starks,4200,24.2,45900,284.86,1
12,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Jeremy Langford,4000,25.2,45700,285.86,1
13,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Karlos Williams,4000,26.0,45700,286.66,1
15,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Richard Rodgers,3000,18.9,44700,279.56,1
16,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Rams ,3500,0.0,Owen Daniels,2600,25.2,44300,285.86,1
18,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Jordan Matthews,6400,31.3,48000,291.96,1
20,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Tyler Eifert,5400,28.3,47000,288.96,1
21,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Allen Hurns,5300,26.2,46900,286.86,1
24,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Michael Crabtree,4900,32.8,46500,293.46,1
25,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Danny Woodhead,4800,23.1,46400,283.76,1
27,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,James Starks,4200,24.2,45800,284.86,1
28,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Jeremy Langford,4000,25.2,45600,285.86,1
29,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Karlos Williams,4000,26.0,45600,286.66,1
31,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Richard Rodgers,3000,18.9,44600,279.56,1
32,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Falcons ,3400,0.0,Owen Daniels,2600,25.2,44200,285.86,1
34,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Jordan Matthews,6400,31.3,47900,291.96,1
36,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Tyler Eifert,5400,28.3,46900,288.96,1
37,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Allen Hurns,5300,26.2,46800,286.86,1
40,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Michael Crabtree,4900,32.8,46400,293.46,1
41,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Danny Woodhead,4800,23.1,46300,283.76,1
43,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,James Starks,4200,24.2,45700,284.86,1
44,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Jeremy Langford,4000,25.2,45500,285.86,1
45,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Karlos Williams,4000,26.0,45500,286.66,1
47,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Richard Rodgers,3000,18.9,44500,279.56,1
48,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Patriots ,3300,0.0,Owen Daniels,2600,25.2,44100,285.86,1
50,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Jordan Matthews,6400,31.3,47800,291.96,1
52,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Tyler Eifert,5400,28.3,46800,288.96,1
53,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Allen Hurns,5300,26.2,46700,286.86,1
56,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Michael Crabtree,4900,32.8,46300,293.46,1
57,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Danny Woodhead,4800,23.1,46200,283.76,1
59,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,James Starks,4200,24.2,45600,284.86,1
60,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Jeremy Langford,4000,25.2,45400,285.86,1
61,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Karlos Williams,4000,26.0,45400,286.66,1
63,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Richard Rodgers,3000,18.9,44400,279.56,1
64,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bengals ,3200,0.0,Owen Daniels,2600,25.2,44000,285.86,1
66,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Jordan Matthews,6400,31.3,47800,291.96,1
68,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Tyler Eifert,5400,28.3,46800,288.96,1
69,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Allen Hurns,5300,26.2,46700,286.86,1
72,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Michael Crabtree,4900,32.8,46300,293.46,1
73,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Danny Woodhead,4800,23.1,46200,283.76,1
75,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,James Starks,4200,24.2,45600,284.86,1
76,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Jeremy Langford,4000,25.2,45400,285.86,1
77,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Karlos Williams,4000,26.0,45400,286.66,1
79,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Richard Rodgers,3000,18.9,44400,279.56,1
80,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Packers ,3200,0.0,Owen Daniels,2600,25.2,44000,285.86,1
82,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Jordan Matthews,6400,31.3,47800,291.96,1
84,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Tyler Eifert,5400,28.3,46800,288.96,1
85,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Allen Hurns,5300,26.2,46700,286.86,1
88,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Michael Crabtree,4900,32.8,46300,293.46,1
89,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Danny Woodhead,4800,23.1,46200,283.76,1
91,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,James Starks,4200,24.2,45600,284.86,1
92,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Jeremy Langford,4000,25.2,45400,285.86,1
93,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Karlos Williams,4000,26.0,45400,286.66,1
95,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Richard Rodgers,3000,18.9,44400,279.56,1
96,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Panthers ,3200,0.0,Owen Daniels,2600,25.2,44000,285.86,1
98,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Jordan Matthews,6400,31.3,47700,291.96,1
100,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Tyler Eifert,5400,28.3,46700,288.96,1
101,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Allen Hurns,5300,26.2,46600,286.86,1
104,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Michael Crabtree,4900,32.8,46200,293.46,1
105,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Danny Woodhead,4800,23.1,46100,283.76,1
107,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,James Starks,4200,24.2,45500,284.86,1
108,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Jeremy Langford,4000,25.2,45300,285.86,1
109,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Karlos Williams,4000,26.0,45300,286.66,1
111,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Richard Rodgers,3000,18.9,44300,279.56,1
112,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Vikings ,3100,0.0,Owen Daniels,2600,25.2,43900,285.86,1
114,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Jordan Matthews,6400,31.3,47700,291.96,1
116,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Tyler Eifert,5400,28.3,46700,288.96,1
117,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Allen Hurns,5300,26.2,46600,286.86,1
120,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Michael Crabtree,4900,32.8,46200,293.46,1
121,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Danny Woodhead,4800,23.1,46100,283.76,1
123,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,James Starks,4200,24.2,45500,284.86,1
124,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Jeremy Langford,4000,25.2,45300,285.86,1
125,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Karlos Williams,4000,26.0,45300,286.66,1
127,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Richard Rodgers,3000,18.9,44300,279.56,1
128,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Jets ,3100,0.0,Owen Daniels,2600,25.2,43900,285.86,1
130,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Jordan Matthews,6400,31.3,47600,291.96,1
132,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Tyler Eifert,5400,28.3,46600,288.96,1
133,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Allen Hurns,5300,26.2,46500,286.86,1
136,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Michael Crabtree,4900,32.8,46100,293.46,1
137,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Danny Woodhead,4800,23.1,46000,283.76,1
139,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,James Starks,4200,24.2,45400,284.86,1
140,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Jeremy Langford,4000,25.2,45200,285.86,1
141,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Karlos Williams,4000,26.0,45200,286.66,1
143,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Richard Rodgers,3000,18.9,44200,279.56,1
144,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Broncos ,3000,0.0,Owen Daniels,2600,25.2,43800,285.86,1
146,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Jordan Matthews,6400,31.3,47500,291.96,1
148,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Tyler Eifert,5400,28.3,46500,288.96,1
149,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Allen Hurns,5300,26.2,46400,286.86,1
152,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Michael Crabtree,4900,32.8,46000,293.46,1
153,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Danny Woodhead,4800,23.1,45900,283.76,1
155,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,James Starks,4200,24.2,45300,284.86,1
156,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Jeremy Langford,4000,25.2,45100,285.86,1
157,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Karlos Williams,4000,26.0,45100,286.66,1
159,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Richard Rodgers,3000,18.9,44100,279.56,1
160,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Bills ,2900,0.0,Owen Daniels,2600,25.2,43700,285.86,1
162,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,Jordan Matthews,6400,31.3,47500,291.96,1
164,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,Tyler Eifert,5400,28.3,46500,288.96,1
165,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,Allen Hurns,5300,26.2,46400,286.86,1
168,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,Michael Crabtree,4900,32.8,46000,293.46,1
169,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,Danny Woodhead,4800,23.1,45900,283.76,1
171,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,James Starks,4200,24.2,45300,284.86,1
172,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,Jeremy Langford,4000,25.2,45100,285.86,1
173,Aaron Rodgers,7400,36.96,DeAngelo Williams,Lamar Miller,10500,74.6,Antonio Brown,Sammy Watkins,Cole Beasley,16100,118.6,Delanie Walker,4200,30.5,Dolphins ,2900,0.0,Karlos Williams,4000,26.0,45100,286.66,1
