,Unnamed: 0,player,cbs,dk_name
0,7,Andy Dalton,19.99,Andy Dalton
1,8,Ryan Tannehill,13.72,Ryan Tannehill
2,13,Tyrod Taylor,20.52,Tyrod Taylor
3,14,Drew Brees,23.48,Drew Brees
4,16,Philip Rivers,22.73,Philip Rivers
5,18,Jameis Winston,15.89,Jameis Winston
6,19,Peyton Manning,17.1,Peyton Manning
7,22,Eli Manning,18.46,Eli Manning
8,26,Tom Brady,29.97,Tom Brady
9,27,Jay Cutler,16.94,Jay Cutler
10,28,Cam Newton,19.22,Cam Newton
11,34,Aaron Rodgers,15.69,Aaron Rodgers
12,35,Ben Roethlisberger,17.64,Ben Roethlisberger
13,36,Nick Foles,11.84,Nick Foles
14,42,Sam Bradford,17.34,Sam Bradford
15,45,Johnny Manziel,12.83,Johnny Manziel
16,48,Matt Ryan,21.49,Matt Ryan
17,50,Teddy Bridgewater,14.72,Teddy Bridgewater
18,53,Ryan Fitzpatrick,18.52,Ryan Fitzpatrick
19,60,Derek Carr,15.76,Derek Carr
20,62,Kirk Cousins,12.58,Kirk Cousins
21,66,Blaine Gabbert,13.11,Blaine Gabbert
22,68,Andrew Luck,16.12,Andrew Luck
23,69,Matt Cassel,12.09,Matt Cassel
24,70,Blake Bortles,13.76,Blake Bortles
25,71,Marcus Mariota,14.91,Marcus Mariota
26,76,Jeremy Langford,14.98,Jeremy Langford
27,77,Jonathan Stewart,11.44,Jonathan Stewart
28,78,Antonio Andrews,12.55,Antonio Andrews
29,79,DeAngelo Williams,13.1,DeAngelo Williams
30,81,DeMarco Murray,15.57,DeMarco Murray
31,82,Stevan Ridley,3.7,Stevan Ridley
32,83,Andre Williams,5.03,Andre Williams
33,85,Jordan Todman,6.25,Jordan Todman
34,87,Ryan Mathews,11.38,Ryan Mathews
35,88,Giovani Bernard,12.56,Giovani Bernard
36,89,Jalston Fowler,1.8,Jalston Fowler
37,91,Tevin Coleman,5.0,Tevin Coleman
38,93,LeSean McCoy,13.45,LeSean McCoy
39,95,Doug Martin,13.63,Doug Martin
40,96,Will Johnson,3.32,Will Johnson
41,97,Zach Line,3.22,Zach Line
