,Unnamed: 0,player,fleaflicker,dk_name
47,50,LeSean McCoy,15.7,LeSean McCoy
48,51,Chris Ivory,15.7,Chris Ivory
49,52,Frank Gore,15.2,Frank Gore
50,53,Brandon Marshall,19.2,Brandon Marshall
51,54,Eric Decker,18.0,Eric Decker
52,55,Julian Edelman,18.9,Julian Edelman
53,56,Mike Wallace,17.8,Mike Wallace
54,57,Larry Fitzgerald,18.7,Larry Fitzgerald
55,58,Delanie Walker,17.7,Delanie Walker
56,59,Gary Barnidge,19.7,Gary Barnidge
57,60,Doug Martin,13.6,Doug Martin
58,61,Martavis Bryant,17.5,Martavis Bryant
59,62,Jeremy Maclin,17.4,Jeremy Maclin
60,63,Allen Hurns,17.1,Allen Hurns
61,64,Jason Witten,16.9,Jason Witten
62,65,Todd Gurley,12.8,Todd Gurley
63,66,Allen Robinson,16.8,Allen Robinson
64,67,Travis Benjamin,15.8,Travis Benjamin
65,68,Brandin Cooks,16.8,Brandin Cooks
66,70,Jarvis Landry,16.8,Jarvis Landry
67,71,Pierre Garcon,16.7,Pierre Garcon
68,72,Jimmy Graham,16.7,Jimmy Graham
69,73,Brandon LaFell,16.6,NaN
70,74,Terrance Williams,15.6,Terrance Williams
71,75,Larry Donnell,16.6,Larry Donnell
72,76,Vincent Jackson,15.5,Vincent Jackson
73,77,Latavius Murray,12.4,Latavius Murray
74,78,C.J. Spiller,13.4,C.J. Spiller
75,79,Travis Kelce,15.4,Travis Kelce
76,80,Antonio Andrews,13.3,Antonio Andrews
77,81,Anquan Boldin,16.3,Anquan Boldin
78,82,Greg Olsen,15.3,Greg Olsen
79,83,Carlos Hyde,12.1,Carlos Hyde
80,84,Mark Ingram,12.0,Mark Ingram
81,85,Shane Vereen,14.0,Shane Vereen
82,86,Steve Smith,15.0,Steve Smith Sr.
83,87,Donte Moncrief,15.0,Donte Moncrief
84,88,Marques Colston,14.9,Marques Colston
85,89,LeGarrette Blount,11.8,LeGarrette Blount
86,91,Isaiah Crowell,12.8,Isaiah Crowell
87,92,Rishard Matthews,14.7,Rishard Matthews
88,93,Julius Thomas,15.7,Julius Thomas
89,94,Jordan Reed,14.6,Jordan Reed
90,95,Eric Ebron,14.5,Eric Ebron
91,96,John Brown,13.4,John Brown
92,97,Ladarius Green,14.2,Ladarius Green
93,98,Antonio Gates,14.0,Antonio Gates
94,99,Charles Clay,15.0,Charles Clay
95,100,Rashad Jennings,10.8,Rashad Jennings
96,101,Steve Johnson,12.0,Stevie Johnson
97,102,Devin Funchess,10.8,Devin Funchess
98,103,Matt Jones,10.9,Matt Jones
99,104,Darren Sproles,12.2,Darren Sproles
100,105,Calvin Johnson,12.2,Calvin Johnson
101,106,Stefon Diggs,13.2,Stefon Diggs
102,107,Chris Johnson,9.9,Chris Johnson
103,108,Ryan Mathews,8.6,Ryan Mathews
104,109,Lamar Miller,8.4,Lamar Miller
105,110,Duke Johnson,9.3,Duke Johnson Jr.
106,112,Dexter McCluster,10.1,Dexter McCluster
107,113,Jonathan Stewart,8.1,Jonathan Stewart
108,114,Jordan Matthews,11.1,Jordan Matthews
109,115,Jordan Cameron,11.1,Jordan Cameron
110,116,Chris Thompson,11.9,Chris Thompson
111,117,Golden Tate,10.9,Golden Tate
112,118,Kyle Rudolph,11.8,Kyle Rudolph
113,119,Tre Mason,7.8,Tre Mason
114,120,Charles Sims,7.6,Charles Sims
115,121,Jamison Crowder,10.5,Jamison Crowder
116,122,Tavon Austin,8.3,Tavon Austin
117,123,Heath Miller,11.3,Heath Miller
118,124,Zach Ertz,10.3,Zach Ertz
119,125,Kendall Wright,9.2,Kendall Wright
120,126,David Johnson,7.2,David Johnson
121,127,De'Anthony Thomas,9.1,De'Anthony Thomas
122,128,Michael Crabtree,9.1,Michael Crabtree
123,129,Rueben Randle,8.9,Rueben Randle
124,130,Ted Ginn,7.8,Ted Ginn Jr.
125,131,Bishop Sankey,5.7,Bishop Sankey
126,133,Charcandrick West,6.6,Charcandrick West
127,134,Darrius Heyward-Bey,7.6,Darrius Heyward-Bey
128,135,Fozzy Whittaker,6.5,Fozzy Whittaker
129,136,Denard Robinson,5.5,Denard Robinson
130,137,Malcom Floyd,7.5,Malcom Floyd
131,138,Jeremy Kerley,8.5,Jeremy Kerley
132,139,Branden Oliver,6.4,Branden Oliver
133,140,Andre Ellington,6.3,Andre Ellington
134,141,Doug Baldwin,7.3,Doug Baldwin
135,142,Joique Bell,6.1,Joique Bell
136,143,Zac Stacy,6.1,Zac Stacy
137,144,Andrew Hawkins,7.1,Andrew Hawkins
138,145,Jarius Wright,7.1,Jarius Wright
139,146,Willie Snead,6.1,Willie Snead
140,147,Ameer Abdullah,5.0,Ameer Abdullah
141,148,Michael Floyd,8.0,Michael Floyd
142,149,Chris Gragg,8.0,Chris Gragg
143,150,Leonard Hankerson,6.9,Leonard Hankerson
144,151,Christine Michael,4.9,Christine Michael
145,152,Knile Davis,4.8,Knile Davis
146,154,Theo Riddick,5.8,Theo Riddick
147,155,Melvin Gordon,4.8,Melvin Gordon
148,156,Thomas Rawls,3.8,Thomas Rawls
149,157,Chris Givens,6.8,Chris Givens
150,158,Robert Woods,7.8,Robert Woods
151,159,Kenny Stills,6.8,Kenny Stills
152,160,Jaelen Strong,6.8,Jaelen Strong
153,161,Danny Amendola,7.7,Danny Amendola
154,162,Roy Helu,5.7,Roy Helu Jr.
155,163,Kenny Britt,5.6,Kenny Britt
156,164,Charles Johnson,6.6,Charles Johnson
157,165,Marlon Brown,6.6,Marlon Brown
158,166,Benjamin Watson,8.6,Benjamin Watson
159,167,Scott Chandler,6.6,Scott Chandler
160,168,Jared Cook,7.6,Jared Cook
161,169,Alfred Morris,4.5,Alfred Morris
162,170,Jacoby Jones,6.5,Jacoby Jones
163,171,Greg Jennings,7.4,Greg Jennings
164,172,Cordarrelle Patterson,5.4,Cordarrelle Patterson
165,173,Corey Brown,6.4,Corey Brown
166,175,Brandon Coleman,6.4,Brandon Coleman
167,176,Bobby Rainey,5.3,Bobby Rainey
168,177,Josh Huff,6.3,Josh Huff
169,178,Maxx Williams,6.2,Maxx Williams
170,179,Dri Archer,5.1,Dri Archer
171,180,Alfred Blue,4.1,Alfred Blue
172,181,Brian Quick,6.1,Brian Quick
173,182,Marcedes Lewis,6.1,Marcedes Lewis
174,183,Vernon Davis,6.1,Vernon Davis
175,184,Javorius Allen,5.0,Javorius Allen
176,185,Andre Roberts,5.0,Andre Roberts
177,186,Dorial Green-Beckham,5.0,Dorial Green-Beckham
178,187,Justin Hunter,4.9,Justin Hunter
179,188,Coby Fleener,5.9,Coby Fleener
180,189,Mychal Rivera,5.9,Mychal Rivera
181,190,Andre Williams,3.8,Andre Williams
182,191,DeAngelo Williams,3.8,DeAngelo Williams
183,192,Mike Tolbert,4.8,Mike Tolbert
184,193,Robert Turbin,3.8,Robert Turbin
185,194,Brian Hartline,5.8,Brian Hartline
186,196,Torrey Smith,4.8,Torrey Smith
187,197,Stedman Bailey,4.7,Stedman Bailey
188,198,Garrett Graham,5.7,Garrett Graham
189,199,Jonas Gray,2.6,Jonas Gray
190,200,Toby Gerhart,3.6,Toby Gerhart
191,201,Jason Avant,5.6,Jason Avant
192,202,Dwayne Allen,4.6,Dwayne Allen
193,203,Andre Johnson,4.5,Andre Johnson
194,204,Jermaine Kearse,4.5,Jermaine Kearse
195,205,Aaron Dobson,4.5,Aaron Dobson
196,206,Gavin Escobar,4.5,Gavin Escobar
197,207,Matt Asiata,3.4,Matt Asiata
198,208,Dan Herron,3.4,Daniel Herron
199,209,Darren McFadden,3.3,Darren McFadden
200,210,Jerricho Cotchery,4.3,Jerricho Cotchery
201,211,Nate Washington,4.3,Nate Washington
202,212,Cole Beasley,4.3,Cole Beasley
203,213,Anthony Fasano,4.3,Anthony Fasano
204,214,Timothy Wright,4.3,NaN
205,215,Roddy White,4.2,Roddy White
206,217,Benny Cunningham,5.2,Benny Cunningham
207,218,Brandon Bolden,3.1,Brandon Bolden
208,219,Jerick McKinnon,3.1,Jerick McKinnon
209,220,Josh Robinson,3.1,Josh Robinson
210,221,Bryan Walters,4.1,Bryan Walters
211,222,Jeff Cumberland,4.1,Jeff Cumberland
212,223,Josh Hill,4.1,Josh Hill
213,224,Jermaine Gresham,4.0,Jermaine Gresham
214,225,James White,2.9,James White
215,226,Terron Ward,2.9,Terron Ward
216,227,Markus Wheaton,2.9,Markus Wheaton
217,228,Clay Harbor,3.9,Clay Harbor
218,229,Tyler Lockett,3.8,Tyler Lockett
219,230,Rod Streater,2.8,Rod Streater
220,231,Taylor Gabriel,3.8,Taylor Gabriel
221,232,Ed Dickson,3.8,Ed Dickson
222,233,Fred Jackson,2.7,Fred Jackson
223,234,Reggie Bush,6.7,Reggie Bush
224,235,Tevin Coleman,1.7,Tevin Coleman
225,236,Louis Murphy,3.7,Louis Murphy
226,238,Dontrelle Inman,3.7,Dontrelle Inman
227,239,Ricardo Lockette,2.7,Ricardo Lockette
228,240,Phillip Dorsett,2.7,Phillip Dorsett
229,241,Devin Smith,2.7,Devin Smith
230,242,Levine Toilolo,3.7,Levine Toilolo
231,243,Cameron Artis-Payne,2.6,Cameron Artis-Payne
232,244,Riley Cooper,2.6,Riley Cooper
233,245,Andre Holmes,2.6,Andre Holmes
234,246,Keith Mumphery,3.6,Keith Mumphery
235,247,Miles Austin,2.5,Miles Austin
236,248,Chris Hogan,2.5,Chris Hogan
237,249,DeVante Parker,2.5,DeVante Parker
238,250,Damien Williams,2.4,Damien Williams
239,251,Dwayne Harris,2.4,Dwayne Harris
240,252,Luke Willson,2.4,Luke Willson
241,253,Crockett Gillmore,2.4,Crockett Gillmore
242,254,Bruce Ellington,2.3,Bruce Ellington
243,255,Chris Polk,2.3,Chris Polk
244,256,Chris Matthews,3.3,Chris Matthews
245,257,Brandon Myers,3.3,Brandon Myers
246,259,Lance Kendricks,3.3,Lance Kendricks
247,260,Derek Carrier,3.3,Derek Carrier
248,261,Nick Boyle,2.3,Nick Boyle
249,262,Garrett Celek,3.2,Garrett Celek
250,263,C.J. Fiedorowicz,2.2,C.J. Fiedorowicz
251,264,Khiry Robinson,1.1,Khiry Robinson
252,265,Terrance West,1.1,Terrance West
253,266,Marcel Reece,2.0,Marcel Reece
254,267,Albert Wilson,1.9,Albert Wilson
255,268,J.J. Nelson,1.9,J.J. Nelson
256,269,Stepfan Taylor,1.8,Stepfan Taylor
257,270,Chris Conley,1.8,Chris Conley
258,271,Sammie Coates,1.8,Sammie Coates
259,272,Justin Hardy,1.8,Justin Hardy
260,273,Jacob Tamme,1.8,Jacob Tamme
261,274,Chase Ford,1.8,Chase Ford
262,275,Dion Sims,1.8,Dion Sims
263,276,Lance Moore,1.7,Lance Moore
264,277,Dwayne Bowe,1.7,Dwayne Bowe
265,278,Paul Richardson,1.7,NaN
266,280,Ryan Grant,1.7,Ryan Grant
267,281,Clive Walford,1.7,Clive Walford
268,282,Jake Stoneburner,1.6,Jake Stoneburner
269,283,MyCole Pruitt,1.6,MyCole Pruitt
270,284,Anthony Dixon,0.5,NaN
271,285,Bernard Pierce,0.5,Bernard Pierce
272,286,Jonathan Grimes,0.5,Jonathan Grimes
273,287,Kamar Aiken,3.3,Kamar Aiken
