,Unnamed: 0,player,fleaflicker,dk_name
0,0,Drew Brees,27.94,Drew Brees
1,1,Cam Newton,25.94,Cam Newton
2,2,Matt Ryan,24.24,Matt Ryan
3,3,Philip Rivers,19.72,Philip Rivers
4,4,Carson Palmer,23.54,Carson Palmer
5,5,Tom Brady,23.32,Tom Brady
6,6,Ryan Tannehill,19.56,Ryan Tannehill
7,7,Andrew Luck,21.08,Andrew Luck
8,8,Russell Wilson,20.26,Russell Wilson
9,9,Landry Jones,17.9,Landry Jones
10,10,Joe Flacco,19.3,Joe Flacco
11,11,Nick Foles,19.26,Nick Foles
12,12,Josh McCown,18.86,Josh McCown
13,13,Blake Bortles,18.98,Blake Bortles
14,14,Eli Manning,18.1,Eli Manning
15,15,Sam Bradford,18.14,Sam Bradford
16,16,Alex Smith,18.32,Alex Smith
17,17,Teddy Bridgewater,18.02,Teddy Bridgewater
18,18,Matt Cassel,14.54,Matt Cassel
19,19,Ryan Fitzpatrick,17.36,Ryan Fitzpatrick
20,21,Brian Hoyer,17.26,Brian Hoyer
21,22,Jameis Winston,16.64,Jameis Winston
22,23,Matthew Stafford,15.24,Matthew Stafford
23,24,Colin Kaepernick,13.88,Colin Kaepernick
24,25,Derek Carr,12.56,Derek Carr
25,26,Kirk Cousins,11.28,Kirk Cousins
26,28,Danny Woodhead,24.4,Danny Woodhead
27,29,Joseph Randle,18.5,Joseph Randle
28,30,Devonta Freeman,23.2,Devonta Freeman
29,31,Le'Veon Bell,23.8,Le'Veon Bell
30,32,Odell Beckham,28.5,Odell Beckham Jr.
31,33,Julio Jones,27.0,Julio Jones
32,34,Antonio Brown,22.8,Antonio Brown
33,35,Amari Cooper,23.8,Amari Cooper
34,36,Adrian Peterson,23.7,Adrian Peterson
35,37,Mike Evans,22.7,Mike Evans
36,38,Justin Forsett,18.5,Justin Forsett
37,39,Dion Lewis,21.5,Dion Lewis
38,40,T.Y. Hilton,21.4,T.Y. Hilton
39,41,Dez Bryant,20.9,Dez Bryant
40,42,DeAndre Hopkins,20.6,DeAndre Hopkins
41,43,Rob Gronkowski,20.6,Rob Gronkowski
42,44,Arian Foster,16.0,Arian Foster
43,45,T.J. Yeldon,16.0,T.J. Yeldon
44,46,Keenan Allen,20.0,Keenan Allen
45,47,DeMarco Murray,15.9,DeMarco Murray
46,49,Marshawn Lynch,15.8,Marshawn Lynch
