,Unnamed: 0,player,fire,dk_name
0,0,DeAndre Hopkins ,24.808,DeAndre Hopkins
1,1,Andrew Luck ,25.634,Andrew Luck
2,2,Devonta Freeman ,21.285,Devonta Freeman
3,3,Julio Jones ,23.9,Julio Jones
4,4,Antonio Brown ,20.9446,Antonio Brown
5,5,Philip Rivers ,24.76,Philip Rivers
6,6,Drew Brees ,24.5122,Drew Brees
7,7,Odell Beckham ,20.234,Odell Beckham Jr.
8,8,Tom Brady ,23.9714,Tom Brady
9,9,Carson Palmer ,20.8758,Carson Palmer
10,10,T.Y. Hilton ,19.6408,T.Y. Hilton
11,11,Russell Wilson ,20.6504,Russell Wilson
12,12,Julian Edelman ,18.741,Julian Edelman
13,13,Le'Veon Bell ,18.919,Le'Veon Bell
14,14,Matt Ryan ,22.381,Matt Ryan
15,15,Cam Newton ,19.1188,Cam Newton
16,16,Calvin Johnson ,17.69,Calvin Johnson
17,17,Marshawn Lynch ,17.8362,Marshawn Lynch
18,18,Keenan Allen ,17.646,Keenan Allen
19,19,Eli Manning ,18.2962,Eli Manning
20,20,Adrian Peterson ,17.496,Adrian Peterson
21,21,Arian Foster ,17.5696,Arian Foster
22,22,Steve Smith ,16.296,Steve Smith Sr.
23,23,Matthew Stafford ,17.4416,Matthew Stafford
24,24,Blake Bortles ,17.5326,Blake Bortles
25,25,Jeremy Maclin ,15.8072,Jeremy Maclin
26,26,DeMarco Murray ,15.819,DeMarco Murray
27,27,Todd Gurley ,15.746,Todd Gurley
28,28,Kirk Cousins ,16.3516,Kirk Cousins
29,29,Latavius Murray ,15.655,Latavius Murray
30,30,Sam Bradford ,17.0418,Sam Bradford
31,31,Larry Fitzgerald ,15.1,Larry Fitzgerald
32,32,Derek Carr ,16.1456,Derek Carr
33,33,Jarvis Landry ,15.194,Jarvis Landry
34,34,Lesean McCoy ,15.2388,LeSean McCoy
35,35,Teddy Bridgewater ,15.8338,Teddy Bridgewater
36,36,Colin Kaepernick ,16.2074,Colin Kaepernick
37,37,Jameis Winston ,16.3226,Jameis Winston
38,38,Charles Clay ,14.628,Charles Clay
39,39,Ryan Tannehill ,16.492,Ryan Tannehill
40,40,Rob Gronkowski ,14.515,Rob Gronkowski
41,41,Chris Ivory ,14.665,Chris Ivory
42,42,E.J. Manuel ,15.5616,EJ Manuel
43,43,Justin Forsett ,14.672,Justin Forsett
44,44,Brian Hoyer ,15.5416,Brian Hoyer
45,45,Amari Cooper ,14.435,Amari Cooper
46,46,Chris Johnson ,14.711,Chris Johnson
47,47,Lamar Miller ,13.995,Lamar Miller
48,48,Mark Ingram ,13.985,Mark Ingram
49,49,Jordan Matthews ,13.6888,Jordan Matthews
50,50,Travis Benjamin ,13.603,Travis Benjamin
51,51,Dion Lewis ,13.5382,Dion Lewis
52,52,Joe Flacco ,15.407,Joe Flacco
53,53,Allen Robinson ,13.347,Allen Robinson
54,54,Doug Martin ,13.5232,Doug Martin
55,55,Ryan Fitzpatrick ,14.466,Ryan Fitzpatrick
56,56,Zach Mettenberger ,14.0,Zach Mettenberger
57,57,Kendall Wright ,13.078,Kendall Wright
58,58,Brandon Marshall ,12.69,Brandon Marshall
59,59,John Brown ,12.6176,John Brown
60,60,Brandin Cooks ,12.5822,Brandin Cooks
61,61,Jimmy Graham ,12.51,Jimmy Graham
62,62,Charcandrick West ,12.758,Charcandrick West
63,63,Donte Moncrief ,12.346,Donte Moncrief
64,64,Alex Smith ,13.8854,Alex Smith
65,65,Greg Olsen ,12.336,Greg Olsen
66,66,Rashad Jennings ,12.3294,Rashad Jennings
67,67,Robert Woods ,12.121,Robert Woods
68,68,Matt Cassel ,13.7934,Matt Cassel
69,69,Allen Hurns ,12.06,Allen Hurns
70,70,Terrance Williams ,11.868,Terrance Williams
71,71,Pierre Garcon ,11.905,Pierre Garcon
72,72,Michael Crabtree ,11.864,Michael Crabtree
73,73,Anquan Boldin ,11.854,Anquan Boldin
74,74,Golden Tate ,11.8916,Golden Tate
75,75,Josh McCown ,13.292,Josh McCown
76,76,Willie Snead ,11.722,Willie Snead
77,77,Frank Gore ,11.7252,Frank Gore
78,78,Travis Kelce ,11.712,Travis Kelce
79,79,LeGarrette Blount ,11.709,LeGarrette Blount
80,80,Jason Witten ,11.559,Jason Witten
81,81,Jamison Crowder ,11.369,Jamison Crowder
82,82,Antonio Gates ,11.31,Antonio Gates
83,83,Eric Decker ,11.149,Eric Decker
84,84,Carlos Hyde ,11.246,Carlos Hyde
85,85,Vincent Jackson ,10.881,Vincent Jackson
86,86,T.J. Yeldon ,11.035,T.J. Yeldon
87,87,Mike Evans ,10.768,Mike Evans
88,88,Jonathan Stewart ,11.0706,Jonathan Stewart
