,Unnamed: 0,player,fire,dk_name
89,89,Rishard Matthews ,10.603,Rishard Matthews
90,90,Danny Woodhead ,10.726,Danny Woodhead
91,91,Ted Ginn Jr. ,10.595,Ted Ginn Jr.
92,92,Martavis Bryant ,10.542,Martavis Bryant
93,93,Jordan Reed ,10.4732,Jordan Reed
94,94,Melvin Gordon ,10.541,Melvin Gordon
95,95,Julius Thomas ,10.356,Julius Thomas
96,96,Gary Barnidge ,10.296,Gary Barnidge
97,97,Kamar Aiken ,10.135,Kamar Aiken
98,98,Joseph Randle ,10.249,Joseph Randle
99,99,Ameer Abdullah ,9.976,Ameer Abdullah
100,100,Doug Baldwin ,9.665,Doug Baldwin
101,101,Mike Wallace ,9.625,Mike Wallace
102,102,Antonio Andrews ,9.592,Antonio Andrews
103,103,Joique Bell ,9.5676,Joique Bell
104,104,Darren McFadden ,9.6364,Darren McFadden
105,105,Theo Riddick ,9.598,Theo Riddick
106,106,Nick Foles ,11.054,Nick Foles
107,107,Matt Jones ,9.449,Matt Jones
108,108,Larry Donnell ,9.37,Larry Donnell
109,109,Coby Fleener ,9.274,Coby Fleener
110,110,Jermaine Kearse ,9.1144,Jermaine Kearse
111,111,Duke Johnson ,9.175,Duke Johnson Jr.
112,112,Delanie Walker ,8.953,Delanie Walker
113,113,Charles Johnson ,8.865,Charles Johnson
114,114,Zach Ertz ,8.828,Zach Ertz
115,115,Heath Miller ,8.763,Heath Miller
116,116,Alfred Morris ,8.712,Alfred Morris
117,117,Shane Vereen ,8.64,Shane Vereen
118,118,Steve Johnson ,8.609,Stevie Johnson
119,119,Justin Hunter ,8.348,Justin Hunter
120,120,Andre Johnson ,8.3802,Andre Johnson
121,121,Malcom Floyd ,8.271,Malcom Floyd
122,122,Jared Cook ,8.333,Jared Cook
123,123,Ben Roethlisberger ,8.7892,Ben Roethlisberger
124,124,Marques Colston ,8.247,Marques Colston
125,125,Eric Ebron ,8.154,Eric Ebron
126,126,Kenny Britt ,8.028,Kenny Britt
127,127,Jordan Cameron ,7.934,Jordan Cameron
128,128,Darren Sproles ,7.8702,Darren Sproles
129,129,Isaiah Crowell ,7.665,Isaiah Crowell
130,130,David Johnson ,7.583,David Johnson
131,131,Stefon Diggs ,7.659,Stefon Diggs
132,132,Benjamin Watson ,7.56,Benjamin Watson
133,133,Ryan Mathews ,7.469,Ryan Mathews
134,134,Andrew Hawkins ,7.404,Andrew Hawkins
135,135,Christine Michael ,7.7816,Christine Michael
136,136,Leonard Hankerson ,7.272,Leonard Hankerson
137,137,Chris Polk ,7.4124,Chris Polk
138,138,Stevan Ridley ,7.272,NaN
139,139,Bishop Sankey ,7.4,Bishop Sankey
140,140,Dexter McCluster ,7.3338,Dexter McCluster
141,141,Kyle Rudolph ,7.012,Kyle Rudolph
142,142,Jacob Tamme ,6.933,Jacob Tamme
143,143,Knile Davis ,6.905,Knile Davis
144,144,Torrey Smith ,6.81,Torrey Smith
145,145,Benny Cunningham ,6.791,Benny Cunningham
146,146,Brandon LaFell ,6.7654,NaN
147,147,Charles Sims ,6.838,Charles Sims
148,148,Thomas Rawls ,6.711,Thomas Rawls
149,149,De'Anthony Thomas ,6.5624,De'Anthony Thomas
150,150,Ladarius Green ,6.439,Ladarius Green
151,151,Albert Wilson ,6.439,Albert Wilson
152,152,Fred Jackson ,6.439,Fred Jackson
153,153,Landry Jones ,6.584,Landry Jones
154,154,Louis Murphy ,6.283,Louis Murphy
155,155,Dwayne Allen ,6.106,Dwayne Allen
156,156,Andre Ellington ,6.181,Andre Ellington
157,157,DeAngelo Williams ,6.13,DeAngelo Williams
158,158,Crockett Gillmore ,5.944,Crockett Gillmore
159,159,Tevin Coleman ,5.955,Tevin Coleman
160,160,Dorial Green-Beckham ,5.755,Dorial Green-Beckham
161,161,Brandon Myers ,5.528,Brandon Myers
162,162,C.J. Spiller ,5.4302,C.J. Spiller
163,163,Nate Washington ,5.364,Nate Washington
164,164,Vernon Davis ,5.276,Vernon Davis
165,165,Ahmad Bradshaw ,5.188,Ahmad Bradshaw
166,166,Roy Helu ,5.077,Roy Helu Jr.
167,167,Tavon Austin ,5.1022,Tavon Austin
168,168,Tre Mason ,5.097,Tre Mason
169,169,Andre Williams ,5.263,Andre Williams
170,170,Rueben Randle ,4.914,Rueben Randle
171,171,Brian Hartline ,4.913,Brian Hartline
172,172,Jerricho Cotchery ,4.903,Jerricho Cotchery
173,173,Denard Robinson ,4.9,Denard Robinson
174,174,Anthony Fasano ,4.868,Anthony Fasano
175,175,Riley Cooper ,4.886,Riley Cooper
176,176,Brian Quick ,4.765,Brian Quick
177,177,Phillip Dorsett ,4.743,Phillip Dorsett
178,178,Kenny Stills ,4.715,Kenny Stills
179,179,Mychal Rivera ,4.673,Mychal Rivera
180,180,Roddy White ,4.717,Roddy White
181,181,Michael Floyd ,4.613,Michael Floyd
182,182,Cole Beasley ,4.588,Cole Beasley
183,183,Lance Moore ,4.495,Lance Moore
184,184,Brandon Coleman ,4.462,Brandon Coleman
185,185,Chris Matthews ,4.433,Chris Matthews
186,186,Scott Chandler ,4.432,Scott Chandler
187,187,Jerick McKinnon ,4.432,Jerick McKinnon
188,188,Markus Wheaton ,4.376,Markus Wheaton
189,189,Zac Stacy ,4.415,Zac Stacy
190,190,Taylor Gabriel ,4.336,Taylor Gabriel
191,191,Alfred Blue ,4.417,Alfred Blue
192,192,Garrett Graham ,4.308,Garrett Graham
193,193,Miles Austin ,4.16,Miles Austin
194,194,Lance Kendricks ,4.224,Lance Kendricks
195,195,Tyler Lockett ,4.236,Tyler Lockett
196,196,Philly Brown ,4.13,NaN
197,197,Ryan Grant ,4.0844,Ryan Grant
198,198,Danny Amendola ,4.053,Danny Amendola
199,199,Nick Williams ,4.0476,Nick Williams
200,200,Keith Mumphery ,4.009,Keith Mumphery
201,201,Stedman Bailey ,3.984,Stedman Bailey
202,202,Jaelen Strong ,3.923,Jaelen Strong
203,203,Chris Hogan ,3.917,Chris Hogan
204,204,Jerome Simpson ,3.794,NaN
205,205,James O'Shaughnessy ,3.726,James O'Shaughnessy
206,206,Josh Huff ,3.764,Josh Huff
207,207,Jarius Wright ,3.736,Jarius Wright
208,208,Brent Celek ,3.749,Brent Celek
209,209,Javorius Allen ,3.848,Javorius Allen
210,210,Robert Turbin ,3.81,Robert Turbin
211,211,Keshawn Martin ,3.649,Keshawn Martin
212,212,Luke Willson ,3.61,Luke Willson
213,213,Dwayne Harris ,3.6024,Dwayne Harris
214,214,Brice Butler ,3.614,Brice Butler
215,215,Ricardo Lockette ,3.525,Ricardo Lockette
216,216,Andre Holmes ,3.455,Andre Holmes
217,217,Dion Sims ,3.533,Dion Sims
218,218,Chris Conley ,3.45,Chris Conley
219,219,Derek Carrier ,3.337,Derek Carrier
220,220,Marlon Brown ,3.3616,Marlon Brown
221,221,Maxx Williams ,3.329,Maxx Williams
222,222,Chris Gragg ,3.309,Chris Gragg
223,223,Jason Avant ,3.312,Jason Avant
224,224,Levine Toilolo ,3.359,Levine Toilolo
225,225,Josh Hill ,3.283,Josh Hill
226,226,Terron Ward ,3.252,Terron Ward
227,227,Damien Williams ,3.279,Damien Williams
228,228,DeVante Parker ,3.148,DeVante Parker
229,229,Dontrelle Inman ,3.142,Dontrelle Inman
230,230,Greg Jennings ,3.035,Greg Jennings
231,231,Chris Owusu ,3.0,Chris Owusu
232,232,Jeff Cumberland ,3.012,Jeff Cumberland
233,233,Taiwan Jones ,2.928,Taiwan Jones
234,234,Craig Stevens ,2.882,Craig Stevens
235,235,Ed Dickson ,2.922,Ed Dickson
236,236,Troy Niklas ,2.83,Troy Niklas
237,237,Marcedes Lewis ,2.757,Marcedes Lewis
238,238,Jeremy Kerley ,2.803,Jeremy Kerley
239,239,Devin Funchess ,2.759,Devin Funchess
240,240,Tony Moeaki ,2.604,Tony Moeaki
241,241,Gavin Escobar ,2.608,Gavin Escobar
242,242,Cameron Artis-Payne ,2.552,Cameron Artis-Payne
243,243,Sammie Coates ,2.451,Sammie Coates
244,244,Branden Oliver ,2.439,Branden Oliver
245,245,Devin Smith ,2.429,Devin Smith
246,246,Reggie Bush ,2.44,Reggie Bush
247,247,Jonas Gray ,2.366,Jonas Gray
248,248,Devin Street ,2.229,Devin Street
249,249,Jay Prosch ,2.293,Jay Prosch
250,250,Marcel Reece ,2.217,Marcel Reece
251,251,Bobby Rainey ,2.204,Bobby Rainey
252,252,Khiry Robinson ,2.19,Khiry Robinson
253,253,Matt Spaeth ,2.15,Matt Spaeth
254,254,Rhett Ellison ,2.093,Rhett Ellison
255,255,George Winn ,2.058,NaN
256,256,Matt Asiata ,2.078,Matt Asiata
257,257,C.J. Fiedorowicz ,2.05,C.J. Fiedorowicz
258,258,Cameron Brate ,2.012,Cameron Brate
259,259,Michael Burton ,2.014,Michael Burton
260,260,Dan Herron ,1.95,Daniel Herron
261,261,Vance McDonald ,1.928,Vance McDonald
262,262,Jake Stoneburner ,1.872,Jake Stoneburner
263,263,Jermaine Gresham ,1.851,Jermaine Gresham
264,264,Mike Tolbert ,1.8736,Mike Tolbert
265,265,Spencer Ware ,1.806,Spencer Ware
266,266,Malcolm Johnson ,1.72,Malcolm Johnson
267,267,Aaron Dobson ,1.692,Aaron Dobson
268,268,James White ,1.697,James White
269,269,Toby Gerhart ,1.72,Toby Gerhart
270,270,Will Johnson ,1.679,Will Johnson
271,271,Stepfan Taylor ,1.688,Stepfan Taylor
272,272,Jonathan Grimes ,1.658,Jonathan Grimes
273,273,Terrance West ,1.689,Terrance West
274,274,Anthony Dixon ,1.6,NaN
275,275,Dri Archer ,1.575,Dri Archer
276,276,Anthony Sherman ,1.5766,Anthony Sherman
277,277,Michael Hoomanawanui ,1.535,Michael Hoomanawanui
278,278,Fozzy Whittaker ,1.562,Fozzy Whittaker
279,279,Darrel Young ,1.4804,Darrel Young
280,280,Jerome Felton ,1.444,Jerome Felton
281,281,Josh Robinson ,1.406,Josh Robinson
282,282,Rob Housler ,1.37,Rob Housler
283,283,Marlon Moore ,1.371,Marlon Moore
284,284,Johnny Manziel ,1.5808,Johnny Manziel
285,285,Brandon Bolden ,1.295,Brandon Bolden
286,286,Eric Weems ,1.27,Eric Weems
287,287,Mike Davis ,1.273,Mike Davis
288,288,Justin Hardy ,1.186,Justin Hardy
289,289,Patrick DiMarco ,1.202,Patrick DiMarco
290,290,Griff Whalen ,1.152,Griff Whalen
291,291,Corey Fuller ,1.069,Corey Fuller
292,292,Case Keenum ,1.1382,Case Keenum
293,293,Bryan Walters ,1.032,Bryan Walters
294,294,Colt McCoy ,1.103,Colt McCoy
295,295,Kyle Juszczyk ,1.019,Kyle Juszczyk
296,296,Shaun Hill ,1.0826,Shaun Hill
297,301,Mike Glennon ,1.0668,Mike Glennon
298,303,Mark Sanchez ,1.0584,Mark Sanchez
299,311,Geno Smith ,1.012,Geno Smith
