,Unnamed: 0,player,cbs,dk_name
0,7,Joe Flacco,15.34,Joe Flacco
1,9,Ryan Tannehill,17.72,Ryan Tannehill
2,10,Landry Jones,13.75,Landry Jones
3,11,Alex Smith,15.67,Alex Smith
4,14,Josh McCown,16.86,Josh McCown
5,15,Matthew Stafford,19.02,Matthew Stafford
6,17,Drew Brees,19.97,Drew Brees
7,19,Philip Rivers,19.19,Philip Rivers
8,21,Jameis Winston,16.64,Jameis Winston
9,26,Eli Manning,23.13,Eli Manning
10,29,Tom Brady,19.88,Tom Brady
11,30,Cam Newton,19.83,Cam Newton
12,37,Ben Roethlisberger,2.386,Ben Roethlisberger
13,38,Russell Wilson,18.21,Russell Wilson
14,39,Nick Foles,14.77,Nick Foles
15,43,Brian Hoyer,14.65,Brian Hoyer
16,45,Sam Bradford,14.3,Sam Bradford
17,49,EJ Manuel,15.78,EJ Manuel
18,50,Matt Ryan,17.81,Matt Ryan
19,53,Teddy Bridgewater,13.94,Teddy Bridgewater
20,55,Colin Kaepernick,14.16,Colin Kaepernick
21,56,Ryan Fitzpatrick,16.82,Ryan Fitzpatrick
22,57,Carson Palmer,24.13,Carson Palmer
23,61,Zach Mettenberger,15.17,Zach Mettenberger
24,63,Derek Carr,14.7,Derek Carr
25,65,Kirk Cousins,14.12,Kirk Cousins
26,70,Andrew Luck,26.12,Andrew Luck
27,71,Blake Bortles,14.44,Blake Bortles
28,72,Matt Cassel,12.55,Matt Cassel
29,78,Jonathan Stewart,10.28,Jonathan Stewart
30,79,Antonio Andrews,9.49,Antonio Andrews
31,82,DeAngelo Williams,3.52,DeAngelo Williams
32,84,DeMarco Murray,14.73,DeMarco Murray
33,85,Alfred Blue,6.12,Alfred Blue
34,86,Andre Williams,6.2,Andre Williams
35,89,Carlos Hyde,10.25,Carlos Hyde
36,90,Ryan Mathews,10.15,Ryan Mathews
37,91,Jalston Fowler,2.05,Jalston Fowler
38,94,Tevin Coleman,6.32,Tevin Coleman
39,95,LeSean McCoy,10.98,LeSean McCoy
40,97,Doug Martin,13.42,Doug Martin
41,98,Marshawn Lynch,15.13,Marshawn Lynch
42,99,Will Johnson,2.78,Will Johnson
43,100,Branden Oliver,6.89,Branden Oliver
44,101,Zach Line,2.46,Zach Line
45,102,Arian Foster,17.41,Arian Foster
46,103,Latavius Murray,13.85,Latavius Murray
47,104,Christine Michael,5.23,Christine Michael
48,107,Ameer Abdullah,10.5,Ameer Abdullah
49,108,Lamar Miller,13.07,Lamar Miller
50,109,Taiwan Jones,4.2,Taiwan Jones
51,110,Devonta Freeman,20.32,Devonta Freeman
52,111,Melvin Gordon,8.4,Melvin Gordon
53,112,Thomas Rawls,6.93,Thomas Rawls
54,113,Toby Gerhart,3.13,Toby Gerhart
55,114,Anthony Sherman,2.08,Anthony Sherman
56,115,Tommy Bohanon,1.56,Tommy Bohanon
57,116,Mike Tolbert,5.02,Mike Tolbert
58,117,Shane Vereen,11.37,Shane Vereen
59,119,Dexter McCluster,7.07,Dexter McCluster
60,121,Joique Bell,6.17,Joique Bell
61,122,Mike Davis,3.89,Mike Davis
62,124,Matt Asiata,3.08,Matt Asiata
63,126,Ahmad Bradshaw,6.33,Ahmad Bradshaw
64,128,Dan Herron,6.26,Daniel Herron
65,129,Mark Ingram,14.04,Mark Ingram
66,131,Bruce Miller,3.24,Bruce Miller
67,135,Chris Johnson,10.63,Chris Johnson
68,136,Jerick McKinnon,2.01,Jerick McKinnon
69,137,Khiry Robinson,6.37,Khiry Robinson
70,138,Zac Stacy,4.77,Zac Stacy
71,139,Damien Williams,5.2,Damien Williams
72,140,Austin Johnson,2.87,Austin Johnson
73,141,Alfred Morris,10.6,Alfred Morris
74,142,Dion Lewis,14.22,Dion Lewis
75,143,Justin Forsett,14.18,Justin Forsett
76,144,Kyle Juszczyk,3.37,Kyle Juszczyk
77,145,Rashad Jennings,12.56,Rashad Jennings
78,147,Isaiah Crowell,9.36,Isaiah Crowell
79,148,Todd Gurley,14.97,Todd Gurley
80,149,Charcandrick West,8.34,Charcandrick West
81,150,Javorius Allen,5.72,Javorius Allen
82,151,Darren Sproles,7.9,Darren Sproles
83,152,Chris Ivory,12.41,Chris Ivory
84,153,C.J. Spiller,8.89,C.J. Spiller
