,Unnamed: 0,player,fftoday,dk_name
144,156,Dorial Green-Beckham,7.0,Dorial Green-Beckham
145,157,Josh Huff,7.0,Josh Huff
146,158,Justin Hunter,7.0,Justin Hunter
147,159,Tavon Austin,7.5,Tavon Austin
148,160,Cole Beasley,6.5,Cole Beasley
149,161,Philly Brown,6.5,NaN
150,162,Dwayne Harris,6.5,Dwayne Harris
151,163,Jermaine Kearse,7.5,Jermaine Kearse
152,164,Lance Moore,6.5,Lance Moore
153,165,Bryan Walters,6.5,Bryan Walters
154,166,Miles Austin,5.0,Miles Austin
155,167,Marques Colston,6.0,Marques Colston
156,168,Brian Hartline,6.0,Brian Hartline
157,169,Andrew Hawkins,6.0,Andrew Hawkins
158,170,Charles Johnson,5.0,Charles Johnson
159,171,Tyler Lockett,6.0,Tyler Lockett
160,172,Roddy White,6.0,Roddy White
161,173,Albert Wilson,5.0,Albert Wilson
162,174,Phillip Dorsett,4.5,Phillip Dorsett
163,175,Andre Johnson,4.5,Andre Johnson
164,176,Brian Quick,4.5,Brian Quick
165,177,Kenny Stills,4.5,Kenny Stills
166,178,Stedman Bailey,4.0,Stedman Bailey
167,179,Marlon Brown,4.0,Marlon Brown
168,180,Brandon Coleman,4.0,Brandon Coleman
169,181,Chris Conley,4.0,Chris Conley
170,182,Jerricho Cotchery,4.0,Jerricho Cotchery
171,183,Devin Funchess,4.0,Devin Funchess
172,184,Taylor Gabriel,4.0,Taylor Gabriel
173,185,Ryan Grant,4.0,Ryan Grant
174,186,Quinton Patton,4.0,Quinton Patton
175,187,Devin Smith,4.0,Devin Smith
176,188,Devin Street,4.0,Devin Street
177,189,Markus Wheaton,3.0,Markus Wheaton
178,190,Greg Jennings,2.5,Greg Jennings
179,191,Keith Mumphery,2.5,Keith Mumphery
180,192,Cordarrelle Patterson,2.5,Cordarrelle Patterson
181,193,Jason Avant,2.0,Jason Avant
182,194,DeVante Parker,2.0,DeVante Parker
183,197,Rob Gronkowski,19.5,Rob Gronkowski
184,198,Greg Olsen,20.0,Greg Olsen
185,199,Charles Clay,18.5,Charles Clay
186,200,Jimmy Graham,18.5,Jimmy Graham
187,201,Travis Kelce,18.5,Travis Kelce
188,202,Delanie Walker,18.5,Delanie Walker
189,203,Ladarius Green,17.0,Ladarius Green
190,204,Julius Thomas,16.5,Julius Thomas
191,205,Jason Witten,16.5,Jason Witten
192,206,Gary Barnidge,16.0,Gary Barnidge
193,207,Jordan Cameron,15.5,Jordan Cameron
194,208,Jordan Reed,10.0,Jordan Reed
195,209,Zach Ertz,7.5,Zach Ertz
196,210,Larry Donnell,8.0,Larry Donnell
197,211,Heath Miller,8.0,Heath Miller
198,212,Ben Watson,8.0,NaN
199,213,Dwayne Allen,6.5,Dwayne Allen
200,214,Jared Cook,7.5,Jared Cook
201,215,Crockett Gillmore,6.5,Crockett Gillmore
202,216,Kyle Rudolph,6.5,Kyle Rudolph
203,217,Eric Ebron,5.0,Eric Ebron
204,218,Antonio Gates,6.0,Antonio Gates
205,219,Jacob Tamme,6.0,Jacob Tamme
206,220,Garrett Celek,4.0,Garrett Celek
207,221,Vernon Davis,4.0,Vernon Davis
208,222,Gavin Escobar,4.0,Gavin Escobar
209,223,Coby Fleener,4.0,Coby Fleener
210,224,Garrett Graham,4.0,Garrett Graham
211,225,Jermaine Gresham,4.0,Jermaine Gresham
212,226,Brandon Myers,4.0,Brandon Myers
213,227,Mychal Rivera,4.0,Mychal Rivera
214,228,Luke Willson,4.0,Luke Willson
215,229,Derek Carrier,2.0,Derek Carrier
216,230,Brent Celek,2.0,Brent Celek
217,231,Scott Chandler,2.0,Scott Chandler
218,232,Ed Dickson,2.0,Ed Dickson
219,233,C.J. Fiedorowicz,2.0,C.J. Fiedorowicz
220,234,Josh Hill,2.0,Josh Hill
221,235,Lance Kendricks,2.0,Lance Kendricks
222,236,Marcedes Lewis,2.0,Marcedes Lewis
223,237,Clive Walford,2.0,Clive Walford
224,238,Tim Wright,2.0,Tim Wright
225,239,Jeff Cumberland,1.5,Jeff Cumberland
