,Unnamed: 0,player,fftoday,dk_name
0,2,Carson Palmer,27.0,Carson Palmer
1,3,Tom Brady,23.4,Tom Brady
2,4,Russell Wilson,23.3,Russell Wilson
3,5,Cam Newton,22.4,Cam Newton
4,6,Philip Rivers,23.8,Philip Rivers
5,7,Drew Brees,22.4,Drew Brees
6,8,Andrew Luck,20.6,Andrew Luck
7,9,Blake Bortles,19.6,Blake Bortles
8,10,Ryan Fitzpatrick,20.4,Ryan Fitzpatrick
9,11,Matthew Stafford,18.5,Matthew Stafford
10,12,Eli Manning,18.4,Eli Manning
11,13,Matt Ryan,19.3,Matt Ryan
12,14,Joe Flacco,18.1,Joe Flacco
13,15,Josh McCown,18.2,Josh McCown
14,16,Ryan Tannehill,18.2,Ryan Tannehill
15,17,Landry Jones,17.8,Landry Jones
16,18,Matt Cassel,17.6,Matt Cassel
17,19,Brian Hoyer,14.7,Brian Hoyer
18,20,Zach Mettenberger,14.4,Zach Mettenberger
19,21,Alex Smith,15.6,Alex Smith
20,22,Teddy Bridgewater,14.3,Teddy Bridgewater
21,23,Colin Kaepernick,14.1,Colin Kaepernick
22,24,EJ Manuel,13.9,EJ Manuel
23,25,Sam Bradford,12.2,Sam Bradford
24,26,Jameis Winston,14.4,Jameis Winston
25,27,Derek Carr,12.9,Derek Carr
26,28,Nick Foles,12.3,Nick Foles
27,29,Kirk Cousins,12.0,Kirk Cousins
28,32,Devonta Freeman,26.5,Devonta Freeman
29,33,Adrian Peterson,24.5,Adrian Peterson
30,34,Le'Veon Bell,22.0,Le'Veon Bell
31,35,Todd Gurley,22.0,Todd Gurley
32,36,Arian Foster,22.5,Arian Foster
33,37,LeSean McCoy,20.0,LeSean McCoy
34,38,Marshawn Lynch,18.5,Marshawn Lynch
35,39,Latavius Murray,19.0,Latavius Murray
36,40,Mark Ingram,18.5,Mark Ingram
37,41,Chris Ivory,16.0,Chris Ivory
38,42,Lamar Miller,15.5,Lamar Miller
39,43,DeMarco Murray,18.5,DeMarco Murray
40,44,Frank Gore,15.0,Frank Gore
41,45,Chris Johnson,15.0,Chris Johnson
42,46,Dion Lewis,21.0,Dion Lewis
43,47,Jonathan Stewart,14.5,Jonathan Stewart
44,48,Alfred Morris,12.5,Alfred Morris
45,49,Justin Forsett,14.0,Justin Forsett
46,50,Doug Martin,12.5,Doug Martin
47,51,Carlos Hyde,8.5,Carlos Hyde
48,52,Rashad Jennings,10.5,Rashad Jennings
49,53,Joseph Randle,10.0,Joseph Randle
50,54,Charcandrick West,10.0,Charcandrick West
51,55,Danny Woodhead,11.5,Danny Woodhead
52,56,Duke Johnson,9.0,Duke Johnson Jr.
53,57,Matt Jones,8.0,Matt Jones
54,58,Charles Sims,9.5,Charles Sims
55,59,Ameer Abdullah,6.0,Ameer Abdullah
56,60,Antonio Andrews,7.0,Antonio Andrews
57,61,LeGarrette Blount,5.0,LeGarrette Blount
58,62,Melvin Gordon,6.0,Melvin Gordon
59,63,Christine Michael,6.0,Christine Michael
60,64,Shane Vereen,9.0,Shane Vereen
61,65,T.J. Yeldon,7.0,T.J. Yeldon
62,66,Isaiah Crowell,5.5,Isaiah Crowell
63,67,Theo Riddick,9.5,Theo Riddick
64,68,Bishop Sankey,5.5,Bishop Sankey
65,69,Ryan Mathews,5.0,Ryan Mathews
66,70,C.J. Spiller,7.0,C.J. Spiller
67,71,Benny Cunningham,7.5,Benny Cunningham
68,72,David Johnson,5.5,David Johnson
69,73,Dexter McCluster,6.5,Dexter McCluster
70,74,Darren Sproles,5.5,Darren Sproles
71,75,Zac Stacy,5.5,Zac Stacy
72,76,Joique Bell,4.0,Joique Bell
73,77,Tevin Coleman,4.0,Tevin Coleman
74,78,Knile Davis,4.0,Knile Davis
75,79,Andre Ellington,4.0,Andre Ellington
76,80,Toby Gerhart,4.0,Toby Gerhart
77,81,Darren McFadden,4.0,Darren McFadden
78,84,Mike Tolbert,4.5,Mike Tolbert
79,85,Javorius Allen,2.0,Javorius Allen
80,86,Alfred Blue,3.0,Alfred Blue
81,87,Anthony Dixon,3.0,NaN
82,88,Jonas Gray,2.0,Jonas Gray
83,89,Roy Helu,3.0,Roy Helu Jr.
84,90,Branden Oliver,2.0,Branden Oliver
85,91,Chris Polk,3.0,Chris Polk
86,92,De'Anthony Thomas,4.0,De'Anthony Thomas
87,93,Andre Williams,2.0,Andre Williams
88,94,DeAngelo Williams,3.0,DeAngelo Williams
89,95,Jarryd Hayne,2.5,Jarryd Hayne
90,96,Dan Herron,1.5,Daniel Herron
91,97,Jerick McKinnon,2.5,Jerick McKinnon
92,98,Thomas Rawls,2.5,Thomas Rawls
93,99,Khiry Robinson,1.5,Khiry Robinson
94,104,DeAndre Hopkins,29.0,DeAndre Hopkins
95,105,Julio Jones,26.0,Julio Jones
96,106,Brandon Marshall,22.5,Brandon Marshall
97,107,Keenan Allen,22.0,Keenan Allen
98,108,Larry Fitzgerald,23.0,Larry Fitzgerald
99,109,Odell Beckham Jr.,20.5,Odell Beckham Jr.
100,110,Steve Smith,21.5,Steve Smith Sr.
101,111,Julian Edelman,21.0,Julian Edelman
102,112,Mike Evans,20.0,Mike Evans
103,113,T.Y. Hilton,20.0,T.Y. Hilton
104,114,Calvin Johnson,20.0,Calvin Johnson
105,115,Allen Robinson,20.0,Allen Robinson
106,116,Willie Snead,21.0,Willie Snead
107,117,Travis Benjamin,19.5,Travis Benjamin
108,118,Anquan Boldin,20.5,Anquan Boldin
109,119,John Brown,19.5,John Brown
110,120,Eric Decker,19.5,Eric Decker
111,121,Jarvis Landry,20.5,Jarvis Landry
112,122,Terrance Williams,20.5,Terrance Williams
113,123,Donte Moncrief,19.0,Donte Moncrief
114,124,Mike Wallace,18.0,Mike Wallace
115,125,Kenny Britt,17.5,Kenny Britt
116,126,Martavis Bryant,18.5,Martavis Bryant
117,127,Michael Crabtree,18.5,Michael Crabtree
118,128,Golden Tate,17.5,Golden Tate
119,129,Pierre Garcon,17.0,Pierre Garcon
120,130,Brandin Cooks,17.5,Brandin Cooks
121,131,Michael Floyd,16.5,Michael Floyd
122,132,Leonard Hankerson,15.5,Leonard Hankerson
123,133,Rueben Randle,15.5,Rueben Randle
124,134,Antonio Brown,13.0,Antonio Brown
125,135,Amari Cooper,12.0,Amari Cooper
126,136,Jeremy Maclin,13.0,Jeremy Maclin
127,137,Jordan Matthews,12.0,Jordan Matthews
128,138,Rishard Matthews,13.0,Rishard Matthews
129,139,Vincent Jackson,10.5,Vincent Jackson
130,140,Robert Woods,11.0,Robert Woods
131,141,Kendall Wright,11.0,Kendall Wright
132,142,Danny Amendola,10.5,Danny Amendola
133,143,Jamison Crowder,10.5,Jamison Crowder
134,144,Stefon Diggs,11.5,Stefon Diggs
135,145,Doug Baldwin,9.0,Doug Baldwin
136,146,Ted Ginn Jr.,9.0,Ted Ginn Jr.
137,147,Chris Hogan,9.0,Chris Hogan
138,148,Allen Hurns,9.0,Allen Hurns
139,149,Torrey Smith,8.0,Torrey Smith
140,150,Kamar Aiken,8.5,Kamar Aiken
141,151,Malcom Floyd,8.5,Malcom Floyd
142,152,Steve Johnson,8.5,Stevie Johnson
143,153,Nate Washington,8.5,Nate Washington
