,Unnamed: 0,player,fox,dk_name
69,69,Travis Benjamin,13.46,Travis Benjamin
70,70,Willie Snead,13.12,Willie Snead
71,71,T.Y. Hilton,13.67,T.Y. Hilton
72,72,DeMarco Murray,11.71,DeMarco Murray
73,73,Duke Johnson Jr.,11.17,Duke Johnson Jr.
74,74,Brandon Marshall,13.74,Brandon Marshall
75,75,Rob Gronkowski,13.51,Rob Gronkowski
76,76,Travis Kelce,13.48,Travis Kelce
77,77,Roddy White,12.17,Roddy White
78,78,Charles Clay,13.45,Charles Clay
79,79,Charcandrick West,10.36,Charcandrick West
80,80,Steve Smith Sr.,12.64,Steve Smith Sr.
81,81,Allen Robinson,12.79,Allen Robinson
82,82,Kenny Britt,11.96,Kenny Britt
83,83,Nate Washington,12.24,Nate Washington
84,84,Mike Evans,12.85,Mike Evans
85,85,Doug Baldwin,11.28,Doug Baldwin
86,86,Amari Cooper,12.54,Amari Cooper
87,87,Leonard Hankerson,12.1,Leonard Hankerson
88,88,Isaiah Crowell,8.11,Isaiah Crowell
89,89,Malcom Floyd,10.9,Malcom Floyd
90,90,Antonio Gates,12.26,Antonio Gates
91,91,Martavis Bryant,11.21,Martavis Bryant
92,92,Dwayne Harris,11.44,Dwayne Harris
93,93,LeGarrette Blount,8.06,LeGarrette Blount
94,94,Rueben Randle,11.65,Rueben Randle
95,95,Joseph Randle,9.94,Joseph Randle
96,96,Stevie Johnson,11.44,Stevie Johnson
97,97,Andrew Hawkins,11.16,Andrew Hawkins
98,98,Markus Wheaton,12.1,Markus Wheaton
99,99,Gary Barnidge,11.14,Gary Barnidge
100,100,Danny Woodhead,10.33,Danny Woodhead
101,101,Jordan Reed,11.87,Jordan Reed
102,102,Dexter McCluster,9.74,Dexter McCluster
103,103,Jimmy Graham,11.55,Jimmy Graham
104,104,Andre Johnson,10.68,Andre Johnson
105,105,Eric Decker,11.94,Eric Decker
106,106,Jarvis Landry,12.56,Jarvis Landry
107,107,Heath Miller,11.2,Heath Miller
108,108,Rashad Jennings,9.82,Rashad Jennings
109,109,Jamison Crowder,11.7,Jamison Crowder
110,110,Jacob Tamme,11.48,Jacob Tamme
111,111,Danny Amendola,10.79,Danny Amendola
112,112,Chris Hogan,10.31,Chris Hogan
113,113,Andre Ellington,9.07,Andre Ellington
114,114,Jordan Matthews,10.68,Jordan Matthews
115,115,Rishard Matthews,10.81,Rishard Matthews
116,116,Ameer Abdullah,8.25,Ameer Abdullah
117,117,Stefon Diggs,9.95,Stefon Diggs
118,118,Matt Jones,7.2,Matt Jones
119,119,Donte Moncrief,10.87,Donte Moncrief
120,120,Kamar Aiken,9.96,Kamar Aiken
121,121,Torrey Smith,9.87,Torrey Smith
122,122,Joique Bell,8.2,Joique Bell
123,123,Riley Cooper,9.57,Riley Cooper
124,124,Jermaine Kearse,9.41,Jermaine Kearse
125,125,Alfred Blue,6.81,Alfred Blue
126,126,Benjamin Watson,10.53,Benjamin Watson
127,127,Greg Olsen,10.57,Greg Olsen
128,128,De'Anthony Thomas,9.08,De'Anthony Thomas
129,129,Shane Vereen,8.76,Shane Vereen
130,130,Kyle Rudolph,10.27,Kyle Rudolph
131,131,Jared Cook,10.26,Jared Cook
132,132,Jerricho Cotchery,8.98,Jerricho Cotchery
133,133,Dion Lewis,8.21,Dion Lewis
134,134,Delanie Walker,9.84,Delanie Walker
135,135,Brandon Coleman,9.09,Brandon Coleman
136,136,Bryan Walters,8.92,Bryan Walters
137,137,Justin Hunter,9.2,Justin Hunter
138,138,Coby Fleener,9.76,Coby Fleener
139,139,Jordan Cameron,9.56,Jordan Cameron
140,140,Michael Floyd,8.46,Michael Floyd
141,141,Lance Moore,8.49,Lance Moore
142,142,Tavon Austin,9.02,Tavon Austin
143,143,Seth Roberts,8.93,Seth Roberts
144,144,Stedman Bailey,8.41,Stedman Bailey
145,145,Tyler Lockett,7.99,Tyler Lockett
146,146,Bishop Sankey,6.82,Bishop Sankey
147,147,Christine Michael,6.25,Christine Michael
148,148,Larry Donnell,8.46,Larry Donnell
149,149,Taylor Gabriel,8.12,Taylor Gabriel
150,150,Zach Ertz,8.36,Zach Ertz
151,151,Alfred Morris,5.22,Alfred Morris
152,152,Chris Thompson,7.77,Chris Thompson
153,153,Chris Conley,7.81,Chris Conley
154,154,Ted Ginn Jr.,7.33,Ted Ginn Jr.
155,155,Albert Wilson,7.47,Albert Wilson
156,156,Dorial Green-Beckham,7.74,Dorial Green-Beckham
157,157,Jason Avant,6.61,Jason Avant
158,158,Knile Davis,5.4,Knile Davis
159,159,Ryan Grant,7.81,Ryan Grant
160,160,Dwayne Allen,7.5,Dwayne Allen
161,161,Greg Jennings,6.85,Greg Jennings
162,162,Andre Williams,6.12,Andre Williams
163,163,Devin Funchess,7.18,Devin Funchess
164,164,Keshawn Martin,7.38,Keshawn Martin
165,165,Jarius Wright,6.64,Jarius Wright
166,166,Julius Thomas,7.65,Julius Thomas
167,167,Brian Hartline,6.13,Brian Hartline
168,168,Charles Sims,5.33,Charles Sims
169,169,Marlon Brown,6.78,Marlon Brown
170,170,Jaron Brown,6.52,Jaron Brown
171,171,Brandon Myers,7.63,Brandon Myers
172,172,Louis Murphy,6.0,Louis Murphy
173,173,C.J. Spiller,5.85,C.J. Spiller
174,174,Darren Sproles,5.73,Darren Sproles
175,175,David Johnson,5.63,David Johnson
176,176,Chris Owusu,6.29,Chris Owusu
177,177,Javorius Allen,4.13,Javorius Allen
178,178,Ladarius Green,5.51,Ladarius Green
179,179,Branden Oliver,5.01,Branden Oliver
180,180,Theo Riddick,5.49,Theo Riddick
181,181,Jermaine Gresham,5.52,Jermaine Gresham
182,182,Nick Williams,5.26,Nick Williams
183,183,Mike Tolbert,4.54,Mike Tolbert
184,184,Josh Huff,5.99,Josh Huff
185,185,Marcel Reece,5.75,Marcel Reece
186,186,Damien Williams,4.24,Damien Williams
187,187,Antonio Andrews,3.74,Antonio Andrews
188,188,Ahmad Bradshaw,4.53,Ahmad Bradshaw
189,189,Tevin Coleman,3.38,Tevin Coleman
190,190,Vernon Davis,5.1,Vernon Davis
191,191,Keith Mumphery,5.42,Keith Mumphery
192,192,Jeff Cumberland,5.38,Jeff Cumberland
193,193,Andre Holmes,4.74,Andre Holmes
194,194,Matt Asiata,3.97,Matt Asiata
195,195,Chris Matthews,4.48,Chris Matthews
196,196,Crockett Gillmore,5.66,Crockett Gillmore
197,197,DeAngelo Williams,2.83,DeAngelo Williams
198,198,Khiry Robinson,3.97,Khiry Robinson
199,199,Marcus Easley,3.89,Marcus Easley
200,200,Rashad Ross,4.66,Rashad Ross
201,201,Darrius Heyward-Bey,4.24,Darrius Heyward-Bey
202,202,Thomas Rawls,3.16,Thomas Rawls
203,203,Mychal Rivera,5.06,Mychal Rivera
204,204,Devin Street,4.25,Devin Street
205,205,Benny Cunningham,4.67,Benny Cunningham
206,206,Marcedes Lewis,4.61,Marcedes Lewis
207,207,Phillip Dorsett,4.21,Phillip Dorsett
208,208,Quinton Patton,4.3,Quinton Patton
209,209,Anthony Fasano,4.03,Anthony Fasano
210,210,Reggie Bush,3.73,Reggie Bush
211,211,Taiwan Jones,2.79,Taiwan Jones
212,212,Ed Dickson,3.92,Ed Dickson
213,213,Corey Brown,3.54,Corey Brown
214,214,Luke Willson,3.65,Luke Willson
215,215,Ryan Mathews,2.66,Ryan Mathews
216,216,Derek Carrier,3.71,Derek Carrier
217,217,Adam Thielen,3.29,Adam Thielen
218,218,Clive Walford,3.51,Clive Walford
219,219,Josh Hill,3.47,Josh Hill
220,220,Toby Gerhart,2.89,Toby Gerhart
221,221,Garrett Celek,3.36,Garrett Celek
222,222,Rhett Ellison,3.55,Rhett Ellison
223,223,Scott Chandler,3.51,Scott Chandler
224,224,Miles Austin,2.84,Miles Austin
225,225,Jaelen Strong,3.23,Jaelen Strong
226,226,Gavin Escobar,3.25,Gavin Escobar
227,227,Brent Celek,3.54,Brent Celek
228,228,Robert Turbin,2.14,Robert Turbin
229,229,Zac Stacy,2.37,Zac Stacy
230,230,Tre Mason,1.85,Tre Mason
231,231,Brian Quick,2.61,Brian Quick
232,232,Geremy Davis,2.63,Geremy Davis
233,233,Dion Sims,3.2,Dion Sims
234,234,Kenny Stills,2.66,Kenny Stills
235,235,Garrett Graham,3.03,Garrett Graham
236,236,Dontrelle Inman,2.34,Dontrelle Inman
237,237,Corey Fuller,2.43,Corey Fuller
238,238,C.J. Fiedorowicz,2.92,C.J. Fiedorowicz
239,239,Darren Waller,2.35,Darren Waller
240,240,Bruce Ellington,2.22,Bruce Ellington
241,241,Denard Robinson,1.6,Denard Robinson
242,242,Cameron Artis-Payne,1.82,Cameron Artis-Payne
243,243,Devin Smith,1.77,Devin Smith
244,244,Tim Wright,2.3,Tim Wright
245,245,Aaron Dobson,2.13,Aaron Dobson
246,246,Kyle Juszczyk,3.24,Kyle Juszczyk
247,247,Russell Shepard,1.53,Russell Shepard
248,248,Joseph Fauria,1.7,NaN
249,249,Maxx Williams,1.4,Maxx Williams
250,250,Anthony Sherman,1.68,Anthony Sherman
251,251,James O'Shaughnessy,1.37,James O'Shaughnessy
252,252,Josh Robinson,1.08,Josh Robinson
253,253,Preston Parker,1.44,NaN
254,254,Dwayne Bowe,0.86,Dwayne Bowe
255,255,Marcus Thigpen,1.05,NaN
256,256,Jerick McKinnon,0.94,Jerick McKinnon
257,257,Rod Streater,0.84,Rod Streater
258,258,Jim Dray,0.68,Jim Dray
259,259,Charles Johnson,0.75,Charles Johnson
260,260,Clay Harbor,0.76,Clay Harbor
261,261,Luke Stocker,0.86,Luke Stocker
262,262,Lee Smith,0.8,Lee Smith
263,263,Griff Whalen,0.67,Griff Whalen
264,264,Bruce Miller,1.05,Bruce Miller
265,265,Brice Butler,0.48,Brice Butler
266,266,J.J. Nelson,0.61,J.J. Nelson
267,267,Cory Harkey,0.63,Cory Harkey
268,268,TJ Jones,0.45,TJ Jones
269,269,Darren McFadden,0.33,Darren McFadden
270,270,Chris Givens,0.3,Chris Givens
271,271,Frankie Hammond Jr.,0.28,Frankie Hammond Jr.
272,272,James White,0.17,James White
273,273,Adam Humphries,0.44,NaN
274,274,Kevin Norwood,0.42,Kevin Norwood
275,275,Jerome Simpson,0.28,NaN
276,276,Paul Richardson,0.28,NaN
277,277,Terrance West,0.17,Terrance West
278,278,DeVante Parker,0.26,DeVante Parker
279,279,Jeremy Kerley,0.26,Jeremy Kerley
280,280,Fozzy Whittaker,0.33,Fozzy Whittaker
281,281,Jesse James,0.25,Jesse James
282,282,Roy Helu Jr.,0.13,Roy Helu Jr.
283,283,Bobby Rainey,0.21,Bobby Rainey
284,284,Justin Hardy,0.4,Justin Hardy
285,285,Craig Stevens,0.24,Craig Stevens
286,286,Matthew Slater,0.26,Matthew Slater
287,287,Dennis Pitta,0.21,NaN
288,288,Tommy Bohanon,0.34,Tommy Bohanon
289,289,Greg Salas,0.2,NaN
290,290,Dri Archer,0.05,Dri Archer
291,291,Jacoby Jones,0.07,Jacoby Jones
292,292,Troy Niklas,0.18,Troy Niklas
293,293,Chris Gragg,0.19,Chris Gragg
294,294,Cordarrelle Patterson,0.06,Cordarrelle Patterson
295,295,Ricardo Lockette,0.06,Ricardo Lockette
296,296,Orleans Darkwa,0.08,Orleans Darkwa
297,297,Donald Brown,0.05,Donald Brown
298,298,Stepfan Taylor,0.05,Stepfan Taylor
299,299,Jack Doyle,0.18,Jack Doyle
300,300,Levine Toilolo,0.17,Levine Toilolo
301,301,Isaiah Pead,0.06,NaN
302,302,Shaun Draughn,0.06,Shaun Draughn
303,303,Eric Weems,0.07,Eric Weems
304,304,Tim Hightower,0.05,NaN
305,305,Jerome Felton,0.15,Jerome Felton
306,306,Chris Polk,0.02,Chris Polk
307,307,Lucky Whitehead,0.02,Lucky Whitehead
308,308,Jalston Fowler,0.04,Jalston Fowler
309,309,Will Johnson,0.04,Will Johnson
310,310,Jay Prosch,0.04,Jay Prosch
311,311,Patrick DiMarco,0.04,Patrick DiMarco
312,312,Jerome Cunningham,0.03,Jerome Cunningham
313,313,Anthony McCoy,0.01,Anthony McCoy
314,314,Jorvorskie Lane,0.03,Jorvorskie Lane
315,315,Tyler Clutts,0.03,Tyler Clutts
316,316,Seyi Ajirotutu,0.02,Seyi Ajirotutu
317,317,Malcolm Johnson,0.03,Malcolm Johnson
318,318,Daniel Herron,0.01,Daniel Herron
319,319,John Phillips,0.01,John Phillips
