,player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td
317,Chad Henne ,SD,#29,302,33,14.73,0.09,0.06,0.15,0.62,0.0,0.0,0.04,0.0,0.88,0.94,$5600,0.17,0.95,$5000,0.19,0.88,$75000,0.01,0.94,$10000,0.09,1.02,$4500,0.23,0.95,$3000,0.32,1.1,$4500,0.24,0.95,$4700,0.2,0.94,$20,47.0,,,,
318,Ryan Nassib ,WSH,#18,303,34,13.54,0.08,0.05,0.17,0.65,0.01,0.0,0.04,0.0,0.87,0.92,$5000,0.18,0.93,$5000,0.19,0.87,$75000,0.01,0.92,$10000,0.09,1.01,$4500,0.22,0.93,$3000,0.31,1.08,$4500,0.24,0.93,$4600,0.2,0.92,$20,46.0,,,,
319,Cameron Meredith ,GB,#21,304,122,0.0,0.0,0.0,0.0,0.0,0.0,0.42,3.75,0.01,0.86,0.65,$4500,0.14,0.86,$3000,0.29,0.65,$30000,0.02,0.86,$6000,0.14,0.65,$3000,0.22,0.86,$3000,0.29,0.86,$2000,0.43,0.65,$2500,0.26,0.65,$10,65.0,,,,
320,Jack Doyle ,TB,#17,305,63,0.0,0.0,0.0,0.0,0.0,0.0,0.34,3.4,0.03,0.86,0.69,$4500,0.15,0.86,$2500,0.34,0.69,$30000,0.02,0.86,$6000,0.14,0.69,$3000,0.23,0.86,$3000,0.29,0.86,$1700,0.51,0.69,$2000,0.35,0.69,$10,69.0,,,,
321,Jeremy Butler ,CLE,#28,306,123,0.0,0.0,0.0,0.0,0.0,0.0,0.41,3.79,0.01,0.85,0.64,$4700,0.14,0.85,$3000,0.28,0.64,$40400,0.02,0.85,$6000,0.14,0.64,$3500,0.18,0.85,$3000,0.28,0.85,$2000,0.43,0.64,$2000,0.32,0.64,$10,64.0,,,,
322,Russell Shepard ,IND,#19,306,123,0.0,0.0,0.0,0.0,0.0,0.0,0.24,4.85,0.02,0.85,0.73,$4500,0.16,0.85,$3000,0.28,0.73,$30000,0.02,0.85,$6000,0.14,0.73,$3000,0.24,0.85,$3000,0.28,0.85,$2000,0.43,0.73,$2000,0.37,0.73,$10,73.0,,,,
323,Roy Helu ,TEN,#12,307,87,0.0,0.0,0.0,0.19,0.89,0.0,0.38,3.11,0.01,0.84,0.65,$4900,0.13,0.84,$3000,0.28,0.65,$40400,0.02,0.84,$6000,0.14,0.65,$4000,0.16,0.84,$3000,0.28,0.84,$2000,0.42,0.65,$0,0.0,0.65,$10,65.0,,,,
324,Marcus Easley ,KC,#7,308,124,0.0,0.0,0.0,0.0,0.0,0.0,0.22,4.34,0.03,0.83,0.72,$4500,0.16,0.83,$3000,0.28,0.72,$30000,0.02,0.83,$6000,0.14,0.72,$3000,0.24,0.83,$3000,0.28,0.83,$2000,0.42,0.72,$2000,0.36,0.72,$10,72.0,,,,
325,Cody Latimer ,NE,#13,308,124,0.0,0.0,0.0,0.02,-0.01,0.0,0.27,4.44,0.02,0.83,0.7,$4800,0.15,0.83,$3000,0.28,0.7,$30000,0.02,0.83,$6000,0.14,0.7,$3900,0.18,0.83,$3000,0.28,0.83,$2100,0.4,0.7,$3600,0.19,0.7,$10,70.0,,,,
326,Tarvaris Jackson ,PIT,#8,309,35,13.65,0.08,0.07,0.18,0.54,0.01,0.0,0.0,0.0,0.82,0.89,$5200,0.17,0.9,$5000,0.18,0.82,$75000,0.01,0.89,$10000,0.09,0.96,$4500,0.21,0.9,$3000,0.3,1.05,$4500,0.23,0.9,$4700,0.19,0.89,$20,44.5,,,,
327,Stepfan Taylor ,SF,#30,310,88,0.0,0.0,0.0,0.87,3.49,0.05,0.11,0.65,0.0,0.82,0.77,$4500,0.17,0.82,$3000,0.27,0.77,$35000,0.02,0.82,$6000,0.14,0.77,$3500,0.22,0.82,$3000,0.27,0.82,$2000,0.41,0.77,$2600,0.3,0.77,$10,77.0,,,,
328,Jesse James ,SEA,#4,311,64,0.0,0.0,0.0,0.0,0.0,0.0,0.34,2.92,0.03,0.81,0.64,$4700,0.14,0.81,$2500,0.32,0.64,$36300,0.02,0.81,$6000,0.14,0.64,$3000,0.21,0.81,$3000,0.27,0.81,$1700,0.48,0.64,$0,0.0,0.64,$10,64.0,,,,
329,Chase Reynolds ,CIN,#14,312,89,0.0,0.0,0.0,0.39,1.62,0.01,0.29,2.4,0.01,0.81,0.67,$0,0.0,0.81,$3000,0.27,0.67,$35000,0.02,0.81,$6000,0.14,0.67,$3000,0.22,0.81,$3000,0.27,0.81,$0,0.0,0.67,$1600,0.42,0.67,$10,67.0,,,,
330,Toby Gerhart ,SD,#29,313,90,0.0,0.0,0.0,0.22,0.44,0.01,0.32,2.6,0.02,0.8,0.64,$4600,0.14,0.8,$3000,0.27,0.64,$35000,0.02,0.8,$6000,0.13,0.64,$3500,0.18,0.8,$3000,0.27,0.8,$2000,0.4,0.64,$2600,0.25,0.64,$10,64.0,,,,
331,Andre Roberts ,NYG,#23,314,125,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3.51,0.02,0.8,0.64,$4700,0.14,0.8,$3000,0.27,0.64,$30000,0.02,0.8,$6000,0.13,0.64,$3550,0.18,0.8,$3000,0.27,0.8,$2000,0.4,0.64,$2000,0.32,0.64,$10,64.0,,,,
332,Justin Perillo ,CHI,#25,315,65,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.27,0.03,0.79,0.65,$4600,0.14,0.79,$2500,0.32,0.65,$42700,0.02,0.79,$6000,0.13,0.65,$3000,0.22,0.79,$3000,0.26,0.79,$1700,0.46,0.65,$2200,0.3,0.65,$10,65.0,,,,
333,Darrius Heyward-Bey ,SEA,#4,316,126,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3.39,0.02,0.77,0.6,$4700,0.13,0.78,$3000,0.26,0.6,$37700,0.02,0.77,$6000,0.13,0.6,$3700,0.16,0.78,$3000,0.26,0.79,$2000,0.4,0.61,$2500,0.24,0.6,$10,60.0,,,,
334,Nikita Whitlock ,WSH,#18,317,91,0.0,0.0,0.0,0.5,1.96,0.01,0.32,2.07,0.0,0.76,0.6,$0,0.0,0.77,$3000,0.26,0.6,$0,0.0,0.76,$6000,0.13,0.6,$0,0.0,0.77,$3000,0.26,0.78,$0,0.0,0.61,$0,0.0,0.6,$10,60.0,,,,
335,Jaron Brown ,SF,#30,318,127,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3.76,0.01,0.76,0.6,$4500,0.13,0.76,$3000,0.25,0.6,$30000,0.02,0.76,$6000,0.13,0.6,$4100,0.15,0.76,$3000,0.25,0.76,$2000,0.38,0.6,$3600,0.17,0.6,$10,60.0,,,,
336,Michael Burton ,PHI,#10,319,92,0.0,0.0,0.0,0.28,0.49,0.01,0.38,2.0,0.01,0.75,0.56,$0,0.0,0.75,$3000,0.25,0.56,$0,0.0,0.75,$6000,0.13,0.56,$0,0.0,0.75,$3000,0.25,0.75,$2000,0.38,0.56,$2100,0.27,0.56,$10,56.0,,,,
337,Antone Smith ,GB,#21,319,92,0.0,0.0,0.0,0.58,2.78,0.06,0.09,0.22,0.0,0.75,0.71,$4600,0.15,0.75,$3000,0.25,0.71,$35000,0.02,0.75,$6000,0.13,0.71,$3700,0.19,0.75,$3000,0.25,0.75,$2000,0.38,0.71,$2100,0.34,0.71,$10,71.0,,,,
338,Juwan Thompson ,NE,#13,319,92,0.0,0.0,0.0,0.46,1.18,0.0,0.28,2.48,0.02,0.75,0.61,$4900,0.12,0.76,$3000,0.25,0.61,$35000,0.02,0.75,$6000,0.13,0.61,$3300,0.18,0.76,$3000,0.25,0.77,$2000,0.39,0.62,$2100,0.3,0.61,$10,61.0,,,,
339,Scott Tolzien ,CHI,#25,320,36,12.41,0.08,0.05,0.14,0.45,0.0,0.0,0.0,0.0,0.74,0.79,$5000,0.16,0.8,$5000,0.16,0.74,$75000,0.01,0.79,$10000,0.08,0.87,$4500,0.19,0.8,$3000,0.27,0.94,$4500,0.21,0.8,$4700,0.17,0.79,$20,39.5,,,,
340,Geno Smith ,MIA,#27,320,36,9.75,0.06,0.04,0.16,0.72,0.02,0.0,0.0,0.0,0.74,0.78,$6000,0.13,0.78,$5000,0.16,0.74,$90900,0.01,0.78,$11100,0.07,0.84,$5000,0.17,0.78,$3000,0.26,0.88,$4500,0.2,0.78,$5400,0.14,0.78,$20,39.0,,,,
341,Brandon Williams ,NYJ,#5,321,66,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.85,0.01,0.74,0.58,$4500,0.13,0.75,$2500,0.3,0.58,$30000,0.02,0.74,$6000,0.12,0.58,$3000,0.19,0.75,$3000,0.25,0.76,$1700,0.45,0.59,$0,0.0,0.58,$10,58.0,,,,
342,Matt Flynn ,HOU,#11,322,37,13.03,0.08,0.07,0.15,0.45,0.0,0.0,0.04,0.0,0.73,0.8,$5000,0.16,0.81,$5000,0.16,0.73,$75000,0.01,0.8,$10000,0.08,0.86,$4500,0.19,0.81,$3000,0.27,0.95,$4500,0.21,0.81,$4700,0.17,0.8,$20,40.0,,,,
343,Marc Mariani ,GB,#21,323,128,0.0,0.0,0.0,0.0,0.0,0.0,0.24,4.31,0.01,0.73,0.61,$4500,0.14,0.73,$3000,0.24,0.61,$30000,0.02,0.73,$6000,0.12,0.61,$3000,0.2,0.73,$3000,0.24,0.73,$2000,0.37,0.61,$3000,0.2,0.61,$10,61.0,,,,
344,Mike Glennon ,IND,#19,324,38,12.44,0.08,0.06,0.17,0.45,0.0,0.0,0.0,0.0,0.72,0.78,$5000,0.16,0.79,$5000,0.16,0.72,$86700,0.01,0.78,$10000,0.08,0.85,$4900,0.17,0.79,$3000,0.26,0.93,$4500,0.21,0.79,$5100,0.15,0.78,$20,39.0,,,,
345,Jamize Olawale ,TEN,#12,325,93,0.08,0.0,0.0,0.39,1.78,0.01,0.28,2.02,0.0,0.72,0.58,$4800,0.12,0.72,$3000,0.24,0.58,$0,0.0,0.72,$6000,0.12,0.58,$3000,0.19,0.72,$3000,0.24,0.72,$2000,0.36,0.58,$3500,0.17,0.58,$10,58.0,,,,
346,Kendall Gaskins ,ARI,#6,326,94,0.0,0.0,0.0,0.53,1.39,0.01,0.25,2.41,0.0,0.69,0.57,$5000,0.11,0.69,$3000,0.23,0.57,$35000,0.02,0.69,$6900,0.1,0.57,$3800,0.15,0.69,$3000,0.23,0.69,$2000,0.35,0.57,$2600,0.22,0.57,$10,57.0,,,,
347,Bruce Ellington ,ARI,#6,327,129,0.0,0.0,0.0,0.02,0.14,0.0,0.38,2.58,0.01,0.69,0.5,$4500,0.11,0.7,$3000,0.23,0.5,$30000,0.02,0.69,$6000,0.12,0.5,$3500,0.14,0.7,$3000,0.23,0.71,$2000,0.36,0.51,$2000,0.26,0.5,$10,50.0,,,,
348,Adam Humphries ,IND,#19,327,129,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3.05,0.01,0.69,0.53,$5000,0.11,0.69,$3200,0.22,0.53,$39100,0.01,0.69,$6000,0.12,0.53,$3750,0.14,0.69,$3000,0.23,0.69,$2000,0.35,0.53,$3000,0.18,0.53,$10,53.0,,,,
349,Jimmy Garoppolo ,DEN,#2,328,39,12.48,0.07,0.07,0.14,0.49,0.0,0.0,0.0,0.0,0.67,0.74,$5000,0.15,0.75,$5000,0.15,0.67,$75000,0.01,0.74,$10000,0.07,0.79,$5000,0.16,0.75,$3000,0.25,0.88,$4500,0.2,0.75,$4700,0.16,0.74,$20,37.0,,,,
350,Seth Roberts ,TEN,#12,329,130,0.0,0.0,0.0,0.0,0.0,0.0,0.27,3.4,0.01,0.67,0.54,$4900,0.11,0.67,$3100,0.22,0.54,$35900,0.02,0.67,$6000,0.11,0.54,$3700,0.15,0.67,$3000,0.22,0.67,$2000,0.34,0.54,$2600,0.21,0.54,$10,54.0,,,,
351,Marcus Murphy ,HOU,#11,330,95,0.0,0.0,0.0,0.39,1.45,0.0,0.28,1.74,0.01,0.66,0.52,$4500,0.12,0.66,$3000,0.22,0.52,$35000,0.01,0.66,$6000,0.11,0.52,$0,0.0,0.66,$3000,0.22,0.66,$2000,0.33,0.52,$1100,0.47,0.52,$10,52.0,,,,
352,Anthony Sherman ,BUF,#9,331,96,0.0,0.0,0.0,0.23,0.4,0.0,0.36,2.07,0.01,0.65,0.47,$0,0.0,0.66,$3000,0.22,0.47,$35000,0.01,0.65,$6000,0.11,0.47,$3000,0.16,0.66,$3000,0.22,0.67,$2000,0.34,0.48,$1600,0.3,0.47,$10,47.0,,,,
353,Corey Fuller ,PHI,#10,332,131,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.45,0.01,0.65,0.53,$4500,0.12,0.65,$3000,0.22,0.53,$30000,0.02,0.65,$6000,0.11,0.53,$3000,0.18,0.65,$3000,0.22,0.65,$2000,0.33,0.53,$2500,0.21,0.53,$10,53.0,,,,
354,Nick Boyle ,CLE,#28,333,67,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2.57,0.01,0.63,0.47,$4500,0.1,0.63,$2500,0.25,0.47,$30000,0.02,0.63,$6000,0.11,0.47,$3000,0.16,0.63,$3000,0.21,0.63,$1700,0.37,0.47,$0,0.0,0.47,$10,47.0,,,,
355,Matt Spaeth ,SEA,#4,333,67,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.85,0.01,0.63,0.44,$0,0.0,0.63,$2500,0.25,0.44,$30000,0.01,0.63,$6000,0.11,0.44,$3000,0.15,0.63,$3000,0.21,0.63,$1700,0.37,0.44,$2100,0.21,0.44,$10,44.0,,,,
356,Ryan Hewitt ,STL,#1,334,97,0.0,0.0,0.0,0.36,1.12,0.0,0.24,2.41,0.01,0.63,0.51,$0,0.0,0.64,$2500,0.26,0.51,$0,0.0,0.63,$6000,0.11,0.51,$0,0.0,0.64,$3000,0.21,0.65,$0,0.0,0.52,$2100,0.25,0.51,$10,51.0,,,,
357,Jalston Fowler ,OAK,#31,335,98,0.0,0.0,0.0,0.16,0.92,0.02,0.14,1.51,0.02,0.62,0.55,$0,0.0,0.62,$3000,0.21,0.55,$0,0.0,0.62,$6000,0.1,0.55,$0,0.0,0.62,$3000,0.21,0.62,$2000,0.31,0.55,$2600,0.21,0.55,$10,55.0,,,,
358,Darrel Young ,NYG,#23,335,98,0.0,0.0,0.0,1.24,3.66,0.01,0.2,0.5,0.0,0.62,0.52,$4500,0.12,0.65,$3000,0.22,0.52,$0,0.0,0.62,$6000,0.1,0.52,$3000,0.17,0.65,$3000,0.22,0.68,$2000,0.34,0.55,$2100,0.26,0.52,$10,52.0,,,,
359,Matt Cassel ,CAR,#3,336,40,14.15,0.05,0.1,0.16,0.98,0.0,0.0,0.0,0.0,0.62,0.72,$6000,0.12,0.74,$5000,0.15,0.62,$83500,0.01,0.72,$10000,0.07,0.77,$5100,0.15,0.74,$3000,0.25,0.91,$4500,0.2,0.74,$4800,0.15,0.72,$20,36.0,,,,
360,Jordan Norwood ,NE,#13,337,132,0.0,0.0,0.0,0.0,0.0,0.0,0.34,2.92,0.0,0.61,0.44,$4500,0.1,0.62,$3000,0.21,0.44,$30000,0.01,0.61,$6000,0.1,0.44,$3900,0.11,0.62,$3000,0.21,0.63,$2000,0.32,0.45,$3000,0.15,0.44,$10,44.0,,,,
361,Demetrius Harris ,BUF,#9,338,68,0.0,0.0,0.0,0.0,0.0,0.0,0.27,2.21,0.02,0.61,0.48,$0,0.0,0.61,$2500,0.24,0.48,$30000,0.02,0.61,$6000,0.1,0.48,$3000,0.16,0.61,$3000,0.2,0.61,$1700,0.36,0.48,$2100,0.23,0.48,$10,48.0,,,,
362,Damien Williams ,NYJ,#5,339,99,0.0,0.0,0.0,0.42,1.18,0.01,0.3,1.38,0.0,0.6,0.45,$4900,0.09,0.61,$3000,0.2,0.45,$35000,0.01,0.6,$6000,0.1,0.45,$3850,0.12,0.61,$3000,0.2,0.62,$2000,0.31,0.46,$2100,0.22,0.45,$10,45.0,,,,
363,Zach Mettenberger ,OAK,#31,340,41,9.73,0.04,0.05,0.2,0.96,0.01,0.0,0.0,0.0,0.59,0.64,$6000,0.11,0.65,$5000,0.13,0.59,$75000,0.01,0.64,$10000,0.06,0.68,$5000,0.14,0.65,$3000,0.22,0.75,$4500,0.17,0.65,$4800,0.14,0.64,$20,32.0,,,,
364,Cordarrelle Patterson ,ATL,#20,341,133,0.0,0.0,0.0,0.04,0.28,0.0,0.35,2.09,0.0,0.59,0.41,$4500,0.09,0.59,$3000,0.2,0.41,$30000,0.01,0.59,$6000,0.1,0.41,$3500,0.12,0.59,$3000,0.2,0.59,$2000,0.3,0.41,$2000,0.21,0.41,$10,41.0,,,,
365,Terrance West ,CLE,#28,342,100,0.0,0.0,0.0,1.36,4.17,0.01,0.16,0.41,0.0,0.58,0.5,$4800,0.1,0.63,$3700,0.17,0.5,$42700,0.01,0.58,$6000,0.1,0.5,$3800,0.13,0.63,$3100,0.2,0.68,$2100,0.32,0.55,$1600,0.34,0.5,$0,0.0,,,,
366,A.J. McCarron ,STL,#1,343,42,11.31,0.06,0.07,0.16,0.46,0.0,0.0,0.0,0.0,0.58,0.65,$5100,0.13,0.66,$5000,0.13,0.58,$75000,0.01,0.65,$10000,0.07,0.69,$4900,0.14,0.66,$3000,0.22,0.78,$4500,0.17,0.66,$4600,0.14,0.65,$20,32.5,,,,
367,Blake Bell ,ARI,#6,344,69,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.06,0.01,0.57,0.42,$4500,0.09,0.57,$2500,0.23,0.42,$30000,0.01,0.57,$6000,0.1,0.42,$3000,0.14,0.57,$3000,0.19,0.57,$1700,0.34,0.42,$0,0.0,0.42,$10,42.0,,,,
368,Jay Prosch ,NO,#32,345,101,0.0,0.0,0.0,0.4,2.12,0.03,0.13,0.62,0.0,0.56,0.5,$0,0.0,0.57,$3000,0.19,0.5,$0,0.0,0.56,$6000,0.09,0.5,$0,0.0,0.57,$3000,0.19,0.58,$2000,0.29,0.51,$1600,0.32,0.5,$10,50.0,,,,
369,Kenbrell Thompkins ,MIA,#27,346,134,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.32,0.0,0.54,0.38,$4700,0.08,0.55,$3000,0.18,0.38,$40900,0.01,0.54,$6000,0.09,0.38,$3550,0.11,0.55,$3000,0.18,0.56,$2000,0.28,0.39,$2100,0.19,0.38,$10,38.0,,,,
370,Jorvorskie Lane ,IND,#19,347,102,0.0,0.0,0.0,0.13,0.36,0.0,0.22,2.13,0.01,0.53,0.42,$0,0.0,0.53,$3000,0.18,0.42,$0,0.0,0.53,$6000,0.09,0.42,$0,0.0,0.53,$3000,0.18,0.53,$2000,0.27,0.42,$1600,0.26,0.42,$10,42.0,,,,
371,Geremy Davis ,WSH,#18,348,135,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.54,0.0,0.53,0.38,$4500,0.08,0.54,$3000,0.18,0.38,$30000,0.01,0.53,$6000,0.09,0.38,$3000,0.13,0.54,$3000,0.18,0.55,$2000,0.28,0.39,$2000,0.2,0.38,$10,38.0,,,,
372,Aaron Ripkowski ,CHI,#25,348,102,0.0,0.0,0.0,0.04,0.04,0.0,0.15,1.98,0.03,0.53,0.46,$0,0.0,0.53,$3000,0.18,0.46,$0,0.0,0.53,$6000,0.09,0.46,$0,0.0,0.53,$3000,0.18,0.53,$2000,0.27,0.46,$2100,0.22,0.46,$10,46.0,,,,
373,E.J. Manuel ,KC,#7,349,43,11.3,0.04,0.06,0.18,0.82,0.0,0.0,0.0,0.0,0.53,0.59,$5000,0.12,0.61,$5000,0.12,0.53,$81500,0.01,0.59,$10000,0.06,0.65,$5000,0.13,0.61,$3000,0.2,0.75,$4500,0.17,0.61,$4700,0.13,0.59,$20,29.5,,,,
374,Dan Orlovsky ,PHI,#10,350,44,11.52,0.05,0.06,0.13,0.24,0.0,0.0,0.0,0.0,0.52,0.58,$5000,0.12,0.6,$5000,0.12,0.52,$75000,0.01,0.58,$10000,0.06,0.64,$4500,0.14,0.6,$3000,0.2,0.74,$4500,0.16,0.6,$4700,0.13,0.58,$20,29.0,,,,
375,Lee Smith ,TEN,#12,351,70,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1.91,0.01,0.52,0.37,$4500,0.08,0.54,$2500,0.22,0.37,$30000,0.01,0.52,$6000,0.09,0.37,$3000,0.12,0.54,$3000,0.18,0.56,$1700,0.33,0.39,$2200,0.18,0.37,$10,37.0,,,,
376,Cory Harkey ,CIN,#14,352,71,0.0,0.0,0.0,0.0,0.0,0.0,0.27,1.69,0.01,0.5,0.36,$4500,0.08,0.5,$2500,0.2,0.36,$30000,0.01,0.5,$6000,0.08,0.36,$3000,0.12,0.5,$3000,0.17,0.5,$1700,0.29,0.36,$2000,0.18,0.36,$10,36.0,,,,
377,Brian Parker ,BUF,#9,352,71,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.88,0.01,0.5,0.37,$4500,0.08,0.5,$2500,0.2,0.37,$30000,0.01,0.5,$6000,0.08,0.37,$3000,0.12,0.5,$3000,0.17,0.5,$1700,0.29,0.37,$0,0.0,0.37,$10,37.0,,,,
378,Rod Streater ,TEN,#12,353,136,0.0,0.0,0.0,0.0,0.0,0.0,0.26,2.07,0.0,0.47,0.34,$4500,0.08,0.47,$3000,0.16,0.34,$30000,0.01,0.47,$6000,0.08,0.34,$3400,0.1,0.47,$3000,0.16,0.47,$2000,0.24,0.34,$2000,0.17,0.34,$10,34.0,,,,
379,Lucky Whitehead ,CAR,#3,353,136,0.02,0.0,0.0,0.03,0.21,0.0,0.25,2.2,0.0,0.47,0.35,$4500,0.08,0.48,$3000,0.16,0.35,$30000,0.01,0.47,$6000,0.08,0.35,$3500,0.1,0.48,$3000,0.16,0.49,$2000,0.25,0.36,$2000,0.18,0.35,$10,35.0,,,,
380,MyCole Pruitt ,ATL,#20,354,72,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.92,0.01,0.46,0.36,$4500,0.08,0.46,$2500,0.18,0.36,$30000,0.01,0.46,$6000,0.08,0.36,$3000,0.12,0.46,$3000,0.15,0.46,$1700,0.27,0.36,$0,0.0,0.36,$10,36.0,,,,
381,Dwayne Bowe ,BAL,#15,355,137,0.0,0.0,0.0,0.0,0.0,0.0,0.15,2.43,0.01,0.45,0.38,$4700,0.08,0.45,$3000,0.15,0.38,$30000,0.01,0.45,$6000,0.08,0.38,$3000,0.13,0.45,$3000,0.15,0.45,$2000,0.23,0.38,$2100,0.18,0.38,$10,38.0,,,,
382,Jerome Felton ,KC,#7,356,103,0.0,0.0,0.0,0.75,2.53,0.0,0.15,0.51,0.0,0.45,0.38,$0,0.0,0.46,$3000,0.15,0.38,$0,0.0,0.45,$6000,0.08,0.38,$0,0.0,0.46,$3000,0.15,0.47,$2000,0.24,0.39,$1100,0.35,0.38,$10,38.0,,,,
383,Stevan Ridley ,MIA,#27,356,103,1.18,0.02,0.0,0.85,0.74,0.0,0.29,0.43,0.0,0.45,0.31,$5100,0.06,0.49,$3000,0.16,0.31,$35000,0.01,0.45,$6000,0.08,0.32,$3550,0.09,0.49,$3000,0.16,0.55,$2100,0.26,0.35,$2600,0.13,0.31,$10,31.0,,,,
384,Myles White ,WSH,#18,357,138,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.59,0.01,0.4,0.31,$0,0.0,0.4,$3000,0.13,0.31,$30000,0.01,0.4,$6000,0.07,0.31,$3000,0.1,0.4,$3000,0.13,0.4,$2000,0.2,0.31,$2500,0.12,0.31,$10,31.0,,,,
385,Chase Daniel ,BUF,#9,358,45,6.68,0.04,0.02,0.1,-0.03,0.0,0.0,0.01,0.0,0.39,0.41,$5000,0.08,0.41,$5000,0.08,0.39,$75000,0.01,0.41,$10000,0.04,0.45,$4500,0.1,0.41,$3000,0.14,0.47,$4500,0.1,0.41,$4600,0.09,0.41,$20,20.5,,,,
386,Kellen Clemens ,JAC,#24,359,46,4.84,0.05,0.01,0.11,-0.1,0.0,0.0,0.0,0.0,0.36,0.37,$5200,0.07,0.37,$5000,0.07,0.36,$75000,0.0,0.37,$10000,0.04,0.41,$4500,0.09,0.37,$3000,0.12,0.42,$4500,0.09,0.37,$4700,0.08,0.37,$20,18.5,,,,
387,Matt Moore ,NYJ,#5,359,46,4.83,0.05,0.01,0.11,-0.11,0.0,0.0,0.0,0.0,0.36,0.37,$5400,0.07,0.37,$5000,0.07,0.36,$75000,0.0,0.37,$10000,0.04,0.41,$5000,0.08,0.37,$3000,0.12,0.42,$4500,0.09,0.37,$4600,0.08,0.37,$20,18.5,,,,
388,Rex Burkhead ,STL,#1,360,104,0.0,0.0,0.0,0.07,0.14,0.0,0.14,1.26,0.01,0.34,0.27,$4500,0.06,0.34,$3000,0.11,0.27,$35000,0.01,0.34,$6000,0.06,0.27,$3000,0.09,0.34,$3000,0.11,0.34,$2000,0.17,0.27,$2600,0.1,0.27,$10,27.0,,,,
389,Knile Davis ,BUF,#9,360,104,0.0,0.0,0.0,0.33,1.23,0.01,0.08,0.73,0.0,0.34,0.3,$4500,0.07,0.34,$3700,0.09,0.3,$40000,0.01,0.34,$7050,0.05,0.3,$4000,0.08,0.34,$3000,0.11,0.34,$2000,0.17,0.3,$2600,0.12,0.3,$10,30.0,,,,
390,Akeem Hunt ,NO,#32,360,104,0.0,0.0,0.0,0.25,1.69,0.01,0.08,0.31,0.0,0.34,0.3,$0,0.0,0.34,$3000,0.11,0.3,$35000,0.01,0.34,$6000,0.06,0.3,$3000,0.1,0.34,$3000,0.11,0.34,$0,0.0,0.3,$0,0.0,0.3,$0,0.0,,,,
391,Roosevelt Nix ,SEA,#4,361,105,0.0,0.0,0.0,0.07,0.11,0.0,0.17,1.47,0.0,0.33,0.24,$0,0.0,0.33,$3000,0.11,0.24,$0,0.0,0.33,$6000,0.06,0.24,$0,0.0,0.33,$3000,0.11,0.33,$0,0.0,0.24,$2600,0.09,0.24,$10,24.0,,,,
392,T.J. Yates ,NO,#32,362,47,6.0,0.03,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.32,0.34,$6000,0.06,0.34,$5300,0.06,0.32,$107500,0.0,0.34,$10000,0.03,0.38,$6000,0.06,0.34,$3500,0.1,0.4,$4500,0.09,0.34,$5000,0.07,0.34,$26,13.08,,,,
393,Tyler Clutts ,CAR,#3,363,106,0.0,0.0,0.0,0.38,0.35,0.01,0.19,0.48,0.0,0.31,0.22,$0,0.0,0.32,$3000,0.11,0.22,$0,0.0,0.31,$6000,0.05,0.22,$0,0.0,0.32,$3000,0.11,0.33,$2000,0.17,0.23,$1600,0.14,0.22,$10,22.0,,,,
394,Matthew Mulligan ,KC,#7,364,73,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.94,0.0,0.3,0.18,$4500,0.04,0.32,$2500,0.13,0.18,$30000,0.01,0.3,$6000,0.05,0.18,$3000,0.06,0.32,$3000,0.11,0.34,$1700,0.2,0.2,$0,0.0,0.18,$10,18.0,,,,
395,Phillip Supernaw ,OAK,#31,365,74,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.86,0.0,0.29,0.17,$4500,0.04,0.31,$2500,0.12,0.17,$30000,0.01,0.29,$6000,0.05,0.17,$3000,0.06,0.31,$3000,0.1,0.33,$1700,0.19,0.19,$0,0.0,0.17,$10,17.0,,,,
396,Michael Vick ,SEA,#4,366,48,6.01,0.02,0.04,0.19,0.7,0.0,0.0,0.0,0.0,0.29,0.33,$5000,0.07,0.34,$0,0.0,0.29,$75000,0.0,0.33,$0,0.0,0.35,$5000,0.07,0.34,$3000,0.11,0.41,$4500,0.09,0.34,$0,0.0,0.33,$0,0.0,,,,
