,2-pt,avg_yards/rec,comp,comp-%,fan_pts,fl,int,kick_td,pass_att,pass_tds,pass_yards,pass_yards/att,player,punt_td,rec,rec_tds,rec_yards,rush_att,rush_avg,rush_tds,rush_yards
46,,,21.4,64.7,0,0.2,0.5,,33.1,2.6,271.0,8.2,Aaron Rodgers,,,,,3.6,6.3,0.0,22.7
47,,,22.3,66.4,0,0.3,0.9,,33.6,1.0,239.0,7.1,Ben Roethlisberger,,,,,1.3,1.8,0.0,2.3
48,,,18.2,66.4,0,0.2,1.0,,27.4,1.6,237.0,8.6,Russell Wilson,,,,,6.7,5.9,0.1,39.3
49,,,0.3,71.2,0,0.0,0.0,,0.4,0.0,3.4,7.9,Kellen Clemens,,,,,0.1,2.3,0.0,0.1
50,,,17.1,56.8,0,0.3,1.1,,30.1,1.1,182.0,6.0,Nick Foles,,,,,2.0,2.9,0.1,5.8
51,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Stephen Morris,,,,,0.0,0.0,0.0,0.0
52,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Mike Vick,,,,,0.0,0.0,0.0,0.0
53,,,21.8,59.2,0,0.2,0.8,,36.8,2.1,284.0,7.7,Brian Hoyer,,,,,1.6,4.3,0.0,6.6
54,,,0.2,53.2,0,0.0,0.0,,0.4,0.0,1.9,4.6,Jimmy Clausen,,,,,0.1,2.0,0.0,0.1
55,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Brett Hundley,,,,,0.0,0.0,0.0,0.0
56,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Logan Thomas,,,,,0.0,0.0,0.0,0.0
57,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Garrett Grayson,,,,,0.0,0.0,0.0,0.0
58,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Josh Johnson,,,,,0.0,0.0,0.0,0.0
59,,,0.3,61.2,0,0.0,0.0,,0.5,0.0,3.7,6.9,EJ Manuel,,,,,0.2,4.0,0.0,0.8
60,,,26.3,66.6,0,0.2,1.1,,39.5,1.6,284.0,7.2,Matt Ryan,,,,,1.7,3.2,0.0,5.5
61,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Taylor Heinicke,,,,,0.0,0.0,0.0,0.0
62,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Ryan Mallett,,,,,0.0,0.0,0.0,0.0
63,,,20.7,66.3,0,0.2,0.9,,31.2,1.1,220.0,7.1,Teddy Bridgewater,,,,,2.9,5.2,0.2,15.3
64,,,19.1,58.8,0,0.1,1.3,,32.5,1.7,234.0,7.2,Ryan Fitzpatrick,,,,,4.0,4.7,0.2,18.9
65,,,24.5,67.5,0,0.2,0.9,,36.3,2.1,320.0,8.8,Carson Palmer,,,,,1.7,1.2,0.0,2.1
66,,,0.3,63.6,0,0.0,0.0,,0.4,0.0,2.6,6.5,Shaun Hill,,,,,0.0,0.3,0.0,0.0
67,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Colt McCoy,,,,,0.0,0.0,0.0,0.0
68,,,0.0,71.4,0,0.0,0.0,,0.0,0.0,0.2,8.2,AJ McCarron,,,,,0.0,1.0,0.0,0.0
69,,,0.2,62.5,0,0.0,0.0,,0.4,0.0,2.7,6.7,Zach Mettenberger,,,,,0.1,0.2,0.0,0.0
70,,,0.4,65.1,0,0.0,0.0,,0.6,0.0,3.8,6.8,Matt McGloin,,,,,0.0,2.4,0.0,0.1
71,,,22.0,62.5,0,0.1,0.8,,35.2,1.6,240.0,6.8,Derek Carr,,,,,1.5,3.6,0.0,5.4
72,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Kellen Moore,,,,,0.0,0.0,0.0,0.0
73,,,22.2,66.5,0,0.4,1.6,,33.4,1.2,252.0,7.5,Kirk Cousins,,,,,0.9,2.6,0.2,2.4
74,,,24.5,65.5,0,0.3,1.1,,37.4,1.4,272.0,7.3,Mark Sanchez,,,,,2.7,3.5,0.1,9.5
75,,,22.0,59.5,0,0.1,1.6,,37.0,1.5,257.0,6.9,Brock Osweiler,,,,,2.1,3.2,0.0,6.7
76,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Ryan Griffin,,,,,0.0,0.0,0.0,0.0
77,,,15.3,54.3,0,0.1,1.2,,28.2,1.0,184.0,6.5,Blaine Gabbert,,,,,4.5,4.8,0.0,21.8
78,,,0.0,54.5,0,0.0,0.0,,0.0,0.0,0.3,6.5,Matt Moore,,,,,0.0,-0.1,0.0,-0.0
79,,,0.4,68.6,0,0.0,0.0,,0.6,0.0,4.3,7.4,Matt Cassel,,,,,0.1,6.2,0.0,0.8
80,,,21.0,56.9,0,0.2,1.4,,36.9,1.8,249.0,6.7,Blake Bortles,,,,,3.3,8.4,0.0,27.5
81,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Aaron Murray,,,,,0.0,0.0,0.0,0.0
82,,,18.4,63.7,0,0.3,0.8,,28.9,1.5,217.0,7.5,Marcus Mariota,,,,,2.9,6.6,0.1,19.1
83,,,,,,,,,,,,,Pages: 1 2 All,,,,,,,,
84,,,,,,,,,,,,,Running Backs Week 12 Standard Stats -- Average,,,,,,,,
85,,,,,,,,,,,,,Rushing,,,,,Receiving,,,Misc
86,,Avg,,,FPTS,FL,,,,,,,Player,,Recpt,TD,Yd,Att,Avg,TD,Yd
87,,14.8,,,0,0.1,,,,,,,Jeremy Langford,,2.4,0.2,35.0,9.7,4.0,0.3,38.5
88,,5.7,,,0,0.1,,,,,,,Jonathan Stewart,,1.3,0.1,7.2,16.7,4.5,0.3,75.4
89,,11.4,,,0,0.1,,,,,,,Antonio Andrews,,1.3,0.1,14.4,13.7,4.1,0.2,56.5
90,,6.5,,,0,0.4,,,,,,,Terrance West,,0.9,0.0,5.9,4.9,4.3,0.1,21.3
91,,7.3,,,0,0.3,,,,,,,DeMarco Murray,,4.3,0.1,31.4,17.0,3.8,0.5,64.4
92,,9.2,,,0,0.1,,,,,,,Alfred Blue,,1.2,0.1,11.1,12.6,4.6,0.3,58.4
93,,7.3,,,0,0.0,,,,,,,Cedric Peerman,,0.0,0.0,0.0,0.0,2.9,0.0,0.1
94,,6.5,,,0,0.1,,,,,,,Jordan Todman,,0.9,0.0,5.5,3.5,4.2,0.1,14.4
95,,4.4,,,0,0.0,,,,,,,Mike James,,0.0,0.0,0.1,0.3,4.8,0.0,1.6
96,,12.1,,,0,0.0,,,,,,,Jalston Fowler,,0.4,0.0,4.3,0.6,2.5,0.1,1.6
97,,0.0,,,0,0.0,,,,,,,Bryce Brown,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,,6.5,,,0,0.2,,,,,,,Tevin Coleman,,1.9,0.1,12.0,13.0,4.5,0.5,59.0
99,,11.5,,,0,0.0,,,,,,,Rex Burkhead,,0.0,0.0,0.4,0.0,2.7,0.0,0.0
100,,8.4,,,0,0.2,,,,,,,LeSean McCoy,,2.4,0.1,20.6,16.3,4.6,0.3,74.6
101,,0.0,,,0,0.0,,,,,,,Chase Reynolds,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,,0.0,,,0,0.0,,,,,,,Christine Michael,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,,0.0,,,0,0.0,,,,,,,Tim Hightower,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,,0.0,,,0,0.0,,,,,,,Alonzo Harris,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,,5.9,,,0,0.4,,,,,,,Melvin Gordon,,2.2,0.1,12.8,13.7,3.4,0.2,46.5
106,,8.1,,,0,0.0,,,,,,,Anthony Sherman,,0.6,0.1,4.6,0.2,1.3,0.0,0.2
107,,7.7,,,0,0.0,,,,,,,Mike Tolbert,,1.4,0.1,10.5,4.0,3.6,0.1,14.4
108,,9.3,,,0,0.1,,,,,,,Shane Vereen,,3.9,0.2,36.4,4.3,4.5,0.1,19.3
109,,5.5,,,0,0.0,,,,,,,Isaiah Pead,,0.1,0.0,0.3,0.1,2.5,0.0,0.3
110,,0.0,,,0,0.0,,,,,,,Pierre Thomas,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,,5.9,,,0,0.1,,,,,,,Matt Asiata,,1.2,0.0,7.0,1.5,4.4,0.1,6.6
112,,6.9,,,0,0.1,,,,,,,Ahmad Bradshaw,,1.6,0.4,10.9,7.0,4.0,0.2,27.7
113,,0.0,,,0,0.0,,,,,,,Jarryd Hayne,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,,0.0,,,0,0.0,,,,,,,LaMichael James,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,,13.9,,,0,0.0,,,,,,,Bruce Miller,,1.2,0.0,16.3,0.3,1.7,0.0,0.6
116,,8.8,,,0,0.2,,,,,,,Matt Forte,,2.2,0.1,19.2,11.6,4.4,0.2,51.0
117,,0.0,,,0,0.0,,,,,,,Marcus Murphy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,,8.3,,,0,0.1,,,,,,,Chris Johnson,,1.4,0.1,11.8,14.9,4.0,0.3,59.7
119,,5.7,,,0,0.0,,,,,,,Damien Williams,,0.0,0.0,0.3,0.1,3.0,0.0,0.2
120,,8.8,,,0,0.0,,,,,,,Glenn Winston,,0.0,0.0,0.3,0.2,2.5,0.0,0.6
121,,7.4,,,0,0.0,,,,,,,John Kuhn,,0.8,0.0,5.6,1.0,3.6,0.2,3.7
122,,8.9,,,0,0.2,,,,,,,Rashad Jennings,,2.3,0.1,20.4,10.1,4.5,0.2,45.3
123,,4.0,,,0,0.0,,,,,,,Will Tukuafu,,0.0,0.0,0.0,0.0,0.9,0.0,0.0
124,,0.0,,,0,0.0,,,,,,,Antone Smith,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,,12.7,,,0,0.1,,,,,,,Isaiah Crowell,,1.1,0.1,14.6,13.0,3.0,0.4,38.6
126,,13.1,,,0,0.2,,,,,,,Charcandrick West,,1.0,0.1,12.8,10.0,4.6,0.3,46.0
127,,8.0,,,0,0.0,,,,,,,C.J. Anderson,,1.7,0.0,13.5,10.1,3.9,0.2,39.1
128,,8.3,,,0,0.1,,,,,,,Javorius Allen,,2.8,0.1,23.5,15.3,4.5,0.3,68.6
129,,7.5,,,0,0.1,,,,,,,Jay Ajayi,,0.8,0.0,6.2,6.3,4.7,0.2,29.4
130,,8.1,,,0,0.1,,,,,,,Darren Sproles,,3.3,0.1,26.6,4.8,3.7,0.1,17.8
131,,9.3,,,0,0.1,,,,,,,Chris Ivory,,1.5,0.1,14.0,15.6,4.3,0.6,66.6
132,,7.3,,,0,0.1,,,,,,,C.J. Spiller,,2.8,0.1,20.3,5.7,5.0,0.1,28.3
133,,6.9,,,0,0.1,,,,,,,Orleans Darkwa,,1.3,0.1,8.7,4.3,4.1,0.2,17.5
134,,17.5,,,0,0.6,,,,,,,Matt Jones,,1.4,0.1,24.9,7.8,4.2,0.4,33.1
135,,8.4,,,0,0.1,,,,,,,Roy Helu,,2.0,0.1,17.1,3.4,4.0,0.1,13.6
136,,9.4,,,0,0.1,,,,,,,Fred Jackson,,1.2,0.1,11.6,3.7,4.4,0.2,16.2
137,,7.3,,,0,0.4,,,,,,,Tre Mason,,0.7,0.0,4.9,2.4,3.7,0.1,8.6
138,,7.5,,,0,0.4,,,,,,,Frank Gore,,2.4,0.1,17.7,16.3,3.9,0.5,64.3
139,,8.7,,,0,0.1,,,,,,,Jonathan Grimes,,2.3,0.1,19.9,6.4,4.4,0.2,27.9
140,,7.3,,,0,0.0,,,,,,,Roosevelt Nix,,0.0,0.0,0.1,0.0,4.7,0.0,0.0
141,,10.2,,,0,0.0,,,,,,,Derrick Coleman,,0.2,0.1,2.5,0.2,2.0,0.0,0.4
142,,6.7,,,0,0.3,,,,,,,Adrian Peterson,,2.4,0.0,16.2,19.0,4.8,0.5,90.9
143,,7.7,,,0,0.0,,,,,,,Darrel Young,,0.5,0.1,3.7,0.9,2.8,0.1,2.4
144,,7.5,,,0,0.1,,,,,,,Fozzy Whittaker,,0.7,0.0,5.6,2.9,4.1,0.1,11.9
145,,0.0,,,0,0.0,,,,,,,Fitzgerald Toussaint,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,,11.1,,,0,0.2,,,,,,,Charles Sims,,2.4,0.2,26.6,6.8,4.4,0.1,29.9
147,,7.0,,,0,0.1,,,,,,,Anthony Dixon,,0.7,0.0,4.7,2.5,4.3,0.1,10.5
148,,12.7,,,0,0.1,,,,,,,David Johnson,,1.4,0.2,17.9,2.2,3.8,0.2,8.6
149,,7.6,,,0,0.1,,,,,,,Chris Thompson,,3.1,0.1,23.4,4.0,4.3,0.1,17.1
150,,27.8,,,0,0.0,,,,,,,Jay Prosch,,0.0,0.0,0.8,0.7,8.4,0.0,5.9
151,,10.8,,,0,0.0,,,,,,,Jonas Gray,,0.0,0.0,0.3,0.2,3.3,0.0,0.5
152,,8.5,,,0,0.1,,,,,,,Bilal Powell,,2.5,0.1,21.2,5.5,4.1,0.2,22.5
153,,7.5,,,0,0.1,,,,,,,Donald Brown,,1.1,0.0,8.3,2.8,3.6,0.1,10.0
154,,0.0,,,0,0.0,,,,,,,Terrence Magee,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,,6.5,,,0,0.1,,,,,,,Robert Turbin,,1.1,0.0,6.8,6.8,4.2,0.2,28.3
156,,7.6,,,0,0.0,,,,,,,Stepfan Taylor,,0.0,0.0,0.1,0.1,3.4,0.0,0.4
157,,9.5,,,0,0.1,,,,,,,Theo Riddick,,3.8,0.2,36.2,4.1,3.2,0.1,13.2
158,,7.8,,,0,0.1,,,,,,,Chris Polk,,1.1,0.1,8.7,6.4,4.4,0.3,27.9
159,,7.2,,,0,0.1,,,,,,,Denard Robinson,,1.0,0.1,7.4,4.7,4.5,0.2,21.0
160,,10.3,,,0,0.1,,,,,,,Karlos Williams,,1.0,0.2,10.4,7.8,5.0,0.3,38.9
161,,8.6,,,0,0.0,,,,,,,Bishop Sankey,,0.0,0.0,0.3,0.1,3.9,0.0,0.3
162,,9.0,,,0,0.1,,,,,,,Benny Cunningham,,1.4,0.0,12.4,2.1,4.4,0.1,9.3
163,,7.6,,,0,0.1,,,,,,,Raheem Mostert,,0.7,0.0,5.5,3.6,4.5,0.1,16.4
164,,0.0,,,0,0.0,,,,,,,George Winn,,0.0,0.0,0.0,0.1,3.0,0.0,0.2
165,,9.3,,,0,0.1,,,,,,,DeAngelo Williams,,1.8,0.0,16.5,19.5,4.7,0.3,91.2
166,,7.4,,,0,0.1,,,,,,,Stevan Ridley,,0.7,0.0,5.4,4.5,3.6,0.2,16.2
167,,6.8,,,0,0.1,,,,,,,Andre Williams,,0.8,0.0,5.5,5.6,4.2,0.3,23.7
168,,0.0,,,0,0.0,,,,,,,Brandon Wegher,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,,8.8,,,0,0.1,,,,,,,Giovani Bernard,,3.6,0.1,31.7,11.1,4.3,0.3,48.2
170,,8.2,,,0,0.1,,,,,,,David Cobb,,0.9,0.0,7.8,3.5,4.1,0.1,14.5
171,,0.0,,,0,0.0,,,,,,,Dri Archer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,,5.5,,,0,0.0,,,,,,,Will Johnson,,0.5,0.0,2.8,0.8,1.8,0.3,1.4
173,,8.6,,,0,0.2,,,,,,,Doug Martin,,1.9,0.1,15.9,16.3,4.8,0.2,77.5
174,,14.3,,,0,0.0,,,,,,,Zach Line,,0.7,0.0,9.9,0.8,2.7,0.2,2.2
175,,5.4,,,0,0.2,,,,,,,Latavius Murray,,2.4,0.0,12.8,13.4,4.4,0.4,58.9
176,,8.9,,,0,0.1,,,,,,,Ameer Abdullah,,1.7,0.1,15.0,9.9,3.7,0.2,36.6
177,,9.0,,,0,0.2,,,,,,,Eddie Lacy,,1.3,0.1,12.1,13.6,4.7,0.6,64.1
178,,9.1,,,0,0.1,,,,,,,Taiwan Jones,,1.1,0.1,10.0,3.4,4.0,0.1,13.6
179,,8.6,,,0,0.1,,,,,,,Lamar Miller,,3.1,0.1,26.2,12.1,4.3,0.4,52.0
180,,10.0,,,0,0.1,,,,,,,James Starks,,2.5,0.2,24.9,8.5,4.7,0.2,40.2
181,,8.6,,,0,0.0,,,,,,,Toby Gerhart,,0.0,0.0,0.4,0.2,3.7,0.0,0.8
182,,7.8,,,0,0.1,,,,,,,Thomas Rawls,,1.2,0.2,9.5,17.6,5.2,0.6,92.0
183,,7.0,,,0,0.1,,,,,,,Spencer Ware,,1.6,0.1,11.1,8.9,4.9,0.9,43.6
184,,12.6,,,0,0.0,,,,,,,Tommy Bohanon,,0.7,0.0,9.2,0.7,2.9,0.0,1.9
185,,6.9,,,0,0.3,,,,,,,Jeremy Hill,,1.1,0.1,7.8,13.1,3.8,0.6,50.4
186,,7.7,,,0,0.0,,,,,,,Rod Smith,,0.0,0.0,0.2,0.3,3.6,0.0,1.0
187,,10.1,,,0,0.1,,,,,,,Joique Bell,,1.0,0.0,10.5,8.8,3.4,0.3,30.1
188,,9.1,,,0,0.0,,,,,,,Jamize Olawale,,0.8,0.0,7.1,1.7,4.0,0.1,6.8
189,,6.9,,,0,0.1,,,,,,,James White,,3.5,0.2,24.1,6.9,3.5,0.2,23.9
190,,0.0,,,0,0.0,,,,,,,Dan Herron,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,,7.9,,,0,0.1,,,,,,,Mark Ingram,,3.1,0.0,24.8,15.4,4.9,0.4,76.0
192,,8.1,,,0,0.0,,,,,,,Nikita Whitlock,,0.0,0.0,0.1,0.0,4.4,0.0,0.0
193,,7.1,,,0,0.0,,,,,,,Bobby Rainey,,0.0,0.0,0.2,0.2,4.2,0.0,0.9
194,,5.6,,,0,0.1,,,,,,,Jerick McKinnon,,0.6,0.0,3.4,1.5,4.4,0.1,6.6
195,,3.4,,,0,0.0,,,,,,,Austin Johnson,,0.5,0.1,1.9,1.4,2.8,0.1,3.8
196,,6.8,,,0,0.1,,,,,,,Alfred Morris,,1.1,0.0,7.7,11.9,3.9,0.2,46.5
197,,8.3,,,0,0.1,,,,,,,Kyle Juszczyk,,1.9,0.1,16.1,0.1,1.7,0.0,0.2
198,,7.8,,,0,0.1,,,,,,,Todd Gurley,,2.0,0.0,15.6,19.6,5.4,0.6,105.0
199,,0.0,,,0,0.0,,,,,,,Joe Banyard,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,,7.7,,,0,0.0,,,,,,,Trey Williams,,0.0,0.0,0.3,0.3,3.8,0.0,1.1
201,,7.0,,,0,0.0,,,,,,,Ronnie Hillman,,1.2,0.1,8.5,14.6,3.9,0.5,57.6
202,,8.4,,,0,0.1,,,,,,,Kendall Gaskins,,0.7,0.0,6.0,6.8,3.4,0.2,23.1
203,,8.1,,,0,0.0,,,,,,,Patrick DiMarco,,1.0,0.2,7.9,0.0,0.0,0.0,0.0
204,,5.8,,,0,0.1,,,,,,,LeGarrette Blount,,1.3,0.0,7.5,14.6,4.0,0.4,58.0
205,,6.1,,,0,0.0,,,,,,,Michael Burton,,0.0,0.0,0.1,0.0,0.9,0.0,0.0
206,,6.7,,,0,0.0,,,,,,,Travaris Cadet,,0.0,0.0,0.1,0.0,2.8,0.0,0.1
207,,0.0,,,0,0.0,,,,,,,Josh Robinson,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,,3.6,,,0,0.1,,,,,,,Tyler Clutts,,0.9,0.1,3.1,0.4,4.2,0.0,1.5
209,,7.3,,,0,0.1,,,,,,,Terron Ward,,1.6,0.1,11.8,6.7,4.4,0.3,29.6
210,,10.1,,,0,0.1,,,,,,,Danny Woodhead,,4.5,0.2,45.3,5.5,3.5,0.2,19.1
211,,5.6,,,0,0.1,,,,,,,Shaun Draughn,,2.6,0.1,14.7,12.7,3.4,0.3,43.7
212,,9.8,,,0,0.1,,,,,,,Andre Ellington,,2.0,0.0,19.6,6.3,4.5,0.3,28.6
213,,7.7,,,0,0.1,,,,,,,Kenjon Barner,,1.1,0.0,8.2,4.2,4.0,0.1,16.8
214,,6.6,,,0,0.0,,,,,,,Jorvorskie Lane,,0.0,0.0,0.1,0.0,21.4,0.0,0.1
215,,7.5,,,0,0.1,,,,,,,Darren McFadden,,2.1,0.0,15.4,17.7,4.4,0.5,77.7
216,,9.4,,,0,0.0,,,,,,,Marcel Reece,,2.2,0.2,20.5,1.2,4.4,0.0,5.4
217,,8.1,,,0,0.0,,,,,,,Cameron Artis-Payne,,0.0,0.0,0.2,0.2,3.6,0.0,0.8
218,,7.9,,,0,0.0,,,,,,,Knile Davis,,0.0,0.0,0.2,0.2,3.2,0.0,0.7
219,,5.8,,,0,0.1,,,,,,,Brandon Bolden,,0.8,0.0,4.7,1.8,3.5,0.1,6.2
220,,14.7,,,0,0.0,,,,,,,Aaron Ripkowski,,0.0,0.0,0.2,0.0,5.1,0.0,0.1
221,,10.7,,,0,0.0,,,,,,,Juwan Thompson,,0.0,0.0,0.1,0.1,4.3,0.0,0.5
222,,5.5,,,0,0.1,,,,,,,T.J. Yeldon,,3.0,0.1,16.4,15.1,4.7,0.6,70.9
223,,0.0,,,0,0.0,,,,,,,Marcus Thigpen,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,,11.3,,,0,0.1,,,,,,,Duke Johnson,,3.4,0.2,38.7,8.4,3.0,0.2,24.9
