,Id,Name,Position,Salary,Game,FPPG,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fire,average,max,min,range,rel_range,final
164,31871,Charles Sims,RB,5400,TB@IND,8.9,TB,9.0,7.3,9.65,7.6,10.27,6.504,7.97057142857,10.27,5.47,4.8,0.602215291967,4.05
165,7870,Benjamin Watson,TE,5400,NO@HOU,9.4,NO,,10.4,8.33,12.2,10.64,8.348,10.0396666667,12.2,8.33,3.87,0.385470965171,5.5
166,22103,Marvin Jones,WR,5400,STL@CIN,8.9,CIN,14.0,18.0,10.17,17.0,11.34,4.4445,12.2392142857,18.0,4.4445,13.5555,1.10754658621,5.65
167,27134,Dorial Green-Beckham,WR,5400,OAK@TEN,4.2,TEN,7.0,5.8,7.18,4.9,6.84,7.091,6.933,9.72,4.9,4.82,0.695225732006,4.25
168,6448,Martellus Bennett,TE,5300,CHI@GB,8.6,CHI,,,,,,,,,,,,
169,6580,Heath Miller,TE,5300,PIT@SEA,6.0,PIT,16.5,10.0,7.5,11.0,10.71,6.468,10.6811428571,16.5,6.468,10.032,0.939225337043,4.75
170,21957,Kendall Wright,WR,5300,OAK@TEN,9.8,TEN,10.0,9.9,11.47,9.1,11.66,6.631,10.2187142857,12.77,6.631,6.139,0.600760509429,1.6
171,6610,Nate Washington,WR,5300,NO@HOU,9.8,HOU,17.5,5.0,11.45,4.5,10.72,6.701,9.73585714286,17.5,4.5,13.0,1.3352702088,4.45
172,14320,Bilal Powell,RB,5300,MIA@NYJ,6.8,NYJ,6.5,6.5,8.57,6.8,10.29,3.4739,6.68912857143,10.29,3.4739,6.8161,1.01898175932,3.6
173,14317,Julius Thomas,TE,5300,SD@JAC,6.5,JAC,8.0,15.4,10.53,15.7,10.28,5.172,10.426,15.7,5.172,10.528,1.00978323422,18.05
174,10030,Harry Douglas,WR,5300,OAK@TEN,4.3,TEN,6.5,9.8,6.37,8.9,6.31,2.9665,7.61664285714,12.47,2.9665,9.5035,1.24772818921,9.05
175,12546,Arizona Cardinals,D,5300,ARI@SF,9.2,ARI,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,0.0,0.0,
176,14626,Doug Baldwin,WR,5300,PIT@SEA,9.4,SEA,15.5,19.9,11.47,19.0,11.08,7.2075,13.7939285714,19.9,7.2075,12.6925,0.92015120524,32.8
177,6681,Andre Johnson,WR,5300,TB@IND,6.1,IND,4.5,5.0,10.58,4.5,6.02,3.5045,6.24778571429,10.58,3.5045,7.0755,1.13248122192,2.25
178,14358,Dwayne Harris,WR,5300,NYG@WAS,7.4,NYG,7.0,2.8,7.06,2.4,8.47,3.7365,6.04378571429,10.84,2.4,8.44,1.39647571886,3.0
179,14362,Charles Clay,TE,5300,BUF@KC,7.5,BUF,8.0,13.8,8.67,14.9,7.8,5.1545,9.89064285714,14.9,5.1545,9.7455,0.985325235251,3.35
180,11712,Joique Bell,RB,5200,PHI@DET,4.8,DET,3.0,5.3,6.76,5.3,5.0,4.09,4.91142857143,6.76,3.0,3.76,0.765561372891,14.3
181,29314,Richard Rodgers,TE,5200,CHI@GB,7.7,GB,14.0,16.4,8.07,15.2,9.13,4.9455,10.8350714286,16.4,4.9455,11.4545,1.05716884983,3.2
182,11577,Riley Cooper,WR,5200,PHI@DET,4.3,PHI,5.0,3.2,5.71,2.6,5.34,3.367,5.40528571429,12.62,2.6,10.02,1.85374104712,1.7
183,22288,Cole Beasley,WR,5200,CAR@DAL,5.9,DAL,6.0,4.6,7.12,4.3,7.62,2.411,5.20728571429,7.62,2.411,5.209,1.00032920908,10.7
184,6535,Kenny Britt,WR,5200,STL@CIN,4.9,STL,5.0,7.1,6.61,5.6,6.26,3.8955,5.97364285714,7.35,3.8955,3.4545,0.578290346881,6.6
185,6645,Marques Colston,WR,5200,NO@HOU,6.9,NO,6.0,17.6,8.42,16.8,9.67,4.071,10.6358571429,17.6,4.071,13.529,1.27201783724,3.95
186,6618,Roddy White,WR,5200,MIN@ATL,4.2,ATL,6.5,4.2,9.15,4.1,8.78,2.6655,6.46792857143,9.88,2.6655,7.2145,1.11542666564,6.3
187,11890,Bryan Walters,WR,5200,SD@JAC,6.1,JAC,4.5,4.2,6.33,4.1,5.11,,5.38333333333,8.06,4.1,3.96,0.73560371517,
188,22991,Jonathan Grimes,RB,5200,NO@HOU,4.0,HOU,4.0,,8.78,,9.27,1.395,6.417,9.27,1.395,7.875,1.22720897616,3.35
189,12550,Seattle Seahawks,D,5200,PIT@SEA,10.6,SEA,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,0.0,0.0,
190,8052,Rashad Jennings,RB,5200,NYG@WAS,7.7,NYG,7.5,3.6,10.47,3.9,9.37,6.7215,7.42164285714,10.47,3.6,6.87,0.925671058583,2.9
191,6814,Tarvaris Jackson,QB,5200,PIT@SEA,0.0,SEA,,,,,,,,,,,,
192,7900,Stephen Gostkowski,K,5200,NE@DEN,11.9,NE,,,,,,,,,,,,
193,7919,Kellen Clemens,QB,5200,SD@JAC,6.5,SD,,,,,,,,,,,,
194,6870,Vernon Davis,TE,5200,NE@DEN,4.6,DEN,6.0,6.8,7.65,6.4,8.81,4.9045,6.18778571429,8.81,2.75,6.06,0.979348716942,1.1
195,6682,Owen Daniels,TE,5200,NE@DEN,6.3,DEN,4.5,12.2,4.39,12.1,3.57,3.7055,6.68792857143,12.2,3.57,8.63,1.29038459485,5.05
196,7744,Drew Stanton,QB,5200,ARI@SF,-0.1,ARI,,,,,,,,,,,,
197,25272,Eric Ebron,TE,5100,PHI@DET,7.9,DET,7.5,15.4,11.17,14.7,8.98,5.231,10.3072857143,15.4,5.231,10.169,0.986583692534,2.9
198,8050,Zach Miller,TE,5100,CHI@GB,4.6,CHI,10.0,,14.98,1.7,11.69,4.32,7.61333333333,14.98,1.7,13.28,1.74430823117,7.1
199,29003,Ka'Deem Carey,RB,5100,CHI@GB,1.6,CHI,,,,,,,,,,,,
200,21971,Coby Fleener,TE,5100,TB@IND,6.5,IND,6.5,14.0,9.6,14.0,11.11,3.8215,10.0530714286,14.0,3.8215,10.1785,1.01247664182,2.85
201,29685,Robert Woods,WR,5100,BUF@KC,6.2,BUF,8.5,8.6,8.05,8.3,9.32,4.0225,8.15178571429,10.27,4.0225,6.2475,0.766396495071,2.65
202,34154,Jamarcus Nelson,WR,5100,ARI@SF,5.7,ARI,,,,,,,,,,,,
203,6607,Mike Wallace,WR,5100,MIN@ATL,5.2,MIN,5.0,19.8,7.7,18.0,8.06,2.926,10.0094285714,19.8,2.926,16.874,1.68581052151,
204,14268,Stevan Ridley,RB,5100,MIA@NYJ,0.0,NYJ,1.5,3.9,3.96,4.5,3.22,,3.416,4.5,1.5,3.0,0.878220140515,
205,14292,Jordan Cameron,TE,5100,MIA@NYJ,5.2,MIA,6.0,9.0,5.62,8.5,8.27,4.046,7.35514285714,10.05,4.046,6.004,0.816299576584,1.4
206,6522,Josh Brown,K,5100,NYG@WAS,10.8,NYG,,,,,,,,,,,,
207,46882,Jay Ajayi,RB,5100,MIA@NYJ,4.5,MIA,4.0,2.7,5.46,2.8,5.11,4.29,4.04571428571,5.46,2.7,2.76,0.682203389831,6.0
208,31047,AJ McCarron,QB,5100,STL@CIN,-0.2,CIN,,,,,,,,,,,,
209,16923,Austin Seferian-Jenkins,TE,5100,TB@IND,14.7,TB,,17.4,,16.7,,,13.8133333333,17.4,7.34,10.06,0.728281853282,
210,28930,James White,RB,5100,NE@DEN,3.7,NE,7.5,5.8,10.6,6.7,6.88,3.329,6.8015,10.6,3.329,7.271,1.06902889069,
211,6809,Brian Hartline,WR,5100,BAL@CLE,5.4,CLE,7.5,5.6,9.18,5.8,10.84,3.9455,7.49507142857,10.84,3.9455,6.8945,0.919871153425,7.8
212,21123,Larry Donnell,TE,5100,NYG@WAS,6.1,NYG,,,,,,,,,,,,
213,22219,Jermaine Kearse,WR,5100,PIT@SEA,5.7,SEA,6.0,5.1,8.12,4.6,7.37,4.9985,6.58978571429,9.94,4.6,5.34,0.81034501447,16.9
214,7857,Wes Welker,WR,5100,STL@CIN,3.5,STL,4.0,,5.23,,6.45,3.468,5.7956,9.83,3.468,6.362,1.09772931189,1.3
215,6664,Jacob Tamme,TE,5100,MIN@ATL,7.8,ATL,10.5,1.6,8.59,1.8,11.08,6.398,7.05114285714,11.08,1.6,9.48,1.34446290368,7.15
216,22113,Alfred Morris,RB,5100,NYG@WAS,4.9,WAS,3.5,11.5,7.62,12.0,6.83,4.2455,7.45221428571,12.0,3.5,8.5,1.14060058851,9.05
217,28088,Denard Robinson,RB,5100,SD@JAC,2.1,JAC,3.0,5.5,5.54,5.6,4.02,1.84,4.95714285714,9.2,1.84,7.36,1.48472622478,3.25
218,22018,Mohamed Sanu,WR,5100,STL@CIN,5.4,CIN,6.0,13.8,6.44,13.1,5.61,3.439,8.007,13.8,3.439,10.361,1.29399275634,
219,8071,Dan Orlovsky,QB,5000,PHI@DET,5.5,DET,,,,,,,,,,,,
220,43956,David Fales,QB,5000,CHI@GB,0.0,CHI,,,,,,,,,,,,
221,29340,Josh Huff,WR,5000,PHI@DET,5.4,PHI,6.0,6.6,5.74,6.3,4.73,2.9505,5.04435714286,6.6,2.9505,3.6495,0.723481683918,1.15
222,6373,Derek Anderson,QB,5000,CAR@DAL,0.2,CAR,,,,,,,,,,,,
223,11761,Thaddeus Lewis,QB,5000,PHI@DET,0.0,PHI,,,,,,,,,,,,
224,29734,Ty Montgomery,WR,5000,CHI@GB,5.8,GB,,,,,,,,,,,,
225,14696,Scott Tolzien,QB,5000,CHI@GB,0.0,GB,,,,,,,,,,,,
226,11615,Joe Webb,QB,5000,CAR@DAL,0.0,CAR,,,,,,,,,,,,
227,7972,Darren Sproles,RB,5000,PHI@DET,7.4,PHI,6.0,10.9,8.84,11.9,11.99,7.116,9.068,11.99,6.0,5.99,0.66056462285,2.7
228,6783,Lance Moore,WR,5000,PHI@DET,6.6,DET,4.0,1.6,5.53,1.8,6.86,2.352,4.236,7.51,1.6,5.91,1.39518413598,1.45
229,29780,Zach Ertz,TE,5000,PHI@DET,5.8,PHI,,,,,,,,,,,,
230,8803,Chase Daniel,QB,5000,BUF@KC,0.2,KC,,,,,,,,,,,,
231,21959,Brandon Weeden,QB,5000,NO@HOU,9.6,HOU,,,,,,,,,,,,
232,14237,Kyle Rudolph,TE,5000,MIN@ATL,6.7,MIN,6.0,12.0,7.42,12.0,7.44,3.4805,8.35292857143,12.0,3.4805,8.5195,1.01994167999,5.65
233,26141,Ryan Nassib,QB,5000,NYG@WAS,0.0,NYG,,,,,,,,,,,,
234,14319,Taiwan Jones,RB,5000,OAK@TEN,3.0,OAK,,,4.56,,,3.2205,3.89025,4.56,3.2205,1.3395,0.344322344322,
235,27405,Landry Jones,QB,5000,PIT@SEA,6.7,PIT,,,,,,,,,,,,
236,25410,Mike Glennon,QB,5000,TB@IND,0.0,TB,,,,,,,,,,,,
237,54604,Jimmy Garoppolo,QB,5000,NE@DEN,-0.1,NE,,,,,,,,,,,,
238,22774,Jonas Gray,RB,5000,MIA@NYJ,3.7,MIA,,,,,,,,,,,,
239,7053,Matt Flynn,QB,5000,NO@HOU,0.0,NO,,,,,,,,,,,,
240,25813,Phillip Dorsett,WR,5000,TB@IND,3.8,IND,,,,,,,,,,,,
241,8118,Michael Vick,QB,5000,PIT@SEA,6.3,PIT,,,,,,,,,,,,
242,24760,Sean Renfree,QB,5000,MIN@ATL,-0.4,ATL,,,,,,,,,,,,
243,11500,Colt McCoy,QB,5000,NYG@WAS,0.0,WAS,,,,,,,,,,,,
244,24671,Adam Humphries,WR,5000,TB@IND,3.4,TB,5.0,,6.99,,5.0,,6.0775,7.32,5.0,2.32,0.381735911148,2.1
245,10354,Marcel Reece,RB,5000,OAK@TEN,5.2,OAK,2.5,1.6,5.99,2.0,4.39,1.828,3.14542857143,5.99,1.6,4.39,1.39567626487,
246,33691,Orleans Darkwa,RB,5000,NYG@WAS,1.7,NYG,,1.7,5.62,1.6,2.75,3.9835,3.12558333333,5.62,1.6,4.02,1.28615991682,
247,8051,Luke McCown,QB,5000,NO@HOU,1.6,NO,,,,,,,,,,,,
248,39512,Kendall Gaskins,RB,5000,ARI@SF,1.8,SF,2.0,,4.71,,,,3.20666666667,4.71,2.0,2.71,0.845114345114,
249,7970,Charlie Whitehurst,QB,5000,TB@IND,0.0,IND,,,,,,,,,,,,
250,31798,Bryce Petty,QB,5000,MIA@NYJ,0.0,NYJ,,,,,,,,,,,,
251,22165,Bryce Brown,RB,5000,PIT@SEA,0.0,SEA,,,,,,,,,,,,
252,10647,Matt Bryant,K,5000,MIN@ATL,7.4,ATL,,,,,,,,,,,,
253,24949,E.J. Manuel,QB,5000,BUF@KC,10.3,BUF,,,,,,,,,,,,
254,22128,Ryan Lindley,QB,5000,NE@DEN,0.0,NE,,,,,,,,,,,,
255,6724,Steven Hauschka,K,5000,PIT@SEA,9.6,SEA,,,,,,,,,,,,
256,22047,Ladarius Green,TE,5000,SD@JAC,9.3,SD,4.5,14.4,7.31,14.2,6.24,3.338,8.28685714286,14.4,3.338,11.062,1.33488484347,1.95
257,11425,Ryan Mathews,RB,4900,PHI@DET,10.4,PHI,,,,,,,,,,,,
258,10744,Graham Gano,K,4900,CAR@DAL,10.5,CAR,,,,,,,,,,,,
259,25886,Devin Street,WR,4900,CAR@DAL,1.7,DAL,,,,,2.39,2.972,2.164,2.972,1.13,1.842,0.851201478743,
260,39445,Brice Butler,WR,4900,CAR@DAL,3.1,DAL,,,,,,,,,,,,
261,12533,Green Bay Packers,D,4900,CHI@GB,7.8,GB,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,0.0,0.0,
262,7975,Mike Tolbert,RB,4900,CAR@DAL,4.5,CAR,3.0,4.2,5.09,4.7,4.92,2.1875,3.86964285714,5.09,2.1875,2.9025,0.75006922012,1.6
263,22048,Robert Turbin,RB,4900,CAR@DAL,3.0,DAL,2.0,,5.71,,6.13,2.484,4.081,6.13,2.0,4.13,1.01200686106,1.25
264,28933,Jared Abbrederis,WR,4900,CHI@GB,1.5,GB,,,,,,,,,,,,
265,7660,Fred Jackson,RB,4900,PIT@SEA,3.6,SEA,3.0,2.6,5.68,2.7,6.44,,4.17833333333,6.44,2.6,3.84,0.91902672517,1.2
266,28249,David Cobb,RB,4900,OAK@TEN,-0.3,TEN,4.5,12.1,3.63,12.0,5.91,3.4293,6.58275714286,12.1,3.4293,8.6707,1.31718363777,
267,22920,Derek Carrier,TE,4900,NYG@WAS,2.6,WAS,,2.6,4.24,3.3,3.34,2.441,3.1842,4.24,2.441,1.799,0.564977074304,
268,29500,Markus Wheaton,WR,4900,PIT@SEA,4.3,PIT,3.0,3.5,5.07,2.8,5.66,2.588,4.83685714286,11.24,2.588,8.652,1.7887648414,26.55
269,14305,Roy Helu,RB,4900,OAK@TEN,2.6,OAK,,7.1,6.17,7.8,,,7.02333333333,7.8,6.17,1.63,0.232083531087,
270,12903,Andrew Hawkins,WR,4900,BAL@CLE,5.1,CLE,,,,,,,,,,,,
271,54741,Seth Roberts,WR,4900,OAK@TEN,4.3,OAK,,,3.3,,5.09,,5.96,9.49,3.3,6.19,1.03859060403,23.6
272,30403,Chris Conley,WR,4900,BUF@KC,3.1,KC,4.0,1.4,2.5,1.7,3.66,1.9176,2.58251428571,4.0,1.4,2.6,1.00677081028,
273,31261,Tre Mason,RB,4900,STL@CIN,2.5,STL,1.5,4.1,2.25,4.4,3.74,1.802,3.14171428571,4.4,1.5,2.9,0.923062931975,3.85
274,27441,Damien Williams,RB,4900,MIA@NYJ,1.6,MIA,,1.9,,2.4,,,2.15,2.4,1.9,0.5,0.232558139535,1.1
275,24797,Juwan Thompson,RB,4900,NE@DEN,0.3,DEN,,,,,,,,,,,,
276,14761,Andre Holmes,WR,4900,OAK@TEN,4.2,OAK,4.0,3.2,5.31,2.6,2.71,2.428,3.56971428571,5.31,2.428,2.882,0.807347526813,
277,33714,Cairo Santos,K,4900,BUF@KC,10.5,KC,,,,,,,,,,,,
278,14704,Chris Hogan,WR,4900,BUF@KC,5.8,BUF,6.5,2.8,6.52,2.4,5.75,3.3856,5.18222857143,8.92,2.4,6.52,1.2581459714,3.55
279,14645,Dontrelle Inman,WR,4900,SD@JAC,3.7,SD,6.5,3.4,5.71,3.7,8.04,3.6925,6.09892857143,11.65,3.4,8.25,1.35269660947,12.75
280,23045,Justin Tucker,K,4900,BAL@CLE,9.8,BAL,,,,,,,,,,,,
281,22234,Chris Polk,RB,4900,NO@HOU,4.1,HOU,,1.7,7.06,2.3,6.9,3.3565,4.11608333333,7.06,1.7,5.36,1.30220881501,2.75
282,12538,St Louis Rams,D,4900,STL@CIN,9.7,STL,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.0,0.0,
283,28744,Raheem Mostert,RB,4900,BAL@CLE,0.0,BAL,,,3.39,,2.3,,3.03333333333,3.41,2.3,1.11,0.365934065934,
284,24847,Will Tye,TE,4900,NYG@WAS,3.0,NYG,4.0,,7.19,,7.07,2.508,5.192,7.19,2.508,4.682,0.901771956857,7.7
285,22063,Keshawn Martin,WR,4900,NE@DEN,6.2,NE,6.5,,7.77,,10.42,3.963,6.9686,10.42,3.963,6.457,0.926584966851,
286,24891,Chris Thompson,RB,4900,NYG@WAS,6.6,WAS,9.0,3.1,8.25,4.0,8.93,3.3538,6.30768571429,9.0,3.1,5.9,0.935366831394,1.65
287,22054,Jarius Wright,WR,4900,MIN@ATL,3.6,MIN,6.0,7.9,5.5,7.3,4.8,2.5835,6.36335714286,10.46,2.5835,7.8765,1.23779002548,1.4
288,29683,Nelson Agholor,WR,4800,PHI@DET,2.8,PHI,5.0,4.8,5.49,4.4,6.22,2.841,4.98014285714,6.22,2.841,3.379,0.678494592811,1.6
289,12545,Philadelphia Eagles,D,4800,PHI@DET,9.0,PHI,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,0.0,0.0,
290,11488,Ed Dickson,TE,4800,CAR@DAL,2.7,CAR,2.0,,4.07,,3.04,1.3505,2.8881,4.07,1.3505,2.7195,0.941622519996,
291,6688,Jerricho Cotchery,WR,4800,CAR@DAL,5.1,CAR,4.0,4.4,7.15,4.2,6.78,3.1249,5.59355714286,9.5,3.1249,6.3751,1.13972197605,7.55
292,30261,Caleb Sturgis,K,4800,PHI@DET,8.7,PHI,,,,,,,,,,,,
293,26247,Brandon McManus,K,4800,NE@DEN,9.5,DEN,,,,,,,,,,,,
294,26355,Logan Thomas,QB,4800,MIA@NYJ,0.0,MIA,,,,,,,,,,,,
295,29605,Matt Barkley,QB,4800,ARI@SF,0.0,ARI,,,,,,,,,,,,
296,14240,Lance Kendricks,TE,4800,STL@CIN,3.9,STL,,4.0,4.73,4.0,4.53,1.5145,3.63241666667,4.73,1.5145,3.2155,0.885223336163,1.85
297,6427,Connor Barth,K,4800,TB@IND,11.2,TB,,,,,,,,,,,,
298,27266,Quincy Enunwa,WR,4800,MIA@NYJ,2.8,NYJ,,,,,4.88,,4.0,4.88,3.12,1.76,0.44,3.0
299,54753,Taylor Gabriel,WR,4800,BAL@CLE,3.5,CLE,,,,,,2.056,2.056,2.056,2.056,0.0,0.0,
300,27457,Kenny Stills,WR,4800,MIA@NYJ,5.4,MIA,4.0,7.6,6.22,6.8,8.77,3.3475,6.45107142857,8.77,3.3475,5.4225,0.840558046836,1.3
301,54607,Terrance West,RB,4800,BAL@CLE,0.6,BAL,3.0,,3.82,,4.97,,3.2,4.97,1.01,3.96,1.2375,3.7
302,22754,Garrett Celek,TE,4800,ARI@SF,4.6,SF,6.0,2.6,5.73,3.3,5.58,3.9795,4.6485,6.0,2.6,3.4,0.731418737227,
303,38301,Darren Fells,TE,4800,ARI@SF,5.4,ARI,2.0,2.0,5.32,2.0,4.54,5.8665,4.27521428571,8.2,2.0,6.2,1.45021970494,
304,11454,Dexter McCluster,RB,4800,OAK@TEN,6.7,TEN,,,,,,4.0941,4.0941,4.0941,4.0941,0.0,0.0,
305,29084,Rashad Ross,WR,4800,NYG@WAS,2.4,WAS,,,,,,,,,,,,
306,27771,Cody Latimer,WR,4800,NE@DEN,1.6,DEN,,1.6,4.86,1.8,3.11,,3.142,4.86,1.6,3.26,1.03755569701,
307,48344,Albert Wilson,WR,4800,BUF@KC,4.8,KC,5.0,1.8,5.92,1.9,7.72,3.2195,4.50707142857,7.72,1.8,5.92,1.31349149749,3.45
308,62497,David Johnson,RB,4800,ARI@SF,8.4,ARI,2.5,7.2,6.35,7.4,5.39,2.2795,4.88564285714,7.4,2.2795,5.1205,1.04807087823,9.0
309,39449,Charles Johnson,WR,4800,MIN@ATL,2.2,MIN,5.0,7.3,4.93,6.7,1.17,2.2115,4.32164285714,7.3,1.17,6.13,1.41844206072,
310,8023,Josh Johnson,QB,4800,BUF@KC,0.0,BUF,,,,,,,,,,,,
311,25694,Andre Williams,RB,4800,NYG@WAS,2.7,NYG,,3.2,5.42,3.8,2.78,1.913,3.57216666667,5.42,1.913,3.507,0.981757103532,
312,39492,Josh Hill,TE,4800,NO@HOU,2.6,NO,,1.4,6.12,1.7,3.86,1.438,2.88466666667,6.12,1.4,4.72,1.636237578,
313,23046,Jamize Olawale,RB,4800,OAK@TEN,3.0,OAK,,,2.79,,4.26,,3.3,4.26,2.79,1.47,0.445454545455,1.7
314,22187,Chandler Harnish,QB,4800,ARI@SF,0.0,ARI,,,,,,,,,,,,
315,26094,Brandon Coleman,WR,4800,NO@HOU,3.5,NO,,6.8,4.24,6.4,3.21,2.516,4.22266666667,6.8,2.17,4.63,1.09646353015,
316,12528,Cincinnati Bengals,D,4800,STL@CIN,7.6,CIN,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,0.0,0.0,
317,6702,Phil Dawson,K,4800,ARI@SF,6.7,SF,,,,,,,,,,,,
318,6387,Miles Austin,WR,4700,PHI@DET,3.3,PHI,,3.0,4.47,2.5,3.43,2.069,3.0938,4.47,2.069,2.401,0.776068265563,1.25
319,29357,Kenjon Barner,RB,4700,PHI@DET,0.9,PHI,,,4.1,,1.78,,2.55333333333,4.1,1.78,2.32,0.90861618799,3.15
320,6897,Mason Crosby,K,4700,CHI@GB,8.8,GB,,,,,,,,,,,,
321,28486,Corey (Philly) Brown,WR,4700,CAR@DAL,5.9,CAR,,,,,,,,,,,,
322,12553,Carolina Panthers,D,4700,CAR@DAL,10.7,CAR,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,0.0,0.0,
323,14952,Dan Bailey,K,4700,CAR@DAL,8.6,DAL,,,,,,,,,,,,
324,6768,Eddie Royal,WR,4700,CHI@GB,6.0,CHI,,,,,,,,,,,,
325,33037,Kenbrell Thompkins,WR,4700,MIA@NYJ,4.8,NYJ,,,2.87,,,,2.87,2.87,2.87,0.0,0.0,
326,28346,Maxx Williams,TE,4700,BAL@CLE,3.6,BAL,4.0,6.2,4.98,6.1,4.59,1.8115,4.45307142857,6.2,1.8115,4.3885,0.985499574932,
327,6488,Dwayne Bowe,WR,4700,BAL@CLE,1.2,CLE,2.5,1.4,10.93,1.7,6.07,,4.475,10.93,1.4,9.53,2.12960893855,
328,39373,Jaelen Strong,WR,4700,NO@HOU,3.9,HOU,,8.0,4.34,7.0,,2.2385,5.394625,8.0,2.2385,5.7615,1.06800750747,
329,54674,Jeremy Butler,WR,4700,BAL@CLE,4.6,BAL,,,5.81,,7.17,,6.25333333333,7.17,5.78,1.39,0.222281449893,2.85
330,32429,Josh Lambo,K,4700,SD@JAC,8.3,SD,,,,,,,,,,,,
331,25775,Clive Walford,TE,4700,OAK@TEN,3.8,OAK,2.0,1.4,4.22,1.7,5.78,2.3845,3.02492857143,5.78,1.4,4.38,1.44796807481,1.45
332,62619,Andrew Franks,K,4700,MIA@NYJ,5.3,MIA,,,,,,,,,,,,
333,60745,Jason Myers,K,4700,SD@JAC,8.0,JAC,,,,,,,,,,,,
334,11504,Andre Roberts,WR,4700,NYG@WAS,3.1,WAS,,5.9,,5.0,,,4.61333333333,5.9,2.94,2.96,0.64161849711,
335,12556,Houston Texans,D,4700,NO@HOU,7.2,HOU,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.0,0.0,
336,24569,Chandler Catanzaro,K,4700,ARI@SF,9.6,ARI,,,,,,,,,,,,
337,9442,Brandon Tate,WR,4700,STL@CIN,1.3,CIN,,,,,,2.9546,2.3773,2.9546,1.8,1.1546,0.485677028562,
338,7761,Jared Cook,TE,4700,STL@CIN,4.5,STL,6.0,8.4,5.47,8.2,7.48,4.0575,7.19821428571,10.78,4.0575,6.7225,0.9339121806,6.0
339,22110,Blair Walsh,K,4700,MIN@ATL,9.2,MIN,,,,,,,,,,,,
340,6668,Adam Vinatieri,K,4700,TB@IND,7.1,IND,,,,,,,,,,,,
341,12531,Denver Broncos,D,4700,NE@DEN,12.6,DEN,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,0.0,0.0,
342,7784,Darrius Heyward-Bey,WR,4700,PIT@SEA,4.1,PIT,,8.8,4.66,7.4,2.57,,5.14,8.8,2.27,6.53,1.27042801556,
343,7703,Jerome Simpson,WR,4700,ARI@SF,2.5,SF,,,4.18,,,,4.18,4.18,4.18,0.0,0.0,
344,24862,Rashad Greene,WR,4700,SD@JAC,4.9,JAC,,,,,2.44,,2.65,2.86,2.44,0.42,0.158490566038,1.85
345,14369,Jordan Todman,RB,4700,PIT@SEA,0.2,PIT,,,3.39,,2.2,,2.51666666667,3.39,1.96,1.43,0.56821192053,
346,28694,Jesse James,TE,4700,PIT@SEA,4.5,PIT,,,,,,,,,,,,2.85
347,10046,Antone Smith,RB,4600,CHI@GB,0.3,CHI,,,,,,,,,,,,
348,54694,Justin Perillo,TE,4600,CHI@GB,3.6,GB,,,,,2.77,,2.77,2.77,2.77,0.0,0.0,
349,6910,Robbie Gould,K,4600,CHI@GB,9.7,CHI,,,,,,,,,,,,
350,22004,Dwayne Allen,TE,4600,TB@IND,2.4,IND,4.0,5.2,6.09,4.6,5.81,1.5385,4.69835714286,6.09,1.5385,4.5515,0.968742873649,2.0
351,6636,Mike Nugent,K,4600,STL@CIN,7.9,CIN,,,,,,,,,,,,
352,29593,Marqise Lee,WR,4600,SD@JAC,2.1,JAC,5.0,9.5,5.09,8.8,3.13,,6.304,9.5,3.13,6.37,1.01046954315,1.35
353,22958,Bobby Rainey,RB,4600,TB@IND,0.5,TB,,5.0,,5.4,,,5.2,5.4,5.0,0.4,0.0769230769231,
354,15176,Kai Forbath,K,4600,NO@HOU,5.2,NO,,,,,,,,,,,,
355,54782,Cameron Brate,TE,4600,TB@IND,3.7,TB,,,3.67,,3.85,3.6145,3.638625,3.85,3.42,0.43,0.118176508983,11.55
356,28502,Devin Smith,WR,4600,MIA@NYJ,1.4,NYJ,,3.2,3.08,2.6,4.92,,3.45,4.92,2.6,2.32,0.672463768116,9.4
357,28502,Devin Smith,WR,4600,MIA@NYJ,1.4,NYJ,,3.2,3.08,2.6,4.92,,3.45,4.92,2.6,2.32,0.672463768116,2.15
358,28502,Devin Smith,WR,4600,MIA@NYJ,1.4,NYJ,,3.2,3.08,2.6,1.39,,2.5675,3.2,1.39,1.81,0.704965920156,9.4
359,28502,Devin Smith,WR,4600,MIA@NYJ,1.4,NYJ,,3.2,3.08,2.6,1.39,,2.5675,3.2,1.39,1.81,0.704965920156,2.15
360,10158,Scott Chandler,TE,4600,NE@DEN,3.3,NE,2.0,7.0,5.03,6.5,6.19,1.4395,4.61992857143,7.0,1.4395,5.5605,1.20359003695,12.05
361,32045,Vance McDonald,TE,4600,ARI@SF,2.8,SF,,,3.56,,7.67,1.024,3.451,7.67,1.024,6.646,1.9258186033,13.4
