,Id,Name,Position,Salary,Game,FPPG,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fire,average,max,min,range,rel_range,final
39,6883,Larry Fitzgerald,WR,7400,ARI@SF,16.7,ARI,23.0,19.0,18.67,17.5,18.97,12.7875,18.2225,23.0,12.7875,10.2125,0.560433529977,7.1
40,11779,LeGarrette Blount,RB,7300,NE@DEN,11.8,NE,12.5,11.0,10.15,11.8,12.73,10.9635,11.4390714286,12.73,10.15,2.58,0.225542782569,2.7
41,29501,Brandin Cooks,WR,7300,NO@HOU,13.2,NO,20.0,18.7,14.48,18.7,14.89,9.896,15.488,20.0,9.896,10.104,0.652376033058,3.75
42,34308,Blake Bortles,QB,7300,SD@JAC,19.0,JAC,20.0,18.2,18.31,19.2,21.054,18.956,19.476,21.054,18.2,2.854,0.146539330458,23.46
43,24849,Jameis Winston,QB,7300,TB@IND,18.1,TB,13.5,14.48,16.11,16.48,16.65,16.3424,15.9520571429,18.102,13.5,4.602,0.288489437995,15.5
44,14377,Tyrod Taylor,QB,7300,BUF@KC,18.0,BUF,16.2,12.24,15.78,13.24,15.528,14.3944,15.0572,18.018,12.24,5.778,0.383736684111,26.24
45,6654,Matthew Stafford,QB,7200,PHI@DET,16.6,DET,18.6,14.8,18.34,15.8,19.122,17.7588,17.5295428571,19.122,14.8,4.322,0.246555203135,34.78
46,7659,Ryan Fitzpatrick,QB,7200,MIA@NYJ,16.8,NYJ,16.2,18.28,17.85,19.28,18.206,18.7554,17.6956285714,19.28,15.298,3.982,0.225027327169,29.18
47,25760,Allen Hurns,WR,7200,SD@JAC,13.4,JAC,17.5,18.4,12.64,17.2,12.0,8.595,14.4035714286,18.4,8.595,9.805,0.680733944954,4.4
48,22037,Lamar Miller,RB,7200,MIA@NYJ,14.9,MIA,14.0,13.2,13.82,14.1,14.51,9.6575,13.4453571429,14.83,9.6575,5.1725,0.384705288602,1.45
49,6733,Jonathan Stewart,RB,7100,CAR@DAL,11.3,CAR,16.0,14.7,11.86,15.4,12.35,11.9669,14.1281285714,16.62,11.86,4.76,0.336916526201,7.85
50,11501,Eric Decker,WR,7100,MIA@NYJ,14.1,NYJ,19.5,10.0,14.46,9.0,14.91,10.7475,13.1067857143,19.5,9.0,10.5,0.801111746914,12.45
51,7872,Brian Hoyer,QB,7100,NO@HOU,16.8,HOU,19.1,,19.42,,20.094,19.5924,18.81808,20.094,15.884,4.21,0.223721017234,14.9
52,6732,DeAngelo Williams,RB,7100,PIT@SEA,10.6,PIT,13.0,9.0,14.27,10.3,15.5,12.444,13.2548571429,18.27,9.0,9.27,0.699366270047,18.05
53,11864,Christopher Ivory,RB,7000,MIA@NYJ,14.8,NYJ,,,,,,,,,,,,
54,29358,Marcus Mariota,QB,7000,OAK@TEN,17.3,TEN,18.5,19.08,16.09,20.08,16.064,17.8154,17.7947714286,20.08,16.064,4.016,0.225684270018,21.42
55,31394,Jarvis Landry,WR,7000,MIA@NYJ,13.9,MIA,19.5,17.2,13.63,16.7,16.62,9.83,15.23,19.5,9.83,9.67,0.634931057124,23.55
56,45889,Davante Adams,WR,6900,CHI@GB,6.8,GB,12.0,15.2,11.02,14.6,11.8,7.2476,12.2196571429,15.2,7.2476,7.9524,0.650787489946,1.5
57,6898,Jay Cutler,QB,6900,CHI@GB,17.0,CHI,18.7,16.86,15.59,17.86,16.754,16.991,16.9321428571,18.7,15.59,3.11,0.18367433031,12.9
58,21948,Ryan Tannehill,QB,6900,MIA@NYJ,16.7,MIA,13.3,18.38,14.52,19.38,17.226,13.6104,16.1480571429,19.38,13.3,6.08,0.376515883379,23.04
59,54687,Charcandrick West,RB,6900,BUF@KC,8.6,KC,,13.1,9.08,14.8,,5.8335,10.703375,14.8,5.8335,8.9665,0.837726418069,
60,11495,Brandon LaFell,WR,6900,NE@DEN,7.8,NE,11.5,16.8,10.19,16.5,13.38,9.764,13.1962857143,16.8,9.764,7.036,0.533180332128,3.8
61,22031,T.Y. Hilton,WR,6900,TB@IND,11.3,IND,18.0,19.3,14.8,26.3,12.92,10.1835,16.5162142857,26.3,10.1835,16.1165,0.97579867403,21.8
62,6566,Chris Johnson,RB,6800,ARI@SF,10.3,ARI,15.5,6.7,10.85,7.5,14.41,11.6295,11.6427857143,15.5,6.7,8.8,0.75583285787,1.7
63,31001,Amari Cooper,WR,6800,OAK@TEN,12.2,OAK,19.5,29.2,13.39,27.1,13.98,10.336,18.298,29.2,10.336,18.864,1.03093234233,11.85
64,24641,Sammy Watkins,WR,6800,BUF@KC,9.6,BUF,14.5,15.8,10.97,15.0,13.53,9.6895,12.8313571429,15.8,9.6895,6.1105,0.476216189135,28.1
65,11414,Sam Bradford,QB,6700,PHI@DET,14.1,PHI,,,,,,,,,,,,
66,6687,Mark Sanchez,QB,6700,PHI@DET,11.2,PHI,18.2,20.08,16.63,21.08,16.054,17.2234,18.3047714286,21.08,16.054,5.026,0.274573218224,14.36
67,21994,Brock Osweiler,QB,6700,NE@DEN,9.7,DEN,14.1,,15.25,,15.782,16.0514,14.94988,16.0514,13.566,2.4854,0.166248826078,14.2
68,32415,Johnny Manziel,QB,6700,BAL@CLE,9.7,CLE,,,,,,,,,,,,
69,24675,Martavis Bryant,WR,6700,PIT@SEA,17.0,PIT,12.5,18.1,10.32,17.2,13.16,8.53,13.3271428571,18.1,8.53,9.57,0.718083395862,14.25
70,6661,Peyton Manning,QB,6700,NE@DEN,11.8,DEN,,,,,,,,,,,,
71,22038,Kirk Cousins,QB,6700,NYG@WAS,15.8,WAS,17.2,17.4,14.32,18.4,16.952,17.7864,17.7154857143,21.95,14.32,7.63,0.430696630228,22.18
72,8005,Alex Smith,QB,6600,BUF@KC,16.7,KC,15.5,12.82,16.43,13.82,16.426,14.4318,15.3028285714,17.692,12.82,4.872,0.318372513765,21.7
73,25079,Stefon Diggs,WR,6600,MIN@ATL,12.7,MIN,17.5,20.8,13.39,19.4,11.34,9.626,15.0622857143,20.8,9.626,11.174,0.741852877575,3.3
74,34331,Latavius Murray,RB,6600,OAK@TEN,11.9,OAK,17.5,13.5,11.77,13.7,12.41,12.06,13.8885714286,17.5,11.77,5.73,0.412569430158,8.25
75,30968,Eddie Lacy,RB,6500,CHI@GB,7.3,GB,6.5,16.9,12.92,15.8,10.88,11.366,13.0922857143,17.28,6.5,10.78,0.823385636034,18.1
76,6422,Gary Barnidge,TE,6500,BAL@CLE,13.3,CLE,18.0,19.4,13.53,19.7,14.3,8.222,15.0888571429,19.7,8.222,11.478,0.760693794853,9.45
77,33259,Teddy Bridgewater,QB,6500,MIN@ATL,13.6,MIN,14.2,17.5,14.83,18.5,13.8,16.2708,16.1369714286,18.5,13.8,4.7,0.291256635163,5.66
78,31397,Jeremy Hill,RB,6500,STL@CIN,9.4,CIN,12.0,11.2,10.82,10.7,10.8,8.538,10.404,12.0,8.538,3.462,0.332756632065,10.05
79,31061,T.J. Yeldon,RB,6500,SD@JAC,11.0,JAC,20.5,15.7,15.83,16.3,14.45,12.7626,16.0218,20.5,12.7626,7.7374,0.482929508545,8.4
80,9392,Michael Crabtree,WR,6500,OAK@TEN,12.8,OAK,18.0,16.6,11.89,15.3,14.76,7.976,14.1765714286,18.0,7.976,10.024,0.7070821073,8.1
81,6914,Greg Olsen,TE,6400,CAR@DAL,13.2,CAR,18.5,18.8,14.18,17.4,15.13,9.9655,14.9607857143,18.8,9.9655,8.8345,0.590510429647,7.25
82,21952,Michael Floyd,WR,6400,ARI@SF,9.6,ARI,9.0,7.8,10.38,7.9,12.08,6.9202,9.2486,12.08,6.9202,5.1598,0.557900655234,1.45
83,7953,Vincent Jackson,WR,6400,TB@IND,10.0,TB,10.0,16.6,11.91,15.3,12.01,9.089,12.8298571429,16.6,9.089,7.511,0.585431304212,7.8
84,6840,Frank Gore,RB,6400,TB@IND,11.2,IND,16.5,14.7,13.8,15.4,14.67,9.0455,13.9965,16.5,9.0455,7.4545,0.532597435073,3.8
85,6831,Matt Hasselbeck,QB,6400,TB@IND,15.6,IND,17.4,7.84,17.44,8.84,18.366,16.2037,14.9548142857,18.594,7.84,10.754,0.719099535076,20.3
86,11485,Golden Tate,WR,6300,PHI@DET,8.3,DET,16.0,12.2,12.2,11.2,13.22,7.6752,12.4393142857,16.0,7.6752,8.3248,0.66923303076,11.35
87,22003,Ronnie Hillman,RB,6300,NE@DEN,9.0,DEN,16.5,15.6,11.41,15.2,10.02,9.624,12.8034285714,16.5,9.624,6.876,0.537043649023,11.95
88,29645,Javorius Allen,RB,6300,BAL@CLE,4.2,BAL,19.5,14.7,14.31,17.4,14.33,10.6595,15.7927857143,19.65,10.6595,8.9905,0.569278920303,14.6
89,25290,Giovani Bernard,RB,6300,STL@CIN,11.8,CIN,11.0,16.9,13.89,17.0,14.33,10.0165,13.9523571429,17.0,10.0165,6.9835,0.500524744923,6.8
90,44449,Willie Snead,WR,6300,NO@HOU,9.9,NO,11.0,12.4,10.83,10.2,11.59,5.69,9.97142857143,12.4,5.69,6.71,0.672922636103,5.2
91,6803,Josh McCown,QB,6300,BAL@CLE,16.9,CLE,18.6,17.8,17.06,18.8,19.492,16.3566,17.9703714286,19.492,16.3566,3.1354,0.174476082059,13.68
92,28095,Thomas Rawls,RB,6300,PIT@SEA,8.7,SEA,17.0,16.7,16.05,15.2,14.84,12.103,14.3518571429,17.0,8.57,8.43,0.587380428616,14.1
93,22027,Nick Foles,QB,6300,STL@CIN,10.3,STL,12.1,17.04,11.46,18.04,9.92,5.5168,12.3461333333,18.04,5.5168,12.5232,1.01434187222,6.32
94,6739,DeSean Jackson,WR,6300,NYG@WAS,6.4,WAS,18.5,19.2,11.52,17.7,11.99,9.4325,14.8717857143,19.2,9.4325,9.7675,0.656780576835,12.7
95,28202,Jeremy Langford,RB,6200,CHI@GB,9.3,CHI,10.0,16.6,12.65,16.8,8.97,7.8985,11.6497857143,16.8,7.8985,8.9015,0.764091307627,11.35
96,7283,Jeremy Maclin,WR,6200,BUF@KC,10.8,KC,11.0,18.2,12.26,17.1,13.59,9.25,13.8985714286,18.2,9.25,8.95,0.643951074108,22.45
97,33557,Tyler Eifert,TE,6200,STL@CIN,13.6,CIN,16.0,21.2,14.54,19.6,12.78,8.765,14.9035714286,21.2,8.765,12.435,0.834363767074,10.15
98,27776,Tevin Coleman,RB,6200,MIN@ATL,3.3,ATL,16.5,2.2,12.4,3.0,15.26,13.2305,9.35007142857,16.5,2.2,14.3,1.52940008098,9.0
99,22163,Rishard Matthews,WR,6200,MIA@NYJ,11.2,MIA,10.5,15.4,9.03,14.7,10.1,7.4175,11.0610714286,15.4,7.4175,7.9825,0.721675115431,
100,6679,Matt Schaub,QB,6200,BAL@CLE,0.0,BAL,12.9,10.62,13.42,11.62,15.346,18.0106,13.9049428571,18.0106,10.62,7.3906,0.531508836529,16.28
101,31459,Spencer Ware,RB,6100,BUF@KC,6.2,KC,16.0,,12.97,,13.89,7.6695,13.0159,16.0,7.6695,8.3305,0.640024892631,17.65
102,14905,Kamar Aiken,WR,6100,BAL@CLE,8.0,BAL,14.0,16.4,11.24,17.2,12.73,9.888,13.7454285714,17.2,9.888,7.312,0.531958677171,14.3
103,8117,Danny Amendola,WR,6100,NE@DEN,9.0,NE,,,,,,,,,,,,
104,9421,Danny Woodhead,RB,6100,SD@JAC,13.0,SD,20.0,19.0,13.24,18.3,13.43,9.0135,15.0062142857,20.0,9.0135,10.9865,0.732130022324,5.0
105,6863,Delanie Walker,TE,6100,OAK@TEN,12.0,TEN,18.5,19.0,9.49,17.5,11.48,7.304,13.5491428571,19.0,7.304,11.696,0.86322803762,9.4
106,30837,Jordan Matthews,WR,6000,PHI@DET,9.4,PHI,17.5,12.2,11.81,11.1,13.49,8.364,12.7577142857,17.5,8.364,9.136,0.716115739497,12.15
107,7778,Matt Cassel,QB,6000,CAR@DAL,10.0,DAL,,16.44,,15.44,,,15.94,16.44,15.44,1.0,0.0627352572146,10.62
108,14194,Blaine Gabbert,QB,6000,ARI@SF,16.7,SF,12.5,18.28,12.24,20.28,14.838,12.405,14.5687142857,20.28,11.438,8.842,0.606916974731,16.82
109,14231,Colin Kaepernick,QB,6000,ARI@SF,12.6,SF,,,,,,,,,,,,
110,28473,Carlos Hyde,RB,6000,ARI@SF,10.8,SF,,,,,,,,,,,,
111,26483,Geno Smith,QB,6000,MIA@NYJ,21.0,NYJ,,,,,,,,,,,,
112,31421,Zach Mettenberger,QB,6000,OAK@TEN,3.9,TEN,,,,,,,,,,,,
113,25837,Duke Johnson,RB,6000,BAL@CLE,8.9,CLE,9.5,9.3,12.06,9.2,12.27,5.167,10.1238571429,13.37,5.167,8.203,0.81026429791,5.25
114,14344,T.J. Yates,QB,6000,NO@HOU,10.6,HOU,,12.24,,13.24,,,12.74,13.24,12.24,1.0,0.0784929356358,
115,31836,Terrance Williams,WR,5900,CAR@DAL,7.8,DAL,18.0,7.4,9.91,6.7,10.44,5.0075,9.47678571429,18.0,5.0075,12.9925,1.37098172225,4.1
116,28080,Devin Funchess,WR,5900,CAR@DAL,4.7,CAR,17.0,5.4,7.02,4.7,10.12,4.656,7.97942857143,17.0,4.656,12.344,1.54697794328,2.0
117,31561,Donte Moncrief,WR,5900,TB@IND,9.9,IND,11.0,15.7,11.47,15.0,11.64,8.759,12.1512857143,15.7,8.759,6.941,0.571215274104,11.8
118,22898,Brandon Bolden,RB,5900,NE@DEN,1.7,NE,3.0,2.6,2.39,3.1,2.5,,2.92333333333,3.95,2.39,1.56,0.533637400228,15.7
119,30244,Matt Jones,RB,5900,NYG@WAS,8.7,WAS,9.5,11.4,9.6,13.5,9.54,4.2965,9.45092857143,13.5,4.2965,9.2035,0.973819654909,6.45
120,31406,Alfred Blue,RB,5900,NO@HOU,6.3,HOU,9.0,6.2,10.45,6.3,12.65,10.5795,9.48135714286,12.65,6.2,6.45,0.680282358614,14.15
121,28900,Melvin Gordon,RB,5900,SD@JAC,6.3,SD,6.0,4.2,9.53,4.7,9.64,8.845,7.92642857143,12.57,4.2,8.37,1.05596107056,8.25
122,22035,Travis Benjamin,WR,5900,BAL@CLE,12.3,CLE,19.5,17.4,11.13,15.8,13.79,7.599,14.1455714286,19.5,7.599,11.901,0.841323382381,16.3
123,30108,Marquess Wilson,WR,5800,CHI@GB,6.0,CHI,7.0,4.0,5.57,4.0,7.67,6.05,5.91428571429,7.67,4.0,3.67,0.620531400966,4.6
124,6742,Brent Celek,TE,5800,PHI@DET,4.9,PHI,15.5,2.6,6.87,2.3,9.07,17.584,9.12057142857,17.584,2.3,15.284,1.67577219472,7.1
125,7222,James Jones,WR,5800,CHI@GB,11.8,GB,9.5,19.4,14.35,17.7,9.7,5.483,12.6861428571,19.4,5.483,13.917,1.0970237492,
126,11609,James Starks,RB,5800,CHI@GB,9.3,GB,11.0,9.8,11.31,10.6,9.21,5.564,9.14914285714,11.31,5.564,5.746,0.62803697458,8.2
127,33076,Travis Kelce,TE,5800,BUF@KC,10.5,KC,16.5,16.2,11.91,15.1,13.08,7.35,13.1814285714,16.5,7.35,9.15,0.694158448033,13.1
128,6497,Ahmad Bradshaw,RB,5800,TB@IND,6.8,IND,,,8.96,,6.55,5.668,6.447,8.96,4.61,4.35,0.67473243369,2.75
129,22994,Case Keenum,QB,5800,STL@CIN,2.7,STL,,,,,,6.2842,9.9671,13.65,6.2842,7.3658,0.739011347333,
130,29249,C.J. Anderson,RB,5800,NE@DEN,6.5,DEN,6.5,4.8,8.16,4.9,6.09,4.382,6.17457142857,8.39,4.382,4.008,0.649113877192,27.5
131,30298,Jordan Reed,TE,5800,NYG@WAS,12.5,WAS,17.0,6.2,12.36,6.1,13.02,7.3285,10.5512142857,17.0,6.1,10.9,1.03305645254,10.2
132,26458,Tavon Austin,WR,5800,STL@CIN,10.9,STL,18.0,7.9,6.35,8.2,10.6,6.7995,9.20421428571,18.0,6.35,11.65,1.26572455164,15.9
133,24907,Karlos Williams,RB,5800,BUF@KC,12.8,BUF,4.5,1.4,8.83,1.3,4.68,6.3845,4.58635714286,8.83,1.3,7.53,1.64182591226,
134,47828,Antonio Andrews,RB,5700,OAK@TEN,8.3,TEN,7.5,12.6,10.09,13.2,11.99,10.1825,10.7017857143,13.2,7.5,5.7,0.532621391624,4.65
135,6479,Anquan Boldin,WR,5700,ARI@SF,9.6,SF,17.0,17.6,11.59,16.8,12.31,6.1525,13.5989285714,17.6,6.1525,11.4475,0.841794259001,9.7
136,54606,John Brown,WR,5700,ARI@SF,11.6,ARI,17.0,14.4,15.24,13.2,11.56,7.2965,13.0995,17.0,7.2965,9.7035,0.740753463873,10.15
137,7965,Antonio Gates,TE,5700,SD@JAC,11.7,SD,16.5,14.0,11.81,14.0,11.14,7.1375,11.9482142857,16.5,7.1375,9.3625,0.783589896876,17.5
138,6774,Pierre Garcon,WR,5700,NYG@WAS,8.8,WAS,8.5,17.4,11.96,16.7,9.93,5.714,11.6791428571,17.4,5.714,11.686,1.00058712724,3.65
139,6641,Jason Witten,TE,5600,CAR@DAL,8.3,DAL,8.5,17.4,10.89,16.7,13.7,5.711,11.8687142857,17.4,5.711,11.689,0.98485815048,3.8
140,21999,Rueben Randle,WR,5600,NYG@WAS,8.5,NYG,9.0,17.8,11.28,15.9,9.68,7.028,11.8611428571,17.8,7.028,10.772,0.908175555234,9.65
141,14245,Shane Vereen,RB,5600,NYG@WAS,8.7,NYG,7.5,7.9,11.17,8.1,9.68,4.288,8.06542857143,11.17,4.288,6.882,0.853271458429,3.8
142,45723,Crockett Gillmore,TE,5600,BAL@CLE,9.6,BAL,14.5,2.8,9.9,2.4,7.62,5.701,7.26728571429,14.5,2.4,12.1,1.66499577362,2.15
143,14307,Cecil Shorts,WR,5600,NO@HOU,9.1,HOU,10.0,9.4,7.96,8.7,9.83,5.6335,8.74192857143,10.0,5.6335,4.3665,0.499489324847,9.95
144,15006,Shaun Draughn,RB,5600,ARI@SF,3.6,SF,11.0,,10.74,,13.15,8.0155,11.8671,16.43,8.0155,8.4145,0.709061185968,8.85
145,6844,Shaun Hill,QB,5600,MIN@ATL,0.3,MIN,,,,,,,,,,,,
146,7844,Chad Henne,QB,5600,SD@JAC,0.0,JAC,,,,,,,,,,,,
147,27050,Tyler Lockett,WR,5600,PIT@SEA,7.2,SEA,7.0,3.5,8.59,3.8,8.64,3.976,6.18371428571,8.64,3.5,5.14,0.83121563554,3.95
148,33465,Theo Riddick,RB,5500,PHI@DET,8.7,DET,12.5,5.6,10.44,5.9,11.68,4.6005,8.17007142857,12.5,4.6005,7.8995,0.966882611623,13.05
149,7645,Steve Johnson,WR,5500,SD@JAC,8.9,SD,19.0,6.0,10.21,6.0,13.99,9.7915,10.8319166667,19.0,6.0,13.0,1.2001569436,15.55
150,21941,Robert Griffin III,QB,5500,NYG@WAS,0.0,WAS,,,,,,,,,,,,
151,14288,Torrey Smith,WR,5500,ARI@SF,6.4,SF,7.0,6.2,7.66,5.1,7.24,4.5005,6.70578571429,9.24,4.5005,4.7395,0.706777729253,5.2
152,11512,Jimmy Graham,TE,5500,PIT@SEA,8.7,SEA,16.5,22.6,13.02,21.3,12.07,7.1435,14.8147857143,22.6,7.1435,15.4565,1.04331579937,7.7
153,28677,Matt McGloin,QB,5500,OAK@TEN,10.7,OAK,,,,,,,,,,,,
154,27229,Ameer Abdullah,RB,5400,PHI@DET,5.8,DET,4.5,5.1,8.56,5.0,8.84,5.3335,6.97192857143,11.47,4.5,6.97,0.999723380495,7.55
155,6627,Ted Ginn Jr.,WR,5400,CAR@DAL,8.9,CAR,9.0,9.2,8.45,8.6,11.25,6.253,8.709,11.25,6.253,4.997,0.573774256516,
156,22848,Austin Davis,QB,5400,BAL@CLE,0.0,CLE,,,,,,,,,,,,7.78
157,14283,Leonard Hankerson,WR,5400,MIN@ATL,8.0,ATL,,,,,,,,,,,,
158,54684,Isaiah Crowell,RB,5400,BAL@CLE,6.8,CLE,6.0,6.4,9.32,6.6,8.36,4.2085,7.02264285714,9.32,4.2085,5.1115,0.727859881811,
159,32418,Christine Michael,RB,5400,NYG@WAS,1.2,WAS,,,,,,,,,,,,
160,11419,C.J. Spiller,RB,5400,NO@HOU,6.3,NO,7.0,15.2,8.76,14.8,8.6,2.562,8.93028571429,15.2,2.562,12.638,1.41518428462,
161,24755,Jamison Crowder,WR,5400,NYG@WAS,7.0,WAS,4.5,10.6,7.76,10.5,9.89,5.936,8.84228571429,12.71,4.5,8.21,0.928492955926,1.3
162,24682,Andre Ellington,RB,5400,ARI@SF,7.8,ARI,5.5,7.4,8.52,7.7,5.23,4.9473,6.90961428571,9.07,4.9473,4.1227,0.596661380726,4.75
163,6808,Matt Moore,QB,5400,MIA@NYJ,0.4,MIA,,,,,,,,,,,,
