,Unnamed: 0,player,fire,dk_name
0,0,Brent Celek ,30.464,Brent Celek
1,1,DeAndre Hopkins ,26.121,DeAndre Hopkins
2,2,Aaron Rodgers ,26.5616,Aaron Rodgers
3,3,Carson Palmer ,22.2706,Carson Palmer
4,4,Julio Jones ,24.265,Julio Jones
5,5,Philip Rivers ,24.4984,Philip Rivers
6,6,Cam Newton ,20.618,Cam Newton
7,7,Odell Beckham ,19.319,Odell Beckham Jr.
8,8,Antonio Brown ,19.321,Antonio Brown
9,9,Drew Brees ,23.414,Drew Brees
10,10,Tom Brady ,20.1868,Tom Brady
11,11,Todd Gurley ,18.982,Todd Gurley
12,12,Brian Hoyer ,19.5924,Brian Hoyer
13,13,Larry Fitzgerald ,18.44,Larry Fitzgerald
14,14,Doug Martin ,18.679,Doug Martin
15,15,Matt Ryan ,19.512,Matt Ryan
16,16,Andy Dalton ,18.9204,Andy Dalton
17,17,Blake Bortles ,18.956,Blake Bortles
18,18,Brandon Marshall ,17.915,Brandon Marshall
19,19,Ryan Fitzpatrick ,18.7554,Ryan Fitzpatrick
20,20,Demaryius Thomas ,17.7456,Demaryius Thomas
21,21,Adrian Peterson ,17.9014,Adrian Peterson
22,22,Eli Manning ,18.5996,Eli Manning
23,23,A.J. Green ,17.492,A.J. Green
24,24,Tony Romo ,18.9824,Tony Romo
25,25,Tevin Coleman ,17.477,Tevin Coleman
26,26,Derek Carr ,18.1014,Derek Carr
27,27,Ben Roethlisberger ,18.4092,Ben Roethlisberger
28,28,Calvin Johnson ,16.816,Calvin Johnson
29,29,Kirk Cousins ,17.7864,Kirk Cousins
30,30,Marcus Mariota ,17.8154,Marcus Mariota
31,31,DeMarco Murray ,16.796,DeMarco Murray
32,32,Matt Schaub ,18.0106,Matt Schaub
33,33,Dez Bryant ,16.3432,Dez Bryant
34,34,Mark Ingram ,16.633,Mark Ingram
35,35,Allen Robinson ,16.24,Allen Robinson
36,36,Jay Cutler ,17.01,Jay Cutler
37,37,Russell Wilson ,17.2222,Russell Wilson
38,38,Matthew Stafford ,17.7778,Matthew Stafford
39,39,DeAngelo Williams ,15.902,DeAngelo Williams
40,40,Randall Cobb ,15.888,Randall Cobb
41,41,Rob Gronkowski ,15.693,Rob Gronkowski
42,42,Jarvis Landry ,15.568,Jarvis Landry
43,43,Steve Johnson ,15.406,Stevie Johnson
44,44,Amari Cooper ,15.39,Amari Cooper
45,45,Jameis Winston ,16.3424,Jameis Winston
46,46,Mark Sanchez ,17.2234,Mark Sanchez
47,47,Eric Decker ,15.241,Eric Decker
48,48,Matt Hasselbeck ,16.2512,Matt Hasselbeck
49,49,T.J. Yeldon ,15.3656,T.J. Yeldon
50,50,Teddy Bridgewater ,16.2898,Teddy Bridgewater
51,51,Brock Osweiler ,16.0704,Brock Osweiler
52,52,Thomas Rawls ,15.048,Thomas Rawls
53,53,Greg Olsen ,14.877,Greg Olsen
54,54,Brandin Cooks ,14.969,Brandin Cooks
55,55,Josh McCown ,16.3566,Josh McCown
56,56,Kamar Aiken ,14.809,Kamar Aiken
57,57,Alshon Jeffery ,14.445,Alshon Jeffery
58,58,T.Y. Hilton ,14.449,T.Y. Hilton
59,59,Sammy Watkins ,14.449,Sammy Watkins
60,60,Jeremy Maclin ,14.304,Jeremy Maclin
61,61,Latavius Murray ,14.435,Latavius Murray
62,62,Mike Evans ,14.191,Mike Evans
63,63,Brandon LaFell ,14.248,Brandon LaFell
64,64,LeGarrette Blount ,14.032,LeGarrette Blount
65,65,Danny Woodhead ,13.678,Danny Woodhead
66,66,Stefon Diggs ,13.692,Stefon Diggs
67,67,Jonathan Stewart ,13.7434,Jonathan Stewart
68,68,Chris Ivory ,13.7642,Chris Ivory
69,69,Matt Forte ,13.726,Matt Forte
70,70,Tyler Eifert ,13.496,Tyler Eifert
