,Unnamed: 0,player,fleaflicker,dk_name
65,68,C.J. Spiller,14.8,C.J. Spiller
66,69,LeSean McCoy,14.7,LeSean McCoy
67,70,Doug Martin,13.7,Doug Martin
68,71,Latavius Murray,13.7,Latavius Murray
69,72,James Jones,17.7,James Jones
70,73,DeSean Jackson,17.7,DeSean Jackson
71,75,Brandin Cooks,18.7,Brandin Cooks
72,76,Gary Barnidge,19.7,Gary Barnidge
73,77,Larry Fitzgerald,17.5,Larry Fitzgerald
74,78,Delanie Walker,17.5,Delanie Walker
75,79,Darren McFadden,13.4,Darren McFadden
76,80,Greg Olsen,17.4,Greg Olsen
77,81,Martavis Bryant,17.2,Martavis Bryant
78,82,Allen Hurns,17.2,Allen Hurns
79,83,Lamar Miller,14.1,Lamar Miller
80,84,Jeremy Maclin,17.1,Jeremy Maclin
81,85,Marvin Jones,17.0,Marvin Jones
82,86,Rueben Randle,15.9,Rueben Randle
83,87,Allen Robinson,16.9,Allen Robinson
84,88,Mark Ingram,13.8,Mark Ingram
85,89,Anquan Boldin,16.8,Anquan Boldin
86,90,Marques Colston,16.8,Marques Colston
87,91,Travis Benjamin,15.8,Travis Benjamin
88,92,Pierre Garcon,16.7,Pierre Garcon
89,93,Jarvis Landry,16.7,Jarvis Landry
90,94,Jason Witten,16.7,Jason Witten
91,96,Austin Seferian-Jenkins,16.7,Austin Seferian-Jenkins
92,97,Brandon LaFell,16.5,Brandon LaFell
93,98,Javorius Allen,17.4,Javorius Allen
94,99,Vincent Jackson,15.3,Vincent Jackson
95,100,Michael Crabtree,15.3,Michael Crabtree
96,101,Antonio Andrews,13.2,Antonio Andrews
97,102,Kamar Aiken,17.2,Kamar Aiken
98,103,Richard Rodgers,15.2,Richard Rodgers
99,104,Travis Kelce,15.1,Travis Kelce
100,105,Alfred Morris,12.0,Alfred Morris
101,106,David Cobb,12.0,David Cobb
102,107,Sammy Watkins,15.0,Sammy Watkins
103,108,Donte Moncrief,15.0,Donte Moncrief
104,109,LeGarrette Blount,11.8,LeGarrette Blount
105,110,Charcandrick West,14.8,Charcandrick West
106,111,Rishard Matthews,14.7,Rishard Matthews
107,112,Julius Thomas,15.7,Julius Thomas
108,113,Eric Ebron,14.7,Eric Ebron
109,114,Davante Adams,14.6,Davante Adams
110,115,John Brown,13.2,John Brown
111,117,Ladarius Green,14.2,Ladarius Green
112,118,Antonio Gates,14.0,Antonio Gates
113,119,Charles Clay,14.9,Charles Clay
114,120,Matt Jones,13.5,Matt Jones
115,121,Owen Daniels,12.1,Owen Daniels
116,122,Jeremy Hill,10.7,Jeremy Hill
117,123,DeAngelo Williams,10.3,DeAngelo Williams
118,124,James Starks,10.6,James Starks
119,125,Calvin Johnson,12.6,Calvin Johnson
120,126,Mohamed Sanu,13.1,Mohamed Sanu
121,127,Coby Fleener,14.0,Coby Fleener
122,128,Darren Sproles,11.9,Darren Sproles
123,129,Duke Johnson,9.2,Duke Johnson Jr.
124,130,Golden Tate,11.2,Golden Tate
125,131,Willie Snead,10.2,Willie Snead
126,132,Jordan Matthews,11.1,Jordan Matthews
127,133,Kyle Rudolph,12.0,Kyle Rudolph
128,134,Andre Ellington,7.7,Andre Ellington
129,135,Charles Sims,7.6,Charles Sims
130,136,Chris Johnson,7.5,Chris Johnson
131,138,Jamison Crowder,10.5,Jamison Crowder
132,139,David Johnson,7.4,David Johnson
133,140,Alfred Blue,6.3,Alfred Blue
134,141,Tavon Austin,8.2,Tavon Austin
135,142,Benjamin Watson,12.2,Benjamin Watson
136,143,Kendall Wright,9.1,Kendall Wright
137,144,Shane Vereen,8.1,Shane Vereen
138,145,Eric Decker,9.0,Eric Decker
139,146,Heath Miller,11.0,Heath Miller
140,147,Harry Douglas,8.9,Harry Douglas
141,148,Roy Helu,7.8,Roy Helu Jr.
142,149,Bilal Powell,6.8,Bilal Powell
143,150,Marqise Lee,8.8,Marqise Lee
144,151,Cecil Shorts,8.7,Cecil Shorts III
145,152,Isaiah Crowell,6.6,Isaiah Crowell
146,153,Denard Robinson,5.6,Denard Robinson
147,154,Ted Ginn,8.6,Ted Ginn Jr.
148,155,Jordan Cameron,8.5,Jordan Cameron
149,156,Darrius Heyward-Bey,7.4,Darrius Heyward-Bey
150,157,Robert Woods,8.3,Robert Woods
151,159,Jeremy Kerley,8.3,Jeremy Kerley
152,160,Jarius Wright,7.3,Jarius Wright
153,161,Jared Cook,8.2,Jared Cook
154,162,Ameer Abdullah,5.0,Ameer Abdullah
155,163,Jaelen Strong,7.0,Jaelen Strong
156,164,Theo Riddick,5.9,Theo Riddick
157,165,C.J. Anderson,4.9,C.J. Anderson
158,166,Michael Floyd,7.9,Michael Floyd
159,167,Kenny Stills,6.8,Kenny Stills
160,168,Melvin Gordon,4.7,Melvin Gordon
161,169,Chris Givens,6.7,Chris Givens
162,170,Terrance Williams,6.7,Terrance Williams
163,171,James White,6.7,James White
164,172,Charles Johnson,6.7,Charles Johnson
165,173,Kenny Britt,5.6,Kenny Britt
166,174,Cordarrelle Patterson,5.6,Cordarrelle Patterson
167,175,Stevan Ridley,4.5,Stevan Ridley
168,176,Marlon Brown,6.5,Marlon Brown
169,177,Scott Chandler,6.5,Scott Chandler
170,178,Bobby Rainey,5.4,Bobby Rainey
171,180,Tre Mason,4.4,Tre Mason
172,181,Greg Jennings,7.4,Greg Jennings
173,182,Brandon Coleman,6.4,Brandon Coleman
174,183,Vernon Davis,6.4,Vernon Davis
175,184,Joique Bell,5.3,Joique Bell
176,185,Josh Huff,6.3,Josh Huff
177,186,Clay Harbor,6.2,Clay Harbor
178,187,Torrey Smith,5.1,Torrey Smith
179,188,Brian Quick,6.1,Brian Quick
180,189,Marcedes Lewis,6.1,Marcedes Lewis
181,190,Jordan Reed,6.1,Jordan Reed
182,191,Maxx Williams,6.1,Maxx Williams
183,192,Steve Johnson,6.0,Stevie Johnson
184,193,Andre Roberts,5.0,Andre Roberts
185,194,Mychal Rivera,6.0,Mychal Rivera
186,195,Rashad Jennings,3.9,Rashad Jennings
187,196,Andre Caldwell,5.9,Andre Caldwell
188,197,Dorial Green-Beckham,4.9,Dorial Green-Beckham
189,198,Garrett Graham,5.9,Garrett Graham
190,199,Andre Williams,3.8,Andre Williams
191,201,Knile Davis,3.8,Knile Davis
192,202,Brian Hartline,5.8,Brian Hartline
193,203,Ryan Griffin,5.8,Ryan Griffin
194,204,Mike Tolbert,4.7,Mike Tolbert
195,205,Toby Gerhart,3.7,Toby Gerhart
196,206,Devin Funchess,4.7,Devin Funchess
197,207,Matt Asiata,3.6,Matt Asiata
198,208,Jermaine Kearse,4.6,Jermaine Kearse
199,209,Jeff Cumberland,5.6,Jeff Cumberland
200,210,Dwayne Allen,4.6,Dwayne Allen
201,211,Fozzy Whittaker,3.5,Fozzy Whittaker
202,212,Andre Johnson,4.5,Andre Johnson
203,213,Nate Washington,4.5,Nate Washington
204,214,Jerick McKinnon,3.4,Jerick McKinnon
205,215,Nelson Agholor,4.4,Nelson Agholor
206,216,Gavin Escobar,4.4,Gavin Escobar
207,217,Cole Beasley,4.3,Cole Beasley
208,218,Jerricho Cotchery,4.2,Jerricho Cotchery
209,219,Anthony Fasano,4.2,Anthony Fasano
210,220,Virgil Green,4.2,Virgil Green
211,222,Benny Cunningham,5.2,Benny Cunningham
212,223,Brandon Bolden,3.1,Brandon Bolden
213,224,Roddy White,4.1,Roddy White
214,225,Bryan Walters,4.1,Bryan Walters
215,226,Chris Thompson,4.0,Chris Thompson
216,227,Tevin Coleman,3.0,Tevin Coleman
217,228,Jordan Norwood,4.0,Jordan Norwood
218,229,Marquess Wilson,4.0,Marquess Wilson
219,230,Jermaine Gresham,4.0,Jermaine Gresham
220,231,Lance Kendricks,4.0,Lance Kendricks
221,232,Terron Ward,2.9,Terron Ward
222,233,C.J. Fiedorowicz,3.9,C.J. Fiedorowicz
223,234,Markus Wheaton,2.8,Markus Wheaton
224,235,Tyler Lockett,3.8,Tyler Lockett
225,236,Jay Ajayi,2.8,Jay Ajayi
226,237,Rod Streater,2.8,Rod Streater
227,238,Kevin White,3.8,NaN
228,239,Fred Jackson,2.7,Fred Jackson
229,240,Dontrelle Inman,3.7,Dontrelle Inman
230,241,Keith Mumphery,3.7,Keith Mumphery
231,243,Levine Toilolo,3.7,Levine Toilolo
232,244,Orleans Darkwa,1.6,Orleans Darkwa
233,245,Riley Cooper,2.6,Riley Cooper
234,246,Andre Holmes,2.6,Andre Holmes
235,247,Devin Smith,2.6,Devin Smith
236,248,Chris Gragg,3.6,Chris Gragg
237,249,Stepfan Taylor,2.5,Stepfan Taylor
238,250,Bishop Sankey,2.5,Bishop Sankey
239,251,Miles Austin,2.5,Miles Austin
240,252,DeVante Parker,2.5,DeVante Parker
241,253,Luke Willson,3.5,Luke Willson
242,254,Damien Williams,2.4,Damien Williams
243,255,Dwayne Harris,2.4,Dwayne Harris
244,256,Chris Hogan,2.4,Chris Hogan
245,257,Bruce Ellington,2.4,Bruce Ellington
246,258,Crockett Gillmore,2.4,Crockett Gillmore
247,259,Karlos Williams,1.3,Karlos Williams
248,260,Chris Polk,2.3,Chris Polk
249,261,Brent Celek,2.3,Brent Celek
250,262,Derek Carrier,3.3,Derek Carrier
251,264,Garrett Celek,3.3,Garrett Celek
252,265,Nick Boyle,2.3,Nick Boyle
253,266,Brandon Myers,3.2,Brandon Myers
254,267,Marcel Reece,2.0,Marcel Reece
255,268,Jeff Janis,2.0,Jeff Janis
256,269,Darren Fells,2.0,Darren Fells
257,270,Albert Wilson,1.9,Albert Wilson
258,271,Lance Moore,1.8,Lance Moore
259,272,Cody Latimer,1.8,Cody Latimer
260,273,Sammie Coates,1.8,Sammie Coates
261,274,J.J. Nelson,1.8,J.J. Nelson
262,275,Justin Hardy,1.8,Justin Hardy
263,276,Jacob Tamme,1.8,Jacob Tamme
264,277,Dion Sims,1.8,Dion Sims
265,278,Dwayne Bowe,1.7,Dwayne Bowe
266,279,Ryan Grant,1.7,Ryan Grant
267,280,Chris Conley,1.7,Chris Conley
268,281,Zach Miller,1.7,Zach Miller
269,282,Josh Hill,1.7,Josh Hill
270,283,Tyler Kroft,1.7,Tyler Kroft
271,285,Clive Walford,1.7,Clive Walford
272,286,MyCole Pruitt,1.7,MyCole Pruitt
273,289,Jake Stoneburner,1.6,Jake Stoneburner
274,290,Kennard Backman,1.6,Kennard Backman
