,Unnamed: 0,player,fftoday,dk_name
0,2,Blake Bortles,20.0,Blake Bortles
1,3,Andy Dalton,20.7,Andy Dalton
2,4,Brian Hoyer,19.1,Brian Hoyer
3,5,Carson Palmer,22.0,Carson Palmer
4,6,Russell Wilson,20.7,Russell Wilson
5,7,Aaron Rodgers,20.1,Aaron Rodgers
6,8,Eli Manning,18.6,Eli Manning
7,9,Cam Newton,20.2,Cam Newton
8,10,Philip Rivers,18.6,Philip Rivers
9,11,Ben Roethlisberger,19.7,Ben Roethlisberger
10,12,Jay Cutler,18.7,Jay Cutler
11,13,Josh McCown,18.6,Josh McCown
12,14,Matthew Stafford,18.6,Matthew Stafford
13,15,Drew Brees,18.2,Drew Brees
14,16,Derek Carr,18.3,Derek Carr
15,17,Marcus Mariota,18.5,Marcus Mariota
16,18,Matt Ryan,19.2,Matt Ryan
17,19,Mark Sanchez,18.2,Mark Sanchez
18,20,Tom Brady,18.8,Tom Brady
19,21,Tony Romo,17.9,Tony Romo
20,22,Matt Hasselbeck,17.4,Matt Hasselbeck
21,23,Kirk Cousins,17.2,Kirk Cousins
22,24,Ryan Fitzpatrick,16.2,Ryan Fitzpatrick
23,25,Tyrod Taylor,16.2,Tyrod Taylor
24,26,Brock Osweiler,14.1,Brock Osweiler
25,27,Alex Smith,15.5,Alex Smith
26,28,Teddy Bridgewater,14.2,Teddy Bridgewater
27,29,Jameis Winston,13.5,Jameis Winston
28,30,Ryan Tannehill,13.3,Ryan Tannehill
29,31,Matt Schaub,12.9,Matt Schaub
30,32,Blaine Gabbert,12.5,Blaine Gabbert
31,33,Nick Foles,12.1,Nick Foles
32,36,Todd Gurley,19.5,Todd Gurley
33,37,DeMarco Murray,21.0,DeMarco Murray
34,38,Adrian Peterson,19.0,Adrian Peterson
35,39,Doug Martin,19.5,Doug Martin
36,40,LeSean McCoy,19.5,LeSean McCoy
37,41,Javorius Allen,19.5,Javorius Allen
38,42,Mark Ingram,18.5,Mark Ingram
39,43,T.J. Yeldon,20.5,T.J. Yeldon
40,44,Matt Forte,19.0,Matt Forte
41,45,Thomas Rawls,17.0,Thomas Rawls
42,46,Jonathan Stewart,16.0,Jonathan Stewart
43,47,Tevin Coleman,16.5,Tevin Coleman
44,48,Frank Gore,16.5,Frank Gore
45,49,Ronnie Hillman,16.5,Ronnie Hillman
46,50,Chris Ivory,15.5,Chris Ivory
47,51,Chris Johnson,15.5,Chris Johnson
48,52,Latavius Murray,17.5,Latavius Murray
49,53,Spencer Ware,16.0,Spencer Ware
50,54,Danny Woodhead,20.0,Danny Woodhead
51,55,LeGarrette Blount,12.5,LeGarrette Blount
52,56,Darren McFadden,16.5,Darren McFadden
53,57,Jeremy Hill,12.0,Jeremy Hill
54,58,Lamar Miller,14.0,Lamar Miller
55,59,DeAngelo Williams,13.0,DeAngelo Williams
56,60,Shaun Draughn,11.0,Shaun Draughn
57,61,James Starks,11.0,James Starks
58,62,Giovani Bernard,11.0,Giovani Bernard
