Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
25775,TE,Clive,Walford,3.8,10,4700,OAK@TEN,OAK,TEN,,
62619,K,Andrew,Franks,5.3,10,4700,MIA@NYJ,MIA,NYJ,,
60745,K,Jason,Myers,8,10,4700,SD@JAC,JAC,SD,,
11504,WR,Andre,Roberts,3.1,8,4700,NYG@WAS,WAS,NYG,,
12556,D,Houston,Texans,7.2,10,4700,NO@HOU,HOU,NO,,
24569,K,Chandler,Catanzaro,9.6,10,4700,ARI@SF,ARI,SF,,
9442,WR,Brandon,Tate,1.3,10,4700,STL@CIN,CIN,STL,,
7761,TE,Jared,Cook,4.5,10,4700,STL@CIN,STL,CIN,,
22110,K,Blair,Walsh,9.2,10,4700,MIN@ATL,MIN,ATL,,
6668,K,Adam,Vinatieri,7.1,10,4700,TB@IND,IND,TB,,
12531,D,Denver,Broncos,12.6,10,4700,NE@DEN,DEN,NE,,
7784,WR,Darrius,Heyward-Bey,4.1,10,4700,PIT@SEA,PIT,SEA,,
7703,WR,Jerome,Simpson,2.5,2,4700,ARI@SF,SF,ARI,,
24862,WR,Rashad,Greene,4.9,3,4700,SD@JAC,JAC,SD,,
14369,RB,Jordan,Todman,0.2,10,4700,PIT@SEA,PIT,SEA,,
28694,TE,Jesse,James,4.5,2,4700,PIT@SEA,PIT,SEA,,
10046,RB,Antone,Smith,0.3,4,4600,CHI@GB,CHI,GB,,
54694,TE,Justin,Perillo,3.6,5,4600,CHI@GB,GB,CHI,,
6910,K,Robbie,Gould,9.7,10,4600,CHI@GB,CHI,GB,,
22004,TE,Dwayne,Allen,2.4,8,4600,TB@IND,IND,TB,,
6636,K,Mike,Nugent,7.9,10,4600,STL@CIN,CIN,STL,,
29593,WR,Marqise,Lee,2.1,4,4600,SD@JAC,JAC,SD,,
22958,RB,Bobby,Rainey,0.5,10,4600,TB@IND,TB,IND,,
15176,K,Kai,Forbath,5.2,5,4600,NO@HOU,NO,HOU,,
54782,TE,Cameron,Brate,3.7,8,4600,TB@IND,TB,IND,,
28502,WR,Devin,Smith,1.4,7,4600,MIA@NYJ,NYJ,MIA,,
10158,TE,Scott,Chandler,3.3,10,4600,NE@DEN,NE,DEN,,
32045,TE,Vance,McDonald,2.8,9,4600,ARI@SF,SF,ARI,,
11479,RB,Toby,Gerhart,1.4,6,4600,SD@JAC,JAC,SD,,
12547,D,Pittsburgh,Steelers,8.5,10,4600,PIT@SEA,PIT,SEA,,
39649,RB,Benny,Cunningham,3.5,10,4600,STL@CIN,STL,CIN,,
12555,D,Baltimore,Ravens,6.4,10,4600,BAL@CLE,BAL,CLE,,
33703,WR,Ryan,Grant,3.4,10,4600,NYG@WAS,WAS,NYG,,
29991,RB,Bishop,Sankey,4.7,8,4600,OAK@TEN,TEN,OAK,,
6810,K,Dan,Carpenter,7.7,10,4600,BUF@KC,BUF,KC,,
22228,TE,Chase,Ford,0,0,4600,BAL@CLE,BAL,CLE,,
30807,TE,Mychal,Rivera,2.6,10,4600,OAK@TEN,OAK,TEN,,
7831,K,Sebastian,Janikowski,8.3,10,4600,OAK@TEN,OAK,TEN,,
12526,D,Buffalo,Bills,7.3,10,4600,BUF@KC,BUF,KC,,
12541,D,New England,Patriots,8.3,10,4600,NE@DEN,NE,DEN,,
12543,D,New York,Giants,9.5,10,4600,NYG@WAS,NYG,WAS,,
12537,D,Oakland,Raiders,5.7,10,4600,OAK@TEN,OAK,TEN,,
12539,D,Miami,Dolphins,6.8,10,4600,MIA@NYJ,MIA,NYJ,,
12529,D,Cleveland,Browns,5.7,10,4600,BAL@CLE,CLE,BAL,,
7801,TE,Brandon,Myers,1.9,10,4600,TB@IND,TB,IND,,
11556,TE,Michael,Hoomanawanui,2.2,8,4600,NO@HOU,NO,HOU,,
11594,RB,Anthony,Dixon,1.4,10,4600,BUF@KC,BUF,KC,,
28131,WR,Keith,Mumphery,2,10,4600,NO@HOU,HOU,NO,,
28144,TE,Dion,Sims,2.2,7,4600,MIA@NYJ,MIA,NYJ,,
28157,WR,Bennie,Fowler,2.3,10,4600,NE@DEN,DEN,NE,,
38269,RB,Cameron,Artis-Payne,0.8,4,4500,CAR@DAL,CAR,DAL,,
7394,TE,Brandon,Pettigrew,2.5,5,4500,PHI@DET,DET,PHI,,
21990,WR,Ryan,Broyles,0,0,4500,PHI@DET,DET,PHI,,
33552,WR,TJ,Jones,-0.1,5,4500,PHI@DET,DET,PHI,,
62617,TE,Khari,Lee,0,10,4500,CHI@GB,CHI,GB,,
37245,RB,Foswhitt,Whittaker,1.1,10,4500,CAR@DAL,CAR,DAL,,
26343,WR,Corey,Fuller,0.6,9,4500,PHI@DET,DET,PHI,,
26074,TE,Tim,Wright,2.8,6,4500,PHI@DET,DET,PHI,,
27445,WR,Jalen,Saunders,0,0,4500,CHI@GB,CHI,GB,,
39411,TE,Gavin,Escobar,1.4,10,4500,CAR@DAL,DAL,CAR,,
32410,RB,Trey,Williams,0,0,4500,CAR@DAL,DAL,CAR,,
47953,WR,Lucky,Whitehead,0.6,9,4500,CAR@DAL,DAL,CAR,,
22336,WR,Josh,Bellamy,2.6,10,4500,CHI@GB,CHI,GB,,
28545,RB,Rod,Smith,0.1,5,4500,CAR@DAL,DAL,CAR,,
22123,TE,James,Hanna,0.4,8,4500,CAR@DAL,DAL,CAR,,
44090,RB,Alonzo,Harris,0.3,6,4500,CHI@GB,GB,CHI,,
54623,WR,Jeff,Janis,0.9,10,4500,CHI@GB,GB,CHI,,
7244,RB,John,Kuhn,1.1,10,4500,CHI@GB,GB,CHI,,
14297,WR,Greg,Salas,0,0,4500,PHI@DET,DET,PHI,,
30297,TE,Trey,Burton,0,10,4500,PHI@DET,PHI,DET,,
11870,WR,Seyi,Ajirotutu,0,9,4500,PHI@DET,PHI,DET,,
62538,WR,Cameron,Meredith,1.8,8,4500,CHI@GB,CHI,GB,,
6782,K,Matt,Prater,6.5,10,4500,PHI@DET,DET,PHI,,
11635,WR,Marc,Mariani,0.5,10,4500,CHI@GB,CHI,GB,,
6567,TE,David,Johnson,0,10,4500,SD@JAC,SD,JAC,,
21984,RB,Isaiah,Pead,-0.8,2,4500,PIT@SEA,PIT,SEA,Q,Knee
34125,WR,Geremy,Davis,0.3,10,4500,NYG@WAS,NYG,WAS,,
21972,WR,Brian,Quick,1,7,4500,STL@CIN,STL,CIN,,
44952,RB,Dri,Archer,0,8,4500,PIT@SEA,PIT,SEA,,
64104,RB,Terrell,Watson,0,0,4500,STL@CIN,CIN,STL,,
22800,RB,Derrick,Coleman,0.1,8,4500,PIT@SEA,SEA,PIT,,
34071,WR,Nick,Williams,1.8,8,4500,MIN@ATL,ATL,MIN,,
34073,TE,Ryan,Griffin,3,3,4500,NO@HOU,HOU,NO,,
27199,RB,Marcus,Murphy,0.4,10,4500,NO@HOU,NO,HOU,,
30667,TE,Justice,Cunningham,0,2,4500,STL@CIN,STL,CIN,,
22849,TE,Cory,Harkey,0.2,10,4500,STL@CIN,STL,CIN,,
30709,WR,Bruce,Ellington,1.4,7,4500,ARI@SF,SF,ARI,,
6597,TE,Craig,Stevens,1.1,10,4500,OAK@TEN,TEN,OAK,,
33137,WR,Justin,Hardy,2.7,3,4500,MIN@ATL,ATL,MIN,,
6622,WR,Eric,Weems,0.2,10,4500,MIN@ATL,ATL,MIN,,
32632,WR,Bradley,Marquez,0.5,10,4500,STL@CIN,STL,CIN,,
47720,WR,Chandler,Worthy,1,3,4500,NO@HOU,HOU,NO,,
29540,RB,Terron,Ward,2.4,10,4500,MIN@ATL,ATL,MIN,,
22938,WR,Rod,Streater,1.3,1,4500,OAK@TEN,OAK,TEN,,
27338,RB,Rex,Burkhead,0.8,10,4500,STL@CIN,CIN,STL,,
14253,WR,Greg,Little,0,0,4500,STL@CIN,CIN,STL,,
34275,RB,Storm,Johnson,0,0,4500,SD@JAC,JAC,SD,,
55536,WR,Tyler,McDonald,0,0,4500,MIA@NYJ,MIA,NYJ,,
33232,RB,Dominique,Brown,0,0,4500,PIT@SEA,PIT,SEA,,
14302,WR,Kris,Durham,0,0,4500,OAK@TEN,OAK,TEN,,
14274,TE,Rob,Housler,0.2,6,4500,BAL@CLE,CLE,BAL,,
14277,WR,Vincent,Brown,0,0,4500,TB@IND,IND,TB,,
15121,WR,Chris,Matthews,0.8,9,4500,BAL@CLE,BAL,CLE,,
30591,WR,Ace,Sanders,0,0,4500,SD@JAC,JAC,SD,,
64160,WR,Arthur,Williams,0,0,4500,MIA@NYJ,NYJ,MIA,,
23003,TE,Phillip,Supernaw,0.1,10,4500,OAK@TEN,TEN,OAK,,
14304,TE,Luke,Stocker,0.5,8,4500,TB@IND,TB,IND,,
26199,WR,Jarrod,West,0,0,4500,PIT@SEA,PIT,SEA,,
33260,WR,DeVante,Parker,0.9,8,4500,MIA@NYJ,MIA,NYJ,,
30385,WR,Marlon,Brown,1.8,10,4500,BAL@CLE,BAL,CLE,,
26498,WR,Stedman,Bailey,3.8,8,4500,STL@CIN,STL,CIN,O,Suspension
31329,WR,Russell,Shepard,1.1,7,4500,TB@IND,TB,IND,,
6388,WR,Jason,Avant,1.5,10,4500,BUF@KC,KC,BUF,,
31241,WR,Sammie,Coates,0.3,6,4500,PIT@SEA,PIT,SEA,,
15032,RB,Henry,Hynoski,0,0,4500,NYG@WAS,NYG,WAS,,
27403,TE,Blake,Bell,0.4,8,4500,ARI@SF,SF,ARI,,
29351,WR,De'Anthony,Thomas,3.6,10,4500,BUF@KC,KC,BUF,Q,Concussion
54663,WR,Seantavius,Jones,0,1,4500,NO@HOU,NO,HOU,,
34014,WR,Aaron,Dobson,2.6,8,4500,NE@DEN,NE,DEN,Q,Ankle
12090,K,Nick,Novak,5.7,7,4500,NO@HOU,HOU,NO,,
30249,WR,Frankie,Hammond,0,3,4500,BUF@KC,KC,BUF,,
54608,RB,Jerick,McKinnon,1.9,10,4500,MIN@ATL,MIN,ATL,,
44560,TE,Alex,Bayer,0,0,4500,SD@JAC,SD,JAC,,
28562,TE,Jake,Stoneburner,3.2,6,4500,MIA@NYJ,MIA,NYJ,,
30259,WR,Solomon,Patton,0,0,4500,NE@DEN,DEN,NE,,
22762,WR,Chris,Owusu,3.7,3,4500,MIA@NYJ,NYJ,MIA,IR,Concussion
29237,WR,Chris,Harper,0,2,4500,NE@DEN,NE,DEN,,
33981,TE,Eric,Frohnapfel,0,0,4500,SD@JAC,SD,JAC,,
31073,RB,Knile,Davis,1.8,8,4500,BUF@KC,KC,BUF,,
32058,K,Chris,Boswell,9.5,6,4500,PIT@SEA,PIT,SEA,,
31093,WR,Javontee,Herndon,3,2,4500,SD@JAC,SD,JAC,,
14837,WR,Jeremy,Ross,1.9,5,4500,OAK@TEN,OAK,TEN,,
39615,TE,Brandon,Williams,0,6,4500,MIA@NYJ,MIA,NYJ,,
32000,TE,Luke,Willson,2.8,9,4500,PIT@SEA,SEA,PIT,,
14815,WR,Joseph,Morgan,0,2,4500,BAL@CLE,BAL,CLE,,
25783,RB,Mike,James,0,0,4500,TB@IND,TB,IND,,
11431,TE,Jermaine,Gresham,2.8,10,4500,ARI@SF,ARI,SF,,
31015,WR,DeAndrew,White,0.7,4,4500,ARI@SF,SF,ARI,,
14757,RB,Matt,Asiata,2.1,10,4500,MIN@ATL,MIN,ATL,,
39678,TE,E.J.,Bibbs,0,1,4500,BAL@CLE,CLE,BAL,,
12544,D,New York,Jets,7.2,10,4500,MIA@NYJ,NYJ,MIA,,
62680,WR,Donteea,Dye,2.1,5,4500,TB@IND,TB,IND,,
39652,WR,Rico,Richardson,0,5,4500,OAK@TEN,TEN,OAK,,
22447,WR,Griff,Whalen,3,10,4500,TB@IND,IND,TB,,
62508,TE,James,O'Shaughnessy,1.7,7,4500,BUF@KC,KC,BUF,IR,Foot
25607,RB,Josh,Harris,0,0,4500,PIT@SEA,PIT,SEA,,
62510,TE,Nick,Boyle,2.4,9,4500,BAL@CLE,BAL,CLE,Q,Foot
62505,TE,MyCole,Pruitt,0.8,10,4500,MIN@ATL,MIN,ATL,,
29994,K,Travis,Coons,6.7,10,4500,BAL@CLE,CLE,BAL,,
39428,RB,Kyle,Juszczyk,4.6,10,4500,BAL@CLE,BAL,CLE,,
39427,WR,Quinton,Patton,4,10,4500,ARI@SF,SF,ARI,,
6951,TE,James,Casey,0,3,4500,NE@DEN,DEN,NE,,
25654,RB,Tommy,Bohanon,0.7,10,4500,MIA@NYJ,NYJ,MIA,,
31188,TE,Chris,Gragg,2.1,7,4500,BUF@KC,BUF,KC,,
14683,RB,Patrick,DiMarco,2.3,10,4500,MIN@ATL,ATL,MIN,,
24589,WR,Jaron,Brown,2.3,10,4500,ARI@SF,ARI,SF,,
7001,TE,Kellen,Davis,0.7,10,4500,MIA@NYJ,NYJ,MIA,,
14649,TE,Kyle,Miller,0,2,4500,SD@JAC,SD,JAC,,
62535,WR,Tyrell,Williams,0,2,4500,SD@JAC,SD,JAC,,
62534,TE,Brian,Parker,0.4,3,4500,BUF@KC,KC,BUF,,
39539,TE,Brian,Leonhardt,0,0,4500,ARI@SF,SF,ARI,,
27878,RB,Mark,Weisman,0,0,4500,STL@CIN,CIN,STL,,
28936,WR,Kenzel,Doe,0,0,4500,PIT@SEA,PIT,SEA,,
11648,TE,Jim,Dray,0.7,10,4500,BAL@CLE,CLE,BAL,,
27908,TE,C.J.,Fiedorowicz,2.1,10,4500,NO@HOU,HOU,NO,,
10695,RB,Darrel,Young,0.3,10,4500,NYG@WAS,WAS,NYG,,
11671,RB,Erik,Lorig,0,0,4500,NO@HOU,NO,HOU,,
22235,RB,Jeremy,Stewart,0,0,4500,NE@DEN,DEN,NE,,
23055,TE,Brandon,Bostick,0,0,4500,ARI@SF,ARI,SF,,
26038,TE,Tyler,Kroft,0,10,4500,STL@CIN,CIN,STL,,
6828,RB,Tim,Hightower,2.3,2,4500,NO@HOU,NO,HOU,,
22258,RB,Travaris,Cadet,0.4,2,4500,ARI@SF,SF,ARI,,
39859,TE,Jack,Doyle,1.6,10,4500,TB@IND,IND,TB,,
6823,TE,John,Phillips,1.5,10,4500,SD@JAC,SD,JAC,,
7918,TE,Matthew,Mulligan,0.1,10,4500,BUF@KC,BUF,KC,,
22144,WR,Tommy,Streeter,0,0,4500,MIA@NYJ,MIA,NYJ,,
11718,WR,David,Nelson,0,0,4500,PIT@SEA,PIT,SEA,IR,Undisclosed
22177,WR,Junior,Hemingway,0,0,4500,BUF@KC,KC,BUF,,
7856,WR,Matthew,Slater,0,10,4500,NE@DEN,NE,DEN,,
6896,WR,Greg,Jennings,1.7,10,4500,MIA@NYJ,MIA,NYJ,,
11766,TE,Jeff,Cumberland,1.1,9,4500,MIA@NYJ,NYJ,MIA,,
30733,WR,Cordarrelle,Patterson,1,10,4500,MIN@ATL,MIN,ATL,,
12525,D,Atlanta,Falcons,7.1,10,4500,MIN@ATL,ATL,MIN,,
24912,K,Dustin,Hopkins,8.4,9,4500,NYG@WAS,WAS,NYG,,
6672,TE,Marcedes,Lewis,1.5,10,4500,SD@JAC,JAC,SD,,
6684,WR,Jacoby,Jones,0,7,4500,PIT@SEA,PIT,SEA,,
11522,WR,Marcus,Easley,1.4,9,4500,BUF@KC,BUF,KC,Q,Concussion
65926,TE,Anthony,Ezeakunne,0,0,4500,BAL@CLE,CLE,BAL,,
6660,RB,Donald,Brown,0.3,4,4500,SD@JAC,SD,JAC,,
22109,K,Greg,Zuerlein,7,10,4500,STL@CIN,STL,CIN,,
12536,D,Kansas City,Chiefs,9.7,10,4500,BUF@KC,KC,BUF,,
22100,K,Randy,Bullock,6.2,5,4500,MIA@NYJ,NYJ,MIA,,
11538,TE,Garrett,Graham,1.4,8,4500,NO@HOU,HOU,NO,,
11543,TE,Clay,Harbor,2.2,9,4500,SD@JAC,JAC,SD,,
39716,WR,Adam,Thielen,1.8,10,4500,MIN@ATL,MIN,ATL,,
11557,RB,John,Conner,0,0,4500,BUF@KC,BUF,KC,,
14406,RB,Bruce,Miller,1.5,10,4500,ARI@SF,SF,ARI,,
29725,TE,Levine,Toilolo,0.9,10,4500,MIN@ATL,ATL,MIN,,
29723,RB,Stepfan,Taylor,0.3,10,4500,ARI@SF,ARI,SF,,
22029,RB,Bernard,Pierce,0.5,7,4500,SD@JAC,JAC,SD,Q,Calf
14394,TE,Virgil,Green,2.3,10,4500,NE@DEN,DEN,NE,,
14372,WR,Aldrick,Robinson,0,0,4500,BAL@CLE,BAL,CLE,,
22034,WR,Chris,Givens,3.5,9,4500,BAL@CLE,BAL,CLE,,
10531,WR,Jordan,Norwood,2.1,7,4500,NE@DEN,DEN,NE,,
11622,WR,Trindon,Holliday,0,0,4500,OAK@TEN,OAK,TEN,,
6778,TE,Anthony,Fasano,4.4,10,4500,OAK@TEN,TEN,OAK,,
33488,TE,Troy,Niklas,1.6,10,4500,ARI@SF,ARI,SF,,
14338,WR,Denarius,Moore,-0.3,6,4500,BUF@KC,BUF,KC,,
6753,WR,Andre,Caldwell,1.6,10,4500,NE@DEN,DEN,NE,,
7722,WR,Kevin,Ogletree,0,0,4500,NYG@WAS,NYG,WAS,,
7718,RB,Cedric,Peerman,0,10,4500,STL@CIN,CIN,STL,,
22065,TE,Rhett,Ellison,1.8,9,4500,MIN@ATL,MIN,ATL,,
6767,K,Ryan,Succop,6.1,10,4500,OAK@TEN,TEN,OAK,,
14349,WR,Jeremy,Kerley,3.5,10,4500,MIA@NYJ,NYJ,MIA,,
14348,TE,Lee,Smith,1,9,4500,OAK@TEN,OAK,TEN,Q,Wrist
12532,D,Detroit,Lions,6,10,4400,PHI@DET,DET,PHI,,
12540,D,Minnesota,Vikings,7.5,10,4400,MIN@ATL,MIN,ATL,,
12551,D,Tampa Bay,Buccaneers,8.7,10,4300,TB@IND,TB,IND,,
12554,D,Jacksonville,Jaguars,6.3,10,4300,SD@JAC,JAC,SD,,
12534,D,Tennessee,Titans,7,10,4300,OAK@TEN,TEN,OAK,,
12530,D,Dallas,Cowboys,5.9,10,4200,CAR@DAL,DAL,CAR,,
12548,D,San Diego,Chargers,3.9,10,4200,SD@JAC,SD,JAC,,
12535,D,Indianapolis,Colts,6.8,10,4200,TB@IND,IND,TB,,
12542,D,New Orleans,Saints,4.9,10,4100,NO@HOU,NO,HOU,,
12527,D,Chicago,Bears,5.1,10,4000,CHI@GB,CHI,GB,,
12549,D,San Francisco,49ers,4.2,10,4000,ARI@SF,SF,ARI,,
12552,D,Washington,Redskins,7.8,10,4000,NYG@WAS,WAS,NYG,,
