Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
6479,WR,Anquan,Boldin,9.6,8,5700,ARI@SF,SF,ARI,P,Hamstring
54606,WR,John,Brown,11.6,9,5700,ARI@SF,ARI,SF,,
7965,TE,Antonio,Gates,11.7,5,5700,SD@JAC,SD,JAC,,
6774,WR,Pierre,Garcon,8.8,10,5700,NYG@WAS,WAS,NYG,,
6641,TE,Jason,Witten,8.3,10,5600,CAR@DAL,DAL,CAR,,
21999,WR,Rueben,Randle,8.5,10,5600,NYG@WAS,NYG,WAS,,
14245,RB,Shane,Vereen,8.7,10,5600,NYG@WAS,NYG,WAS,,
45723,TE,Crockett,Gillmore,9.6,8,5600,BAL@CLE,BAL,CLE,,
14307,WR,Cecil,Shorts,9.1,7,5600,NO@HOU,HOU,NO,,
15006,RB,Shaun,Draughn,3.6,7,5600,ARI@SF,SF,ARI,,
6844,QB,Shaun,Hill,0.3,2,5600,MIN@ATL,MIN,ATL,,
7844,QB,Chad,Henne,0,0,5600,SD@JAC,JAC,SD,,
27050,WR,Tyler,Lockett,7.2,10,5600,PIT@SEA,SEA,PIT,,
33465,RB,Theo,Riddick,8.7,10,5500,PHI@DET,DET,PHI,,
7645,WR,Steve,Johnson,8.9,8,5500,SD@JAC,SD,JAC,,
21941,QB,Robert,Griffin III,0,0,5500,NYG@WAS,WAS,NYG,,
14288,WR,Torrey,Smith,6.4,10,5500,ARI@SF,SF,ARI,,
11512,TE,Jimmy,Graham,8.7,10,5500,PIT@SEA,SEA,PIT,,
28677,QB,Matt,McGloin,10.7,1,5500,OAK@TEN,OAK,TEN,,
27229,RB,Ameer,Abdullah,5.8,10,5400,PHI@DET,DET,PHI,,
6627,WR,Ted,Ginn Jr.,8.9,10,5400,CAR@DAL,CAR,DAL,P,Knee
22848,QB,Austin,Davis,0,0,5400,BAL@CLE,CLE,BAL,,
14283,WR,Leonard,Hankerson,8,8,5400,MIN@ATL,ATL,MIN,,
54684,RB,Isaiah,Crowell,6.8,10,5400,BAL@CLE,CLE,BAL,,
32418,RB,Christine,Michael,1.2,5,5400,NYG@WAS,WAS,NYG,,
11419,RB,C.J.,Spiller,6.3,9,5400,NO@HOU,NO,HOU,,
24755,WR,Jamison,Crowder,7,10,5400,NYG@WAS,WAS,NYG,,
24682,RB,Andre,Ellington,7.8,7,5400,ARI@SF,ARI,SF,,
6808,QB,Matt,Moore,0.4,1,5400,MIA@NYJ,MIA,NYJ,,
31871,RB,Charles,Sims,8.9,10,5400,TB@IND,TB,IND,,
7870,TE,Benjamin,Watson,9.4,10,5400,NO@HOU,NO,HOU,,
22103,WR,Marvin,Jones,8.9,10,5400,STL@CIN,CIN,STL,,
27134,WR,Dorial,Green-Beckham,4.2,10,5400,OAK@TEN,TEN,OAK,,
6448,TE,Martellus,Bennett,8.6,10,5300,CHI@GB,CHI,GB,O,Ribs
6580,TE,Heath,Miller,6,10,5300,PIT@SEA,PIT,SEA,,
21957,WR,Kendall,Wright,9.8,7,5300,OAK@TEN,TEN,OAK,Q,Knee
6610,WR,Nate,Washington,9.8,8,5300,NO@HOU,HOU,NO,,
14320,RB,Bilal,Powell,6.8,6,5300,MIA@NYJ,NYJ,MIA,,
14317,TE,Julius,Thomas,6.5,6,5300,SD@JAC,JAC,SD,,
10030,WR,Harry,Douglas,4.3,8,5300,OAK@TEN,TEN,OAK,,
12546,D,Arizona,Cardinals,9.2,10,5300,ARI@SF,ARI,SF,,
14626,WR,Doug,Baldwin,9.4,10,5300,PIT@SEA,SEA,PIT,Q,Ankle
6681,WR,Andre,Johnson,6.1,10,5300,TB@IND,IND,TB,,
14358,WR,Dwayne,Harris,7.4,10,5300,NYG@WAS,NYG,WAS,,
14362,TE,Charles,Clay,7.5,10,5300,BUF@KC,BUF,KC,P,Neck
11712,RB,Joique,Bell,4.8,7,5200,PHI@DET,DET,PHI,,
29314,TE,Richard,Rodgers,7.7,10,5200,CHI@GB,GB,CHI,,
11577,WR,Riley,Cooper,4.3,10,5200,PHI@DET,PHI,DET,,
22288,WR,Cole,Beasley,5.9,10,5200,CAR@DAL,DAL,CAR,,
6535,WR,Kenny,Britt,4.9,10,5200,STL@CIN,STL,CIN,,
6645,WR,Marques,Colston,6.9,9,5200,NO@HOU,NO,HOU,,
6618,WR,Roddy,White,4.2,10,5200,MIN@ATL,ATL,MIN,,
11890,WR,Bryan,Walters,6.1,9,5200,SD@JAC,JAC,SD,,
22991,RB,Jonathan,Grimes,4,8,5200,NO@HOU,HOU,NO,,
12550,D,Seattle,Seahawks,10.6,10,5200,PIT@SEA,SEA,PIT,,
8052,RB,Rashad,Jennings,7.7,10,5200,NYG@WAS,NYG,WAS,,
6814,QB,Tarvaris,Jackson,0,0,5200,PIT@SEA,SEA,PIT,,
7900,K,Stephen,Gostkowski,11.9,10,5200,NE@DEN,NE,DEN,,
7919,QB,Kellen,Clemens,6.5,1,5200,SD@JAC,SD,JAC,,
6870,TE,Vernon,Davis,4.6,9,5200,NE@DEN,DEN,NE,,
6682,TE,Owen,Daniels,6.3,10,5200,NE@DEN,DEN,NE,,
7744,QB,Drew,Stanton,-0.1,2,5200,ARI@SF,ARI,SF,,
25272,TE,Eric,Ebron,7.9,8,5100,PHI@DET,DET,PHI,P,Quadriceps
8050,TE,Zach,Miller,4.6,10,5100,CHI@GB,CHI,GB,,
29003,RB,Ka'Deem,Carey,1.6,6,5100,CHI@GB,CHI,GB,O,Head
21971,TE,Coby,Fleener,6.5,10,5100,TB@IND,IND,TB,,
29685,WR,Robert,Woods,6.2,10,5100,BUF@KC,BUF,KC,,
34154,WR,Jamarcus,Nelson,5.7,5,5100,ARI@SF,ARI,SF,,
6607,WR,Mike,Wallace,5.2,10,5100,MIN@ATL,MIN,ATL,,
14268,RB,Stevan,Ridley,0,2,5100,MIA@NYJ,NYJ,MIA,,
14292,TE,Jordan,Cameron,5.2,10,5100,MIA@NYJ,MIA,NYJ,,
6522,K,Josh,Brown,10.8,10,5100,NYG@WAS,NYG,WAS,,
46882,RB,Jay,Ajayi,4.5,3,5100,MIA@NYJ,MIA,NYJ,,
31047,QB,AJ,McCarron,-0.2,1,5100,STL@CIN,CIN,STL,,
16923,TE,Austin,Seferian-Jenkins,14.7,2,5100,TB@IND,TB,IND,Q,Shoulder
28930,RB,James,White,3.7,8,5100,NE@DEN,NE,DEN,,
6809,WR,Brian,Hartline,5.4,9,5100,BAL@CLE,CLE,BAL,,
21123,TE,Larry,Donnell,6.1,8,5100,NYG@WAS,NYG,WAS,P,Neck
22219,WR,Jermaine,Kearse,5.7,10,5100,PIT@SEA,SEA,PIT,,
7857,WR,Wes,Welker,3.5,2,5100,STL@CIN,STL,CIN,,
6664,TE,Jacob,Tamme,7.8,9,5100,MIN@ATL,ATL,MIN,,
22113,RB,Alfred,Morris,4.9,10,5100,NYG@WAS,WAS,NYG,Q,Ribs
28088,RB,Denard,Robinson,2.1,7,5100,SD@JAC,JAC,SD,,
22018,WR,Mohamed,Sanu,5.4,10,5100,STL@CIN,CIN,STL,,
8071,QB,Dan,Orlovsky,5.5,2,5000,PHI@DET,DET,PHI,,
43956,QB,David,Fales,0,0,5000,CHI@GB,CHI,GB,,
29340,WR,Josh,Huff,5.4,9,5000,PHI@DET,PHI,DET,,
6373,QB,Derek,Anderson,0.2,1,5000,CAR@DAL,CAR,DAL,,
11761,QB,Thaddeus,Lewis,0,0,5000,PHI@DET,PHI,DET,,
29734,WR,Ty,Montgomery,5.8,6,5000,CHI@GB,GB,CHI,O,Ankle
14696,QB,Scott,Tolzien,0,1,5000,CHI@GB,GB,CHI,,
11615,QB,Joe,Webb,0,10,5000,CAR@DAL,CAR,DAL,,
7972,RB,Darren,Sproles,7.4,10,5000,PHI@DET,PHI,DET,,
6783,WR,Lance,Moore,6.6,10,5000,PHI@DET,DET,PHI,,
29780,TE,Zach,Ertz,5.8,10,5000,PHI@DET,PHI,DET,O,Concussion
8803,QB,Chase,Daniel,0.2,1,5000,BUF@KC,KC,BUF,,
21959,QB,Brandon,Weeden,9.6,4,5000,NO@HOU,HOU,NO,,
14237,TE,Kyle,Rudolph,6.7,10,5000,MIN@ATL,MIN,ATL,,
26141,QB,Ryan,Nassib,0,0,5000,NYG@WAS,NYG,WAS,,
14319,RB,Taiwan,Jones,3,8,5000,OAK@TEN,OAK,TEN,Q,Knee
27405,QB,Landry,Jones,6.7,4,5000,PIT@SEA,PIT,SEA,Q,Ankle
25410,QB,Mike,Glennon,0,0,5000,TB@IND,TB,IND,,
54604,QB,Jimmy,Garoppolo,-0.1,4,5000,NE@DEN,NE,DEN,,
22774,RB,Jonas,Gray,3.7,6,5000,MIA@NYJ,MIA,NYJ,,
7053,QB,Matt,Flynn,0,0,5000,NO@HOU,NO,HOU,,
25813,WR,Phillip,Dorsett,3.8,7,5000,TB@IND,IND,TB,O,Ankle
8118,QB,Michael,Vick,6.3,5,5000,PIT@SEA,PIT,SEA,,
24760,QB,Sean,Renfree,-0.4,1,5000,MIN@ATL,ATL,MIN,,
11500,QB,Colt,McCoy,0,1,5000,NYG@WAS,WAS,NYG,,
24671,WR,Adam,Humphries,3.4,7,5000,TB@IND,TB,IND,,
10354,RB,Marcel,Reece,5.2,10,5000,OAK@TEN,OAK,TEN,,
33691,RB,Orleans,Darkwa,1.7,10,5000,NYG@WAS,NYG,WAS,,
8051,QB,Luke,McCown,1.6,8,5000,NO@HOU,NO,HOU,IR,Back
39512,RB,Kendall,Gaskins,1.8,3,5000,ARI@SF,SF,ARI,,
7970,QB,Charlie,Whitehurst,0,0,5000,TB@IND,IND,TB,,
31798,QB,Bryce,Petty,0,0,5000,MIA@NYJ,NYJ,MIA,,
22165,RB,Bryce,Brown,0,0,5000,PIT@SEA,SEA,PIT,,
10647,K,Matt,Bryant,7.4,10,5000,MIN@ATL,ATL,MIN,,
24949,QB,E.J.,Manuel,10.3,4,5000,BUF@KC,BUF,KC,,
22128,QB,Ryan,Lindley,0,0,5000,NE@DEN,NE,DEN,,
6724,K,Steven,Hauschka,9.6,10,5000,PIT@SEA,SEA,PIT,,
22047,TE,Ladarius,Green,9.3,8,5000,SD@JAC,SD,JAC,,
11425,RB,Ryan,Mathews,10.4,9,4900,PHI@DET,PHI,DET,O,Concussion
10744,K,Graham,Gano,10.5,10,4900,CAR@DAL,CAR,DAL,,
25886,WR,Devin,Street,1.7,10,4900,CAR@DAL,DAL,CAR,,
39445,WR,Brice,Butler,3.1,4,4900,CAR@DAL,DAL,CAR,P,Hamstring
12533,D,Green Bay,Packers,7.8,10,4900,CHI@GB,GB,CHI,,
7975,RB,Mike,Tolbert,4.5,10,4900,CAR@DAL,CAR,DAL,,
22048,RB,Robert,Turbin,3,4,4900,CAR@DAL,DAL,CAR,,
28933,WR,Jared,Abbrederis,1.5,5,4900,CHI@GB,GB,CHI,O,Ribs
7660,RB,Fred,Jackson,3.6,10,4900,PIT@SEA,SEA,PIT,,
28249,RB,David,Cobb,-0.3,1,4900,OAK@TEN,TEN,OAK,,
22920,TE,Derek,Carrier,2.6,10,4900,NYG@WAS,WAS,NYG,,
29500,WR,Markus,Wheaton,4.3,10,4900,PIT@SEA,PIT,SEA,,
14305,RB,Roy,Helu,2.6,6,4900,OAK@TEN,OAK,TEN,,
12903,WR,Andrew,Hawkins,5.1,8,4900,BAL@CLE,CLE,BAL,Q,Concussion
54741,WR,Seth,Roberts,4.3,10,4900,OAK@TEN,OAK,TEN,,
30403,WR,Chris,Conley,3.1,10,4900,BUF@KC,KC,BUF,,
31261,RB,Tre,Mason,2.5,7,4900,STL@CIN,STL,CIN,,
27441,RB,Damien,Williams,1.6,10,4900,MIA@NYJ,MIA,NYJ,,
24797,RB,Juwan,Thompson,0.3,9,4900,NE@DEN,DEN,NE,,
14761,WR,Andre,Holmes,4.2,10,4900,OAK@TEN,OAK,TEN,,
33714,K,Cairo,Santos,10.5,10,4900,BUF@KC,KC,BUF,,
14704,WR,Chris,Hogan,5.8,10,4900,BUF@KC,BUF,KC,,
14645,WR,Dontrelle,Inman,3.7,9,4900,SD@JAC,SD,JAC,,
23045,K,Justin,Tucker,9.8,10,4900,BAL@CLE,BAL,CLE,,
22234,RB,Chris,Polk,4.1,9,4900,NO@HOU,HOU,NO,Q,Hamstring
12538,D,St Louis,Rams,9.7,10,4900,STL@CIN,STL,CIN,,
28744,RB,Raheem,Mostert,0,5,4900,BAL@CLE,BAL,CLE,,
24847,TE,Will,Tye,3,7,4900,NYG@WAS,NYG,WAS,,
22063,WR,Keshawn,Martin,6.2,3,4900,NE@DEN,NE,DEN,Q,Hamstring
24891,RB,Chris,Thompson,6.6,9,4900,NYG@WAS,WAS,NYG,,
22054,WR,Jarius,Wright,3.6,10,4900,MIN@ATL,MIN,ATL,,
29683,WR,Nelson,Agholor,2.8,7,4800,PHI@DET,PHI,DET,,
12545,D,Philadelphia,Eagles,9,10,4800,PHI@DET,PHI,DET,,
11488,TE,Ed,Dickson,2.7,10,4800,CAR@DAL,CAR,DAL,,
6688,WR,Jerricho,Cotchery,5.1,8,4800,CAR@DAL,CAR,DAL,,
30261,K,Caleb,Sturgis,8.7,7,4800,PHI@DET,PHI,DET,,
26247,K,Brandon,McManus,9.5,10,4800,NE@DEN,DEN,NE,,
26355,QB,Logan,Thomas,0,0,4800,MIA@NYJ,MIA,NYJ,,
29605,QB,Matt,Barkley,0,0,4800,ARI@SF,ARI,SF,,
14240,TE,Lance,Kendricks,3.9,9,4800,STL@CIN,STL,CIN,,
6427,K,Connor,Barth,11.2,6,4800,TB@IND,TB,IND,,
27266,WR,Quincy,Enunwa,2.8,6,4800,MIA@NYJ,NYJ,MIA,,
54753,WR,Taylor,Gabriel,3.5,10,4800,BAL@CLE,CLE,BAL,Q,Concussion
27457,WR,Kenny,Stills,5.4,10,4800,MIA@NYJ,MIA,NYJ,,
54607,RB,Terrance,West,0.6,2,4800,BAL@CLE,BAL,CLE,,
22754,TE,Garrett,Celek,4.6,10,4800,ARI@SF,SF,ARI,,
38301,TE,Darren,Fells,5.4,8,4800,ARI@SF,ARI,SF,,
11454,RB,Dexter,McCluster,6.7,10,4800,OAK@TEN,TEN,OAK,O,Knee
29084,WR,Rashad,Ross,2.4,7,4800,NYG@WAS,WAS,NYG,,
27771,WR,Cody,Latimer,1.6,9,4800,NE@DEN,DEN,NE,,
48344,WR,Albert,Wilson,4.8,8,4800,BUF@KC,KC,BUF,,
62497,RB,David,Johnson,8.4,10,4800,ARI@SF,ARI,SF,,
39449,WR,Charles,Johnson,2.2,8,4800,MIN@ATL,MIN,ATL,,
8023,QB,Josh,Johnson,0,0,4800,BUF@KC,BUF,KC,,
25694,RB,Andre,Williams,2.7,10,4800,NYG@WAS,NYG,WAS,,
39492,TE,Josh,Hill,2.6,10,4800,NO@HOU,NO,HOU,,
23046,RB,Jamize,Olawale,3,8,4800,OAK@TEN,OAK,TEN,,
22187,QB,Chandler,Harnish,0,0,4800,ARI@SF,ARI,SF,,
26094,WR,Brandon,Coleman,3.5,10,4800,NO@HOU,NO,HOU,,
12528,D,Cincinnati,Bengals,7.6,10,4800,STL@CIN,CIN,STL,,
6702,K,Phil,Dawson,6.7,10,4800,ARI@SF,SF,ARI,,
6387,WR,Miles,Austin,3.3,10,4700,PHI@DET,PHI,DET,,
29357,RB,Kenjon,Barner,0.9,4,4700,PHI@DET,PHI,DET,,
6897,K,Mason,Crosby,8.8,10,4700,CHI@GB,GB,CHI,,
28486,WR,Corey (Philly),Brown,5.9,9,4700,CAR@DAL,CAR,DAL,Q,Shoulder
12553,D,Carolina,Panthers,10.7,10,4700,CAR@DAL,CAR,DAL,,
14952,K,Dan,Bailey,8.6,10,4700,CAR@DAL,DAL,CAR,,
6768,WR,Eddie,Royal,6,6,4700,CHI@GB,CHI,GB,O,Knee
33037,WR,Kenbrell,Thompkins,4.8,3,4700,MIA@NYJ,NYJ,MIA,,
28346,TE,Maxx,Williams,3.6,9,4700,BAL@CLE,BAL,CLE,,
6488,WR,Dwayne,Bowe,1.2,4,4700,BAL@CLE,CLE,BAL,,
39373,WR,Jaelen,Strong,3.9,5,4700,NO@HOU,HOU,NO,,
54674,WR,Jeremy,Butler,4.6,2,4700,BAL@CLE,BAL,CLE,,
32429,K,Josh,Lambo,8.3,10,4700,SD@JAC,SD,JAC,,
