Name,Id,Position,Salary,Game,FPPG,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Jesse James,28694,TE,4700,PIT@SEA,4.5,PIT,,,,,,,,,,,,
Antone Smith,10046,RB,4600,CHI@GB,0.3,CHI,,,,,,,,,,,,
Justin Perillo,54694,TE,4600,CHI@GB,3.6,GB,,,,,2.77,,,2.77,2.77,2.77,0.0,0.0
Robbie Gould,6910,K,4600,CHI@GB,9.7,CHI,,,,,,,,,,,,
Dwayne Allen,22004,TE,4600,TB@IND,2.4,IND,4.0,5.2,6.09,4.6,5.81,5.65,1.5385,4.69835714286,6.09,1.5385,4.5515,0.968742873649
Mike Nugent,6636,K,4600,STL@CIN,7.9,CIN,,,,,,,,,,,,
Marqise Lee,29593,WR,4600,SD@JAC,2.1,JAC,5.0,9.5,5.09,8.8,3.13,,,6.304,9.5,3.13,6.37,1.01046954315
Bobby Rainey,22958,RB,4600,TB@IND,0.5,TB,,5.0,,5.4,,,,5.2,5.4,5.0,0.4,0.0769230769231
Kai Forbath,15176,K,4600,NO@HOU,5.2,NO,,,,,,,,,,,,
Cameron Brate,54782,TE,4600,TB@IND,3.7,TB,,,3.67,,3.85,3.42,3.6145,3.638625,3.85,3.42,0.43,0.118176508983
Devin Smith,28502,WR,4600,MIA@NYJ,1.4,NYJ,,3.2,3.08,2.6,4.92,,,3.45,4.92,2.6,2.32,0.672463768116
Devin Smith,28502,WR,4600,MIA@NYJ,1.4,NYJ,,3.2,3.08,2.6,1.39,,,2.5675,3.2,1.39,1.81,0.704965920156
Scott Chandler,10158,TE,4600,NE@DEN,3.3,NE,2.0,7.0,5.03,6.5,6.19,4.18,1.4395,4.61992857143,7.0,1.4395,5.5605,1.20359003695
Vance McDonald,32045,TE,4600,ARI@SF,2.8,SF,,,3.56,,7.67,1.55,1.024,3.451,7.67,1.024,6.646,1.9258186033
Toby Gerhart,11479,RB,4600,SD@JAC,1.4,JAC,,3.4,,3.7,,,,3.55,3.7,3.4,0.3,0.0845070422535
Pittsburgh Steelers,12547,D,4600,PIT@SEA,8.5,PIT,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,0.0,0.0
Benny Cunningham,39649,RB,4600,STL@CIN,3.5,STL,4.0,5.1,4.07,5.2,1.21,,,3.916,5.2,1.21,3.99,1.0188968335
Baltimore Ravens,12555,D,4600,BAL@CLE,6.4,BAL,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0
Ryan Grant,33703,WR,4600,NYG@WAS,3.4,WAS,,,,1.7,,,2.757,2.2285,2.757,1.7,1.057,0.474310074041
Bishop Sankey,29991,RB,4600,OAK@TEN,4.7,TEN,,1.8,,2.5,2.86,1.59,1.938,2.1376,2.86,1.59,1.27,0.594124251497
Dan Carpenter,6810,K,4600,BUF@KC,7.7,BUF,,,,,,,,,,,,
Chase Ford,22228,TE,4600,BAL@CLE,0.0,BAL,,,,,,,,,,,,
Mychal Rivera,30807,TE,4600,OAK@TEN,2.6,OAK,4.0,6.0,4.63,6.0,5.24,5.18,3.7365,4.9695,6.0,3.7365,2.2635,0.455478418352
Sebastian Janikowski,7831,K,4600,OAK@TEN,8.3,OAK,,,,,,,,,,,,
Buffalo Bills,12526,D,4600,BUF@KC,7.3,BUF,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,0.0,0.0
New England Patriots,12541,D,4600,NE@DEN,8.3,NE,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,0.0,0.0
New York Giants,12543,D,4600,NYG@WAS,9.5,NYG,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0.0,0.0
Oakland Raiders,12537,D,4600,OAK@TEN,5.7,OAK,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0
Miami Dolphins,12539,D,4600,MIA@NYJ,6.8,MIA,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0
Cleveland Browns,12529,D,4600,BAL@CLE,5.7,CLE,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,0.0
Brandon Myers,7801,TE,4600,TB@IND,1.9,TB,4.5,2.4,2.93,3.2,3.12,,2.618,3.128,4.5,2.4,2.1,0.671355498721
Michael Hoomanawanui,11556,TE,4600,NO@HOU,2.2,NO,,,,,2.7,,,2.7,2.7,2.7,0.0,0.0
Anthony Dixon,11594,RB,4600,BUF@KC,1.4,BUF,,,2.72,,,,,2.72,2.72,2.72,0.0,0.0
Keith Mumphery,28131,WR,4600,NO@HOU,2.0,HOU,,3.4,,3.7,,2.63,2.0925,2.955625,3.7,2.0925,1.6075,0.543878198351
Dion Sims,28144,TE,4600,MIA@NYJ,2.2,MIA,,1.6,3.81,1.8,3.33,3.01,1.6365,2.53108333333,3.81,1.6,2.21,0.87314391071
Bennie Fowler,28157,WR,4600,NE@DEN,2.3,DEN,3.0,,1.36,,,,3.254,2.538,3.254,1.36,1.894,0.746256895193
Cameron Artis-Payne,38269,RB,4500,CAR@DAL,0.8,CAR,,,,,,,,,,,,
Brandon Pettigrew,7394,TE,4500,PHI@DET,2.5,DET,,,3.89,,2.37,3.55,,3.27,3.89,2.37,1.52,0.464831804281
Ryan Broyles,21990,WR,4500,PHI@DET,0.0,DET,,,,,,,,,,,,
TJ Jones,33552,WR,4500,PHI@DET,-0.1,DET,,,,,,,,,,,,
Khari Lee,62617,TE,4500,CHI@GB,0.0,CHI,,,,,2.71,,,2.71,2.71,2.71,0.0,0.0
Foswhitt Whittaker,37245,RB,4500,CAR@DAL,1.1,CAR,,,,,,,,,,,,
Corey Fuller,26343,WR,4500,PHI@DET,0.6,DET,,,4.12,,,1.57,,2.845,4.12,1.57,2.55,0.896309314587
Tim Wright,26074,TE,4500,PHI@DET,2.8,DET,,,,,,,,,,,,
Jalen Saunders,27445,WR,4500,CHI@GB,0.0,CHI,,,,,,,,,,,,
Gavin Escobar,39411,TE,4500,CAR@DAL,1.4,DAL,2.0,4.8,4.6,4.4,4.52,,,4.064,4.8,2.0,2.8,0.688976377953
Trey Williams,32410,RB,4500,CAR@DAL,0.0,DAL,,,,,,,,,,,,
Lucky Whitehead,47953,WR,4500,CAR@DAL,0.6,DAL,,,,,,,,,,,,
Josh Bellamy,22336,WR,4500,CHI@GB,2.6,CHI,,,4.62,,,,,4.62,4.62,4.62,0.0,0.0
Rod Smith,28545,RB,4500,CAR@DAL,0.1,DAL,,,,,,,,,,,,
James Hanna,22123,TE,4500,CAR@DAL,0.4,DAL,,,,,,1.26,,1.26,1.26,1.26,0.0,0.0
Alonzo Harris,44090,RB,4500,CHI@GB,0.3,GB,,,,,,,,,,,,
Jeff Janis,54623,WR,4500,CHI@GB,0.9,GB,,2.0,3.6,2.0,2.04,2.91,,2.51,3.6,2.0,1.6,0.637450199203
John Kuhn,7244,RB,4500,CHI@GB,1.1,GB,,,2.93,,,1.24,2.3715,2.1805,2.93,1.24,1.69,0.775051593671
Greg Salas,14297,WR,4500,PHI@DET,0.0,DET,,,,,,,,,,,,
Trey Burton,30297,TE,4500,PHI@DET,0.0,PHI,,,,,2.73,,,2.73,2.73,2.73,0.0,0.0
Seyi Ajirotutu,11870,WR,4500,PHI@DET,0.0,PHI,,,,,,,,,,,,
Cameron Meredith,62538,WR,4500,CHI@GB,1.8,CHI,,,3.22,,,,,3.22,3.22,3.22,0.0,0.0
Matt Prater,6782,K,4500,PHI@DET,6.5,DET,,,,,,,,,,,,
Marc Mariani,11635,WR,4500,CHI@GB,0.5,CHI,,,3.08,,4.7,,,3.89,4.7,3.08,1.62,0.416452442159
David Johnson,6567,TE,4500,SD@JAC,0.0,SD,2.5,7.2,6.35,7.4,5.39,3.08,2.2795,4.88564285714,7.4,2.2795,5.1205,1.04807087823
Isaiah Pead,21984,RB,4500,PIT@SEA,-0.8,PIT,,,,,,,,,,,,
Geremy Davis,34125,WR,4500,NYG@WAS,0.3,NYG,,,,,,,,,,,,
Brian Quick,21972,WR,4500,STL@CIN,1.0,STL,5.5,6.2,3.65,6.1,2.74,3.44,3.557,4.45528571429,6.2,2.74,3.46,0.776605636964
Dri Archer,44952,RB,4500,PIT@SEA,0.0,PIT,,,,,,1.69,,1.69,1.69,1.69,0.0,0.0
Terrell Watson,64104,RB,4500,STL@CIN,0.0,CIN,,,,,,,,,,,,
Derrick Coleman,22800,RB,4500,PIT@SEA,0.1,SEA,,,1.09,,,,,1.09,1.09,1.09,0.0,0.0
Nick Williams,34071,WR,4500,MIN@ATL,1.8,ATL,,,,,1.8,,1.812,1.806,1.812,1.8,0.012,0.00664451827243
Ryan Griffin,34073,TE,4500,NO@HOU,3.0,HOU,6.0,5.6,4.83,5.8,6.45,6.69,,5.895,6.69,4.83,1.86,0.315521628499
Marcus Murphy,27199,RB,4500,NO@HOU,0.4,NO,,,,,,,,,,,,
Justice Cunningham,30667,TE,4500,STL@CIN,0.0,STL,,,,,,,,,,,,
Cory Harkey,22849,TE,4500,STL@CIN,0.2,STL,,,,,,,,,,,,
Bruce Ellington,30709,WR,4500,ARI@SF,1.4,SF,,2.7,2.94,2.4,3.87,1.6,,2.702,3.87,1.6,2.27,0.840118430792
Craig Stevens,6597,TE,4500,OAK@TEN,1.1,TEN,,,,,,,,,,,,
Justin Hardy,33137,WR,4500,MIN@ATL,2.7,ATL,5.0,1.6,7.41,1.8,6.44,3.31,6.92,4.64,7.41,1.6,5.81,1.25215517241
Eric Weems,6622,WR,4500,MIN@ATL,0.2,ATL,,,,,,,,,,,,
Bradley Marquez,32632,WR,4500,STL@CIN,0.5,STL,,,3.03,,,,,3.03,3.03,3.03,0.0,0.0
Chandler Worthy,47720,WR,4500,NO@HOU,1.0,HOU,,,,,,,,,,,,
Terron Ward,29540,RB,4500,MIN@ATL,2.4,ATL,3.0,2.6,8.04,2.9,8.16,,1.4022,4.35036666667,8.16,1.4022,6.7578,1.5533863046
Rod Streater,22938,WR,4500,OAK@TEN,1.3,OAK,,3.6,,2.8,,,,3.2,3.6,2.8,0.8,0.25
Rex Burkhead,27338,RB,4500,STL@CIN,0.8,CIN,,,,,,1.09,,1.09,1.09,1.09,0.0,0.0
Greg Little,14253,WR,4500,STL@CIN,0.0,CIN,,,,,,,,,,,,
Storm Johnson,34275,RB,4500,SD@JAC,0.0,JAC,,,,,,,,,,,,
Tyler McDonald,55536,WR,4500,MIA@NYJ,0.0,MIA,,,,,,,,,,,,
Dominique Brown,33232,RB,4500,PIT@SEA,0.0,PIT,,,,,,,,,,,,
Kris Durham,14302,WR,4500,OAK@TEN,0.0,OAK,,,,,,,,,,,,
Rob Housler,14274,TE,4500,BAL@CLE,0.2,CLE,,,,,,,,,,,,
Vincent Brown,14277,WR,4500,TB@IND,0.0,IND,,,,,,,,,,,,
Chris Matthews,15121,WR,4500,BAL@CLE,0.8,BAL,,,,,,,,,,,,
Ace Sanders,30591,WR,4500,SD@JAC,0.0,JAC,,,,,,,,,,,,
Arthur Williams,64160,WR,4500,MIA@NYJ,0.0,NYJ,,,,,,,,,,,,
Phillip Supernaw,23003,TE,4500,OAK@TEN,0.1,TEN,,,,,,,,,,,,
Luke Stocker,14304,TE,4500,TB@IND,0.5,TB,,,,,,,,,,,,
Jarrod West,26199,WR,4500,PIT@SEA,0.0,PIT,,,,,,,,,,,,
DeVante Parker,33260,WR,4500,MIA@NYJ,0.9,MIA,,3.0,,2.5,,,1.5345,2.34483333333,3.0,1.5345,1.4655,0.624991115218
Marlon Brown,30385,WR,4500,BAL@CLE,1.8,BAL,4.5,7.0,,6.5,,2.47,1.391,4.3722,7.0,1.391,5.609,1.2828781849
Stedman Bailey,26498,WR,4500,STL@CIN,3.8,STL,,,,,,,,,,,,
Russell Shepard,31329,WR,4500,TB@IND,1.1,TB,,,,,,2.25,,2.25,2.25,2.25,0.0,0.0
Jason Avant,6388,WR,4500,BUF@KC,1.5,KC,,,4.26,,5.22,,1.8165,3.7655,5.22,1.8165,3.4035,0.903864028681
Sammie Coates,31241,WR,4500,PIT@SEA,0.3,PIT,,1.6,,1.8,,,,1.7,1.8,1.6,0.2,0.117647058824
Henry Hynoski,15032,RB,4500,NYG@WAS,0.0,NYG,,,,,,,,,,,,
Blake Bell,27403,TE,4500,ARI@SF,0.4,SF,,,,,,,,,,,,
De'Anthony Thomas,29351,WR,4500,BUF@KC,3.6,KC,,,,,,,,,,,,
Seantavius Jones,54663,WR,4500,NO@HOU,0.0,NO,,,,,,,,,,,,
Aaron Dobson,34014,WR,4500,NE@DEN,2.6,NE,,,,,,,,,,,,
Nick Novak,12090,K,4500,NO@HOU,5.7,HOU,,,,,,,,,,,,
Frankie Hammond,30249,WR,4500,BUF@KC,0.0,KC,,,,,,,,,,,,
Jerick McKinnon,54608,RB,4500,MIN@ATL,1.9,MIN,2.5,3.3,2.1,3.4,2.74,4.19,,3.03833333333,4.19,2.1,2.09,0.687877125617
Alex Bayer,44560,TE,4500,SD@JAC,0.0,SD,,,,,,,,,,,,
Jake Stoneburner,28562,TE,4500,MIA@NYJ,3.2,MIA,,1.2,5.92,1.6,,,,2.90666666667,5.92,1.2,4.72,1.62385321101
Solomon Patton,30259,WR,4500,NE@DEN,0.0,DEN,,,,,,,,,,,,
Chris Owusu,22762,WR,4500,MIA@NYJ,3.7,NYJ,,,,,,,,,,,,
Chris Harper,29237,WR,4500,NE@DEN,0.0,NE,4.5,,3.47,,9.68,,3.264,5.2285,9.68,3.264,6.416,1.22712058908
Eric Frohnapfel,33981,TE,4500,SD@JAC,0.0,SD,,,,,,,,,,,,
Knile Davis,31073,RB,4500,BUF@KC,1.8,KC,3.0,3.6,,3.8,8.94,5.11,,4.89,8.94,3.0,5.94,1.21472392638
Chris Boswell,32058,K,4500,PIT@SEA,9.5,PIT,,,,,,,,,,,,
Javontee Herndon,31093,WR,4500,SD@JAC,3.0,SD,,,4.32,,2.78,10.02,1.659,4.69475,10.02,1.659,8.361,1.78092550189
Jeremy Ross,14837,WR,4500,OAK@TEN,1.9,OAK,,,,,,,,,,,,
Brandon Williams,39615,TE,4500,MIA@NYJ,0.0,MIA,,,,,,,,,,,,
Luke Willson,32000,TE,4500,PIT@SEA,2.8,SEA,,3.0,4.93,3.5,3.41,3.68,1.5405,3.34341666667,4.93,1.5405,3.3895,1.0137833055
Joseph Morgan,14815,WR,4500,BAL@CLE,0.0,BAL,,,,,,,,,,,,
Mike James,25783,RB,4500,TB@IND,0.0,TB,,,,,,,,,,,,
Jermaine Gresham,11431,TE,4500,ARI@SF,2.8,ARI,4.0,4.0,3.59,4.0,3.91,5.01,3.2855,3.97078571429,5.01,3.2855,1.7245,0.434296918566
DeAndrew White,31015,WR,4500,ARI@SF,0.7,SF,,,,,,,,,,,,
Matt Asiata,14757,RB,4500,MIN@ATL,2.1,MIN,,3.3,3.06,3.6,3.24,,,3.3,3.6,3.06,0.54,0.163636363636
E.J. Bibbs,39678,TE,4500,BAL@CLE,0.0,CLE,,,,,,,,,,,,
New York Jets,12544,D,4500,MIA@NYJ,7.2,NYJ,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,0.0,0.0
Donteea Dye,62680,WR,4500,TB@IND,2.1,TB,,,,,,,1.744,1.744,1.744,1.744,0.0,0.0
Rico Richardson,39652,WR,4500,OAK@TEN,0.0,TEN,,,,,,1.05,,1.05,1.05,1.05,0.0,0.0
Griff Whalen,22447,WR,4500,TB@IND,3.0,IND,,,6.0,,6.19,5.77,2.002,4.9905,6.19,2.002,4.188,0.839194469492
James O'Shaughnessy,62508,TE,4500,BUF@KC,1.7,KC,,,,,,,,,,,,
Josh Harris,25607,RB,4500,PIT@SEA,0.0,PIT,,,,,,,,,,,,
Nick Boyle,62510,TE,4500,BAL@CLE,2.4,BAL,,2.6,4.28,2.3,1.74,,,2.73,4.28,1.74,2.54,0.930402930403
MyCole Pruitt,62505,TE,4500,MIN@ATL,0.8,MIN,,1.4,,1.7,1.86,,,1.65333333333,1.86,1.4,0.46,0.278225806452
Travis Coons,29994,K,4500,BAL@CLE,6.7,CLE,,,,,,,,,,,,
Kyle Juszczyk,39428,RB,4500,BAL@CLE,4.6,BAL,,,4.03,,4.85,4.78,,4.55333333333,4.85,4.03,0.82,0.180087847731
Quinton Patton,39427,WR,4500,ARI@SF,4.0,SF,,,3.63,,5.11,4.06,2.069,3.71725,5.11,2.069,3.041,0.818077880153
James Casey,6951,TE,4500,NE@DEN,0.0,DEN,,,,,,,,,,,,
Tommy Bohanon,25654,RB,4500,MIA@NYJ,0.7,NYJ,,,1.81,,,,,1.81,1.81,1.81,0.0,0.0
Chris Gragg,31188,TE,4500,BUF@KC,2.1,BUF,,3.2,,3.6,,,1.131,2.64366666667,3.6,1.131,2.469,0.933930147522
Patrick DiMarco,14683,RB,4500,MIN@ATL,2.3,ATL,,,2.99,,1.88,2.48,,2.45,2.99,1.88,1.11,0.45306122449
Jaron Brown,24589,WR,4500,ARI@SF,2.3,ARI,4.0,,4.23,,,,,4.115,4.23,4.0,0.23,0.0558930741191
Kellen Davis,7001,TE,4500,MIA@NYJ,0.7,NYJ,,,4.48,,1.04,,,2.76,4.48,1.04,3.44,1.24637681159
Kyle Miller,14649,TE,4500,SD@JAC,0.0,SD,,,,,,,,,,,,
Tyrell Williams,62535,WR,4500,SD@JAC,0.0,SD,,,,,,1.73,,1.73,1.73,1.73,0.0,0.0
Brian Parker,62534,TE,4500,BUF@KC,0.4,KC,,,,,,,,,,,,
Brian Leonhardt,39539,TE,4500,ARI@SF,0.0,SF,,,,,,,,,,,,
Mark Weisman,27878,RB,4500,STL@CIN,0.0,CIN,,,,,,,,,,,,
Kenzel Doe,28936,WR,4500,PIT@SEA,0.0,PIT,,,,,,,,,,,,
Jim Dray,11648,TE,4500,BAL@CLE,0.7,CLE,,,4.44,,2.04,,1.522,2.66733333333,4.44,1.522,2.918,1.09397650587
C.J. Fiedorowicz,27908,TE,4500,NO@HOU,2.1,HOU,,3.8,4.63,3.9,1.93,2.69,,3.39,4.63,1.93,2.7,0.796460176991
Darrel Young,10695,RB,4500,NYG@WAS,0.3,WAS,,,2.31,,,,,2.31,2.31,2.31,0.0,0.0
Erik Lorig,11671,RB,4500,NO@HOU,0.0,NO,,,,,,,,,,,,
Jeremy Stewart,22235,RB,4500,NE@DEN,0.0,DEN,,,,,,,,,,,,
Brandon Bostick,23055,TE,4500,ARI@SF,0.0,ARI,,,,,,,,,,,,
Tyler Kroft,26038,TE,4500,STL@CIN,0.0,CIN,,1.4,,1.7,,,,1.55,1.7,1.4,0.3,0.193548387097
Tim Hightower,6828,RB,4500,NO@HOU,2.3,NO,,,,,3.15,,,3.15,3.15,3.15,0.0,0.0
Travaris Cadet,22258,RB,4500,ARI@SF,0.4,SF,,,,,3.92,,,3.92,3.92,3.92,0.0,0.0
Jack Doyle,39859,TE,4500,TB@IND,1.6,IND,,,,,1.83,,,1.83,1.83,1.83,0.0,0.0
John Phillips,6823,TE,4500,SD@JAC,1.5,SD,,,,,,,,,,,,
Matthew Mulligan,7918,TE,4500,BUF@KC,0.1,BUF,,,,,,,,,,,,
Tommy Streeter,22144,WR,4500,MIA@NYJ,0.0,MIA,,,,,,,,,,,,
David Nelson,11718,WR,4500,PIT@SEA,0.0,PIT,,,,,,,,,,,,
Junior Hemingway,22177,WR,4500,BUF@KC,0.0,KC,,,,,,,,,,,,
Matthew Slater,7856,WR,4500,NE@DEN,0.0,NE,,,,,1.14,1.77,,1.455,1.77,1.14,0.63,0.432989690722
Greg Jennings,6896,WR,4500,MIA@NYJ,1.7,MIA,,6.8,2.77,7.4,2.76,2.8,,4.506,7.4,2.76,4.64,1.02973812694
Jeff Cumberland,11766,TE,4500,MIA@NYJ,1.1,NYJ,1.5,5.2,,5.6,,4.45,1.232,3.5964,5.6,1.232,4.368,1.21454788121
Cordarrelle Patterson,30733,WR,4500,MIN@ATL,1.0,MIN,,6.1,,5.6,,,,5.85,6.1,5.6,0.5,0.0854700854701
Atlanta Falcons,12525,D,4500,MIN@ATL,7.1,ATL,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,0.0,0.0
Dustin Hopkins,24912,K,4500,NYG@WAS,8.4,WAS,,,,,,,,,,,,
Marcedes Lewis,6672,TE,4500,SD@JAC,1.5,JAC,,6.2,2.63,6.1,3.79,5.4,,4.824,6.2,2.63,3.57,0.740049751244
Jacoby Jones,6684,WR,4500,PIT@SEA,0.0,PIT,,,,,,,,,,,,
Marcus Easley,11522,WR,4500,BUF@KC,1.4,BUF,,,,,,,,,,,,
Anthony Ezeakunne,65926,TE,4500,BAL@CLE,0.0,CLE,,,,,,,,,,,,
Donald Brown,6660,RB,4500,SD@JAC,0.3,SD,,,3.43,,,,,3.43,3.43,3.43,0.0,0.0
Greg Zuerlein,22109,K,4500,STL@CIN,7.0,STL,,,,,,,,,,,,
Kansas City Chiefs,12536,D,4500,BUF@KC,9.7,KC,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,0.0,0.0
Randy Bullock,22100,K,4500,MIA@NYJ,6.2,NYJ,,,,,,,,,,,,
Garrett Graham,11538,TE,4500,NO@HOU,1.4,HOU,,5.8,,5.9,,,,5.85,5.9,5.8,0.1,0.017094017094
Clay Harbor,11543,TE,4500,SD@JAC,2.2,JAC,,6.4,,6.2,,,,6.3,6.4,6.2,0.2,0.031746031746
Adam Thielen,39716,WR,4500,MIN@ATL,1.8,MIN,,,,,,,,,,,,
John Conner,11557,RB,4500,BUF@KC,0.0,BUF,,,,,,,,,,,,
Bruce Miller,14406,RB,4500,ARI@SF,1.5,SF,,,2.89,,1.12,1.02,1.1685,1.549625,2.89,1.02,1.87,1.20674356699
Levine Toilolo,29725,TE,4500,MIN@ATL,0.9,ATL,,3.4,5.28,3.7,1.44,,,3.455,5.28,1.44,3.84,1.11143270622
Stepfan Taylor,29723,RB,4500,ARI@SF,0.3,ARI,,2.1,,2.5,,,,2.3,2.5,2.1,0.4,0.173913043478
Bernard Pierce,22029,RB,4500,SD@JAC,0.5,JAC,,,,,,,,,,,,
Virgil Green,14394,TE,4500,NE@DEN,2.3,DEN,,4.4,3.35,4.2,1.45,,,3.35,4.4,1.45,2.95,0.880597014925
Aldrick Robinson,14372,WR,4500,BAL@CLE,0.0,BAL,,,,,,,,,,,,
Chris Givens,22034,WR,4500,BAL@CLE,3.5,BAL,8.0,7.4,5.13,6.7,9.73,9.43,2.761,7.02157142857,9.73,2.761,6.969,0.992512868507
Jordan Norwood,10531,WR,4500,NE@DEN,2.1,DEN,,4.0,2.82,4.0,,,,3.60666666667,4.0,2.82,1.18,0.327171903882
Trindon Holliday,11622,WR,4500,OAK@TEN,0.0,OAK,,,,,,,,,,,,
Anthony Fasano,6778,TE,4500,OAK@TEN,4.4,TEN,,4.4,4.41,4.2,4.45,3.18,3.0985,3.95641666667,4.45,3.0985,1.3515,0.341596983803
Troy Niklas,33488,TE,4500,ARI@SF,1.6,ARI,,,,,,,2.8175,2.8175,2.8175,2.8175,0.0,0.0
Denarius Moore,14338,WR,4500,BUF@KC,-0.3,BUF,,,,,,,,,,,,
Andre Caldwell,6753,WR,4500,NE@DEN,1.6,DEN,,5.8,2.39,5.9,1.46,3.88,1.836,3.54433333333,5.9,1.46,4.44,1.25270384652
Kevin Ogletree,7722,WR,4500,NYG@WAS,0.0,NYG,,,,,,,,,,,,
Cedric Peerman,7718,RB,4500,STL@CIN,0.0,CIN,,,,,,,,,,,,
Rhett Ellison,22065,TE,4500,MIN@ATL,1.8,MIN,,,4.92,,3.03,3.35,1.313,3.15325,4.92,1.313,3.607,1.14389915167
Ryan Succop,6767,K,4500,OAK@TEN,6.1,TEN,,,,,,,,,,,,
Jeremy Kerley,14349,WR,4500,MIA@NYJ,3.5,NYJ,6.0,8.4,5.51,8.3,,6.46,3.144,6.30233333333,8.4,3.144,5.256,0.833976833977
Lee Smith,14348,TE,4500,OAK@TEN,1.0,OAK,,,3.62,,1.92,1.97,,2.50333333333,3.62,1.92,1.7,0.679094540613
Detroit Lions,12532,D,4400,PHI@DET,6.0,DET,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,0.0,0.0
Minnesota Vikings,12540,D,4400,MIN@ATL,7.5,MIN,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,0.0
Tampa Bay Buccaneers,12551,D,4300,TB@IND,8.7,TB,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,0.0,0.0
Jacksonville Jaguars,12554,D,4300,SD@JAC,6.3,JAC,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
Tennessee Titans,12534,D,4300,OAK@TEN,7.0,TEN,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,0.0,0.0
Dallas Cowboys,12530,D,4200,CAR@DAL,5.9,DAL,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,0.0
San Diego Chargers,12548,D,4200,SD@JAC,3.9,SD,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0
Indianapolis Colts,12535,D,4200,TB@IND,6.8,IND,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0
New Orleans Saints,12542,D,4100,NO@HOU,4.9,NO,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,0.0,0.0
Chicago Bears,12527,D,4000,CHI@GB,5.1,CHI,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,0.0,0.0
San Francisco 49ers,12549,D,4000,ARI@SF,4.2,SF,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.0,0.0
Washington Redskins,12552,D,4000,NYG@WAS,7.8,WAS,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,0.0,0.0
