,Unnamed: 0,player,fleaflicker,dk_name
41,43,Emmanuel Sanders,20.9,Emmanuel Sanders
42,44,Rob Gronkowski,20.9,Rob Gronkowski
43,45,Chris Ivory,15.9,Chris Ivory
44,46,T.J. Yeldon,15.9,T.J. Yeldon
45,47,Jeremy Langford,16.8,Jeremy Langford
46,48,Eric Decker,19.8,Eric Decker
47,50,Dion Lewis,18.7,Dion Lewis
48,51,Alshon Jeffery,19.6,Alshon Jeffery
49,52,DeMarco Murray,15.6,DeMarco Murray
50,53,Ronnie Hillman,15.5,Ronnie Hillman
51,54,Tyler Eifert,19.4,Tyler Eifert
52,55,Stefon Diggs,19.3,Stefon Diggs
53,56,Giovani Bernard,17.2,Giovani Bernard
54,57,T.Y. Hilton,18.2,T.Y. Hilton
55,58,C.J. Spiller,15.1,C.J. Spiller
56,59,Brandon Marshall,19.1,Brandon Marshall
57,60,Julian Edelman,19.1,Julian Edelman
58,61,Mike Wallace,17.9,Mike Wallace
59,62,Brandin Cooks,18.8,Brandin Cooks
60,63,Doug Martin,13.7,Doug Martin
61,64,Martavis Bryant,17.6,Martavis Bryant
62,65,Delanie Walker,17.6,Delanie Walker
63,66,Martellus Bennett,18.6,Martellus Bennett
64,67,Gary Barnidge,19.5,Gary Barnidge
65,68,Darren McFadden,13.4,Darren McFadden
66,69,James Jones,17.4,James Jones
67,71,LeSean McCoy,14.3,LeSean McCoy
68,72,Lamar Miller,14.3,Lamar Miller
69,73,Allen Hurns,17.3,Allen Hurns
70,74,Greg Olsen,17.3,Greg Olsen
71,75,Mark Ingram,14.2,Mark Ingram
72,76,Duke Johnson,15.2,Duke Johnson Jr.
73,77,Allen Robinson,17.0,Allen Robinson
74,78,Jason Witten,17.0,Jason Witten
75,79,Anquan Boldin,16.9,Anquan Boldin
76,80,Marvin Jones,15.8,Marvin Jones
77,81,Brandon LaFell,16.8,Brandon LaFell
78,82,Marques Colston,16.7,Marques Colston
79,83,Pierre Garcon,16.7,Pierre Garcon
80,84,Austin Seferian-Jenkins,16.7,Austin Seferian-Jenkins
81,85,Travis Benjamin,15.6,Travis Benjamin
82,86,Jarvis Landry,16.5,Jarvis Landry
83,87,Jordan Reed,16.4,Jordan Reed
84,88,Latavius Murray,12.3,Latavius Murray
85,89,Michael Crabtree,15.3,Michael Crabtree
86,90,Antonio Andrews,13.3,Antonio Andrews
87,92,Shane Vereen,14.2,Shane Vereen
88,93,LeGarrette Blount,12.1,LeGarrette Blount
89,94,Frank Gore,12.0,Frank Gore
90,95,Rueben Randle,15.0,Rueben Randle
91,96,Sammy Watkins,15.0,Sammy Watkins
92,97,Richard Rodgers,15.0,Richard Rodgers
93,98,Julius Thomas,15.9,Julius Thomas
94,99,Donte Moncrief,14.8,Donte Moncrief
95,100,Jacob Tamme,14.7,Jacob Tamme
96,101,Rishard Matthews,14.5,Rishard Matthews
97,102,Jeremy Hill,12.4,Jeremy Hill
98,103,Davante Adams,14.4,Davante Adams
99,104,Ladarius Green,14.3,Ladarius Green
100,105,Antonio Gates,14.2,Antonio Gates
101,106,Charles Clay,14.9,Charles Clay
102,107,Matt Jones,13.2,Matt Jones
103,108,Steve Johnson,12.1,Stevie Johnson
104,109,Owen Daniels,12.1,Owen Daniels
105,110,Jonathan Stewart,9.6,Jonathan Stewart
106,111,Malcom Floyd,12.5,Malcom Floyd
107,113,Darren Sproles,12.1,Darren Sproles
108,114,DeAngelo Williams,7.6,DeAngelo Williams
109,115,Ryan Mathews,8.4,Ryan Mathews
110,116,Dexter McCluster,10.3,Dexter McCluster
111,117,Willie Snead,10.2,Willie Snead
112,118,Jordan Matthews,11.1,Jordan Matthews
113,119,Kyle Rudolph,11.9,Kyle Rudolph
114,120,Charles Sims,7.6,Charles Sims
115,121,Jamison Crowder,10.4,Jamison Crowder
116,122,Heath Miller,11.4,Heath Miller
117,123,Zach Ertz,10.3,Zach Ertz
118,124,Tavon Austin,8.2,Tavon Austin
119,125,Jordan Cameron,10.1,Jordan Cameron
120,126,Harry Douglas,9.0,Harry Douglas
121,127,Marqise Lee,8.9,Marqise Lee
122,128,Isaiah Crowell,6.8,Isaiah Crowell
123,129,Mohamed Sanu,8.7,Mohamed Sanu
124,130,Bilal Powell,6.7,Bilal Powell
125,131,Alfred Morris,5.7,Alfred Morris
126,132,Darrius Heyward-Bey,8.7,Darrius Heyward-Bey
127,134,Fozzy Whittaker,6.5,Fozzy Whittaker
128,135,Ted Ginn,7.5,Ted Ginn Jr.
129,136,Denard Robinson,5.4,Denard Robinson
130,137,DeSean Jackson,7.4,DeSean Jackson
131,138,Jeremy Kerley,8.4,Jeremy Kerley
132,139,Jared Cook,8.2,Jared Cook
133,140,Zac Stacy,6.1,Zac Stacy
134,141,C.J. Anderson,5.1,C.J. Anderson
135,142,Jarius Wright,7.1,Jarius Wright
136,143,James White,7.0,James White
137,144,Christine Michael,4.8,Christine Michael
138,145,Danny Amendola,7.8,Danny Amendola
139,146,Terrance Williams,6.8,Terrance Williams
140,147,Melvin Gordon,4.7,Melvin Gordon
141,148,Ty Montgomery,6.7,Ty Montgomery
142,149,Scott Chandler,6.7,Scott Chandler
143,150,Roy Helu,5.7,Roy Helu Jr.
144,151,Kenny Britt,5.6,Kenny Britt
145,152,Robert Woods,7.6,Robert Woods
146,153,Charles Johnson,6.6,Charles Johnson
147,155,Kenny Stills,6.6,Kenny Stills
148,156,Stevan Ridley,4.5,Stevan Ridley
149,157,Cordarrelle Patterson,5.5,Cordarrelle Patterson
150,158,Bobby Rainey,5.4,Bobby Rainey
151,159,Tre Mason,4.4,Tre Mason
152,160,Brandon Coleman,6.4,Brandon Coleman
153,161,Vernon Davis,6.4,Vernon Davis
154,162,Greg Jennings,7.3,Greg Jennings
155,163,Josh Huff,6.3,Josh Huff
156,164,Clay Harbor,7.3,Clay Harbor
157,165,Brian Quick,6.2,Brian Quick
158,166,Corey Brown,6.2,Corey Brown
159,167,Marcedes Lewis,6.2,Marcedes Lewis
160,168,Torrey Smith,5.1,Torrey Smith
161,169,Rashad Jennings,4.0,Rashad Jennings
162,170,Andre Roberts,5.0,Andre Roberts
163,171,Mychal Rivera,6.0,Mychal Rivera
164,172,Andre Williams,3.9,Andre Williams
165,173,Andre Caldwell,4.9,Andre Caldwell
166,174,Justin Hunter,4.9,Justin Hunter
167,176,Dorial Green-Beckham,4.9,Dorial Green-Beckham
168,177,Robert Turbin,3.8,Robert Turbin
169,178,Coby Fleener,5.8,Coby Fleener
170,179,Stedman Bailey,5.7,Stedman Bailey
171,180,Jeff Cumberland,5.7,Jeff Cumberland
172,181,Mike Tolbert,4.7,Mike Tolbert
173,182,Toby Gerhart,3.6,Toby Gerhart
174,183,Aaron Dobson,4.6,Aaron Dobson
175,184,Devin Funchess,4.6,Devin Funchess
176,185,Matt Asiata,3.5,Matt Asiata
177,186,Jonas Gray,2.5,Jonas Gray
178,187,Dwayne Allen,4.5,Dwayne Allen
179,188,Gavin Escobar,4.5,Gavin Escobar
180,189,Dan Herron,3.4,Daniel Herron
181,190,Ka'Deem Carey,3.4,Ka'Deem Carey
182,191,Andre Johnson,4.4,Andre Johnson
183,192,Cole Beasley,4.4,Cole Beasley
184,193,Nelson Agholor,4.4,Nelson Agholor
185,194,Brandon Bolden,3.3,Brandon Bolden
186,195,Anthony Fasano,4.3,Anthony Fasano
187,197,Jerick McKinnon,3.2,Jerick McKinnon
188,198,Jerricho Cotchery,4.2,Jerricho Cotchery
189,199,Bryan Walters,4.2,Bryan Walters
190,200,Virgil Green,4.2,Virgil Green
191,201,Benny Cunningham,5.2,Benny Cunningham
192,202,Roddy White,4.1,Roddy White
193,203,Marquess Wilson,4.1,Marquess Wilson
194,204,Chris Thompson,4.0,Chris Thompson
195,205,Tevin Coleman,3.0,Tevin Coleman
196,206,Terron Ward,2.9,Terron Ward
197,207,James Starks,2.9,James Starks
198,208,Markus Wheaton,2.9,Markus Wheaton
199,209,Ed Dickson,3.9,Ed Dickson
200,210,Josh Robinson,2.8,Josh Robinson
201,211,Rod Streater,2.8,Rod Streater
202,212,Taylor Gabriel,3.8,Taylor Gabriel
203,213,Kevin White,3.8,NaN
204,214,Jay Ajayi,2.7,NaN
205,215,Dontrelle Inman,3.7,Dontrelle Inman
206,216,Orleans Darkwa,1.6,Orleans Darkwa
207,218,Cameron Artis-Payne,2.6,Cameron Artis-Payne
208,219,Riley Cooper,2.6,Riley Cooper
209,220,Andre Holmes,2.6,Andre Holmes
210,221,Devin Smith,2.6,Devin Smith
211,222,Benjamin Watson,3.6,Benjamin Watson
212,223,Chris Gragg,3.6,Chris Gragg
213,224,Bishop Sankey,2.5,Bishop Sankey
214,225,Miles Austin,2.5,Miles Austin
215,226,Bruce Ellington,2.5,Bruce Ellington
216,227,Damien Williams,2.4,Damien Williams
217,228,Dwayne Harris,2.4,Dwayne Harris
218,229,Chris Hogan,2.4,Chris Hogan
219,230,Karlos Williams,1.3,Karlos Williams
220,231,Brent Celek,2.3,Brent Celek
221,232,Derek Carrier,3.3,Derek Carrier
222,233,Garrett Celek,3.3,Garrett Celek
223,234,Brandon Myers,3.2,Brandon Myers
224,235,Marcel Reece,2.0,Marcel Reece
225,236,Jeff Janis,1.9,Jeff Janis
226,237,Cody Latimer,1.8,Cody Latimer
227,239,Sammie Coates,1.8,Sammie Coates
228,240,Justin Hardy,1.8,Justin Hardy
229,241,Zach Miller,1.8,Zach Miller
230,242,Chase Ford,1.8,Chase Ford
231,243,Dwayne Bowe,1.7,Dwayne Bowe
232,244,Ryan Grant,1.7,Ryan Grant
233,245,Lance Kendricks,1.7,Lance Kendricks
234,246,Dion Sims,1.7,Dion Sims
235,247,Josh Hill,1.7,Josh Hill
236,248,Tyler Kroft,1.7,Tyler Kroft
237,249,Clive Walford,1.7,Clive Walford
238,250,MyCole Pruitt,1.7,MyCole Pruitt
239,251,Juwan Thompson,0.6,Juwan Thompson
240,252,Jake Stoneburner,1.6,Jake Stoneburner
241,253,Kennard Backman,1.6,Kennard Backman
242,254,Anthony Dixon,0.5,NaN
243,255,Bernard Pierce,0.5,Bernard Pierce
244,256,John Kuhn,0.4,John Kuhn
