,Unnamed: 0,player,fire,dk_name
0,0,Tom Brady ,28.4122,Tom Brady
1,1,Devonta Freeman ,23.395,Devonta Freeman
2,2,Antonio Brown ,26.1744,Antonio Brown
3,3,Julio Jones ,21.513,Julio Jones
4,4,Julian Edelman ,21.028,Julian Edelman
5,5,Philip Rivers ,24.9108,Philip Rivers
6,6,A.J. Green ,20.529,A.J. Green
7,7,Odell Beckham ,20.244,Odell Beckham Jr.
8,8,Matt Ryan ,24.0656,Matt Ryan
9,9,Andy Dalton ,21.1398,Andy Dalton
10,10,Aaron Rodgers ,21.0494,Aaron Rodgers
11,11,Ben Roethlisberger ,20.6694,Ben Roethlisberger
12,12,Brandon Marshall ,19.288,Brandon Marshall
13,13,Cam Newton ,20.3452,Cam Newton
14,14,Drew Brees ,23.6084,Drew Brees
15,15,Eli Manning ,19.7394,Eli Manning
16,16,Demaryius Thomas ,18.61,Demaryius Thomas
17,17,Alshon Jeffery ,18.146,Alshon Jeffery
18,18,Todd Gurley ,18.211,Todd Gurley
19,19,Rob Gronkowski ,17.457,Rob Gronkowski
20,20,Tyrod Taylor ,18.3774,Tyrod Taylor
21,21,Jarvis Landry ,17.659,Jarvis Landry
22,22,Peyton Manning ,18.5016,Peyton Manning
23,23,Derek Carr ,18.626,Derek Carr
24,24,Jameis Winston ,18.1308,Jameis Winston
25,25,Mark Ingram ,17.284,Mark Ingram
26,26,Marcus Mariota ,17.9652,Marcus Mariota
27,27,Ryan Fitzpatrick ,17.784,Ryan Fitzpatrick
28,28,Chris Ivory ,17.018,Chris Ivory
29,29,Antonio Gates ,16.424,Antonio Gates
30,30,Lamar Miller ,16.276,Lamar Miller
31,31,Emmanuel Sanders ,16.2,Emmanuel Sanders
32,32,Lesean McCoy ,16.308,LeSean McCoy
33,33,DeAngelo Williams ,16.281,DeAngelo Williams
34,34,Dez Bryant ,16.2066,Dez Bryant
35,35,Doug Martin ,16.139,Doug Martin
36,36,Jay Cutler ,17.1092,Jay Cutler
37,37,Darren McFadden ,15.896,Darren McFadden
38,38,Dion Lewis ,15.3394,Dion Lewis
39,39,Jonathan Stewart ,15.169,Jonathan Stewart
40,40,Amari Cooper ,15.231,Amari Cooper
41,41,Steve Johnson ,15.146,Stevie Johnson
42,42,Eddie Lacy ,15.3248,Eddie Lacy
43,43,Gary Barnidge ,15.007,Gary Barnidge
44,44,Kirk Cousins ,15.7376,Kirk Cousins
45,45,Adrian Peterson ,14.963,Adrian Peterson
46,46,Sammy Watkins ,14.79,Sammy Watkins
47,47,Mike Evans ,14.758,Mike Evans
48,48,T.Y. Hilton ,14.592,T.Y. Hilton
49,49,Randall Cobb ,14.704,Randall Cobb
50,50,Allen Robinson ,14.514,Allen Robinson
51,51,Johnny Manziel ,16.0678,Johnny Manziel
52,52,DeSean Jackson ,14.4968,DeSean Jackson
53,53,Stefon Diggs ,14.435,Stefon Diggs
54,54,Eric Decker ,14.058,Eric Decker
55,55,Jeremy Langford ,14.348,Jeremy Langford
56,56,Travis Benjamin ,13.997,Travis Benjamin
57,57,Sam Bradford ,15.3956,Sam Bradford
