,Unnamed: 0,player,fire,dk_name
58,58,DeMarco Murray ,14.0312,DeMarco Murray
59,59,Tyler Eifert ,13.664,Tyler Eifert
60,60,Andrew Luck ,15.6148,Andrew Luck
61,61,Giovani Bernard ,13.5,Giovani Bernard
62,62,Latavius Murray ,13.749,Latavius Murray
63,63,Jeremy Hill ,13.277,Jeremy Hill
64,64,Greg Olsen ,13.107,Greg Olsen
65,65,Danny Woodhead ,13.105,Danny Woodhead
66,66,Benjamin Watson ,12.981,Benjamin Watson
67,67,Antonio Andrews ,12.8976,Antonio Andrews
68,68,Jordan Matthews ,12.7546,Jordan Matthews
69,69,Frank Gore ,12.579,Frank Gore
70,70,Blake Bortles ,13.6738,Blake Bortles
71,71,Michael Crabtree ,12.009,Michael Crabtree
72,72,Delanie Walker ,11.98,Delanie Walker
73,73,Anquan Boldin ,11.95,Anquan Boldin
74,74,LeGarrette Blount ,11.829,LeGarrette Blount
75,75,Martellus Bennett ,11.671,Martellus Bennett
76,76,Melvin Gordon ,11.992,Melvin Gordon
77,77,Donte Moncrief ,11.605,Donte Moncrief
78,78,T.J. Yeldon ,11.989,T.J. Yeldon
79,79,Tavon Austin ,11.5096,Tavon Austin
80,80,Brandon LaFell ,11.669,Brandon LaFell
81,81,Ronnie Hillman ,11.636,Ronnie Hillman
82,82,Malcom Floyd ,11.251,Malcom Floyd
83,83,Jordan Reed ,11.349,Jordan Reed
84,84,Willie Snead ,11.123,Willie Snead
85,85,Heath Miller ,11.044,Heath Miller
86,86,Martavis Bryant ,10.944,Martavis Bryant
87,87,Ryan Tannehill ,12.4308,Ryan Tannehill
88,88,Ted Ginn Jr. ,10.611,Ted Ginn Jr.
89,89,Julius Thomas ,10.687,Julius Thomas
90,90,Teddy Bridgewater ,12.057,Teddy Bridgewater
91,91,Rueben Randle ,10.451,Rueben Randle
92,92,James Jones ,10.403,James Jones
93,93,Kendall Gaskins ,10.504,Kendall Gaskins
94,94,Blaine Gabbert ,11.4896,Blaine Gabbert
95,95,Allen Hurns ,10.091,Allen Hurns
96,96,Charles Clay ,10.018,Charles Clay
97,97,Brandin Cooks ,10.044,Brandin Cooks
98,98,Pierre Garcon ,9.744,Pierre Garcon
99,99,Jason Witten ,9.727,Jason Witten
100,100,Nick Foles ,10.9864,Nick Foles
101,101,Rashad Jennings ,9.423,Rashad Jennings
102,102,Rishard Matthews ,9.184,Rishard Matthews
103,103,Jamison Crowder ,9.1,Jamison Crowder
104,104,Zach Ertz ,9.126,Zach Ertz
105,105,Jacob Tamme ,9.132,Jacob Tamme
106,106,Charles Sims ,9.01,Charles Sims
107,107,Jordan Cameron ,8.877,Jordan Cameron
108,108,Duke Johnson ,9.024,Duke Johnson Jr.
109,109,Marvin Jones ,8.682,Marvin Jones
110,110,Marquess Wilson ,8.492,Marquess Wilson
111,111,Matt Cassel ,10.4206,Matt Cassel
112,112,Robert Woods ,8.113,Robert Woods
113,113,Justin Hardy ,8.064,Justin Hardy
114,114,Vernon Davis ,8.004,Vernon Davis
115,115,Chris Thompson ,7.903,Chris Thompson
116,116,Coby Fleener ,7.913,Coby Fleener
117,117,Isaiah Crowell ,7.965,Isaiah Crowell
118,118,Dexter McCluster ,7.611,Dexter McCluster
119,119,Terrance Williams ,7.597,Terrance Williams
120,120,Justin Hunter ,7.463,Justin Hunter
121,121,Donteea Dye ,7.365,Donteea Dye
122,122,Torrey Smith ,7.278,Torrey Smith
123,123,Kyle Rudolph ,7.467,Kyle Rudolph
124,124,Richard Rodgers ,7.449,Richard Rodgers
125,125,Austin Seferian-Jenkins ,7.243,Austin Seferian-Jenkins
126,126,Mohamed Sanu ,7.189,Mohamed Sanu
127,127,Kenny Britt ,7.146,Kenny Britt
128,128,Philly Brown ,7.0768,NaN
129,129,Shane Vereen ,7.109,Shane Vereen
130,130,Matt Jones ,7.1914,Matt Jones
131,131,Mike Wallace ,7.028,Mike Wallace
132,132,Ryan Mathews ,7.054,Ryan Mathews
133,133,Danny Amendola ,6.864,Danny Amendola
134,134,Garrett Celek ,6.691,Garrett Celek
135,135,James Starks ,6.644,James Starks
136,136,Karlos Williams ,6.648,Karlos Williams
137,137,Dorial Green-Beckham ,6.558,Dorial Green-Beckham
138,138,Dontrelle Inman ,6.455,Dontrelle Inman
139,139,Davante Adams ,6.405,Davante Adams
140,140,Will Tye ,6.258,Will Tye
141,141,Alfred Morris ,6.505,Alfred Morris
142,142,Marques Colston ,6.06,Marques Colston
143,143,Darren Sproles ,6.037,Darren Sproles
144,144,Jared Cook ,5.958,Jared Cook
145,145,C.J. Spiller ,5.2714,C.J. Spiller
146,146,Stevan Ridley ,5.2948,Stevan Ridley
147,147,Tre Mason ,5.218,Tre Mason
148,148,Mike Tolbert ,4.946,Mike Tolbert
149,149,Ryan Grant ,4.928,Ryan Grant
150,150,Roddy White ,4.954,Roddy White
151,151,Orleans Darkwa ,4.964,Orleans Darkwa
152,152,Quinton Patton ,4.818,Quinton Patton
153,153,C.J. Anderson ,5.006,C.J. Anderson
154,154,Nelson Agholor ,4.7704,Nelson Agholor
155,155,Jeremy Kerley ,4.7,Jeremy Kerley
156,156,Andre Johnson ,4.724,Andre Johnson
157,157,Christine Michael ,4.729,Christine Michael
158,158,Josh Huff ,4.648,Josh Huff
159,159,Anthony Fasano ,4.587,Anthony Fasano
160,160,Robert Turbin ,4.719,Robert Turbin
161,161,Jerricho Cotchery ,4.452,Jerricho Cotchery
162,162,Dwayne Harris ,4.417,Dwayne Harris
163,163,Markus Wheaton ,4.389,Markus Wheaton
164,164,Nick Williams ,4.321,Nick Williams
165,165,Taylor Gabriel ,4.307,Taylor Gabriel
166,166,Chris Hogan ,4.208,Chris Hogan
167,167,Ahmad Bradshaw ,4.284,Ahmad Bradshaw
168,168,Pierre Thomas ,4.262,NaN
169,169,Mychal Rivera ,4.207,Mychal Rivera
170,170,Bennie Fowler ,3.958,Bennie Fowler
171,171,Brian Quick ,3.899,Brian Quick
172,172,Cole Beasley ,3.871,Cole Beasley
173,173,Kenny Stills ,3.802,Kenny Stills
174,174,Scott Chandler ,3.676,Scott Chandler
175,175,Clive Walford ,3.669,Clive Walford
176,176,Jarius Wright ,3.5916,Jarius Wright
177,177,Andre Caldwell ,3.392,Andre Caldwell
178,178,Andre Holmes ,3.38,Andre Holmes
179,179,Andre Williams ,3.273,Andre Williams
180,180,Tevin Coleman ,3.269,Tevin Coleman
181,181,Ed Dickson ,3.281,Ed Dickson
182,182,Lance Kendricks ,3.05,Lance Kendricks
183,183,Riley Cooper ,3.012,Riley Cooper
184,184,Brandon Tate ,3.0008,Brandon Tate
185,185,Stedman Bailey ,3.011,Stedman Bailey
186,186,Taiwan Jones ,3.005,Taiwan Jones
187,187,Brandon Coleman ,2.973,Brandon Coleman
188,188,Owen Daniels ,2.94,Owen Daniels
189,189,Aaron Dobson ,2.924,Aaron Dobson
190,190,Chris Gragg ,2.921,Chris Gragg
191,191,Brandon Myers ,2.902,Brandon Myers
192,192,Josh Hill ,2.908,Josh Hill
193,193,Dion Sims ,2.826,Dion Sims
194,194,Keshawn Martin ,2.8226,Keshawn Martin
195,195,Derek Carrier ,2.813,Derek Carrier
196,196,Charles Johnson ,2.813,Charles Johnson
197,197,Miles Austin ,2.785,Miles Austin
198,198,Zac Stacy ,2.767,Zac Stacy
199,199,Harry Douglas ,2.6,Harry Douglas
200,200,Dwayne Allen ,2.526,Dwayne Allen
201,201,Greg Jennings ,2.571,Greg Jennings
202,202,Cameron Brate ,2.442,Cameron Brate
203,203,Bishop Sankey ,2.4,Bishop Sankey
204,204,Brent Celek ,2.377,Brent Celek
205,205,Jonas Gray ,2.3394,Jonas Gray
206,206,Denard Robinson ,2.346,Denard Robinson
207,207,Ka'Deem Carey ,2.254,Ka'Deem Carey
208,208,Antone Smith ,2.254,Antone Smith
209,209,Devin Street ,2.229,Devin Street
210,210,Terron Ward ,2.224,Terron Ward
211,211,Tony Moeaki ,2.116,Tony Moeaki
212,212,Damien Williams ,2.069,Damien Williams
213,213,Craig Stevens ,1.948,Craig Stevens
214,214,Dwayne Bowe ,1.939,Dwayne Bowe
215,215,Vance McDonald ,1.962,Vance McDonald
216,216,Kellen Davis ,1.852,Kellen Davis
217,217,Jay Ajayi ,1.849,NaN
218,218,Marcel Reece ,1.799,Marcel Reece
219,219,Dan Herron ,1.777,Daniel Herron
220,220,Jerick McKinnon ,1.7672,Jerick McKinnon
221,221,Colin Kaepernick ,1.7962,Colin Kaepernick
222,222,Tim Hightower ,1.598,NaN
223,223,Anthony Dixon ,1.562,NaN
224,224,Cedric Peerman ,1.519,Cedric Peerman
225,225,Benny Cunningham ,1.487,Benny Cunningham
226,226,Levine Toilolo ,1.452,Levine Toilolo
227,227,John Kuhn ,1.439,John Kuhn
228,228,Bobby Rainey ,1.4184,Bobby Rainey
229,229,Sammie Coates ,1.384,Sammie Coates
230,230,Marcedes Lewis ,1.423,Marcedes Lewis
231,231,Bryan Walters ,1.358,Bryan Walters
232,232,Michael Hoomanawanui ,1.391,Michael Hoomanawanui
233,233,Devin Funchess ,1.352,Devin Funchess
234,234,Gavin Escobar ,1.315,Gavin Escobar
235,235,Matt Asiata ,1.3032,Matt Asiata
236,236,Bruce Miller ,1.203,Bruce Miller
237,237,Juwan Thompson ,1.198,Juwan Thompson
238,238,Geno Smith ,1.2352,Geno Smith
239,239,Virgil Green ,1.097,Virgil Green
240,240,Jeff Cumberland ,1.086,Jeff Cumberland
241,241,Jacoby Jones ,1.09,Jacoby Jones
242,242,Brandon Bolden ,1.08,Brandon Bolden
243,243,Cameron Meredith ,1.078,Cameron Meredith
244,244,Phillip Supernaw ,1.074,Phillip Supernaw
245,245,Jake Stoneburner ,1.05,Jake Stoneburner
246,246,Malcolm Johnson ,1.074,Malcolm Johnson
247,247,Senorise Perry ,1.008,NaN
248,248,Matt Spaeth ,1.027,Matt Spaeth
249,249,Fozzy Whittaker ,1.051,Fozzy Whittaker
250,250,James White ,1.009,James White
251,254,Case Keenum ,1.0194,Case Keenum
