,Unnamed: 0,player,fftoday,dk_name
175,189,Austin Seferian-Jenkins,8.5,Austin Seferian-Jenkins
176,190,Jason Witten,8.5,Jason Witten
177,191,Jordan Cameron,8.0,Jordan Cameron
178,192,Jacob Tamme,8.0,Jacob Tamme
179,193,Jared Cook,7.5,Jared Cook
180,194,Owen Daniels,6.5,Owen Daniels
181,195,Coby Fleener,6.5,Coby Fleener
182,196,Richard Rodgers,6.5,Richard Rodgers
183,197,Garrett Celek,6.0,Garrett Celek
184,198,Will Tye,6.0,Will Tye
185,199,Dwayne Allen,4.5,Dwayne Allen
186,200,Vernon Davis,4.0,Vernon Davis
187,201,Chris Gragg,4.0,Chris Gragg
188,202,Brandon Myers,4.0,Brandon Myers
189,203,Mychal Rivera,4.0,Mychal Rivera
190,204,Kyle Rudolph,4.0,Kyle Rudolph
191,205,Brent Celek,2.0,Brent Celek
192,206,Scott Chandler,2.0,Scott Chandler
193,207,Ed Dickson,2.0,Ed Dickson
194,208,Gavin Escobar,2.0,Gavin Escobar
195,209,Josh Hill,2.0,Josh Hill
196,210,Lance Kendricks,2.0,Lance Kendricks
197,211,Clive Walford,2.0,Clive Walford
198,212,Jeff Cumberland,1.5,Jeff Cumberland
