Name,Position,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Ryan Fitzpatrick,QB,5200,Jax@NYJ 01:00PM ET,16.446,NYJ,19.0,7.16,18.52,8.16,17.574,17.58,17.784,15.1111428571,19.0,7.16,11.84,0.783527765698
Jason Witten,TE,5200,Phi@Dal 08:30PM ET,12.143,Dal,8.5,18.0,10.12,17.0,9.82,13.92,9.727,12.441,18.0,8.5,9.5,0.76360421188
Travis Benjamin,WR,5200,Cle@Cin 08:25PM ET,16.513,Cle,13.5,17.0,8.54,15.6,12.1,11.22,13.997,13.1367142857,17.0,8.54,8.46,0.643996650608
Jeremy Hill,RB,5200,Cle@Cin 08:25PM ET,10.386,Cin,14.5,13.1,14.39,12.4,15.0,12.72,13.277,13.6267142857,15.0,12.4,2.6,0.190801681571
Jameis Winston,QB,5200,NYG@TB 04:05PM ET,17.289,TB,14.3,14.48,15.89,16.48,16.91,19.964,18.1308,16.5935428571,19.964,14.3,5.664,0.341337594314
Nick Foles,QB,5100,StL@Min 01:00PM ET,11.886,StL,11.4,18.34,11.84,19.34,11.44,14.664,10.9864,14.0014857143,19.34,10.9864,8.3536,0.596622399256
Kirk Cousins,QB,5100,Was@NE 01:00PM ET,16.883,Was,17.6,10.28,12.58,11.28,15.382,14.384,15.7376,13.8919428571,17.6,10.28,7.32,0.52692413691
Kendall Wright,WR,5100,Ten@NO 01:00PM ET,12.2,Ten,,,,,,,,,,,,
EJ Manuel,QB,5100,Mia@Buf 01:00PM ET,10.56,Buf,,,,,,,,,,,,
Zach Mettenberger,QB,5100,Ten@NO 01:00PM ET,4.185,Ten,,,,,,,,,,,,
Geno Smith,QB,5100,Jax@NYJ 01:00PM ET,21.0,NYJ,,12.48,,13.48,,,1.2352,9.06506666667,13.48,1.2352,12.2448,1.35076778255
Teddy Bridgewater,QB,5100,StL@Min 01:00PM ET,13.52,Min,13.2,17.3,14.72,18.3,12.686,17.104,12.057,15.0524285714,18.3,12.057,6.243,0.414750348781
Matt Hasselbeck,QB,5000,Den@Ind 04:25PM ET,15.8,Ind,,,,,,,,,,,,
Mike Vick,QB,5000,Oak@Pit 01:00PM ET,6.348,Pit,,,,,,,,,,,,
Josh McCown,QB,5000,Cle@Cin 08:25PM ET,19.64,Cle,,,,,,,,,,,,
Matt Cassel,QB,5000,Phi@Dal 08:30PM ET,6.22,Dal,11.6,16.72,12.09,15.72,13.312,16.952,10.4206,13.8306571429,16.952,10.4206,6.5314,0.472240757076
Charlie Whitehurst,QB,5000,Ten@NO 01:00PM ET,0.0,Ten,,,,,,,,,,,,
Derek Anderson,QB,5000,GB@Car 01:00PM ET,0.0,Car,,,,,,,,,,,,
Kellen Clemens,QB,5000,Chi@SD 08:30PM ET,6.52,SD,,,,,,,,,,,,
Shaun Hill,QB,5000,StL@Min 01:00PM ET,0.0,Min,,,,,,,,,,,,
Matt Moore,QB,5000,Mia@Buf 01:00PM ET,0.36,Mia,,,,,,,,,,,,
Luke McCown,QB,5000,Ten@NO 01:00PM ET,1.925,NO,,,,,,,,,,,,
Chad Henne,QB,5000,Jax@NYJ 01:00PM ET,0.0,Jax,,,,,,,,,,,,
Josh Johnson,QB,5000,Mia@Buf 01:00PM ET,0.0,Buf,,,,,,,,,,,,
Joe Webb,QB,5000,GB@Car 01:00PM ET,0.0,Car,,,,,,,,,,,,
Mark Sanchez,QB,5000,Phi@Dal 08:30PM ET,0.0,Phi,,,,,,,,,,,,
Colt McCoy,QB,5000,Was@NE 01:00PM ET,0.0,Was,,1.66,,1.66,,,,1.66,1.66,1.66,0.0,0.0
Colin Kaepernick,QB,5000,Atl@SF 04:05PM ET,15.275,SF,,,,,,,1.7962,1.7962,1.7962,1.7962,0.0,0.0
Scott Tolzien,QB,5000,GB@Car 01:00PM ET,0.0,GB,,,,,,,,,,,,
Thaddeus Lewis,QB,5000,Phi@Dal 08:30PM ET,0.0,Phi,,,,,,,,,,,,
Case Keenum,QB,5000,StL@Min 01:00PM ET,0.0,StL,,,,,,,1.0194,1.0194,1.0194,1.0194,0.0,0.0
Jimmy Clausen,QB,5000,Chi@SD 08:30PM ET,3.58,Chi,,,,,,,,,,,,
Kellen Moore,QB,5000,Phi@Dal 08:30PM ET,0.0,Dal,,,,,,,,,,,,
Brandon Weeden,QB,5000,Phi@Dal 08:30PM ET,9.63,Dal,,,,,,,,,,,,
Pierre Garcon,WR,5000,Was@NE 01:00PM ET,12.857,Was,10.5,17.4,11.91,16.7,13.07,10.65,9.744,12.8534285714,17.4,9.744,7.656,0.59563874008
Austin Davis,QB,5000,Cle@Cin 08:25PM ET,0.0,Cle,,,,,,,,,,,,
Landry Jones,QB,5000,Oak@Pit 01:00PM ET,11.89,Pit,,,,,,,,,,,,
Robert Griffin III,QB,5000,Was@NE 01:00PM ET,0.0,Was,,,,,,,,,,,,
Blaine Gabbert,QB,5000,Atl@SF 04:05PM ET,0.0,SF,11.6,18.48,13.11,20.48,14.018,13.562,11.4896,14.6770857143,20.48,11.4896,8.9904,0.612546671391
Sean Renfree,QB,5000,Atl@SF 04:05PM ET,-0.4,Atl,,,,,,,,,,,,
Mike Glennon,QB,5000,NYG@TB 04:05PM ET,0.0,TB,,,,,,,,,,,,
Ryan Nassib,QB,5000,NYG@TB 04:05PM ET,0.0,NYG,,,,,,,,,,,,
Ryan Griffin,QB,5000,NYG@TB 04:05PM ET,0.0,TB,,,,,,,,,,,,
Matt McGloin,QB,5000,Oak@Pit 01:00PM ET,11.68,Oak,,,,,,,,,,,,
Brock Osweiler,QB,5000,Den@Ind 04:25PM ET,0.0,Den,,,,,,,,,,,,
Bryce Petty,QB,5000,Jax@NYJ 01:00PM ET,0.0,NYJ,,,,,,,,,,,,
AJ McCarron,QB,5000,Cle@Cin 08:25PM ET,0.0,Cin,,,,,,,,,,,,
Lamar Miller,RB,5000,Mia@Buf 01:00PM ET,15.8,Mia,19.5,13.4,13.5,14.3,14.13,15.89,16.276,15.2851428571,19.5,13.4,6.1,0.399080339452
Garrett Grayson,QB,5000,Ten@NO 01:00PM ET,0.0,NO,,,,,,,,,,,,
Trevor Siemian,QB,5000,Den@Ind 04:25PM ET,0.0,Den,,,,,,,,,,,,
Jimmy Garoppolo,QB,5000,Was@NE 01:00PM ET,-0.133,NE,,,,,,,,,,,,
Tyler Murphy,QB,5000,Oak@Pit 01:00PM ET,1.3,Pit,,,,,,,,,,,,
Sean Mannion,QB,5000,StL@Min 01:00PM ET,0.0,StL,,,,,,,,,,,,
Brett Hundley,QB,5000,GB@Car 01:00PM ET,0.0,GB,,,,,,,,,,,,
Johnny Manziel,QB,5000,Cle@Cin 08:25PM ET,7.23,Cle,14.2,,12.83,,16.932,12.258,16.0678,14.45756,16.932,12.258,4.674,0.323291067096
Taylor Heinicke,QB,5000,StL@Min 01:00PM ET,0.0,Min,,,,,,,,,,,,
Sammy Watkins,WR,5000,Mia@Buf 01:00PM ET,9.425,Buf,10.5,15.8,9.34,15.0,12.92,13.12,14.79,13.0671428571,15.8,9.34,6.46,0.494369738712
Martellus Bennett,TE,4900,Chi@SD 08:30PM ET,11.629,Chi,18.0,19.2,12.41,18.6,12.19,11.53,11.671,14.8001428571,19.2,11.53,7.67,0.518238240944
Michael Crabtree,WR,4900,Oak@Pit 01:00PM ET,16.043,Oak,18.5,16.6,12.01,15.3,15.74,15.16,12.009,15.0455714286,18.5,12.009,6.491,0.431422630295
Frank Gore,RB,4800,Den@Ind 04:25PM ET,12.275,Ind,10.0,11.9,10.25,12.0,13.18,11.52,12.579,11.6327142857,13.18,10.0,3.18,0.273366982279
Gary Barnidge,TE,4800,Cle@Cin 08:25PM ET,17.713,Cle,18.0,19.0,10.8,19.5,12.21,10.06,15.007,14.9395714286,19.5,10.06,9.44,0.631878902627
Danny Woodhead,RB,4800,Chi@SD 08:30PM ET,15.875,SD,13.0,20.1,14.58,18.3,13.94,13.4,13.105,15.2035714286,20.1,13.0,7.1,0.466995536763
LeGarrette Blount,RB,4800,Was@NE 01:00PM ET,11.25,NE,13.0,11.3,14.57,12.1,12.43,12.88,11.829,12.587,14.57,11.3,3.27,0.259791848733
Tavon Austin,WR,4800,StL@Min 01:00PM ET,15.371,StL,16.0,7.9,7.47,8.2,10.54,8.85,11.5096,10.0670857143,16.0,7.47,8.53,0.847315721957
Giovani Bernard,RB,4800,Cle@Cin 08:25PM ET,13.286,Cin,9.0,17.0,12.56,17.2,13.15,17.42,13.5,14.2614285714,17.42,9.0,8.42,0.590403686267
Willie Snead,WR,4800,Ten@NO 01:00PM ET,13.513,NO,19.0,12.4,12.85,10.2,11.74,9.29,11.123,12.3718571429,19.0,9.29,9.71,0.784845790562
T.J. Yeldon,RB,4800,Jax@NYJ 01:00PM ET,13.8,Jax,10.5,15.4,11.12,15.9,10.91,11.48,11.989,12.4712857143,15.9,10.5,5.4,0.432994650569
Vincent Jackson,WR,4700,NYG@TB 04:05PM ET,11.65,TB,,,,,,,,,,,,
Antonio Gates,TE,4700,Chi@SD 08:30PM ET,19.433,SD,20.0,14.4,13.79,14.2,13.77,13.68,16.424,15.1805714286,20.0,13.68,6.32,0.416321614093
Ronnie Hillman,RB,4600,Den@Ind 04:25PM ET,10.929,Den,16.0,15.9,12.54,15.5,13.07,15.3,11.636,14.278,16.0,11.636,4.364,0.305645048326
Jordan Reed,TE,4500,Was@NE 01:00PM ET,17.4,Was,17.0,16.8,12.06,16.4,12.83,10.68,11.349,13.8741428571,17.0,10.68,6.32,0.455523635952
Rishard Matthews,WR,4500,Mia@Buf 01:00PM ET,16.143,Mia,18.5,15.0,8.9,14.5,11.94,11.82,9.184,12.8348571429,18.5,8.9,9.6,0.747963136103
Shane Vereen,RB,4400,NYG@TB 04:05PM ET,10.75,NYG,10.0,14.0,11.09,14.2,9.41,8.46,7.109,10.6098571429,14.2,7.109,7.091,0.668340761287
Darren McFadden,RB,4300,Phi@Dal 08:30PM ET,12.229,Dal,19.0,14.1,11.55,13.4,16.94,19.04,15.896,15.7037142857,19.04,11.55,7.49,0.47695722577
Jonathan Stewart,RB,4300,GB@Car 01:00PM ET,11.514,Car,15.0,8.9,11.44,9.6,12.96,15.95,15.169,12.717,15.95,8.9,7.05,0.554376032083
Marvin Jones,WR,4300,Cle@Cin 08:25PM ET,11.2,Cin,8.0,17.6,10.41,15.8,10.39,9.72,8.682,11.5145714286,17.6,8.0,9.6,0.833726210268
Anquan Boldin,WR,4200,Atl@SF 04:05PM ET,12.314,SF,,17.8,,16.9,,14.97,11.95,15.405,17.8,11.95,5.85,0.379746835443
Delanie Walker,TE,4200,Ten@NO 01:00PM ET,12.85,Ten,18.5,19.2,8.22,17.6,12.11,9.63,11.98,13.8914285714,19.2,8.22,10.98,0.790415466886
James Starks,RB,4200,GB@Car 01:00PM ET,9.271,GB,6.0,2.4,7.2,2.9,7.11,5.05,6.644,5.32914285714,7.2,2.4,4.8,0.900707698906
Charles Clay,TE,4200,Mia@Buf 01:00PM ET,12.0,Buf,14.5,13.8,9.47,14.9,9.78,10.92,10.018,11.9125714286,14.9,9.47,5.43,0.455820981436
Carlos Hyde,RB,4200,Atl@SF 04:05PM ET,12.043,SF,,,,,,,,,,,,
Julius Thomas,TE,4200,Jax@NYJ 01:00PM ET,8.733,Jax,16.5,15.8,9.37,15.9,10.43,6.78,10.687,12.2095714286,16.5,6.78,9.72,0.796096739092
Mike Wallace,WR,4100,StL@Min 01:00PM ET,8.743,Min,7.0,19.6,10.04,17.9,8.71,13.32,7.028,11.9425714286,19.6,7.0,12.6,1.05504916386
Terrance Williams,WR,4100,Phi@Dal 08:30PM ET,9.043,Dal,8.0,7.6,9.14,6.8,7.82,12.07,7.597,8.43242857143,12.07,6.8,5.27,0.624968234876
Rueben Randle,WR,4100,NYG@TB 04:05PM ET,10.55,NYG,9.0,16.0,10.73,15.0,11.11,13.43,10.451,12.2458571429,16.0,9.0,7.0,0.571621889619
C.J. Anderson,RB,4100,Den@Ind 04:25PM ET,8.8,Den,7.5,5.0,9.58,5.1,9.14,11.16,5.006,7.498,11.16,5.0,6.16,0.821552413977
Andre Johnson,WR,4000,Den@Ind 04:25PM ET,8.85,Ind,7.5,4.8,8.74,4.4,10.84,9.64,4.724,7.23485714286,10.84,4.4,6.44,0.890135060422
Benjamin Watson,TE,4000,Ten@NO 01:00PM ET,13.525,NO,,3.2,9.03,3.6,9.92,10.77,12.981,8.25016666667,12.981,3.2,9.781,1.18555180703
Victor Cruz,WR,4000,NYG@TB 04:05PM ET,0.0,NYG,,,,,,,,,,,,
Danny Amendola,WR,4000,Was@NE 01:00PM ET,10.186,NE,4.5,7.6,9.57,7.8,5.59,9.52,6.864,7.34914285714,9.57,4.5,5.07,0.689876370422
Joseph Randle,RB,4000,Phi@Dal 08:30PM ET,12.35,Dal,,,,,,,,,,,,
Jeremy Langford,RB,4000,Chi@SD 08:30PM ET,3.586,Chi,19.5,16.6,14.98,16.8,15.35,16.77,14.348,16.3354285714,19.5,14.348,5.152,0.315388113478
Marquess Wilson,WR,4000,Chi@SD 08:30PM ET,7.743,Chi,6.5,4.2,8.69,4.1,7.78,12.55,8.492,7.47314285714,12.55,4.1,8.45,1.13071570577
Karlos Williams,RB,4000,Mia@Buf 01:00PM ET,14.8,Buf,4.5,1.4,10.38,1.3,6.56,6.03,6.648,5.25971428571,10.38,1.3,9.08,1.72632951274
Melvin Gordon,RB,4000,Chi@SD 08:30PM ET,7.813,SD,13.5,4.2,10.98,4.7,11.59,16.32,11.992,10.4688571429,16.32,4.2,12.12,1.15771949456
Duke Johnson Jr.,RB,4000,Cle@Cin 08:25PM ET,11.25,Cle,10.0,15.2,10.19,15.2,11.04,8.36,9.024,11.2877142857,15.2,8.36,6.84,0.605968562533
Mike Davis,RB,4000,Atl@SF 04:05PM ET,1.94,SF,,,,,,,,,,,,
Roddy White,WR,3900,Atl@SF 04:05PM ET,5.375,Atl,6.5,4.2,10.83,4.1,7.5,11.54,4.954,7.08914285714,11.54,4.1,7.44,1.0494921812
Malcom Floyd,WR,3900,Chi@SD 08:30PM ET,9.988,SD,20.0,15.0,8.78,12.5,12.1,17.64,11.251,13.8958571429,20.0,8.78,11.22,0.807434898377
Rashad Jennings,RB,3900,NYG@TB 04:05PM ET,9.363,NYG,8.5,3.7,9.89,4.0,7.8,12.85,9.423,8.02328571429,12.85,3.7,9.15,1.14043053256
Torrey Smith,WR,3900,Atl@SF 04:05PM ET,8.4,SF,7.0,6.2,9.47,5.1,8.79,11.55,7.278,7.91257142857,11.55,5.1,6.45,0.815158518091
Davante Adams,WR,3900,GB@Car 01:00PM ET,5.0,GB,7.5,14.8,7.56,14.4,11.95,8.85,6.405,10.2092857143,14.8,6.405,8.395,0.822290631778
Darren Sproles,RB,3800,Phi@Dal 08:30PM ET,8.886,Phi,5.0,11.1,9.78,12.1,8.76,8.22,6.037,8.71385714286,12.1,5.0,7.1,0.814794170205
Dwayne Harris,WR,3800,NYG@TB 04:05PM ET,8.15,NYG,6.5,2.8,6.52,2.4,8.35,12.66,4.417,6.23528571429,12.66,2.4,10.26,1.64547391573
Percy Harvin,WR,3700,Mia@Buf 01:00PM ET,9.98,Buf,,,,,,,,,,,,
Ryan Mathews,RB,3700,Phi@Dal 08:30PM ET,11.557,Phi,4.5,9.0,11.38,8.4,7.69,6.34,7.054,7.76628571429,11.38,4.5,6.88,0.885880362004
Jamison Crowder,WR,3700,Was@NE 01:00PM ET,9.057,Was,6.0,10.5,6.72,10.4,7.99,8.73,9.1,8.49142857143,10.5,6.0,4.5,0.529946164199
Kenny Britt,WR,3600,StL@Min 01:00PM ET,6.2,StL,7.0,7.1,6.92,5.6,5.27,11.9,7.146,7.27657142857,11.9,5.27,6.63,0.911143395634
Leonard Hankerson,WR,3600,Atl@SF 04:05PM ET,9.443,Atl,,,,,,,,,,,,
Charles Sims,RB,3600,NYG@TB 04:05PM ET,10.571,TB,9.5,7.3,10.48,7.6,10.33,4.74,9.01,8.42285714286,10.48,4.74,5.74,0.681478968792
Antonio Andrews,RB,3600,Ten@NO 01:00PM ET,9.58,Ten,12.5,12.7,12.55,13.3,11.82,8.73,12.8976,12.0710857143,13.3,8.73,4.57,0.378590634527
Tevin Coleman,RB,3600,Atl@SF 04:05PM ET,4.167,Atl,4.0,2.2,5.0,3.0,3.6,4.01,3.269,3.58271428571,5.0,2.2,2.8,0.78153036405
Rams ,DST,3500,StL@Min 01:00PM ET,12.143,StL,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,0.0,0.0
Eddie Royal,WR,3500,Chi@SD 08:30PM ET,8.167,Chi,,,,,,,,,,,,
