Name,Position,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Ted Ginn Jr.,WR,3500,GB@Car 01:00PM ET,10.943,Car,15.5,9.0,11.26,7.5,10.3,6.82,10.611,10.1415714286,15.5,6.82,8.68,0.855883140116
Robert Woods,WR,3500,Mia@Buf 01:00PM ET,9.5,Buf,6.5,7.2,7.9,7.6,9.86,11.98,8.113,8.45042857143,11.98,6.5,5.48,0.648487819722
Nelson Agholor,WR,3500,Phi@Dal 08:30PM ET,3.5,Phi,6.5,4.8,6.62,4.4,7.45,5.93,4.7704,5.78148571429,7.45,4.4,3.05,0.527546058354
Falcons ,DST,3400,Atl@SF 04:05PM ET,7.0,Atl,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,0.0,0.0
Marques Colston,WR,3400,Ten@NO 01:00PM ET,9.914,NO,6.0,17.4,9.61,16.7,9.47,12.61,6.06,11.1214285714,17.4,6.0,11.4,1.02504816956
Dexter McCluster,RB,3400,Ten@NO 01:00PM ET,8.429,Ten,11.0,9.0,7.81,10.3,9.4,7.48,7.611,8.943,11.0,7.48,3.52,0.393603936039
Orleans Darkwa,RB,3400,NYG@TB 04:05PM ET,1.638,NYG,2.5,1.7,5.18,1.6,4.48,0.36,4.964,2.96914285714,5.18,0.36,4.82,1.62336412625
Chris Hogan,WR,3400,Mia@Buf 01:00PM ET,7.951,Buf,6.5,2.8,5.86,2.4,6.04,7.29,4.208,5.014,7.29,2.4,4.89,0.975269246111
Isaiah Crowell,RB,3400,Cle@Cin 08:25PM ET,8.113,Cle,5.5,6.6,7.85,6.8,7.19,5.74,7.965,6.80642857143,7.965,5.5,2.465,0.362157624095
Patriots ,DST,3300,Was@NE 01:00PM ET,8.714,NE,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,0.0,0.0
Marcus Easley,WR,3300,Mia@Buf 01:00PM ET,2.133,Buf,,,1.28,,,1.3,,1.29,1.3,1.28,0.02,0.015503875969
Alfred Morris,RB,3300,Was@NE 01:00PM ET,6.014,Was,3.5,5.2,7.67,5.7,5.4,3.69,6.505,5.38071428571,7.67,3.5,4.17,0.774990043807
Jordan Cameron,TE,3300,Mia@Buf 01:00PM ET,7.243,Mia,8.0,10.2,5.84,10.1,9.67,9.76,8.877,8.921,10.2,5.84,4.36,0.488734446811
Ladarius Green,TE,3300,Chi@SD 08:30PM ET,12.343,SD,,14.6,4.19,14.3,,,,11.03,14.6,4.19,10.41,0.943789664551
Chris Thompson,RB,3300,Was@NE 01:00PM ET,9.333,Was,7.5,3.1,7.64,4.0,9.85,6.22,7.903,6.60185714286,9.85,3.1,6.75,1.02243957328
Tre Mason,RB,3300,StL@Min 01:00PM ET,3.2,StL,2.0,4.1,2.7,4.4,3.32,2.74,5.218,3.49685714286,5.218,2.0,3.218,0.920254922788
Ty Montgomery,WR,3300,GB@Car 01:00PM ET,7.0,GB,,7.4,6.25,6.7,,3.43,,5.945,7.4,3.43,3.97,0.667788057191
Jeff Janis,WR,3300,GB@Car 01:00PM ET,1.414,GB,,1.8,4.78,1.9,,0.2,,2.17,4.78,0.2,4.58,2.11059907834
Bengals ,DST,3200,Cle@Cin 08:25PM ET,7.857,Cin,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0.0,0.0
Packers ,DST,3200,GB@Car 01:00PM ET,9.286,GB,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,0.0,0.0
Panthers ,DST,3200,GB@Car 01:00PM ET,10.0,Car,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,0.0,0.0
Brandon LaFell,WR,3200,Was@NE 01:00PM ET,6.6,NE,9.0,17.4,12.18,16.8,12.47,11.95,11.669,13.067,17.4,9.0,8.4,0.642840743859
Toby Gerhart,RB,3200,Jax@NYJ 01:00PM ET,1.94,Jax,,3.4,2.73,3.6,2.38,2.11,,2.844,3.6,2.11,1.49,0.523909985935
Stevie Johnson,WR,3200,Chi@SD 08:30PM ET,10.717,SD,19.5,12.2,10.37,12.1,13.56,11.8,15.146,13.5251428571,19.5,10.37,9.13,0.675039080654
Stevan Ridley,RB,3200,Jax@NYJ 01:00PM ET,0.0,NYJ,,3.9,3.7,4.5,,,5.2948,4.3487,5.2948,3.7,1.5948,0.366730287212
Taiwan Jones,RB,3200,Oak@Pit 01:00PM ET,5.5,Oak,3.5,,5.25,,3.81,1.61,3.005,3.435,5.25,1.61,3.64,1.0596797671
Mohamed Sanu,WR,3200,Cle@Cin 08:25PM ET,6.629,Cin,6.0,9.1,6.67,8.7,7.03,6.03,7.189,7.24557142857,9.1,6.0,3.1,0.427847552199
Zach Ertz,TE,3200,Phi@Dal 08:30PM ET,7.286,Phi,13.5,10.6,6.9,10.3,10.72,10.15,9.126,10.1851428571,13.5,6.9,6.6,0.648002692998
Josh Huff,WR,3200,Phi@Dal 08:30PM ET,5.517,Phi,2.0,6.6,4.19,6.3,1.74,2.76,4.648,4.034,6.6,1.74,4.86,1.20475954388
Bishop Sankey,RB,3200,Ten@NO 01:00PM ET,6.029,Ten,,1.8,5.67,2.5,1.97,1.01,2.4,2.55833333333,5.67,1.01,4.66,1.82149837134
Matt Jones,RB,3200,Was@NE 01:00PM ET,9.517,Was,6.0,11.1,6.95,13.2,7.27,5.71,7.1914,8.20305714286,13.2,5.71,7.49,0.913074219716
Vikings ,DST,3100,StL@Min 01:00PM ET,8.429,Min,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,0.0,0.0
Jets ,DST,3100,Jax@NYJ 01:00PM ET,7.0,NYJ,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,0.0,0.0
C.J. Spiller,RB,3100,Ten@NO 01:00PM ET,8.914,NO,7.5,15.5,12.62,15.1,11.53,6.61,5.2714,10.5902,15.5,5.2714,10.2286,0.965855224642
Dorial Green-Beckham,WR,3100,Ten@NO 01:00PM ET,4.2,Ten,4.5,5.8,7.59,4.9,7.73,7.48,6.558,6.36542857143,7.73,4.5,3.23,0.507428520131
Broncos ,DST,3000,Den@Ind 04:25PM ET,16.0,Den,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,0.0,0.0
Greg Jennings,WR,3000,Mia@Buf 01:00PM ET,2.914,Mia,2.5,6.6,2.7,7.3,2.77,4.07,2.571,4.073,7.3,2.5,4.8,1.17849251166
Reggie Bush,RB,3000,Atl@SF 04:05PM ET,1.74,SF,,,,,,,,,,,,
Miles Austin,WR,3000,Phi@Dal 08:30PM ET,5.071,Phi,2.5,3.0,5.09,2.5,1.45,0.35,2.785,2.525,5.09,0.35,4.74,1.87722772277
Andre Caldwell,WR,3000,Den@Ind 04:25PM ET,1.586,Den,4.5,5.8,3.13,4.9,2.29,1.94,3.392,3.70742857143,5.8,1.94,3.86,1.04115289766
Jacob Tamme,TE,3000,Atl@SF 04:05PM ET,11.129,Atl,8.0,15.4,8.0,14.7,10.05,12.0,9.132,11.0402857143,15.4,8.0,7.4,0.670272508475
Dwayne Bowe,WR,3000,Cle@Cin 08:25PM ET,0.0,Cle,4.0,1.4,,1.7,5.47,1.09,1.939,2.59983333333,5.47,1.09,4.38,1.6847233797
Tyler Clutts,RB,3000,Phi@Dal 08:30PM ET,0.2,Dal,,,1.62,,,0.01,,0.815,1.62,0.01,1.61,1.9754601227
Harry Douglas,WR,3000,Ten@NO 01:00PM ET,4.5,Ten,8.0,10.0,6.2,9.0,9.51,12.17,2.6,8.21142857143,12.17,2.6,9.57,1.16544885177
Eric Weems,WR,3000,Atl@SF 04:05PM ET,0.263,Atl,,,,,1.59,2.53,,2.06,2.53,1.59,0.94,0.456310679612
Matthew Slater,WR,3000,Was@NE 01:00PM ET,0.0,NE,,,,,,,,,,,,
Jerricho Cotchery,WR,3000,GB@Car 01:00PM ET,5.36,Car,4.0,4.4,6.33,4.2,4.6,8.08,4.452,5.15171428571,8.08,4.0,4.08,0.791969386057
Jerome Felton,RB,3000,Mia@Buf 01:00PM ET,0.029,Buf,,,1.12,,,0.03,,0.575,1.12,0.03,1.09,1.89565217391
Ahmad Bradshaw,RB,3000,Den@Ind 04:25PM ET,2.667,Ind,,,5.13,,6.4,3.14,4.284,4.7385,6.4,3.14,3.26,0.687981428722
Cedric Peerman,RB,3000,Cle@Cin 08:25PM ET,0.0,Cin,,,,,,0.17,1.519,0.8445,1.519,0.17,1.349,1.59739490823
Jerome Simpson,WR,3000,Atl@SF 04:05PM ET,6.4,SF,7.0,,4.66,,7.42,3.49,,5.6425,7.42,3.49,3.93,0.696499778467
Mike Tolbert,RB,3000,GB@Car 01:00PM ET,5.314,Car,3.0,4.1,5.18,4.7,3.6,3.0,4.946,4.07514285714,5.18,3.0,2.18,0.534950571409
Andrew Hawkins,WR,3000,Cle@Cin 08:25PM ET,6.1,Cle,,,5.97,,,,,5.97,5.97,5.97,0.0,0.0
Darrius Heyward-Bey,WR,3000,Oak@Pit 01:00PM ET,6.238,Pit,,9.4,6.88,8.7,3.34,10.41,,7.746,10.41,3.34,7.07,0.912729150529
John Kuhn,RB,3000,GB@Car 01:00PM ET,1.743,GB,,0.5,2.83,0.4,1.04,0.92,1.439,1.18816666667,2.83,0.4,2.43,2.04516762519
Seyi Ajirotutu,WR,3000,Phi@Dal 08:30PM ET,0.0,Phi,,,,,,,,,,,,
Marlon Moore,WR,3000,Cle@Cin 08:25PM ET,0.357,Cle,,,,,2.77,0.78,,1.775,2.77,0.78,1.99,1.12112676056
Brandon Tate,WR,3000,Cle@Cin 08:25PM ET,1.786,Cin,,,,,,0.78,3.0008,1.8904,3.0008,0.78,2.2208,1.1747778248
Darrel Young,RB,3000,Was@NE 01:00PM ET,0.443,Was,,,2.18,,,,,2.18,2.18,2.18,0.0,0.0
Antone Smith,RB,3000,Chi@SD 08:30PM ET,0.0,Chi,,,4.05,,6.79,,2.254,4.36466666667,6.79,2.254,4.536,1.03925462044
Brian Hartline,WR,3000,Cle@Cin 08:25PM ET,5.775,Cle,,,,,,,,,,,,
Donald Brown,RB,3000,Chi@SD 08:30PM ET,0.0,SD,,,6.01,,1.72,2.21,,3.31333333333,6.01,1.72,4.29,1.29476861167
Jorvorskie Lane,RB,3000,NYG@TB 04:05PM ET,0.0,TB,,,,,,0.13,,0.13,0.13,0.13,0.0,0.0
Jordan Norwood,WR,3000,Den@Ind 04:25PM ET,3.167,Den,,,4.03,,4.41,,,4.22,4.41,4.03,0.38,0.0900473933649
Marcel Reece,RB,3000,Oak@Pit 01:00PM ET,8.429,Oak,4.0,1.6,7.01,2.0,6.05,5.6,1.799,4.00842857143,7.01,1.6,5.41,1.34965608183
Bruce Miller,RB,3000,Atl@SF 04:05PM ET,2.238,SF,,,3.62,,1.73,2.0,1.203,2.13825,3.62,1.203,2.417,1.13036361511
Marc Mariani,WR,3000,Chi@SD 08:30PM ET,0.414,Chi,,,,,4.93,2.06,,3.495,4.93,2.06,2.87,0.821173104435
Bryan Walters,WR,3000,Jax@NYJ 01:00PM ET,6.967,Jax,4.5,4.4,5.78,4.2,8.51,8.03,1.358,5.254,8.51,1.358,7.152,1.36124857252
Andre Roberts,WR,3000,Was@NE 01:00PM ET,3.317,Was,,5.9,,5.0,,0.25,,3.71666666667,5.9,0.25,5.65,1.5201793722
Jacoby Jones,WR,3000,Chi@SD 08:30PM ET,0.0,SD,,,,,,1.88,1.09,1.485,1.88,1.09,0.79,0.531986531987
Riley Cooper,WR,3000,Phi@Dal 08:30PM ET,6.214,Phi,4.0,3.2,5.43,2.6,5.19,12.3,3.012,5.10457142857,12.3,2.6,9.7,1.90025747229
Boobie Dixon,RB,3000,Mia@Buf 01:00PM ET,2.414,Buf,,,,,,,,,,,,
Chase Reynolds,RB,3000,StL@Min 01:00PM ET,0.0,StL,,,,,,,,,,,,
Fozzy Whittaker,RB,3000,GB@Car 01:00PM ET,1.686,Car,,5.9,3.23,6.5,1.89,0.42,1.051,3.16516666667,6.5,0.42,6.08,1.92090990469
Matt Asiata,RB,3000,StL@Min 01:00PM ET,2.986,Min,,3.2,3.13,3.5,2.88,2.6,1.3032,2.76886666667,3.5,1.3032,2.1968,0.793393205403
Charles Johnson,WR,3000,StL@Min 01:00PM ET,3.64,Min,5.0,7.1,5.06,6.6,2.5,0.5,2.813,4.22471428571,7.1,0.5,6.6,1.56223582322
Brian Quick,WR,3000,StL@Min 01:00PM ET,0.875,StL,,6.4,4.53,6.2,3.28,2.87,3.899,4.52983333333,6.4,2.87,3.53,0.779278119136
Daniel Herron,RB,3000,Mia@Buf 01:00PM ET,2.9,Buf,,3.1,,3.4,,0.02,1.777,2.07425,3.4,0.02,3.38,1.62950464023
Denarius Moore,WR,3000,Mia@Buf 01:00PM ET,-0.333,Buf,,,3.13,,,,,3.13,3.13,3.13,0.0,0.0
Dontrelle Inman,WR,3000,Chi@SD 08:30PM ET,4.171,SD,9.0,3.4,7.07,3.7,9.84,9.49,6.455,6.99357142857,9.84,3.4,6.44,0.920845674599
Greg Little,WR,3000,Cle@Cin 08:25PM ET,0.0,Cin,,,,,,,,,,,,
Joe Banyard,RB,3000,Jax@NYJ 01:00PM ET,0.0,Jax,,,,,,,,,,,,
Jeremy Kerley,WR,3000,Jax@NYJ 01:00PM ET,5.329,NYJ,6.5,8.6,7.41,8.4,6.95,6.91,4.7,7.06714285714,8.6,4.7,3.9,0.551849605822
Robert Turbin,RB,3000,Cle@Cin 08:25PM ET,2.933,Cle,3.5,4.0,3.86,3.8,1.69,0.92,4.719,3.21271428571,4.719,0.92,3.799,1.18248921695
Larry Donnell,TE,3000,NYG@TB 04:05PM ET,7.913,NYG,,,,,,,,,,,,
Bilal Powell,RB,3000,Jax@NYJ 01:00PM ET,7.36,NYJ,,6.4,,6.7,,0.34,,4.48,6.7,0.34,6.36,1.41964285714
Will Johnson,RB,3000,Oak@Pit 01:00PM ET,0.838,Pit,,,3.32,,,0.17,,1.745,3.32,0.17,3.15,1.80515759312
Bobby Rainey,RB,3000,NYG@TB 04:05PM ET,0.8,TB,,5.0,,5.4,,0.1,1.4184,2.9796,5.4,0.1,5.3,1.77876224997
Roy Helu Jr.,RB,3000,Oak@Pit 01:00PM ET,3.133,Oak,,5.6,6.85,5.7,1.34,0.07,,3.912,6.85,0.07,6.78,1.73312883436
Patrick DiMarco,RB,3000,Atl@SF 04:05PM ET,1.238,Atl,,,1.86,,1.08,0.16,,1.03333333333,1.86,0.16,1.7,1.64516129032
Austin Johnson,RB,3000,Ten@NO 01:00PM ET,1.567,NO,,,2.95,,,0.03,,1.49,2.95,0.03,2.92,1.95973154362
Kenjon Barner,RB,3000,Phi@Dal 08:30PM ET,0.0,Phi,,,,,,0.1,,0.1,0.1,0.1,0.0,0.0
Brice Butler,WR,3000,Phi@Dal 08:30PM ET,3.45,Dal,,,,,,,,,,,,
Cole Beasley,WR,3000,Phi@Dal 08:30PM ET,5.914,Dal,4.5,4.8,5.57,4.4,3.59,5.42,3.871,4.593,5.57,3.59,1.98,0.431090790333
Zach Line,RB,3000,StL@Min 01:00PM ET,2.8,Min,,,3.22,,,0.02,,1.62,3.22,0.02,3.2,1.97530864198
Griff Whalen,WR,3000,Den@Ind 04:25PM ET,2.8,Ind,,,,,8.43,3.24,,5.835,8.43,3.24,5.19,0.889460154242
Brenton Bersin,WR,3000,GB@Car 01:00PM ET,2.34,Car,,,,,,,,,,,,
Keshawn Martin,WR,3000,Was@NE 01:00PM ET,7.167,NE,,,,,,0.19,2.8226,1.5063,2.8226,0.19,2.6326,1.74772621656
Myles White,WR,3000,NYG@TB 04:05PM ET,0.45,NYG,,,,,,,,,,,,
Jordan Todman,RB,3000,Oak@Pit 01:00PM ET,0.138,Pit,,,6.25,,3.1,0.18,,3.17666666667,6.25,0.18,6.07,1.91080797482
Jarius Wright,WR,3000,StL@Min 01:00PM ET,4.557,Min,5.5,7.6,5.77,7.1,4.54,6.39,3.5916,5.78451428571,7.6,3.5916,4.0084,0.692953600253
Brandon Bolden,RB,3000,Was@NE 01:00PM ET,0.6,NE,,2.9,,3.3,,,1.08,2.42666666667,3.3,1.08,2.22,0.914835164835
Jonas Gray,RB,3000,Mia@Buf 01:00PM ET,5.08,Mia,3.5,2.7,,2.5,4.42,2.96,2.3394,3.0699,4.42,2.3394,2.0806,0.677741945992
Russell Shepard,WR,3000,NYG@TB 04:05PM ET,0.4,TB,,,,,,9.25,,9.25,9.25,9.25,0.0,0.0
Zurlon Tipton,RB,3000,Den@Ind 04:25PM ET,0.18,Ind,,,,,,,,,,,,
Tommy Bohanon,RB,3000,Jax@NYJ 01:00PM ET,0.829,NYJ,,,2.33,,,0.34,,1.335,2.33,0.34,1.99,1.49063670412
Ryan Grant,WR,3000,Was@NE 01:00PM ET,6.057,Was,,,4.12,1.7,,2.62,4.928,3.342,4.928,1.7,3.228,0.965888689408
Markus Wheaton,WR,3000,Oak@Pit 01:00PM ET,5.838,Pit,3.0,3.7,5.87,2.9,8.46,,4.389,4.71983333333,8.46,2.9,5.56,1.17800769801
Rex Burkhead,RB,3000,Cle@Cin 08:25PM ET,1.1,Cin,,,,,,1.13,,1.13,1.13,1.13,0.0,0.0
Benny Cunningham,RB,3000,StL@Min 01:00PM ET,5.643,StL,4.0,5.1,4.59,5.2,3.53,0.73,1.487,3.51957142857,5.2,0.73,4.47,1.27004099525
Kendall Gaskins,RB,3000,Atl@SF 04:05PM ET,4.3,SF,5.5,,10.54,,8.17,,10.504,8.6785,10.54,5.5,5.04,0.580745520539
Nikita Whitlock,RB,3000,NYG@TB 04:05PM ET,0.0,NYG,,,,,,0.03,,0.03,0.03,0.03,0.0,0.0
Zac Stacy,RB,3000,Jax@NYJ 01:00PM ET,4.583,NYJ,4.0,5.3,7.58,6.1,6.4,4.12,2.767,5.181,7.58,2.767,4.813,0.928971241073
Branden Oliver,RB,3000,Chi@SD 08:30PM ET,4.375,SD,,,,,,,,,,,,
Dri Archer,WR,3000,Oak@Pit 01:00PM ET,0.0,Pit,,,,,,6.01,,6.01,6.01,6.01,0.0,0.0
Rico Richardson,WR,3000,Ten@NO 01:00PM ET,0.0,Ten,,,,,,,,,,,,
Brandon Wegher,RB,3000,GB@Car 01:00PM ET,0.0,Car,,,,,,,,,,,,
Kevin Norwood,WR,3000,GB@Car 01:00PM ET,0.0,Car,,,,,,0.29,,0.29,0.29,0.29,0.0,0.0
Trey Watts,RB,3000,StL@Min 01:00PM ET,0.0,StL,,,,,,,,,,,,
Christine Michael,RB,3000,Phi@Dal 08:30PM ET,1.375,Dal,2.5,4.1,6.4,4.8,4.68,3.3,4.729,4.35842857143,6.4,2.5,3.9,0.89481792258
Denard Robinson,RB,3000,Jax@NYJ 01:00PM ET,3.55,Jax,3.5,5.3,3.85,5.4,2.56,1.41,2.346,3.48085714286,5.4,1.41,3.99,1.14626939178
Bennie Fowler,WR,3000,Den@Ind 04:25PM ET,3.114,Den,,,3.06,,1.16,6.11,3.958,3.572,6.11,1.16,4.95,1.38577827548
Jared Abbrederis,WR,3000,GB@Car 01:00PM ET,0.0,GB,,,,,,,,,,,,
Nick Williams,WR,3000,Atl@SF 04:05PM ET,2.686,Atl,,,,,,5.07,4.321,4.6955,5.07,4.321,0.749,0.159514428708
Devin Street,WR,3000,Phi@Dal 08:30PM ET,2.086,Dal,,,,,,1.1,2.229,1.6645,2.229,1.1,1.129,0.678281766296
Aaron Dobson,WR,3000,Was@NE 01:00PM ET,4.58,NE,,5.2,,4.6,,0.88,2.924,3.401,5.2,0.88,4.32,1.27021464275
Bernard Pierce,RB,3000,Jax@NYJ 01:00PM ET,0.8,Jax,,0.6,,0.5,,,,0.55,0.6,0.5,0.1,0.181818181818
Stedman Bailey,WR,3000,StL@Min 01:00PM ET,4.7,StL,4.5,5.2,5.48,5.7,4.39,7.78,3.011,5.15157142857,7.78,3.011,4.769,0.925736945731
Justin Hunter,WR,3000,Ten@NO 01:00PM ET,5.0,Ten,9.5,5.8,5.67,4.9,9.01,11.16,7.463,7.64328571429,11.16,4.9,6.26,0.819019494234
Kenny Stills,WR,3000,Mia@Buf 01:00PM ET,5.643,Mia,4.5,7.2,5.47,6.6,7.43,6.48,3.802,5.926,7.43,3.802,3.628,0.612217347283
Jalston Fowler,RB,3000,Ten@NO 01:00PM ET,1.443,Ten,,,1.8,,,0.05,,0.925,1.8,0.05,1.75,1.89189189189
Kenbrell Thompkins,WR,3000,Jax@NYJ 01:00PM ET,10.1,NYJ,,,3.1,,1.34,,,2.22,3.1,1.34,1.76,0.792792792793
Roosevelt Nix,RB,3000,Oak@Pit 01:00PM ET,0.0,Pit,,,,,,,,,,,,
Rod Streater,WR,3000,Oak@Pit 01:00PM ET,1.8,Oak,,3.6,5.06,2.8,,0.96,,3.105,5.06,0.96,4.1,1.32045088567
Marcus Murphy,RB,3000,Ten@NO 01:00PM ET,0.75,NO,,,,,,0.03,,0.03,0.03,0.03,0.0,0.0
Andre Williams,RB,3000,NYG@TB 04:05PM ET,2.838,NYG,,3.3,5.03,3.9,2.23,6.6,3.273,4.0555,6.6,2.23,4.37,1.07754900752
Rod Smith,RB,3000,Phi@Dal 08:30PM ET,0.25,Dal,,,,,,,,,,,,
Joshua Bellamy,WR,3000,Chi@SD 08:30PM ET,2.986,Chi,,,,,1.33,5.1,,3.215,5.1,1.33,3.77,1.17262830482
Neal Sterling,WR,3000,Jax@NYJ 01:00PM ET,0.0,Jax,,,,,,,,,,,,
Walt Powell,WR,3000,Oak@Pit 01:00PM ET,0.0,Oak,,,,,,,,,,,,
Malcolm Johnson,RB,3000,Cle@Cin 08:25PM ET,0.55,Cle,,,,,,0.04,1.074,0.557,1.074,0.04,1.034,1.85637342908
Juwan Thompson,RB,3000,Den@Ind 04:25PM ET,0.6,Den,,0.7,,0.6,,0.37,1.198,0.717,1.198,0.37,0.828,1.15481171548
James White,RB,3000,Was@NE 01:00PM ET,2.283,NE,,6.2,,7.0,,0.95,1.009,3.78975,7.0,0.95,6.05,1.59641137278
Brandon Coleman,WR,3000,Ten@NO 01:00PM ET,4.013,NO,4.0,6.8,5.97,6.4,1.07,2.56,2.973,4.25328571429,6.8,1.07,5.73,1.34719376616
DeAndrew White,WR,3000,Atl@SF 04:05PM ET,1.267,SF,,,,,,,,,,,,
Matt Hazel,WR,3000,Mia@Buf 01:00PM ET,0.0,Mia,,,,,,0.02,,0.02,0.02,0.02,0.0,0.0
Justin Hardy,WR,3000,Atl@SF 04:05PM ET,4.1,Atl,4.5,1.6,,1.8,6.37,9.08,8.064,5.23566666667,9.08,1.6,7.48,1.42866237983
Andre Holmes,WR,3000,Oak@Pit 01:00PM ET,4.957,Oak,,3.2,5.57,2.6,2.86,5.68,3.38,3.88166666667,5.68,2.6,3.08,0.793473593817
Geremy Davis,WR,3000,NYG@TB 04:05PM ET,0.513,NYG,,,,,,4.04,,4.04,4.04,4.04,0.0,0.0
Jamize Olawale,RB,3000,Oak@Pit 01:00PM ET,1.42,Oak,,,,,,0.01,,0.01,0.01,0.01,0.0,0.0
Cameron Meredith,WR,3000,Chi@SD 08:30PM ET,3.5,Chi,,,8.32,,,6.48,1.078,5.29266666667,8.32,1.078,7.242,1.36830835118
Jerick McKinnon,RB,3000,StL@Min 01:00PM ET,2.071,Min,2.5,3.0,1.97,3.2,2.27,2.21,1.7672,2.41674285714,3.2,1.7672,1.4328,0.59286406734
Corey Brown,WR,3000,GB@Car 01:00PM ET,6.8,Car,,6.0,5.45,6.2,6.81,2.85,,5.462,6.81,2.85,3.96,0.725009154156
Terron Ward,RB,3000,Atl@SF 04:05PM ET,2.888,Atl,,2.6,,2.9,1.08,,2.224,2.201,2.9,1.08,1.82,0.826896865061
Quinton Patton,WR,3000,Atl@SF 04:05PM ET,4.55,SF,2.0,,3.54,,6.05,5.29,4.818,4.3396,6.05,2.0,4.05,0.933265738778
Quan Bray,WR,3000,Den@Ind 04:25PM ET,0.0,Ind,,,,,3.18,,,3.18,3.18,3.18,0.0,0.0
Sammie Coates,WR,3000,Oak@Pit 01:00PM ET,0.42,Pit,,1.6,,1.8,,2.08,1.384,1.716,2.08,1.384,0.696,0.405594405594
Ka'Deem Carey,RB,3000,Chi@SD 08:30PM ET,0.0,Chi,,3.1,3.45,3.4,2.65,9.23,2.254,4.014,9.23,2.254,6.976,1.73791728949
Terrance West,RB,3000,Ten@NO 01:00PM ET,1.55,Ten,,,,,,0.02,,0.02,0.02,0.02,0.0,0.0
Phillip Dorsett,WR,3000,Den@Ind 04:25PM ET,4.729,Ind,,,,,,,,,,,,
Rashad Ross,WR,3000,Was@NE 01:00PM ET,3.1,Was,,,,,,,,,,,,
Marqise Lee,WR,3000,Jax@NYJ 01:00PM ET,4.1,Jax,,9.7,,8.9,,2.41,,7.00333333333,9.7,2.41,7.29,1.0409328891
Adam Humphries,WR,3000,NYG@TB 04:05PM ET,1.95,TB,,,3.66,,5.16,6.88,,5.23333333333,6.88,3.66,3.22,0.615286624204
DeVante Parker,WR,3000,Mia@Buf 01:00PM ET,1.271,Mia,,,,,,,,,,,,
Alonzo Harris,RB,3000,GB@Car 01:00PM ET,0.475,GB,,,,,,0.01,,0.01,0.01,0.01,0.0,0.0
Bruce Ellington,WR,3000,Atl@SF 04:05PM ET,2.24,SF,,2.9,3.05,2.5,3.92,0.53,,2.58,3.92,0.53,3.39,1.31395348837
Aaron Ripkowski,RB,3000,GB@Car 01:00PM ET,0.0,GB,,,,,,,,,,,,
Bradley Marquez,WR,3000,StL@Min 01:00PM ET,0.214,StL,,,,,,,,,,,,
Devin Smith,WR,3000,Jax@NYJ 01:00PM ET,3.0,NYJ,,3.2,3.4,2.6,2.29,5.32,,3.362,5.32,2.29,3.03,0.901249256395
Josh Robinson,RB,3000,Den@Ind 04:25PM ET,2.44,Ind,,2.0,,2.8,,0.04,,1.61333333333,2.8,0.04,2.76,1.71074380165
Richard Rodgers,TE,3000,GB@Car 01:00PM ET,8.371,GB,6.5,16.0,5.96,15.0,9.83,6.77,7.449,9.64414285714,16.0,5.96,10.04,1.041046379
Cody Latimer,WR,3000,Den@Ind 04:25PM ET,0.0,Den,,1.6,,1.8,,0.19,,1.19666666667,1.8,0.19,1.61,1.34540389972
Cordarrelle Patterson,WR,3000,StL@Min 01:00PM ET,0.557,Min,,5.9,,5.5,,0.03,,3.81,5.9,0.03,5.87,1.5406824147
Damien Williams,RB,3000,Mia@Buf 01:00PM ET,3.0,Mia,,1.9,4.39,2.4,,0.73,2.069,2.2978,4.39,0.73,3.66,1.59282792236
Devin Funchess,WR,3000,GB@Car 01:00PM ET,2.286,Car,2.5,5.2,4.64,4.6,4.29,5.93,1.352,4.07314285714,5.93,1.352,4.578,1.12394781145
Seth Roberts,WR,3000,Oak@Pit 01:00PM ET,4.529,Oak,,,3.67,,3.57,10.11,,5.78333333333,10.11,3.57,6.54,1.13083573487
Cameron Artis-Payne,RB,3000,GB@Car 01:00PM ET,0.775,Car,,2.0,,2.6,,0.64,,1.74666666667,2.6,0.64,1.96,1.12213740458
Lucky Whitehead,WR,3000,Phi@Dal 08:30PM ET,0.733,Dal,,,,,,0.01,,0.01,0.01,0.01,0.0,0.0
Adam Thielen,WR,3000,StL@Min 01:00PM ET,2.943,Min,,,,,,2.86,,2.86,2.86,2.86,0.0,0.0
Khiry Robinson,RB,3000,Ten@NO 01:00PM ET,8.813,NO,,,,,,,,,,,,
Mario Alford,WR,3000,Cle@Cin 08:25PM ET,0.0,Cin,,,,,,,,,,,,
Taylor Gabriel,WR,3000,Cle@Cin 08:25PM ET,5.425,Cle,4.0,3.6,5.31,3.8,9.1,9.64,4.307,5.67957142857,9.64,3.6,6.04,1.06346052268
