,Unnamed: 0,player,cbs,dk_name
0,5,T.J. Yates,13.63,T.J. Yates
1,8,Joe Flacco,17.39,Joe Flacco
2,9,Tony Romo,15.78,Tony Romo
3,10,Andy Dalton,15.3,Andy Dalton
4,11,Ryan Tannehill,18.12,Ryan Tannehill
5,12,Alex Smith,17.98,Alex Smith
6,15,Matthew Stafford,19.28,Matthew Stafford
7,18,Tyrod Taylor,17.86,Tyrod Taylor
8,19,Philip Rivers,16.77,Philip Rivers
9,21,Jameis Winston,15.49,Jameis Winston
10,29,Tom Brady,19.2,Tom Brady
11,30,Jay Cutler,14.1,Jay Cutler
12,31,Cam Newton,24.96,Cam Newton
13,37,Matt Hasselbeck,14.51,Matt Hasselbeck
14,39,Aaron Rodgers,17.04,Aaron Rodgers
15,40,Russell Wilson,19.25,Russell Wilson
16,49,Matt Ryan,21.51,Matt Ryan
17,52,Teddy Bridgewater,14.35,Teddy Bridgewater
18,54,Ryan Fitzpatrick,16.46,Ryan Fitzpatrick
19,55,Carson Palmer,18.54,Carson Palmer
20,56,Case Keenum,11.85,Case Keenum
21,62,Derek Carr,17.12,Derek Carr
22,64,Kirk Cousins,12.55,Kirk Cousins
23,65,Mark Sanchez,16.8,Mark Sanchez
24,66,Brock Osweiler,15.97,Brock Osweiler
25,68,Blaine Gabbert,10.6,Blaine Gabbert
26,71,Blake Bortles,17.94,Blake Bortles
27,73,Marcus Mariota,14.68,Marcus Mariota
28,78,Jeremy Langford,17.51,Jeremy Langford
29,79,Jonathan Stewart,12.95,Jonathan Stewart
30,80,Antonio Andrews,8.99,Antonio Andrews
31,84,DeMarco Murray,15.26,DeMarco Murray
32,85,Alfred Blue,6.97,Alfred Blue
33,86,Stevan Ridley,4.33,Stevan Ridley
34,90,David Cobb,4.67,David Cobb
35,91,Giovani Bernard,12.16,Giovani Bernard
36,92,Jalston Fowler,1.58,Jalston Fowler
37,94,Tevin Coleman,4.79,Tevin Coleman
38,96,LeSean McCoy,12.72,LeSean McCoy
39,98,Doug Martin,11.92,Doug Martin
40,99,Marshawn Lynch,15.28,Marshawn Lynch
41,100,Zach Line,3.01,Zach Line
42,101,Latavius Murray,13.24,Latavius Murray
43,104,Ameer Abdullah,8.19,Ameer Abdullah
44,105,Eddie Lacy,8.21,Eddie Lacy
45,107,James Starks,13.29,James Starks
46,108,Lamar Miller,16.28,Lamar Miller
47,109,Taiwan Jones,4.84,Taiwan Jones
48,110,Devonta Freeman,18.99,Devonta Freeman
49,111,Melvin Gordon,9.83,Melvin Gordon
50,112,Thomas Rawls,6.85,Thomas Rawls
51,115,Anthony Sherman,1.91,Anthony Sherman
52,116,Tommy Bohanon,2.15,Tommy Bohanon
53,117,Mike Tolbert,5.84,Mike Tolbert
54,118,Jeremy Hill,9.73,Jeremy Hill
55,119,Rod Smith,2.65,Rod Smith
56,120,Dexter McCluster,7.08,Dexter McCluster
57,121,Joique Bell,7.59,Joique Bell
58,123,Jamize Olawale,3.3,Jamize Olawale
59,124,Matt Asiata,3.01,Matt Asiata
60,125,James White,6.94,James White
61,126,Ahmad Bradshaw,5.32,Ahmad Bradshaw
62,129,Ka'Deem Carey,3.01,Ka'Deem Carey
63,131,Bruce Miller,2.85,Bruce Miller
64,133,Chris Johnson,11.54,Chris Johnson
65,134,Jerick McKinnon,2.14,Jerick McKinnon
66,136,John Kuhn,2.28,John Kuhn
67,137,Alfred Morris,7.63,Alfred Morris
68,138,Justin Forsett,13.34,Justin Forsett
69,139,Kyle Juszczyk,5.09,Kyle Juszczyk
70,141,Antone Smith,3.36,Antone Smith
71,142,Todd Gurley,14.77,Todd Gurley
72,143,Charcandrick West,14.46,Charcandrick West
73,145,C.J. Anderson,9.19,C.J. Anderson
74,146,Javorius Allen,4.81,Javorius Allen
75,147,Jay Ajayi,7.03,Jay Ajayi
76,148,Darren Sproles,12.56,Darren Sproles
77,149,Chris Ivory,13.16,Chris Ivory
78,150,Trey Williams,2.77,Trey Williams
79,151,Ronnie Hillman,12.16,Ronnie Hillman
80,152,Kendall Gaskins,3.69,Kendall Gaskins
81,153,Patrick DiMarco,1.42,Patrick DiMarco
82,154,LeGarrette Blount,11.86,LeGarrette Blount
83,155,Matt Jones,9.39,Matt Jones
84,156,Roy Helu,7.4,Roy Helu Jr.
85,160,Tre Mason,2.22,Tre Mason
86,161,Frank Gore,14.42,Frank Gore
87,163,Jonathan Grimes,5.94,Jonathan Grimes
88,165,Tyler Clutts,1.92,Tyler Clutts
89,166,Danny Woodhead,13.86,Danny Woodhead
90,167,Shaun Draughn,11.52,Shaun Draughn
91,168,Derrick Coleman,1.24,Derrick Coleman
92,169,Adrian Peterson,19.48,Adrian Peterson
93,170,Andre Ellington,8.76,Andre Ellington
94,171,Darrel Young,1.65,Darrel Young
95,174,Fozzy Whittaker,3.68,Fozzy Whittaker
96,175,Marcel Reece,6.7,Marcel Reece
97,176,Darren McFadden,10.39,Darren McFadden
98,177,Charles Sims,9.47,Charles Sims
99,178,Anthony Dixon,2.71,NaN
100,179,Knile Davis,5.24,Knile Davis
101,181,David Johnson,5.6,David Johnson
102,182,Chris Thompson,6.67,Chris Thompson
103,185,Bilal Powell,6.94,Bilal Powell
104,186,Brandon Bolden,3.9,Brandon Bolden
105,189,Donald Brown,4.12,Donald Brown
106,191,Robert Turbin,4.27,NaN
107,192,T.J. Yeldon,14.9,T.J. Yeldon
108,195,Theo Riddick,10.06,Theo Riddick
109,196,Chris Polk,5.89,Chris Polk
110,197,Denard Robinson,5.17,Denard Robinson
111,198,Karlos Williams,9.61,Karlos Williams
112,199,Bishop Sankey,2.82,Bishop Sankey
113,200,Jerome Felton,1.09,Jerome Felton
114,201,Benny Cunningham,3.9,Benny Cunningham
115,207,Stefon Diggs,11.68,Stefon Diggs
116,208,Marquess Wilson,5.11,Marquess Wilson
117,209,Larry Fitzgerald,17.42,Larry Fitzgerald
118,210,Kenbrell Thompkins,2.38,Kenbrell Thompkins
119,211,Andre Johnson,10.13,Andre Johnson
120,213,Jeremy Maclin,14.97,Jeremy Maclin
121,214,Michael Crabtree,12.8,Michael Crabtree
122,215,Nate Washington,9.93,Nate Washington
123,217,Cecil Shorts,6.66,Cecil Shorts III
124,218,DeSean Jackson,9.45,DeSean Jackson
125,219,Jerricho Cotchery,7.96,Jerricho Cotchery
126,222,Chris Givens,8.93,Chris Givens
127,224,Jerome Simpson,4.03,Jerome Simpson
128,225,Pierre Garcon,10.58,Pierre Garcon
129,226,Julio Jones,26.3,Julio Jones
130,227,Brian Quick,3.85,Brian Quick
131,228,Jordan Norwood,3.56,Jordan Norwood
132,229,Doug Baldwin,11.95,Doug Baldwin
133,231,Allen Robinson,14.96,Allen Robinson
134,232,Mike Evans,18.02,Mike Evans
135,235,Riley Cooper,5.95,Riley Cooper
136,236,Sammy Watkins,12.01,Sammy Watkins
137,237,Jeremy Kerley,5.63,Jeremy Kerley
138,238,Allen Hurns,12.22,Allen Hurns
139,239,Kamar Aiken,13.86,Kamar Aiken
140,241,Jarvis Landry,14.89,Jarvis Landry
141,242,Greg Jennings,3.56,Greg Jennings
142,244,Vincent Jackson,7.84,Vincent Jackson
143,245,Adam Humphries,3.19,Adam Humphries
144,246,Javontee Herndon,4.53,Javontee Herndon
145,247,Kenny Stills,7.03,Kenny Stills
146,248,Michael Floyd,11.35,Michael Floyd
147,249,Jaron Brown,4.28,Jaron Brown
148,251,Roddy White,8.06,Roddy White
149,255,Eric Decker,13.9,Eric Decker
150,257,Jason Avant,4.35,Jason Avant
151,260,Bryan Walters,5.46,Bryan Walters
152,262,Charles Johnson,4.54,Charles Johnson
153,265,Davante Adams,9.29,Davante Adams
154,266,Randall Cobb,13.48,Randall Cobb
155,269,Chris Hogan,6.3,Chris Hogan
156,270,Steve Johnson,10.02,Stevie Johnson
157,273,Alshon Jeffery,14.64,Alshon Jeffery
158,275,Calvin Johnson,16.08,Calvin Johnson
159,276,Miles Austin,4.07,Miles Austin
160,278,Amari Cooper,15.88,Amari Cooper
161,279,Corey Brown,6.66,Corey Brown
162,280,Albert Wilson,5.81,Albert Wilson
163,281,Justin Hunter,5.5,Justin Hunter
164,285,Jermaine Kearse,8.31,Jermaine Kearse
165,286,Marqise Lee,4.42,Marqise Lee
166,287,Ty Montgomery,7.11,Ty Montgomery
167,288,Jarius Wright,4.86,Jarius Wright
168,289,Robert Woods,8.71,Robert Woods
169,291,Leonard Hankerson,10.34,Leonard Hankerson
170,293,Tyler Lockett,7.44,Tyler Lockett
171,295,Mike Wallace,8.18,Mike Wallace
