,Unnamed: 0,player,fire,dk_name
0,0,Julio Jones ,15.598,Julio Jones
1,1,Devonta Freeman ,16.7595,Devonta Freeman
2,2,Tom Brady ,22.449,Tom Brady
3,3,Derek Carr ,21.8636,Derek Carr
4,4,Aaron Rodgers ,20.7774,Aaron Rodgers
5,5,Adrian Peterson ,16.9724,Adrian Peterson
6,6,Carson Palmer ,20.0254,Carson Palmer
7,7,Matt Ryan ,20.0872,Matt Ryan
8,8,Cam Newton ,19.9762,Cam Newton
9,9,Russell Wilson ,19.7114,Russell Wilson
10,10,DeAndre Hopkins ,11.6568,DeAndre Hopkins
11,11,Dez Bryant ,12.6104,Dez Bryant
12,12,Todd Gurley ,15.3665,Todd Gurley
13,13,DeMarco Murray ,14.255,DeMarco Murray
14,14,Tyrod Taylor ,18.5372,Tyrod Taylor
15,15,Andy Dalton ,18.2658,Andy Dalton
16,16,Tony Romo ,18.4032,Tony Romo
17,17,Lamar Miller ,13.324,Lamar Miller
18,18,Calvin Johnson ,11.5455,Calvin Johnson
19,19,Marcus Mariota ,18.1928,NaN
20,20,Rob Gronkowski ,11.3725,Rob Gronkowski
21,21,Philip Rivers ,18.5454,Philip Rivers
22,22,Chris Ivory ,14.3236,NaN
23,23,Amari Cooper ,11.9025,Amari Cooper
24,24,Matthew Stafford ,17.9818,Matthew Stafford
25,25,Darren McFadden ,14.166,Darren McFadden
26,26,Blake Bortles ,17.8788,NaN
27,27,Randall Cobb ,10.5995,Randall Cobb
28,28,Brandon Marshall ,10.6725,Brandon Marshall
29,29,Teddy Bridgewater ,17.5038,Teddy Bridgewater
30,30,Alex Smith ,17.2878,Alex Smith
31,31,A.J. Green ,10.8865,A.J. Green
32,32,Mike Evans ,11.0945,Mike Evans
33,33,Ryan Fitzpatrick ,17.5942,Ryan Fitzpatrick
34,34,Demaryius Thomas ,10.3824,Demaryius Thomas
35,35,Jeremy Maclin ,10.2915,Jeremy Maclin
36,36,Charcandrick West ,13.6955,Charcandrick West
37,37,LeGarrette Blount ,13.4867,LeGarrette Blount
38,38,Larry Fitzgerald ,10.8835,Larry Fitzgerald
39,39,Jarvis Landry ,9.805,Jarvis Landry
40,40,Steve Johnson ,9.7555,Steve Johnson
41,41,T.Y. Hilton ,10.6285,T.Y. Hilton
42,42,Alshon Jeffery ,9.807,Alshon Jeffery
43,43,Marshawn Lynch ,12.9045,Marshawn Lynch
44,44,Jameis Winston ,16.5144,Jameis Winston
45,45,Latavius Murray ,12.5585,Latavius Murray
46,46,Brock Osweiler ,15.889,Brock Osweiler
47,47,Matt Hasselbeck ,15.8886,Matt Hasselbeck
48,48,Frank Gore ,10.5385,Frank Gore
49,49,Allen Robinson ,9.9225,NaN
50,50,Lesean McCoy ,11.811,LeSean McCoy
51,51,Greg Olsen ,9.323,Greg Olsen
52,52,Chris Johnson ,12.013,Chris Johnson
53,53,Sammy Watkins ,9.8235,Sammy Watkins
54,54,T.J. Yates ,15.5016,T.J. Yates
55,55,Mark Sanchez ,16.4848,Mark Sanchez
56,56,Brandon LaFell ,9.7455,Brandon LaFell
57,57,Kamar Aiken ,9.091,Kamar Aiken
58,58,Case Keenum ,15.2326,Case Keenum
59,59,Danny Amendola ,9.2635,Danny Amendola
60,60,Jordan Matthews ,8.8412,Jordan Matthews
61,61,Kirk Cousins ,15.6048,Kirk Cousins
62,62,Michael Crabtree ,9.15,Michael Crabtree
63,63,Ryan Tannehill ,14.9884,Ryan Tannehill
64,64,Eric Decker ,9.1645,Eric Decker
65,65,Emmanuel Sanders ,9.367,Emmanuel Sanders
66,66,Joe Flacco ,15.314,Joe Flacco
67,67,T.J. Yeldon ,10.596,NaN
68,68,Danny Woodhead ,8.7365,Danny Woodhead
69,69,Stefon Diggs ,9.1199,Stefon Diggs
70,70,Davante Adams ,7.5905,Davante Adams
71,71,Doug Martin ,10.4105,Doug Martin
72,72,John Brown ,8.531,John Brown
73,73,Antonio Gates ,8.156,Antonio Gates
74,74,Jay Cutler ,14.1134,Jay Cutler
75,75,Jonathan Stewart ,11.2685,Jonathan Stewart
76,76,Blaine Gabbert ,13.1394,Blaine Gabbert
77,77,DeSean Jackson ,8.3485,DeSean Jackson
78,78,Jordan Reed ,7.6615,Jordan Reed
79,79,Allen Hurns ,8.285,NaN
80,80,Tyler Eifert ,7.6235,Tyler Eifert
81,81,James Starks ,9.304,James Starks
82,82,Jeremy Langford ,9.9745,Jeremy Langford
83,83,Jimmy Graham ,7.7245,Jimmy Graham
84,84,Martellus Bennett ,7.41,Martellus Bennett
85,85,Justin Forsett ,9.283,Justin Forsett
86,86,Antonio Andrews ,9.742,NaN
87,87,Golden Tate ,7.0458,Golden Tate
88,88,Giovani Bernard ,8.03,Giovani Bernard
89,89,Rishard Matthews ,7.6635,Rishard Matthews
90,90,Jeremy Hill ,8.1105,Jeremy Hill
91,91,Eric Ebron ,6.8285,Eric Ebron
92,92,Charles Clay ,6.645,Charles Clay
93,93,Donte Moncrief ,6.96,Donte Moncrief
94,94,Jamison Crowder ,6.406,Jamison Crowder
95,95,Jacob Tamme ,6.2605,Jacob Tamme
96,96,Travis Kelce ,6.672,Travis Kelce
97,97,Tavon Austin ,6.756,Tavon Austin
98,98,Jason Witten ,5.5245,Jason Witten
99,99,Ameer Abdullah ,7.441,Ameer Abdullah
100,100,Karlos Williams ,7.8438,Karlos Williams
101,101,Delanie Walker ,6.276,NaN
102,102,Marquess Wilson ,6.3725,Marquess Wilson
103,103,Joique Bell ,6.574,Joique Bell
104,104,Nate Washington ,6.556,Nate Washington
105,105,Ronnie Hillman ,7.894,Ronnie Hillman
106,106,Richard Rodgers ,5.977,Richard Rodgers
107,107,Dorial Green-Beckham ,6.289,NaN
108,108,Melvin Gordon ,7.4515,Melvin Gordon
109,109,Zach Ertz ,5.647,Zach Ertz
110,110,Julius Thomas ,5.3225,NaN
111,111,Cecil Shorts ,5.2335,Cecil Shorts
112,112,Leonard Hankerson ,6.3435,Leonard Hankerson
113,113,Pierre Garcon ,5.252,Pierre Garcon
114,114,Terrance Williams ,6.2945,Terrance Williams
115,115,Harry Douglas ,5.215,NaN
116,116,Theo Riddick ,5.2699,Theo Riddick
117,117,Anquan Boldin ,5.1225,Anquan Boldin
118,118,Crockett Gillmore ,5.4045,Crockett Gillmore
119,119,Matt Forte ,6.3975,Matt Forte
120,120,Eddie Lacy ,6.98,Eddie Lacy
121,121,Jermaine Kearse ,5.0345,Jermaine Kearse
122,122,Doug Baldwin ,5.0305,Doug Baldwin
123,123,Ted Ginn Jr. ,5.7955,Ted Ginn Jr.
124,124,Coby Fleener ,5.0095,Coby Fleener
125,125,Marvin Jones ,4.8892,Marvin Jones
126,126,James Jones ,5.7565,James Jones
127,127,Vernon Davis ,4.8945,Vernon Davis
128,128,Devin Funchess ,4.8085,Devin Funchess
129,129,Jerricho Cotchery ,5.096,Jerricho Cotchery
130,130,Austin Seferian-Jenkins ,5.2775,Austin Seferian-Jenkins
131,131,Shaun Draughn ,6.001,Shaun Draughn
132,132,Chris Givens ,4.311,Chris Givens
133,133,Robert Woods ,4.1155,Robert Woods
134,134,Mike Wallace ,4.4046,Mike Wallace
135,135,Jared Cook ,4.4765,Jared Cook
136,136,Mychal Rivera ,4.1195,Mychal Rivera
137,137,Darren Sproles ,4.279,Darren Sproles
138,138,Jordan Cameron ,4.57,Jordan Cameron
139,139,Dontrelle Inman ,4.428,Dontrelle Inman
140,140,James White ,4.07,James White
141,141,Wes Welker ,3.7795,Wes Welker
142,142,Andre Johnson ,4.5625,Andre Johnson
143,143,Tyler Lockett ,4.511,Tyler Lockett
144,144,Charles Sims ,4.56,Charles Sims
145,145,Darren Fells ,4.378,Darren Fells
146,146,Kenny Britt ,4.2105,Kenny Britt
147,147,C.J. Anderson ,5.0785,C.J. Anderson
148,148,Aaron Dobson ,3.3435,Aaron Dobson
149,149,David Cobb ,4.3378,NaN
150,150,Nelson Agholor ,3.9105,Nelson Agholor
151,151,Chris Thompson ,3.975,Chris Thompson
152,152,Kendall Gaskins ,4.0005,Kendall Gaskins
153,153,Lance Moore ,3.5945,Lance Moore
154,154,Kyle Rudolph ,3.3905,Kyle Rudolph
155,155,Ahmad Bradshaw ,3.734,Ahmad Bradshaw
156,156,Andre Ellington ,4.3825,Andre Ellington
157,157,Matt Jones ,4.4425,Matt Jones
158,158,Mohamed Sanu ,3.4144,Mohamed Sanu
159,159,Torrey Smith ,3.903,Torrey Smith
160,160,Albert Wilson ,3.6805,Albert Wilson
161,161,Roddy White ,3.5405,Roddy White
162,162,Jay Ajayi ,4.451,Jay Ajayi
163,163,Garrett Celek ,3.2385,Garrett Celek
164,164,Owen Daniels ,3.2815,Owen Daniels
165,165,Justin Hardy ,2.7035,Justin Hardy
166,166,Fred Jackson ,3.6975,Fred Jackson
167,167,Dexter McCluster ,3.613,NaN
168,168,Chris Hogan ,3.2553,Chris Hogan
169,169,Brian Quick ,3.071,Brian Quick
170,170,Cole Beasley ,2.85,Cole Beasley
171,171,Anthony Fasano ,3.347,NaN
172,172,Devin Street ,3.7215,Devin Street
173,173,Alfred Blue ,3.6445,Alfred Blue
174,174,Jaron Brown ,2.72,Jaron Brown
175,175,Taiwan Jones ,3.8965,Taiwan Jones
176,176,Alfred Morris ,3.7125,Alfred Morris
177,177,Brandon Bolden ,2.772,Brandon Bolden
178,178,Brandon Tate ,3.0351,Brandon Tate
179,179,Michael Floyd ,3.1015,Michael Floyd
180,180,Bennie Fowler ,2.711,Bennie Fowler
181,181,Ed Dickson ,2.515,Ed Dickson
182,182,Javorius Allen ,2.927,Javorius Allen
183,183,Chris Polk ,2.965,Chris Polk
184,184,Jermaine Gresham ,2.6955,Jermaine Gresham
185,185,Josh Huff ,2.3355,Josh Huff
186,186,Brandon Myers ,2.268,Brandon Myers
187,187,Bilal Powell ,2.924,Bilal Powell
188,188,Ladarius Green ,2.6565,Ladarius Green
189,189,Jeremy Kerley ,2.4,Jeremy Kerley
190,190,Riley Cooper ,2.7485,Riley Cooper
191,191,Donteea Dye ,2.301,Donteea Dye
192,192,Miles Austin ,2.538,Miles Austin
193,193,Jonathan Grimes ,2.421,Jonathan Grimes
194,194,Mike Tolbert ,2.761,Mike Tolbert
195,195,Derek Carrier ,2.3265,Derek Carrier
196,196,Kenny Stills ,2.3975,Kenny Stills
197,197,Troy Niklas ,2.7675,Troy Niklas
198,198,Chris Conley ,2.1855,Chris Conley
199,199,Javontee Herndon ,2.271,NaN
200,200,Jason Avant ,2.0545,Jason Avant
201,201,Maxx Williams ,1.9765,Maxx Williams
202,202,Charles Johnson ,2.001,Charles Johnson
203,203,Stevan Ridley ,2.3704,Stevan Ridley
204,204,Ryan Grant ,2.0425,Ryan Grant
205,205,Luke Willson ,2.144,Luke Willson
206,206,Brent Celek ,2.466,Brent Celek
207,207,Lance Kendricks ,1.963,Lance Kendricks
208,208,Keith Mumphery ,1.7715,Keith Mumphery
209,209,Quinton Patton ,1.958,Quinton Patton
210,210,Dion Sims ,1.9305,Dion Sims
211,211,Adam Humphries ,1.655,Adam Humphries
212,212,Dwayne Allen ,1.805,Dwayne Allen
213,213,Jarius Wright ,1.9495,Jarius Wright
214,214,Griff Whalen ,2.0328,Griff Whalen
215,215,DeVante Parker ,1.889,DeVante Parker
216,216,Nick Williams ,1.8015,Nick Williams
217,217,Chris Gragg ,1.7245,Chris Gragg
218,218,Andre Caldwell ,1.5645,Andre Caldwell
219,219,Andre Holmes ,2.069,Andre Holmes
220,220,Scott Chandler ,1.7285,Scott Chandler
221,221,Spencer Ware ,2.2895,Spencer Ware
222,222,Clive Walford ,1.8085,Clive Walford
223,223,Rhett Ellison ,1.665,Rhett Ellison
224,224,Tre Mason ,1.577,Tre Mason
225,225,Jeff Cumberland ,1.5385,Jeff Cumberland
226,226,Marcel Reece ,1.754,Marcel Reece
227,227,Jaelen Strong ,1.748,Jaelen Strong
228,228,Craig Stevens ,1.2095,NaN
229,229,Thomas Rawls ,2.0325,Thomas Rawls
230,230,David Johnson ,1.6051,David Johnson
231,231,Levine Toilolo ,1.2085,Levine Toilolo
232,232,Tony Moeaki ,1.23,NaN
233,233,Bryce Brown ,1.5415,Bryce Brown
234,234,Vance McDonald ,1.0625,Vance McDonald
235,235,De'Anthony Thomas ,1.4145,De'Anthony Thomas
236,236,Denard Robinson ,1.336,NaN
237,238,Greg Jennings ,1.1025,Greg Jennings
238,239,Marcedes Lewis ,1.024,NaN
239,241,Dan Herron ,1.1463,NaN
240,242,Jerick McKinnon ,1.1855,Jerick McKinnon
241,246,Matt Asiata ,1.154,Matt Asiata
242,247,Terron Ward ,1.012,Terron Ward
