,Unnamed: 0,player,fleaflicker,dk_name
157,165,Vernon Davis,6.5,Vernon Davis
158,166,Bobby Rainey,5.4,Bobby Rainey
159,167,Greg Jennings,7.4,Greg Jennings
160,168,Cordarrelle Patterson,5.4,Cordarrelle Patterson
161,169,Josh Huff,6.4,Josh Huff
162,170,Corey Brown,6.4,Corey Brown
163,171,Scott Chandler,6.4,Scott Chandler
164,172,Tre Mason,4.3,Tre Mason
165,173,Jermaine Kearse,5.3,Jermaine Kearse
166,174,Clay Harbor,7.3,Clay Harbor
167,175,Brian Quick,6.2,Brian Quick
168,177,Marcedes Lewis,6.2,Marcedes Lewis
169,178,Maxx Williams,6.2,Maxx Williams
170,179,Andre Caldwell,6.0,Andre Caldwell
171,180,Steve Johnson,5.9,Stevie Johnson
172,181,Dorial Green-Beckham,4.9,Dorial Green-Beckham
173,182,Coby Fleener,5.9,Coby Fleener
174,183,Mychal Rivera,5.9,Mychal Rivera
175,184,Toby Gerhart,3.9,Toby Gerhart
176,185,Knile Davis,3.9,Knile Davis
177,186,Andre Roberts,4.9,Andre Roberts
178,187,Torrey Smith,4.8,Torrey Smith
179,188,Garrett Graham,5.8,Garrett Graham
180,189,Ryan Griffin,5.8,Ryan Griffin
181,190,Mike Tolbert,4.7,Mike Tolbert
182,191,Lance Kendricks,5.7,Lance Kendricks
183,192,Matt Asiata,3.6,Matt Asiata
184,193,Andre Johnson,4.6,Andre Johnson
185,194,Jason Avant,5.6,Jason Avant
186,195,Dwayne Allen,4.6,Dwayne Allen
187,196,Nelson Agholor,4.5,Nelson Agholor
188,198,Jared Cook,5.5,Jared Cook
189,199,Dan Herron,3.4,Daniel Herron
190,200,Nate Washington,4.4,Nate Washington
191,201,Aaron Dobson,4.4,Aaron Dobson
192,202,Jerick McKinnon,3.3,Jerick McKinnon
193,203,Jerricho Cotchery,4.3,Jerricho Cotchery
194,204,Virgil Green,4.3,Virgil Green
195,205,Gavin Escobar,4.3,Gavin Escobar
196,206,Roddy White,4.2,Roddy White
197,207,Bryan Walters,4.2,Bryan Walters
198,208,Cole Beasley,4.2,Cole Beasley
199,209,Anthony Fasano,4.2,Anthony Fasano
200,210,Brandon Bolden,3.1,Brandon Bolden
201,211,Benny Cunningham,5.1,Benny Cunningham
202,212,Tevin Coleman,3.1,Tevin Coleman
203,213,Marquess Wilson,4.1,Marquess Wilson
204,214,Jeff Cumberland,4.1,Jeff Cumberland
205,215,Chris Thompson,4.0,Chris Thompson
206,216,Javorius Allen,4.0,Javorius Allen
207,217,Jordan Norwood,4.0,Jordan Norwood
208,219,Terron Ward,2.9,Terron Ward
209,220,Jermaine Gresham,3.9,Jermaine Gresham
210,221,Tyler Lockett,3.8,Tyler Lockett
211,222,Jay Ajayi,2.8,Jay Ajayi
212,223,Rod Streater,3.8,Rod Streater
213,224,Kevin White,3.8,NaN
214,225,Ed Dickson,3.8,Ed Dickson
215,226,Fred Jackson,2.7,Fred Jackson
216,227,Riley Cooper,2.7,Riley Cooper
217,228,Miles Austin,2.6,Miles Austin
218,229,Dontrelle Inman,3.6,Dontrelle Inman
219,230,Andre Holmes,2.6,Andre Holmes
220,231,Devin Smith,2.6,Devin Smith
221,232,Keith Mumphery,3.6,Keith Mumphery
222,233,Chris Gragg,3.6,Chris Gragg
223,234,Timothy Wright,2.6,NaN
224,235,Stepfan Taylor,2.5,Stepfan Taylor
225,236,Cameron Artis-Payne,2.5,Cameron Artis-Payne
226,237,Chris Hogan,2.5,Chris Hogan
227,238,DeVante Parker,2.5,DeVante Parker
228,240,Damien Williams,2.4,Damien Williams
229,241,Luke Willson,2.4,Luke Willson
230,242,Crockett Gillmore,2.4,Crockett Gillmore
231,243,Bruce Ellington,2.3,Bruce Ellington
232,244,Brent Celek,2.3,Brent Celek
233,245,Brandon Myers,3.3,Brandon Myers
234,246,Derek Carrier,3.3,Derek Carrier
235,247,C.J. Fiedorowicz,2.3,C.J. Fiedorowicz
236,248,Nick Boyle,2.3,Nick Boyle
237,249,Chris Polk,2.2,Chris Polk
238,250,Garrett Celek,3.2,Garrett Celek
239,251,Levine Toilolo,2.2,Levine Toilolo
240,252,Darren Fells,2.0,Darren Fells
241,253,Marcel Reece,1.9,Marcel Reece
242,254,Jeff Janis,1.9,Jeff Janis
243,255,Albert Wilson,1.9,Albert Wilson
244,256,Cody Latimer,1.8,Cody Latimer
245,257,J.J. Nelson,1.8,J.J. Nelson
246,258,Justin Hardy,1.8,Justin Hardy
247,259,Jacob Tamme,1.8,Jacob Tamme
248,261,Zach Miller,1.8,Zach Miller
249,262,Dion Sims,1.8,Dion Sims
250,263,Lance Moore,1.7,Lance Moore
251,264,Ryan Grant,1.7,Ryan Grant
252,265,Chris Conley,1.7,Chris Conley
253,266,Tyler Kroft,1.7,Tyler Kroft
254,267,Clive Walford,1.7,Clive Walford
255,270,Jake Stoneburner,1.6,Jake Stoneburner
256,271,Kennard Backman,1.6,Kennard Backman
257,272,MyCole Pruitt,1.6,MyCole Pruitt
