,2-pt,avg_yards/rec,comp,comp-%,fan_pts,fl,int,kick_td,pass_att,pass_tds,pass_yards,pass_yards/att,player,punt_td,rec,rec_tds,rec_yards,rush_att,rush_avg,rush_tds,rush_yards
35,,,0.4,56.9,0,0.0,0.0,,0.6,0.0,4.3,6.7,Chad Henne,,,,,0.1,3.9,0.0,0.3
36,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Joe Webb,,,,,0.0,0.0,0.0,0.0
37,,,23.2,61.1,0,0.2,1.3,,38.0,1.3,261.0,6.9,Matt Hasselbeck,,,,,2.3,1.6,0.0,3.7
38,,,0.1,65.3,0,0.0,0.0,,0.2,0.0,1.5,7.6,Scott Tolzien,,,,,0.0,11.8,0.0,0.4
39,,,21.8,66.3,0,0.1,0.5,,32.9,1.5,234.0,7.1,Aaron Rodgers,,,,,3.6,6.3,0.0,22.8
40,,,17.6,63.8,0,0.1,1.2,,27.6,1.6,240.0,8.7,Russell Wilson,,,,,6.7,5.9,0.1,39.5
41,,,0.4,57.8,0,0.0,0.0,,0.6,0.0,3.9,6.4,Nick Foles,,,,,0.1,2.5,0.0,0.2
42,,,0.3,61.7,0,0.0,0.0,,0.4,0.0,3.2,7.5,Kellen Clemens,,,,,0.1,2.8,0.0,0.2
43,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Stephen Morris,,,,,0.0,0.0,0.0,0.0
44,,,0.2,56.4,0,0.0,0.0,,0.4,0.0,1.5,4.1,Jimmy Clausen,,,,,0.1,1.6,0.0,0.1
45,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Brett Hundley,,,,,0.0,0.0,0.0,0.0
46,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Logan Thomas,,,,,0.0,0.0,0.0,0.0
47,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Josh Johnson,,,,,0.0,0.0,0.0,0.0
48,,,0.4,64.3,0,0.0,0.0,,0.6,0.0,4.0,7.3,EJ Manuel,,,,,0.2,3.7,0.0,0.7
49,,,24.9,65.4,0,0.3,1.1,,38.1,1.8,305.0,8.0,Matt Ryan,,,,,1.6,3.1,0.0,5.1
50,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Taylor Heinicke,,,,,0.0,0.0,0.0,0.0
51,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Ryan Mallett,,,,,0.0,0.0,0.0,0.0
52,,,17.0,58.6,0,0.1,1.3,,29.0,1.2,209.0,7.2,Teddy Bridgewater,,,,,2.9,4.7,0.2,13.9
53,,,0.4,58.5,0,0.0,0.0,,0.6,0.0,3.7,5.8,Colin Kaepernick,,,,,0.3,5.0,0.0,1.5
54,,,19.8,59.8,0,0.1,1.0,,33.1,1.4,233.0,7.0,Ryan Fitzpatrick,,,,,3.9,5.2,0.1,20.4
55,,,23.3,62.0,0,0.2,0.8,,37.6,1.9,293.0,7.8,Carson Palmer,,,,,1.8,1.3,0.0,2.2
56,,,16.3,57.4,0,0.2,1.0,,28.4,1.0,183.0,6.4,Case Keenum,,,,,2.2,5.0,0.1,11.3
57,,,0.2,56.5,0,0.0,0.0,,0.4,0.0,2.5,6.7,Shaun Hill,,,,,0.0,0.3,0.0,0.0
58,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Colt McCoy,,,,,0.0,0.0,0.0,0.0
59,,,0.0,64.3,0,0.0,0.0,,0.0,0.0,0.2,7.4,AJ McCarron,,,,,0.0,1.1,0.0,0.0
60,,,0.3,67.5,0,0.0,0.0,,0.4,0.0,2.7,7.3,Zach Mettenberger,,,,,0.0,0.2,0.0,0.0
61,,,0.4,68.7,0,0.0,0.0,,0.6,0.0,4.1,6.7,Matt McGloin,,,,,0.0,2.3,0.0,0.1
62,,,25.3,65.7,0,0.2,0.8,,38.5,1.8,260.0,6.8,Derek Carr,,,,,1.6,3.3,0.0,5.2
63,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Kellen Moore,,,,,0.0,0.0,0.0,0.0
64,,,21.9,63.5,0,0.2,1.5,,34.5,1.1,211.0,6.1,Kirk Cousins,,,,,0.9,2.4,0.2,2.1
65,,,24.1,65.1,0,0.4,1.2,,37.0,1.7,257.0,6.9,Mark Sanchez,,,,,2.9,2.5,0.1,7.2
66,,,24.1,63.4,0,0.1,1.8,,38.0,1.6,262.0,6.9,Brock Osweiler,,,,,2.3,4.3,0.0,9.9
67,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Ryan Griffin,,,,,0.0,0.0,0.0,0.0
68,,,16.7,57.8,0,0.2,1.0,,28.9,0.9,165.0,5.7,Blaine Gabbert,,,,,4.1,3.9,0.0,16.0
69,,,0.0,56.5,0,0.0,0.0,,0.0,0.0,0.3,6.7,Matt Moore,,,,,0.0,-0.2,0.0,-0.0
70,,,0.4,71.3,0,0.0,0.0,,0.6,0.0,5.0,8.8,Matt Cassel,,,,,0.1,6.3,0.0,0.4
71,,,20.4,55.9,0,0.1,1.6,,36.5,1.8,248.0,6.8,Blake Bortles,,,,,3.4,7.4,0.0,25.2
72,,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,Aaron Murray,,,,,0.0,0.0,0.0,0.0
73,,,18.4,68.4,0,0.3,0.7,,26.9,1.3,219.0,8.1,Marcus Mariota,,,,,2.1,8.2,0.0,17.2
74,,,,,,,,,,,,,Pages: 1 2 All,,,,,,,,
75,,,,,,,,,,,,,Running Backs Week 11 Standard Stats -- Average,,,,,,,,
76,,,,,,,,,,,,,Rushing,,,,,Receiving,,,Misc
77,,Avg,,,FPTS,FL,,,,,,,Player,,Recpt,TD,Yd,Att,Avg,TD,Yd
78,,14.0,,,0,0.1,,,,,,,Jeremy Langford,,2.8,0.2,39.0,16.2,3.4,0.7,55.1
79,,6.5,,,0,0.2,,,,,,,Jonathan Stewart,,1.3,0.1,8.6,17.7,4.5,0.4,79.9
80,,12.1,,,0,0.1,,,,,,,Antonio Andrews,,1.1,0.0,13.9,12.9,3.7,0.3,48.0
81,,7.3,,,0,0.0,,,,,,,Raheem Mostert,,0.1,0.0,0.4,0.2,3.0,0.0,0.7
82,,0.0,,,0,0.0,,,,,,,George Winn,,0.0,0.0,0.0,0.1,3.2,0.0,0.2
83,,4.6,,,0,0.0,,,,,,,Terrance West,,0.0,0.0,0.2,0.6,3.5,0.0,2.0
84,,7.0,,,0,0.2,,,,,,,DeMarco Murray,,3.5,0.1,24.1,15.2,3.5,0.6,53.5
85,,7.0,,,0,0.1,,,,,,,Alfred Blue,,1.0,0.0,6.9,12.3,3.4,0.2,41.8
86,,7.1,,,0,0.1,,,,,,,Stevan Ridley,,0.8,0.0,5.4,4.9,3.9,0.2,18.9
87,,0.0,,,0,0.0,,,,,,,Brandon Wegher,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,,7.3,,,0,0.0,,,,,,,Cedric Peerman,,0.0,0.0,0.0,0.0,3.0,0.0,0.1
89,,4.3,,,0,0.0,,,,,,,Mike James,,0.0,0.0,0.1,0.3,4.2,0.0,1.4
90,,8.3,,,0,0.1,,,,,,,David Cobb,,1.1,0.0,9.4,5.4,3.9,0.1,21.3
91,,7.8,,,0,0.1,,,,,,,Giovani Bernard,,3.0,0.1,23.1,10.8,4.8,0.2,51.5
92,,14.9,,,0,0.0,,,,,,,Jalston Fowler,,0.3,0.0,4.7,0.8,2.7,0.1,2.1
93,,0.0,,,0,0.0,,,,,,,Bryce Brown,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,,7.6,,,0,0.1,,,,,,,Tevin Coleman,,0.6,0.0,4.8,4.5,4.4,0.3,20.1
95,,12.8,,,0,0.0,,,,,,,Rex Burkhead,,0.0,0.0,0.4,0.0,2.8,0.0,0.0
96,,8.7,,,0,0.2,,,,,,,LeSean McCoy,,2.3,0.1,20.2,15.0,4.1,0.3,62.0
97,,0.0,,,0,0.0,,,,,,,Chase Reynolds,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,,8.6,,,0,0.3,,,,,,,Doug Martin,,2.1,0.1,17.7,16.1,4.1,0.2,65.5
99,,8.9,,,0,0.1,,,,,,,Marshawn Lynch,,1.9,0.1,17.1,15.6,4.5,0.7,69.7
100,,18.1,,,0,0.0,,,,,,,Zach Line,,0.5,0.0,9.8,1.0,3.2,0.2,3.3
101,,5.2,,,0,0.2,,,,,,,Latavius Murray,,2.8,0.1,14.7,14.1,4.4,0.4,61.7
102,,0.0,,,0,0.0,,,,,,,Christine Michael,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,,4.5,,,0,0.0,,,,,,,Bernard Pierce,,0.0,0.0,0.1,0.2,3.3,0.0,0.7
104,,9.1,,,0,0.1,,,,,,,Ameer Abdullah,,1.6,0.1,14.1,7.4,3.9,0.3,28.8
105,,7.8,,,0,0.1,,,,,,,Eddie Lacy,,1.2,0.0,9.4,9.5,4.6,0.3,43.7
106,,0.0,,,0,0.0,,,,,,,Alonzo Harris,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,,7.9,,,0,0.1,,,,,,,James Starks,,3.2,0.2,25.4,12.4,4.7,0.1,58.5
108,,8.9,,,0,0.1,,,,,,,Lamar Miller,,3.2,0.2,28.4,12.5,4.9,0.5,61.4
109,,8.7,,,0,0.2,,,,,,,Taiwan Jones,,1.3,0.1,11.0,3.6,3.9,0.1,14.4
110,,9.3,,,0,0.1,,,,,,,Devonta Freeman,,3.5,0.2,32.9,14.7,4.3,0.8,63.0
111,,6.0,,,0,0.3,,,,,,,Melvin Gordon,,1.9,0.1,11.5,13.2,4.0,0.2,52.8
112,,8.2,,,0,0.0,,,,,,,Thomas Rawls,,0.9,0.0,7.3,8.2,4.9,0.2,40.2
113,,8.8,,,0,0.0,,,,,,,Toby Gerhart,,0.0,0.0,0.3,0.2,3.2,0.0,0.7
114,,7.6,,,0,0.0,,,,,,,Spencer Ware,,0.0,0.0,0.1,0.2,4.4,0.0,0.8
115,,8.5,,,0,0.0,,,,,,,Anthony Sherman,,0.7,0.1,5.8,0.2,1.4,0.0,0.3
116,,11.9,,,0,0.0,,,,,,,Tommy Bohanon,,0.9,0.0,10.3,0.7,3.0,0.0,2.2
117,,9.6,,,0,0.0,,,,,,,Mike Tolbert,,1.3,0.1,12.4,3.8,3.9,0.2,15.0
118,,6.9,,,0,0.2,,,,,,,Jeremy Hill,,1.0,0.1,7.0,12.4,4.2,0.4,52.3
119,,8.5,,,0,0.1,,,,,,,Rod Smith,,0.5,0.0,4.5,2.7,4.5,0.1,12.0
120,,8.8,,,0,0.2,,,,,,,Dexter McCluster,,2.5,0.1,22.2,3.9,3.5,0.1,13.6
121,,9.4,,,0,0.1,,,,,,,Joique Bell,,1.1,0.0,10.4,8.8,3.6,0.4,31.5
122,,0.0,,,0,0.0,,,,,,,Pierre Thomas,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,,7.9,,,0,0.0,,,,,,,Jamize Olawale,,0.8,0.0,6.7,1.6,4.0,0.2,6.3
124,,6.8,,,0,0.0,,,,,,,Matt Asiata,,1.0,0.0,6.9,1.6,4.6,0.1,7.2
125,,6.8,,,0,0.1,,,,,,,James White,,1.7,0.1,11.7,5.9,4.0,0.2,23.7
126,,7.4,,,0,0.1,,,,,,,Ahmad Bradshaw,,1.2,0.1,8.6,5.2,4.2,0.1,21.6
127,,0.0,,,0,0.0,,,,,,,Jarryd Hayne,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,,0.0,,,0,0.0,,,,,,,Dan Herron,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,,6.1,,,0,0.2,,,,,,,Ka'Deem Carey,,0.8,0.0,5.0,3.7,3.5,0.1,13.1
130,,0.0,,,0,0.0,,,,,,,LaMichael James,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,,11.5,,,0,0.0,,,,,,,Bruce Miller,,1.3,0.0,14.9,0.4,1.5,0.0,0.6
132,,6.9,,,0,0.0,,,,,,,Bobby Rainey,,0.0,0.0,0.2,0.2,4.0,0.0,1.0
133,,8.4,,,0,0.2,,,,,,,Chris Johnson,,1.4,0.1,12.0,16.2,4.2,0.3,67.4
134,,6.8,,,0,0.0,,,,,,,Jerick McKinnon,,0.5,0.0,3.2,1.6,4.6,0.1,7.2
135,,5.8,,,0,0.0,,,,,,,Damien Williams,,0.0,0.0,0.3,0.1,3.4,0.0,0.3
136,,6.4,,,0,0.0,,,,,,,John Kuhn,,0.8,0.0,5.3,1.0,3.4,0.1,3.5
137,,5.8,,,0,0.1,,,,,,,Alfred Morris,,1.1,0.0,6.5,12.0,4.0,0.2,47.8
138,,4.8,,,0,0.1,,,,,,,Justin Forsett,,3.3,0.0,15.8,17.8,3.8,0.3,67.6
139,,8.0,,,0,0.1,,,,,,,Kyle Juszczyk,,2.2,0.2,17.9,0.0,0.0,0.0,0.0
140,,4.5,,,0,0.0,,,,,,,Will Tukuafu,,0.0,0.0,0.0,0.0,0.9,0.0,0.0
141,,6.1,,,0,0.1,,,,,,,Antone Smith,,0.8,0.1,5.0,3.0,3.2,0.1,9.6
142,,8.2,,,0,0.1,,,,,,,Todd Gurley,,2.1,0.0,17.0,17.6,4.6,0.5,80.7
143,,12.2,,,0,0.2,,,,,,,Charcandrick West,,1.6,0.2,19.2,15.1,5.0,0.4,75.4
144,,0.0,,,0,0.0,,,,,,,Joe Banyard,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,,7.6,,,0,0.1,,,,,,,C.J. Anderson,,1.9,0.1,14.6,9.8,4.2,0.2,41.3
146,,6.0,,,0,0.1,,,,,,,Javorius Allen,,0.7,0.0,4.2,6.9,3.8,0.2,25.9
147,,7.6,,,0,0.1,,,,,,,Jay Ajayi,,0.9,0.0,7.1,6.9,5.4,0.3,37.2
148,,7.5,,,0,0.1,,,,,,,Darren Sproles,,4.3,0.1,32.5,8.1,3.3,0.3,27.1
149,,8.9,,,0,0.1,,,,,,,Chris Ivory,,1.6,0.1,14.2,16.1,4.5,0.4,72.4
150,,8.6,,,0,0.1,,,,,,,Trey Williams,,0.5,0.0,4.6,2.9,4.5,0.1,13.1
151,,6.5,,,0,0.1,,,,,,,Ronnie Hillman,,1.5,0.1,9.5,14.5,4.3,0.5,62.1
152,,6.9,,,0,0.1,,,,,,,Kendall Gaskins,,0.8,0.0,5.5,5.9,3.1,0.1,18.4
153,,9.8,,,0,0.0,,,,,,,Patrick DiMarco,,0.7,0.0,7.2,0.0,0.0,0.0,0.0
154,,6.6,,,0,0.1,,,,,,,LeGarrette Blount,,1.3,0.1,8.6,13.9,4.5,0.5,62.0
155,,16.2,,,0,0.5,,,,,,,Matt Jones,,1.3,0.1,21.7,7.9,4.3,0.4,34.2
156,,7.9,,,0,0.1,,,,,,,Roy Helu,,2.4,0.2,18.6,3.6,3.9,0.1,14.4
157,,5.9,,,0,0.0,,,,,,,Michael Burton,,0.0,0.0,0.1,0.0,1.0,0.0,0.0
158,,6.6,,,0,0.1,,,,,,,Travaris Cadet,,0.2,0.0,1.1,1.4,3.1,0.0,4.3
159,,9.9,,,0,0.0,,,,,,,Fred Jackson,,0.1,0.0,1.2,0.3,4.4,0.0,1.1
160,,7.8,,,0,0.3,,,,,,,Tre Mason,,0.7,0.0,5.1,2.3,3.1,0.1,7.1
161,,7.2,,,0,0.2,,,,,,,Frank Gore,,2.2,0.1,15.6,18.4,4.3,0.4,78.6
162,,6.4,,,0,0.0,,,,,,,Josh Robinson,,0.0,0.0,0.3,0.1,3.0,0.0,0.3
163,,7.7,,,0,0.1,,,,,,,Jonathan Grimes,,1.9,0.0,14.4,6.5,3.2,0.1,21.0
164,,9.9,,,0,0.0,,,,,,,Terron Ward,,0.0,0.0,0.4,0.2,3.6,0.0,0.6
165,,4.0,,,0,0.1,,,,,,,Tyler Clutts,,0.9,0.1,3.6,0.4,4.5,0.0,1.6
166,,10.9,,,0,0.1,,,,,,,Danny Woodhead,,4.1,0.3,44.8,5.6,4.2,0.2,23.8
167,,5.9,,,0,0.1,,,,,,,Shaun Draughn,,2.5,0.1,15.1,16.7,3.1,0.3,52.1
168,,10.5,,,0,0.0,,,,,,,Derrick Coleman,,0.3,0.1,2.9,0.2,2.0,0.0,0.5
169,,7.8,,,0,0.1,,,,,,,Adrian Peterson,,2.0,0.0,15.8,20.1,5.0,0.5,100.0
170,,9.8,,,0,0.2,,,,,,,Andre Ellington,,2.0,0.0,19.5,6.8,4.7,0.3,32.1
171,,6.5,,,0,0.0,,,,,,,Darrel Young,,0.5,0.0,3.1,0.9,2.8,0.1,2.4
172,,6.7,,,0,0.0,,,,,,,Jorvorskie Lane,,0.0,0.0,0.1,0.0,15.6,0.0,0.1
173,,5.7,,,0,0.0,,,,,,,Kenjon Barner,,0.0,0.0,0.2,0.2,2.6,0.0,0.5
174,,9.3,,,0,0.1,,,,,,,Fozzy Whittaker,,0.7,0.1,6.8,2.9,4.2,0.1,12.0
175,,8.9,,,0,0.0,,,,,,,Marcel Reece,,2.6,0.2,23.3,1.2,4.7,0.0,5.7
176,,8.6,,,0,0.1,,,,,,,Darren McFadden,,2.0,0.0,17.7,12.9,4.3,0.2,55.2
177,,11.3,,,0,0.3,,,,,,,Charles Sims,,2.4,0.2,27.5,6.8,4.1,0.1,28.2
178,,7.1,,,0,0.1,,,,,,,Anthony Dixon,,0.7,0.0,5.2,2.5,3.9,0.1,9.9
179,,6.7,,,0,0.1,,,,,,,Knile Davis,,0.9,0.0,6.1,4.4,4.6,0.3,20.3
180,,9.3,,,0,0.0,,,,,,,Cameron Artis-Payne,,0.0,0.0,0.2,0.2,3.7,0.0,0.9
181,,13.0,,,0,0.1,,,,,,,David Johnson,,1.3,0.1,17.0,2.3,4.0,0.2,9.0
182,,6.9,,,0,0.1,,,,,,,Chris Thompson,,2.6,0.1,17.7,2.8,4.3,0.1,12.0
183,,25.4,,,0,0.0,,,,,,,Jay Prosch,,0.0,0.0,0.7,0.7,7.4,0.0,4.8
184,,11.2,,,0,0.0,,,,,,,Jonas Gray,,0.0,0.0,0.4,0.2,3.7,0.0,0.6
185,,6.9,,,0,0.1,,,,,,,Bilal Powell,,2.4,0.0,16.3,5.6,4.3,0.1,24.1
186,,6.6,,,0,0.1,,,,,,,Brandon Bolden,,1.0,0.1,6.4,3.0,3.9,0.1,11.6
187,,10.3,,,0,0.0,,,,,,,Juwan Thompson,,0.0,0.0,0.1,0.1,4.7,0.0,0.5
188,,12.7,,,0,0.0,,,,,,,Aaron Ripkowski,,0.0,0.0,0.1,0.0,4.7,0.0,0.1
189,,8.2,,,0,0.1,,,,,,,Donald Brown,,1.0,0.1,8.0,2.8,4.3,0.1,12.2
190,,0.0,,,0,0.0,,,,,,,Terrence Magee,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,,7.3,,,0,0.1,,,,,,,Robert Turbin,,1.1,0.0,7.9,4.6,4.1,0.1,18.8
192,,5.2,,,0,0.0,,,,,,,T.J. Yeldon,,2.9,0.1,14.9,15.3,4.1,0.6,63.1
193,,0.0,,,0,0.0,,,,,,,Marcus Thigpen,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,,7.8,,,0,0.0,,,,,,,Stepfan Taylor,,0.0,0.0,0.1,0.1,3.5,0.0,0.4
195,,8.6,,,0,0.1,,,,,,,Theo Riddick,,3.8,0.2,32.6,3.8,3.4,0.1,13.0
196,,6.9,,,0,0.1,,,,,,,Chris Polk,,1.2,0.0,8.0,8.7,3.2,0.2,27.9
197,,7.2,,,0,0.1,,,,,,,Denard Robinson,,1.0,0.1,7.3,4.5,3.9,0.2,17.4
198,,10.6,,,0,0.1,,,,,,,Karlos Williams,,1.3,0.2,13.4,9.0,4.5,0.3,40.7
199,,8.7,,,0,0.2,,,,,,,Bishop Sankey,,0.7,0.1,5.8,1.4,3.9,0.1,5.4
200,,6.5,,,0,0.0,,,,,,,Jerome Felton,,0.5,0.0,3.3,0.7,3.7,0.0,2.6
201,,9.0,,,0,0.1,,,,,,,Benny Cunningham,,1.4,0.0,12.3,2.0,3.8,0.1,7.7
202,,,,,,,,,,,,,Pages: 1 2 3 All,,,,,,,,
203,,,,,,,,,,,,,Wide Receivers Week 11 Standard Stats -- Average,,,,,,,,
204,,,,,,,,,,,,,Receiving,,Misc,,,,,,
205,,Avg,,,FPTS,FL,,,,,,,Player,,Recpt,TD,Yd,,,,
206,,0.0,,,0,0.0,,,,,,,DeAndrew White,,0.0,0.0,0.0,,,,
207,,14.6,,,0,0.0,,,,,,,Stefon Diggs,,4.0,0.3,58.8,,,,
208,,11.6,,,0,0.0,,,,,,,Marquess Wilson,,2.1,0.1,24.1,,,,
209,,12.0,,,0,0.1,,,,,,,Larry Fitzgerald,,6.6,0.5,79.2,,,,
210,,12.1,,,0,0.0,,,,,,,Kenbrell Thompkins,,1.1,0.0,12.8,,,,
211,,12.0,,,0,0.1,,,,,,,Andre Johnson,,4.1,0.2,49.3,,,,
212,,12.3,,,0,0.0,,,,,,,Chris Owusu,,0.1,0.0,1.1,,,,
213,,13.3,,,0,0.0,,,,,,,Jeremy Maclin,,5.4,0.4,71.7,,,,
214,,11.2,,,0,0.0,,,,,,,Michael Crabtree,,5.2,0.3,58.0,,,,
215,,16.2,,,0,0.0,,,,,,,Nate Washington,,3.1,0.3,50.3,,,,
216,,11.8,,,0,0.0,,,,,,,Cordarrelle Patterson,,0.1,0.0,0.8,,,,
217,,11.4,,,0,0.2,,,,,,,Cecil Shorts,,2.9,0.1,33.6,,,,
218,,14.5,,,0,0.0,,,,,,,DeSean Jackson,,3.4,0.2,48.5,,,,
219,,13.7,,,0,0.0,,,,,,,Jerricho Cotchery,,2.6,0.3,35.6,,,,
220,,0.0,,,0,0.0,,,,,,,Tony Lippett,,0.0,0.0,0.0,,,,
221,,0.0,,,0,0.0,,,,,,,Mario Alford,,0.0,0.0,0.0,,,,
222,,14.7,,,0,0.0,,,,,,,Chris Givens,,3.1,0.2,46.3,,,,
223,,47.0,,,0,0.0,,,,,,,Marcus Easley,,0.0,0.0,0.4,,,,
224,,17.3,,,0,0.0,,,,,,,Jerome Simpson,,1.5,0.0,25.3,,,,
225,,9.5,,,0,0.0,,,,,,,Pierre Garcon,,4.8,0.2,45.8,,,,
226,,14.6,,,0,0.1,,,,,,,Julio Jones,,7.8,0.7,114.0,,,,
227,,14.8,,,0,0.0,,,,,,,Brian Quick,,1.3,0.1,19.5,,,,
228,,11.5,,,0,0.0,,,,,,,Jordan Norwood,,1.4,0.1,15.6,,,,
229,,14.5,,,0,0.0,,,,,,,Doug Baldwin,,3.9,0.4,56.5,,,,
230,,14.9,,,0,0.0,,,,,,,Adam Thielen,,0.1,0.0,0.9,,,,
231,,14.6,,,0,0.0,,,,,,,Allen Robinson,,4.6,0.6,67.6,,,,
232,,15.9,,,0,0.2,,,,,,,Mike Evans,,6.1,0.4,97.2,,,,
