,Unnamed: 0,player,fox,dk_name
0,0,"Russell Wilson


(Sea - QB)",22.09,Russell Wilson
1,1,"Derek Carr


(Oak - QB)",24.678,Derek Carr
2,2,"Philip Rivers


(SD - QB)",23.714,Philip Rivers
3,3,"Alex Smith


(KC - QB)",20.566,Alex Smith
4,4,"Matt Ryan


(Atl - QB)",23.698,Matt Ryan
5,5,"Ryan Tannehill


(Mia - QB)",19.686,Ryan Tannehill
6,6,"Cam Newton


(Car - QB)",19.534,Cam Newton
7,7,"Mark Sanchez


(Phi - QB)",22.978,Mark Sanchez
8,8,"Aaron Rodgers



(GB - QB)",18.978,Aaron Rodgers
9,9,"Charcandrick West


(KC - RB)",21.14,Charcandrick West
10,10,"Marcus Mariota


(Ten - QB)",18.094,Marcus Mariota
11,11,"Adrian Peterson



(Min - RB)",22.75,Adrian Peterson
12,12,"Blake Bortles


(Jac - QB)",17.902,Blake Bortles
13,13,"Darren McFadden



(Dal - RB)",21.87,Darren McFadden
14,14,"Jameis Winston


(TB - QB)",18.268,Jameis Winston
15,15,"Devonta Freeman


(Atl - RB)",21.82,Devonta Freeman
16,16,"Matt Hasselbeck


(Ind - QB)",18.424,Matt Hasselbeck
17,17,"Tom Brady


(NE - QB)",17.636,Tom Brady
18,18,"Brock Osweiler


(Den - QB)",17.154,Brock Osweiler
19,19,"Joe Flacco


(Bal - QB)",17.236,Joe Flacco
20,20,"Case Keenum


(StL - QB)",16.784,Case Keenum
21,21,"Jonathan Stewart


(Car - RB)",17.87,Jonathan Stewart
22,22,"Carson Palmer


(Ari - QB)",16.812,Carson Palmer
23,23,"Matthew Stafford


(Det - QB)",16.726,Matthew Stafford
24,24,"Jay Cutler


(Chi - QB)",16.42,Jay Cutler
25,25,"DeMarco Murray


(Phi - RB)",20.15,DeMarco Murray
26,26,"Todd Gurley


(StL - RB)",17.42,Todd Gurley
27,27,"Marshawn Lynch



(Sea - RB)",16.64,Marshawn Lynch
28,28,"Blaine Gabbert


(SF - QB)",15.498,Blaine Gabbert
29,29,"Tyrod Taylor


(Buf - QB)",15.488,Tyrod Taylor
30,30,"Chris Ivory


(NYJ - RB)",14.78,Chris Ivory
31,31,"Teddy Bridgewater



(Min - QB)",14.964,Teddy Bridgewater
32,32,"Justin Forsett


(Bal - RB)",16.99,Justin Forsett
33,33,"Latavius Murray


(Oak - RB)",17.02,Latavius Murray
34,34,"Andy Dalton


(Cin - QB)",14.744,Andy Dalton
35,35,"Lamar Miller


(Mia - RB)",16.57,Lamar Miller
36,36,"Mike Evans


(TB - WR)",22.76,Mike Evans
37,37,"Chris Johnson


(Ari - RB)",14.87,Chris Johnson
38,38,"Melvin Gordon


(SD - RB)",15.26,Melvin Gordon
39,39,"LeGarrette Blount


(NE - RB)",12.87,LeGarrette Blount
40,40,"T.J. Yates


(Hou - QB)",13.3,T.J. Yates
41,41,"Julio Jones


(Atl - WR)",18.6,Julio Jones
42,42,"Doug Martin


(TB - RB)",14.72,Doug Martin
43,43,"T.J. Yeldon



(Jac - RB)",13.9,T.J. Yeldon
44,44,"Dez Bryant



(Dal - WR)",17.74,Dez Bryant
45,45,"Frank Gore


(Ind - RB)",14.29,Frank Gore
46,46,"Jeremy Langford


(Chi - RB)",16.79,Jeremy Langford
47,47,"LeSean McCoy


(Buf - RB)",14.55,LeSean McCoy
48,48,"Ronnie Hillman



(Den - RB)",13.37,Ronnie Hillman
49,49,"Ryan Fitzpatrick



(NYJ - QB)",12.138,Ryan Fitzpatrick
50,50,"Jeremy Maclin


(KC - WR)",16.4,Jeremy Maclin
51,51,"Larry Fitzgerald



(Ari - WR)",16.53,Larry Fitzgerald
52,52,"Giovani Bernard


(Cin - RB)",12.74,Giovani Bernard
53,53,"Michael Crabtree


(Oak - WR)",15.76,Michael Crabtree
54,54,"Anquan Boldin



(SF - WR)",15.54,Anquan Boldin
55,55,"Kamar Aiken


(Bal - WR)",15.57,Kamar Aiken
56,56,"Kirk Cousins


(Was - QB)",11.656,Kirk Cousins
57,57,"Alshon Jeffery



(Chi - WR)",15.78,Alshon Jeffery
58,58,"Jordan Matthews


(Phi - WR)",15.62,Jordan Matthews
59,59,"Rob Gronkowski


(NE - TE)",15.67,Rob Gronkowski
60,60,"Amari Cooper


(Oak - WR)",15.54,Amari Cooper
61,61,"James Starks


(GB - RB)",12.89,James Starks
62,62,"Randall Cobb


(GB - WR)",15.5,Randall Cobb
63,63,"Calvin Johnson



(Det - WR)",14.82,Calvin Johnson
64,64,"A.J. Green


(Cin - WR)",13.99,A.J. Green
65,65,"Demaryius Thomas


(Den - WR)",14.84,Demaryius Thomas
66,66,"Joique Bell



(Det - RB)",11.67,Joique Bell
67,67,"Stevie Johnson


(SD - WR)",14.54,Stevie Johnson
68,68,"Danny Woodhead


(SD - RB)",13.15,Danny Woodhead
69,69,"T.Y. Hilton


(Ind - WR)",14.15,T.Y. Hilton
70,70,"Danny Amendola


(NE - WR)",14.89,Danny Amendola
71,71,"Harry Douglas


(Ten - WR)",14.06,Harry Douglas
72,72,"Brandon Marshall



(NYJ - WR)",14.23,Brandon Marshall
73,73,"Brandon LaFell


(NE - WR)",14.38,Brandon LaFell
74,74,"Jason Witten


(Dal - TE)",14.92,Jason Witten
75,75,"Allen Hurns



(Jac - WR)",13.75,Allen Hurns
76,76,"Allen Robinson


(Jac - WR)",13.53,Allen Robinson
77,77,"Riley Cooper


(Phi - WR)",12.38,Riley Cooper
78,78,"DeSean Jackson


(Was - WR)",12.53,DeSean Jackson
79,79,"DeAndre Hopkins



(Hou - WR)",13.04,DeAndre Hopkins
80,80,"Golden Tate


(Det - WR)",13.27,Golden Tate
81,81,"C.J. Anderson


(Den - RB)",10.08,C.J. Anderson
82,82,"Antonio Gates



(SD - TE)",13.36,Antonio Gates
83,83,"Jarvis Landry


(Mia - WR)",13.58,Jarvis Landry
84,84,"Doug Baldwin



(Sea - WR)",12.01,Doug Baldwin
85,85,"Davante Adams


(GB - WR)",12.54,Davante Adams
86,86,"Alfred Blue


(Hou - RB)",9.82,Alfred Blue
87,87,"Leonard Hankerson



(Atl - WR)",12.45,Leonard Hankerson
