Name,Id,Position,Salary,Game,FPPG,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average,max,min,range,rel_range
Riley Cooper,11577,WR,5100,TB@PHI,4.2,PHI,4.0,3.4,5.95,2.7,4.25,12.38,2.7485,5.06121428571,12.38,2.7,9.68,1.91258450118
Devin Funchess,28080,WR,5100,WAS@CAR,3.6,CAR,8.0,11.6,6.57,10.8,6.79,6.67,4.8085,7.89121428571,11.6,4.8085,6.7915,0.86064067634
Mohamed Sanu,22018,WR,5100,CIN@ARI,5.7,CIN,6.0,13.8,6.02,13.1,7.34,6.29,3.4144,7.99491428571,13.8,3.4144,10.3856,1.29902580926
Chris Thompson,24891,RB,5100,WAS@CAR,7.0,WAS,9.5,3.1,6.67,4.0,6.79,4.57,3.975,5.515,9.5,3.1,6.4,1.16047144152
Lance Moore,6783,WR,5100,OAK@DET,7.0,DET,4.0,1.4,6.32,1.7,7.3,6.88,3.5945,4.45635714286,7.3,1.4,5.9,1.32395133758
T.J. Yates,14344,QB,5100,NYJ@HOU,6.6,HOU,16.8,12.08,13.63,13.08,16.4,13.3,15.5016,14.3988,16.8,12.08,4.72,0.327805094869
Chase Daniel,8803,QB,5000,KC@SD,0.2,KC,,,,,,,,,,,,
Coby Fleener,21971,TE,5000,IND@ATL,6.5,IND,6.0,5.8,9.29,5.9,10.96,10.22,5.0095,7.59707142857,10.96,5.0095,5.9505,0.783262347333
David Fales,43956,QB,5000,DEN@CHI,0.0,CHI,,,,,,,,,,,,
Stevan Ridley,14268,RB,5000,NYJ@HOU,-0.1,NYJ,2.5,4.0,4.33,4.5,,,2.3704,3.54008,4.5,2.3704,2.1296,0.60156832614
Ahmad Bradshaw,6497,RB,5000,IND@ATL,3.7,IND,,,5.32,,4.46,4.65,3.734,4.541,5.32,3.734,1.586,0.349262277031
Leonard Hankerson,14283,WR,5000,IND@ATL,7.4,ATL,9.0,7.8,10.34,6.9,8.88,12.45,6.3435,8.81621428571,12.45,6.3435,6.1065,0.692644235054
Taiwan Jones,14319,RB,5000,OAK@DET,3.4,OAK,4.0,,4.84,,2.64,,3.8965,3.844125,4.84,2.64,2.2,0.572301889247
Miles Austin,6387,WR,5000,TB@PHI,3.7,PHI,2.0,3.2,4.07,2.6,3.11,,2.538,2.91966666667,4.07,2.0,2.07,0.708985043955
Tre Mason,31261,RB,5000,STL@BAL,2.5,STL,1.5,4.0,2.22,4.3,4.46,5.18,1.577,3.31957142857,5.18,1.5,3.68,1.10857683866
Derek Anderson,6373,QB,5000,WAS@CAR,8.4,CAR,,,,,,,,,,,,
Jaelen Strong,39373,WR,5000,NYJ@HOU,4.8,HOU,,7.8,3.15,6.9,,,1.748,4.8995,7.8,1.748,6.052,1.2352280845
Jimmy Garoppolo,54604,QB,5000,BUF@NE,-0.1,NE,,,,,,,,,,,,
Jonas Gray,22774,RB,5000,DAL@MIA,3.7,MIA,,,,,,,,,,,,
Dan Orlovsky,8071,QB,5000,OAK@DET,5.5,DET,,,,,,,,,,,,
Phillip Dorsett,25813,WR,5000,IND@ATL,3.8,IND,,,,,,,,,,,,
Sean Renfree,24760,QB,5000,IND@ATL,-0.4,ATL,,,,,,,,,,,,
Colt McCoy,11500,QB,5000,WAS@CAR,0.0,WAS,,,,,,,,,,,,
Cairo Santos,33714,K,5000,KC@SD,10.7,KC,,,,,,,,,,,,
Scott Tolzien,14696,QB,5000,GB@MIN,0.0,GB,,,,,,,,,,,,
Tevin Coleman,27776,RB,5000,IND@ATL,3.4,ATL,,2.3,4.79,3.1,2.88,4.14,,3.442,4.79,2.3,2.49,0.723416618245
Adam Humphries,24671,WR,5000,TB@PHI,2.8,TB,2.5,,3.19,,5.73,7.38,1.655,4.091,7.38,1.655,5.725,1.39941334637
Marcel Reece,10354,RB,5000,OAK@DET,5.7,OAK,4.0,1.5,6.7,1.9,5.17,3.91,1.754,3.562,6.7,1.5,5.2,1.4598540146
Zach Miller,8050,TE,5000,DEN@CHI,4.4,CHI,,,8.24,1.8,4.68,3.85,,4.6425,8.24,1.8,6.44,1.38718362951
Kendall Gaskins,39512,RB,5000,SF@SEA,2.7,SF,2.0,,3.69,,3.9,,4.0005,3.397625,4.0005,2.0,2.0005,0.588793642618
Dontrelle Inman,14645,WR,5000,KC@SD,3.4,SD,13.0,3.2,7.6,3.6,9.43,9.37,4.428,7.23257142857,13.0,3.2,9.8,1.3549814332
Charlie Whitehurst,7970,QB,5000,IND@ATL,0.0,IND,,,,,,,,,,,,
Bryce Petty,31798,QB,5000,NYJ@HOU,0.0,NYJ,,,,,,,,,,,,
Vernon Davis,6870,TE,5000,DEN@CHI,3.9,DEN,4.5,7.0,8.8,6.5,6.73,5.16,4.8945,6.22635714286,8.8,4.5,4.3,0.690612488385
Bryce Brown,22165,RB,5000,SF@SEA,5.2,SEA,,,,,,,1.5415,1.5415,1.5415,1.5415,0.0,0.0
Matt Bryant,10647,K,5000,IND@ATL,7.9,ATL,,,,,,,,,,,,
Thaddeus Lewis,11761,QB,5000,TB@PHI,0.0,PHI,,,,,,,,,,,,
Matt Schaub,6679,QB,5000,STL@BAL,0.1,BAL,,,,,,,,,,,,
Ty Montgomery,29734,WR,5000,GB@MIN,5.8,GB,,7.2,7.11,6.6,,,,6.97,7.2,6.6,0.6,0.0860832137733
Owen Daniels,6682,TE,5000,DEN@CHI,6.1,DEN,6.0,12.4,5.53,12.2,2.92,8.09,3.2815,7.20307142857,12.4,2.92,9.48,1.31610523289
St Louis Rams,12538,D,5000,STL@BAL,10.1,STL,,,,,,,,,,,,
Ryan Lindley,22128,QB,5000,BUF@NE,9.1,NE,,,,,,,,,,,,
Joe Webb,11615,QB,5000,WAS@CAR,0.0,CAR,,,,,,,,,,,,
Steven Hauschka,6724,K,5000,SF@SEA,10.1,SEA,,,,,,,,,,,,
Javorius Allen,29645,RB,4900,STL@BAL,3.1,BAL,3.5,4.0,4.81,4.0,6.03,4.21,2.927,4.211,6.03,2.927,3.103,0.736879601045
Kenbrell Thompkins,33037,WR,4900,NYJ@HOU,4.8,NYJ,,,2.38,,5.46,2.84,,3.56,5.46,2.38,3.08,0.865168539326
Derek Carrier,22920,TE,4900,WAS@CAR,2.7,WAS,,2.6,2.84,3.3,3.15,,2.3265,2.8433,3.3,2.3265,0.9735,0.342383849752
Chandler Worthy,47720,WR,4900,NYJ@HOU,1.0,HOU,,,,,,,,,,,,
Jordan Cameron,14292,TE,4900,DAL@MIA,4.8,MIA,6.0,10.4,6.52,10.2,7.26,10.7,4.57,7.95,10.7,4.57,6.13,0.77106918239
Bilal Powell,14320,RB,4900,NYJ@HOU,5.9,NYJ,4.0,6.4,6.94,6.7,9.01,3.93,2.924,5.70057142857,9.01,2.924,6.086,1.06761226945
Roy Helu,14305,RB,4900,OAK@DET,2.6,OAK,,15.3,7.4,16.1,,,,12.9333333333,16.1,7.4,8.7,0.672680412371
Seth Roberts,54741,WR,4900,OAK@DET,4.1,OAK,,,3.63,,6.12,10.44,,6.73,10.44,3.63,6.81,1.01188707281
Damien Williams,27441,RB,4900,DAL@MIA,1.8,MIA,,1.9,,2.4,1.15,,,1.81666666667,2.4,1.15,1.25,0.688073394495
Josh Huff,29340,WR,4900,TB@PHI,4.8,PHI,6.0,6.8,5.24,6.4,3.34,2.78,2.3355,4.69935714286,6.8,2.3355,4.4645,0.950023559453
Juwan Thompson,24797,RB,4900,DEN@CHI,0.4,DEN,,,,,,,,,,,,
Andre Roberts,11504,WR,4900,WAS@CAR,2.7,WAS,,5.7,,4.9,,1.3,,3.96666666667,5.7,1.3,4.4,1.10924369748
Philadelphia Eagles,12545,D,4900,TB@PHI,10.1,PHI,,,,,,,,,,,,
Carolina Panthers,12553,D,4900,WAS@CAR,9.8,CAR,,,,,,,,,,,,
Charles Johnson,39449,WR,4900,GB@MIN,2.5,MIN,4.5,6.9,4.54,6.5,2.78,2.56,2.001,4.25442857143,6.9,2.001,4.899,1.15150599375
Brice Butler,39445,WR,4900,DAL@MIA,3.1,DAL,,,,,,,,,,,,
Chris Hogan,14704,WR,4900,BUF@NE,5.1,BUF,6.5,3.0,6.3,2.5,6.0,2.57,3.2553,4.30361428571,6.5,2.5,4.0,0.929451324966
Mike Tolbert,7975,RB,4900,WAS@CAR,4.1,CAR,3.0,4.2,5.84,4.7,4.48,3.47,2.761,4.06442857143,5.84,2.761,3.079,0.757548065094
Jared Abbrederis,28933,WR,4900,GB@MIN,1.5,GB,,,,,,,,,,,,
Justin Tucker,23045,K,4900,STL@BAL,9.7,BAL,,,,,,,,,,,,
Mason Crosby,6897,K,4900,GB@MIN,7.3,GB,,,,,,,,,,,,
Devin Street,25886,WR,4900,DAL@MIA,1.6,DAL,,,,,,,3.7215,3.7215,3.7215,3.7215,0.0,0.0
Blair Walsh,22110,K,4900,GB@MIN,10.1,MIN,,,,,,,,,,,,
Eddie Royal,6768,WR,4900,DEN@CHI,6.0,CHI,,,7.85,,,,,7.85,7.85,7.85,0.0,0.0
Keshawn Martin,22063,WR,4900,BUF@NE,6.2,NE,,,,,6.73,,,6.73,6.73,6.73,0.0,0.0
Jarius Wright,22054,WR,4900,GB@MIN,3.2,MIN,5.5,7.5,4.86,7.1,4.08,5.58,1.9495,5.22421428571,7.5,1.9495,5.5505,1.0624564186
Dwayne Allen,22004,TE,4800,IND@ATL,2.6,IND,4.5,5.2,5.79,4.6,7.26,6.13,1.805,5.04071428571,7.26,1.805,5.455,1.08218789854
Brandon McManus,26247,K,4800,DEN@CHI,10.0,DEN,,,,,,,,,,,,
Ryan Griffin,34073,QB,4800,NYJ@HOU,3.7,HOU,4.0,5.6,3.81,5.8,7.62,5.68,,5.41833333333,7.62,3.81,3.81,0.703168255921
Logan Thomas,26355,QB,4800,DAL@MIA,3.6,MIA,,,,,,,,,,,,
Matt Barkley,29605,QB,4800,CIN@ARI,0.0,ARI,,,,,,,,,,,,
Connor Barth,6427,K,4800,TB@PHI,11.6,TB,,,,,,,,,,,,
Case Keenum,22994,QB,4800,STL@BAL,0.0,STL,12.3,16.46,11.85,18.46,11.072,16.784,15.2326,14.5940857143,18.46,11.072,7.388,0.506232465989
Kenny Stills,27457,WR,4800,DAL@MIA,4.7,MIA,4.0,7.4,7.03,6.7,8.21,9.17,2.3975,6.41535714286,9.17,2.3975,6.7725,1.05566998831
Justin Perillo,54694,TE,4800,GB@MIN,4.5,GB,,,,,2.98,,,2.98,2.98,2.98,0.0,0.0
Corey (Philly) Brown,28486,WR,4800,WAS@CAR,5.9,CAR,,,,,,,,,,,,
Devin Smith,28502,WR,4800,NYJ@HOU,1.6,NYJ,,3.2,3.09,2.6,2.69,,,2.895,3.2,2.6,0.6,0.20725388601
Caleb Sturgis,30261,K,4800,TB@PHI,9.2,PHI,,,,,,,,,,,,
Garrett Celek,22754,TE,4800,SF@SEA,4.6,SF,6.0,2.4,5.64,3.2,4.73,6.51,3.2385,4.53121428571,6.51,2.4,4.11,0.907041631855
Darren Fells,38301,TE,4800,CIN@ARI,5.0,ARI,2.0,2.0,4.96,2.0,5.62,7.54,4.378,4.07114285714,7.54,2.0,5.54,1.36079724893
Clive Walford,25775,TE,4800,OAK@DET,3.8,OAK,2.0,1.4,4.83,1.7,6.02,4.69,1.8085,3.20692857143,6.02,1.4,4.62,1.44063077711
Rashad Ross,29084,WR,4800,WAS@CAR,2.4,WAS,,,,,,,,,,,,
Arizona Cardinals,12546,D,4800,CIN@ARI,9.7,ARI,,,,,,,,,,,,
Ed Dickson,11488,TE,4800,WAS@CAR,2.9,CAR,2.0,3.6,4.94,3.8,3.06,3.77,2.515,3.38357142857,4.94,2.0,2.94,0.868904369854
David Johnson,62497,RB,4800,CIN@ARI,8.2,ARI,2.5,7.2,5.6,7.4,4.83,2.03,1.6051,4.45215714286,7.4,1.6051,5.7949,1.30159376995
Josh Johnson,8023,QB,4800,BUF@NE,0.0,BUF,,,,,,,,,,,,
Ka'Deem Carey,29003,RB,4800,DEN@CHI,1.3,CHI,1.5,8.6,3.01,9.7,5.57,5.12,,5.58333333333,9.7,1.5,8.2,1.46865671642
Jamize Olawale,23046,RB,4800,OAK@DET,3.0,OAK,,,3.3,,3.12,3.1,,3.17333333333,3.3,3.1,0.2,0.063025210084
Graham Gano,10744,K,4800,WAS@CAR,9.9,CAR,,,,,,,,,,,,
Chandler Harnish,22187,QB,4800,CIN@ARI,0.0,ARI,,,,,,,,,,,,
Jared Cook,7761,TE,4800,STL@BAL,4.4,STL,6.0,5.0,5.73,5.5,4.95,12.42,4.4765,6.29664285714,12.42,4.4765,7.9435,1.26154526789
New England Patriots,12541,D,4800,BUF@NE,8.3,NE,,,,,,,,,,,,
Phil Dawson,6702,K,4800,SF@SEA,6.7,SF,,,,,,,,,,,,
Keith Mumphery,28131,WR,4800,NYJ@HOU,2.2,HOU,,3.2,,3.6,1.46,2.37,1.7715,2.4803,3.6,1.46,2.14,0.862798854977
Jeremy Kerley,14349,WR,4800,NYJ@HOU,3.9,NYJ,6.0,8.6,5.63,8.4,1.95,4.92,2.4,5.41428571429,8.6,1.95,6.65,1.22823218997
Bennie Fowler,28157,WR,4800,DEN@CHI,2.5,DEN,,,1.69,,4.09,,2.711,2.83033333333,4.09,1.69,2.4,0.847956659993
Brian Quick,21972,WR,4700,STL@BAL,1.2,STL,7.0,6.4,3.85,6.2,4.51,8.68,3.071,5.673,8.68,3.071,5.609,0.988718491098
Kyle Rudolph,14237,TE,4700,GB@MIN,5.3,MIN,6.0,11.4,7.35,11.7,5.97,8.42,3.3905,7.74721428571,11.7,3.3905,8.3095,1.07257908373
Maxx Williams,28346,TE,4700,STL@BAL,3.6,BAL,4.0,6.4,7.1,6.2,5.87,3.52,1.9765,5.0095,7.1,1.9765,5.1235,1.02275676215
Jerick McKinnon,54608,RB,4700,GB@MIN,1.8,MIN,2.5,3.1,2.14,3.3,1.93,,1.1855,2.35925,3.3,1.1855,2.1145,0.896259404472
Josh Lambo,32429,K,4700,KC@SD,8.7,SD,,,,,,,,,,,,
Spencer Ware,31459,RB,4700,KC@SD,2.1,KC,,,,,3.41,,2.2895,2.84975,3.41,2.2895,1.1205,0.393192385297
Knile Davis,31073,RB,4700,KC@SD,1.8,KC,,3.7,5.24,3.9,,5.26,,4.525,5.26,3.7,1.56,0.344751381215
Andrew Franks,62619,K,4700,DAL@MIA,5.7,MIA,,,,,,,,,,,,
New York Jets,12544,D,4700,NYJ@HOU,7.7,NYJ,,,,,,,,,,,,
Benny Cunningham,39649,RB,4700,STL@BAL,3.6,STL,4.0,5.0,3.9,5.1,1.56,,,3.912,5.1,1.56,3.54,0.90490797546
Chandler Catanzaro,24569,K,4700,CIN@ARI,9.6,ARI,,,,,,,,,,,,
Brandon Tate,9442,WR,4700,CIN@ARI,1.4,CIN,,,,,,,3.0351,3.0351,3.0351,3.0351,0.0,0.0
Dan Carpenter,6810,K,4700,BUF@NE,7.6,BUF,,,,,,,,,,,,
Mychal Rivera,30807,TE,4700,OAK@DET,2.6,OAK,4.0,5.8,5.04,5.9,5.97,5.94,4.1195,5.25278571429,5.97,4.0,1.97,0.375039094902
Miami Dolphins,12539,D,4700,DAL@MIA,6.8,MIA,,,,,,,,,,,,
Adam Vinatieri,6668,K,4700,IND@ATL,7.1,IND,,,,,,,,,,,,
Cincinnati Bengals,12528,D,4700,CIN@ARI,7.9,CIN,,,,,,,,,,,,
Jerricho Cotchery,6688,WR,4700,WAS@CAR,4.7,CAR,4.0,4.6,7.96,4.3,5.63,9.14,5.096,5.818,9.14,4.0,5.14,0.883465108285
Jerome Simpson,7703,WR,4700,SF@SEA,2.5,SF,5.0,,4.03,,4.42,2.96,,4.1025,5.0,2.96,2.04,0.497257769653
Mike Nugent,6636,K,4600,CIN@ARI,7.9,CIN,,,,,,,,,,,,
Bobby Rainey,22958,RB,4600,TB@PHI,0.5,TB,,5.0,,5.4,,,,5.2,5.4,5.0,0.4,0.0769230769231
Lance Kendricks,14240,TE,4600,STL@BAL,3.0,STL,,5.4,4.7,5.7,3.23,3.47,1.963,4.07716666667,5.7,1.963,3.737,0.91656787802
Antone Smith,10046,RB,4600,DEN@CHI,0.4,CHI,,,3.36,,,,,3.36,3.36,3.36,0.0,0.0
Scott Chandler,10158,TE,4600,BUF@NE,3.6,NE,2.0,6.8,4.51,6.4,5.9,4.63,1.7285,4.56692857143,6.8,1.7285,5.0715,1.11048375745
Scott Chandler,10158,TE,4600,BUF@NE,3.6,NE,2.0,6.8,4.51,6.4,5.9,4.63,1.7285,4.56692857143,6.8,1.7285,5.0715,1.11048375745
Dan Bailey,14952,K,4600,DAL@MIA,8.9,DAL,,,,,,,,,,,,
Chris Owusu,22762,WR,4600,NYJ@HOU,3.7,NYJ,,,,,,,,,,,,
Vance McDonald,32045,TE,4600,SF@SEA,1.4,SF,,,2.76,,6.54,2.79,1.0625,3.288125,6.54,1.0625,5.4775,1.66584299563
Ryan Grant,33703,WR,4600,WAS@CAR,3.8,WAS,,,4.04,1.7,,,2.0425,2.59416666667,4.04,1.7,2.34,0.902023771282
Chase Ford,22228,TE,4600,STL@BAL,3.9,BAL,,,,,,,,,,,,
Sebastian Janikowski,7831,K,4600,OAK@DET,8.1,OAK,,,,,,,,,,,,
Robbie Gould,6910,K,4600,DEN@CHI,9.7,CHI,,,,,,,,,,,,
Atlanta Falcons,12525,D,4600,IND@ATL,6.9,ATL,,,,,,,,,,,,
Greg Zuerlein,22109,K,4600,STL@BAL,7.7,STL,,,,,,,,,,,,
Green Bay Packers,12533,D,4600,GB@MIN,7.3,GB,,,,,,,,,,,,
Brandon Myers,7801,TE,4600,TB@PHI,2.1,TB,4.0,2.6,2.13,3.3,3.39,7.95,2.268,3.66257142857,7.95,2.13,5.82,1.58904750761
Anthony Dixon,11594,RB,4600,BUF@NE,1.6,BUF,,,2.71,,,,,2.71,2.71,2.71,0.0,0.0
Dion Sims,28144,TE,4600,DAL@MIA,2.6,MIA,,1.6,4.61,1.8,3.78,3.47,1.9305,2.86508333333,4.61,1.6,3.01,1.05058026235
David Johnson,6567,TE,4500,KC@SD,0.0,SD,2.5,7.2,5.6,7.4,4.83,2.03,1.6051,4.45215714286,7.4,1.6051,5.7949,1.30159376995
Ryan Broyles,21990,WR,4500,OAK@DET,0.7,DET,,,,,,,,,,,,
Terrell Watson,64104,RB,4500,CIN@ARI,0.0,CIN,,,,,,,,,,,,
Derrick Coleman,22800,RB,4500,SF@SEA,0.1,SEA,,,1.24,,,,,1.24,1.24,1.24,0.0,0.0
Jamarcus Nelson,34154,WR,4500,CIN@ARI,1.6,ARI,,,,,,,,,,,,
Corey Fuller,26343,WR,4500,OAK@DET,0.7,DET,,,4.07,,1.17,,,2.62,4.07,1.17,2.9,1.10687022901
Nick Williams,34071,WR,4500,IND@ATL,1.8,ATL,,,,,,,1.8015,1.8015,1.8015,1.8015,0.0,0.0
Justice Cunningham,30667,TE,4500,STL@BAL,0.0,STL,,,,,,,,,,,,
Cory Harkey,22849,TE,4500,STL@BAL,0.2,STL,,,,,,,,,,,,
Bruce Ellington,30709,WR,4500,SF@SEA,1.7,SF,,2.5,2.88,2.3,,,,2.56,2.88,2.3,0.58,0.2265625
Justin Hardy,33137,WR,4500,IND@ATL,3.4,ATL,,1.6,,1.8,,4.92,2.7035,2.755875,4.92,1.6,3.32,1.20469905203
Eric Weems,6622,WR,4500,IND@ATL,0.2,ATL,,,,,,,,,,,,
Trent Steelman,64045,WR,4500,STL@BAL,0.0,BAL,,,,,,,,,,,,
Bradley Marquez,32632,WR,4500,STL@BAL,0.5,STL,,,,,,1.3,,1.3,1.3,1.3,0.0,0.0
Terron Ward,29540,RB,4500,IND@ATL,2.3,ATL,,2.6,,2.9,,,1.012,2.17066666667,2.9,1.012,1.888,0.869778869779
Rod Streater,22938,WR,4500,OAK@DET,1.3,OAK,,3.6,,3.8,,2.0,,3.13333333333,3.8,2.0,1.8,0.574468085106
Rex Burkhead,27338,RB,4500,CIN@ARI,0.7,CIN,,,,,,1.05,,1.05,1.05,1.05,0.0,0.0
Greg Little,14253,WR,4500,CIN@ARI,1.9,CIN,,,,,,,,,,,,
Tyler McDonald,55536,WR,4500,DAL@MIA,0.0,MIA,,,,,,,,,,,,
Greg Salas,14297,WR,4500,OAK@DET,2.9,DET,,,,,,,,,,,,
Kris Durham,14302,WR,4500,OAK@DET,2.1,OAK,,,,,,,,,,,,
Vincent Brown,14277,WR,4500,IND@ATL,2.5,IND,,,,,,,,,,,,
Chris Matthews,15121,WR,4500,SF@SEA,0.8,SEA,,,,,,6.7,,6.7,6.7,6.7,0.0,0.0
Seyi Ajirotutu,11870,WR,4500,TB@PHI,0.0,PHI,,,,,,,,,,,,
Arthur Williams,64160,WR,4500,NYJ@HOU,0.0,NYJ,,,,,,,,,,,,
Luke Stocker,14304,TE,4500,TB@PHI,0.5,TB,,,,,1.64,1.09,,1.365,1.64,1.09,0.55,0.40293040293
DeVante Parker,33260,WR,4500,DAL@MIA,1.0,MIA,,3.0,,2.5,,,1.889,2.463,3.0,1.889,1.111,0.45107592367
Cameron Brate,54782,TE,4500,TB@PHI,2.5,TB,,,2.95,,2.56,,,2.755,2.95,2.56,0.39,0.141560798548
Cameron Artis-Payne,38269,RB,4500,WAS@CAR,0.8,CAR,,1.9,,2.5,,,,2.2,2.5,1.9,0.6,0.272727272727
Brandon Pettigrew,7394,TE,4500,OAK@DET,2.8,DET,,,3.95,,2.58,3.27,,3.26666666667,3.95,2.58,1.37,0.419387755102
Marlon Brown,30385,WR,4500,STL@BAL,2.0,BAL,4.5,7.2,3.63,6.6,5.5,5.5,,5.48833333333,7.2,3.63,3.57,0.650470695415
Stedman Bailey,26498,WR,4500,STL@BAL,3.8,STL,,,,,,,,,,,,
Russell Shepard,31329,WR,4500,TB@PHI,0.2,TB,,,,,,5.55,,5.55,5.55,5.55,0.0,0.0
Foswhitt Whittaker,37245,RB,4500,WAS@CAR,1.1,CAR,,,,,,,,,,,,
Jason Avant,6388,WR,4500,KC@SD,1.2,KC,,5.2,4.35,5.6,2.78,,2.0545,3.9969,5.6,2.0545,3.5455,0.887062473417
Gavin Escobar,39411,TE,4500,DAL@MIA,1.2,DAL,2.0,4.6,4.53,4.3,2.04,,,3.494,4.6,2.0,2.6,0.744132799084
Jalen Saunders,27445,WR,4500,DEN@CHI,-0.1,CHI,,,,,,,,,,,,
Kenjon Barner,29357,RB,4500,TB@PHI,0.0,PHI,,,,,,1.49,,1.49,1.49,1.49,0.0,0.0
Blake Bell,27403,TE,4500,SF@SEA,0.5,SF,,,,,,,,,,,,
Jeremy Butler,54674,WR,4500,STL@BAL,2.6,BAL,,,,,3.04,,,3.04,3.04,3.04,0.0,0.0
De'Anthony Thomas,29351,WR,4500,KC@SD,3.9,KC,4.5,7.7,3.95,8.1,4.9,10.4,1.4145,5.85207142857,10.4,1.4145,8.9855,1.53543922177
Aaron Dobson,34014,WR,4500,BUF@NE,2.6,NE,,4.8,,4.4,3.08,7.79,3.3435,4.6827,7.79,3.08,4.71,1.00582996989
Nick Novak,12090,K,4500,NYJ@HOU,5.7,HOU,,,,,,,,,,,,
Lucky Whitehead,47953,WR,4500,DAL@MIA,0.7,DAL,,,,,,1.38,,1.38,1.38,1.38,0.0,0.0
Frankie Hammond,30249,WR,4500,KC@SD,0.0,KC,,,,,,,,,,,,
Alex Bayer,44560,TE,4500,KC@SD,0.0,SD,,,,,,,,,,,,
Jeff Janis,54623,WR,4500,GB@MIN,1.0,GB,,1.8,,1.9,,,,1.85,1.9,1.8,0.1,0.0540540540541
John Kuhn,7244,RB,4500,GB@MIN,1.2,GB,,,2.28,,,1.05,,1.665,2.28,1.05,1.23,0.738738738739
Jake Stoneburner,28562,TE,4500,DAL@MIA,3.2,MIA,,1.2,6.74,1.6,,,,3.18,6.74,1.2,5.54,1.74213836478
Solomon Patton,30259,WR,4500,DEN@CHI,0.3,DEN,,,,,,,,,,,,
Terrance West,54607,RB,4500,STL@BAL,0.6,BAL,,,,,,,,,,,,
Trey Burton,30297,TE,4500,TB@PHI,0.0,PHI,,,,,,,,,,,,
Eric Frohnapfel,33981,TE,4500,KC@SD,0.0,SD,,,,,,,,,,,,
Jeremy Ross,14837,WR,4500,OAK@DET,1.9,OAK,,,,,5.42,5.42,,5.42,5.42,5.42,0.0,0.0
Brandon Williams,39615,TE,4500,DAL@MIA,0.0,MIA,,,,,,,,,,,,
Luke Willson,32000,TE,4500,SF@SEA,2.9,SEA,,2.8,5.73,2.4,2.82,4.75,2.144,3.44066666667,5.73,2.144,3.586,1.04223987599
TJ Jones,33552,WR,4500,OAK@DET,-0.1,DET,,,,,,,,,,,,
Joseph Morgan,14815,WR,4500,STL@BAL,0.0,BAL,,,,,,,,,,,,
Mike James,25783,RB,4500,TB@PHI,0.3,TB,,,,,,,,,,,,
Khari Lee,62617,TE,4500,DEN@CHI,0.0,CHI,,,,,,,,,,,,
Jermaine Gresham,11431,TE,4500,CIN@ARI,3.1,ARI,6.0,3.8,3.95,3.9,6.09,4.53,2.6955,4.42364285714,6.09,2.6955,3.3945,0.767353990732
DeAndrew White,31015,WR,4500,SF@SEA,0.7,SF,,,,,,,,,,,,
Matt Asiata,14757,RB,4500,GB@MIN,2.2,MIN,,3.3,3.01,3.6,3.22,3.57,1.154,2.97566666667,3.6,1.154,2.446,0.822000672118
Cody Latimer,27771,WR,4500,DEN@CHI,0.6,DEN,,1.6,,1.8,,4.61,,2.67,4.61,1.6,3.01,1.12734082397
Albert Wilson,48344,WR,4500,KC@SD,4.4,KC,5.0,1.8,5.81,1.9,6.33,6.32,3.6805,4.40578571429,6.33,1.8,4.53,1.02819344693
Donteea Dye,62680,WR,4500,TB@PHI,2.1,TB,5.0,,4.96,,5.45,6.83,2.301,4.9082,6.83,2.301,4.529,0.922741534575
Houston Texans,12556,D,4500,NYJ@HOU,7.1,HOU,,,,,,,,,,,,
Griff Whalen,22447,WR,4500,IND@ATL,3.0,IND,,,,,4.72,5.25,2.0328,4.00093333333,5.25,2.0328,3.2172,0.804112373779
James O'Shaughnessy,62508,TE,4500,KC@SD,1.7,KC,,,3.66,,,,,3.66,3.66,3.66,0.0,0.0
Nick Boyle,62510,TE,4500,STL@BAL,2.4,BAL,,2.6,,2.3,2.82,,,2.57333333333,2.82,2.3,0.52,0.20207253886
MyCole Pruitt,62505,TE,4500,GB@MIN,0.8,MIN,,1.2,,1.6,2.69,,,1.83,2.69,1.2,1.49,0.814207650273
Kyle Juszczyk,39428,RB,4500,STL@BAL,4.8,BAL,,,5.09,,5.08,4.79,,4.98666666667,5.09,4.79,0.3,0.0601604278075
Quinton Patton,39427,WR,4500,SF@SEA,4.2,SF,,,3.64,,1.21,5.33,1.958,3.0345,5.33,1.21,4.12,1.35771955841
Josh Bellamy,22336,WR,4500,DEN@CHI,2.1,CHI,,,,,,,,,,,,
James Casey,6951,TE,4500,DEN@CHI,0.0,DEN,,,,,,,,,,,,
Tommy Bohanon,25654,RB,4500,NYJ@HOU,0.8,NYJ,,,2.15,,,,,2.15,2.15,2.15,0.0,0.0
Chris Gragg,31188,TE,4500,BUF@NE,2.4,BUF,,3.2,,3.6,,,1.7245,2.8415,3.6,1.7245,1.8755,0.660038711948
Patrick DiMarco,14683,RB,4500,IND@ATL,0.8,ATL,,,1.42,,,,,1.42,1.42,1.42,0.0,0.0
Jaron Brown,24589,WR,4500,CIN@ARI,2.6,ARI,9.5,,4.28,,8.71,9.53,2.72,6.948,9.53,2.72,6.81,0.980138169257
Kellen Davis,7001,TE,4500,NYJ@HOU,0.7,NYJ,,,5.29,,,,,5.29,5.29,5.29,0.0,0.0
Kyle Miller,14649,TE,4500,KC@SD,0.0,SD,,,,,,,,,,,,
Brian Parker,62534,TE,4500,KC@SD,0.6,KC,,,,,,,,,,,,
