,Unnamed: 0,player,fire,dk_name
0,0,Julio Jones ,25.647,Julio Jones
1,1,Devonta Freeman ,21.861,Devonta Freeman
2,2,Tom Brady ,25.449,Tom Brady
3,3,Derek Carr ,21.8636,Derek Carr
4,4,Aaron Rodgers ,20.7774,Aaron Rodgers
5,5,Adrian Peterson ,22.4994,Adrian Peterson
6,6,Carson Palmer ,20.0444,Carson Palmer
7,7,Matt Ryan ,20.1062,Matt Ryan
8,8,Cam Newton ,20.0142,Cam Newton
9,9,Russell Wilson ,19.7304,Russell Wilson
10,10,DeAndre Hopkins ,18.8198,DeAndre Hopkins
11,11,Dez Bryant ,18.6144,Dez Bryant
12,12,Todd Gurley ,18.606,Todd Gurley
13,13,DeMarco Murray ,18.302,DeMarco Murray
14,14,Tyrod Taylor ,18.5372,Tyrod Taylor
15,15,Andy Dalton ,18.2848,Andy Dalton
16,16,Tony Romo ,18.4032,Tony Romo
17,17,Lamar Miller ,17.219,Lamar Miller
18,18,Calvin Johnson ,17.274,Calvin Johnson
19,19,Marcus Mariota ,18.1928,Marcus Mariota
20,20,Rob Gronkowski ,17.082,Rob Gronkowski
21,21,Philip Rivers ,18.5454,Philip Rivers
22,22,Chris Ivory ,17.0596,Chris Ivory
23,23,Amari Cooper ,16.757,Amari Cooper
24,24,Matthew Stafford ,17.9818,Matthew Stafford
25,25,Darren McFadden ,16.921,Darren McFadden
26,26,Blake Bortles ,17.8978,Blake Bortles
27,27,Randall Cobb ,16.461,Randall Cobb
28,28,Brandon Marshall ,16.477,Brandon Marshall
29,29,Teddy Bridgewater ,17.5228,Teddy Bridgewater
30,30,Alex Smith ,17.3258,Alex Smith
31,31,A.J. Green ,16.273,A.J. Green
32,32,Mike Evans ,16.234,Mike Evans
33,33,Ryan Fitzpatrick ,17.6132,Ryan Fitzpatrick
34,34,Demaryius Thomas ,15.9304,Demaryius Thomas
35,35,Jeremy Maclin ,15.887,Jeremy Maclin
36,36,Charcandrick West ,16.175,Charcandrick West
37,37,LeGarrette Blount ,16.0992,LeGarrette Blount
38,38,Larry Fitzgerald ,15.795,Larry Fitzgerald
39,39,Jarvis Landry ,15.695,Jarvis Landry
40,40,Steve Johnson ,15.294,Stevie Johnson
41,41,T.Y. Hilton ,15.16,T.Y. Hilton
42,42,Alshon Jeffery ,15.07,Alshon Jeffery
43,43,Marshawn Lynch ,15.118,Marshawn Lynch
44,44,Jameis Winston ,16.5144,Jameis Winston
45,45,Latavius Murray ,15.057,Latavius Murray
46,46,Brock Osweiler ,15.889,Brock Osweiler
47,47,Matt Hasselbeck ,15.9076,Matt Hasselbeck
48,48,Frank Gore ,14.785,Frank Gore
49,49,Allen Robinson ,14.416,Allen Robinson
50,50,Lesean McCoy ,14.528,LeSean McCoy
51,51,Greg Olsen ,14.32,Greg Olsen
52,52,Chris Johnson ,14.597,Chris Johnson
53,53,Sammy Watkins ,14.165,Sammy Watkins
54,54,T.J. Yates ,15.5016,T.J. Yates
55,55,Mark Sanchez ,16.4848,Mark Sanchez
56,56,Brandon LaFell ,13.992,Brandon LaFell
57,57,Kamar Aiken ,13.993,Kamar Aiken
58,58,Case Keenum ,15.2326,Case Keenum
59,59,Danny Amendola ,14.042,Danny Amendola
60,60,Jordan Matthews ,13.8382,Jordan Matthews
61,61,Kirk Cousins ,15.6238,Kirk Cousins
62,62,Michael Crabtree ,13.254,Michael Crabtree
