,player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td
236,Denard Robinson ,TEN,#12,231,63.0,0.0,0.0,0.0,1.83,5.66,0.01,0.66,5.57,0.02,1.96,1.63,$5000,0.33,1.96,$3000,0.65,1.63,$55400,0.03,1.96,$6000,0.33,1.63,$3900,0.42,1.96,$3000,0.65,1.96,$2100,0.93,1.63,$2100,0.78,1.63,$10,163.0,,,,
237,C.J. Fiedorowicz ,NYJ,#4,232,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,6.72,0.02,1.9,1.34,$4500,0.3,1.91,$2500,0.76,1.34,$30000,0.04,1.9,$6000,0.32,1.34,$3200,0.42,1.91,$3000,0.64,1.92,$1700,1.13,1.35,$2000,0.68,1.34,$10,134.0,,,,
238,Greg Jennings ,DAL,#22,233,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,8.23,0.04,1.83,1.44,$4500,0.32,1.84,$3000,0.61,1.44,$30000,0.05,1.83,$6000,0.31,1.44,$3500,0.41,1.84,$3000,0.61,1.85,$2000,0.93,1.45,$3000,0.48,1.44,$10,144.0,,,,
239,Marcedes Lewis ,TEN,#12,234,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,6.29,0.06,1.69,1.34,$4500,0.3,1.7,$2500,0.68,1.34,$30000,0.04,1.69,$6000,0.28,1.34,$3300,0.41,1.7,$3000,0.57,1.71,$1700,1.01,1.35,$2000,0.68,1.34,$10,134.0,,,,
240,Marlon Brown ,STL,#2,235,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,8.23,0.0,1.63,1.18,$4500,0.26,1.68,$3500,0.48,1.18,$30000,0.04,1.63,$6000,0.27,1.18,$3800,0.31,1.68,$3000,0.56,1.73,$2000,0.87,1.23,$3600,0.34,1.18,$10,118.0,,,,
241,Dan Herron ,NE,#14,236,64.0,0.27,0.0,0.0,1.68,5.57,0.03,0.51,3.73,0.0,1.63,1.38,$0,0.0,1.64,$3000,0.55,1.38,$35000,0.04,1.63,$0,0.0,1.38,$0,0.0,1.64,$0,0.0,1.65,$0,0.0,1.39,$0,0.0,1.38,$0,0.0,,,,
242,Jerick McKinnon ,GB,#21,237,65.0,0.0,0.0,0.0,1.31,6.82,0.05,0.41,1.83,0.0,1.56,1.35,$4700,0.29,1.57,$3000,0.52,1.35,$35000,0.04,1.56,$6000,0.26,1.35,$3800,0.36,1.57,$3000,0.52,1.58,$2000,0.79,1.36,$2100,0.65,1.35,$10,135.0,,,,
243,Cedric Peerman ,ARI,#6,238,66.0,0.0,0.0,0.0,0.72,2.36,0.01,0.68,4.37,0.02,1.53,1.19,$4500,0.26,1.53,$3000,0.51,1.19,$0,0.0,1.53,$6000,0.26,1.19,$3000,0.4,1.53,$3000,0.51,1.53,$0,0.0,1.19,$2600,0.46,1.19,$10,119.0,,,,
244,Benny Cunningham ,BAL,#17,239,67.0,0.0,0.0,0.0,1.38,3.96,0.01,0.61,3.89,0.01,1.52,1.21,$4700,0.26,1.53,$3000,0.51,1.21,$35000,0.03,1.52,$6000,0.25,1.21,$3500,0.35,1.53,$3000,0.51,1.54,$2000,0.77,1.22,$2600,0.47,1.21,$10,121.0,,,,
245,John Kuhn ,MIN,#16,240,68.0,0.0,0.0,0.0,0.24,1.09,0.01,0.6,5.68,0.02,1.46,1.16,$4500,0.26,1.46,$3000,0.49,1.16,$36700,0.03,1.46,$6000,0.24,1.16,$3000,0.39,1.46,$3000,0.49,1.46,$2000,0.73,1.16,$2100,0.55,1.16,$10,116.0,,,,
246,Matt Asiata ,GB,#21,240,68.0,0.0,0.0,0.0,1.54,6.37,0.05,0.34,1.4,0.01,1.46,1.29,$4500,0.29,1.47,$3000,0.49,1.29,$35000,0.04,1.46,$6000,0.24,1.29,$3700,0.35,1.47,$3000,0.49,1.48,$2000,0.74,1.3,$2600,0.5,1.29,$10,129.0,,,,
247,Terron Ward ,IND,#20,241,69.0,0.0,0.0,0.0,0.87,3.43,0.02,0.46,4.06,0.02,1.45,1.22,$4500,0.27,1.45,$3000,0.48,1.22,$35000,0.03,1.45,$6000,0.24,1.22,$3800,0.32,1.45,$3000,0.48,1.45,$2000,0.73,1.22,$2100,0.58,1.22,$10,122.0,,,,
248,Kyle Juszczyk ,STL,#2,242,70.0,0.0,0.0,0.0,0.32,0.85,0.0,0.62,5.28,0.03,1.39,1.08,$4500,0.24,1.4,$3000,0.47,1.08,$0,0.0,1.39,$6000,0.23,1.08,$3000,0.36,1.4,$3000,0.47,1.41,$2000,0.71,1.09,$2100,0.52,1.08,$10,108.0,,,,
249,Gavin Escobar ,MIA,#26,243,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,5.53,0.03,1.34,1.03,$4500,0.23,1.35,$2500,0.54,1.03,$30000,0.03,1.34,$6000,0.22,1.03,$3100,0.33,1.35,$3000,0.45,1.36,$1700,0.8,1.04,$2000,0.52,1.03,$10,103.0,,,,
250,Bruce Miller ,SEA,#3,244,71.0,0.0,0.0,0.0,0.44,2.58,0.01,0.34,3.12,0.06,1.33,1.16,$4500,0.26,1.33,$3000,0.44,1.16,$0,0.0,1.33,$6000,0.22,1.16,$0,0.0,1.33,$3000,0.44,1.33,$2000,0.67,1.16,$2100,0.55,1.16,$10,116.0,,,,
251,Garrett Graham ,NYJ,#4,245,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.4,0.03,1.32,1.02,$4500,0.23,1.32,$2500,0.53,1.02,$30000,0.03,1.32,$6000,0.22,1.02,$3300,0.31,1.32,$3000,0.44,1.32,$1700,0.78,1.02,$2100,0.49,1.02,$10,102.0,,,,
252,Tevin Coleman ,IND,#20,246,72.0,0.0,0.0,0.0,2.22,7.32,0.01,0.35,1.77,0.0,1.28,1.1,$5000,0.22,1.31,$3400,0.39,1.1,$35000,0.03,1.28,$6000,0.21,1.1,$4000,0.28,1.31,$3000,0.44,1.34,$2000,0.67,1.13,$3500,0.32,1.1,$10,110.0,,,,
253,Cameron Meredith ,DEN,#1,247,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,5.62,0.03,1.21,0.98,$4500,0.22,1.21,$3000,0.4,0.98,$30000,0.03,1.21,$6000,0.2,0.98,$3000,0.33,1.21,$3000,0.4,1.21,$2000,0.61,0.98,$2500,0.39,0.98,$10,98.0,,,,
254,Bobby Rainey ,PHI,#5,248,73.0,0.0,0.0,0.0,0.33,1.48,0.01,0.56,3.83,0.01,1.19,0.91,$4600,0.2,1.2,$3000,0.4,0.91,$35000,0.03,1.19,$6000,0.2,0.91,$3500,0.26,1.2,$3000,0.4,1.21,$2000,0.61,0.92,$2100,0.44,0.91,$10,91.0,,,,
255,Bryan Walters ,TEN,#12,249,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,5.54,0.03,1.17,0.95,$5100,0.19,1.17,$3300,0.35,0.95,$51700,0.02,1.17,$6000,0.2,0.95,$4300,0.22,1.17,$3000,0.39,1.17,$2000,0.59,0.95,$3600,0.26,0.95,$10,95.0,,,,
256,Knile Davis ,SD,#28,250,74.0,0.0,0.0,0.0,1.36,4.84,0.02,0.25,2.48,0.01,1.16,1.04,$4700,0.22,1.16,$3000,0.39,1.04,$35000,0.03,1.16,$7050,0.16,1.04,$4000,0.26,1.16,$3000,0.39,1.16,$2000,0.58,1.04,$2600,0.4,1.04,$10,104.0,,,,
257,Zach Miller ,DEN,#1,251,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3.99,0.07,1.15,0.98,$5000,0.2,1.15,$2900,0.4,0.98,$55900,0.02,1.15,$6000,0.19,0.98,$3800,0.26,1.15,$3000,0.38,1.15,$2800,0.41,0.98,$2200,0.45,0.98,$12,81.67,,,,
258,Anthony Dixon ,NE,#14,252,75.0,0.0,0.0,0.0,0.2,0.73,0.0,0.52,4.38,0.02,1.13,0.87,$4600,0.19,1.14,$0,0.0,0.87,$35000,0.02,1.13,$0,0.0,0.87,$3500,0.25,1.14,$3000,0.38,1.15,$2000,0.58,0.88,$0,0.0,0.87,$0,0.0,,,,
259,Kellen Davis ,HOU,#13,253,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,4.53,0.04,1.12,0.91,$4500,0.2,1.12,$2500,0.45,0.91,$30000,0.03,1.12,$6000,0.19,0.91,$3000,0.3,1.12,$3000,0.37,1.12,$1700,0.66,0.91,$2100,0.43,0.91,$10,91.0,,,,
260,Jake Stoneburner ,DAL,#22,254,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,2.7,0.1,1.11,0.99,$4500,0.22,1.11,$2500,0.44,0.99,$30000,0.03,1.11,$6000,0.19,0.99,$3000,0.33,1.11,$3000,0.37,1.11,$1700,0.65,0.99,$0,0.0,0.99,$10,99.0,,,,
261,Marqise Lee ,TEN,#12,255,98.0,0.0,0.0,0.0,0.03,0.13,0.0,0.47,5.93,0.0,1.08,0.84,$4600,0.18,1.08,$3000,0.36,0.84,$30000,0.03,1.08,$6000,0.18,0.84,$3800,0.22,1.08,$3000,0.36,1.08,$2000,0.54,0.84,$3500,0.24,0.84,$10,84.0,,,,
262,Virgil Green ,CHI,#25,256,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,2.8,0.09,1.08,0.95,$4500,0.21,1.08,$2500,0.43,0.95,$30000,0.03,1.08,$6000,0.18,0.95,$3500,0.27,1.08,$3000,0.36,1.08,$1700,0.64,0.95,$0,0.0,0.95,$10,95.0,,,,
263,Denarius Moore ,NE,#14,257,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,5.07,0.03,1.06,0.87,$4500,0.19,1.06,$3000,0.35,0.87,$30000,0.03,1.06,$6000,0.18,0.87,$3500,0.25,1.06,$3000,0.35,1.06,$2000,0.53,0.87,$2500,0.35,0.87,$10,87.0,,,,
264,Cameron Brate ,PHI,#5,258,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3.71,0.06,1.05,0.89,$4500,0.2,1.05,$2500,0.42,0.89,$30000,0.03,1.05,$6000,0.18,0.89,$3000,0.3,1.05,$3000,0.35,1.05,$1700,0.62,0.89,$2100,0.42,0.89,$10,89.0,,,,
265,Saalim Hakim ,SD,#28,259,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,4.56,0.03,1.05,0.84,$0,0.0,1.05,$0,0.0,0.84,$0,0.0,1.05,$0,0.0,0.84,$3000,0.28,1.05,$3000,0.35,1.05,$2000,0.53,0.84,$0,0.0,0.84,$0,0.0,,,,
266,Jeremy Butler ,STL,#2,259,100.0,0.33,0.01,0.0,0.0,0.0,0.0,0.35,5.85,0.01,1.05,0.87,$4500,0.19,1.05,$3000,0.35,0.87,$30000,0.03,1.05,$6000,0.18,0.88,$3500,0.25,1.05,$3000,0.35,1.05,$2000,0.53,0.87,$1000,0.87,0.87,$10,87.0,,,,
267,Eric Weems ,IND,#20,260,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,5.2,0.02,1.03,0.84,$4500,0.19,1.03,$3000,0.34,0.84,$30000,0.03,1.03,$6000,0.17,0.84,$3000,0.28,1.03,$3000,0.34,1.03,$2000,0.52,0.84,$2000,0.42,0.84,$10,84.0,,,,
268,Robert Turbin ,MIA,#26,261,76.0,0.0,0.0,0.0,1.27,4.76,0.02,0.27,1.76,0.0,1.02,0.89,$0,0.0,1.03,$0,0.0,0.89,$0,0.0,1.02,$0,0.0,0.89,$3900,0.23,1.03,$0,0.0,1.04,$2000,0.52,0.9,$0,0.0,0.89,$0,0.0,,,,
269,DeAndrew White ,SEA,#3,262,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,5.14,0.02,1.01,0.82,$4500,0.18,1.01,$3000,0.34,0.82,$30000,0.03,1.01,$6000,0.17,0.82,$3000,0.27,1.01,$3000,0.34,1.01,$2000,0.51,0.82,$1000,0.82,0.82,$10,82.0,,,,
270,Marcus Easley ,NE,#14,263,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,5.0,0.04,0.98,0.86,$4500,0.19,0.98,$3000,0.33,0.86,$30000,0.03,0.98,$6000,0.16,0.86,$3000,0.29,0.98,$3000,0.33,0.98,$2000,0.49,0.86,$2000,0.43,0.86,$10,86.0,,,,
271,Deonte Thompson ,DEN,#1,264,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,4.6,0.02,0.97,0.78,$0,0.0,0.97,$3000,0.32,0.78,$30000,0.03,0.97,$6000,0.16,0.78,$3000,0.26,0.97,$3000,0.32,0.97,$2000,0.49,0.78,$1000,0.78,0.78,$10,78.0,,,,
272,Adam Thielen ,GB,#21,265,105.0,0.0,0.0,0.0,0.02,0.18,0.0,0.4,4.21,0.02,0.96,0.76,$4500,0.17,0.96,$3000,0.32,0.76,$30000,0.03,0.96,$6000,0.16,0.76,$3500,0.22,0.96,$3000,0.32,0.96,$2000,0.48,0.76,$2000,0.38,0.76,$10,76.0,,,,
273,Brice Butler ,MIA,#26,265,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,4.9,0.04,0.96,0.85,$4900,0.17,0.96,$3000,0.32,0.85,$45300,0.02,0.96,$6000,0.16,0.85,$3800,0.22,0.96,$3000,0.32,0.96,$2000,0.48,0.85,$2000,0.43,0.85,$10,85.0,,,,
274,Keshawn Martin ,BUF,#10,266,106.0,0.26,0.01,0.0,0.0,0.0,0.0,0.31,5.3,0.01,0.95,0.8,$4900,0.16,0.95,$3000,0.32,0.8,$43600,0.02,0.95,$6000,0.16,0.8,$3000,0.27,0.95,$3000,0.32,0.95,$2000,0.48,0.8,$2600,0.31,0.8,$10,80.0,,,,
275,Brandon Williams ,DAL,#22,267,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,3.59,0.04,0.95,0.77,$4500,0.17,0.95,$2500,0.38,0.77,$30000,0.03,0.95,$6000,0.16,0.77,$3000,0.26,0.95,$3000,0.32,0.95,$1700,0.56,0.77,$0,0.0,0.77,$10,77.0,,,,
276,Ty Montgomery ,MIN,#16,268,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,4.62,0.01,0.94,0.73,$5000,0.15,0.94,$3000,0.31,0.73,$51400,0.01,0.94,$6000,0.16,0.73,$3800,0.19,0.94,$3000,0.31,0.94,$2000,0.47,0.73,$3000,0.24,0.73,$10,73.0,,,,
277,J.J. Nelson ,CIN,#11,269,108.0,0.0,0.0,0.0,0.02,0.02,0.0,0.23,4.59,0.04,0.93,0.82,$0,0.0,0.93,$3000,0.31,0.82,$30000,0.03,0.93,$6000,0.16,0.82,$3500,0.23,0.93,$3000,0.31,0.93,$0,0.0,0.82,$2000,0.41,0.82,$10,82.0,,,,
278,Fozzy Whittaker ,WSH,#15,270,77.0,0.0,0.0,0.0,0.24,0.7,0.0,0.44,3.77,0.01,0.93,0.71,$4500,0.16,0.94,$3000,0.31,0.71,$35000,0.02,0.93,$6000,0.16,0.71,$3000,0.24,0.94,$3000,0.31,0.95,$2000,0.48,0.72,$2600,0.28,0.71,$10,71.0,,,,
279,Brandon Pettigrew ,OAK,#31,271,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,4.5,0.01,0.92,0.72,$4500,0.16,0.92,$2500,0.37,0.72,$30000,0.02,0.92,$6000,0.15,0.72,$3000,0.24,0.92,$3000,0.31,0.92,$1700,0.54,0.72,$2000,0.36,0.72,$10,72.0,,,,
280,Devin Smith ,HOU,#13,272,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.13,0.0,0.91,0.71,$4800,0.15,0.91,$3000,0.3,0.71,$30000,0.02,0.91,$6000,0.15,0.71,$3000,0.24,0.91,$3000,0.3,0.91,$2000,0.46,0.71,$2500,0.28,0.71,$10,71.0,,,,
281,Ka'Deem Carey ,DEN,#1,273,78.0,0.0,0.0,0.0,0.95,3.13,0.03,0.33,1.35,0.0,0.9,0.73,$4800,0.15,0.93,$3000,0.31,0.73,$35000,0.02,0.9,$6000,0.15,0.73,$3400,0.21,0.93,$3000,0.31,0.96,$2000,0.48,0.76,$2600,0.29,0.73,$10,73.0,,,,
282,Joe Morgan ,STL,#2,274,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,4.25,0.02,0.9,0.72,$0,0.0,0.9,$0,0.0,0.72,$0,0.0,0.9,$0,0.0,0.72,$0,0.0,0.9,$0,0.0,0.9,$0,0.0,0.72,$0,0.0,0.72,$0,0.0,,,,
283,Jack Doyle ,ATL,#19,275,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,3.74,0.03,0.89,0.72,$4500,0.16,0.89,$2500,0.36,0.72,$30000,0.02,0.89,$6000,0.15,0.72,$3000,0.24,0.89,$3000,0.3,0.89,$1700,0.52,0.72,$2000,0.36,0.72,$10,72.0,,,,
284,Juwan Thompson ,CHI,#25,276,79.0,0.0,0.0,0.0,0.41,1.01,0.0,0.35,3.04,0.02,0.88,0.7,$4900,0.14,0.88,$3000,0.29,0.7,$35000,0.02,0.88,$6000,0.15,0.7,$3300,0.21,0.88,$3000,0.29,0.88,$2000,0.44,0.7,$2100,0.33,0.7,$10,70.0,,,,
285,Jeff Janis ,MIN,#16,277,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,4.27,0.04,0.88,0.77,$4500,0.17,0.88,$3000,0.29,0.77,$30000,0.03,0.88,$6000,0.15,0.77,$3000,0.26,0.88,$3000,0.29,0.88,$2000,0.44,0.77,$2100,0.37,0.77,$10,77.0,,,,
286,Jamize Olawale ,DET,#27,277,79.0,0.0,0.0,0.0,0.61,3.21,0.04,0.15,1.07,0.01,0.88,0.8,$4800,0.17,0.88,$3000,0.29,0.8,$0,0.0,0.88,$6000,0.15,0.8,$3000,0.27,0.88,$3000,0.29,0.88,$2000,0.44,0.8,$3500,0.23,0.8,$10,80.0,,,,
287,Phillip Supernaw ,JAC,#23,278,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3.8,0.03,0.88,0.72,$0,0.0,0.88,$2500,0.35,0.72,$30000,0.02,0.88,$6000,0.15,0.72,$0,0.0,0.88,$3000,0.29,0.88,$0,0.0,0.72,$0,0.0,0.72,$10,72.0,,,,
288,Matt Cassel ,MIA,#26,279,28.0,14.86,0.08,0.07,0.16,0.77,0.01,0.0,-0.01,0.0,0.87,0.94,$6000,0.16,0.96,$5000,0.19,0.87,$85000,0.01,0.94,$10000,0.09,1.02,$5100,0.2,0.96,$3000,0.32,1.13,$4600,0.25,0.96,$5200,0.18,0.94,$20,47.0,,,,
289,Scott Tolzien ,MIN,#16,280,29.0,13.0,0.09,0.06,0.15,0.47,0.01,0.0,0.04,0.0,0.85,0.91,$5000,0.18,0.92,$5000,0.18,0.85,$75000,0.01,0.91,$10000,0.09,0.98,$4500,0.22,0.92,$3000,0.31,1.06,$4500,0.24,0.92,$4800,0.19,0.91,$20,45.5,,,,
290,Chad Henne ,TEN,#12,281,30.0,14.44,0.09,0.07,0.16,0.61,0.0,0.0,0.04,0.0,0.84,0.91,$5600,0.16,0.92,$5000,0.18,0.84,$75000,0.01,0.91,$10000,0.09,0.99,$4500,0.22,0.92,$3000,0.31,1.08,$4500,0.24,0.92,$4700,0.2,0.91,$20,45.5,,,,
291,Toby Gerhart ,TEN,#12,282,80.0,0.0,0.0,0.0,0.32,0.67,0.01,0.35,3.26,0.01,0.84,0.67,$4700,0.14,0.85,$3000,0.28,0.67,$35000,0.02,0.84,$6000,0.14,0.67,$3500,0.19,0.85,$3000,0.28,0.86,$2000,0.43,0.68,$2600,0.26,0.67,$10,67.0,,,,
292,Matt Schaub ,STL,#2,283,31.0,14.22,0.09,0.08,0.16,0.59,0.0,0.0,0.04,0.0,0.83,0.91,$5000,0.18,0.92,$5000,0.18,0.83,$75000,0.01,0.91,$10000,0.09,0.97,$4500,0.22,0.92,$3000,0.31,1.07,$4500,0.24,0.92,$4700,0.2,0.91,$20,45.5,,,,
293,Seyi Ajirotutu ,TB,#18,284,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,4.75,0.0,0.81,0.64,$4500,0.14,0.81,$3000,0.27,0.64,$30000,0.02,0.81,$6000,0.14,0.64,$3000,0.21,0.81,$3000,0.27,0.81,$2000,0.41,0.64,$1500,0.43,0.64,$10,64.0,,,,
294,Chase Reynolds ,BAL,#17,285,81.0,0.0,0.0,0.0,0.51,2.1,0.01,0.28,2.23,0.01,0.81,0.67,$0,0.0,0.82,$3000,0.27,0.67,$35000,0.02,0.81,$6000,0.14,0.67,$3000,0.22,0.82,$3000,0.27,0.83,$0,0.0,0.68,$700,0.97,0.67,$10,67.0,,,,
295,Colin Kaepernick ,SEA,#3,286,32.0,12.6,0.05,0.06,0.41,2.11,0.01,0.0,0.0,0.0,0.8,0.86,$6000,0.14,0.89,$5000,0.18,0.8,$85300,0.01,0.86,$10850,0.08,0.92,$5000,0.18,0.89,$3000,0.3,1.04,$4500,0.23,0.89,$4800,0.19,0.86,$20,43.0,,,,
296,Michael Burton ,OAK,#31,287,82.0,0.0,0.0,0.0,0.22,0.56,0.01,0.38,2.48,0.01,0.8,0.61,$0,0.0,0.8,$3000,0.27,0.61,$0,0.0,0.8,$6000,0.13,0.61,$0,0.0,0.8,$3000,0.27,0.8,$2000,0.4,0.61,$2100,0.29,0.61,$10,61.0,,,,
297,Trey Burton ,TB,#18,288,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.64,0.02,0.79,0.64,$4500,0.14,0.79,$2500,0.32,0.64,$30000,0.02,0.79,$6000,0.13,0.64,$3000,0.21,0.79,$3000,0.26,0.79,$1700,0.46,0.64,$0,0.0,0.64,$10,64.0,,,,
298,Mike Glennon ,PHI,#5,289,33.0,13.49,0.07,0.07,0.17,0.6,0.01,0.0,0.0,0.0,0.78,0.85,$5100,0.17,0.86,$5000,0.17,0.78,$81400,0.01,0.85,$10000,0.09,0.91,$4900,0.19,0.86,$3000,0.29,1,$4500,0.22,0.86,$4600,0.19,0.85,$20,42.5,,,,
299,Jalston Fowler ,JAC,#23,290,83.0,0.0,0.0,0.0,0.18,1.1,0.01,0.21,2.22,0.03,0.78,0.68,$0,0.0,0.78,$3000,0.26,0.68,$0,0.0,0.78,$6000,0.13,0.68,$0,0.0,0.78,$3000,0.26,0.78,$2000,0.39,0.68,$2100,0.32,0.68,$10,68.0,,,,
300,Andre Roberts ,CAR,#7,291,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,3.93,0.01,0.77,0.59,$4900,0.12,0.79,$3000,0.26,0.59,$30000,0.02,0.77,$6000,0.13,0.59,$3550,0.17,0.79,$3000,0.26,0.81,$2000,0.41,0.61,$2000,0.31,0.59,$10,59.0,,,,
301,Patrick DiMarco ,IND,#20,292,84.0,0.0,0.0,0.0,0.18,0.4,0.0,0.34,2.93,0.02,0.77,0.6,$4500,0.13,0.78,$3000,0.26,0.6,$0,0.0,0.77,$6000,0.13,0.6,$0,0.0,0.78,$3000,0.26,0.79,$2000,0.4,0.61,$2100,0.29,0.6,$10,60.0,,,,
302,Darrel Young ,CAR,#7,292,84.0,0.0,0.0,0.0,1.38,4.5,0.01,0.19,0.67,0.01,0.77,0.67,$4500,0.15,0.8,$3000,0.27,0.67,$0,0.0,0.77,$6000,0.13,0.67,$3000,0.22,0.8,$3000,0.27,0.83,$2000,0.42,0.7,$2100,0.33,0.67,$10,67.0,,,,
303,Derek Anderson ,WSH,#15,293,34.0,12.78,0.08,0.05,0.17,0.45,0.0,0.0,0.0,0.0,0.76,0.81,$5000,0.16,0.82,$5000,0.16,0.76,$75000,0.01,0.81,$10000,0.08,0.88,$4500,0.2,0.82,$3000,0.27,0.95,$4500,0.21,0.82,$4700,0.17,0.81,$20,40.5,,,,
304,Tarvaris Jackson ,SF,#29,293,34.0,13.52,0.08,0.06,0.15,0.41,0.0,0.0,0.0,0.0,0.76,0.82,$5200,0.16,0.83,$5000,0.17,0.76,$75000,0.01,0.82,$10000,0.08,0.9,$4500,0.2,0.83,$3000,0.28,0.98,$4500,0.22,0.83,$4600,0.18,0.82,$20,41.0,,,,
305,Rashad Ross ,CAR,#7,294,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,4.3,0.01,0.75,0.62,$4800,0.13,0.75,$3000,0.25,0.62,$30000,0.02,0.75,$6000,0.13,0.62,$3300,0.19,0.75,$3000,0.25,0.75,$2000,0.38,0.62,$2000,0.31,0.62,$10,62.0,,,,
306,Seth Roberts ,DET,#27,294,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.87,0.02,0.75,0.63,$4900,0.13,0.75,$3000,0.25,0.63,$35300,0.02,0.75,$6000,0.13,0.63,$3700,0.17,0.75,$3000,0.25,0.75,$2000,0.38,0.63,$2600,0.24,0.63,$10,63.0,,,,
307,Raheem Mostert ,STL,#2,295,85.0,0.0,0.0,0.0,0.52,1.72,0.01,0.26,1.97,0.01,0.75,0.62,$0,0.0,0.75,$3000,0.25,0.62,$35000,0.02,0.75,$6000,0.13,0.62,$3000,0.21,0.75,$3000,0.25,0.75,$2000,0.38,0.62,$1600,0.39,0.62,$10,62.0,,,,
308,Roy Helu ,DET,#27,296,86.0,0.0,0.0,0.0,0.08,0.43,0.0,0.33,2.89,0.01,0.74,0.58,$4900,0.12,0.74,$3000,0.25,0.58,$41400,0.01,0.74,$6000,0.12,0.58,$4000,0.15,0.74,$3000,0.25,0.74,$2000,0.37,0.58,$0,0.0,0.58,$10,58.0,,,,
309,Anthony McCoy ,CAR,#7,297,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3.73,0.01,0.73,0.57,$0,0.0,0.74,$2500,0.3,0.57,$30000,0.02,0.73,$6000,0.12,0.57,$3000,0.19,0.74,$3000,0.25,0.75,$1700,0.44,0.58,$0,0.0,0.57,$10,57.0,,,,
310,Senorise Perry ,DEN,#1,298,87.0,0.0,0.0,0.0,0.43,1.39,0.01,0.31,2.23,0.0,0.73,0.58,$0,0.0,0.73,$0,0.0,0.58,$35000,0.02,0.73,$6000,0.12,0.58,$3000,0.19,0.73,$3000,0.24,0.73,$0,0.0,0.58,$0,0.0,0.58,$10,58.0,,,,
311,Jimmy Garoppolo ,BUF,#10,299,35.0,12.83,0.08,0.07,0.14,0.45,0.0,0.0,0.03,0.0,0.72,0.79,$5000,0.16,0.8,$5000,0.16,0.72,$75000,0.01,0.79,$10000,0.08,0.85,$5000,0.17,0.8,$3000,0.27,0.94,$4500,0.21,0.8,$4700,0.17,0.79,$20,39.5,,,,
312,Clay Harbor ,TEN,#12,300,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,2.85,0.02,0.72,0.56,$4500,0.12,0.72,$2500,0.29,0.56,$51600,0.01,0.72,$6000,0.12,0.56,$3000,0.19,0.72,$3000,0.24,0.72,$1700,0.42,0.56,$2100,0.27,0.56,$10,56.0,,,,
313,Colt McCoy ,CAR,#7,300,35.0,13.1,0.07,0.07,0.16,0.57,0.0,0.0,0.03,0.0,0.72,0.79,$5000,0.16,0.8,$5000,0.16,0.72,$75000,0.01,0.79,$10000,0.08,0.86,$5000,0.17,0.8,$3000,0.27,0.95,$4500,0.21,0.8,$4700,0.17,0.79,$20,39.5,,,,
314,Geno Smith ,HOU,#13,301,36.0,10.81,0.07,0.05,0.14,0.61,0.01,0.0,0.0,0.0,0.71,0.76,$6000,0.13,0.77,$5000,0.15,0.71,$90000,0.01,0.76,$11100,0.07,0.82,$5000,0.16,0.77,$3000,0.26,0.89,$4500,0.2,0.77,$5400,0.14,0.76,$22,34.55,,,,
