,Unnamed: 0,player,fftoday,dk_name
0,2,Cam Newton,27.1,Cam Newton
1,3,Tom Brady,27.8,Tom Brady
2,4,Blake Bortles,20.2,Blake Bortles
3,5,Aaron Rodgers,20.8,Aaron Rodgers
4,6,Derek Carr,18.9,Derek Carr
5,7,Andy Dalton,19.8,Andy Dalton
6,8,Philip Rivers,18.6,Philip Rivers
7,9,Carson Palmer,18.4,Carson Palmer
8,10,Matthew Stafford,18.5,Matthew Stafford
9,11,Joe Flacco,18.9,Joe Flacco
10,12,Matt Ryan,18.8,Matt Ryan
11,13,Mark Sanchez,18.0,Mark Sanchez
12,14,Matt Hasselbeck,18.6,Matt Hasselbeck
13,15,Tony Romo,17.6,Tony Romo
14,16,Marcus Mariota,17.5,Marcus Mariota
15,17,T.J. Yates,16.8,T.J. Yates
16,18,Russell Wilson,16.7,Russell Wilson
17,19,Ryan Fitzpatrick,16.2,Ryan Fitzpatrick
18,20,Alex Smith,16.1,Alex Smith
19,21,Tyrod Taylor,16.2,Tyrod Taylor
20,22,Jay Cutler,14.7,Jay Cutler
21,23,Jameis Winston,15.2,Jameis Winston
22,24,Teddy Bridgewater,13.9,Teddy Bridgewater
23,25,Brock Osweiler,13.5,Brock Osweiler
24,26,Ryan Tannehill,13.3,Ryan Tannehill
25,27,Kirk Cousins,13.0,Kirk Cousins
26,28,Case Keenum,12.3,Case Keenum
27,29,Blaine Gabbert,12.1,Blaine Gabbert
28,32,Devonta Freeman,22.5,Devonta Freeman
29,33,Todd Gurley,23.0,Todd Gurley
30,34,Lamar Miller,22.5,Lamar Miller
31,35,DeMarco Murray,21.5,DeMarco Murray
32,36,Charcandrick West,22.5,Charcandrick West
33,37,Adrian Peterson,21.0,Adrian Peterson
34,38,Jeremy Langford,22.5,Jeremy Langford
35,39,Darren McFadden,20.5,Darren McFadden
36,40,Chris Ivory,19.0,Chris Ivory
37,41,Marshawn Lynch,18.0,Marshawn Lynch
38,42,Doug Martin,18.0,Doug Martin
39,43,LeSean McCoy,17.0,LeSean McCoy
40,44,Latavius Murray,18.0,Latavius Murray
41,45,James Starks,17.0,James Starks
42,46,Jonathan Stewart,15.0,Jonathan Stewart
43,47,Danny Woodhead,21.0,Danny Woodhead
44,48,Ronnie Hillman,15.5,Ronnie Hillman
45,49,Giovani Bernard,16.0,Giovani Bernard
46,50,T.J. Yeldon,14.5,T.J. Yeldon
47,51,Frank Gore,10.5,Frank Gore
48,52,Justin Forsett,10.0,Justin Forsett
49,53,Matt Jones,10.5,Matt Jones
50,54,Chris Johnson,8.0,Chris Johnson
51,55,LeGarrette Blount,6.5,LeGarrette Blount
52,56,Shaun Draughn,9.0,Shaun Draughn
53,57,Jay Ajayi,6.0,Jay Ajayi
54,58,Antonio Andrews,6.0,Antonio Andrews
55,59,Alfred Blue,6.0,Alfred Blue
56,60,Dexter McCluster,9.0,Dexter McCluster
57,61,Theo Riddick,11.0,Theo Riddick
58,62,Charles Sims,9.0,Charles Sims
59,63,Karlos Williams,6.0,Karlos Williams
60,64,C.J. Anderson,6.5,C.J. Anderson
61,65,Jeremy Hill,5.5,Jeremy Hill
62,66,Chris Thompson,9.5,Chris Thompson
63,67,James White,7.5,James White
64,68,Joique Bell,4.0,Joique Bell
65,69,Melvin Gordon,4.0,Melvin Gordon
66,70,Darren Sproles,6.0,Darren Sproles
67,71,David Cobb,4.5,David Cobb
68,72,Andre Ellington,5.5,Andre Ellington
69,73,Ameer Abdullah,4.0,Ameer Abdullah
70,74,Taiwan Jones,4.0,Taiwan Jones
71,75,Eddie Lacy,4.0,Eddie Lacy
72,76,Alfred Morris,3.0,Alfred Morris
73,77,Javorius Allen,3.5,Javorius Allen
74,78,De'Anthony Thomas,4.5,De'Anthony Thomas
75,79,Brandon Bolden,3.0,Brandon Bolden
76,80,Benny Cunningham,4.0,Benny Cunningham
77,81,Kendall Gaskins,2.0,Kendall Gaskins
78,84,Jonathan Grimes,2.0,Jonathan Grimes
79,85,Chris Polk,3.0,Chris Polk
80,86,Bilal Powell,4.0,Bilal Powell
