,Unnamed: 0,player,fftoday,dk_name
81,87,Marcel Reece,4.0,Marcel Reece
82,88,Denard Robinson,3.0,Denard Robinson
83,89,Mike Tolbert,3.0,Mike Tolbert
84,90,Ka'Deem Carey,1.5,Ka'Deem Carey
85,91,Fred Jackson,2.5,Fred Jackson
86,92,David Johnson,2.5,David Johnson
87,93,Tre Mason,1.5,Tre Mason
88,94,Jerick McKinnon,2.5,Jerick McKinnon
89,95,Thomas Rawls,1.5,Thomas Rawls
90,96,Stevan Ridley,2.5,Stevan Ridley
91,101,Julio Jones,28.0,Julio Jones
92,102,Mike Evans,26.5,Mike Evans
93,103,Amari Cooper,27.0,Amari Cooper
94,104,Allen Robinson,22.5,Allen Robinson
95,105,Dez Bryant,22.0,Dez Bryant
96,106,T.Y. Hilton,21.0,T.Y. Hilton
97,107,Brandon LaFell,21.5,Brandon LaFell
98,108,Michael Crabtree,20.0,Michael Crabtree
99,109,Eric Decker,20.0,Eric Decker
100,110,Larry Fitzgerald,21.0,Larry Fitzgerald
101,111,A.J. Green,21.0,A.J. Green
102,112,DeAndre Hopkins,20.0,DeAndre Hopkins
103,113,Calvin Johnson,20.0,Calvin Johnson
104,114,Demaryius Thomas,20.0,Demaryius Thomas
105,115,Davante Adams,18.0,Davante Adams
106,116,Kamar Aiken,20.0,Kamar Aiken
107,117,Danny Amendola,19.0,Danny Amendola
108,118,Stefon Diggs,18.0,Stefon Diggs
109,119,Sammy Watkins,19.0,Sammy Watkins
110,120,Allen Hurns,17.5,Allen Hurns
111,121,Marvin Jones,18.5,Marvin Jones
112,122,Rishard Matthews,18.5,Rishard Matthews
113,123,Donte Moncrief,17.5,Donte Moncrief
114,124,Tavon Austin,18.0,Tavon Austin
115,125,Chris Givens,16.0,Chris Givens
116,126,Golden Tate,16.0,Golden Tate
117,127,Steve Johnson,13.5,Stevie Johnson
118,128,Randall Cobb,12.0,Randall Cobb
119,129,Dontrelle Inman,13.0,Dontrelle Inman
120,130,Brandon Marshall,13.0,Brandon Marshall
121,131,DeSean Jackson,10.5,DeSean Jackson
122,132,Jarvis Landry,13.5,Jarvis Landry
123,133,Jeremy Maclin,11.5,Jeremy Maclin
124,134,Nate Washington,11.5,Nate Washington
125,135,Dorial Green-Beckham,11.0,Dorial Green-Beckham
126,136,Jordan Matthews,10.0,Jordan Matthews
127,137,Emmanuel Sanders,10.0,Emmanuel Sanders
128,138,Doug Baldwin,9.5,Doug Baldwin
129,139,Jaron Brown,9.5,Jaron Brown
130,140,Harry Douglas,10.5,Harry Douglas
131,141,Ted Ginn Jr.,9.5,Ted Ginn Jr.
132,142,John Brown,9.0,John Brown
133,143,Leonard Hankerson,9.0,Leonard Hankerson
134,144,Cecil Shorts,10.0,Cecil Shorts III
135,145,Robert Woods,9.0,Robert Woods
136,146,Pierre Garcon,8.5,Pierre Garcon
137,147,Anquan Boldin,7.0,Anquan Boldin
138,148,Kenny Britt,7.0,Kenny Britt
139,149,Devin Funchess,8.0,Devin Funchess
140,150,Alshon Jeffery,7.0,Alshon Jeffery
141,153,James Jones,7.0,James Jones
142,154,Tyler Lockett,7.0,Tyler Lockett
143,155,Brian Quick,7.0,Brian Quick
144,156,Torrey Smith,7.0,Torrey Smith
145,157,Terrance Williams,8.0,Terrance Williams
146,158,Marquess Wilson,7.0,Marquess Wilson
147,159,Chris Hogan,6.5,Chris Hogan
148,160,Cole Beasley,6.0,Cole Beasley
149,161,Jamison Crowder,6.0,Jamison Crowder
150,162,Donteea Dye,5.0,Donteea Dye
151,163,Josh Huff,6.0,Josh Huff
152,164,Vincent Jackson,5.0,Vincent Jackson
153,165,Jermaine Kearse,6.0,Jermaine Kearse
154,166,Jeremy Kerley,6.0,Jeremy Kerley
155,167,Marqise Lee,5.0,Marqise Lee
156,168,Mohamed Sanu,6.0,Mohamed Sanu
157,169,Jerome Simpson,5.0,Jerome Simpson
158,170,Mike Wallace,5.0,Mike Wallace
159,171,Roddy White,6.0,Roddy White
160,172,Albert Wilson,5.0,Albert Wilson
161,173,Marlon Brown,4.5,Marlon Brown
162,174,Andre Caldwell,4.5,Andre Caldwell
163,175,Michael Floyd,4.5,Michael Floyd
164,176,Andre Johnson,4.5,Andre Johnson
165,177,Charles Johnson,4.5,Charles Johnson
166,178,Jarius Wright,5.5,Jarius Wright
167,179,Chris Conley,4.0,Chris Conley
168,180,Riley Cooper,4.0,Riley Cooper
169,181,Jerricho Cotchery,4.0,Jerricho Cotchery
170,182,Marc Mariani,4.0,Marc Mariani
171,183,Lance Moore,4.0,Lance Moore
172,184,Kenny Stills,4.0,Kenny Stills
173,185,Wes Welker,4.0,Wes Welker
174,186,Adam Humphries,2.5,Adam Humphries
175,187,Nelson Agholor,2.0,Nelson Agholor
176,188,Miles Austin,2.0,Miles Austin
177,189,Greg Jennings,2.0,Greg Jennings
178,192,Rob Gronkowski,23.0,Rob Gronkowski
179,193,Travis Kelce,18.5,Travis Kelce
180,194,Greg Olsen,18.5,Greg Olsen
181,195,Delanie Walker,18.5,Delanie Walker
182,196,Antonio Gates,18.0,Antonio Gates
183,197,Martellus Bennett,16.5,Martellus Bennett
184,198,Jimmy Graham,16.5,Jimmy Graham
185,199,Jordan Reed,16.5,Jordan Reed
186,200,Jason Witten,16.5,Jason Witten
187,201,Zach Ertz,13.5,Zach Ertz
188,202,Richard Rodgers,12.5,Richard Rodgers
189,203,Tyler Eifert,12.0,Tyler Eifert
190,204,Eric Ebron,9.0,Eric Ebron
191,205,Charles Clay,8.5,Charles Clay
192,206,Julius Thomas,8.5,Julius Thomas
193,207,Crockett Gillmore,7.0,Crockett Gillmore
194,208,Jacob Tamme,8.0,Jacob Tamme
195,209,Jordan Cameron,6.0,Jordan Cameron
196,210,Garrett Celek,6.0,Garrett Celek
197,211,Jared Cook,6.0,Jared Cook
198,212,Owen Daniels,6.0,Owen Daniels
199,213,Coby Fleener,6.0,Coby Fleener
200,214,Jermaine Gresham,6.0,Jermaine Gresham
201,215,Kyle Rudolph,6.0,Kyle Rudolph
202,216,Dwayne Allen,4.5,Dwayne Allen
203,217,Vernon Davis,4.5,Vernon Davis
204,218,Brent Celek,4.0,Brent Celek
205,219,Ryan Griffin,4.0,Ryan Griffin
206,220,Brandon Myers,4.0,Brandon Myers
207,221,Mychal Rivera,4.0,Mychal Rivera
208,222,Maxx Williams,4.0,Maxx Williams
209,223,Scott Chandler,2.0,Scott Chandler
210,224,Ed Dickson,2.0,Ed Dickson
211,225,Gavin Escobar,2.0,Gavin Escobar
212,226,Darren Fells,2.0,Darren Fells
213,227,Clive Walford,2.0,Clive Walford
214,228,Jeff Cumberland,1.5,Jeff Cumberland
