,Unnamed: 0,player,fire,dk_name
0,0,Devonta Freeman ,22.852,Devonta Freeman
1,1,DeAndre Hopkins ,25.487,DeAndre Hopkins
2,2,Tom Brady ,25.7662,Tom Brady
3,3,Cam Newton ,21.4908,Cam Newton
4,4,Antonio Brown ,20.324,Antonio Brown
5,5,Julio Jones ,20.24,Julio Jones
6,6,Andy Dalton ,21.1726,Andy Dalton
7,7,Julian Edelman ,20.084,Julian Edelman
8,8,Justin Forsett ,19.857,Justin Forsett
9,9,Philip Rivers ,24.1152,Philip Rivers
10,10,Matt Ryan ,23.6966,Matt Ryan
11,11,Andrew Luck ,20.5076,Andrew Luck
12,12,Larry Fitzgerald ,18.928,Larry Fitzgerald
13,13,Odell Beckham ,18.814,Odell Beckham Jr.
14,14,Carson Palmer ,19.7686,Carson Palmer
15,15,Russell Wilson ,19.709,Russell Wilson
16,16,Le'Veon Bell ,18.704,Le'Veon Bell
17,17,Rob Gronkowski ,18.364,Rob Gronkowski
18,18,Ryan Fitzpatrick ,19.3392,Ryan Fitzpatrick
19,19,Aaron Rodgers ,19.6438,Aaron Rodgers
20,20,Mike Evans ,18.01,Mike Evans
21,21,Adrian Peterson ,18.359,Adrian Peterson
22,22,Keenan Allen ,17.979,Keenan Allen
23,23,Brandon Marshall ,17.912,Brandon Marshall
24,24,Drew Brees ,19.4152,Drew Brees
25,25,Eli Manning ,18.738,Eli Manning
26,26,Ben Roethlisberger ,17.9296,Ben Roethlisberger
27,27,Demaryius Thomas ,16.6694,Demaryius Thomas
28,28,Todd Gurley ,16.781,Todd Gurley
29,29,Calvin Johnson ,16.486,Calvin Johnson
30,30,Chris Johnson ,16.488,Chris Johnson
31,31,Teddy Bridgewater ,17.2616,Teddy Bridgewater
32,32,Jeremy Maclin ,16.3668,Jeremy Maclin
33,33,Randall Cobb ,16.296,Randall Cobb
34,34,Darren McFadden ,16.283,Darren McFadden
35,35,Jarvis Landry ,16.32,Jarvis Landry
36,36,Marshawn Lynch ,16.506,Marshawn Lynch
37,37,Matthew Stafford ,18.0242,Matthew Stafford
38,38,Alex Smith ,17.2672,Alex Smith
39,39,Chris Ivory ,16.042,Chris Ivory
40,40,Jay Cutler ,17.0594,Jay Cutler
41,41,Ryan Tannehill ,17.3766,Ryan Tannehill
42,42,Doug Martin ,16.145,Doug Martin
43,43,Lamar Miller ,15.862,Lamar Miller
44,44,A.J. Green ,15.832,A.J. Green
45,45,Brian Hoyer ,16.9794,Brian Hoyer
46,46,Steve Smith ,15.634,Steve Smith Sr.
47,47,T.Y. Hilton ,15.358,T.Y. Hilton
48,48,Matt Forte ,15.7922,Matt Forte
49,49,Amari Cooper ,15.176,Amari Cooper
50,50,Derek Carr ,16.9598,Derek Carr
51,51,Alshon Jeffery ,14.928,Alshon Jeffery
52,52,Brandin Cooks ,15.069,Brandin Cooks
53,53,Joe Flacco ,16.4206,Joe Flacco
54,54,Jameis Winston ,16.125,Jameis Winston
55,55,Emmanuel Sanders ,14.804,Emmanuel Sanders
56,56,John Brown ,14.681,John Brown
57,57,James Jones ,14.047,James Jones
58,58,Latavius Murray ,14.601,Latavius Murray
59,59,Dion Lewis ,13.928,Dion Lewis
60,60,Frank Gore ,13.973,Frank Gore
61,61,Mark Ingram ,13.689,Mark Ingram
62,62,Colin Kaepernick ,14.9664,Colin Kaepernick
63,63,Zach Mettenberger ,14.4832,Zach Mettenberger
64,64,Travis Benjamin ,13.371,Travis Benjamin
65,65,Eric Decker ,13.084,Eric Decker
66,66,Greg Olsen ,12.953,Greg Olsen
67,67,Jeremy Hill ,13.121,Jeremy Hill
68,68,Travis Kelce ,12.55,Travis Kelce
69,69,Reggie Bush ,12.402,Reggie Bush
70,70,Danny Woodhead ,12.357,Danny Woodhead
71,71,Kendall Wright ,12.364,Kendall Wright
72,72,Donte Moncrief ,12.285,Donte Moncrief
73,73,Peyton Manning ,13.8514,Peyton Manning
74,74,Stefon Diggs ,12.013,Stefon Diggs
75,75,Brandon LaFell ,11.885,NaN
76,76,Jonathan Stewart ,11.905,Jonathan Stewart
77,77,Golden Tate ,11.844,Golden Tate
78,78,Josh McCown ,13.504,Josh McCown
79,79,Eddie Lacy ,11.866,Eddie Lacy
80,80,Giovani Bernard ,11.596,Giovani Bernard
81,81,Jimmy Graham ,11.268,Jimmy Graham
82,82,Matt Cassel ,13.2324,Matt Cassel
83,83,Martellus Bennett ,11.244,Martellus Bennett
84,84,LeGarrette Blount ,11.069,LeGarrette Blount
85,85,Tyler Eifert ,10.984,Tyler Eifert
86,86,Antonio Andrews ,11.112,Antonio Andrews
87,87,Alfred Blue ,10.9202,Alfred Blue
88,88,Duke Johnson ,10.877,Duke Johnson Jr.
89,89,Charcandrick West ,11.079,Charcandrick West
90,90,Willie Snead ,10.591,Willie Snead
91,91,Kamar Aiken ,10.534,Kamar Aiken
92,92,Rashad Jennings ,10.59,Rashad Jennings
93,93,Martavis Bryant ,10.465,Martavis Bryant
94,94,Nick Foles ,11.921,Nick Foles
95,95,Rishard Matthews ,10.412,Rishard Matthews
