,QB,QB_sal,QB_score,RB1,RB1_sal,RB1_score,RB2,RB2_sal,RB2_score,WR1,WR1_sal,WR1_score,WR2,WR2_sal,WR2_score,WR3,WR3_sal,WR3_score,TE,TE_sal,TE_score,FLEX,FLEX_sal,FLEX_score,salary,score,Unique_flex
1,Andrew Luck,7600,26.12,Le'Veon Bell,8400,26.53,Devonta Freeman,7900,20.32,Julio Jones,9100,25.0,T.Y. Hilton,6500,15.87,Nate Washington,3000,9.17,David Johnson,2500,7.15,Brent Celek,2500,5.15,47500,135.31,1
4,Andrew Luck,7600,26.12,Le'Veon Bell,8400,26.53,Devonta Freeman,7900,20.32,Julio Jones,9100,25.0,John Brown,5500,16.41,Stevie Johnson,3500,11.58,Ladarius Green,2900,10.3,Brent Celek,2500,5.15,47400,141.41,1
5,Andrew Luck,7600,26.12,Le'Veon Bell,8400,26.53,Devonta Freeman,7900,20.32,Julio Jones,9100,25.0,John Brown,5500,16.41,Stevie Johnson,3500,11.58,Ladarius Green,2900,10.3,David Johnson,2500,7.15,47400,143.41,1
6,Andrew Luck,7600,26.12,Le'Veon Bell,8400,26.53,Devonta Freeman,7900,20.32,Julio Jones,9100,25.0,John Brown,5500,16.41,Stevie Johnson,3500,11.58,David Johnson,2500,7.15,Albert Wilson,3000,10.39,47500,143.5,1
7,Andrew Luck,7600,26.12,Le'Veon Bell,8400,26.53,Devonta Freeman,7900,20.32,Julio Jones,9100,25.0,John Brown,5500,16.41,Ted Ginn Jr.,3300,11.12,Ladarius Green,2900,10.3,Jared Cook,2800,7.83,47500,143.63,1
8,Andrew Luck,7600,26.12,Le'Veon Bell,8400,26.53,Devonta Freeman,7900,20.32,Julio Jones,9100,25.0,John Brown,5500,16.41,Ted Ginn Jr.,3300,11.12,Jared Cook,2800,7.83,Ladarius Green,2900,10.3,47500,143.63,1
9,Andrew Luck,7600,26.12,Le'Veon Bell,8400,26.53,Devonta Freeman,7900,20.32,Julio Jones,9100,25.0,John Brown,5500,16.41,Ted Ginn Jr.,3300,11.12,David Johnson,2500,7.15,Michael Floyd,3200,11.05,47500,143.7,1
