player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td


"Matt Ryan (QB, ATL)",TB,#24,11,5,316.19,2.11,0.82,1.75,3.02,0.02,0.02,-0.13,0.00,19.4,20.21,$8000,2.53,23.5,$7100,3.31,19.39,$136800,0.14,20.22,$14950,1.35,22.55,$6700,3.37,20.5,$7500,2.73,23.94,$7500,3.19,20.49,$6600,3.1,20.21,$40,505.25
"Andrew Luck (QB, IND)",CAR,#7,12,6,259.19,2.22,0.96,3.80,19.69,0.04,0.02,-0.09,0.00,19.25,20.2,$8800,2.3,20.45,$7400,2.76,19.24,$141400,0.14,20.21,$18950,1.07,21.83,$7300,2.99,20.45,$7200,2.84,23.28,$8400,2.77,20.44,$8700,2.35,20.2,$41,492.68
"Larry Fitzgerald (WR, ARI)",CLE,#27,13,5,0.00,0.00,0.00,0.00,0.00,0.00,6.18,90.88,0.61,18.93,15.84,$7700,2.06,18.93,$7700,2.46,15.84,$118400,0.13,18.93,$15700,1.21,15.84,$5400,2.93,18.93,$6600,2.87,18.93,$7800,2.43,15.84,$7100,2.23,15.84,$32,495
"Odell Beckham (WR, NYG)",NO,#30,14,6,0.00,0.00,0.00,0.22,0.77,0.02,6.29,91.47,0.53,18.77,15.63,$8700,1.8,18.79,$8500,2.21,15.63,$129900,0.12,18.77,$15300,1.23,15.63,$6400,2.44,18.79,$6900,2.72,18.81,$8200,2.29,15.65,$8500,1.84,15.63,$34,459.71
"Carson Palmer (QB, ARI)",CLE,#27,15,7,265.59,2.08,0.80,2.50,9.05,0.12,0.00,0.00,0.00,18.73,19.53,$8100,2.41,19.73,$7000,2.82,18.73,$154000,0.12,19.53,$17200,1.14,21.38,$6900,3.1,19.73,$6800,2.9,22.58,$8100,2.79,19.73,$8300,2.38,19.53,$41,476.34
"Russell Wilson (QB, SEA)",DAL,#17,16,8,219.00,1.39,0.92,7.16,43.89,0.32,0.00,0.00,0.00,18.51,19.43,$7800,2.49,19.63,$6300,3.12,18.51,$134700,0.14,19.43,$15650,1.24,20.7,$6500,3.18,19.63,$7400,2.65,22.02,$7800,2.82,19.63,$7200,2.73,19.43,$38,511.32
"Le'Veon Bell (RB, PIT)",CIN,#12,17,3,0.00,0.00,0.00,20.06,90.52,0.70,3.15,23.02,0.00,18.44,16.87,$8900,1.9,18.57,$8300,2.24,16.87,$139800,0.12,18.44,$17150,1.08,16.87,$6200,2.72,18.57,$8000,2.32,18.7,$8600,2.17,17,$8500,2,16.87,$36,468.61
"Rob Gronkowski (TE, NE)",MIA,#20,18,1,0.00,0.00,0.00,0.00,0.00,0.00,6.33,78.94,0.69,18.36,15.2,$8400,1.81,18.38,$8000,2.3,15.2,$134500,0.11,18.36,$15900,1.15,15.2,$5800,2.62,18.38,$6400,2.87,18.4,$8200,2.24,15.22,$7000,2.17,15.2,$31,490.32
"Ryan Fitzpatrick (QB, NYJ)",OAK,#29,19,9,242.83,1.73,0.79,3.96,19.69,0.25,0.02,0.07,0.00,18.31,19.09,$7400,2.58,19.32,$5200,3.72,18.3,$0,0,19.1,$15600,1.22,20.73,$6000,3.46,19.32,$6700,2.88,21.97,$5700,3.85,19.31,$6400,3.02,19.09,$37,515.95
"Aaron Rodgers (QB, GB)",DEN,#1,20,10,258.92,1.83,0.86,4.59,22.75,0.07,0.04,0.92,0.00,18.3,19.14,$9000,2.13,19.4,$7500,2.59,18.28,$155100,0.12,19.16,$19650,0.98,20.87,$7150,2.92,19.4,$7200,2.69,22.23,$8900,2.5,19.38,$8600,2.25,19.14,$43,445.12
"Mike Evans (WR, TB)",ATL,#14,21,7,0.00,0.00,0.00,0.00,0.00,0.00,5.78,83.90,0.64,18.09,15.2,$7800,1.95,18.09,$6800,2.66,15.2,$113300,0.13,18.09,$12750,1.42,15.2,$5100,2.98,18.09,$5800,3.12,18.09,$6900,2.62,15.2,$5500,2.76,15.2,$24,633.33
"Adrian Peterson (RB, MIN)",CHI,#31,22,4,0.00,0.00,0.00,21.30,97.26,0.77,2.00,12.33,0.13,18.06,17.06,$8900,1.92,18.21,$7400,2.46,17.06,$136400,0.13,18.06,$15700,1.15,17.06,$6250,2.73,18.21,$6800,2.68,18.36,$8300,2.21,17.21,$7200,2.39,17.06,$34,501.76
"Keenan Allen (WR, SD)",BAL,#16,23,8,0.00,0.00,0.00,0.00,0.00,0.00,6.10,82.79,0.60,17.94,14.89,$8000,1.86,18,$7700,2.34,14.89,$124500,0.12,17.94,$15800,1.14,14.89,$5700,2.61,18,$6900,2.61,18.06,$8100,2.23,14.95,$7500,1.99,14.89,$35,425.43
"Brandon Marshall (WR, NYJ)",OAK,#29,24,9,0.00,0.00,0.00,0.06,0.58,0.00,5.90,85.34,0.57,17.87,14.92,$8300,1.8,17.91,$7600,2.36,14.92,$123800,0.12,17.87,$14450,1.24,14.92,$5400,2.76,17.91,$6900,2.6,17.95,$7300,2.46,14.96,$7500,1.99,14.92,$34,438.82
"Drew Brees (QB, NO)",NYG,#21,25,11,279.88,1.89,1.30,2.95,12.89,0.11,0.02,-0.09,0.00,17.84,19.13,$7900,2.42,19.43,$6700,2.9,17.83,$135200,0.13,19.14,$15400,1.24,20.62,$7000,2.95,19.43,$8200,2.37,22.51,$8200,2.75,19.42,$7100,2.74,19.13,$40,478.25
"Eli Manning (QB, NYG)",NO,#30,26,12,270.95,1.78,0.61,2.02,5.43,0.14,0.02,-0.13,0.00,17.71,18.31,$7300,2.51,18.55,$6600,2.81,17.7,$136200,0.13,18.32,$15100,1.21,20.41,$6700,3.05,18.55,$7100,2.61,21.49,$7600,2.83,18.54,$6700,2.77,18.31,$42,435.95
"Ben Roethlisberger (QB, PIT)",CIN,#12,27,13,260.64,1.97,0.96,2.23,4.64,0.02,0.00,0.00,0.00,16.83,17.79,$8200,2.17,17.98,$6700,2.68,16.83,$137600,0.12,17.79,$15250,1.17,19.44,$6850,2.84,17.98,$5600,3.21,20.78,$8100,2.57,17.98,$6700,2.68,17.79,$42,423.57
"Demaryius Thomas (WR, DEN)",GB,#13,28,10,1.11,0.03,0.00,0.00,0.00,0.00,6.03,72.95,0.53,16.63,13.61,$8100,1.68,16.67,$7700,2.16,13.61,$117500,0.12,16.63,$15800,1.05,13.63,$5950,2.29,16.67,$6900,2.42,16.72,$8400,1.99,13.65,$7100,1.92,13.61,$31,439.03
"Todd Gurley (RB, STL)",SF,#32,29,5,0.00,0.00,0.00,17.07,81.22,0.56,2.62,18.99,0.13,16.58,15.27,$8100,1.89,16.68,$6300,2.65,15.27,$149800,0.1,16.58,$14750,1.12,15.27,$6300,2.42,16.68,$6600,2.53,16.78,$8300,2.02,15.37,$7400,2.08,15.27,$34,449.12
"Calvin Johnson (WR, DET)",KC,#15,30,11,0.00,0.00,0.00,0.00,0.00,0.00,5.80,79.26,0.46,16.57,13.67,$8600,1.59,16.57,$7900,2.1,13.67,$132100,0.1,16.57,$14900,1.11,13.67,$5500,2.49,16.57,$6300,2.63,16.57,$7700,2.15,13.67,$7400,1.85,13.67,$32,427.19
"Chris Johnson (RB, ARI)",CLE,#27,31,6,0.00,0.00,0.00,17.79,85.52,0.78,2.00,12.56,0.00,16.49,15.49,$7300,2.12,16.55,$4600,3.6,15.49,$114800,0.13,16.49,$10500,1.57,15.49,$4950,3.13,16.55,$5000,3.31,16.61,$5900,2.82,15.55,$4600,3.38,15.49,$27,573.7
"Teddy Bridgewater (QB, MIN)",CHI,#31,32,14,203.44,1.41,0.76,4.37,25.64,0.28,0.00,0.00,0.00,16.38,17.14,$6900,2.48,17.28,$5100,3.39,16.38,$127600,0.13,17.14,$12500,1.37,18.42,$6150,3,17.28,$6100,2.83,19.46,$5900,3.3,17.28,$5400,3.2,17.14,$30,571.33
"Jeremy Maclin (WR, KC)",DET,#28,33,12,0.32,0.00,0.00,0.06,0.04,0.00,5.89,77.60,0.45,16.37,13.42,$6800,1.97,16.39,$6200,2.64,13.42,$108300,0.12,16.37,$13550,1.21,13.43,$4800,2.8,16.39,$5900,2.78,16.41,$7300,2.25,13.44,$5000,2.69,13.42,$25,536.8
"Randall Cobb (WR, GB)",DEN,#1,34,13,0.00,0.00,0.00,0.17,0.96,0.00,5.73,71.10,0.56,16.26,13.39,$7600,1.76,16.28,$7000,2.33,13.39,$113000,0.12,16.26,$12950,1.26,13.39,$5400,2.48,16.28,$5800,2.81,16.3,$7600,2.14,13.41,$7200,1.86,13.39,$29,461.72
"Darren McFadden (RB, DAL)",SEA,#6,35,7,0.00,0.00,0.00,10.88,41.68,0.34,5.06,41.75,0.14,16.2,13.67,$6400,2.14,16.24,$3800,4.27,13.67,$0,0,16.2,$10350,1.57,13.67,$4500,3.04,16.24,$4600,3.53,16.28,$5600,2.91,13.71,$4300,3.19,13.67,$13,1051.54
"Jarvis Landry (WR, MIA)",NE,#18,36,14,0.00,0.00,0.02,0.22,0.88,0.00,5.91,71.62,0.53,16.18,13.25,$7400,1.79,16.28,$6200,2.63,13.23,$110900,0.12,16.2,$13750,1.18,13.23,$4900,2.7,16.28,$5600,2.91,16.36,$7400,2.21,13.33,$5800,2.3,13.25,$26,509.62
"Marshawn Lynch (RB, SEA)",DAL,#17,37,8,0.80,0.00,0.00,17.92,80.38,0.45,3.00,20.16,0.12,16.09,14.59,$8300,1.76,16.3,$7100,2.3,14.59,$129700,0.11,16.09,$12400,1.3,14.59,$5450,2.68,16.3,$6300,2.59,16.51,$7500,2.2,14.8,$5600,2.64,14.59,$32,455.94
"Matthew Stafford (QB, DET)",KC,#15,38,15,281.78,1.51,1.54,2.75,11.73,0.18,0.00,0.00,0.00,16.08,17.62,$7500,2.35,17.91,$5800,3.09,16.08,$138000,0.12,17.62,$15250,1.16,18.9,$6500,2.91,17.91,$6900,2.6,21.02,$6800,3.09,17.91,$6400,2.8,17.62,$37,476.22
"Alex Smith (QB, KC)",DET,#28,39,16,250.78,1.49,0.68,3.47,13.52,0.10,0.02,-0.16,0.00,16.07,16.74,$6600,2.54,17.07,$5000,3.41,16.06,$127200,0.13,16.75,$14050,1.19,18.57,$5600,3.32,17.07,$6700,2.55,19.9,$5600,3.55,17.06,$5800,2.94,16.74,$34,492.35
"Chris Ivory (RB, NYJ)",OAK,#29,40,9,0.00,0.00,0.00,16.08,79.24,0.64,2.24,16.18,0.07,15.92,14.8,$7700,1.92,16,$6000,2.67,14.8,$118300,0.13,15.92,$13700,1.16,14.8,$5000,2.96,16,$5400,2.96,16.08,$7400,2.17,14.88,$5800,2.57,14.8,$30,493.33
"Jay Cutler (QB, CHI)",MIN,#10,41,17,246.06,1.64,0.93,2.92,10.32,0.08,0.02,0.55,0.00,15.85,16.77,$7300,2.3,16.96,$5200,3.26,15.84,$0,0,16.78,$14450,1.16,18.3,$6000,3.05,16.96,$6200,2.74,19.6,$6500,3.02,16.95,$6100,2.78,16.77,$32,524.06
"Ryan Tannehill (QB, MIA)",NE,#18,42,18,245.69,1.79,1.06,2.23,9.03,0.07,0.02,1.06,0.00,15.84,16.89,$7700,2.19,17.23,$5600,3.08,15.83,$134500,0.12,16.9,$16300,1.04,18.28,$6350,2.88,17.23,$6500,2.65,20.01,$7000,2.86,17.22,$6500,2.65,16.89,$37,456.49
"Doug Martin (RB, TB)",ATL,#14,43,10,0.00,0.00,0.00,15.30,69.70,0.36,3.32,32.15,0.08,15.77,14.11,$7500,1.88,15.96,$5500,2.9,14.11,$115000,0.12,15.77,$14450,1.09,14.11,$5000,2.82,15.96,$5500,2.9,16.15,$7300,2.21,14.3,$7600,1.88,14.11,$30,470.33
"Lamar Miller (RB, MIA)",NE,#18,44,11,0.00,0.00,0.00,13.34,65.31,0.53,3.16,23.91,0.10,15.76,14.18,$7400,1.92,15.83,$4700,3.37,14.18,$115900,0.12,15.76,$14500,1.09,14.18,$5300,2.68,15.83,$5500,2.88,15.9,$7100,2.24,14.25,$6900,2.07,14.18,$30,472.67
"A.J. Green (WR, CIN)",PIT,#11,45,15,0.00,0.00,0.00,0.02,0.18,0.00,5.45,74.84,0.48,15.75,13.03,$8200,1.59,15.79,$7600,2.08,13.03,$121300,0.11,15.75,$15600,1.01,13.03,$6000,2.17,15.79,$6300,2.51,15.83,$7800,2.03,13.07,$7400,1.77,13.03,$32,407.19
"Brian Hoyer (QB, HOU)",TEN,#8,46,19,256.96,1.51,1.01,2.65,11.71,0.08,0.02,0.00,0.00,15.65,16.65,$6900,2.41,16.92,$5300,3.19,15.64,$0,0,16.66,$15400,1.08,18.21,$5700,3.19,16.92,$6200,2.73,19.75,$5400,3.66,16.91,$6000,2.82,16.65,$35,475.71
"Steve Smith (WR, BAL)",SD,#22,47,16,0.00,0.00,0.00,0.00,0.00,0.00,5.05,76.44,0.49,15.47,12.95,$6700,1.93,15.55,$6100,2.55,12.95,$115000,0.11,15.47,$15000,1.03,12.95,$4700,2.76,15.55,$5700,2.73,15.63,$7000,2.23,13.03,$6100,2.14,12.95,$31,417.74
"T.Y. Hilton (WR, IND)",CAR,#7,48,17,0.00,0.00,0.00,0.02,-0.37,0.00,4.88,78.75,0.44,15.4,12.96,$7700,1.68,15.42,$6900,2.23,12.96,$112400,0.12,15.4,$14550,1.06,12.96,$5100,2.54,15.42,$5700,2.71,15.44,$7800,1.98,12.98,$6700,1.94,12.96,$26,498.46
"Matt Forte (RB, CHI)",MIN,#10,49,12,0.28,0.00,0.00,18.23,69.64,0.42,3.38,27.97,0.02,15.33,13.64,$8200,1.66,15.56,$7300,2.13,13.64,$128300,0.11,15.33,$15250,1.01,13.65,$5550,2.46,15.56,$7000,2.22,15.8,$8000,1.98,13.87,$8100,1.71,13.64,$34,401.18
"Amari Cooper (WR, OAK)",NYJ,#4,50,18,0.00,0.00,0.00,0.07,0.11,0.00,5.56,76.85,0.32,15.14,12.36,$7500,1.65,15.16,$6700,2.26,12.36,$112900,0.11,15.14,$13100,1.16,12.36,$5350,2.31,15.16,$5700,2.66,15.18,$7100,2.14,12.38,$5800,2.13,12.36,$25,494.4
"Derek Carr (QB, OAK)",NYJ,#4,51,20,268.22,1.51,1.27,2.18,8.61,0.10,0.00,0.00,0.00,15.09,16.36,$6800,2.41,16.7,$5300,3.15,15.09,$126900,0.12,16.36,$14050,1.16,17.77,$6000,2.96,16.7,$6000,2.78,19.72,$6600,2.99,16.7,$5900,2.83,16.36,$32,511.25
"Alshon Jeffery (WR, CHI)",MIN,#10,52,19,0.00,0.00,0.00,0.00,0.00,0.00,4.76,74.08,0.46,14.89,12.51,$7700,1.62,14.91,$6400,2.33,12.51,$120200,0.1,14.89,$13400,1.11,12.51,$5100,2.45,14.91,$6000,2.49,14.93,$7700,1.94,12.53,$6200,2.02,12.51,$28,446.79
"Brandin Cooks (WR, NO)",NYG,#21,53,20,0.00,0.00,0.00,0.15,1.18,0.00,5.81,69.21,0.37,14.87,11.96,$6800,1.76,14.97,$5400,2.77,11.96,$95000,0.13,14.87,$11200,1.33,11.96,$4650,2.57,14.97,$5200,2.88,15.07,$6300,2.39,12.06,$5000,2.41,11.96,$20,598
"Joe Flacco (QB, BAL)",SD,#22,54,21,245.09,1.71,0.99,2.04,2.87,0.08,0.00,0.00,0.00,14.87,15.86,$7400,2.14,16.18,$5500,2.94,14.87,$122600,0.12,15.86,$15200,1.04,17.32,$6150,2.82,16.18,$6500,2.49,18.95,$6400,2.96,16.18,$5800,2.79,15.86,$38,417.37
"Jameis Winston (QB, TB)",ATL,#14,55,22,228.70,1.29,0.84,3.52,16.97,0.16,0.00,0.00,0.00,14.81,15.65,$6600,2.37,15.95,$5200,3.07,14.81,$119800,0.12,15.65,$14150,1.11,17.09,$5550,3.08,15.95,$6100,2.61,18.53,$6000,3.09,15.95,$5300,3.01,15.65,$33,474.24
"Emmanuel Sanders (WR, DEN)",GB,#13,56,21,0.00,0.00,0.00,0.10,-0.24,0.00,5.28,78.08,0.29,14.72,12.08,$7800,1.55,14.76,$7500,1.97,12.08,$115600,0.1,14.72,$14000,1.05,12.08,$5650,2.14,14.76,$6300,2.34,14.8,$7900,1.87,12.12,$6400,1.89,12.08,$29,416.55
"John Brown (WR, ARI)",CLE,#27,57,22,0.00,0.00,0.00,0.08,0.72,0.00,4.78,69.49,0.48,14.58,12.19,$6700,1.82,14.63,$5800,2.52,12.19,$107200,0.11,14.58,$13050,1.12,12.19,$4850,2.51,14.63,$5200,2.81,14.68,$5200,2.82,12.24,$6300,1.94,12.19,$25,487.6
"James Jones (WR, GB)",DEN,#1,58,23,0.00,0.00,0.00,0.00,0.00,0.00,4.69,63.57,0.50,14.01,11.66,$6200,1.88,14.03,$5700,2.46,11.66,$103400,0.11,14.01,$13400,1.05,11.66,$4750,2.45,14.03,$4700,2.99,14.05,$6700,2.1,11.68,$700,16.69,11.66,$25,466.4
"Latavius Murray (RB, OAK)",NYJ,#4,59,13,0.00,0.00,0.00,16.49,56.90,0.32,4.20,27.91,0.00,13.96,11.86,$6900,1.72,14.28,$5900,2.42,11.86,$0,0,13.96,$11850,1.18,11.86,$4800,2.47,14.28,$5000,2.86,14.6,$5700,2.56,12.18,$5300,2.3,11.86,$24,494.17
"Dion Lewis (RB, NE)",MIA,#20,60,14,0.00,0.00,0.00,6.69,30.48,0.31,4.31,38.10,0.15,13.85,11.69,$7000,1.67,13.89,$6400,2.17,11.69,$101600,0.12,13.85,$13150,1.05,11.69,$4700,2.49,13.89,$5400,2.57,13.93,$6700,2.08,11.73,$4700,2.5,11.69,$25,467.6
"Frank Gore (RB, IND)",CAR,#7,61,15,0.00,0.00,0.00,14.05,60.79,0.45,3.11,20.84,0.00,13.73,12.18,$6700,1.82,13.87,$4800,2.89,12.18,$0,0,13.73,$11850,1.16,12.18,$4700,2.59,13.87,$4300,3.23,14.01,$5400,2.59,12.32,$5600,2.2,12.18,$22,553.64
"Mark Ingram (RB, NO)",NYG,#21,62,16,0.00,0.00,0.00,13.56,61.01,0.47,2.53,19.38,0.05,13.47,12.2,$8000,1.53,13.6,$6400,2.13,12.2,$119800,0.1,13.47,$14100,0.96,12.2,$5100,2.39,13.6,$5700,2.39,13.73,$7700,1.78,12.33,$6300,1.96,12.2,$27,451.85
"Colin Kaepernick (QB, SF)",STL,#3,63,23,213.21,1.00,1.12,5.04,25.32,0.16,0.07,-0.04,0.00,13.37,14.45,$6600,2.19,14.77,$5000,2.95,13.33,$116300,0.11,14.49,$14000,1.04,15.46,$5500,2.81,14.77,$5600,2.64,17.18,$6000,2.86,14.73,$5700,2.58,14.45,$26,555.77
"Zach Mettenberger (QB, TEN)",HOU,#23,64,24,222.88,0.96,0.80,3.52,15.68,0.16,0.00,0.00,0.00,13.36,14.16,$6000,2.36,14.32,$5100,2.81,13.36,$95100,0.14,14.16,$10000,1.42,15.59,$5000,3.12,14.32,$3000,4.77,16.71,$4600,3.63,14.32,$5400,2.65,14.16,$29,488.28
"Travis Benjamin (WR, CLE)",ARI,#5,65,24,0.00,0.00,0.00,0.06,-0.08,0.00,4.67,64.89,0.37,13.29,10.96,$6300,1.74,13.33,$5300,2.52,10.96,$92900,0.12,13.29,$10900,1.22,10.96,$4450,2.46,13.33,$4500,2.96,13.37,$5000,2.67,11,$5300,2.08,10.96,$25,438.4
"Eric Decker (WR, NYJ)",OAK,#29,66,25,0.00,0.00,0.00,0.00,0.00,0.00,4.42,63.24,0.39,13.08,10.87,$6400,1.7,13.1,$5300,2.47,10.87,$0,0,13.08,$12550,1.04,10.87,$4850,2.24,13.1,$4800,2.73,13.12,$6500,2.02,10.89,$5900,1.85,10.87,$25,434.8
"Greg Olsen (TE, CAR)",IND,#25,67,2,0.00,0.00,0.00,0.00,0.00,0.00,4.73,57.03,0.42,12.99,10.63,$6400,1.66,12.99,$6500,2,10.63,$113800,0.09,12.99,$13850,0.94,10.63,$4950,2.15,12.99,$5500,2.36,12.99,$6800,1.91,10.63,$5600,1.9,10.63,$26,408.85
"Jeremy Hill (RB, CIN)",PIT,#11,68,17,0.00,0.00,0.00,9.90,38.13,0.32,3.38,31.08,0.15,12.86,11.17,$6300,1.77,12.99,$5300,2.45,11.17,$110400,0.1,12.86,$10550,1.22,11.17,$4800,2.33,12.99,$4000,3.25,13.12,$5900,2.22,11.3,$4400,2.57,11.17,$20,558.5
"Travis Kelce (TE, KC)",DET,#28,69,3,0.00,0.00,0.00,0.00,0.00,0.00,4.75,51.60,0.44,12.59,10.22,$5900,1.73,12.51,$5000,2.5,10.1,$98700,0.1,12.59,$11100,1.13,10.22,$4600,2.22,12.63,$4900,2.58,12.67,$6900,1.84,10.26,$5400,1.9,10.22,$22,464.55
"Reggie Bush (RB, SF)",STL,#3,70,18,0.00,0.00,0.00,10.41,46.84,0.23,4.11,22.28,0.00,12.34,10.29,$5000,2.06,12.37,$3200,3.87,10.29,$35000,0.29,12.34,$6000,2.06,10.29,$4000,2.57,12.37,$3000,4.12,12.4,$3000,4.13,10.32,$2600,3.97,10.29,$10,1029
"Danny Woodhead (RB, SD)",BAL,#16,71,19,0.00,0.00,0.00,5.30,22.56,0.18,4.35,34.11,0.21,12.32,10.14,$6100,1.66,12.37,$4500,2.75,10.14,$105000,0.1,12.32,$13250,0.93,10.14,$4700,2.16,12.37,$4500,2.75,12.42,$6200,2,10.19,$5300,1.92,10.14,$20,507
"Kendall Wright (WR, TEN)",HOU,#23,72,26,0.00,0.00,0.00,0.12,0.51,0.00,4.46,59.33,0.32,12.32,10.09,$5900,1.71,12.36,$5100,2.42,10.09,$0,0,12.32,$10250,1.2,10.09,$4350,2.32,12.36,$4500,2.75,12.4,$5500,2.25,10.13,$4700,2.16,10.09,$20,504.5
"Donte Moncrief (WR, IND)",CAR,#7,73,27,0.00,0.00,0.02,0.00,0.00,0.00,4.09,55.15,0.45,12.31,10.28,$6400,1.61,12.33,$5500,2.24,10.26,$94500,0.11,12.33,$10450,1.18,10.26,$4750,2.16,12.33,$4500,2.74,12.33,$6400,1.93,10.28,$5500,1.87,10.28,$22,467.27
"Peyton Manning (QB, DEN)",GB,#13,74,25,227.46,1.32,1.02,1.67,3.73,0.02,0.00,0.00,0.00,12.21,13.23,$7600,1.74,13.56,$6400,2.12,12.21,$136500,0.09,13.23,$12600,1.05,14.49,$6800,2.13,13.56,$6000,2.26,16.17,$7600,2.13,13.56,$5800,2.34,13.23,$34,389.12
"Stefon Diggs (WR, MIN)",CHI,#31,75,28,0.00,0.00,0.00,0.13,0.61,0.00,3.34,54.32,0.53,11.97,10.3,$6700,1.54,11.99,$4800,2.5,10.3,$107000,0.1,11.97,$12050,0.99,10.3,$4550,2.26,11.99,$4700,2.55,12.01,$6500,1.85,10.32,$4900,2.11,10.3,$22,468.18
"Brandon LaFell (WR, NE)",MIA,#20,76,29,0.00,0.00,0.00,0.00,0.00,0.00,3.86,60.45,0.33,11.73,9.8,$5500,1.78,11.81,$0,0,9.8,$66300,0.15,11.73,$6000,1.96,9.8,$4300,2.28,11.81,$3800,3.11,11.89,$4900,2.43,9.88,$2900,3.41,9.8,$14,700
"Jonathan Stewart (RB, CAR)",IND,#25,77,20,0.00,0.00,0.00,13.77,68.36,0.32,1.50,13.49,0.05,11.73,10.98,$6600,1.66,11.84,$4100,2.89,10.98,$0,0,11.73,$10400,1.13,10.98,$4650,2.36,11.84,$4300,2.75,11.95,$5400,2.21,11.09,$5500,2.02,10.98,$20,549
"Golden Tate (WR, DET)",KC,#15,78,30,0.00,0.00,0.00,0.14,0.56,0.00,4.59,52.18,0.33,11.7,9.41,$6600,1.43,11.79,$5000,2.36,9.41,$82300,0.11,11.7,$9500,1.23,9.41,$4400,2.14,11.79,$4500,2.62,11.88,$5700,2.08,9.5,$4000,2.38,9.41,$18,522.78
