,QB,QB_sal,QB_score,RB1,RB1_sal,RB1_score,RB2,RB2_sal,RB2_score,WR1,WR1_sal,WR1_score,WR2,WR2_sal,WR2_score,WR3,WR3_sal,WR3_score,TE,TE_sal,TE_score,FLEX,FLEX_sal,FLEX_score,salary,score,Unique_flex
1,Philip Rivers,6600,22.84674286,Le'Veon Bell,8300,22.62628571,Devonta Freeman,8000,22.25457143,Julio Jones,9200,24.99,Mike Evans,6800,19.80285714,Malcom Floyd,3500,10.07414286,Owen Daniels,2600,8.619571429,Darren Fells,2500,5.24,47500,136.454171429,1
2,Philip Rivers,6600,22.84674286,Le'Veon Bell,8300,22.62628571,Devonta Freeman,8000,22.25457143,Julio Jones,9200,24.99,Mike Evans,6800,19.80285714,Malcom Floyd,3500,10.07414286,Owen Daniels,2600,8.619571429,David Johnson,2500,6.337685714,47500,137.551857143,1
3,Philip Rivers,6600,22.84674286,Le'Veon Bell,8300,22.62628571,Devonta Freeman,8000,22.25457143,Julio Jones,9200,24.99,Mike Evans,6800,19.80285714,Malcom Floyd,3500,10.07414286,David Johnson,2500,6.337685714,Owen Daniels,2600,8.619571429,47500,137.551857143,1
4,Philip Rivers,6600,22.84674286,Le'Veon Bell,8300,22.62628571,Devonta Freeman,8000,22.25457143,Julio Jones,9200,24.99,Mike Evans,6800,19.80285714,Doug Baldwin,3500,10.728,Owen Daniels,2600,8.619571429,David Johnson,2500,6.337685714,47500,138.205714283,1
6,Philip Rivers,6600,22.84674286,Le'Veon Bell,8300,22.62628571,Devonta Freeman,8000,22.25457143,Julio Jones,9200,24.99,Mike Evans,6800,19.80285714,Marques Colston,3200,10.624,Austin Seferian-Jenkins,2800,13.375,Owen Daniels,2600,8.619571429,47500,145.139028569,1
7,Philip Rivers,6600,22.84674286,Le'Veon Bell,8300,22.62628571,Devonta Freeman,8000,22.25457143,Julio Jones,9200,24.99,Mike Evans,6800,19.80285714,Marques Colston,3200,10.624,Owen Daniels,2600,8.619571429,Austin Seferian-Jenkins,2800,13.375,47500,145.139028569,1
12,Philip Rivers,6600,22.84674286,Le'Veon Bell,8300,22.62628571,Devonta Freeman,8000,22.25457143,Julio Jones,9200,24.99,Alshon Jeffery,6400,18.25257143,Marques Colston,3200,10.624,Austin Seferian-Jenkins,2800,13.375,Ladarius Green,3000,12.57071429,47500,147.53988572,1
