,Unnamed: 0,player,cbs,dk_name
0,8,Joe Flacco,19.99,Joe Flacco
1,10,Andy Dalton,17.69,Andy Dalton
2,11,Ryan Tannehill,15.98,Ryan Tannehill
3,13,Alex Smith,16.93,Alex Smith
4,15,Josh McCown,15.44,Josh McCown
5,16,Matthew Stafford,17.83,Matthew Stafford
6,18,Drew Brees,21.73,Drew Brees
7,20,Philip Rivers,20.65,Philip Rivers
8,22,Jameis Winston,15.95,Jameis Winston
9,24,Peyton Manning,16.12,Peyton Manning
10,28,Eli Manning,18.04,Eli Manning
11,32,Tom Brady,21.56,Tom Brady
12,33,Jay Cutler,15.97,Jay Cutler
13,34,Cam Newton,21.58,Cam Newton
14,41,Aaron Rodgers,16.06,Aaron Rodgers
15,42,Ben Roethlisberger,17.0,Ben Roethlisberger
16,43,Russell Wilson,20.74,Russell Wilson
17,44,Nick Foles,15.31,Nick Foles
18,47,Brian Hoyer,16.32,Brian Hoyer
19,53,Matt Ryan,22.88,Matt Ryan
20,56,Teddy Bridgewater,16.98,Teddy Bridgewater
21,58,Colin Kaepernick,15.54,Colin Kaepernick
22,59,Ryan Fitzpatrick,18.27,Ryan Fitzpatrick
23,60,Carson Palmer,16.34,Carson Palmer
24,64,Zach Mettenberger,13.01,Zach Mettenberger
25,66,Derek Carr,15.24,Derek Carr
26,72,Andrew Luck,17.03,Andrew Luck
27,73,Matt Cassel,9.79,Matt Cassel
28,79,Jeremy Langford,5.12,Jeremy Langford
29,80,Jonathan Stewart,11.44,Jonathan Stewart
30,81,Antonio Andrews,8.77,Antonio Andrews
31,84,DeAngelo Williams,3.11,DeAngelo Williams
32,86,Alfred Blue,9.17,Alfred Blue
33,87,Andre Williams,5.57,Andre Williams
34,91,Giovani Bernard,12.99,Giovani Bernard
35,92,Jalston Fowler,1.94,Jalston Fowler
36,94,Tevin Coleman,5.28,Tevin Coleman
37,97,Doug Martin,13.25,Doug Martin
38,98,Marshawn Lynch,17.67,Marshawn Lynch
39,99,Will Johnson,3.33,Will Johnson
40,100,Branden Oliver,7.41,Branden Oliver
41,101,Zach Line,3.96,Zach Line
42,102,Latavius Murray,13.24,Latavius Murray
43,103,Christine Michael,5.28,Christine Michael
44,105,Ameer Abdullah,9.9,Ameer Abdullah
45,106,Eddie Lacy,12.74,Eddie Lacy
46,108,James Starks,6.93,James Starks
47,109,Lamar Miller,13.49,Lamar Miller
48,110,Taiwan Jones,3.81,Taiwan Jones
49,111,Devonta Freeman,18.25,Devonta Freeman
50,112,Melvin Gordon,6.89,Melvin Gordon
51,113,Thomas Rawls,6.42,Thomas Rawls
52,114,Anthony Sherman,1.93,Anthony Sherman
53,115,Tommy Bohanon,2.38,Tommy Bohanon
54,116,Mike Tolbert,6.35,Mike Tolbert
55,117,Jeremy Hill,10.55,Jeremy Hill
56,118,Shane Vereen,10.88,Shane Vereen
57,120,Dexter McCluster,7.38,Dexter McCluster
58,122,Joique Bell,5.27,Joique Bell
59,123,Mike Davis,8.75,Mike Davis
60,125,Matt Asiata,3.8,Matt Asiata
61,127,Ahmad Bradshaw,4.28,Ahmad Bradshaw
62,129,Mark Ingram,15.1,Mark Ingram
63,132,Bruce Miller,3.82,Bruce Miller
64,135,Matt Forte,19.15,Matt Forte
65,137,Chris Johnson,11.98,Chris Johnson
66,138,Jerick McKinnon,2.22,Jerick McKinnon
67,139,Khiry Robinson,7.68,Khiry Robinson
68,140,Zac Stacy,7.39,Zac Stacy
69,141,Damien Williams,4.78,Damien Williams
70,142,John Kuhn,2.82,John Kuhn
71,143,Austin Johnson,2.97,Austin Johnson
72,144,Dion Lewis,14.71,Dion Lewis
73,145,Justin Forsett,16.87,Justin Forsett
74,146,Kyle Juszczyk,4.91,Kyle Juszczyk
75,147,Rashad Jennings,10.56,Rashad Jennings
76,150,Isaiah Crowell,8.04,Isaiah Crowell
77,151,Todd Gurley,16.0,Todd Gurley
78,152,Charcandrick West,11.42,Charcandrick West
79,153,C.J. Anderson,10.43,C.J. Anderson
80,154,Javorius Allen,6.86,Javorius Allen
81,155,Chris Ivory,12.43,Chris Ivory
