,Unnamed: 0,player,fleaflicker,dk_name
0,0,Aaron Rodgers,28.78,Aaron Rodgers
1,1,Russell Wilson,26.2,Russell Wilson
2,2,Cam Newton,25.78,Cam Newton
3,3,Matt Ryan,24.22,Matt Ryan
4,4,Drew Brees,23.9,Drew Brees
5,5,Philip Rivers,19.8,Philip Rivers
6,6,Ben Roethlisberger,19.4,Ben Roethlisberger
7,7,Ryan Tannehill,19.6,Ryan Tannehill
8,8,Andrew Luck,20.66,Andrew Luck
9,9,Carson Palmer,20.24,Carson Palmer
10,10,Tom Brady,19.98,Tom Brady
11,11,Peyton Manning,17.78,Peyton Manning
12,12,Nick Foles,19.38,Nick Foles
13,13,Joe Flacco,18.98,Joe Flacco
14,14,Josh McCown,18.9,Josh McCown
15,15,Andy Dalton,18.68,Andy Dalton
16,16,Eli Manning,18.48,Eli Manning
17,17,Teddy Bridgewater,18.52,Teddy Bridgewater
18,18,Matt Cassel,15.08,Matt Cassel
19,19,Alex Smith,18.06,Alex Smith
20,21,Jay Cutler,17.88,Jay Cutler
21,22,Brian Hoyer,17.72,Brian Hoyer
22,23,Ryan Fitzpatrick,17.28,Ryan Fitzpatrick
23,24,Jameis Winston,16.6,Jameis Winston
24,25,Matthew Stafford,15.2,Matthew Stafford
25,26,Colin Kaepernick,14.6,Colin Kaepernick
26,27,Derek Carr,12.76,Derek Carr
27,29,Le'Veon Bell,24.7,Le'Veon Bell
28,30,Devonta Freeman,22.7,Devonta Freeman
29,31,Matt Forte,24.4,Matt Forte
30,32,Odell Beckham,27.9,Odell Beckham Jr.
31,33,A.J. Green,27.5,A.J. Green
32,34,Julio Jones,27.1,Julio Jones
33,35,Adrian Peterson,24.6,Adrian Peterson
34,36,Amari Cooper,27.0,Amari Cooper
35,37,Antonio Brown,23.9,Antonio Brown
36,38,Justin Forsett,18.7,Justin Forsett
37,39,Demaryius Thomas,22.7,Demaryius Thomas
38,40,Randall Cobb,22.7,Randall Cobb
39,41,Mike Evans,22.6,Mike Evans
40,42,Danny Woodhead,18.1,Danny Woodhead
41,43,Todd Gurley,17.1,Todd Gurley
42,44,T.Y. Hilton,21.1,T.Y. Hilton
43,45,Chris Ivory,17.0,Chris Ivory
44,46,DeAndre Hopkins,20.9,DeAndre Hopkins
45,47,Alshon Jeffery,20.5,Alshon Jeffery
46,48,Emmanuel Sanders,20.4,Emmanuel Sanders
47,50,Rob Gronkowski,20.3,Rob Gronkowski
48,51,Keenan Allen,20.1,Keenan Allen
49,52,Eddie Lacy,16.9,Eddie Lacy
50,53,Dion Lewis,18.7,Dion Lewis
51,54,Tyler Eifert,19.7,Tyler Eifert
52,55,Marshawn Lynch,15.6,Marshawn Lynch
53,56,Stefon Diggs,19.5,Stefon Diggs
54,57,Ronnie Hillman,15.4,Ronnie Hillman
55,58,Jimmy Graham,19.3,Jimmy Graham
56,59,Brandon Marshall,19.1,Brandon Marshall
57,60,Mike Wallace,18.1,Mike Wallace
58,61,Giovani Bernard,17.0,Giovani Bernard
59,62,Eric Decker,17.9,Eric Decker
60,63,Brandin Cooks,17.8,Brandin Cooks
61,64,Doug Martin,13.7,Doug Martin
62,65,Julian Edelman,18.7,Julian Edelman
63,66,Gary Barnidge,19.7,Gary Barnidge
64,67,Delanie Walker,17.6,Delanie Walker
65,68,Martellus Bennett,18.6,Martellus Bennett
66,69,Martavis Bryant,17.5,Martavis Bryant
67,71,Larry Fitzgerald,18.4,Larry Fitzgerald
68,72,Dez Bryant,17.4,Dez Bryant
69,73,James Jones,17.3,James Jones
70,74,Jeremy Maclin,17.3,Jeremy Maclin
71,75,Mark Ingram,14.0,Mark Ingram
72,76,Latavius Murray,13.0,Latavius Murray
73,77,Marvin Jones,17.0,Marvin Jones
74,78,Darren McFadden,12.9,Darren McFadden
75,79,Marques Colston,16.8,Marques Colston
76,80,Travis Benjamin,15.8,Travis Benjamin
77,81,Jarvis Landry,16.8,Jarvis Landry
78,82,Anquan Boldin,16.7,Anquan Boldin
79,83,Larry Donnell,16.7,Larry Donnell
80,84,Austin Seferian-Jenkins,16.7,Austin Seferian-Jenkins
81,85,C.J. Spiller,13.4,C.J. Spiller
82,86,Vincent Jackson,15.4,Vincent Jackson
83,87,Brandon LaFell,16.4,NaN
84,88,Jason Witten,16.4,Jason Witten
85,89,Shane Vereen,14.3,Shane Vereen
86,90,Travis Kelce,16.3,Travis Kelce
87,92,Frank Gore,12.3,Frank Gore
88,93,Michael Crabtree,15.2,Michael Crabtree
89,94,LeGarrette Blount,12.1,LeGarrette Blount
90,95,Rueben Randle,15.0,Rueben Randle
91,96,Richard Rodgers,16.0,Richard Rodgers
92,97,Steve Smith,14.9,Steve Smith Sr.
93,98,Donte Moncrief,14.9,Donte Moncrief
94,99,Greg Olsen,14.9,Greg Olsen
95,100,Rishard Matthews,14.8,Rishard Matthews
96,101,Khiry Robinson,11.5,Khiry Robinson
97,102,Eric Ebron,14.5,Eric Ebron
98,103,Davante Adams,14.4,Davante Adams
99,104,John Brown,13.2,John Brown
100,105,Ladarius Green,14.2,Ladarius Green
101,106,Antonio Gates,14.1,Antonio Gates
102,107,Eddie Royal,12.7,Eddie Royal
103,108,Jeremy Hill,11.3,Jeremy Hill
104,109,Owen Daniels,11.9,Owen Daniels
105,110,Jonathan Stewart,9.8,Jonathan Stewart
106,111,Calvin Johnson,12.2,Calvin Johnson
107,113,James Starks,9.6,James Starks
108,114,Lamar Miller,8.3,Lamar Miller
109,115,Duke Johnson,9.2,Duke Johnson Jr.
110,116,Kyle Rudolph,12.1,Kyle Rudolph
111,117,Jordan Cameron,11.1,Jordan Cameron
112,118,Dexter McCluster,10.0,Dexter McCluster
113,119,Andre Ellington,7.8,Andre Ellington
114,120,Chris Johnson,7.7,Chris Johnson
115,121,Charles Sims,7.7,Charles Sims
116,122,Charcandrick West,7.6,Charcandrick West
117,123,David Johnson,7.6,David Johnson
118,124,Alfred Blue,6.3,Alfred Blue
119,125,Heath Miller,11.3,Heath Miller
120,126,Tavon Austin,8.2,Tavon Austin
121,127,Kendall Wright,9.1,Kendall Wright
122,128,Antonio Andrews,7.1,Antonio Andrews
123,129,Golden Tate,9.1,Golden Tate
124,130,De'Anthony Thomas,8.9,De'Anthony Thomas
125,131,Mohamed Sanu,8.8,Mohamed Sanu
126,132,Isaiah Crowell,6.7,Isaiah Crowell
127,134,Ted Ginn,7.7,Ted Ginn Jr.
128,135,Malcom Floyd,7.6,Malcom Floyd
129,136,Darrius Heyward-Bey,8.6,Darrius Heyward-Bey
130,137,Fozzy Whittaker,6.5,Fozzy Whittaker
131,138,Jeremy Kerley,8.4,Jeremy Kerley
132,139,Doug Baldwin,8.3,Doug Baldwin
133,140,Joique Bell,6.2,Joique Bell
134,141,Zac Stacy,6.2,Zac Stacy
135,142,Branden Oliver,7.2,Branden Oliver
136,143,Jarius Wright,7.2,Jarius Wright
137,144,C.J. Anderson,5.1,C.J. Anderson
138,145,Willie Snead,6.1,Willie Snead
139,146,Ameer Abdullah,5.0,Ameer Abdullah
140,147,Jeremy Langford,5.9,Jeremy Langford
141,148,Michael Floyd,7.9,Michael Floyd
142,149,Jaelen Strong,6.9,Jaelen Strong
143,150,Theo Riddick,5.8,Theo Riddick
144,151,James White,6.8,James White
145,152,Thomas Rawls,3.8,Thomas Rawls
146,153,Kenny Stills,6.8,Kenny Stills
147,155,Chris Givens,6.7,Chris Givens
148,156,Kenny Britt,5.7,Kenny Britt
149,157,Charles Johnson,6.7,Charles Johnson
150,158,Jacoby Jones,6.6,Jacoby Jones
151,159,Roy Helu,5.6,Roy Helu Jr.
152,160,Christine Michael,4.6,Christine Michael
153,161,Melvin Gordon,4.6,Melvin Gordon
154,162,Danny Amendola,7.6,Danny Amendola
155,163,Cordarrelle Patterson,5.6,Cordarrelle Patterson
156,164,Ty Montgomery,6.6,Ty Montgomery
157,165,Marlon Brown,6.5,Marlon Brown
158,166,Bobby Rainey,5.4,Bobby Rainey
159,167,Tre Mason,4.4,Tre Mason
160,168,Greg Jennings,7.4,Greg Jennings
161,169,Terrance Williams,5.4,Terrance Williams
162,170,Corey Brown,5.4,Corey Brown
163,171,Brandon Coleman,6.4,Brandon Coleman
164,172,Scott Chandler,6.4,Scott Chandler
165,173,Vernon Davis,6.3,Vernon Davis
166,174,Brian Quick,6.2,Brian Quick
167,176,Rashad Jennings,4.1,Rashad Jennings
168,177,Dri Archer,5.1,Dri Archer
