,Unnamed: 0,player,fftoday,dk_name
80,86,De'Anthony Thomas,4.0,De'Anthony Thomas
81,87,Mike Tolbert,3.0,Mike Tolbert
82,88,DeAngelo Williams,3.0,DeAngelo Williams
83,89,Fred Jackson,2.5,Fred Jackson
84,90,Jeremy Langford,2.5,Jeremy Langford
85,91,Jerick McKinnon,2.5,Jerick McKinnon
86,92,Thomas Rawls,2.5,Thomas Rawls
87,93,Khiry Robinson,1.5,Khiry Robinson
88,95,Knile Davis,2.0,Knile Davis
89,101,DeAndre Hopkins,29.0,DeAndre Hopkins
90,102,Julio Jones,28.0,Julio Jones
91,103,Keenan Allen,27.0,Keenan Allen
92,104,Odell Beckham Jr.,22.5,Odell Beckham Jr.
93,105,Antonio Brown,23.5,Antonio Brown
94,106,Mike Evans,22.5,Mike Evans
95,107,Julian Edelman,23.0,Julian Edelman
96,108,A.J. Green,23.0,A.J. Green
97,109,Alshon Jeffery,22.0,Alshon Jeffery
98,110,Calvin Johnson,22.0,Calvin Johnson
99,111,Brandon Marshall,22.0,Brandon Marshall
100,112,Stefon Diggs,23.5,Stefon Diggs
101,113,Demaryius Thomas,20.5,Demaryius Thomas
102,114,Jeremy Maclin,20.0,Jeremy Maclin
103,115,Larry Fitzgerald,20.5,Larry Fitzgerald
104,116,T.Y. Hilton,18.5,T.Y. Hilton
105,117,Jarvis Landry,20.5,Jarvis Landry
106,118,Steve Smith,19.5,Steve Smith Sr.
107,119,John Brown,18.0,John Brown
108,120,Martavis Bryant,19.0,Martavis Bryant
109,121,Eric Decker,19.0,Eric Decker
110,122,Rishard Matthews,19.0,Rishard Matthews
111,123,Emmanuel Sanders,18.0,Emmanuel Sanders
112,124,Willie Snead,19.0,Willie Snead
113,125,Kendall Wright,19.0,Kendall Wright
114,126,Randall Cobb,17.5,Randall Cobb
115,127,Brandin Cooks,19.5,Brandin Cooks
116,128,Michael Crabtree,18.5,Michael Crabtree
117,129,James Jones,17.5,James Jones
118,130,Donte Moncrief,17.5,Donte Moncrief
119,131,Mike Wallace,16.5,Mike Wallace
120,132,Doug Baldwin,17.0,Doug Baldwin
121,133,Amari Cooper,17.0,Amari Cooper
122,134,Roddy White,17.0,Roddy White
123,135,Danny Amendola,16.5,Danny Amendola
124,136,Malcom Floyd,16.0,Malcom Floyd
125,137,Travis Benjamin,13.0,Travis Benjamin
126,138,Anquan Boldin,13.0,Anquan Boldin
127,139,Nate Washington,11.5,Nate Washington
128,140,Terrance Williams,12.5,Terrance Williams
129,141,Golden Tate,10.0,Golden Tate
130,142,Michael Floyd,10.5,Michael Floyd
131,143,Ted Ginn Jr.,9.5,Ted Ginn Jr.
132,144,Rueben Randle,9.5,Rueben Randle
133,145,Tavon Austin,10.0,Tavon Austin
134,146,Marvin Jones,10.0,Marvin Jones
135,147,Kenny Britt,7.5,Kenny Britt
136,148,Steve Johnson,8.5,Stevie Johnson
137,149,Tyler Lockett,8.5,Tyler Lockett
138,150,Torrey Smith,7.5,Torrey Smith
139,153,Justin Hunter,7.0,Justin Hunter
140,154,Brandon LaFell,7.0,NaN
141,155,Davante Adams,6.5,Davante Adams
142,156,Kamar Aiken,6.5,Kamar Aiken
143,157,Cole Beasley,6.5,Cole Beasley
144,158,Philly Brown,6.5,NaN
145,159,Eddie Royal,6.5,Eddie Royal
146,160,Mohamed Sanu,6.5,Mohamed Sanu
147,161,Albert Wilson,6.5,Albert Wilson
148,162,Marquess Wilson,6.5,Marquess Wilson
149,163,Donteea Dye,5.0,Donteea Dye
150,164,Andrew Hawkins,6.0,Andrew Hawkins
151,165,Charles Johnson,5.0,Charles Johnson
152,166,Jermaine Kearse,6.0,Jermaine Kearse
153,167,Markus Wheaton,5.0,Markus Wheaton
154,168,Andre Caldwell,4.5,Andre Caldwell
155,169,Marques Colston,4.5,Marques Colston
156,170,Chris Conley,4.5,Chris Conley
157,171,Dorial Green-Beckham,4.5,Dorial Green-Beckham
158,172,Justin Hardy,4.5,Justin Hardy
159,173,Andre Johnson,4.5,Andre Johnson
160,174,Jeremy Kerley,4.5,Jeremy Kerley
161,175,Lance Moore,4.5,Lance Moore
162,176,Kenny Stills,4.5,Kenny Stills
163,177,Stedman Bailey,4.0,Stedman Bailey
164,178,Marlon Brown,4.0,Marlon Brown
165,179,Brandon Coleman,4.0,Brandon Coleman
166,180,Jerricho Cotchery,4.0,Jerricho Cotchery
167,181,Devin Funchess,4.0,Devin Funchess
168,182,Taylor Gabriel,4.0,Taylor Gabriel
169,183,Dwayne Harris,4.0,Dwayne Harris
170,184,Brian Hartline,4.0,Brian Hartline
171,185,Quinton Patton,4.0,Quinton Patton
172,186,Devin Street,4.0,Devin Street
173,187,Greg Jennings,2.5,Greg Jennings
174,188,Keith Mumphery,2.5,Keith Mumphery
175,189,Jason Avant,2.0,Jason Avant
176,190,Ty Montgomery,2.0,Ty Montgomery
177,191,DeVante Parker,2.0,DeVante Parker
178,194,Rob Gronkowski,21.0,Rob Gronkowski
179,195,Greg Olsen,20.0,Greg Olsen
180,196,Martellus Bennett,18.5,Martellus Bennett
181,197,Tyler Eifert,19.5,Tyler Eifert
182,198,Ladarius Green,18.5,Ladarius Green
183,199,Travis Kelce,18.5,Travis Kelce
184,200,Delanie Walker,18.5,Delanie Walker
185,201,Gary Barnidge,18.0,Gary Barnidge
186,202,Jimmy Graham,16.5,Jimmy Graham
187,203,Eric Ebron,15.0,Eric Ebron
188,204,Jason Witten,15.0,Jason Witten
189,205,Jordan Cameron,9.5,Jordan Cameron
190,206,Ben Watson,8.5,NaN
191,207,Larry Donnell,8.0,Larry Donnell
192,208,Heath Miller,8.0,Heath Miller
193,209,Richard Rodgers,8.0,Richard Rodgers
194,210,Jared Cook,7.5,Jared Cook
195,211,Owen Daniels,6.5,Owen Daniels
196,212,Crockett Gillmore,6.5,Crockett Gillmore
197,213,Vernon Davis,6.0,Vernon Davis
198,214,Jermaine Gresham,6.0,Jermaine Gresham
199,215,Jacob Tamme,6.0,Jacob Tamme
200,216,Dwayne Allen,4.5,Dwayne Allen
201,217,Coby Fleener,4.5,Coby Fleener
202,218,Garrett Graham,4.5,Garrett Graham
203,219,Garrett Celek,4.0,Garrett Celek
204,220,Brandon Myers,4.0,Brandon Myers
205,221,Mychal Rivera,4.0,Mychal Rivera
206,222,Kyle Rudolph,4.0,Kyle Rudolph
207,223,Luke Willson,4.0,Luke Willson
208,224,Scott Chandler,2.0,Scott Chandler
209,225,Ed Dickson,2.0,Ed Dickson
210,226,Gavin Escobar,2.0,Gavin Escobar
211,227,C.J. Fiedorowicz,2.0,C.J. Fiedorowicz
212,228,Josh Hill,2.0,Josh Hill
213,229,Lance Kendricks,2.0,Lance Kendricks
214,230,Clive Walford,2.0,Clive Walford
215,231,Tim Wright,2.0,Tim Wright
216,232,Jeff Cumberland,1.5,Jeff Cumberland
