,Unnamed: 0,player,fftoday,dk_name
134,144,Torrey Smith,8.0,Torrey Smith
135,145,Robert Woods,9.0,Robert Woods
136,146,Tavon Austin,8.5,Tavon Austin
137,147,Jamison Crowder,8.5,Jamison Crowder
138,148,Malcom Floyd,8.5,Malcom Floyd
139,149,Brian Hartline,9.5,Brian Hartline
140,150,Marvin Jones,8.5,Marvin Jones
141,151,Marquess Wilson,7.5,Marquess Wilson
142,152,Danny Amendola,7.0,Danny Amendola
143,155,Marlon Brown,7.0,Marlon Brown
144,156,Harry Douglas,8.0,Harry Douglas
145,157,Tyler Lockett,8.0,Tyler Lockett
146,158,Aaron Dobson,6.5,Aaron Dobson
147,159,Dorial Green-Beckham,6.5,Dorial Green-Beckham
148,160,Ty Montgomery,6.5,Ty Montgomery
149,161,Roddy White,6.5,Roddy White
150,162,Nelson Agholor,5.0,Nelson Agholor
151,163,Marques Colston,6.0,Marques Colston
152,164,Michael Floyd,6.0,Michael Floyd
153,165,Ryan Grant,5.0,Ryan Grant
154,166,Andrew Hawkins,6.0,Andrew Hawkins
155,167,Chris Hogan,5.0,Chris Hogan
156,168,Jermaine Kearse,6.0,Jermaine Kearse
157,169,Mohamed Sanu,6.0,Mohamed Sanu
158,170,Jaelen Strong,5.0,NaN
159,171,Brandon Coleman,4.5,Brandon Coleman
160,172,Phillip Dorsett,4.5,NaN
161,173,Dwayne Harris,4.5,Dwayne Harris
162,174,Darrius Heyward-Bey,4.5,Darrius Heyward-Bey
163,175,Louis Murphy,4.5,Louis Murphy
164,176,Taylor Gabriel,4.0,Taylor Gabriel
165,177,Andre Johnson,3.0,NaN
166,178,Lance Moore,4.0,Lance Moore
167,179,Quinton Patton,4.0,Quinton Patton
168,180,Devin Street,4.0,Devin Street
169,181,Andre Caldwell,2.5,Andre Caldwell
170,182,Brian Quick,2.5,Brian Quick
171,183,Miles Austin,2.0,Miles Austin
172,184,Jason Avant,2.0,Jason Avant
173,185,Stedman Bailey,2.0,Stedman Bailey
174,186,Dwayne Bowe,2.0,Dwayne Bowe
175,187,Chris Conley,2.0,Chris Conley
176,188,Josh Huff,2.0,Josh Huff
177,189,Alshon Jeffery,2.0,Alshon Jeffery
178,190,Albert Wilson,2.0,Albert Wilson
179,193,Rob Gronkowski,21.0,Rob Gronkowski
180,194,Martellus Bennett,18.5,Martellus Bennett
181,195,Travis Kelce,18.0,Travis Kelce
182,196,Charles Clay,16.5,Charles Clay
183,197,Tyler Eifert,17.5,Tyler Eifert
184,198,Delanie Walker,16.5,Delanie Walker
185,199,Antonio Gates,14.5,Antonio Gates
186,200,Owen Daniels,12.0,Owen Daniels
187,201,Jimmy Graham,10.5,Jimmy Graham
188,202,Jason Witten,10.5,Jason Witten
189,203,Gary Barnidge,10.0,Gary Barnidge
190,204,Jared Cook,9.5,Jared Cook
191,205,Zach Ertz,7.0,Zach Ertz
192,206,Larry Donnell,6.5,Larry Donnell
193,207,Coby Fleener,6.5,NaN
194,208,Ben Watson,6.5,NaN
195,209,Derek Carrier,6.0,Derek Carrier
196,210,Garrett Celek,6.0,Garrett Celek
197,211,Ladarius Green,6.0,Ladarius Green
198,212,Heath Miller,6.0,Heath Miller
199,213,Richard Rodgers,6.0,Richard Rodgers
200,214,Dwayne Allen,4.5,NaN
201,215,Darren Fells,5.5,Darren Fells
202,216,Brandon Myers,4.5,Brandon Myers
203,217,Brandon Pettigrew,4.5,Brandon Pettigrew
204,218,Mychal Rivera,4.5,Mychal Rivera
205,219,Brent Celek,4.0,Brent Celek
206,220,Gavin Escobar,4.0,Gavin Escobar
207,221,Clay Harbor,4.0,Clay Harbor
208,222,Marcedes Lewis,4.0,Marcedes Lewis
209,223,Levine Toilolo,4.0,Levine Toilolo
210,224,Maxx Williams,4.0,Maxx Williams
211,225,Tim Wright,4.0,Tim Wright
212,226,Scott Chandler,2.5,Scott Chandler
213,227,Garrett Graham,2.0,NaN
214,228,Virgil Green,2.0,Virgil Green
215,229,Josh Hill,2.0,Josh Hill
216,230,James O'Shaughnessy,2.0,James O'Shaughnessy
217,231,Clive Walford,2.0,Clive Walford
218,232,Luke Willson,2.0,Luke Willson
