,Unnamed: 0,player,cbs,dk_name
0,4,Joe Flacco,17.21,Joe Flacco
1,6,Andy Dalton,16.46,Andy Dalton
2,8,Alex Smith,20.96,Alex Smith
3,11,Josh McCown,15.3,Josh McCown
4,12,Matthew Stafford,15.61,Matthew Stafford
5,15,Tyrod Taylor,19.22,Tyrod Taylor
6,16,Drew Brees,21.08,Drew Brees
7,18,Philip Rivers,22.38,Philip Rivers
8,20,Jameis Winston,15.71,Jameis Winston
9,22,Peyton Manning,24.34,Peyton Manning
10,25,Brandon Weeden,11.37,Brandon Weeden
11,26,Eli Manning,19.79,Eli Manning
12,30,Tom Brady,23.24,Tom Brady
13,31,Jay Cutler,14.61,Jay Cutler
14,36,Matt Hasselbeck,14.33,NaN
15,38,Aaron Rodgers,23.03,Aaron Rodgers
16,39,Russell Wilson,18.11,Russell Wilson
17,40,Nick Foles,13.65,Nick Foles
18,44,Mike Vick,14.09,Mike Vick
19,47,Sam Bradford,19.04,Sam Bradford
20,52,Matt Ryan,25.34,Matt Ryan
21,53,Ryan Mallett,15.21,NaN
22,55,Colin Kaepernick,15.38,Colin Kaepernick
23,56,Carson Palmer,17.54,Carson Palmer
24,62,Derek Carr,14.14,Derek Carr
25,64,Kirk Cousins,14.77,Kirk Cousins
26,70,Blake Bortles,16.72,Blake Bortles
27,72,Marcus Mariota,12.95,Marcus Mariota
28,77,Jeremy Langford,4.45,Jeremy Langford
29,78,Antonio Andrews,7.05,Antonio Andrews
30,79,DeAngelo Williams,3.42,DeAngelo Williams
31,81,DeMarco Murray,15.83,DeMarco Murray
32,82,Alfred Blue,6.98,NaN
33,83,Andre Williams,6.1,Andre Williams
34,87,Carlos Hyde,11.38,Carlos Hyde
35,88,Lorenzo Taliaferro,6.71,Lorenzo Taliaferro
36,89,Ryan Mathews,11.71,Ryan Mathews
37,90,Giovani Bernard,12.64,Giovani Bernard
38,91,Jalston Fowler,1.93,Jalston Fowler
39,94,Tevin Coleman,8.07,Tevin Coleman
40,97,Doug Martin,10.55,Doug Martin
41,98,Will Johnson,2.79,Will Johnson
42,99,Branden Oliver,2.45,Branden Oliver
43,100,Arian Foster,15.78,NaN
44,101,Latavius Murray,14.84,Latavius Murray
45,102,Jamaal Charles,23.54,Jamaal Charles
46,103,Christine Michael,3.88,Christine Michael
47,106,Ameer Abdullah,12.31,Ameer Abdullah
48,107,Eddie Lacy,15.38,Eddie Lacy
49,109,James Starks,7.51,James Starks
50,110,Taiwan Jones,4.22,Taiwan Jones
