,Unnamed: 0,player,fleaflicker,dk_name
0,0,Drew Brees,28.18,Drew Brees
1,1,Aaron Rodgers,25.2,Aaron Rodgers
2,2,Matt Ryan,24.46,Matt Ryan
3,3,Philip Rivers,19.8,Philip Rivers
4,4,Russell Wilson,22.32,Russell Wilson
5,5,Carson Palmer,23.34,Carson Palmer
6,6,Tom Brady,20.26,Tom Brady
7,7,Peyton Manning,18.18,Peyton Manning
8,8,Matthew Stafford,19.42,Matthew Stafford
9,9,Marcus Mariota,19.62,Marcus Mariota
10,10,Nick Foles,19.14,Nick Foles
11,11,Brandon Weeden,19.04,Brandon Weeden
12,12,Joe Flacco,18.98,Joe Flacco
13,13,Jay Cutler,18.74,Jay Cutler
14,14,Sam Bradford,18.42,Sam Bradford
15,15,Alex Smith,18.56,Alex Smith
16,16,Eli Manning,18.06,Eli Manning
17,17,Blake Bortles,18.02,Blake Bortles
18,18,Jameis Winston,16.4,Jameis Winston
19,19,Colin Kaepernick,14.74,Colin Kaepernick
20,21,Josh McCown,14.24,Josh McCown
21,22,Michael Vick,14.78,NaN
22,23,Andy Dalton,13.82,Andy Dalton
23,24,Matt Hasselbeck,13.66,NaN
24,25,Tyrod Taylor,13.54,Tyrod Taylor
25,26,Ryan Mallett,11.86,NaN
26,27,Derek Carr,11.42,Derek Carr
27,28,Kirk Cousins,11.36,Kirk Cousins
28,30,Joseph Randle,18.7,Joseph Randle
29,31,Eddie Lacy,26.7,Eddie Lacy
30,32,Le'Veon Bell,23.7,Le'Veon Bell
31,33,Matt Forte,24.4,Matt Forte
32,34,Devonta Freeman,21.6,Devonta Freeman
33,35,Julio Jones,27.3,Julio Jones
34,36,Demaryius Thomas,26.1,Demaryius Thomas
35,37,Randall Cobb,22.9,Randall Cobb
36,38,Emmanuel Sanders,22.8,Emmanuel Sanders
37,39,Antonio Brown,22.8,Antonio Brown
38,40,Amari Cooper,23.8,Amari Cooper
39,41,Mike Evans,22.4,Mike Evans
40,42,Jamaal Charles,18.2,Jamaal Charles
41,43,Jeremy Hill,16.8,Jeremy Hill
